nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,league,season,stat_type
ESP,"DF,MF",22-100,2003,5,2,237,2.6,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,7,2,10,0.0,0.0,0.0,0.0,0.0,0.18,0.07,0.26,0.18,0.26,ESP-La Liga,2024,standard
EQG,GK,24-041,2001,5,4,397,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
ESP,MF,30-279,1994,19,12,1147,12.7,4,2,6,2,2,3,2,0,4.0,1.6,2.0,3.6,4,78,26,0.31,0.16,0.47,0.16,0.31,0.31,0.16,0.47,0.13,0.29,ESP-La Liga,2024,standard
ESP,"MF,FW",30-042,1995,26,20,1595,17.7,3,1,4,2,1,1,5,0,3.0,2.2,1.1,3.3,22,67,63,0.17,0.06,0.23,0.11,0.17,0.17,0.06,0.23,0.12,0.18,ESP-La Liga,2024,standard
ESP,FW,35-137,1989,28,22,1954,21.7,11,0,11,9,2,2,5,1,7.3,5.7,0.9,6.6,17,41,108,0.51,0.0,0.51,0.41,0.41,0.33,0.04,0.38,0.26,0.31,ESP-La Liga,2024,standard
ESP,FW,31-177,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.0,0.57,ESP-La Liga,2024,standard
ARG,"FW,MF",20-144,2004,6,2,199,2.2,0,0,0,0,0,1,0,0,0.8,0.0,0.2,0.2,3,0,12,0.0,0.0,0.0,0.0,0.0,0.37,0.08,0.45,0.01,0.09,ESP-La Liga,2024,standard
ESP,DF,24-230,2000,26,23,2044,22.7,1,0,1,1,0,0,6,0,1.7,1.7,0.6,2.2,37,64,77,0.04,0.0,0.04,0.04,0.04,0.07,0.03,0.1,0.07,0.1,ESP-La Liga,2024,standard
MLI,DF,24-152,2000,23,18,1671,18.6,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.2,11,66,24,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,ESP-La Liga,2024,standard
ARG,DF,29-049,1996,26,26,2273,25.3,1,1,2,1,0,0,10,0,1.7,1.7,1.1,2.8,33,72,75,0.04,0.04,0.08,0.04,0.08,0.07,0.04,0.11,0.07,0.11,ESP-La Liga,2024,standard
ESP,"MF,FW",20-053,2005,4,2,176,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,14,4,15,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,ESP-La Liga,2024,standard
ESP,DF,23-100,2002,8,5,487,5.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,3,15,0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,ESP-La Liga,2024,standard
URU,DF,23-057,2002,19,14,1309,14.5,0,1,1,0,0,0,4,0,0.8,0.8,0.8,1.6,14,32,1,0.0,0.07,0.07,0.0,0.07,0.05,0.06,0.11,0.05,0.11,ESP-La Liga,2024,standard
ESP,"MF,FW",31-157,1993,16,6,699,7.8,0,1,1,0,0,0,1,0,1.1,1.1,1.2,2.3,9,26,41,0.0,0.13,0.13,0.0,0.13,0.14,0.15,0.3,0.14,0.3,ESP-La Liga,2024,standard
ARG,"FW,MF",27-012,1998,16,9,724,8.0,1,0,1,1,0,0,5,0,2.3,2.3,0.3,2.6,12,15,58,0.12,0.0,0.12,0.12,0.12,0.28,0.04,0.32,0.28,0.32,ESP-La Liga,2024,standard
ESP,FW,27-285,1997,23,8,868,9.6,4,0,4,4,0,0,1,0,2.9,2.9,0.6,3.5,13,11,48,0.41,0.0,0.41,0.41,0.41,0.3,0.06,0.36,0.3,0.36,ESP-La Liga,2024,standard
ESP,DF,22-293,2002,13,10,819,9.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,14,34,20,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,ESP-La Liga,2024,standard
ESP,FW,23-181,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
ESP,DF,24-347,2000,18,16,1362,15.1,3,0,3,3,0,0,4,1,2.2,2.2,0.1,2.3,3,38,1,0.2,0.0,0.2,0.2,0.2,0.15,0.0,0.15,0.15,0.15,ESP-La Liga,2024,standard
ESP,GK,21-222,2003,5,3,321,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
ESP,MF,35-240,1989,8,2,273,3.0,0,0,0,0,0,1,2,0,1.7,0.9,0.1,1.1,2,16,5,0.0,0.0,0.0,0.0,0.0,0.57,0.04,0.61,0.31,0.35,ESP-La Liga,2024,standard
ESP,DF,28-250,1996,16,13,1130,12.6,0,2,2,0,0,0,4,0,0.3,0.3,1.6,2.0,14,44,46,0.0,0.16,0.16,0.0,0.16,0.03,0.13,0.16,0.03,0.16,ESP-La Liga,2024,standard
ESP,MF,24-062,2001,24,17,1385,15.4,1,0,1,1,0,0,6,0,0.9,0.9,1.1,2.0,15,61,29,0.06,0.0,0.06,0.06,0.06,0.06,0.07,0.13,0.06,0.13,ESP-La Liga,2024,standard
ESP,DF,25-270,1999,24,22,2035,22.6,3,0,3,3,0,0,2,0,1.5,1.5,0.3,1.8,33,141,6,0.13,0.0,0.13,0.13,0.13,0.07,0.01,0.08,0.07,0.08,ESP-La Liga,2024,standard
ESP,FW,22-085,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
ESP,FW,28-211,1996,29,16,1459,16.2,6,2,8,6,0,0,2,0,4.7,4.6,0.8,5.4,5,22,51,0.37,0.12,0.49,0.37,0.49,0.29,0.05,0.34,0.29,0.34,ESP-La Liga,2024,standard
GHA,"FW,MF",30-300,1994,29,27,2402,26.7,5,8,13,5,0,0,0,0,6.6,6.6,6.8,13.5,99,67,280,0.19,0.3,0.49,0.19,0.49,0.25,0.26,0.5,0.25,0.5,ESP-La Liga,2024,standard
ESP,DF,31-342,1993,11,6,571,6.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,11,32,14,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,ESP-La Liga,2024,standard
ESP,MF,31-248,1993,19,13,1071,11.9,0,2,2,0,0,0,5,0,0.4,0.4,2.1,2.5,17,106,27,0.0,0.17,0.17,0.0,0.17,0.03,0.18,0.21,0.03,0.21,ESP-La Liga,2024,standard
ESP,"FW,MF",25-340,1999,3,0,53,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
ESP,GK,24-106,2000,14,14,1206,13.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
ESP,FW,24-069,2001,8,3,324,3.6,1,0,1,1,0,0,0,0,2.1,2.1,0.2,2.3,6,12,29,0.28,0.0,0.28,0.28,0.28,0.58,0.06,0.64,0.58,0.64,ESP-La Liga,2024,standard
ESP,MF,21-150,2003,27,20,1754,19.5,2,1,3,2,0,0,4,1,0.8,0.8,1.3,2.1,13,97,24,0.1,0.05,0.15,0.1,0.15,0.04,0.07,0.11,0.04,0.11,ESP-La Liga,2024,standard
ESP,MF,31-325,1993,20,8,774,8.6,0,0,0,0,0,1,1,0,1.2,0.4,0.6,1.1,8,55,19,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.21,0.05,0.12,ESP-La Liga,2024,standard
ESP,FW,22-273,2002,26,21,1873,20.8,4,5,9,4,0,0,1,0,3.8,3.8,3.5,7.3,111,66,245,0.19,0.24,0.43,0.19,0.43,0.18,0.17,0.35,0.18,0.35,ESP-La Liga,2024,standard
ESP,FW,22-037,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,4,18,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.15,0.13,0.15,ESP-La Liga,2024,standard
ESP,MF,24-351,2000,22,17,1375,15.3,13,1,14,11,2,2,2,0,8.4,6.8,1.4,8.2,42,81,104,0.85,0.07,0.92,0.72,0.79,0.55,0.09,0.64,0.44,0.53,ESP-La Liga,2024,standard
ESP,"MF,FW",20-084,2005,6,1,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,8,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,ESP-La Liga,2024,standard
ESP,"MF,FW",21-321,2003,25,9,907,10.1,1,2,3,1,0,0,1,0,1.2,1.2,0.8,2.0,12,20,35,0.1,0.2,0.3,0.1,0.3,0.12,0.08,0.2,0.12,0.2,ESP-La Liga,2024,standard
ESP,DF,28-071,1997,7,5,493,5.5,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,2,23,0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,ESP-La Liga,2024,standard
ESP,GK,27-304,1997,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
ESP,DF,30-077,1995,18,17,1511,16.8,1,0,1,1,0,0,4,0,0.5,0.5,0.2,0.7,18,101,0,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,ESP-La Liga,2024,standard
ESP,DF,35-060,1990,25,17,1594,17.7,0,2,2,0,0,0,3,0,0.5,0.5,2.1,2.6,39,123,58,0.0,0.11,0.11,0.0,0.11,0.03,0.12,0.15,0.03,0.15,ESP-La Liga,2024,standard
ESP,"FW,MF",29-281,1995,29,21,1783,19.8,5,7,12,5,0,1,4,0,6.0,5.2,4.5,9.6,49,63,157,0.25,0.35,0.61,0.25,0.61,0.3,0.23,0.53,0.26,0.49,ESP-La Liga,2024,standard
ESP,FW,25-238,1999,13,4,457,5.1,1,0,1,1,0,0,0,0,0.8,0.8,0.7,1.5,16,7,42,0.2,0.0,0.2,0.2,0.2,0.15,0.15,0.29,0.15,0.29,ESP-La Liga,2024,standard
ESP,DF,35-362,1989,22,14,1291,14.3,0,4,4,0,0,0,0,0,0.8,0.8,1.9,2.7,21,84,65,0.0,0.28,0.28,0.0,0.28,0.06,0.13,0.19,0.06,0.19,ESP-La Liga,2024,standard
ESP,FW,20-296,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.44,1.44,1.44,ESP-La Liga,2024,standard
NOR,FW,29-127,1995,27,10,1131,12.6,11,2,13,10,1,1,4,0,9.6,8.8,1.5,10.3,22,23,57,0.88,0.16,1.03,0.8,0.95,0.76,0.12,0.88,0.7,0.82,ESP-La Liga,2024,standard
FRA,"FW,MF",34-021,1991,30,26,2164,24.0,8,5,13,7,1,2,2,0,6.2,4.7,5.5,10.1,41,123,147,0.33,0.21,0.54,0.29,0.5,0.26,0.23,0.49,0.19,0.42,ESP-La Liga,2024,standard
BEL,DF,36-089,1989,12,8,761,8.5,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.6,2,18,1,0.0,0.12,0.12,0.0,0.12,0.0,0.06,0.07,0.0,0.07,ESP-La Liga,2024,standard
FRA,DF,29-298,1995,18,18,1553,17.3,1,1,2,1,0,0,8,0,1.5,1.5,1.1,2.6,12,66,1,0.06,0.06,0.12,0.06,0.12,0.09,0.06,0.15,0.09,0.15,ESP-La Liga,2024,standard
ENG,MF,25-064,2000,24,15,1277,14.2,2,2,4,2,0,0,2,0,2.0,2.0,1.1,3.1,19,48,45,0.14,0.14,0.28,0.14,0.28,0.14,0.08,0.22,0.14,0.22,ESP-La Liga,2024,standard
ESP,DF,35-226,1989,10,9,704,7.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.3,10,52,12,0.13,0.0,0.13,0.13,0.13,0.03,0.01,0.04,0.03,0.04,ESP-La Liga,2024,standard
ARG,"MF,DF",22-114,2002,25,19,1418,15.8,1,5,6,1,0,0,4,0,1.9,1.9,3.6,5.5,51,34,137,0.06,0.32,0.38,0.06,0.38,0.12,0.23,0.35,0.12,0.35,ESP-La Liga,2024,standard
SVN,GK,32-094,1993,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
ESP,DF,30-143,1994,18,14,1235,13.7,0,2,2,0,0,0,7,0,0.1,0.1,2.7,2.8,40,40,82,0.0,0.15,0.15,0.0,0.15,0.01,0.19,0.2,0.01,0.2,ESP-La Liga,2024,standard
URU,DF,30-081,1995,23,16,1639,18.2,0,1,1,0,0,0,5,0,0.3,0.3,0.2,0.5,1,48,1,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,ESP-La Liga,2024,standard
ARG,GK,30-340,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
ARG,"FW,MF",25-070,2000,30,23,1934,21.5,12,2,14,10,2,2,4,0,9.8,8.2,3.0,11.2,63,65,129,0.56,0.09,0.65,0.47,0.56,0.46,0.14,0.6,0.38,0.52,ESP-La Liga,2024,standard
ESP,MF,33-093,1992,24,14,1464,16.3,1,1,2,1,0,0,4,0,1.0,1.0,1.1,2.1,14,94,12,0.06,0.06,0.12,0.06,0.12,0.06,0.07,0.13,0.06,0.13,ESP-La Liga,2024,standard
ESP,"DF,MF",30-071,1995,25,20,1793,19.9,2,4,6,2,0,0,0,1,0.7,0.7,3.7,4.4,58,71,104,0.1,0.2,0.3,0.1,0.3,0.03,0.18,0.22,0.03,0.22,ESP-La Liga,2024,standard
ARG,DF,27-005,1998,23,16,1374,15.3,0,3,3,0,0,0,0,0,0.6,0.6,1.3,1.9,31,53,82,0.0,0.2,0.2,0.0,0.2,0.04,0.09,0.12,0.04,0.12,ESP-La Liga,2024,standard
ESP,MF,21-300,2003,24,22,1871,20.8,1,2,3,1,0,0,4,1,1.0,1.0,1.4,2.4,21,110,52,0.05,0.1,0.14,0.05,0.14,0.05,0.07,0.11,0.05,0.11,ESP-La Liga,2024,standard
MOZ,DF,31-080,1994,19,10,941,10.5,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,14,34,15,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,ESP-La Liga,2024,standard
ESP,DF,28-151,1996,20,18,1580,17.6,0,0,0,0,0,0,8,0,1.1,1.1,0.5,1.6,8,43,5,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,ESP-La Liga,2024,standard
ARG,MF,30-322,1994,27,17,1619,18.0,3,3,6,3,0,0,6,0,1.2,1.2,3.9,5.1,58,177,56,0.17,0.17,0.33,0.17,0.33,0.07,0.22,0.28,0.07,0.28,ESP-La Liga,2024,standard
ESP,"DF,MF",25-009,2000,14,4,452,5.0,0,1,1,0,0,0,0,0,0.9,0.9,0.7,1.6,38,21,54,0.0,0.2,0.2,0.0,0.2,0.17,0.14,0.31,0.17,0.31,ESP-La Liga,2024,standard
BRA,"MF,DF",25-109,1999,25,18,1251,13.9,3,2,5,3,0,0,3,0,5.5,5.5,2.2,7.7,53,60,140,0.22,0.14,0.36,0.22,0.36,0.4,0.16,0.56,0.4,0.56,ESP-La Liga,2024,standard
FRA,MF,29-150,1995,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.37,ESP-La Liga,2024,standard
ARG,"FW,MF",30-033,1995,25,3,694,7.7,3,1,4,3,0,0,3,1,4.2,4.2,1.2,5.4,21,21,66,0.39,0.13,0.52,0.39,0.52,0.55,0.15,0.7,0.55,0.7,ESP-La Liga,2024,standard
ESP,DF,21-175,2003,27,24,2040,22.7,0,4,4,0,0,0,2,0,0.5,0.5,3.4,3.9,96,84,226,0.0,0.18,0.18,0.0,0.18,0.02,0.15,0.17,0.02,0.17,ESP-La Liga,2024,standard
DEN,DF,29-001,1996,1,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
ESP,FW,22-162,2002,4,1,127,1.4,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,4,3,16,0.0,0.0,0.0,0.0,0.0,0.42,0.04,0.46,0.42,0.46,ESP-La Liga,2024,standard
ESP,"MF,FW",26-339,1998,18,10,905,10.1,7,2,9,6,1,1,0,0,4.2,3.4,2.6,6.0,26,62,67,0.7,0.2,0.9,0.6,0.8,0.41,0.26,0.67,0.34,0.59,ESP-La Liga,2024,standard
ESP,"MF,DF",24-092,2001,21,8,1051,11.7,1,1,2,1,0,0,3,0,1.6,1.6,0.4,2.1,12,75,7,0.09,0.09,0.17,0.09,0.17,0.14,0.04,0.18,0.14,0.18,ESP-La Liga,2024,standard
ESP,"MF,FW",21-335,2003,20,7,789,8.8,3,4,7,3,0,0,3,1,3.5,3.5,2.2,5.6,21,47,65,0.34,0.46,0.8,0.34,0.8,0.4,0.25,0.64,0.4,0.64,ESP-La Liga,2024,standard
ESP,"FW,MF",25-041,2000,23,9,860,9.6,9,3,12,9,0,0,1,1,6.5,6.5,1.8,8.3,17,28,83,0.94,0.31,1.26,0.94,1.26,0.68,0.19,0.87,0.68,0.87,ESP-La Liga,2024,standard
NED,MF,27-334,1997,18,6,723,8.0,2,2,4,2,0,0,2,0,0.6,0.6,1.8,2.4,21,67,14,0.25,0.25,0.5,0.25,0.5,0.08,0.23,0.3,0.08,0.3,ESP-La Liga,2024,standard
ESP,"MF,FW",20-249,2004,18,10,690,7.7,1,1,2,1,0,0,4,0,0.6,0.6,1.2,1.8,5,40,32,0.13,0.13,0.26,0.13,0.26,0.07,0.16,0.23,0.07,0.23,ESP-La Liga,2024,standard
ESP,DF,23-100,2002,20,6,641,7.1,1,2,3,1,0,0,2,0,0.2,0.2,0.7,0.9,7,26,54,0.14,0.28,0.42,0.14,0.42,0.03,0.09,0.12,0.03,0.12,ESP-La Liga,2024,standard
ESP,DF,18-252,2006,12,3,375,4.2,0,0,0,0,0,0,2,0,0.1,0.1,0.7,0.8,9,15,18,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.2,0.02,0.2,ESP-La Liga,2024,standard
ESP,GK,26-040,1999,15,14,1306,14.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
ESP,DF,33-329,1991,23,23,2040,22.7,0,3,3,0,0,0,3,0,0.3,0.3,2.3,2.6,59,206,9,0.0,0.13,0.13,0.0,0.13,0.01,0.1,0.12,0.01,0.12,ESP-La Liga,2024,standard
FRA,DF,26-150,1998,30,27,2425,26.9,2,3,5,2,0,0,4,0,1.8,1.8,3.8,5.5,41,155,174,0.07,0.11,0.19,0.07,0.19,0.07,0.14,0.21,0.07,0.21,ESP-La Liga,2024,standard
ESP,FW,17-272,2007,27,25,2236,24.8,6,11,17,6,0,0,3,0,7.4,7.4,11.2,18.6,148,126,353,0.24,0.44,0.68,0.24,0.68,0.3,0.45,0.75,0.3,0.75,ESP-La Liga,2024,standard
ESP,MF,17-320,2007,3,3,242,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,8,2,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,ESP-La Liga,2024,standard
ESP,MF,21-209,2003,23,20,1611,17.9,1,3,4,1,0,0,4,1,1.1,1.1,1.4,2.4,12,107,24,0.06,0.17,0.22,0.06,0.22,0.06,0.08,0.13,0.06,0.13,ESP-La Liga,2024,standard
GER,GK,32-346,1992,6,6,494,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
ESP,"MF,FW",22-008,2003,10,4,310,3.4,3,1,4,3,0,0,0,0,0.4,0.4,0.8,1.1,5,17,20,0.87,0.29,1.16,0.87,1.16,0.11,0.23,0.33,0.11,0.33,ESP-La Liga,2024,standard
ESP,DF,18-079,2007,29,25,2245,24.9,0,3,3,0,0,0,3,0,0.7,0.7,1.6,2.3,24,176,6,0.0,0.12,0.12,0.0,0.12,0.03,0.07,0.09,0.03,0.09,ESP-La Liga,2024,standard
ESP,FW,23-136,2001,16,1,222,2.5,2,1,3,2,0,0,2,0,2.6,2.6,0.8,3.4,3,8,23,0.81,0.41,1.22,0.81,1.22,1.06,0.3,1.36,1.06,1.36,ESP-La Liga,2024,standard
ESP,MF,22-137,2002,29,27,2259,25.1,4,4,8,4,0,0,2,0,2.1,2.1,5.7,7.8,72,264,103,0.16,0.16,0.32,0.16,0.32,0.08,0.23,0.31,0.08,0.31,ESP-La Liga,2024,standard
BRA,"FW,MF",28-118,1996,28,26,2252,25.0,13,8,21,12,1,1,3,0,14.5,13.7,10.6,24.3,74,115,264,0.52,0.32,0.84,0.48,0.8,0.58,0.42,1.0,0.55,0.97,ESP-La Liga,2024,standard
POL,FW,36-233,1988,29,27,2299,25.5,25,2,27,22,3,4,1,0,24.0,20.8,2.3,23.2,24,45,145,0.98,0.08,1.06,0.86,0.94,0.94,0.09,1.03,0.82,0.91,ESP-La Liga,2024,standard
URU,DF,26-035,1999,7,6,416,4.6,1,1,2,1,0,0,1,0,0.5,0.5,0.4,0.9,5,25,3,0.22,0.22,0.43,0.22,0.43,0.11,0.09,0.19,0.11,0.19,ESP-La Liga,2024,standard
ESP,DF,20-010,2005,3,2,172,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
POL,GK,34-358,1990,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
MAR,"FW,MF",23-115,2001,25,19,1613,17.9,1,1,2,1,0,1,2,0,7.2,6.4,1.7,8.1,100,58,172,0.06,0.06,0.11,0.06,0.11,0.4,0.1,0.5,0.36,0.45,ESP-La Liga,2024,standard
ESP,GK,38-098,1987,11,11,990,11.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP-La Liga,2024,standard
ESP,"DF,FW",29-020,1996,22,8,821,9.1,0,2,2,0,0,0,3,0,0.6,0.6,1.3,1.9,16,27,43,0.0,0.22,0.22,0.0,0.22,0.06,0.14,0.21,0.06,0.21,ESP-La Liga,2024,standard
