league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,stat_type
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,
ITA-Serie A,2022,Hellas Verona,Davide Faraoni,ITA,DF,30,1991,16.5,34,24,19,13,2,16,41,39.0,25,30,11,19,15,49,37,0,defense
ITA-Serie A,2022,Hellas Verona,Deyovaisio Zeefuik,NED,DF,24,1998,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,defense
ITA-Serie A,2022,Hellas Verona,Diego Coppola,ITA,DF,18,2003,13.1,25,17,15,10,0,11,24,45.8,13,20,6,14,14,39,38,0,defense
ITA-Serie A,2022,Hellas Verona,Fabio Depaoli,ITA,DF,25,1997,24.1,48,28,25,16,7,25,44,56.8,19,32,6,26,18,66,33,3,defense
ITA-Serie A,2022,Hellas Verona,Federico Ceccherini,ITA,DF,30,1992,15.7,25,19,15,9,1,13,23,56.5,10,17,10,7,19,44,55,0,defense
ITA-Serie A,2022,Hellas Verona,Filippo Terracciano,ITA,"DF,MF",19,2003,9.1,20,13,11,7,2,15,20,75.0,5,7,4,3,10,30,14,0,defense
ITA-Serie A,2022,Hellas Verona,Giangiacomo Magnani,ITA,DF,26,1995,17.0,33,22,20,11,2,19,25,76.0,6,20,15,5,21,54,76,0,defense
ITA-Serie A,2022,Hellas Verona,Ibrahim Sulemana,GHA,MF,19,2003,7.2,19,13,10,7,2,6,12,50.0,6,8,2,6,14,33,15,0,defense
ITA-Serie A,2022,Hellas Verona,Isak Hien,SWE,DF,23,1999,29.0,73,36,54,19,0,38,61,62.3,23,40,17,23,31,104,92,1,defense
ITA-Serie A,2022,Hellas Verona,Ivan Ilić,SRB,MF,21,2001,9.5,16,10,9,7,0,6,11,54.5,5,10,1,9,8,24,14,0,defense
ITA-Serie A,2022,Hellas Verona,Jayden Braaf,NED,"MF,FW",19,2002,3.2,5,3,2,3,0,0,0,,0,1,0,1,2,7,1,0,defense
ITA-Serie A,2022,Hellas Verona,Josh Doig,SCO,DF,20,2002,15.0,19,8,6,7,6,6,16,37.5,10,25,6,19,11,30,13,1,defense
ITA-Serie A,2022,Hellas Verona,Juan David Cabal,COL,DF,21,2001,4.9,10,6,7,3,0,7,12,58.3,5,8,5,3,13,23,12,0,defense
ITA-Serie A,2022,Hellas Verona,Kevin Lasagna,ITA,"FW,MF",29,1992,17.5,12,6,7,3,2,6,14,42.9,8,17,1,16,5,17,13,0,defense
ITA-Serie A,2022,Hellas Verona,Koray Günter,GER,DF,27,1994,11.1,10,6,1,8,1,4,7,57.1,3,24,15,9,30,40,46,0,defense
ITA-Serie A,2022,Hellas Verona,Lorenzo Montipò,ITA,GK,26,1996,37.0,1,0,1,0,0,0,3,0.0,3,1,0,1,0,1,26,3,defense
ITA-Serie A,2022,Hellas Verona,Martin Hongla,CMR,MF,24,1998,5.8,8,5,4,4,0,5,5,100.0,0,7,1,6,6,14,9,0,defense
ITA-Serie A,2022,Hellas Verona,Miguel Veloso,POR,MF,36,1986,12.9,33,10,20,12,1,16,26,61.5,10,26,6,20,6,39,14,0,defense
ITA-Serie A,2022,Hellas Verona,Milan Đurić,BIH,FW,32,1990,15.2,2,1,1,0,1,1,3,33.3,2,7,4,3,1,3,24,0,defense
ITA-Serie A,2022,Hellas Verona,Oliver Abildgaard,DEN,MF,26,1996,6.6,10,6,6,3,1,7,16,43.8,9,7,1,6,5,15,17,0,defense
ITA-Serie A,2022,Hellas Verona,Ondrej Duda,SVK,MF,27,1994,11.8,22,14,7,12,3,9,16,56.3,7,11,0,11,13,35,8,0,defense
ITA-Serie A,2022,Hellas Verona,Panagiotis Retsos,GRE,DF,23,1998,1.4,5,4,2,2,1,3,3,100.0,0,4,1,3,2,7,3,0,defense
ITA-Serie A,2022,Hellas Verona,Paweł Dawidowicz,POL,DF,27,1995,18.1,48,31,28,17,3,22,31,71.0,9,14,9,5,23,71,71,0,defense
ITA-Serie A,2022,Hellas Verona,Roberto Piccoli,ITA,FW,21,2001,2.1,1,0,1,0,0,0,2,0.0,2,2,0,2,0,1,2,0,defense
ITA-Serie A,2022,Hellas Verona,Simone Perilli,ITA,GK,27,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2022,Hellas Verona,Simone Verdi,ITA,"MF,FW",30,1992,12.2,15,10,7,5,3,6,17,35.3,11,8,1,7,0,15,2,0,defense
ITA-Serie A,2022,Hellas Verona,Thomas Henry,FRA,FW,27,1994,11.4,5,3,1,1,3,1,5,20.0,4,6,2,4,0,5,14,0,defense
ITA-Serie A,2022,Hellas Verona,Yayah Kallon,SLE,"MF,FW",21,2001,9.6,14,10,5,4,5,7,12,58.3,5,10,0,10,8,22,5,0,defense
ITA-Serie A,2022,Inter,Alessandro Bastoni,ITA,DF,23,1999,24.0,41,20,20,14,7,11,27,40.7,16,27,13,14,24,65,45,0,defense
ITA-Serie A,2022,Inter,Alex Cordaz,ITA,GK,39,1983,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2022,Inter,André Onana,CMR,GK,26,1996,24.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,0,defense
ITA-Serie A,2022,Inter,Danilo D'Ambrosio,ITA,DF,33,1988,8.1,25,17,17,7,1,15,27,55.6,12,12,4,8,10,35,17,0,defense
ITA-Serie A,2022,Inter,Denzel Dumfries,NED,DF,26,1996,24.6,35,18,17,13,5,22,34,64.7,12,33,9,24,12,47,26,0,defense
ITA-Serie A,2022,Inter,Edin Džeko,BIH,FW,36,1986,19.2,3,2,0,3,0,0,4,0.0,4,15,1,14,3,6,25,0,defense
ITA-Serie A,2022,Inter,Federico Dimarco,ITA,DF,24,1997,23.0,31,25,6,18,7,9,19,47.4,10,15,4,11,18,49,20,0,defense
ITA-Serie A,2022,Inter,Francesco Acerbi,ITA,DF,34,1988,26.9,33,19,22,7,4,20,27,74.1,7,25,18,7,41,74,85,2,defense
ITA-Serie A,2022,Inter,Hakan Çalhanoğlu,TUR,MF,28,1994,26.3,48,27,17,26,5,16,43,37.2,27,30,5,25,25,73,13,1,defense
ITA-Serie A,2022,Inter,Henrikh Mkhitaryan,ARM,MF,33,1989,22.1,41,26,13,22,6,14,41,34.1,27,27,4,23,21,62,18,0,defense
ITA-Serie A,2022,Inter,Joaquín Correa,ARG,FW,27,1994,10.6,12,7,3,6,3,4,15,26.7,11,4,1,3,3,15,0,0,defense
ITA-Serie A,2022,Inter,Kristjan Asllani,ALB,MF,20,2002,6.6,11,5,1,8,2,7,10,70.0,3,3,1,2,6,17,4,0,defense
ITA-Serie A,2022,Inter,Lautaro Martínez,ARG,FW,24,1997,28.6,25,14,3,15,7,7,23,30.4,16,31,1,30,13,38,16,1,defense
ITA-Serie A,2022,Inter,Marcelo Brozović,CRO,MF,29,1992,19.7,37,22,13,22,2,11,37,29.7,26,23,7,16,22,59,28,0,defense
ITA-Serie A,2022,Inter,Matteo Darmian,ITA,DF,32,1989,22.5,56,30,29,15,12,31,47,66.0,16,33,5,28,21,77,36,0,defense
ITA-Serie A,2022,Inter,Mattia Zanotti,ITA,DF,19,2003,0.3,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,defense
ITA-Serie A,2022,Inter,Milan Škriniar,SVK,DF,27,1995,19.7,29,18,14,11,4,18,32,56.3,14,18,13,5,13,42,46,3,defense
ITA-Serie A,2022,Inter,Nicolò Barella,ITA,MF,25,1997,29.0,49,25,17,26,6,28,53,52.8,25,29,5,24,12,61,12,0,defense
ITA-Serie A,2022,Inter,Raoul Bellanova,ITA,DF,22,2000,5.5,14,6,11,2,1,9,14,64.3,5,6,1,5,4,18,14,0,defense
ITA-Serie A,2022,Inter,Roberto Gagliardini,ITA,MF,28,1994,8.7,16,6,9,6,1,10,21,47.6,11,14,5,9,4,20,15,0,defense
ITA-Serie A,2022,Inter,Robin Gosens,GER,DF,28,1994,13.2,34,18,15,10,9,15,25,60.0,10,16,2,14,23,57,15,0,defense
ITA-Serie A,2022,Inter,Romelu Lukaku,BEL,FW,29,1993,18.4,3,1,1,0,2,2,5,40.0,3,3,1,2,0,3,16,0,defense
ITA-Serie A,2022,Inter,Samir Handanović,SVN,GK,38,1984,13.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,defense
ITA-Serie A,2022,Inter,Stefan de Vrij,NED,DF,30,1992,21.6,28,18,19,9,0,8,14,57.1,6,18,10,8,40,68,80,0,defense
ITA-Serie A,2022,Inter,Valentin Carboni,ARG,"MF,DF",17,2005,0.3,1,1,0,1,0,1,3,33.3,2,1,0,1,0,1,0,0,defense
ITA-Serie A,2022,Juventus,Adrien Rabiot,FRA,MF,27,1995,30.5,65,35,31,23,11,30,57,52.6,27,37,7,30,26,91,44,1,defense
ITA-Serie A,2022,Juventus,Alex Sandro,BRA,DF,31,1991,19.9,35,20,16,16,3,15,22,68.2,7,27,10,17,15,50,64,1,defense
ITA-Serie A,2022,Juventus,Arkadiusz Milik,POL,FW,28,1994,17.6,12,8,2,8,2,2,8,25.0,6,10,1,9,1,13,14,0,defense
ITA-Serie A,2022,Juventus,Daniele Rugani,ITA,DF,28,1994,6.3,7,0,6,1,0,4,4,100.0,0,7,5,2,7,14,32,0,defense
ITA-Serie A,2022,Juventus,Danilo,BRA,DF,31,1991,35.4,92,62,61,23,8,52,73,71.2,21,39,20,19,47,139,114,1,defense
ITA-Serie A,2022,Juventus,Denis Zakaria,SUI,MF,25,1996,1.4,6,3,1,4,1,2,2,100.0,0,2,0,2,2,8,1,0,defense
ITA-Serie A,2022,Juventus,Dušan Vlahović,SRB,FW,22,2000,21.4,11,6,0,7,4,4,10,40.0,6,10,3,7,3,14,8,1,defense
ITA-Serie A,2022,Juventus,Enzo Barrenechea,ARG,MF,21,2001,1.8,8,3,3,4,1,3,5,60.0,2,3,0,3,2,10,3,0,defense
ITA-Serie A,2022,Juventus,Fabio Miretti,ITA,"MF,FW",18,2003,13.7,24,11,15,6,3,12,29,41.4,17,20,1,19,4,28,11,0,defense
ITA-Serie A,2022,Juventus,Federico Chiesa,ITA,"DF,MF",24,1997,9.5,22,11,6,6,10,5,14,35.7,9,13,1,12,0,22,1,0,defense
ITA-Serie A,2022,Juventus,Federico Gatti,ITA,DF,24,1998,16.1,15,11,9,4,2,9,15,60.0,6,20,14,6,21,36,54,2,defense
ITA-Serie A,2022,Juventus,Filip Kostić,SRB,"DF,FW",29,1992,28.5,41,26,17,20,4,21,47,44.7,26,30,4,26,16,57,32,0,defense
ITA-Serie A,2022,Juventus,Gleison Bremer,BRA,DF,25,1997,29.3,29,20,23,5,1,19,26,73.1,7,44,22,22,42,71,120,2,defense
ITA-Serie A,2022,Juventus,Juan Cuadrado,COL,"DF,FW",34,1988,23.1,50,34,34,13,3,27,65,41.5,38,15,2,13,24,74,32,0,defense
ITA-Serie A,2022,Juventus,Leandro Paredes,ARG,MF,28,1994,10.9,19,13,7,11,1,10,22,45.5,12,8,0,8,17,36,22,0,defense
ITA-Serie A,2022,Juventus,Leonardo Bonucci,ITA,DF,35,1987,9.8,5,4,1,4,0,2,4,50.0,2,12,8,4,13,18,29,0,defense
ITA-Serie A,2022,Juventus,Manuel Locatelli,ITA,MF,24,1998,27.2,59,33,26,23,10,30,53,56.6,23,50,22,28,27,86,59,0,defense
ITA-Serie A,2022,Juventus,Mattia De Sciglio,ITA,DF,29,1992,11.6,14,7,8,3,3,9,14,64.3,5,9,3,6,4,18,20,0,defense
ITA-Serie A,2022,Juventus,Mattia Perin,ITA,GK,29,1992,10.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2022,Juventus,Matìas Soulé,ARG,"MF,FW",19,2003,4.7,7,4,3,2,2,5,7,71.4,2,7,1,6,3,10,3,0,defense
ITA-Serie A,2022,Juventus,Moise Kean,ITA,FW,22,2000,11.1,8,6,2,5,1,3,7,42.9,4,4,0,4,5,13,2,0,defense
ITA-Serie A,2022,Juventus,Nicolò Fagioli,ITA,MF,21,2001,16.9,29,19,12,15,2,8,27,29.6,19,16,2,14,8,37,7,1,defense
ITA-Serie A,2022,Juventus,Nicolò Rovella,ITA,MF,20,2001,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,defense
ITA-Serie A,2022,Juventus,Paul Pogba,FRA,"MF,FW",29,1993,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,defense
ITA-Serie A,2022,Juventus,Samuel Iling-Junior,ENG,"DF,FW",18,2003,3.5,7,2,3,1,3,4,9,44.4,5,5,1,4,2,9,6,0,defense
ITA-Serie A,2022,Juventus,Tommaso Barbieri,ITA,DF,19,2002,1.2,3,3,3,0,0,3,8,37.5,5,3,0,3,0,3,2,0,defense
ITA-Serie A,2022,Juventus,Weston McKennie,USA,"MF,DF",23,1998,11.7,14,5,3,9,2,5,8,62.5,3,15,4,11,11,25,15,1,defense
ITA-Serie A,2022,Juventus,Wojciech Szczęsny,POL,GK,32,1990,27.5,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,7,0,defense
ITA-Serie A,2022,Juventus,Ángel Di María,ARG,"FW,MF",34,1988,15.1,10,5,3,5,2,3,19,15.8,16,15,0,15,7,17,0,0,defense
ITA-Serie A,2022,Lazio,Adam Marušić,MNE,DF,29,1992,30.7,41,30,23,14,4,25,39,64.1,14,20,6,14,38,79,63,1,defense
ITA-Serie A,2022,Lazio,Alessio Romagnoli,ITA,DF,27,1995,32.5,33,15,19,14,0,11,22,50.0,11,33,26,7,38,71,108,0,defense
ITA-Serie A,2022,Lazio,Ciro Immobile,ITA,FW,32,1990,24.7,11,5,4,4,3,6,9,66.7,3,10,2,8,1,12,14,0,defense
ITA-Serie A,2022,Lazio,Danilo Cataldi,ITA,MF,27,1994,21.3,25,16,7,15,3,14,40,35.0,26,23,9,14,24,49,33,0,defense
ITA-Serie A,2022,Lazio,Elseid Hysaj,ALB,DF,28,1994,22.2,39,23,24,11,4,23,41,56.1,18,31,7,24,20,59,42,0,defense
ITA-Serie A,2022,Lazio,Felipe Anderson,BRA,FW,29,1993,32.9,80,50,31,41,8,31,88,35.2,57,58,6,52,31,111,27,0,defense
ITA-Serie A,2022,Lazio,Ivan Provedel,ITA,GK,28,1994,37.9,1,0,1,0,0,0,0,,0,0,0,0,0,1,15,1,defense
ITA-Serie A,2022,Lazio,Luca Pellegrini,ITA,DF,23,1999,2.0,1,0,0,1,0,1,4,25.0,3,3,0,3,7,8,4,0,defense
ITA-Serie A,2022,Lazio,Luis Alberto,ESP,MF,29,1992,27.1,49,29,18,20,11,23,72,31.9,49,35,6,29,9,58,4,0,defense
ITA-Serie A,2022,Lazio,Luka Romero,ARG,FW,17,2004,1.7,0,0,0,0,0,0,3,0.0,3,4,0,4,3,3,1,0,defense
ITA-Serie A,2022,Lazio,Luís Maximiano,POR,GK,23,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2022,Lazio,Manuel Lazzari,ITA,DF,28,1993,20.9,33,21,13,14,6,21,36,58.3,15,20,6,14,18,51,36,1,defense
ITA-Serie A,2022,Lazio,Marco Bertini,ITA,MF,19,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2022,Lazio,Marcos Antônio,BRA,MF,22,2000,6.6,9,6,4,5,0,9,20,45.0,11,7,2,5,11,20,18,0,defense
ITA-Serie A,2022,Lazio,Mario Gila,ESP,DF,21,2000,1.0,3,1,3,0,0,0,1,0.0,1,0,0,0,3,6,3,0,defense
ITA-Serie A,2022,Lazio,Matteo Cancellieri,ITA,FW,20,2002,2.8,10,4,5,3,2,5,9,55.6,4,4,0,4,1,11,2,0,defense
ITA-Serie A,2022,Lazio,Mattia Zaccagni,ITA,FW,27,1995,30.8,42,28,16,18,8,14,38,36.8,24,37,3,34,21,63,10,1,defense
ITA-Serie A,2022,Lazio,Matías Vecino,URU,MF,30,1991,18.8,47,27,13,23,11,23,48,47.9,25,33,10,23,16,63,39,1,defense
ITA-Serie A,2022,Lazio,Nicolò Casale,ITA,DF,24,1998,27.1,42,20,28,14,0,22,34,64.7,12,25,17,8,17,59,73,1,defense
ITA-Serie A,2022,Lazio,Patric,ESP,DF,29,1993,15.7,17,11,12,3,2,11,16,68.8,5,17,12,5,11,28,53,1,defense
ITA-Serie A,2022,Lazio,Pedro,ESP,FW,35,1987,21.1,35,24,14,10,11,11,30,36.7,19,18,2,16,6,41,4,1,defense
ITA-Serie A,2022,Lazio,Sergej Milinković-Savić,SRB,MF,27,1995,33.6,58,35,22,23,13,24,67,35.8,43,50,12,38,28,86,49,0,defense
ITA-Serie A,2022,Lazio,Toma Bašić,CRO,MF,25,1996,5.7,6,4,4,1,1,3,8,37.5,5,9,0,9,7,13,8,0,defense
ITA-Serie A,2022,Lazio,Ștefan Radu,ROU,FW,35,1986,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2022,Lecce,Alessandro Tuia,ITA,DF,32,1990,5.7,10,6,6,4,0,3,9,33.3,6,3,1,2,15,25,29,0,defense
ITA-Serie A,2022,Lecce,Alexis Blin,FRA,MF,25,1996,26.4,69,39,27,33,9,38,73,52.1,35,55,15,40,34,103,74,0,defense
ITA-Serie A,2022,Lecce,Antonino Gallo,ITA,DF,22,2000,27.6,56,36,35,12,9,38,57,66.7,19,37,6,31,13,69,71,0,defense
ITA-Serie A,2022,Lecce,Assan Ceesay,GAM,FW,28,1994,20.1,23,18,7,8,8,9,17,52.9,8,15,2,13,3,26,24,0,defense
ITA-Serie A,2022,Lecce,Federico Baschirotto,ITA,DF,25,1996,37.0,40,30,35,5,0,22,36,61.1,14,45,29,16,36,76,192,0,defense
ITA-Serie A,2022,Lecce,Federico Di Francesco,ITA,"FW,MF",28,1994,22.6,28,16,7,11,10,9,19,47.4,10,16,0,16,8,36,14,0,defense
ITA-Serie A,2022,Lecce,Gabriel Strefezza,BRA,"FW,MF",25,1997,27.1,50,24,18,20,12,27,53,50.9,26,36,3,33,16,66,15,0,defense
ITA-Serie A,2022,Lecce,Giuseppe Pezzella,ITA,DF,24,1997,10.2,21,9,16,2,3,9,16,56.3,7,11,3,8,8,29,31,1,defense
ITA-Serie A,2022,Lecce,Joan Gonzàlez,ESP,MF,20,2002,24.4,48,28,20,18,10,17,51,33.3,34,37,8,29,16,64,28,0,defense
ITA-Serie A,2022,Lecce,Joel Voelkerling Persson,SWE,"FW,MF",19,2003,1.1,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,defense
ITA-Serie A,2022,Lecce,Kastriot Dermaku,ALB,DF,30,1992,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2022,Lecce,Kristijan Bistrović,CRO,MF,24,1998,5.1,3,1,3,0,0,0,5,0.0,5,3,0,3,0,3,4,0,defense
ITA-Serie A,2022,Lecce,Kristoffer Askildsen,NOR,MF,21,2001,8.1,7,3,2,3,2,4,10,40.0,6,15,4,11,11,18,6,0,defense
ITA-Serie A,2022,Lecce,Lameck Banda,ZAM,"FW,MF",21,2001,18.2,30,20,13,14,3,15,41,36.6,26,24,2,22,8,38,5,0,defense
ITA-Serie A,2022,Lecce,Lorenzo Colombo,ITA,FW,20,2002,16.8,17,9,1,9,7,6,14,42.9,8,22,0,22,2,19,7,0,defense
ITA-Serie A,2022,Lecce,Marcin Listkowski,POL,"MF,FW",24,1998,0.9,0,0,0,0,0,0,0,,0,0,0,0,3,3,2,0,defense
ITA-Serie A,2022,Lecce,Marin Pongračić,CRO,DF,24,1997,8.8,16,14,8,7,1,5,7,71.4,2,4,3,1,16,32,31,0,defense
ITA-Serie A,2022,Lecce,Morten Hjulmand,DEN,MF,23,1999,32.9,90,52,49,40,1,37,67,55.2,30,43,11,32,72,162,54,0,defense
ITA-Serie A,2022,Lecce,Pablo Rodríguez,ESP,"FW,MF",20,2001,0.6,2,1,2,0,0,0,2,0.0,2,3,0,3,0,2,0,0,defense
ITA-Serie A,2022,Lecce,Pietro Ceccaroni,ITA,DF,26,1995,0.5,0,0,0,0,0,0,0,,0,1,1,0,3,3,2,0,defense
ITA-Serie A,2022,Lecce,Remi Oudin,FRA,"FW,MF",25,1996,14.7,25,13,9,12,4,10,23,43.5,13,16,2,14,29,54,23,0,defense
ITA-Serie A,2022,Lecce,Samuel Umtiti,FRA,DF,28,1993,23.5,52,34,25,25,2,18,26,69.2,8,26,14,12,26,78,79,0,defense
ITA-Serie A,2022,Lecce,Simone Romagnoli,ITA,DF,32,1990,1.9,6,5,3,3,0,2,2,100.0,0,4,1,3,1,7,11,0,defense
ITA-Serie A,2022,Lecce,Tommaso Cassandro,ITA,DF,22,2000,0.1,1,1,0,1,0,0,0,,0,1,1,0,0,1,0,0,defense
ITA-Serie A,2022,Lecce,Valentin Gendrey,FRA,DF,22,2000,34.5,88,57,54,25,9,40,71,56.3,31,45,4,41,37,125,89,0,defense
ITA-Serie A,2022,Lecce,Wladimiro Falcone,ITA,GK,27,1995,38.0,2,0,2,0,0,2,2,100.0,0,0,0,0,2,4,21,3,defense
ITA-Serie A,2022,Lecce,Youssef Maleh,MAR,MF,23,1998,7.5,17,8,3,7,7,6,14,42.9,8,20,1,19,5,22,10,0,defense
ITA-Serie A,2022,Lecce,Yıldırım Mert Çetin,TUR,DF,25,1997,0.2,1,0,1,0,0,0,0,,0,0,0,0,1,2,1,0,defense
ITA-Serie A,2022,Lecce,Þórir Jóhann Helgason,ISL,MF,21,2000,2.5,2,2,1,0,1,2,3,66.7,1,3,1,2,3,5,3,0,defense
ITA-Serie A,2022,Milan,Alessandro Florenzi,ITA,DF,31,1991,2.3,6,4,3,2,1,4,7,57.1,3,1,0,1,4,10,2,0,defense
ITA-Serie A,2022,Milan,Alexis Saelemaekers,BEL,"FW,DF",23,1999,15.6,31,20,12,16,3,19,41,46.3,22,13,1,12,19,50,11,0,defense
ITA-Serie A,2022,Milan,Ante Rebić,CRO,"FW,MF",28,1993,10.9,10,8,1,3,6,3,11,27.3,8,6,1,5,1,11,5,0,defense
ITA-Serie A,2022,Milan,Antonio Mirante,ITA,GK,39,1983,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2022,Milan,Aster Vranckx,BEL,MF,19,2002,2.7,3,2,0,2,1,2,7,28.6,5,3,1,2,2,5,1,0,defense
ITA-Serie A,2022,Milan,Brahim Díaz,MAR,"MF,FW",22,1999,21.4,32,15,5,22,5,5,15,33.3,10,11,0,11,7,39,6,0,defense
ITA-Serie A,2022,Milan,Charles De Ketelaere,BEL,"MF,FW",21,2001,12.4,26,12,7,14,5,13,30,43.3,17,14,2,12,4,30,9,0,defense
ITA-Serie A,2022,Milan,Ciprian Tătărușanu,ROU,GK,36,1986,16.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,defense
ITA-Serie A,2022,Milan,Davide Calabria,ITA,DF,25,1996,18.8,71,44,31,32,8,38,61,62.3,23,22,7,15,25,96,34,0,defense
ITA-Serie A,2022,Milan,Divock Origi,BEL,FW,27,1995,11.4,10,5,4,3,3,5,10,50.0,5,6,2,4,0,10,13,0,defense
ITA-Serie A,2022,Milan,Fikayo Tomori,ENG,DF,24,1997,30.7,70,34,44,25,1,22,34,64.7,12,46,25,21,29,99,88,1,defense
ITA-Serie A,2022,Milan,Fodé Ballo-Touré,SEN,DF,25,1997,5.8,14,9,7,6,1,7,10,70.0,3,11,3,8,2,16,3,0,defense
ITA-Serie A,2022,Milan,Ismaël Bennacer,ALG,MF,24,1997,22.3,59,33,26,31,2,30,51,58.8,21,25,7,18,26,85,16,1,defense
ITA-Serie A,2022,Milan,Junior Messias,BRA,"FW,DF",31,1991,16.6,24,18,9,9,6,5,19,26.3,14,20,4,16,7,31,28,0,defense
ITA-Serie A,2022,Milan,Malick Thiaw,GER,DF,20,2001,15.1,31,26,22,9,0,11,20,55.0,9,11,5,6,12,43,65,1,defense
ITA-Serie A,2022,Milan,Marko Lazetić,SRB,FW,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2022,Milan,Matteo Gabbia,ITA,DF,22,1999,6.8,17,10,12,5,0,6,8,75.0,2,8,3,5,5,22,29,0,defense
ITA-Serie A,2022,Milan,Mike Maignan,FRA,GK,27,1995,22.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,10,1,defense
ITA-Serie A,2022,Milan,Olivier Giroud,FRA,FW,35,1986,23.8,8,5,2,4,2,2,10,20.0,8,11,3,8,3,11,23,0,defense
ITA-Serie A,2022,Milan,Pierre Kalulu,FRA,DF,22,2000,28.3,57,39,33,21,3,28,42,66.7,14,41,17,24,41,98,56,1,defense
ITA-Serie A,2022,Milan,Rade Krunić,BIH,MF,28,1993,18.4,40,28,18,18,4,16,50,32.0,34,31,11,20,16,56,21,0,defense
ITA-Serie A,2022,Milan,Rafael Leão,POR,"FW,MF",23,1999,26.9,8,7,2,3,3,6,14,42.9,8,9,2,7,15,23,8,0,defense
ITA-Serie A,2022,Milan,Sandro Tonali,ITA,MF,22,2000,30.1,64,41,35,24,5,27,44,61.4,17,34,9,25,25,89,26,1,defense
ITA-Serie A,2022,Milan,Sergiño Dest,USA,DF,21,2000,3.7,12,6,3,5,4,3,4,75.0,1,1,0,1,4,16,2,0,defense
ITA-Serie A,2022,Milan,Simon Kjær,DEN,DF,33,1989,11.2,15,8,9,6,0,7,11,63.6,4,14,11,3,9,24,35,1,defense
ITA-Serie A,2022,Milan,Theo Hernández,FRA,DF,24,1997,30.8,43,24,27,15,1,22,38,57.9,16,34,7,27,21,64,35,1,defense
ITA-Serie A,2022,Milan,Tiemoué Bakayoko,FRA,MF,27,1994,0.5,5,5,4,1,0,3,3,100.0,0,0,0,0,0,5,0,1,defense
ITA-Serie A,2022,Milan,Tommaso Pobega,ITA,MF,23,1999,9.8,27,16,8,15,4,13,20,65.0,7,12,4,8,9,36,11,0,defense
ITA-Serie A,2022,Milan,Yacine Adli,FRA,"MF,FW",22,2000,1.6,6,3,2,4,0,2,2,100.0,0,2,0,2,1,7,1,0,defense
ITA-Serie A,2022,Milan,Zlatan Ibrahimović,SWE,FW,40,1981,1.6,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,defense
ITA-Serie A,2022,Monza,Alessio Cragno,ITA,GK,28,1994,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense
ITA-Serie A,2022,Monza,Andrea Barberis,ITA,MF,28,1993,3.8,7,2,4,3,0,5,11,45.5,6,0,0,0,8,15,1,0,defense
ITA-Serie A,2022,Monza,Andrea Carboni,ITA,DF,21,2001,1.9,3,2,2,0,1,2,5,40.0,3,3,2,1,3,6,2,1,defense
ITA-Serie A,2022,Monza,Andrea Colpani,ITA,MF,23,1999,10.5,14,9,6,5,3,8,12,66.7,4,14,2,12,3,17,6,0,defense
ITA-Serie A,2022,Monza,Andrea Petagna,ITA,FW,27,1995,18.5,7,5,2,3,2,3,6,50.0,3,16,4,12,3,10,18,0,defense
ITA-Serie A,2022,Monza,Andrea Ranocchia,ITA,DF,34,1988,0.5,3,1,1,2,0,3,4,75.0,1,5,5,0,0,3,7,0,defense
ITA-Serie A,2022,Monza,Armando Izzo,ITA,DF,30,1992,27.4,73,50,44,27,2,29,45,64.4,16,29,17,12,50,123,87,1,defense
