league,season,team,player,nation,pos,age,born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type
GER-Bundesliga,2024,Eint Frankfurt,Igor Matanovic,CRO,FW,22-011,2003.0,3.5,1,12,4,33.3,3.46,1.15,0.08,0.25,14.1,0,0,0,1.1,1.1,0.1,-0.1,-0.1,shooting
GER-Bundesliga,2024,Eint Frankfurt,Jean Mattéo Bahoya,FRA,"MF,FW",19-339,2005.0,6.8,1,7,2,28.6,1.02,0.29,0.14,0.5,17.4,0,0,0,1.0,1.0,0.14,0.0,0.0,shooting
GER-Bundesliga,2024,Eint Frankfurt,Junior Dina Ebimbe,FRA,"MF,FW",24-141,2000.0,3.3,0,8,0,0.0,2.46,0.0,0.0,,16.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9,shooting
GER-Bundesliga,2024,Eint Frankfurt,Kauã Santos,BRA,GK,22-000,2003.0,7.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Eint Frankfurt,Kevin Trapp,GER,GK,34-277,1990.0,20.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Eint Frankfurt,Mahmoud Dahoud,GER,MF,29-100,1996.0,4.0,1,7,2,28.6,1.73,0.49,0.14,0.5,22.6,1,0,0,0.5,0.5,0.08,0.5,0.5,shooting
GER-Bundesliga,2024,Eint Frankfurt,Mario Götze,GER,"MF,FW",32-312,1992.0,16.9,3,8,5,62.5,0.47,0.3,0.38,0.6,10.1,0,0,0,2.9,2.9,0.37,0.1,0.1,shooting
GER-Bundesliga,2024,Eint Frankfurt,Michy Batshuayi,BEL,"FW,DF",31-191,1993.0,2.3,2,3,2,66.7,1.3,0.87,0.67,1.0,9.2,0,0,0,0.8,0.8,0.28,1.2,1.2,shooting
GER-Bundesliga,2024,Eint Frankfurt,Nathaniel Brown,GER,"DF,MF",21-299,2003.0,16.4,3,12,5,41.7,0.73,0.31,0.25,0.6,15.2,0,0,0,2.2,2.2,0.18,0.8,0.8,shooting
GER-Bundesliga,2024,Eint Frankfurt,Niels Nkounkou,FRA,"DF,MF",24-161,2000.0,4.2,0,4,0,0.0,0.96,0.0,0.0,,22.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting
GER-Bundesliga,2024,Eint Frankfurt,Nnamdi Collins,GER,DF,21-091,2004.0,13.7,1,5,2,40.0,0.36,0.15,0.2,0.5,15.1,0,0,0,0.8,0.8,0.16,0.2,0.2,shooting
GER-Bundesliga,2024,Eint Frankfurt,Omar Marmoush,EGY,FW,26-063,1999.0,16.1,15,75,34,45.3,4.66,2.11,0.17,0.38,18.1,6,2,2,8.8,7.3,0.1,6.2,5.7,shooting
GER-Bundesliga,2024,Eint Frankfurt,Oscar Højlund,DEN,MF,20-097,2005.0,6.8,1,5,2,40.0,0.73,0.29,0.2,0.5,18.0,0,0,0,0.9,0.9,0.18,0.1,0.1,shooting
GER-Bundesliga,2024,Eint Frankfurt,Rasmus Kristensen,DEN,DF,27-274,1997.0,23.3,2,18,5,27.8,0.77,0.22,0.11,0.4,13.4,0,0,0,1.1,1.1,0.06,0.9,0.9,shooting
GER-Bundesliga,2024,Eint Frankfurt,Robin Koch,GER,DF,28-268,1996.0,22.7,1,12,3,25.0,0.53,0.13,0.08,0.33,15.8,2,0,0,1.1,1.1,0.09,-0.1,-0.1,shooting
GER-Bundesliga,2024,Eint Frankfurt,Timothy Chandler,USA,DF,35-013,1990.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Eint Frankfurt,Tuta,BRA,"DF,MF",25-281,1999.0,20.6,2,10,4,40.0,0.49,0.19,0.2,0.5,14.1,0,0,0,0.8,0.8,0.08,1.2,1.2,shooting
GER-Bundesliga,2024,Freiburg,Christian Günter,GER,DF,32-042,1993.0,24.5,2,21,6,28.6,0.86,0.24,0.1,0.33,22.4,1,0,0,0.8,0.6,0.03,1.2,1.4,shooting
GER-Bundesliga,2024,Freiburg,Eren Dinkçi,GER,"MF,FW",23-119,2001.0,13.3,0,14,3,21.4,1.05,0.23,0.0,0.0,19.0,0,0,0,1.1,1.1,0.08,-1.1,-1.1,shooting
GER-Bundesliga,2024,Freiburg,Florent Muslija,KVX,"FW,MF",26-279,1998.0,1.9,0,3,2,66.7,1.61,1.07,0.0,0.0,20.9,1,0,0,0.3,0.3,0.09,-0.3,-0.3,shooting
GER-Bundesliga,2024,Freiburg,Florian Müller,GER,GK,27-149,1997.0,4.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Freiburg,Ifechukwu Ogbus,SUI,DF,19-115,2005.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Freiburg,Jan-Niklas Beste,GER,"FW,MF",26-097,1999.0,1.4,0,2,1,50.0,1.38,0.69,0.0,0.0,22.0,1,0,0,0.6,0.6,0.29,-0.6,-0.6,shooting
GER-Bundesliga,2024,Freiburg,Johan Manzambi,SUI,"MF,FW",19-179,2005.0,0.4,0,3,0,0.0,6.92,0.0,0.0,,30.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting
GER-Bundesliga,2024,Freiburg,Jordy Makengo,FRA,DF,23-251,2001.0,3.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Freiburg,Junior Adamu,AUT,FW,23-309,2001.0,13.0,2,26,10,38.5,2.01,0.77,0.08,0.2,12.4,0,0,0,4.4,4.4,0.17,-2.4,-2.4,shooting
GER-Bundesliga,2024,Freiburg,Kiliann Sildillia,FRA,DF,22-330,2002.0,8.4,2,7,2,28.6,0.83,0.24,0.29,1.0,20.2,0,0,0,0.5,0.5,0.07,1.5,1.5,shooting
GER-Bundesliga,2024,Freiburg,Lucas Höler,GER,"FW,MF",30-275,1994.0,16.6,3,27,13,48.1,1.62,0.78,0.11,0.23,11.7,0,0,1,6.2,5.4,0.21,-3.2,-2.4,shooting
GER-Bundesliga,2024,Freiburg,Lukas Kübler,GER,DF,32-224,1992.0,18.0,5,15,9,60.0,0.83,0.5,0.33,0.56,16.7,0,0,0,2.5,2.5,0.17,2.5,2.5,shooting
GER-Bundesliga,2024,Freiburg,Matthias Ginter,GER,DF,31-082,1994.0,23.5,2,19,4,21.1,0.81,0.17,0.11,0.5,12.0,0,0,0,1.8,1.8,0.1,0.2,0.2,shooting
GER-Bundesliga,2024,Freiburg,Max Rosenfelder,GER,DF,22-060,2003.0,9.7,0,3,0,0.0,0.31,0.0,0.0,,14.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
GER-Bundesliga,2024,Freiburg,Maximilian Eggestein,GER,MF,28-124,1996.0,25.6,1,26,6,23.1,1.02,0.23,0.04,0.17,19.1,0,0,0,1.5,1.5,0.06,-0.5,-0.5,shooting
GER-Bundesliga,2024,Freiburg,Maximilian Philipp,GER,"MF,FW",31-041,1994.0,0.2,0,1,0,0.0,5.29,0.0,0.0,,21.5,0,0,0,0.0,0.0,0.04,0.0,0.0,shooting
GER-Bundesliga,2024,Freiburg,Merlin Röhl,GER,"MF,FW",22-280,2002.0,10.1,0,12,3,25.0,1.18,0.3,0.0,0.0,18.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,shooting
GER-Bundesliga,2024,Freiburg,Michael Gregoritsch,AUT,FW,30-358,1994.0,6.3,2,15,6,40.0,2.37,0.95,0.13,0.33,14.1,2,0,0,1.8,1.8,0.12,0.2,0.2,shooting
GER-Bundesliga,2024,Freiburg,Nicolas Höfler,GER,MF,35-033,1990.0,8.8,0,4,0,0.0,0.46,0.0,0.0,,18.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting
GER-Bundesliga,2024,Freiburg,Noah Atubolu,GER,GK,22-321,2002.0,23.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Freiburg,Noah Weißhaupt,GER,FW,23-203,2001.0,0.9,0,1,0,0.0,1.13,0.0,0.0,,8.1,0,0,0,0.0,0.0,0.04,0.0,0.0,shooting
GER-Bundesliga,2024,Freiburg,Patrick Osterhage,GER,MF,25-069,2000.0,20.2,0,16,1,6.3,0.79,0.05,0.0,0.0,20.6,0,0,0,1.2,1.2,0.07,-1.2,-1.2,shooting
GER-Bundesliga,2024,Freiburg,Philipp Lienhart,AUT,DF,28-274,1996.0,24.8,1,8,1,12.5,0.32,0.04,0.13,1.0,13.8,0,0,0,0.5,0.5,0.06,0.5,0.5,shooting
GER-Bundesliga,2024,Freiburg,Ritsu Doan,JPN,"FW,MF",26-299,1998.0,26.0,8,52,18,34.6,2.0,0.69,0.15,0.44,16.7,1,0,0,5.9,5.9,0.13,2.1,2.1,shooting
GER-Bundesliga,2024,Freiburg,Roland Sallai,HUN,"FW,MF",27-324,1997.0,0.5,0,3,1,33.3,5.87,1.96,0.0,0.0,22.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
GER-Bundesliga,2024,Freiburg,Vincenzo Grifo,ITA,"FW,MF",32-004,1993.0,22.0,8,57,24,42.1,2.59,1.09,0.14,0.33,20.9,9,0,3,7.6,5.2,0.09,0.4,2.8,shooting
GER-Bundesliga,2024,Gladbach,Alassane Pléa,FRA,"MF,FW",32-032,1993.0,17.3,10,36,11,30.6,2.08,0.64,0.25,0.82,15.3,1,1,1,6.9,6.1,0.17,3.1,2.9,shooting
GER-Bundesliga,2024,Gladbach,Fabio Chiarodia,ITA,DF,19-310,2005.0,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Gladbach,Florian Neuhaus,GER,MF,28-026,1997.0,2.7,0,7,2,28.6,2.59,0.74,0.0,0.0,20.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,shooting
GER-Bundesliga,2024,Gladbach,Franck Honorat,FRA,FW,28-243,1996.0,12.3,2,21,5,23.8,1.71,0.41,0.1,0.4,15.2,0,0,0,3.4,3.4,0.16,-1.4,-1.4,shooting
GER-Bundesliga,2024,Gladbach,Grant Ranos,ARM,FW,21-265,2003.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Gladbach,Joe Scally,USA,DF,22-101,2002.0,24.1,0,5,1,20.0,0.21,0.04,0.0,0.0,20.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,shooting
GER-Bundesliga,2024,Gladbach,Jonas Omlin,SUI,GK,31-091,1994.0,5.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Gladbach,Julian Weigl,GER,MF,29-215,1995.0,26.3,0,17,6,35.3,0.65,0.23,0.0,0.0,23.5,0,0,0,0.7,0.7,0.04,-0.7,-0.7,shooting
GER-Bundesliga,2024,Gladbach,Kevin Stöger,AUT,"MF,FW",31-227,1993.0,14.5,2,19,5,26.3,1.31,0.35,0.05,0.2,23.4,4,1,1,2.6,1.8,0.09,-0.6,-0.8,shooting
GER-Bundesliga,2024,Gladbach,Ko Itakura,JPN,DF,28-074,1997.0,26.0,2,15,5,33.3,0.58,0.19,0.13,0.4,11.2,0,0,0,0.8,0.8,0.06,1.2,1.2,shooting
GER-Bundesliga,2024,Gladbach,Luca Netz,GER,DF,21-331,2003.0,9.6,0,3,0,0.0,0.31,0.0,0.0,,15.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,shooting
GER-Bundesliga,2024,Gladbach,Lukas Ullrich,GER,DF,21-026,2004.0,16.3,1,8,2,25.0,0.49,0.12,0.13,0.5,13.2,0,0,0,0.9,0.9,0.11,0.1,0.1,shooting
GER-Bundesliga,2024,Gladbach,Marvin Friedrich,GER,DF,29-119,1995.0,10.6,0,7,2,28.6,0.66,0.19,0.0,0.0,9.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,shooting
GER-Bundesliga,2024,Gladbach,Moritz Nicolas,GER,GK,27-172,1997.0,18.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Gladbach,Nathan N'Goumou,CMR,FW,25-028,2000.0,9.2,2,24,13,54.2,2.61,1.41,0.08,0.15,15.4,0,0,0,1.9,1.9,0.08,0.1,0.1,shooting
GER-Bundesliga,2024,Gladbach,Nico Elvedi,SUI,DF,28-193,1996.0,20.5,1,11,3,27.3,0.54,0.15,0.09,0.33,8.4,0,0,0,2.0,2.0,0.19,-1.0,-1.0,shooting
GER-Bundesliga,2024,Gladbach,Noah Pesch,CRO,FW,19-328,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Gladbach,Philipp Sander,GER,MF,27-049,1998.0,13.9,1,15,5,33.3,1.08,0.36,0.07,0.2,21.0,0,0,0,1.0,1.0,0.07,0.0,0.0,shooting
GER-Bundesliga,2024,Gladbach,Robin Hack,GER,FW,26-227,1998.0,19.7,4,45,21,46.7,2.29,1.07,0.09,0.19,20.8,0,0,0,4.2,4.2,0.09,-0.2,-0.2,shooting
GER-Bundesliga,2024,Gladbach,Rocco Reitz,GER,MF,22-317,2002.0,15.9,1,17,5,29.4,1.07,0.31,0.06,0.2,18.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1,shooting
GER-Bundesliga,2024,Gladbach,Shiō Fukuda,JPN,"FW,MF",21-003,2004.0,0.5,1,1,1,100.0,2.09,2.09,1.0,1.0,20.5,0,0,0,0.3,0.3,0.35,0.7,0.7,shooting
GER-Bundesliga,2024,Gladbach,Stefan Lainer,AUT,DF,32-227,1992.0,6.3,1,2,1,50.0,0.32,0.16,0.5,1.0,9.1,0,0,0,0.2,0.2,0.08,0.8,0.8,shooting
GER-Bundesliga,2024,Gladbach,Tiago Cardoso,LUX,GK,19-004,2006.0,3.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Gladbach,Tim Kleindienst,GER,FW,29-223,1995.0,25.4,15,67,33,49.3,2.64,1.3,0.21,0.42,13.0,0,1,2,13.0,11.3,0.17,2.0,2.7,shooting
GER-Bundesliga,2024,Gladbach,Tobias Sippel,GER,GK,37-020,1988.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Gladbach,Tomáš Čvančara,CZE,FW,24-241,2000.0,6.7,1,18,6,33.3,2.7,0.9,0.06,0.17,13.5,0,0,0,2.9,2.9,0.16,-1.9,-1.9,shooting
GER-Bundesliga,2024,Heidenheim,Adrian Beck,GER,"MF,FW",27-306,1997.0,12.4,2,29,8,27.6,2.34,0.65,0.07,0.25,18.1,0,0,0,2.4,2.4,0.08,-0.4,-0.4,shooting
GER-Bundesliga,2024,Heidenheim,Benedikt Gimber,GER,DF,28-051,1997.0,24.7,0,12,1,8.3,0.49,0.04,0.0,0.0,15.5,0,0,0,0.7,0.7,0.06,-0.7,-0.7,shooting
GER-Bundesliga,2024,Heidenheim,Budu Zivzivadze,GEO,FW,31-032,1994.0,9.9,2,18,7,38.9,1.81,0.7,0.11,0.29,13.8,0,0,0,1.3,1.3,0.07,0.7,0.7,shooting
GER-Bundesliga,2024,Heidenheim,Denis Thomalla,GER,MF,32-238,1992.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Heidenheim,Frans Krätzig,GER,"DF,MF",22-087,2003.0,8.8,1,7,3,42.9,0.79,0.34,0.14,0.33,18.9,0,0,0,0.5,0.5,0.07,0.5,0.5,shooting
GER-Bundesliga,2024,Heidenheim,Jan Schöppner,GER,MF,25-303,1999.0,24.9,3,35,10,28.6,1.4,0.4,0.09,0.3,15.8,0,0,0,3.1,3.1,0.09,-0.1,-0.1,shooting
GER-Bundesliga,2024,Heidenheim,Jonas Föhrenbach,GER,DF,29-075,1996.0,19.9,0,8,1,12.5,0.4,0.05,0.0,0.0,21.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,shooting
GER-Bundesliga,2024,Heidenheim,Julian Niehues,GER,MF,23-359,2001.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Heidenheim,Kevin Müller,GER,GK,34-027,1991.0,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Heidenheim,Lennard Maloney,USA,MF,25-185,1999.0,8.4,0,3,0,0.0,0.36,0.0,0.0,,10.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3,shooting
GER-Bundesliga,2024,Heidenheim,Luca Kerber,GER,"MF,DF",23-032,2002.0,7.6,1,5,3,60.0,0.66,0.39,0.2,0.33,14.7,0,0,0,0.4,0.4,0.07,0.6,0.6,shooting
GER-Bundesliga,2024,Heidenheim,Léo Scienza,BRA,"FW,MF",26-210,1998.0,11.5,3,34,14,41.2,2.96,1.22,0.09,0.21,21.1,3,0,0,1.9,1.9,0.06,1.1,1.1,shooting
GER-Bundesliga,2024,Heidenheim,Marnon Busch,GER,"DF,MF",30-124,1994.0,11.9,0,11,2,18.2,0.93,0.17,0.0,0.0,26.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,shooting
GER-Bundesliga,2024,Heidenheim,Marvin Pieringer,GER,"FW,MF",25-189,1999.0,19.3,7,48,16,33.3,2.49,0.83,0.08,0.25,14.5,1,3,3,7.7,5.3,0.11,-0.7,-1.3,shooting
GER-Bundesliga,2024,Heidenheim,Mathias Honsak,AUT,"FW,DF",28-112,1996.0,11.9,4,26,9,34.6,2.19,0.76,0.15,0.44,17.0,1,0,0,3.2,3.2,0.12,0.8,0.8,shooting
GER-Bundesliga,2024,Heidenheim,Maximilian Breunig,GER,"FW,MF",24-240,2000.0,3.9,2,10,2,20.0,2.57,0.51,0.1,0.5,15.2,0,1,1,3.4,2.7,0.27,-1.4,-1.7,shooting
GER-Bundesliga,2024,Heidenheim,Mikkel Kaufmann,DEN,FW,24-098,2001.0,4.1,0,3,3,100.0,0.73,0.73,0.0,0.0,14.6,0,0,0,0.5,0.5,0.18,-0.5,-0.5,shooting
GER-Bundesliga,2024,Heidenheim,Niklas Dorsch,GER,MF,27-086,1998.0,11.7,2,6,2,33.3,0.51,0.17,0.33,1.0,20.2,1,0,0,0.9,0.9,0.15,1.1,1.1,shooting
GER-Bundesliga,2024,Heidenheim,Norman Theuerkauf,GER,MF,38-077,1987.0,0.2,0,1,0,0.0,4.09,0.0,0.0,,9.1,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
GER-Bundesliga,2024,Heidenheim,Omar Traoré,GER,DF,27-066,1998.0,23.2,0,11,3,27.3,0.48,0.13,0.0,0.0,24.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,shooting
GER-Bundesliga,2024,Heidenheim,Patrick Mainka,GER,DF,30-156,1994.0,28.0,1,22,7,31.8,0.79,0.25,0.05,0.14,14.5,0,0,0,1.7,1.7,0.08,-0.7,-0.7,shooting
GER-Bundesliga,2024,Heidenheim,Paul Wanner,GER,"MF,FW",19-109,2005.0,16.9,3,23,5,21.7,1.36,0.3,0.09,0.4,18.1,3,1,1,3.5,2.7,0.12,-0.5,-0.7,shooting
GER-Bundesliga,2024,Heidenheim,Sirlord Conteh,GER,"FW,MF",28-276,1996.0,7.8,1,8,4,50.0,1.02,0.51,0.13,0.25,14.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3,shooting
GER-Bundesliga,2024,Heidenheim,Stefan Schimmer,GER,"FW,MF",30-348,1994.0,2.5,0,10,2,20.0,4.02,0.8,0.0,0.0,14.4,0,0,0,1.1,1.1,0.11,-1.1,-1.1,shooting
GER-Bundesliga,2024,Heidenheim,Thomas Keller,GER,"DF,MF",25-249,1999.0,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Heidenheim,Tim Siersleben,GER,DF,25-033,2000.0,8.1,0,3,1,33.3,0.37,0.12,0.0,0.0,10.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,shooting
GER-Bundesliga,2024,Hoffenheim,Adam Hložek,CZE,"FW,MF",22-260,2002.0,16.6,6,49,18,36.7,2.94,1.08,0.12,0.33,17.7,1,0,0,4.7,4.7,0.1,1.3,1.3,shooting
GER-Bundesliga,2024,Hoffenheim,Alexander Prass,AUT,DF,23-320,2001.0,16.9,0,12,1,8.3,0.71,0.06,0.0,0.0,18.6,1,0,0,0.9,0.9,0.07,-0.9,-0.9,shooting
GER-Bundesliga,2024,Hoffenheim,Andrej Kramarić,CRO,"MF,FW",33-296,1991.0,24.9,8,50,14,28.0,2.01,0.56,0.1,0.36,16.3,2,3,3,8.8,6.4,0.13,-0.8,-1.4,shooting
GER-Bundesliga,2024,Hoffenheim,Anton Stach,GER,"MF,DF",26-147,1998.0,22.8,1,23,9,39.1,1.01,0.39,0.04,0.11,20.4,0,0,0,1.3,1.3,0.06,-0.3,-0.3,shooting
GER-Bundesliga,2024,Hoffenheim,Arthur Chaves,BRA,DF,24-072,2001.0,18.3,0,8,0,0.0,0.44,0.0,0.0,,14.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5,shooting
GER-Bundesliga,2024,Hoffenheim,Bazoumana Touré,CIV,"FW,DF",19-040,2006.0,2.4,0,11,3,27.3,4.67,1.27,0.0,0.0,17.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8,shooting
GER-Bundesliga,2024,Hoffenheim,David Jurásek,CZE,DF,24-247,2000.0,6.5,0,5,2,40.0,0.77,0.31,0.0,0.0,27.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting
GER-Bundesliga,2024,Hoffenheim,David Mokwa,FRA,"DF,FW",20-343,2004.0,0.2,0,2,2,100.0,8.18,8.18,0.0,0.0,5.4,0,0,0,0.3,0.3,0.15,-0.3,-0.3,shooting
GER-Bundesliga,2024,Hoffenheim,Dennis Geiger,GER,"MF,FW",26-305,1998.0,5.9,0,2,1,50.0,0.34,0.17,0.0,0.0,28.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
GER-Bundesliga,2024,Hoffenheim,Diadie Samassékou,MLI,MF,29-090,1996.0,3.2,0,3,1,33.3,0.93,0.31,0.0,0.0,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting
GER-Bundesliga,2024,Hoffenheim,Erencan Yardimci,TUR,"FW,MF",23-066,2002.0,3.4,0,6,1,16.7,1.76,0.29,0.0,0.0,9.3,0,0,0,1.0,1.0,0.17,-1.0,-1.0,shooting
GER-Bundesliga,2024,Hoffenheim,Finn Ole Becker,GER,MF,24-307,2000.0,7.2,0,4,2,50.0,0.56,0.28,0.0,0.0,28.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
GER-Bundesliga,2024,Hoffenheim,Florian Grillitsch,AUT,MF,29-247,1995.0,6.7,0,6,1,16.7,0.9,0.15,0.0,0.0,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting
GER-Bundesliga,2024,Hoffenheim,Florian Micheler,AUT,MF,19-329,2005.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Hoffenheim,Gift Orban,NGA,FW,22-268,2002.0,7.3,4,11,4,36.4,1.51,0.55,0.36,1.0,17.4,0,0,0,3.4,3.4,0.31,0.6,0.6,shooting
GER-Bundesliga,2024,Hoffenheim,Grischa Prömel,GER,MF,30-092,1995.0,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Hoffenheim,Hannes Behrens,GER,DF,,,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Hoffenheim,Haris Tabakovic,BIH,FW,30-295,1994.0,6.8,2,24,9,37.5,3.51,1.31,0.08,0.22,11.8,0,0,0,2.7,2.7,0.11,-0.7,-0.7,shooting
GER-Bundesliga,2024,Hoffenheim,Jacob Bruun Larsen,DEN,"FW,MF",26-204,1998.0,4.4,2,14,6,42.9,3.15,1.35,0.14,0.33,15.2,0,0,0,2.3,2.3,0.16,-0.3,-0.3,shooting
GER-Bundesliga,2024,Hoffenheim,Kevin Akpoguma,NGA,DF,29-357,1995.0,20.3,0,3,0,0.0,0.15,0.0,0.0,,30.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting
GER-Bundesliga,2024,Hoffenheim,Leo Skiri Østigård,NOR,DF,25-134,1999.0,6.3,0,4,0,0.0,0.63,0.0,0.0,,9.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting
GER-Bundesliga,2024,Hoffenheim,Luca Philipp,GER,GK,24-134,2000.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Hoffenheim,Marius Bülter,GER,FW,32-013,1993.0,14.1,4,26,11,42.3,1.84,0.78,0.15,0.36,15.3,0,0,0,3.0,3.0,0.12,1.0,1.0,shooting
GER-Bundesliga,2024,Hoffenheim,Max Moerstedt,GER,FW,,,5.0,0,12,4,33.3,2.39,0.8,0.0,0.0,12.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,shooting
GER-Bundesliga,2024,Hoffenheim,Mergim Berisha,GER,"FW,MF",26-335,1998.0,3.7,1,11,3,27.3,2.97,0.81,0.09,0.33,16.0,1,0,0,1.0,1.0,0.09,0.0,0.0,shooting
GER-Bundesliga,2024,Hoffenheim,Oliver Baumann,GER,GK,34-313,1990.0,23.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Hoffenheim,Paul Hennrich,GER,MF,20-036,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Hoffenheim,Pavel Kadeřábek,CZE,DF,32-351,1992.0,13.2,0,7,1,14.3,0.53,0.08,0.0,0.0,16.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting
GER-Bundesliga,2024,Hoffenheim,Robin Hranáč,CZE,DF,25-072,2000.0,2.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Hoffenheim,Stanley N'Soki,FRA,DF,26-002,1999.0,11.4,0,2,1,50.0,0.18,0.09,0.0,0.0,13.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
GER-Bundesliga,2024,Hoffenheim,Tim Drexler,GER,DF,20-036,2005.0,4.0,0,2,2,100.0,0.5,0.5,0.0,0.0,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
GER-Bundesliga,2024,Hoffenheim,Tom Bischof,GER,"MF,FW",19-287,2005.0,23.8,5,43,15,34.9,1.8,0.63,0.12,0.33,23.2,3,0,0,1.7,1.7,0.04,3.3,3.3,shooting
GER-Bundesliga,2024,Hoffenheim,Umut Tohumcu,GER,"MF,FW",20-243,2004.0,3.8,0,3,1,33.3,0.78,0.26,0.0,0.0,26.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
