nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,league,season,stat_type
,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,,,
ENG,MF,19,2004,14.4,2,0,0,18,21,0,25,20,32,0,0,0,76,7,12,36.8,ENG-Premier League,2023,misc
MLI,MF,23,2000,10.2,2,0,0,10,1,0,1,20,17,0,0,0,74,5,9,35.7,ENG-Premier League,2023,misc
USA,"DF,MF",23,2000,23.3,3,0,0,12,7,1,1,27,28,0,1,0,88,61,44,58.1,ENG-Premier League,2023,misc
COL,"DF,MF",27,1996,16.0,4,0,0,30,8,8,11,24,35,0,0,0,76,26,28,48.1,ENG-Premier League,2023,misc
ENG,"MF,DF",18,2005,1.7,1,0,0,2,0,0,0,0,6,0,0,0,8,3,5,37.5,ENG-Premier League,2023,misc
ENG,GK,26,1997,18.0,2,0,0,0,2,0,0,0,1,0,0,1,14,4,0,100.0,ENG-Premier League,2023,misc
ENG,"MF,FW",25,1998,22.8,3,0,0,27,48,11,107,11,17,1,1,0,135,12,24,33.3,ENG-Premier League,2023,misc
ENG,DF,34,1989,0.1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,100.0,ENG-Premier League,2023,misc
NED,"MF,FW",26,1996,2.6,0,0,0,3,2,0,3,2,3,0,0,0,14,3,1,75.0,ENG-Premier League,2023,misc
FRA,FW,26,1997,25.4,3,0,0,35,22,24,20,4,15,2,0,0,81,50,68,42.4,ENG-Premier League,2023,misc
COL,"MF,DF",28,1994,26.7,8,0,0,43,25,4,14,36,25,0,0,0,174,69,33,67.6,ENG-Premier League,2023,misc
GHA,"FW,MF",30,1992,15.0,1,0,0,24,15,0,10,8,24,0,0,0,54,22,17,56.4,ENG-Premier League,2023,misc
ENG,"MF,FW",20,2002,1.5,0,0,0,1,5,0,3,3,1,0,0,0,6,2,1,66.7,ENG-Premier League,2023,misc
DEN,DF,27,1996,37.9,7,0,0,43,23,1,31,41,35,0,0,0,193,89,46,65.9,ENG-Premier League,2023,misc
ENG,DF,33,1989,22.0,4,0,0,22,6,0,22,14,28,0,0,1,94,46,48,48.9,ENG-Premier League,2023,misc
GHA,"FW,MF",31,1991,28.3,9,1,1,46,94,7,97,16,36,0,0,0,155,33,61,35.1,ENG-Premier League,2023,misc
ENG,DF,23,2000,22.5,2,0,0,14,26,0,3,18,19,0,0,0,120,29,29,50.0,ENG-Premier League,2023,misc
BRA,"MF,FW",19,2004,2.6,1,0,0,6,2,2,14,1,3,1,0,0,17,1,5,16.7,ENG-Premier League,2023,misc
FRA,"FW,MF",21,2001,14.2,0,0,0,13,43,2,97,11,10,0,0,0,68,7,15,31.8,ENG-Premier League,2023,misc
FRA,"MF,FW",21,2002,3.9,4,1,1,9,6,1,6,2,9,0,0,0,30,3,3,50.0,ENG-Premier League,2023,misc
ENG,DF,32,1991,14.9,0,0,0,6,3,0,9,10,15,0,0,0,50,13,8,61.9,ENG-Premier League,2023,misc
FRA,"FW,MF",25,1998,17.3,4,0,0,31,22,9,10,6,12,0,0,0,38,30,54,35.7,ENG-Premier League,2023,misc
ENG,GK,29,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,ENG-Premier League,2023,misc
ENG,GK,30,1993,20.0,1,0,0,1,0,0,0,1,0,0,1,0,13,2,1,66.7,ENG-Premier League,2023,misc
ENG,"DF,MF",23,1999,35.6,6,0,0,22,16,1,69,26,60,0,0,0,208,21,26,44.7,ENG-Premier League,2023,misc
ENG,MF,28,1995,21.0,6,0,0,39,30,1,30,21,33,0,0,0,121,12,17,41.4,ENG-Premier League,2023,misc
MLI,"FW,MF",30,1993,29.2,7,0,0,53,8,21,26,15,27,0,1,0,144,24,40,37.5,ENG-Premier League,2023,misc
NGA,MF,27,1996,1.6,0,0,0,0,0,3,10,1,0,0,0,0,5,0,0,,ENG-Premier League,2023,misc
BEL,MF,21,2001,23.2,5,0,0,37,45,1,3,21,38,0,1,0,160,52,18,74.3,ENG-Premier League,2023,misc
POR,"MF,FW",30,1993,5.6,4,0,0,17,5,0,26,3,4,0,0,0,34,1,8,11.1,ENG-Premier League,2023,misc
NED,"MF,FW",26,1997,6.6,0,0,0,7,5,3,10,3,4,0,0,0,25,3,5,37.5,ENG-Premier League,2023,misc
ENG,"DF,MF",38,1985,25.3,7,1,1,33,24,1,100,22,38,1,1,1,120,19,32,37.3,ENG-Premier League,2023,misc
ENG,DF,25,1998,12.4,2,0,0,8,6,2,21,16,20,0,1,0,45,25,24,51.0,ENG-Premier League,2023,misc
GNB,FW,25,1998,10.6,2,0,0,21,19,10,5,1,6,0,0,0,36,47,56,45.6,ENG-Premier League,2023,misc
ENG,FW,26,1997,24.1,2,0,0,31,32,24,3,4,6,0,0,0,46,137,144,48.8,ENG-Premier League,2023,misc
ENG,"MF,FW",23,1999,32.1,2,0,0,18,33,4,229,22,27,0,0,0,177,16,20,44.4,ENG-Premier League,2023,misc
SEN,MF,33,1989,20.9,8,0,0,35,31,0,11,28,44,0,0,0,174,13,9,59.1,ENG-Premier League,2023,misc
ENG,"MF,FW",26,1996,24.6,1,0,0,20,30,1,81,12,22,0,0,0,129,10,19,34.5,ENG-Premier League,2023,misc
ENG,MF,22,2001,33.4,7,0,0,39,44,3,112,45,44,0,0,0,172,23,24,48.9,ENG-Premier League,2023,misc
ENG,DF,30,1992,38.0,11,0,0,45,25,1,6,56,42,0,1,0,186,140,61,69.7,ENG-Premier League,2023,misc
ENG,DF,21,2002,34.6,8,0,0,25,19,5,1,50,32,1,1,0,181,94,43,68.6,ENG-Premier League,2023,misc
ENG,GK,29,1994,38.0,5,0,0,1,6,0,0,0,0,0,1,1,35,1,0,100.0,ENG-Premier League,2023,misc
ENG,MF,20,2003,2.6,1,0,0,3,6,0,7,1,7,0,0,0,20,2,1,66.7,ENG-Premier League,2023,misc
ENG,FW,20,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ENG-Premier League,2023,misc
ENG,DF,30,1993,4.9,2,0,0,5,0,0,0,5,3,0,1,0,26,16,11,59.3,ENG-Premier League,2023,misc
SCO,DF,21,2001,11.2,4,0,0,18,5,1,32,9,24,0,0,0,60,7,10,41.2,ENG-Premier League,2023,misc
FRA,FW,26,1996,1.2,0,0,0,1,0,2,0,0,0,0,0,0,4,0,2,0.0,ENG-Premier League,2023,misc
IRL,DF,34,1988,7.4,0,0,0,6,5,0,13,7,14,0,0,1,39,1,4,20.0,ENG-Premier League,2023,misc
IRL,FW,20,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ENG-Premier League,2023,misc
ENG,MF,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ENG-Premier League,2023,misc
UKR,DF,24,1999,27.4,1,0,0,23,9,1,56,36,38,0,0,0,142,30,27,52.6,ENG-Premier League,2023,misc
POR,FW,19,2004,2.3,3,0,0,11,4,6,0,1,2,0,0,0,9,15,19,44.1,ENG-Premier League,2023,misc
ESP,"FW,MF",27,1996,4.2,2,0,0,5,4,0,26,1,3,0,0,0,13,9,6,60.0,ENG-Premier League,2023,misc
SRB,FW,28,1994,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,66.7,ENG-Premier League,2023,misc
NGA,"FW,MF",27,1996,24.4,2,0,0,12,5,5,60,14,18,0,0,0,145,6,19,24.0,ENG-Premier League,2023,misc
BRA,MF,27,1996,29.0,6,0,0,22,27,3,220,4,12,0,0,0,99,13,36,26.5,ENG-Premier League,2023,misc
USA,DF,25,1997,36.3,6,0,0,34,20,3,132,80,58,0,0,2,227,42,27,60.9,ENG-Premier League,2023,misc
ALB,FW,21,2001,1.0,0,0,0,5,3,0,1,0,0,0,0,0,3,6,9,40.0,ENG-Premier League,2023,misc
GER,GK,31,1992,38.0,3,0,0,0,3,0,0,0,0,0,0,1,58,10,1,90.9,ENG-Premier League,2023,misc
JAM,FW,30,1993,15.8,4,0,0,16,25,4,35,5,14,0,0,0,60,13,24,35.1,ENG-Premier League,2023,misc
NGA,DF,23,1999,25.6,6,1,1,15,11,2,3,28,29,0,1,0,171,30,25,54.5,ENG-Premier League,2023,misc
BRA,FW,28,1995,3.5,2,0,0,4,2,6,1,0,2,0,0,0,9,4,11,26.7,ENG-Premier League,2023,misc
SEN,"DF,MF",26,1997,0.8,1,0,0,4,2,0,4,3,2,0,0,0,6,0,2,0.0,ENG-Premier League,2023,misc
ENG,MF,28,1995,14.7,6,0,0,26,10,0,19,11,18,0,0,0,72,9,13,40.9,ENG-Premier League,2023,misc
WAL,FW,26,1997,18.0,6,0,0,21,40,5,42,10,14,1,0,0,78,5,6,45.5,ENG-Premier League,2023,misc
FRA,DF,26,1997,15.8,4,1,1,17,4,0,0,17,16,0,3,0,65,25,17,59.5,ENG-Premier League,2023,misc
POR,MF,28,1995,30.0,13,0,0,52,56,2,5,46,75,0,1,0,195,40,31,56.3,ENG-Premier League,2023,misc
NED,DF,27,1995,9.6,2,0,0,16,12,0,23,16,17,0,1,0,45,5,5,50.0,ENG-Premier League,2023,misc
WAL,MF,18,2005,0.8,0,0,0,2,2,0,0,0,1,0,0,0,3,0,0,,ENG-Premier League,2023,misc
MEX,FW,32,1991,15.5,3,1,0,17,21,12,7,4,12,0,0,0,43,44,59,42.7,ENG-Premier League,2023,misc
BRA,FW,22,2001,17.7,1,0,0,24,34,4,2,6,3,0,0,0,34,74,109,40.4,ENG-Premier League,2023,misc
SRB,MF,26,1996,12.5,3,0,0,27,9,0,4,16,19,0,0,0,65,11,8,57.9,ENG-Premier League,2023,misc
USA,DF,35,1987,16.7,4,1,1,8,6,1,1,25,9,0,2,0,79,25,19,56.8,ENG-Premier League,2023,misc
BEL,DF,27,1995,29.3,3,0,0,22,10,3,50,38,24,0,0,0,119,35,32,52.2,ENG-Premier League,2023,misc
SCO,MF,32,1991,16.5,3,0,0,16,23,0,25,13,16,1,0,1,105,14,6,70.0,ENG-Premier League,2023,misc
ENG,DF,25,1997,18.0,2,0,0,10,5,0,1,25,11,0,0,0,43,56,28,66.7,ENG-Premier League,2023,misc
BRA,FW,34,1988,22.8,1,0,0,9,30,1,75,9,11,0,0,0,99,9,15,37.5,ENG-Premier League,2023,misc
ARG,MF,24,1998,28.9,7,1,0,53,47,0,32,35,55,0,0,0,195,31,28,52.5,ENG-Premier League,2023,misc
BRA,GK,30,1992,28.0,1,0,0,1,5,0,0,0,0,0,0,0,36,6,2,75.0,ENG-Premier League,2023,misc
SCO,DF,29,1994,18.8,2,0,0,9,5,3,184,13,24,0,0,0,104,14,12,53.8,ENG-Premier League,2023,misc
SCO,FW,17,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ENG-Premier League,2023,misc
ENG,MF,18,2005,1.0,0,0,0,4,3,0,0,1,1,0,0,0,6,0,0,,ENG-Premier League,2023,misc
IRL,GK,24,1998,10.0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,100.0,ENG-Premier League,2023,misc
NED,"FW,MF",24,1999,18.3,1,0,0,28,38,8,21,14,17,0,0,0,81,32,27,54.2,ENG-Premier League,2023,misc
NIR,DF,20,2003,8.4,2,0,0,8,12,2,18,10,25,0,0,1,50,11,5,68.8,ENG-Premier League,2023,misc
ENG,MF,22,2001,13.0,3,1,0,16,14,5,4,7,14,0,0,0,72,7,12,36.8,ENG-Premier League,2023,misc
URU,FW,24,1999,22.7,9,0,0,28,15,33,19,3,12,1,0,0,56,34,55,38.2,ENG-Premier League,2023,misc
POR,FW,26,1996,12.7,3,1,1,27,21,3,9,7,13,2,0,0,48,17,38,30.9,ENG-Premier League,2023,misc
HUN,MF,22,2000,23.4,1,0,0,29,29,3,113,15,19,2,0,0,171,12,20,37.5,ENG-Premier League,2023,misc
ENG,"MF,FW",20,2003,15.0,2,0,0,7,13,1,62,6,17,1,0,0,78,9,13,40.9,ENG-Premier League,2023,misc
FRA,DF,24,1999,17.5,5,1,1,25,13,0,1,20,22,0,0,0,97,77,31,71.3,ENG-Premier League,2023,misc
ENG,MF,18,2004,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,ENG-Premier League,2023,misc
ENG,DF,20,2003,13.2,1,0,0,10,2,0,0,17,22,0,1,0,72,45,22,67.2,ENG-Premier League,2023,misc
ENG,FW,17,2006,0.1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0.0,ENG-Premier League,2023,misc
ENG,DF,26,1997,19.8,5,0,0,28,16,0,39,19,31,0,0,0,111,31,10,75.6,ENG-Premier League,2023,misc
CMR,DF,31,1991,8.7,2,0,0,7,3,1,0,9,6,0,0,1,58,28,10,73.7,ENG-Premier League,2023,misc
ENG,FW,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,ENG-Premier League,2023,misc
GRE,DF,27,1996,7.5,0,0,0,11,7,1,72,6,13,0,0,0,43,3,13,18.8,ENG-Premier League,2023,misc
COL,FW,26,1997,29.2,3,0,0,54,42,20,26,3,25,1,0,0,127,26,48,35.1,ENG-Premier League,2023,misc
EGY,FW,31,1992,28.2,2,0,0,12,26,17,41,2,11,1,0,0,84,6,14,30.0,ENG-Premier League,2023,misc
WAL,DF,20,2002,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,ENG-Premier League,2023,misc
NED,MF,21,2002,12.5,0,0,0,20,15,0,4,14,12,0,0,0,74,10,14,41.7,ENG-Premier League,2023,misc
ESP,MF,18,2004,0.3,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,,ENG-Premier League,2023,misc
ESP,MF,32,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ENG-Premier League,2023,misc
ENG,DF,24,1998,23.9,6,0,0,9,9,2,168,31,26,0,0,0,176,8,6,57.1,ENG-Premier League,2023,misc
NED,DF,32,1991,35.3,3,1,0,23,13,1,0,39,23,0,0,0,170,140,32,81.4,ENG-Premier League,2023,misc
JPN,MF,30,1993,19.1,10,0,0,50,25,0,4,20,28,0,0,0,108,31,27,53.4,ENG-Premier League,2023,misc
BEL,MF,23,1999,14.5,4,0,0,18,27,0,13,11,18,0,0,0,64,15,9,62.5,ENG-Premier League,2023,misc
ENG,DF,23,1999,32.5,5,0,0,31,9,13,340,31,40,0,0,0,185,23,12,65.7,ENG-Premier League,2023,misc
JAM,DF,29,1994,19.1,0,0,0,22,16,0,13,25,33,0,0,0,98,20,22,47.6,ENG-Premier League,2023,misc
ENG,"MF,FW",32,1991,13.4,1,0,0,13,12,2,74,5,13,0,0,0,68,0,10,0.0,ENG-Premier League,2023,misc
ENG,"FW,MF",27,1995,31.8,4,0,0,49,43,9,15,1,8,0,0,0,71,133,169,44.0,ENG-Premier League,2023,misc
ENG,"FW,MF",28,1994,4.7,2,0,0,8,4,2,10,1,10,0,0,0,21,10,16,38.5,ENG-Premier League,2023,misc
IRL,"MF,DF",26,1997,22.2,1,0,0,8,50,8,79,7,10,2,0,0,125,28,23,54.9,ENG-Premier League,2023,misc
JPN,DF,24,1999,6.6,0,0,0,10,6,0,9,8,5,0,0,2,26,12,12,50.0,ENG-Premier League,2023,misc
ENG,FW,25,1998,15.8,1,0,0,27,16,13,5,6,1,0,0,0,34,43,43,50.0,ENG-Premier League,2023,misc
ENG,"DF,MF",26,1996,4.5,1,0,0,10,6,0,13,1,6,0,1,0,10,8,6,57.1,ENG-Premier League,2023,misc
NGA,DF,24,1998,20.5,3,0,0,23,14,1,3,31,22,0,0,0,103,36,36,50.0,ENG-Premier League,2023,misc
BFA,DF,22,2001,19.2,7,0,0,27,30,2,66,16,28,0,0,1,102,17,18,48.6,ENG-Premier League,2023,misc
SCO,"MF,FW",25,1998,11.3,4,0,0,19,19,6,10,8,12,0,0,0,56,43,54,44.3,ENG-Premier League,2023,misc
ENG,GK,32,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ENG-Premier League,2023,misc
ENG,MF,29,1993,14.5,4,0,0,14,26,5,23,11,17,0,0,0,59,18,15,54.5,ENG-Premier League,2023,misc
ENG,DF,17,2006,0.9,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0.0,ENG-Premier League,2023,misc
ENG,"MF,DF",31,1992,3.6,1,0,0,6,7,0,8,0,2,0,0,0,8,7,7,50.0,ENG-Premier League,2023,misc
DEN,DF,25,1997,4.4,1,0,0,6,2,0,0,8,5,0,0,0,25,11,5,68.8,ENG-Premier League,2023,misc
ZIM,MF,29,1994,12.6,5,0,0,24,9,0,4,11,24,0,0,0,90,4,7,36.4,ENG-Premier League,2023,misc
COD,MF,30,1993,12.2,1,0,0,9,14,0,11,9,5,0,0,0,54,12,19,38.7,ENG-Premier League,2023,misc
ENG,DF,26,1996,18.4,5,0,0,20,12,1,13,18,23,0,1,0,62,46,32,59.0,ENG-Premier League,2023,misc
ENG,MF,29,1993,29.1,6,0,0,25,40,0,45,25,19,0,0,0,201,42,34,55.3,ENG-Premier League,2023,misc
ENG,"DF,MF",23,2000,5.6,0,0,0,2,2,0,49,4,6,0,0,0,21,3,0,100.0,ENG-Premier League,2023,misc
NED,"MF,FW",23,1999,22.0,4,0,0,21,64,4,35,8,22,0,0,0,104,9,22,29.0,ENG-Premier League,2023,misc
ENG,DF,21,2002,27.4,3,0,0,35,7,1,2,57,22,0,1,0,126,60,43,58.3,ENG-Premier League,2023,misc
BEL,GK,30,1992,37.8,3,0,0,0,3,0,0,0,1,0,0,0,63,4,0,100.0,ENG-Premier League,2023,misc
WAL,DF,28,1994,13.0,4,0,0,15,10,0,1,23,16,0,1,1,89,31,16,66.0,ENG-Premier League,2023,misc
ENG,"MF,DF",18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ENG-Premier League,2023,misc
ESP,DF,29,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,ENG-Premier League,2023,misc
POR,"MF,FW",28,1994,28.6,8,0,0,22,26,3,83,17,23,0,0,0,102,2,9,18.2,ENG-Premier League,2023,misc
ENG,MF,21,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,ENG-Premier League,2023,misc
BRA,GK,29,1993,30.9,5,0,0,2,4,0,0,0,0,0,1,0,53,8,0,100.0,ENG-Premier League,2023,misc
NOR,FW,23,2000,28.4,1,0,0,18,31,6,5,2,3,2,0,0,47,39,42,48.1,ENG-Premier League,2023,misc
ENG,"FW,MF",27,1995,11.2,6,0,0,6,41,2,16,6,8,0,0,0,42,3,4,42.9,ENG-Premier League,2023,misc
ENG,MF,20,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ENG-Premier League,2023,misc
BEL,"FW,MF",21,2002,17.7,3,0,0,15,33,5,61,9,22,2,0,0,75,2,3,40.0,ENG-Premier League,2023,misc
ENG,"DF,MF",29,1994,11.8,2,0,0,4,5,0,5,10,1,0,0,0,46,14,5,73.7,ENG-Premier League,2023,misc
CRO,DF,21,2002,25.9,3,0,0,20,22,2,33,27,33,1,0,0,150,31,24,56.4,ENG-Premier League,2023,misc
ARG,"MF,FW",23,2000,29.4,2,0,0,23,13,2,137,2,13,2,0,0,98,4,24,14.3,ENG-Premier League,2023,misc
ENG,MF,27,1995,1.0,0,0,0,3,2,0,2,2,3,0,0,0,8,0,0,,ENG-Premier League,2023,misc
BEL,MF,32,1991,13.6,2,0,0,11,13,1,136,4,9,0,0,0,54,6,5,54.5,ENG-Premier League,2023,misc
ENG,DF,33,1990,30.7,2,0,0,23,18,7,59,27,24,0,0,0,152,25,15,62.5,ENG-Premier League,2023,misc
SUI,"DF,MF",28,1995,27.9,4,1,1,17,19,0,9,23,28,0,0,0,142,27,27,50.0,ENG-Premier League,2023,misc
CRO,MF,29,1994,17.2,4,0,0,17,15,0,0,10,25,0,0,0,72,4,4,50.0,ENG-Premier League,2023,misc
POR,MF,24,1998,7.3,0,0,0,8,16,2,19,1,4,0,0,0,30,5,8,38.5,ENG-Premier League,2023,misc
NED,DF,28,1995,22.7,0,0,0,10,18,0,11,14,16,0,0,0,119,46,28,62.2,ENG-Premier League,2023,misc
NOR,"FW,MF",20,2003,3.4,0,0,0,2,3,0,5,5,3,0,0,0,17,1,2,33.3,ENG-Premier League,2023,misc
ENG,"FW,MF",23,2000,31.7,2,0,0,14,60,5,89,13,20,0,1,0,127,6,17,26.1,ENG-Premier League,2023,misc
ENG,"DF,MF",18,2004,9.0,1,0,0,7,20,0,1,4,7,0,0,0,42,0,6,0.0,ENG-Premier League,2023,misc
ESP,MF,27,1996,32.6,8,1,0,41,35,6,12,26,43,1,0,0,235,54,22,71.1,ENG-Premier League,2023,misc
POR,DF,26,1997,28.4,0,0,0,23,15,0,13,30,20,0,1,1,108,47,42,52.8,ENG-Premier League,2023,misc
ESP,"FW,MF",22,2000,0.6,0,0,0,2,0,1,4,1,0,0,0,0,1,0,1,0.0,ENG-Premier League,2023,misc
GER,GK,30,1992,7.1,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,100.0,ENG-Premier League,2023,misc
ENG,DF,25,1997,19.8,4,0,0,17,9,0,14,41,25,0,1,0,94,21,19,52.5,ENG-Premier League,2023,misc
ARG,FW,19,2004,28.5,4,0,0,20,54,15,58,18,15,2,0,0,106,6,25,19.4,ENG-Premier League,2023,misc
CIV,"FW,MF",21,2002,4.3,1,0,0,5,4,0,1,1,3,0,0,0,14,4,6,40.0,ENG-Premier League,2023,misc
CMR,GK,27,1996,38.0,5,0,0,1,4,0,0,0,0,0,1,0,44,14,2,87.5,ENG-Premier League,2023,misc
FRA,FW,27,1995,5.0,0,0,0,3,6,3,0,0,1,1,0,0,9,8,18,30.8,ENG-Premier League,2023,misc
BRA,FW,23,2000,14.7,5,0,0,19,32,2,16,12,21,1,1,0,96,2,21,8.7,ENG-Premier League,2023,misc
POR,"MF,FW",28,1994,34.6,9,0,0,41,28,13,223,27,38,0,0,0,200,21,25,45.7,ENG-Premier League,2023,misc
BRA,"MF,DF",31,1992,22.0,7,0,0,30,10,6,13,18,56,0,1,0,133,42,22,65.6,ENG-Premier League,2023,misc
DEN,MF,31,1992,12.7,1,0,0,7,3,1,43,4,13,0,0,0,86,1,7,12.5,ENG-Premier League,2023,misc
ENG,MF,18,2004,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,,ENG-Premier League,2023,misc
POR,DF,24,1999,35.3,6,1,1,45,14,2,80,37,51,0,1,0,195,32,25,56.1,ENG-Premier League,2023,misc
NED,DF,26,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ENG-Premier League,2023,misc
ENG,FW,17,2006,0.2,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,,ENG-Premier League,2023,misc
URU,"FW,MF",21,2001,1.9,0,0,0,4,6,0,4,1,3,0,0,0,11,6,4,60.0,ENG-Premier League,2023,misc
TUN,"MF,FW",20,2003,1.5,1,0,0,5,6,1,1,0,3,0,0,0,10,2,4,33.3,ENG-Premier League,2023,misc
ENG,DF,30,1993,18.4,4,0,0,21,10,6,3,25,17,1,0,0,78,69,19,78.4,ENG-Premier League,2023,misc
ENG,"FW,MF",23,2000,0.9,0,0,0,0,2,1,1,1,0,0,0,0,10,0,3,0.0,ENG-Premier League,2023,misc
NIR,DF,35,1988,15.5,2,0,0,17,13,0,0,23,14,0,0,0,70,36,18,66.7,ENG-Premier League,2023,misc
ENG,MF,18,2005,21.4,3,0,0,15,23,0,6,22,27,0,0,0,96,19,26,42.2,ENG-Premier League,2023,misc
ARG,DF,25,1998,7.2,3,0,0,6,3,0,2,5,8,0,0,1,33,4,5,44.4,ENG-Premier League,2023,misc
ENG,DF,28,1995,10.7,6,0,0,14,3,0,33,6,8,0,0,0,59,13,10,56.5,ENG-Premier League,2023,misc
ENG,FW,25,1997,25.2,2,0,0,13,21,12,35,4,12,1,0,0,81,15,26,36.6,ENG-Premier League,2023,misc
ENG,"MF,FW",24,1999,5.7,2,0,0,10,9,0,14,6,14,0,0,0,37,6,9,40.0,ENG-Premier League,2023,misc
ENG,FW,19,2004,0.8,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0.0,ENG-Premier League,2023,misc
FRA,DF,30,1993,15.3,2,0,0,8,3,2,0,15,11,0,0,0,67,21,5,80.8,ENG-Premier League,2023,misc
DEN,FW,20,2003,24.0,2,0,0,20,30,15,6,1,7,0,1,0,60,25,65,27.8,ENG-Premier League,2023,misc
SCO,"MF,FW",26,1996,21.1,2,0,0,29,21,6,4,14,25,0,1,0,91,36,43,45.6,ENG-Premier League,2023,misc
ESP,DF,26,1996,4.6,3,0,0,4,11,3,29,5,8,0,0,0,21,5,9,35.7,ENG-Premier League,2023,misc
MAR,"MF,DF",26,1996,10.4,6,0,0,24,10,0,7,8,16,0,0,0,60,5,6,45.5,ENG-Premier League,2023,misc
SWE,DF,29,1994,14.8,2,0,0,15,2,3,1,12,10,0,0,0,75,17,24,41.5,ENG-Premier League,2023,misc
FRA,DF,18,2004,3.7,1,0,0,4,2,0,0,4,1,0,0,0,12,6,2,75.0,ENG-Premier League,2023,misc
IRL,"DF,FW",19,2004,0.1,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,,ENG-Premier League,2023,misc
SWE,FW,23,1999,25.1,1,0,0,14,15,17,10,6,0,1,0,0,38,10,39,20.4,ENG-Premier League,2023,misc
ENG,MF,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ENG-Premier League,2023,misc
ENG,FW,22,2001,32.1,12,1,1,38,67,8,111,7,34,6,0,0,125,9,17,34.6,ENG-Premier League,2023,misc
ENG,FW,18,2005,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,ENG-Premier League,2023,misc
BRA,MF,25,1997,36.3,9,0,0,50,108,0,32,35,53,0,0,0,237,18,23,43.9,ENG-Premier League,2023,misc
ENG,FW,31,1992,11.0,3,0,0,16,17,4,3,2,3,0,0,0,17,9,16,36.0,ENG-Premier League,2023,misc
ENG,DF,31,1992,30.3,4,0,0,32,11,4,11,37,33,0,1,0,124,101,47,68.2,ENG-Premier League,2023,misc
ENG,"MF,FW",20,2002,11.4,3,0,0,21,19,1,19,8,18,0,0,0,60,19,12,61.3,ENG-Premier League,2023,misc
SWE,DF,28,1994,10.1,2,0,0,10,7,0,17,9,14,0,0,0,44,13,15,46.4,ENG-Premier League,2023,misc
SUI,DF,31,1991,33.9,5,0,0,38,26,0,8,36,24,2,0,0,174,69,70,49.6,ENG-Premier League,2023,misc
ENG,"FW,MF",25,1997,8.9,2,0,0,5,21,2,12,5,1,0,0,0,43,4,8,33.3,ENG-Premier League,2023,misc
ENG,"FW,DF",28,1995,13.2,1,0,0,7,15,1,77,6,10,0,0,0,66,4,10,28.6,ENG-Premier League,2023,misc
ENG,DF,29,1993,12.0,4,0,0,17,2,1,1,5,9,0,0,0,53,47,24,66.2,ENG-Premier League,2023,misc
ENG,MF,20,2002,0.1,1,0,0,2,0,0,0,0,1,0,0,0,2,0,2,0.0,ENG-Premier League,2023,misc
ENG,MF,23,1999,4.7,0,0,0,3,3,1,6,1,7,0,0,0,26,1,1,50.0,ENG-Premier League,2023,misc
BRA,"MF,FW",26,1996,14.2,6,0,0,28,23,0,2,19,27,0,0,0,85,18,31,36.7,ENG-Premier League,2023,misc
ENG,DF,32,1990,24.8,5,0,0,27,21,3,212,24,27,0,0,0,162,31,17,64.6,ENG-Premier League,2023,misc
ENG,DF,18,2004,8.7,2,0,0,5,5,0,23,12,18,0,0,0,56,10,11,47.6,ENG-Premier League,2023,misc
