league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ITA-Serie A,2024,Lazio,Elseid Hysaj,ALB,DF,31-050,1994,7,3,276,3.1,0,2,2,0,0,0,0,0,0.0,0.0,0.9,0.9,3,7,7,0.0,0.65,0.65,0.0,0.65,0.0,0.29,0.29,0.0,0.29,standard,ALB,DF,31-050,1994,3.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ALB,DF,31-050,1994,3.1,0,0,0,2,1,0,8,4,5,0,0,0,15,5,4,55.6,misc,ALB,DF,31-050,1994,3.1,214,13,57,107,54,5,214,6,3,50.0,3,50.0,103,477,184,3,6,0,5,0,121,7,possession,ALB,DF,31-050,1994,3.1,147,177,83.1,2555,624,71,78,91.0,58,71,81.7,17,21,81.0,2,0.9,0.9,1.1,5,10,4,3,7,passing,ALB,DF,31-050,1994,3.1,7,5,4,3,0,3,3,100.0,0,2,2,0,4,11,13,0,defense
ITA-Serie A,2024,Parma,Emanuele Valeri,ITA,DF,26-125,1998,28,27,2297,25.5,2,4,6,1,1,1,0,0,1.5,0.7,3.5,4.1,65,82,83,0.08,0.16,0.24,0.04,0.2,0.06,0.14,0.19,0.03,0.16,standard,ITA,DF,26-125,1998,25.5,2,24,4,16.7,0.94,0.16,0.04,0.25,25.7,1,1,1,1.5,0.7,0.03,0.5,0.3,shooting,ITA,DF,26-125,1998,25.5,0,0,0,17,18,0,98,23,23,0,0,0,93,15,11,57.7,misc,ITA,DF,26-125,1998,25.5,1274,91,386,485,415,24,1273,44,10,22.7,30,68.2,632,3350,1931,65,39,5,32,4,635,83,possession,ITA,DF,26-125,1998,25.5,687,1003,68.5,12250,5448,297,353,84.1,304,438,69.4,66,157,42.0,4,3.5,2.3,0.5,31,60,25,15,82,passing,ITA,DF,26-125,1998,25.5,39,23,26,10,3,24,46,52.2,22,23,8,15,23,62,85,3,defense
ITA-Serie A,2024,Milan,Emerson,BRA,DF,26-087,1999,17,16,1377,15.3,0,0,0,0,0,0,5,0,0.4,0.4,0.7,1.1,23,68,71,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.07,0.03,0.07,standard,BRA,DF,26-087,1999,15.3,0,10,2,20.0,0.65,0.13,0.0,0.0,20.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting,BRA,DF,26-087,1999,15.3,5,0,0,34,32,0,45,14,28,0,0,0,59,24,14,63.2,misc,BRA,DF,26-087,1999,15.3,1102,56,312,526,271,22,1102,18,7,38.9,9,50.0,584,2423,1228,23,19,3,18,10,710,71,possession,BRA,DF,26-087,1999,15.3,784,909,86.2,12560,3198,380,418,90.9,355,390,91.0,32,54,59.3,0,0.7,1.1,-0.7,15,44,14,5,68,passing,BRA,DF,26-087,1999,15.3,45,28,24,16,5,16,34,47.1,18,13,2,11,14,59,56,0,defense
ITA-Serie A,2024,Como,Emil Audero,IDN,GK,28-083,1997,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,IDN,GK,28-083,1997,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,IDN,GK,28-083,1997,8.0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,1,66.7,misc,IDN,GK,28-083,1997,8.0,269,219,268,1,0,0,269,0,0,,0,,177,821,476,0,0,0,0,0,162,0,possession,IDN,GK,28-083,1997,8.0,209,253,82.6,4830,3117,51,51,100.0,118,120,98.3,40,82,48.8,0,0.0,0.0,0.0,0,1,0,0,0,passing,IDN,GK,28-083,1997,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1,defense
ITA-Serie A,2024,Genoa,Emil Bohinen,NOR,MF,26-030,1999,3,1,166,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,5,2,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.09,0.06,0.09,standard,NOR,MF,26-030,1999,1.8,0,2,0,0.0,1.08,0.0,0.0,,28.6,1,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,NOR,MF,26-030,1999,1.8,0,0,0,3,3,0,0,1,4,0,0,0,9,2,1,66.7,misc,NOR,MF,26-030,1999,1.8,109,12,30,52,28,3,109,0,0,,0,,51,463,224,6,3,0,4,2,72,2,possession,NOR,MF,26-030,1999,1.8,69,86,80.2,1180,161,30,38,78.9,33,35,94.3,4,5,80.0,0,0.1,0.0,-0.1,3,1,0,0,5,passing,NOR,MF,26-030,1999,1.8,4,4,3,0,1,2,5,40.0,3,2,0,2,1,5,6,0,defense
ITA-Serie A,2024,Bologna,Emil Holm,SWE,DF,24-333,2000,17,10,971,10.8,1,1,2,1,0,0,3,0,0.5,0.5,0.4,0.9,23,45,37,0.09,0.09,0.19,0.09,0.19,0.05,0.04,0.08,0.05,0.08,standard,SWE,DF,24-333,2000,10.8,1,9,2,22.2,0.83,0.19,0.11,0.5,19.2,0,0,0,0.5,0.5,0.06,0.5,0.5,shooting,SWE,DF,24-333,2000,10.8,3,0,0,13,22,1,31,10,20,1,0,0,42,27,12,69.2,misc,SWE,DF,24-333,2000,10.8,794,33,225,343,235,24,794,23,10,43.5,8,34.8,387,2082,1026,23,15,5,24,10,430,37,possession,SWE,DF,24-333,2000,10.8,498,642,77.6,9450,3033,208,240,86.7,231,280,82.5,56,102,54.9,1,0.4,0.6,0.6,7,45,10,4,45,passing,SWE,DF,24-333,2000,10.8,32,20,15,14,3,20,30,66.7,10,17,4,13,10,42,43,1,defense
ITA-Serie A,2024,Empoli,Emmanuel Ekong,SWE,"MF,FW",22-290,2002,15,0,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,5,19,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,standard,SWE,"MF,FW",22-290,2002,2.1,0,4,1,25.0,1.94,0.48,0.0,0.0,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,SWE,"MF,FW",22-290,2002,2.1,1,0,0,3,5,1,0,1,3,0,0,0,10,2,7,22.2,misc,SWE,"MF,FW",22-290,2002,2.1,84,0,11,29,46,6,84,20,7,35.0,11,55.0,50,455,215,8,2,5,8,9,65,19,possession,SWE,"MF,FW",22-290,2002,2.1,30,44,68.2,444,85,17,24,70.8,11,14,78.6,1,1,100.0,0,0.1,0.1,-0.1,2,2,2,0,5,passing,SWE,"MF,FW",22-290,2002,2.1,4,3,0,2,2,3,3,100.0,0,2,1,1,1,5,1,0,defense
ITA-Serie A,2024,Empoli,Emmanuel Gyasi,GHA,"DF,FW",31-090,1994,30,30,2618,29.1,2,1,3,2,0,0,5,0,3.6,3.6,0.5,4.1,19,40,88,0.07,0.03,0.1,0.07,0.1,0.12,0.02,0.14,0.12,0.14,standard,GHA,"DF,FW",31-090,1994,29.1,2,17,7,41.2,0.58,0.24,0.12,0.29,10.0,0,0,0,3.6,3.6,0.21,-1.6,-1.6,shooting,GHA,"DF,FW",31-090,1994,29.1,5,0,0,37,15,12,27,8,28,0,0,1,121,33,55,37.5,misc,GHA,"DF,FW",31-090,1994,29.1,1133,80,295,570,279,41,1133,29,18,62.1,9,31.0,468,2050,728,19,13,7,44,22,552,88,possession,GHA,"DF,FW",31-090,1994,29.1,681,877,77.7,10422,3671,367,423,86.8,249,309,80.6,40,74,54.1,1,0.5,1.4,0.5,10,37,12,6,40,passing,GHA,"DF,FW",31-090,1994,29.1,51,28,31,14,6,24,34,70.6,10,20,7,13,8,59,70,0,defense
ITA-Serie A,2024,Parma,Enrico Del Prato,ITA,DF,25-152,1999,27,25,2317,25.7,4,0,4,4,0,0,7,0,1.9,1.9,1.2,3.0,8,70,23,0.16,0.0,0.16,0.16,0.16,0.07,0.05,0.12,0.07,0.12,standard,ITA,DF,25-152,1999,25.7,4,10,5,50.0,0.39,0.19,0.4,0.8,12.0,0,0,0,1.9,1.9,0.19,2.1,2.1,shooting,ITA,DF,25-152,1999,25.7,7,0,0,15,14,0,15,18,14,0,0,0,105,33,36,47.8,misc,ITA,DF,25-152,1999,25.7,1531,195,699,659,179,26,1531,3,2,66.7,0,0.0,866,3426,1735,8,9,3,9,2,922,23,possession,ITA,DF,25-152,1999,25.7,1086,1292,84.1,19404,6933,449,478,93.9,536,601,89.2,86,169,50.9,0,1.2,0.8,-1.2,12,57,6,2,70,passing,ITA,DF,25-152,1999,25.7,26,14,19,6,1,16,21,76.2,5,54,28,26,18,44,110,1,defense
ITA-Serie A,2024,Udinese,Enzo Ebosse,CMR,DF,26-031,1999,2,0,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard,CMR,DF,26-031,1999,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CMR,DF,26-031,1999,1.0,1,0,0,1,0,0,0,1,0,0,0,0,5,1,0,100.0,misc,CMR,DF,26-031,1999,1.0,61,8,18,38,5,0,61,1,1,100.0,0,0.0,34,136,48,0,0,0,1,0,37,0,possession,CMR,DF,26-031,1999,1.0,48,55,87.3,897,201,16,20,80.0,26,28,92.9,5,6,83.3,0,0.0,0.0,0.0,1,7,0,0,5,passing,CMR,DF,26-031,1999,1.0,0,0,0,0,0,0,2,0.0,2,3,3,0,1,1,1,0,defense
ITA-Serie A,2024,Roma,Enzo Le Fée,FRA,MF,25-067,2000,6,4,318,3.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,15,28,3,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.1,0.06,0.1,standard,FRA,MF,25-067,2000,3.5,0,4,2,50.0,1.13,0.57,0.0,0.0,24.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting,FRA,MF,25-067,2000,3.5,1,0,0,6,5,0,7,5,4,0,0,0,22,2,4,33.3,misc,FRA,MF,25-067,2000,3.5,297,6,46,189,66,6,297,8,4,50.0,2,25.0,204,1198,684,15,12,1,4,4,221,3,possession,FRA,MF,25-067,2000,3.5,226,263,85.9,3851,949,100,112,89.3,109,120,90.8,13,24,54.2,0,0.1,0.2,-0.1,3,26,2,0,28,passing,FRA,MF,25-067,2000,3.5,7,4,5,2,0,2,6,33.3,4,9,3,6,5,12,2,0,defense
ITA-Serie A,2024,Bologna,Estanis,ESP,FW,21-230,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.71,1.65,2.35,0.71,2.35,standard,ESP,FW,21-230,2003,0.1,0,2,0,0.0,20.0,0.0,0.0,,22.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,ESP,FW,21-230,2003,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc,ESP,FW,21-230,2003,0.1,13,0,0,1,12,6,13,3,2,66.7,1,33.3,5,39,20,1,0,1,0,0,6,1,possession,ESP,FW,21-230,2003,0.1,7,8,87.5,84,6,5,5,100.0,2,2,100.0,0,0,,0,0.2,0.2,-0.2,2,0,0,0,0,passing,ESP,FW,21-230,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Torino,Eybi Nije,SWE,"FW,MF",19-332,2005,16,0,394,4.4,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.9,10,7,26,0.23,0.0,0.23,0.23,0.23,0.34,0.1,0.44,0.34,0.44,standard,SWE,"FW,MF",19-332,2005,4.4,1,9,5,55.6,2.06,1.14,0.11,0.2,18.9,0,0,0,1.5,1.5,0.17,-0.5,-0.5,shooting,SWE,"FW,MF",19-332,2005,4.4,1,0,0,12,12,2,6,0,1,0,0,0,12,12,17,41.4,misc,SWE,"FW,MF",19-332,2005,4.4,167,2,21,61,86,14,167,19,7,36.8,11,57.9,108,748,276,10,7,5,14,9,115,26,possession,SWE,"FW,MF",19-332,2005,4.4,63,95,66.3,942,197,39,54,72.2,18,28,64.3,4,7,57.1,0,0.4,0.3,-0.4,4,4,4,1,7,passing,SWE,"FW,MF",19-332,2005,4.4,5,1,3,1,1,0,3,0.0,3,5,1,4,0,5,1,0,defense
ITA-Serie A,2024,Fiorentina,Fabiano Parisi,ITA,"DF,MF",24-153,2000,20,8,814,9.0,1,0,1,1,0,0,1,0,0.3,0.3,0.8,1.2,19,34,22,0.11,0.0,0.11,0.11,0.11,0.04,0.09,0.13,0.04,0.13,standard,ITA,"DF,MF",24-153,2000,9.0,1,7,4,57.1,0.77,0.44,0.14,0.25,17.5,0,0,0,0.3,0.3,0.05,0.7,0.7,shooting,ITA,"DF,MF",24-153,2000,9.0,1,0,0,10,23,0,12,12,11,0,0,0,42,10,12,45.5,misc,ITA,"DF,MF",24-153,2000,9.0,448,15,145,198,115,11,448,20,7,35.0,10,50.0,254,1560,831,19,13,7,16,12,250,22,possession,ITA,"DF,MF",24-153,2000,9.0,277,346,80.1,4546,1480,144,163,88.3,107,132,81.1,19,29,65.5,0,0.8,0.8,-0.8,4,21,7,2,34,passing,ITA,"DF,MF",24-153,2000,9.0,18,11,7,7,4,8,15,53.3,7,11,2,9,12,30,13,0,defense
ITA-Serie A,2024,Genoa,Fabio Miretti,ITA,"MF,FW",21-251,2003,24,21,1598,17.8,3,3,6,3,0,0,2,0,3.1,3.1,2.0,5.1,33,53,97,0.17,0.17,0.34,0.17,0.34,0.18,0.11,0.29,0.18,0.29,standard,ITA,"MF,FW",21-251,2003,17.8,3,24,6,25.0,1.35,0.34,0.13,0.5,17.4,1,0,0,3.1,3.1,0.13,-0.1,-0.1,shooting,ITA,"MF,FW",21-251,2003,17.8,2,0,0,23,47,2,59,7,15,0,0,0,80,10,23,30.3,misc,ITA,"MF,FW",21-251,2003,17.8,813,15,130,387,308,56,813,68,24,35.3,35,51.5,439,2627,1175,33,21,14,62,33,526,97,possession,ITA,"MF,FW",21-251,2003,17.8,404,545,74.1,7038,1983,195,222,87.8,149,182,81.9,43,95,45.3,3,2.0,2.1,1.0,21,24,13,2,53,passing,ITA,"MF,FW",21-251,2003,17.8,28,15,6,14,8,18,33,54.5,15,19,1,18,7,35,12,2,defense
ITA-Serie A,2024,Venezia,Fali Candé,GNB,DF,27-077,1998,10,10,900,10.0,0,1,1,0,0,0,3,0,0.4,0.4,0.5,0.8,2,25,0,0.0,0.1,0.1,0.0,0.1,0.04,0.05,0.08,0.04,0.08,standard,GNB,DF,27-077,1998,10.0,0,2,1,50.0,0.2,0.1,0.0,0.0,8.3,0,0,0,0.4,0.4,0.18,-0.4,-0.4,shooting,GNB,DF,27-077,1998,10.0,3,0,0,14,12,0,2,7,16,0,0,0,51,25,19,56.8,misc,GNB,DF,27-077,1998,10.0,667,112,385,267,23,4,667,7,6,85.7,0,0.0,335,1396,538,2,4,0,4,7,324,0,possession,GNB,DF,27-077,1998,10.0,449,553,81.2,7810,3204,207,218,95.0,196,225,87.1,42,92,45.7,1,0.5,0.1,0.5,2,32,0,0,25,passing,GNB,DF,27-077,1998,10.0,19,16,12,6,1,11,15,73.3,4,12,7,5,7,26,51,1,defense
ITA-Serie A,2024,Hellas Verona,Faride Alidou,GER,"FW,MF",23-267,2001,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,standard,GER,"FW,MF",23-267,2001,0.8,0,1,0,0.0,1.27,0.0,0.0,,32.2,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting,GER,"FW,MF",23-267,2001,0.8,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,100.0,misc,GER,"FW,MF",23-267,2001,0.8,31,2,5,11,17,0,31,4,2,50.0,2,50.0,17,98,44,1,3,0,1,1,19,2,possession,GER,"FW,MF",23-267,2001,0.8,16,20,80.0,198,42,7,7,100.0,4,6,66.7,1,2,50.0,0,0.0,0.0,0.0,1,0,1,1,1,passing,GER,"FW,MF",23-267,2001,0.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,1,defense
ITA-Serie A,2024,Empoli,Faustino Anjorin,ENG,MF,23-139,2001,17,13,983,10.9,0,3,3,0,0,0,2,0,0.8,0.8,1.6,2.4,27,50,30,0.0,0.27,0.27,0.0,0.27,0.07,0.15,0.22,0.07,0.22,standard,ENG,MF,23-139,2001,10.9,0,18,4,22.2,1.65,0.37,0.0,0.0,24.7,0,0,0,0.8,0.8,0.04,-0.8,-0.8,shooting,ENG,MF,23-139,2001,10.9,2,0,0,20,16,0,13,11,12,0,1,0,58,9,10,47.4,misc,ENG,MF,23-139,2001,10.9,540,23,120,309,124,17,540,35,15,42.9,18,51.4,284,1642,938,27,17,6,17,9,336,30,possession,ENG,MF,23-139,2001,10.9,309,382,80.9,5431,1868,139,163,85.3,139,156,89.1,24,42,57.1,3,1.6,1.1,1.4,16,37,13,1,50,passing,ENG,MF,23-139,2001,10.9,26,12,7,13,6,8,17,47.1,9,14,3,11,11,37,19,0,defense
ITA-Serie A,2024,Genoa,Federico Accornero,ITA,MF,21-065,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,MF,21-065,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,MF,21-065,2004,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,misc,ITA,MF,21-065,2004,0.1,8,1,2,3,3,0,8,0,0,,0,,5,25,18,0,1,0,2,0,5,0,possession,ITA,MF,21-065,2004,0.1,4,6,66.7,55,19,2,3,66.7,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,MF,21-065,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Como,Federico Barba,ITA,DF,31-222,1993,7,5,431,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,25,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard,ITA,DF,31-222,1993,4.8,0,2,1,50.0,0.42,0.21,0.0,0.0,8.9,0,0,0,0.2,0.2,0.1,-0.2,-0.2,shooting,ITA,DF,31-222,1993,4.8,0,0,0,3,1,0,3,4,2,0,0,0,19,5,8,38.5,misc,ITA,DF,31-222,1993,4.8,320,33,155,144,21,5,320,0,0,,0,,201,999,567,5,2,0,1,1,215,5,possession,ITA,DF,31-222,1993,4.8,258,292,88.4,4163,1406,132,143,92.3,106,117,90.6,15,26,57.7,0,0.0,0.0,0.0,0,18,2,0,25,passing,ITA,DF,31-222,1993,4.8,2,2,1,1,0,1,4,25.0,3,2,2,0,4,6,15,0,defense
ITA-Serie A,2024,Lecce,Federico Baschirotto,ITA,DF,28-203,1996,31,31,2790,31.0,1,0,1,1,0,0,3,0,0.9,0.9,0.1,1.0,8,54,4,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,standard,ITA,DF,28-203,1996,31.0,1,16,6,37.5,0.52,0.19,0.06,0.17,11.5,0,0,0,0.9,0.9,0.05,0.1,0.1,shooting,ITA,DF,28-203,1996,31.0,3,0,0,27,6,0,3,20,21,0,3,0,80,79,47,62.7,misc,ITA,DF,28-203,1996,31.0,1712,284,1044,619,56,29,1712,5,4,80.0,0,0.0,790,3855,1926,8,6,0,13,0,981,4,possession,ITA,DF,28-203,1996,31.0,1201,1389,86.5,24509,8504,368,403,91.3,651,709,91.8,174,255,68.2,0,0.1,0.3,-0.1,3,41,2,0,54,passing,ITA,DF,28-203,1996,31.0,33,21,26,5,2,18,24,75.0,6,39,28,11,20,53,175,1,defense
ITA-Serie A,2024,Atalanta,Federico Cassa,ITA,"MF,FW",19-069,2006,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,"MF,FW",19-069,2006,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,"MF,FW",19-069,2006,0.2,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,,misc,ITA,"MF,FW",19-069,2006,0.2,9,0,1,2,6,0,9,1,0,0.0,1,100.0,9,61,41,1,2,1,0,0,8,2,possession,ITA,"MF,FW",19-069,2006,0.2,5,6,83.3,54,9,5,5,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing,ITA,"MF,FW",19-069,2006,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense
ITA-Serie A,2024,Inter,Federico Dimarco,ITA,"DF,FW",27-152,1997,26,25,1836,20.4,4,6,10,4,0,0,3,0,2.8,2.8,5.2,8.0,35,71,205,0.2,0.29,0.49,0.2,0.49,0.14,0.26,0.39,0.14,0.39,standard,ITA,"DF,FW",27-152,1997,20.4,4,49,17,34.7,2.4,0.83,0.08,0.24,20.7,7,0,0,2.8,2.8,0.06,1.2,1.2,shooting,ITA,"DF,FW",27-152,1997,20.4,3,0,0,18,10,8,166,12,11,0,0,0,62,6,9,40.0,misc,ITA,"DF,FW",27-152,1997,20.4,1228,27,213,450,578,76,1228,8,3,37.5,5,62.5,669,2627,1498,35,30,8,17,7,837,205,possession,ITA,"DF,FW",27-152,1997,20.4,804,1059,75.9,13674,3886,399,459,86.9,319,398,80.2,73,153,47.7,6,5.2,4.1,0.8,40,39,35,17,71,passing,ITA,"DF,FW",27-152,1997,20.4,20,11,8,9,3,7,15,46.7,8,20,2,18,12,32,26,2,defense
ITA-Serie A,2024,Juventus,Federico Gatti,ITA,DF,26-291,1998,28,26,2185,24.3,1,0,1,1,0,0,2,0,2.5,2.5,0.5,2.9,24,73,6,0.04,0.0,0.04,0.04,0.04,0.1,0.02,0.12,0.1,0.12,standard,ITA,DF,26-291,1998,24.3,1,25,9,36.0,1.03,0.37,0.04,0.11,14.4,0,0,0,2.5,2.5,0.1,-1.5,-1.5,shooting,ITA,DF,26-291,1998,24.3,2,0,0,20,19,1,1,18,23,1,0,0,110,36,26,58.1,misc,ITA,DF,26-291,1998,24.3,1684,167,785,851,63,27,1684,13,7,53.8,5,38.5,1165,7650,4081,24,14,1,12,8,1290,6,possession,ITA,DF,26-291,1998,24.3,1387,1460,95.0,25073,7810,482,497,97.0,839,863,97.2,60,81,74.1,0,0.5,0.3,-0.5,6,58,3,0,73,passing,ITA,DF,26-291,1998,24.3,28,23,18,8,2,14,24,58.3,10,27,18,9,18,46,73,2,defense
ITA-Serie A,2024,Bologna,Federico Ravaglia,ITA,GK,25-151,1999,9,8,786,8.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,25-151,1999,8.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,25-151,1999,8.7,0,0,0,0,3,0,0,0,0,0,0,0,10,3,0,100.0,misc,ITA,GK,25-151,1999,8.7,350,250,343,7,0,0,350,1,1,100.0,0,0.0,238,1261,669,0,0,0,0,0,217,0,possession,ITA,GK,25-151,1999,8.7,271,340,79.7,6637,4377,51,51,100.0,158,158,100.0,60,129,46.5,0,0.0,0.0,0.0,1,10,0,0,0,passing,ITA,GK,25-151,1999,8.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,defense
ITA-Serie A,2024,Como,Fellipe Jack,BRA,DF,19-089,2006,7,1,171,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard,BRA,DF,19-089,2006,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,BRA,DF,19-089,2006,1.9,2,0,0,5,1,0,0,4,4,0,0,0,4,4,3,57.1,misc,BRA,DF,19-089,2006,1.9,127,10,74,48,5,1,127,1,0,0.0,1,100.0,62,281,188,2,1,0,5,0,71,1,possession,BRA,DF,19-089,2006,1.9,77,98,78.6,1441,479,37,40,92.5,27,32,84.4,12,17,70.6,0,0.1,0.0,-0.1,1,6,1,0,8,passing,BRA,DF,19-089,2006,1.9,9,4,8,1,0,3,5,60.0,2,2,2,0,4,13,5,0,defense
