nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,league,season,stat_type
CRO,MF,27-332,1997,20.0,0,11,4,36.4,0.55,0.2,0.0,0.0,20.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6,GER-Bundesliga,2024,shooting
DEN,DF,28-222,1996,2.6,0,2,0,0.0,0.77,0.0,0.0,,17.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,DF,29-319,1995,20.2,1,11,2,18.2,0.54,0.1,0.09,0.5,17.8,1,0,0,0.7,0.7,0.06,0.3,0.3,GER-Bundesliga,2024,shooting
GER,DF,25-061,2000,7.3,0,1,1,100.0,0.14,0.14,0.0,0.0,7.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2,GER-Bundesliga,2024,shooting
GER,FW,26-335,1998,0.1,0,1,1,100.0,9.0,9.0,0.0,0.0,15.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,MF,19-268,2005,4.0,1,7,4,57.1,1.75,1.0,0.14,0.25,21.8,0,0,0,0.4,0.4,0.06,0.6,0.6,GER-Bundesliga,2024,shooting
CRO,GK,25-183,1999,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,MF,27-086,1998,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
USA,DF,18-131,2006,3.1,0,1,0,0.0,0.32,0.0,0.0,,10.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,FW,27-276,1997,16.5,6,40,13,32.5,2.42,0.79,0.13,0.38,16.9,2,1,1,5.1,4.3,0.11,0.9,0.7,GER-Bundesliga,2024,shooting
POL,DF,26-311,1998,1.6,0,2,2,100.0,1.22,1.22,0.0,0.0,16.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,GER-Bundesliga,2024,shooting
SUI,"MF,FW",26-249,1998,3.4,0,9,1,11.1,2.66,0.3,0.0,0.0,16.7,0,0,0,0.7,0.7,0.08,-0.7,-0.7,GER-Bundesliga,2024,shooting
COD,FW,27-078,1998,15.3,6,35,12,34.3,2.29,0.79,0.17,0.5,14.2,0,0,0,3.2,3.2,0.09,2.8,2.8,GER-Bundesliga,2024,shooting
BEN,"FW,MF",30-194,1994,3.3,0,17,4,23.5,5.12,1.2,0.0,0.0,11.1,0,0,0,1.9,1.9,0.11,-1.9,-1.9,GER-Bundesliga,2024,shooting
GER,MF,23-063,2002,1.3,0,1,0,0.0,0.75,0.0,0.0,,7.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,"FW,MF",21-068,2004,0.8,1,4,1,25.0,5.07,1.27,0.25,1.0,19.7,0,0,0,0.6,0.6,0.16,0.4,0.4,GER-Bundesliga,2024,shooting
MAR,DF,18-313,2006,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,MF,20-343,2004,11.6,1,7,3,42.9,0.61,0.26,0.14,0.33,20.9,0,0,0,0.4,0.4,0.06,0.6,0.6,GER-Bundesliga,2024,shooting
CAN,DF,24-160,2000,17.3,1,17,3,17.6,0.98,0.17,0.06,0.33,18.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2,GER-Bundesliga,2024,shooting
GER,FW,19-121,2005,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
ISR,GK,24-275,2000,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
FRA,DF,26-166,1998,19.5,2,13,6,46.2,0.67,0.31,0.15,0.33,11.1,0,0,0,1.2,1.2,0.09,0.8,0.8,GER-Bundesliga,2024,shooting
ENG,DF,31-086,1994,10.3,0,6,3,50.0,0.58,0.29,0.0,0.0,6.2,0,0,0,0.8,0.8,0.13,-0.8,-0.8,GER-Bundesliga,2024,shooting
CRO,MF,21-131,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
ENG,FW,31-257,1993,22.5,23,86,36,41.9,3.83,1.6,0.16,0.39,16.9,6,9,9,17.9,10.9,0.13,5.1,3.1,GER-Bundesliga,2024,shooting
JPN,DF,25-334,1999,2.8,1,1,1,100.0,0.36,0.36,1.0,1.0,5.2,0,0,0,0.4,0.4,0.36,0.6,0.6,GER-Bundesliga,2024,shooting
GER,MF,22-044,2003,20.0,12,68,31,45.6,3.4,1.55,0.18,0.39,15.1,0,0,0,9.3,9.3,0.14,2.7,2.7,GER-Bundesliga,2024,shooting
GER,GK,21-246,2003,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,MF,30-062,1995,25.6,1,26,7,26.9,1.01,0.27,0.04,0.14,23.8,4,0,0,1.4,1.4,0.05,-0.4,-0.4,GER-Bundesliga,2024,shooting
CRO,DF,25-009,2000,4.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
POR,MF,29-276,1995,7.3,0,10,3,30.0,1.37,0.41,0.0,0.0,15.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7,GER-Bundesliga,2024,shooting
KOR,DF,28-147,1996,24.3,2,7,5,71.4,0.29,0.21,0.29,0.4,6.0,0,0,0,1.6,1.6,0.23,0.4,0.4,GER-Bundesliga,2024,shooting
FRA,FW,28-302,1996,11.5,4,38,15,39.5,3.29,1.3,0.11,0.27,16.8,0,0,0,3.8,3.8,0.1,0.2,0.2,GER-Bundesliga,2024,shooting
AUT,DF,27-319,1997,13.6,1,10,4,40.0,0.73,0.29,0.1,0.25,17.8,0,0,0,1.3,1.3,0.13,-0.3,-0.3,GER-Bundesliga,2024,shooting
GER,MF,30-064,1995,12.4,4,26,9,34.6,2.1,0.73,0.15,0.44,20.2,0,0,0,2.5,2.5,0.1,1.5,1.5,GER-Bundesliga,2024,shooting
GER,FW,29-090,1996,14.6,9,54,20,37.0,3.7,1.37,0.17,0.45,16.5,2,0,0,8.7,8.7,0.16,0.3,0.3,GER-Bundesliga,2024,shooting
GER,GK,39-015,1986,20.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
FRA,"FW,MF",19-349,2005,2.8,0,10,3,30.0,3.52,1.05,0.0,0.0,18.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,GER-Bundesliga,2024,shooting
FRA,"FW,MF",23-120,2001,20.1,8,64,27,42.2,3.18,1.34,0.13,0.3,17.1,5,0,0,7.1,7.1,0.11,0.9,0.9,GER-Bundesliga,2024,shooting
POR,"DF,MF",31-110,1993,14.5,3,16,7,43.8,1.11,0.48,0.19,0.43,16.0,0,0,0,2.2,2.2,0.14,0.8,0.8,GER-Bundesliga,2024,shooting
FRA,DF,24-210,2000,4.7,0,2,1,50.0,0.43,0.21,0.0,0.0,15.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,"FW,MF",29-271,1995,9.7,5,37,14,37.8,3.83,1.45,0.14,0.36,14.8,0,0,1,6.3,5.5,0.15,-1.3,-0.5,GER-Bundesliga,2024,shooting
GER,GK,36-251,1988,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,"MF,FW",35-210,1989,10.1,1,20,9,45.0,1.98,0.89,0.05,0.11,15.0,0,0,0,3.0,3.0,0.15,-2.0,-2.0,GER-Bundesliga,2024,shooting
GUI,"MF,FW",22-120,2002,1.0,0,4,1,25.0,3.96,0.99,0.0,0.0,26.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,GER-Bundesliga,2024,shooting
FRA,MF,39-032,1986,12.0,0,3,0,0.0,0.25,0.0,0.0,,23.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,GER-Bundesliga,2024,shooting
BRA,DF,29-332,1995,13.8,0,6,2,33.3,0.43,0.14,0.0,0.0,8.8,0,0,0,0.6,0.6,0.09,-0.6,-0.6,GER-Bundesliga,2024,shooting
CRC,DF,35-169,1989,1.8,1,4,1,25.0,2.22,0.56,0.25,1.0,21.7,0,0,0,0.2,0.2,0.04,0.8,0.8,GER-Bundesliga,2024,shooting
NED,"MF,FW",27-073,1998,11.8,2,18,5,27.8,1.52,0.42,0.11,0.4,11.8,0,0,0,1.8,1.8,0.1,0.2,0.2,GER-Bundesliga,2024,shooting
SRB,DF,26-140,1998,10.0,1,7,4,57.1,0.7,0.4,0.14,0.25,11.0,0,0,0,0.6,0.6,0.09,0.4,0.4,GER-Bundesliga,2024,shooting
GER,"DF,MF",26-317,1998,21.7,1,23,4,17.4,1.06,0.18,0.04,0.25,20.3,1,0,0,1.1,1.1,0.05,-0.1,-0.1,GER-Bundesliga,2024,shooting
PHI,"DF,FW",30-017,1995,10.9,1,24,4,16.7,2.21,0.37,0.04,0.25,20.9,0,0,0,1.8,1.8,0.07,-0.8,-0.8,GER-Bundesliga,2024,shooting
GRE,"FW,MF",31-100,1994,6.8,2,17,11,64.7,2.52,1.63,0.12,0.18,12.5,0,0,0,2.9,2.9,0.17,-0.9,-0.9,GER-Bundesliga,2024,shooting
MLI,MF,27-166,1997,24.7,2,21,6,28.6,0.85,0.24,0.1,0.33,18.2,0,0,0,1.3,1.3,0.06,0.7,0.7,GER-Bundesliga,2024,shooting
UKR,DF,32-277,1992,17.7,0,9,0,0.0,0.51,0.0,0.0,,10.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,GER-Bundesliga,2024,shooting
CRO,DF,26-216,1998,14.9,1,11,2,18.2,0.74,0.13,0.09,0.5,13.4,0,0,0,0.7,0.7,0.06,0.3,0.3,GER-Bundesliga,2024,shooting
JPN,"FW,MF",28-016,1997,5.0,1,12,5,41.7,2.4,1.0,0.08,0.2,21.1,0,0,0,1.1,1.1,0.09,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,"MF,FW",26-192,1998,4.6,1,8,4,50.0,1.75,0.87,0.13,0.25,15.8,0,0,1,2.7,1.9,0.24,-1.7,-0.9,GER-Bundesliga,2024,shooting
GER,MF,20-165,2004,1.5,0,5,0,0.0,3.24,0.0,0.0,,14.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,GER-Bundesliga,2024,shooting
SVK,MF,29-217,1995,24.0,4,28,11,39.3,1.17,0.46,0.14,0.36,16.7,1,0,0,2.9,2.9,0.1,1.1,1.1,GER-Bundesliga,2024,shooting
GER,DF,29-233,1995,24.1,0,35,6,17.1,1.45,0.25,0.0,0.0,26.7,6,0,0,1.1,1.1,0.03,-1.1,-1.1,GER-Bundesliga,2024,shooting
GER,"FW,MF",24-200,2000,14.2,1,36,11,30.6,2.53,0.77,0.03,0.09,17.2,0,0,0,4.1,4.1,0.11,-3.1,-3.1,GER-Bundesliga,2024,shooting
GHA,"MF,FW",26-348,1998,1.9,0,6,1,16.7,3.14,0.52,0.0,0.0,25.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,GER-Bundesliga,2024,shooting
NED,FW,24-087,2001,7.5,7,20,9,45.0,2.66,1.2,0.3,0.67,11.9,0,1,1,5.6,4.8,0.24,1.4,1.2,GER-Bundesliga,2024,shooting
GER,GK,32-066,1993,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,FW,32-012,1993,22.7,2,42,15,35.7,1.85,0.66,0.05,0.13,13.9,0,0,0,4.2,4.2,0.1,-2.2,-2.2,GER-Bundesliga,2024,shooting
GER,"FW,DF",21-057,2004,0.2,0,1,1,100.0,6.43,6.43,0.0,0.0,11.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,DF,21-187,2003,18.9,0,7,0,0.0,0.37,0.0,0.0,,30.2,0,0,0,0.1,0.1,0.01,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,GK,31-334,1993,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,MF,23-293,2001,7.5,0,6,2,33.3,0.8,0.27,0.0,0.0,23.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,GER-Bundesliga,2024,shooting
GER,GK,33-363,1991,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,DF,18-309,2006,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
MAR,MF,24-001,2001,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
ENG,MF,21-173,2003,1.5,1,6,2,33.3,3.91,1.3,0.17,0.5,15.4,0,0,0,0.4,0.4,0.07,0.6,0.6,GER-Bundesliga,2024,shooting
USA,"MF,FW",19-050,2006,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
SWE,"DF,FW",23-058,2002,2.7,0,1,1,100.0,0.37,0.37,0.0,0.0,9.5,0,0,0,0.0,0.0,0.04,0.0,0.0,GER-Bundesliga,2024,shooting
NED,"FW,MF",26-092,1999,6.8,3,19,6,31.6,2.79,0.88,0.16,0.5,14.2,0,0,0,2.9,2.9,0.15,0.1,0.1,GER-Bundesliga,2024,shooting
GER,"DF,MF",31-089,1994,20.7,3,7,1,14.3,0.34,0.05,0.14,1.0,23.1,0,2,2,2.0,0.4,0.06,1.0,0.6,GER-Bundesliga,2024,shooting
GER,MF,24-183,2000,12.8,2,8,2,25.0,0.62,0.16,0.25,1.0,25.6,0,0,0,0.3,0.3,0.03,1.7,1.7,GER-Bundesliga,2024,shooting
USA,MF,22-149,2002,3.6,2,3,2,66.7,0.82,0.55,0.67,1.0,18.3,0,0,0,0.2,0.2,0.06,1.8,1.8,GER-Bundesliga,2024,shooting
SUI,GK,27-126,1997,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
ENG,"FW,MF",20-246,2004,18.1,8,50,23,46.0,2.76,1.27,0.16,0.35,16.6,0,0,0,3.5,3.5,0.07,4.5,4.5,GER-Bundesliga,2024,shooting
GER,MF,28-344,1996,21.0,3,38,12,31.6,1.81,0.57,0.08,0.25,19.1,6,0,0,3.9,3.9,0.1,-0.9,-0.9,GER-Bundesliga,2024,shooting
NOR,DF,27-145,1997,20.0,1,12,3,25.0,0.6,0.15,0.08,0.33,21.3,0,0,0,0.4,0.4,0.03,0.6,0.6,GER-Bundesliga,2024,shooting
BEL,"FW,MF",18-341,2006,2.9,0,3,1,33.3,1.03,0.34,0.0,0.0,20.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,"FW,MF",23-083,2002,12.9,4,40,14,35.0,3.1,1.09,0.1,0.29,18.1,0,0,0,4.2,4.2,0.1,-0.2,-0.2,GER-Bundesliga,2024,shooting
GER,MF,19-054,2006,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
AUT,"MF,FW",31-025,1994,16.4,0,16,5,31.3,0.98,0.31,0.0,0.0,19.7,0,0,0,1.6,1.6,0.1,-1.6,-1.6,GER-Bundesliga,2024,shooting
GER,"FW,MF",22-176,2002,16.4,7,40,12,30.0,2.44,0.73,0.18,0.58,12.8,0,0,0,7.1,7.1,0.18,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,DF,25-131,1999,22.0,0,17,4,23.5,0.77,0.18,0.0,0.0,17.2,1,0,0,1.3,1.3,0.08,-1.3,-1.3,GER-Bundesliga,2024,shooting
GER,DF,29-220,1995,6.3,0,5,1,20.0,0.8,0.16,0.0,0.0,12.1,0,0,0,0.5,0.5,0.1,-0.5,-0.5,GER-Bundesliga,2024,shooting
GER,"MF,DF",33-300,1991,22.1,0,21,7,33.3,0.95,0.32,0.0,0.0,17.2,1,0,0,2.2,2.2,0.1,-2.2,-2.2,GER-Bundesliga,2024,shooting
ALG,DF,29-360,1995,17.4,1,18,2,11.1,1.04,0.12,0.06,0.5,12.6,0,0,0,1.2,1.2,0.07,-0.2,-0.2,GER-Bundesliga,2024,shooting
TUR,"MF,DF",27-090,1998,3.0,0,4,0,0.0,1.33,0.0,0.0,,13.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,GER-Bundesliga,2024,shooting
GUI,FW,29-030,1996,23.0,15,72,25,34.7,3.13,1.09,0.18,0.52,11.7,1,2,2,17.6,16.0,0.23,-2.6,-3.0,GER-Bundesliga,2024,shooting
GER,DF,28-265,1996,15.7,0,15,1,6.7,0.96,0.06,0.0,0.0,14.1,0,0,0,0.8,0.8,0.05,-0.8,-0.8,GER-Bundesliga,2024,shooting
BRA,"DF,FW",22-312,2002,9.1,0,5,2,40.0,0.55,0.22,0.0,0.0,22.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,GER-Bundesliga,2024,shooting
GER,DF,21-214,2003,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,"MF,DF",23-091,2002,13.8,1,20,5,25.0,1.45,0.36,0.05,0.2,16.4,0,0,0,2.5,2.5,0.13,-1.5,-1.5,GER-Bundesliga,2024,shooting
BEL,DF,24-321,2000,24.5,0,29,6,20.7,1.18,0.24,0.0,0.0,19.3,0,0,0,1.5,1.5,0.05,-1.5,-1.5,GER-Bundesliga,2024,shooting
SUI,DF,21-254,2003,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
TUR,"MF,FW",19-151,2005,6.3,4,25,11,44.0,3.96,1.74,0.16,0.36,16.7,0,0,0,2.7,2.7,0.11,1.3,1.3,GER-Bundesliga,2024,shooting
TUN,MF,29-336,1995,19.1,0,12,1,8.3,0.63,0.05,0.0,0.0,18.1,0,0,0,0.8,0.8,0.07,-0.8,-0.8,GER-Bundesliga,2024,shooting
FRA,"FW,MF",22-099,2003,1.8,0,6,1,16.7,3.31,0.55,0.0,0.0,16.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,GER-Bundesliga,2024,shooting
ALG,"MF,FW",22-134,2002,8.5,1,21,6,28.6,2.47,0.71,0.05,0.17,17.0,2,0,0,2.4,2.4,0.11,-1.4,-1.4,GER-Bundesliga,2024,shooting
FRA,FW,22-295,2002,22.8,13,94,33,35.1,4.13,1.45,0.13,0.36,15.4,1,1,3,18.5,16.2,0.17,-5.5,-4.2,GER-Bundesliga,2024,shooting
SWE,MF,20-288,2004,21.4,3,19,9,47.4,0.89,0.42,0.16,0.33,16.1,0,0,0,3.0,3.0,0.16,0.0,0.0,GER-Bundesliga,2024,shooting
CRO,FW,22-011,2003,3.5,1,12,4,33.3,3.46,1.15,0.08,0.25,14.1,0,0,0,1.1,1.1,0.1,-0.1,-0.1,GER-Bundesliga,2024,shooting
FRA,"MF,FW",19-339,2005,6.8,1,7,2,28.6,1.02,0.29,0.14,0.5,17.4,0,0,0,1.0,1.0,0.14,0.0,0.0,GER-Bundesliga,2024,shooting
FRA,"MF,FW",24-141,2000,3.3,0,8,0,0.0,2.46,0.0,0.0,,16.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9,GER-Bundesliga,2024,shooting
BRA,GK,22-000,2003,7.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,GK,34-277,1990,20.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,MF,29-100,1996,4.0,1,7,2,28.6,1.73,0.49,0.14,0.5,22.6,1,0,0,0.5,0.5,0.08,0.5,0.5,GER-Bundesliga,2024,shooting
GER,"MF,FW",32-312,1992,16.9,3,8,5,62.5,0.47,0.3,0.38,0.6,10.1,0,0,0,2.9,2.9,0.37,0.1,0.1,GER-Bundesliga,2024,shooting
BEL,"FW,DF",31-191,1993,2.3,2,3,2,66.7,1.3,0.87,0.67,1.0,9.2,0,0,0,0.8,0.8,0.28,1.2,1.2,GER-Bundesliga,2024,shooting
GER,"DF,MF",21-299,2003,16.4,3,12,5,41.7,0.73,0.31,0.25,0.6,15.2,0,0,0,2.2,2.2,0.18,0.8,0.8,GER-Bundesliga,2024,shooting
FRA,"DF,MF",24-161,2000,4.2,0,4,0,0.0,0.96,0.0,0.0,,22.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,GER-Bundesliga,2024,shooting
GER,DF,21-091,2004,13.7,1,5,2,40.0,0.36,0.15,0.2,0.5,15.1,0,0,0,0.8,0.8,0.16,0.2,0.2,GER-Bundesliga,2024,shooting
EGY,FW,26-063,1999,16.1,15,75,34,45.3,4.66,2.11,0.17,0.38,18.1,6,2,2,8.8,7.3,0.1,6.2,5.7,GER-Bundesliga,2024,shooting
DEN,MF,20-097,2005,6.8,1,5,2,40.0,0.73,0.29,0.2,0.5,18.0,0,0,0,0.9,0.9,0.18,0.1,0.1,GER-Bundesliga,2024,shooting
DEN,DF,27-274,1997,23.3,2,18,5,27.8,0.77,0.22,0.11,0.4,13.4,0,0,0,1.1,1.1,0.06,0.9,0.9,GER-Bundesliga,2024,shooting
GER,DF,28-268,1996,22.7,1,12,3,25.0,0.53,0.13,0.08,0.33,15.8,2,0,0,1.1,1.1,0.09,-0.1,-0.1,GER-Bundesliga,2024,shooting
USA,DF,35-013,1990,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
BRA,"DF,MF",25-281,1999,20.6,2,10,4,40.0,0.49,0.19,0.2,0.5,14.1,0,0,0,0.8,0.8,0.08,1.2,1.2,GER-Bundesliga,2024,shooting
GER,DF,32-042,1993,24.5,2,21,6,28.6,0.86,0.24,0.1,0.33,22.4,1,0,0,0.8,0.6,0.03,1.2,1.4,GER-Bundesliga,2024,shooting
GER,"MF,FW",23-119,2001,13.3,0,14,3,21.4,1.05,0.23,0.0,0.0,19.0,0,0,0,1.1,1.1,0.08,-1.1,-1.1,GER-Bundesliga,2024,shooting
KVX,"FW,MF",26-279,1998,1.9,0,3,2,66.7,1.61,1.07,0.0,0.0,20.9,1,0,0,0.3,0.3,0.09,-0.3,-0.3,GER-Bundesliga,2024,shooting
GER,GK,27-149,1997,4.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
SUI,DF,19-115,2005,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,"FW,MF",26-097,1999,1.4,0,2,1,50.0,1.38,0.69,0.0,0.0,22.0,1,0,0,0.6,0.6,0.29,-0.6,-0.6,GER-Bundesliga,2024,shooting
SUI,"MF,FW",19-179,2005,0.4,0,3,0,0.0,6.92,0.0,0.0,,30.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,GER-Bundesliga,2024,shooting
FRA,DF,23-251,2001,3.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
AUT,FW,23-309,2001,13.0,2,26,10,38.5,2.01,0.77,0.08,0.2,12.4,0,0,0,4.4,4.4,0.17,-2.4,-2.4,GER-Bundesliga,2024,shooting
FRA,DF,22-330,2002,8.4,2,7,2,28.6,0.83,0.24,0.29,1.0,20.2,0,0,0,0.5,0.5,0.07,1.5,1.5,GER-Bundesliga,2024,shooting
GER,"FW,MF",30-275,1994,16.6,3,27,13,48.1,1.62,0.78,0.11,0.23,11.7,0,0,1,6.2,5.4,0.21,-3.2,-2.4,GER-Bundesliga,2024,shooting
GER,DF,32-224,1992,18.0,5,15,9,60.0,0.83,0.5,0.33,0.56,16.7,0,0,0,2.5,2.5,0.17,2.5,2.5,GER-Bundesliga,2024,shooting
GER,DF,31-082,1994,23.5,2,19,4,21.1,0.81,0.17,0.11,0.5,12.0,0,0,0,1.8,1.8,0.1,0.2,0.2,GER-Bundesliga,2024,shooting
GER,DF,22-060,2003,9.7,0,3,0,0.0,0.31,0.0,0.0,,14.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,MF,28-124,1996,25.6,1,26,6,23.1,1.02,0.23,0.04,0.17,19.1,0,0,0,1.5,1.5,0.06,-0.5,-0.5,GER-Bundesliga,2024,shooting
