nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,league,season,stat_type
GER,"MF,FW",31-041,1994,0.2,0,1,0,0.0,5.29,0.0,0.0,,21.5,0,0,0,0.0,0.0,0.04,0.0,0.0,GER-Bundesliga,2024,shooting
GER,"MF,FW",22-280,2002,10.1,0,12,3,25.0,1.18,0.3,0.0,0.0,18.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,GER-Bundesliga,2024,shooting
AUT,FW,30-358,1994,6.3,2,15,6,40.0,2.37,0.95,0.13,0.33,14.1,2,0,0,1.8,1.8,0.12,0.2,0.2,GER-Bundesliga,2024,shooting
GER,MF,35-033,1990,8.8,0,4,0,0.0,0.46,0.0,0.0,,18.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,GER-Bundesliga,2024,shooting
GER,GK,22-321,2002,23.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,FW,23-203,2001,0.9,0,1,0,0.0,1.13,0.0,0.0,,8.1,0,0,0,0.0,0.0,0.04,0.0,0.0,GER-Bundesliga,2024,shooting
GER,MF,25-069,2000,20.2,0,16,1,6.3,0.79,0.05,0.0,0.0,20.6,0,0,0,1.2,1.2,0.07,-1.2,-1.2,GER-Bundesliga,2024,shooting
AUT,DF,28-274,1996,24.8,1,8,1,12.5,0.32,0.04,0.13,1.0,13.8,0,0,0,0.5,0.5,0.06,0.5,0.5,GER-Bundesliga,2024,shooting
JPN,"FW,MF",26-299,1998,26.0,8,52,18,34.6,2.0,0.69,0.15,0.44,16.7,1,0,0,5.9,5.9,0.13,2.1,2.1,GER-Bundesliga,2024,shooting
HUN,"FW,MF",27-324,1997,0.5,0,3,1,33.3,5.87,1.96,0.0,0.0,22.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,GER-Bundesliga,2024,shooting
ITA,"FW,MF",32-004,1993,22.0,8,57,24,42.1,2.59,1.09,0.14,0.33,20.9,9,0,3,7.6,5.2,0.09,0.4,2.8,GER-Bundesliga,2024,shooting
FRA,"MF,FW",32-032,1993,17.3,10,36,11,30.6,2.08,0.64,0.25,0.82,15.3,1,1,1,6.9,6.1,0.17,3.1,2.9,GER-Bundesliga,2024,shooting
ITA,DF,19-310,2005,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,MF,28-026,1997,2.7,0,7,2,28.6,2.59,0.74,0.0,0.0,20.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,GER-Bundesliga,2024,shooting
FRA,FW,28-243,1996,12.3,2,21,5,23.8,1.71,0.41,0.1,0.4,15.2,0,0,0,3.4,3.4,0.16,-1.4,-1.4,GER-Bundesliga,2024,shooting
ARM,FW,21-265,2003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
USA,DF,22-101,2002,24.1,0,5,1,20.0,0.21,0.04,0.0,0.0,20.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,GER-Bundesliga,2024,shooting
SUI,GK,31-091,1994,5.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,MF,29-215,1995,26.3,0,17,6,35.3,0.65,0.23,0.0,0.0,23.5,0,0,0,0.7,0.7,0.04,-0.7,-0.7,GER-Bundesliga,2024,shooting
AUT,"MF,FW",31-227,1993,14.5,2,19,5,26.3,1.31,0.35,0.05,0.2,23.4,4,1,1,2.6,1.8,0.09,-0.6,-0.8,GER-Bundesliga,2024,shooting
JPN,DF,28-074,1997,26.0,2,15,5,33.3,0.58,0.19,0.13,0.4,11.2,0,0,0,0.8,0.8,0.06,1.2,1.2,GER-Bundesliga,2024,shooting
GER,DF,21-331,2003,9.6,0,3,0,0.0,0.31,0.0,0.0,,15.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,GER-Bundesliga,2024,shooting
GER,DF,21-026,2004,16.3,1,8,2,25.0,0.49,0.12,0.13,0.5,13.2,0,0,0,0.9,0.9,0.11,0.1,0.1,GER-Bundesliga,2024,shooting
GER,DF,29-119,1995,10.6,0,7,2,28.6,0.66,0.19,0.0,0.0,9.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,GER-Bundesliga,2024,shooting
GER,GK,27-172,1997,18.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
CMR,FW,25-028,2000,9.2,2,24,13,54.2,2.61,1.41,0.08,0.15,15.4,0,0,0,1.9,1.9,0.08,0.1,0.1,GER-Bundesliga,2024,shooting
SUI,DF,28-193,1996,20.5,1,11,3,27.3,0.54,0.15,0.09,0.33,8.4,0,0,0,2.0,2.0,0.19,-1.0,-1.0,GER-Bundesliga,2024,shooting
CRO,FW,19-328,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,MF,27-049,1998,13.9,1,15,5,33.3,1.08,0.36,0.07,0.2,21.0,0,0,0,1.0,1.0,0.07,0.0,0.0,GER-Bundesliga,2024,shooting
GER,FW,26-227,1998,19.7,4,45,21,46.7,2.29,1.07,0.09,0.19,20.8,0,0,0,4.2,4.2,0.09,-0.2,-0.2,GER-Bundesliga,2024,shooting
GER,MF,22-317,2002,15.9,1,17,5,29.4,1.07,0.31,0.06,0.2,18.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1,GER-Bundesliga,2024,shooting
JPN,"FW,MF",21-003,2004,0.5,1,1,1,100.0,2.09,2.09,1.0,1.0,20.5,0,0,0,0.3,0.3,0.35,0.7,0.7,GER-Bundesliga,2024,shooting
AUT,DF,32-227,1992,6.3,1,2,1,50.0,0.32,0.16,0.5,1.0,9.1,0,0,0,0.2,0.2,0.08,0.8,0.8,GER-Bundesliga,2024,shooting
LUX,GK,19-004,2006,3.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,FW,29-223,1995,25.4,15,67,33,49.3,2.64,1.3,0.21,0.42,13.0,0,1,2,13.0,11.3,0.17,2.0,2.7,GER-Bundesliga,2024,shooting
GER,GK,37-020,1988,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
CZE,FW,24-241,2000,6.7,1,18,6,33.3,2.7,0.9,0.06,0.17,13.5,0,0,0,2.9,2.9,0.16,-1.9,-1.9,GER-Bundesliga,2024,shooting
GER,"MF,FW",27-306,1997,12.4,2,29,8,27.6,2.34,0.65,0.07,0.25,18.1,0,0,0,2.4,2.4,0.08,-0.4,-0.4,GER-Bundesliga,2024,shooting
GER,DF,28-051,1997,24.7,0,12,1,8.3,0.49,0.04,0.0,0.0,15.5,0,0,0,0.7,0.7,0.06,-0.7,-0.7,GER-Bundesliga,2024,shooting
GEO,FW,31-032,1994,9.9,2,18,7,38.9,1.81,0.7,0.11,0.29,13.8,0,0,0,1.3,1.3,0.07,0.7,0.7,GER-Bundesliga,2024,shooting
GER,MF,32-238,1992,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,"DF,MF",22-087,2003,8.8,1,7,3,42.9,0.79,0.34,0.14,0.33,18.9,0,0,0,0.5,0.5,0.07,0.5,0.5,GER-Bundesliga,2024,shooting
GER,MF,25-303,1999,24.9,3,35,10,28.6,1.4,0.4,0.09,0.3,15.8,0,0,0,3.1,3.1,0.09,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,DF,29-075,1996,19.9,0,8,1,12.5,0.4,0.05,0.0,0.0,21.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,GER-Bundesliga,2024,shooting
GER,MF,23-359,2001,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,GK,34-027,1991,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
USA,MF,25-185,1999,8.4,0,3,0,0.0,0.36,0.0,0.0,,10.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3,GER-Bundesliga,2024,shooting
GER,"MF,DF",23-032,2002,7.6,1,5,3,60.0,0.66,0.39,0.2,0.33,14.7,0,0,0,0.4,0.4,0.07,0.6,0.6,GER-Bundesliga,2024,shooting
BRA,"FW,MF",26-210,1998,11.5,3,34,14,41.2,2.96,1.22,0.09,0.21,21.1,3,0,0,1.9,1.9,0.06,1.1,1.1,GER-Bundesliga,2024,shooting
GER,"DF,MF",30-124,1994,11.9,0,11,2,18.2,0.93,0.17,0.0,0.0,26.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,GER-Bundesliga,2024,shooting
GER,"FW,MF",25-189,1999,19.3,7,48,16,33.3,2.49,0.83,0.08,0.25,14.5,1,3,3,7.7,5.3,0.11,-0.7,-1.3,GER-Bundesliga,2024,shooting
AUT,"FW,DF",28-112,1996,11.9,4,26,9,34.6,2.19,0.76,0.15,0.44,17.0,1,0,0,3.2,3.2,0.12,0.8,0.8,GER-Bundesliga,2024,shooting
GER,"FW,MF",24-240,2000,3.9,2,10,2,20.0,2.57,0.51,0.1,0.5,15.2,0,1,1,3.4,2.7,0.27,-1.4,-1.7,GER-Bundesliga,2024,shooting
DEN,FW,24-098,2001,4.1,0,3,3,100.0,0.73,0.73,0.0,0.0,14.6,0,0,0,0.5,0.5,0.18,-0.5,-0.5,GER-Bundesliga,2024,shooting
GER,MF,27-086,1998,11.7,2,6,2,33.3,0.51,0.17,0.33,1.0,20.2,1,0,0,0.9,0.9,0.15,1.1,1.1,GER-Bundesliga,2024,shooting
GER,MF,38-077,1987,0.2,0,1,0,0.0,4.09,0.0,0.0,,9.1,0,0,0,0.0,0.0,0.03,0.0,0.0,GER-Bundesliga,2024,shooting
GER,DF,27-066,1998,23.2,0,11,3,27.3,0.48,0.13,0.0,0.0,24.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,GER-Bundesliga,2024,shooting
GER,DF,30-156,1994,28.0,1,22,7,31.8,0.79,0.25,0.05,0.14,14.5,0,0,0,1.7,1.7,0.08,-0.7,-0.7,GER-Bundesliga,2024,shooting
GER,"MF,FW",19-109,2005,16.9,3,23,5,21.7,1.36,0.3,0.09,0.4,18.1,3,1,1,3.5,2.7,0.12,-0.5,-0.7,GER-Bundesliga,2024,shooting
GER,"FW,MF",28-276,1996,7.8,1,8,4,50.0,1.02,0.51,0.13,0.25,14.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3,GER-Bundesliga,2024,shooting
GER,"FW,MF",30-348,1994,2.5,0,10,2,20.0,4.02,0.8,0.0,0.0,14.4,0,0,0,1.1,1.1,0.11,-1.1,-1.1,GER-Bundesliga,2024,shooting
GER,"DF,MF",25-249,1999,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,DF,25-033,2000,8.1,0,3,1,33.3,0.37,0.12,0.0,0.0,10.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,GER-Bundesliga,2024,shooting
CZE,"FW,MF",22-260,2002,16.6,6,49,18,36.7,2.94,1.08,0.12,0.33,17.7,1,0,0,4.7,4.7,0.1,1.3,1.3,GER-Bundesliga,2024,shooting
AUT,DF,23-320,2001,16.9,0,12,1,8.3,0.71,0.06,0.0,0.0,18.6,1,0,0,0.9,0.9,0.07,-0.9,-0.9,GER-Bundesliga,2024,shooting
CRO,"MF,FW",33-296,1991,24.9,8,50,14,28.0,2.01,0.56,0.1,0.36,16.3,2,3,3,8.8,6.4,0.13,-0.8,-1.4,GER-Bundesliga,2024,shooting
GER,"MF,DF",26-147,1998,22.8,1,23,9,39.1,1.01,0.39,0.04,0.11,20.4,0,0,0,1.3,1.3,0.06,-0.3,-0.3,GER-Bundesliga,2024,shooting
BRA,DF,24-072,2001,18.3,0,8,0,0.0,0.44,0.0,0.0,,14.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5,GER-Bundesliga,2024,shooting
CIV,"FW,DF",19-040,2006,2.4,0,11,3,27.3,4.67,1.27,0.0,0.0,17.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8,GER-Bundesliga,2024,shooting
CZE,DF,24-247,2000,6.5,0,5,2,40.0,0.77,0.31,0.0,0.0,27.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,GER-Bundesliga,2024,shooting
FRA,"DF,FW",20-343,2004,0.2,0,2,2,100.0,8.18,8.18,0.0,0.0,5.4,0,0,0,0.3,0.3,0.15,-0.3,-0.3,GER-Bundesliga,2024,shooting
GER,"MF,FW",26-305,1998,5.9,0,2,1,50.0,0.34,0.17,0.0,0.0,28.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,GER-Bundesliga,2024,shooting
MLI,MF,29-090,1996,3.2,0,3,1,33.3,0.93,0.31,0.0,0.0,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,GER-Bundesliga,2024,shooting
TUR,"FW,MF",23-066,2002,3.4,0,6,1,16.7,1.76,0.29,0.0,0.0,9.3,0,0,0,1.0,1.0,0.17,-1.0,-1.0,GER-Bundesliga,2024,shooting
GER,MF,24-307,2000,7.2,0,4,2,50.0,0.56,0.28,0.0,0.0,28.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,GER-Bundesliga,2024,shooting
AUT,MF,29-247,1995,6.7,0,6,1,16.7,0.9,0.15,0.0,0.0,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,GER-Bundesliga,2024,shooting
AUT,MF,19-329,2005,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
NGA,FW,22-268,2002,7.3,4,11,4,36.4,1.51,0.55,0.36,1.0,17.4,0,0,0,3.4,3.4,0.31,0.6,0.6,GER-Bundesliga,2024,shooting
GER,MF,30-092,1995,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,DF,,,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
BIH,FW,30-295,1994,6.8,2,24,9,37.5,3.51,1.31,0.08,0.22,11.8,0,0,0,2.7,2.7,0.11,-0.7,-0.7,GER-Bundesliga,2024,shooting
DEN,"FW,MF",26-204,1998,4.4,2,14,6,42.9,3.15,1.35,0.14,0.33,15.2,0,0,0,2.3,2.3,0.16,-0.3,-0.3,GER-Bundesliga,2024,shooting
NGA,DF,29-357,1995,20.3,0,3,0,0.0,0.15,0.0,0.0,,30.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,GER-Bundesliga,2024,shooting
NOR,DF,25-134,1999,6.3,0,4,0,0.0,0.63,0.0,0.0,,9.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,GER-Bundesliga,2024,shooting
GER,GK,24-134,2000,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,FW,32-013,1993,14.1,4,26,11,42.3,1.84,0.78,0.15,0.36,15.3,0,0,0,3.0,3.0,0.12,1.0,1.0,GER-Bundesliga,2024,shooting
GER,FW,,,5.0,0,12,4,33.3,2.39,0.8,0.0,0.0,12.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,GER-Bundesliga,2024,shooting
GER,"FW,MF",26-335,1998,3.7,1,11,3,27.3,2.97,0.81,0.09,0.33,16.0,1,0,0,1.0,1.0,0.09,0.0,0.0,GER-Bundesliga,2024,shooting
GER,GK,34-313,1990,23.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,MF,20-036,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
CZE,DF,32-351,1992,13.2,0,7,1,14.3,0.53,0.08,0.0,0.0,16.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,GER-Bundesliga,2024,shooting
CZE,DF,25-072,2000,2.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
FRA,DF,26-002,1999,11.4,0,2,1,50.0,0.18,0.09,0.0,0.0,13.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,DF,20-036,2005,4.0,0,2,2,100.0,0.5,0.5,0.0,0.0,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,"MF,FW",19-287,2005,23.8,5,43,15,34.9,1.8,0.63,0.12,0.33,23.2,3,0,0,1.7,1.7,0.04,3.3,3.3,GER-Bundesliga,2024,shooting
GER,"MF,FW",20-243,2004,3.8,0,3,1,33.3,0.78,0.26,0.0,0.0,26.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,GER-Bundesliga,2024,shooting
FRA,DF,24-294,2000,14.0,1,10,5,50.0,0.71,0.36,0.1,0.2,19.1,0,0,0,1.1,1.1,0.11,-0.1,-0.1,GER-Bundesliga,2024,shooting
SWE,"MF,DF",26-215,1998,8.6,3,14,6,42.9,1.62,0.7,0.21,0.5,17.6,0,0,0,1.5,1.5,0.1,1.5,1.5,GER-Bundesliga,2024,shooting
GER,"MF,DF",22-241,2002,3.2,1,6,3,50.0,1.87,0.94,0.17,0.33,13.3,0,0,0,0.9,0.9,0.14,0.1,0.1,GER-Bundesliga,2024,shooting
BIH,MF,23-005,2002,16.5,4,22,8,36.4,1.33,0.49,0.18,0.5,18.9,1,0,0,1.6,1.6,0.07,2.4,2.4,GER-Bundesliga,2024,shooting
AUT,FW,27-265,1997,8.6,1,18,8,44.4,2.1,0.93,0.06,0.13,13.9,0,0,0,2.2,2.2,0.12,-1.2,-1.2,GER-Bundesliga,2024,shooting
SWE,DF,30-323,1994,4.1,0,1,1,100.0,0.25,0.25,0.0,0.0,10.8,0,0,0,0.0,0.0,0.05,0.0,0.0,GER-Bundesliga,2024,shooting
SVN,DF,25-096,2000,12.4,2,9,5,55.6,0.73,0.4,0.22,0.4,12.3,0,0,0,1.2,1.2,0.13,0.8,0.8,GER-Bundesliga,2024,shooting
SVK,"DF,MF",22-160,2002,4.3,0,1,0,0.0,0.23,0.0,0.0,,22.5,0,0,0,0.0,0.0,0.02,0.0,0.0,GER-Bundesliga,2024,shooting
GER,"DF,MF",28-047,1997,20.2,2,25,11,44.0,1.24,0.54,0.08,0.18,20.9,0,0,0,1.8,1.8,0.1,0.2,0.2,GER-Bundesliga,2024,shooting
CRO,DF,24-108,2000,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,"FW,MF",25-095,2000,7.7,2,19,9,47.4,2.47,1.17,0.05,0.11,21.8,3,1,2,3.6,2.1,0.11,-1.6,-1.1,GER-Bundesliga,2024,shooting
USA,"DF,FW",22-254,2002,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,DF,23-082,2002,13.9,1,7,4,57.1,0.5,0.29,0.14,0.25,13.1,0,0,0,0.7,0.7,0.11,0.3,0.3,GER-Bundesliga,2024,shooting
GER,MF,34-205,1990,13.1,0,6,0,0.0,0.46,0.0,0.0,,24.3,2,0,0,0.5,0.5,0.09,-0.5,-0.5,GER-Bundesliga,2024,shooting
NOR,MF,23-300,2001,17.5,0,10,3,30.0,0.57,0.17,0.0,0.0,25.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,GER-Bundesliga,2024,shooting
CRO,DF,28-136,1996,13.8,0,2,0,0.0,0.15,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,GER-Bundesliga,2024,shooting
SRB,DF,23-130,2001,15.4,0,6,0,0.0,0.39,0.0,0.0,,13.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,GER-Bundesliga,2024,shooting
GER,"DF,MF",30-086,1995,3.0,0,3,1,33.3,0.99,0.33,0.0,0.0,28.1,0,0,0,0.0,0.0,0.01,0.0,0.0,GER-Bundesliga,2024,shooting
GER,DF,23-278,2001,13.5,1,9,2,22.2,0.67,0.15,0.11,0.5,12.8,0,0,0,0.9,0.9,0.1,0.1,0.1,GER-Bundesliga,2024,shooting
GER,MF,24-296,2000,21.9,0,19,2,10.5,0.87,0.09,0.0,0.0,18.8,0,0,0,1.1,1.1,0.06,-1.1,-1.1,GER-Bundesliga,2024,shooting
GER,DF,30-080,1995,9.2,1,8,1,12.5,0.87,0.11,0.13,1.0,10.0,0,0,0,0.9,0.9,0.11,0.1,0.1,GER-Bundesliga,2024,shooting
GER,FW,23-017,2002,15.5,8,34,15,44.1,2.19,0.97,0.24,0.53,12.7,0,0,0,4.9,4.9,0.15,3.1,3.1,GER-Bundesliga,2024,shooting
JPN,"FW,MF",25-193,1999,16.9,7,39,15,38.5,2.31,0.89,0.15,0.4,17.5,3,1,1,4.5,3.7,0.1,2.5,2.3,GER-Bundesliga,2024,shooting
GER,"FW,MF",32-144,1992,10.6,6,24,10,41.7,2.27,0.95,0.21,0.5,18.5,0,1,1,3.3,2.5,0.1,2.7,2.5,GER-Bundesliga,2024,shooting
GER,GK,31-097,1994,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,DF,28-017,1997,21.7,0,15,4,26.7,0.69,0.18,0.0,0.0,19.3,1,0,0,1.2,1.2,0.09,-1.2,-1.2,GER-Bundesliga,2024,shooting
GER,GK,26-083,1999,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
POL,DF,26-078,1999,4.4,0,4,1,25.0,0.91,0.23,0.0,0.0,21.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,GER-Bundesliga,2024,shooting
ESP,MF,27-287,1997,13.7,3,13,3,23.1,0.95,0.22,0.23,1.0,22.0,2,0,0,0.9,0.9,0.07,2.1,2.1,GER-Bundesliga,2024,shooting
MAR,"MF,FW",24-336,2000,5.9,2,16,5,31.3,2.7,0.84,0.13,0.4,13.7,0,0,0,2.2,2.2,0.14,-0.2,-0.2,GER-Bundesliga,2024,shooting
BRA,"DF,FW",22-025,2003,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
BFA,DF,26-068,1999,22.4,0,19,2,10.5,0.85,0.09,0.0,0.0,18.5,0,0,0,1.1,1.1,0.06,-1.1,-1.1,GER-Bundesliga,2024,shooting
ARG,"MF,FW",28-107,1996,1.5,1,5,3,60.0,3.44,2.06,0.2,0.33,16.6,0,0,0,0.8,0.8,0.16,0.2,0.2,GER-Bundesliga,2024,shooting
ARG,MF,26-188,1998,9.2,1,10,7,70.0,1.08,0.76,0.1,0.14,17.3,0,0,0,1.4,1.4,0.14,-0.4,-0.4,GER-Bundesliga,2024,shooting
GER,"MF,FW",21-343,2003,20.8,9,62,28,45.2,2.97,1.34,0.11,0.25,19.6,1,2,4,8.5,5.2,0.08,0.5,1.8,GER-Bundesliga,2024,shooting
SUI,MF,32-196,1992,27.2,2,19,3,15.8,0.7,0.11,0.11,0.67,24.9,0,0,0,0.8,0.8,0.04,1.2,1.2,GER-Bundesliga,2024,shooting
FRA,"DF,MF",20-053,2005,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
NED,"DF,MF",24-122,2000,21.8,4,30,15,50.0,1.37,0.69,0.13,0.27,14.6,0,0,0,3.9,3.9,0.13,0.1,0.1,GER-Bundesliga,2024,shooting
GER,"MF,DF",32-271,1992,2.7,1,7,4,57.1,2.55,1.46,0.14,0.25,17.9,0,0,0,0.6,0.6,0.09,0.4,0.4,GER-Bundesliga,2024,shooting
GER,DF,29-059,1996,27.0,2,19,5,26.3,0.7,0.19,0.11,0.4,13.9,0,0,0,0.9,0.9,0.05,1.1,1.1,GER-Bundesliga,2024,shooting
FIN,GK,35-138,1989,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
ESP,DF,29-297,1995,3.3,0,4,0,0.0,1.23,0.0,0.0,,9.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,GER-Bundesliga,2024,shooting
FRA,"MF,FW",28-038,1997,6.5,2,16,6,37.5,2.47,0.92,0.13,0.33,13.6,0,0,0,2.4,2.4,0.15,-0.4,-0.4,GER-Bundesliga,2024,shooting
CZE,GK,24-329,2000,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
NGA,"MF,FW",25-280,1999,11.6,2,24,8,33.3,2.07,0.69,0.08,0.25,15.3,0,0,0,2.6,2.6,0.11,-0.6,-0.6,GER-Bundesliga,2024,shooting
FRA,DF,27-161,1997,10.0,1,7,3,42.9,0.7,0.3,0.14,0.33,15.8,0,0,0,1.4,1.4,0.2,-0.4,-0.4,GER-Bundesliga,2024,shooting
CZE,FW,29-077,1996,13.9,17,56,27,48.2,4.02,1.94,0.3,0.63,11.6,0,0,0,10.4,10.4,0.19,6.6,6.6,GER-Bundesliga,2024,shooting
ECU,DF,23-092,2002,24.5,2,18,2,11.1,0.73,0.08,0.11,1.0,12.9,0,0,0,2.6,2.6,0.15,-0.6,-0.6,GER-Bundesliga,2024,shooting
GER,"MF,DF",30-201,1994,15.5,2,20,4,20.0,1.29,0.26,0.1,0.5,21.9,0,0,0,1.3,1.3,0.06,0.7,0.7,GER-Bundesliga,2024,shooting
NGA,FW,24-109,2000,11.0,8,50,17,34.0,4.55,1.55,0.16,0.47,14.5,0,0,1,7.8,7.1,0.14,0.2,0.9,GER-Bundesliga,2024,shooting
ESP,"DF,MF",29-203,1995,24.2,2,37,11,29.7,1.53,0.45,0.05,0.18,21.6,8,0,0,2.2,2.2,0.06,-0.2,-0.2,GER-Bundesliga,2024,shooting
NOR,DF,28-084,1997,10.1,1,7,1,14.3,0.69,0.1,0.14,1.0,13.1,0,0,0,0.4,0.4,0.06,0.6,0.6,GER-Bundesliga,2024,shooting
FRA,DF,27-284,1997,24.9,1,29,11,37.9,1.17,0.44,0.03,0.09,16.5,1,0,0,2.8,2.8,0.1,-1.8,-1.8,GER-Bundesliga,2024,shooting
GER,"FW,MF",22-053,2003,8.2,2,26,7,26.9,3.19,0.86,0.08,0.29,16.2,0,0,0,2.7,2.7,0.11,-0.7,-0.7,GER-Bundesliga,2024,shooting
FRA,DF,26-298,1998,0.3,0,1,0,0.0,3.75,0.0,0.0,,25.1,0,0,0,0.0,0.0,0.02,0.0,0.0,GER-Bundesliga,2024,shooting
MAR,MF,26-325,1998,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2024,shooting
GER,DF,31-272,1993,17.0,0,2,0,0.0,0.12,0.0,0.0,,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,GER-Bundesliga,2024,shooting
GER,"DF,MF",31-070,1994,22.7,1,12,4,33.3,0.53,0.18,0.08,0.25,20.8,0,0,0,1.2,1.2,0.12,-0.2,-0.2,GER-Bundesliga,2024,shooting
CRO,MF,21-131,2003,0.0,0,1,0,0.0,22.5,0.0,0.0,,13.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,GER-Bundesliga,2024,shooting
