league,season,team,player,nation,pos,age,born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type
ITA-Serie A,2024,Atalanta,Juan Musso,ARG,GK,30-340,1994,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Atalanta,Lazar Samardzic,SRB,"MF,FW",23-046,2002,11.6,18,12,4,6,8,10,21,47.6,11,8,1,7,2,20,6,0,defense
ITA-Serie A,2024,Atalanta,Marco Brescianini,ITA,MF,25-081,2000,9.3,15,9,4,7,4,7,9,77.8,2,13,1,12,2,17,4,0,defense
ITA-Serie A,2024,Atalanta,Marco Carnesecchi,ITA,GK,24-284,2000,28.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,20,1,defense
ITA-Serie A,2024,Atalanta,Marco Palestra,ITA,DF,20-039,2005,1.2,5,4,3,2,0,3,3,100.0,0,2,0,2,0,5,3,0,defense
ITA-Serie A,2024,Atalanta,Mario Pašalić,CRO,MF,30-061,1995,17.7,22,14,8,12,2,9,22,40.9,13,18,4,14,12,34,24,1,defense
ITA-Serie A,2024,Atalanta,Marten de Roon,NED,"MF,DF",34-013,1991,28.0,61,38,24,34,3,22,53,41.5,31,32,6,26,37,98,48,1,defense
ITA-Serie A,2024,Atalanta,Mateo Retegui,ITA,FW,25-347,1999,19.9,12,7,0,7,5,2,11,18.2,9,3,0,3,2,14,15,0,defense
ITA-Serie A,2024,Atalanta,Matteo Ruggeri,ITA,DF,22-274,2002,17.0,34,21,14,10,10,22,32,68.8,10,25,3,22,15,49,36,1,defense
ITA-Serie A,2024,Atalanta,Mitchel Bakker,NED,MF,24-295,2000,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,defense
ITA-Serie A,2024,Atalanta,Nicolò Zaniolo,ITA,"FW,MF",25-283,1999,4.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,defense
ITA-Serie A,2024,Atalanta,Odilon Kossounou,CIV,DF,24-097,2001,8.0,11,7,7,4,0,4,7,57.1,3,10,2,8,7,18,14,0,defense
ITA-Serie A,2024,Atalanta,Rafael Tolói,ITA,DF,34-183,1990,3.8,9,5,3,4,2,3,7,42.9,4,6,1,5,7,16,7,0,defense
ITA-Serie A,2024,Atalanta,Raoul Bellanova,ITA,DF,24-329,2000,21.2,22,13,7,12,3,11,19,57.9,8,11,3,8,16,38,35,0,defense
ITA-Serie A,2024,Atalanta,Rui Patrício,POR,GK,37-055,1988,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,defense
ITA-Serie A,2024,Atalanta,Sead Kolašinac,BIH,DF,31-295,1993,20.7,39,25,20,19,0,14,28,50.0,14,16,7,9,22,61,53,1,defense
ITA-Serie A,2024,Atalanta,Stefan Posch,AUT,DF,27-332,1997,3.8,14,10,5,6,3,7,8,87.5,1,5,1,4,4,18,13,0,defense
ITA-Serie A,2024,Atalanta,Vanja Vlahović,SRB,"FW,MF",21-019,2004,0.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,defense
ITA-Serie A,2024,Atalanta,Éderson,BRA,MF,25-278,1999,26.6,45,27,15,25,5,19,28,67.9,9,26,5,21,34,79,27,1,defense
ITA-Serie A,2024,Bologna,Benjamín Domínguez,ARG,FW,21-204,2003,10.9,13,5,1,10,2,3,16,18.8,13,14,1,13,4,17,6,0,defense
ITA-Serie A,2024,Bologna,Charalambos Lykogiannis,GRE,DF,31-171,1993,9.6,16,10,10,5,1,7,13,53.8,6,6,4,2,9,25,31,1,defense
ITA-Serie A,2024,Bologna,Dan Ndoye,SUI,FW,24-168,2000,20.0,19,15,5,6,8,10,19,52.6,9,19,0,19,8,27,4,0,defense
ITA-Serie A,2024,Bologna,Davide Calabria,ITA,DF,28-126,1996,4.9,10,6,3,5,2,4,7,57.1,3,2,0,2,0,10,14,1,defense
ITA-Serie A,2024,Bologna,Emil Holm,SWE,DF,24-333,2000,10.8,32,20,15,14,3,20,30,66.7,10,17,4,13,10,42,43,1,defense
ITA-Serie A,2024,Bologna,Estanis,ESP,FW,21-230,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Bologna,Federico Ravaglia,ITA,GK,25-151,1999,8.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,defense
ITA-Serie A,2024,Bologna,Giovanni Fabbian,ITA,MF,22-087,2003,9.8,10,6,1,3,6,7,12,58.3,5,5,2,3,2,12,4,0,defense
ITA-Serie A,2024,Bologna,Jens Odgaard,DEN,"MF,FW",26-011,1999,19.2,20,14,3,12,5,6,19,31.6,13,17,2,15,8,28,11,1,defense
ITA-Serie A,2024,Bologna,Jesper Karlsson,SWE,FW,26-260,1998,3.3,1,0,0,0,1,0,2,0.0,2,4,0,4,0,1,3,0,defense
ITA-Serie A,2024,Bologna,Jhon Lucumí,COL,DF,26-289,1998,22.9,35,20,18,17,0,18,28,64.3,10,26,13,13,19,54,71,3,defense
ITA-Serie A,2024,Bologna,Juan Miranda,ESP,DF,25-082,2000,20.6,30,17,11,12,7,13,29,44.8,16,17,2,15,20,50,40,1,defense
ITA-Serie A,2024,Bologna,Kacper Urbanski,POL,MF,20-216,2004,2.7,5,2,4,0,1,4,6,66.7,2,5,1,4,2,7,5,0,defense
ITA-Serie A,2024,Bologna,Lewis Ferguson,SCO,MF,25-230,1999,7.9,18,9,3,10,5,7,13,53.8,6,6,2,4,3,21,9,0,defense
ITA-Serie A,2024,Bologna,Lorenzo De Silvestri,ITA,DF,36-323,1988,8.5,10,6,6,1,3,6,13,46.2,7,8,2,6,7,17,24,0,defense
ITA-Serie A,2024,Bologna,Martin Erlic,CRO,DF,27-077,1998,3.2,2,0,0,2,0,1,2,50.0,1,5,4,1,2,4,6,0,defense
ITA-Serie A,2024,Bologna,Michel Aebischer,SUI,MF,28-095,1997,5.7,11,8,4,5,2,7,11,63.6,4,3,1,2,5,16,5,0,defense
ITA-Serie A,2024,Bologna,Nicolò Cambiaghi,ITA,FW,24-104,2000,3.6,8,4,2,4,2,2,6,33.3,4,8,0,8,2,10,1,0,defense
ITA-Serie A,2024,Bologna,Nicolò Casale,ITA,DF,27-056,1998,7.7,7,4,4,3,0,3,7,42.9,4,11,7,4,13,20,37,2,defense
ITA-Serie A,2024,Bologna,Nikola Moro,CRO,MF,27-030,1998,12.3,34,26,6,21,7,21,32,65.6,11,18,7,11,13,47,16,0,defense
ITA-Serie A,2024,Bologna,Oussama El Azzouzi,MAR,MF,23-317,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,defense
ITA-Serie A,2024,Bologna,Remo Freuler,SUI,MF,32-361,1992,29.0,68,33,25,34,9,30,65,46.2,35,33,3,30,30,98,51,1,defense
ITA-Serie A,2024,Bologna,Riccardo Orsolini,ITA,FW,28-077,1997,16.1,12,11,5,5,2,3,8,37.5,5,22,0,22,7,19,10,1,defense
ITA-Serie A,2024,Bologna,Sam Beukema,NED,DF,26-145,1998,28.5,44,24,21,20,3,19,37,51.4,18,29,16,13,25,69,98,0,defense
ITA-Serie A,2024,Bologna,Samuel Iling-Junior,ENG,"FW,MF",21-189,2003,1.3,3,2,1,1,1,0,1,0.0,1,1,0,1,2,5,2,0,defense
ITA-Serie A,2024,Bologna,Santiago Castro,ARG,FW,20-194,2004,23.7,17,9,4,9,4,5,15,33.3,10,13,2,11,3,20,19,0,defense
ITA-Serie A,2024,Bologna,Stefan Posch,AUT,DF,27-332,1997,7.9,26,15,12,9,5,15,25,60.0,10,19,4,15,5,31,22,0,defense
ITA-Serie A,2024,Bologna,Thijs Dallinga,NED,"FW,MF",24-251,2000,7.9,10,5,0,4,6,3,3,100.0,0,9,1,8,1,11,8,1,defense
ITA-Serie A,2024,Bologna,Tommaso Pobega,ITA,MF,25-270,1999,10.3,28,16,11,11,6,18,24,75.0,6,12,4,8,11,39,12,0,defense
ITA-Serie A,2024,Bologna,Łukasz Skorupski,POL,GK,33-341,1991,22.3,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,10,2,defense
ITA-Serie A,2024,Cagliari,Adam Obert,SVK,DF,22-231,2002,10.4,30,17,12,17,1,15,26,57.7,11,17,7,10,18,48,44,2,defense
ITA-Serie A,2024,Cagliari,Alen Sherri,ALB,GK,27-117,1997,6.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,defense
ITA-Serie A,2024,Cagliari,Alessandro Deiola,ITA,MF,29-253,1995,12.6,24,16,7,15,2,8,24,33.3,16,19,10,9,11,35,31,0,defense
ITA-Serie A,2024,Cagliari,Antoine Makoumbou,CGO,MF,26-267,1998,18.9,34,18,24,8,2,18,23,78.3,5,23,4,19,12,46,21,0,defense
ITA-Serie A,2024,Cagliari,Elia Caprile,ITA,GK,23-229,2001,12.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,7,1,defense
ITA-Serie A,2024,Cagliari,Florinel Coman,ROU,"FW,MF",27-001,1998,1.8,5,3,3,1,1,2,2,100.0,0,1,0,1,1,6,1,0,defense
ITA-Serie A,2024,Cagliari,Gabriele Zappa,ITA,DF,25-110,1999,27.5,33,19,17,14,2,16,26,61.5,10,37,20,17,19,52,72,1,defense
ITA-Serie A,2024,Cagliari,Gianluca Gaetano,ITA,"MF,FW",24-341,2000,9.8,9,6,3,5,1,4,13,30.8,9,7,0,7,5,14,7,0,defense
ITA-Serie A,2024,Cagliari,Gianluca Lapadula,PER,"FW,MF",35-063,1990,3.4,2,0,1,0,1,0,1,0.0,1,0,0,0,0,2,1,0,defense
ITA-Serie A,2024,Cagliari,José Luis Palomino,ARG,DF,35-096,1990,7.1,13,7,7,4,2,8,12,66.7,4,10,5,5,12,25,25,0,defense
ITA-Serie A,2024,Cagliari,Kingstone Mutandwa,ZAM,"MF,FW",22-096,2003,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Cagliari,Leonardo Pavoletti,ITA,"FW,MF",36-136,1988,3.8,0,0,0,0,0,0,0,,0,2,1,1,0,0,3,0,defense
ITA-Serie A,2024,Cagliari,Mateusz Wieteska,POL,DF,28-059,1997,2.0,1,0,0,1,0,1,1,100.0,0,3,2,1,7,8,6,0,defense
ITA-Serie A,2024,Cagliari,Matteo Prati,ITA,MF,21-104,2003,5.4,10,4,2,7,1,3,10,30.0,7,4,1,3,5,15,9,1,defense
ITA-Serie A,2024,Cagliari,Mattia Felici,ITA,"MF,FW",23-359,2001,9.7,17,12,8,7,2,4,9,44.4,5,10,0,10,7,24,7,0,defense
ITA-Serie A,2024,Cagliari,Michel Ndary Adopo,FRA,MF,24-266,2000,20.3,43,27,14,23,6,13,23,56.5,10,14,3,11,20,63,20,0,defense
ITA-Serie A,2024,Cagliari,Nadir Zortea,ITA,"DF,FW",25-296,1999,24.0,26,11,13,11,2,12,28,42.9,16,6,0,6,14,40,37,2,defense
ITA-Serie A,2024,Cagliari,Nicolas Viola,ITA,"MF,FW",35-181,1989,12.1,14,7,6,7,1,1,9,11.1,8,4,0,4,2,16,4,0,defense
ITA-Serie A,2024,Cagliari,Paulo Azzi,BRA,DF,30-270,1994,4.7,11,9,3,6,2,5,9,55.6,4,5,2,3,5,16,11,0,defense
ITA-Serie A,2024,Cagliari,Roberto Piccoli,ITA,FW,24-074,2001,28.8,13,9,2,6,5,3,8,37.5,5,12,4,8,2,15,27,0,defense
ITA-Serie A,2024,Cagliari,Răzvan Marin,ROU,MF,28-323,1996,12.7,21,12,8,11,2,13,24,54.2,11,5,0,5,2,23,15,2,defense
ITA-Serie A,2024,Cagliari,Sebastiano Luperto,ITA,DF,28-217,1996,31.0,42,22,28,13,1,15,25,60.0,10,26,13,13,27,69,133,1,defense
ITA-Serie A,2024,Cagliari,Simone Scuffet,ITA,GK,28-315,1996,13.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,2,defense
ITA-Serie A,2024,Cagliari,Tommaso Augello,ITA,"DF,FW",30-224,1994,23.5,44,25,25,15,4,26,35,74.3,9,19,5,14,15,59,79,0,defense
ITA-Serie A,2024,Cagliari,Yerry Mina,COL,DF,30-200,1994,25.1,54,25,37,16,1,35,45,77.8,10,51,28,23,30,84,149,3,defense
ITA-Serie A,2024,Cagliari,Zito Luvumbo,ANG,"FW,MF",23-033,2002,13.3,7,4,1,3,3,3,14,21.4,11,4,0,4,2,9,4,0,defense
ITA-Serie A,2024,Como,Alberto Cerri,ITA,FW,28-360,1996,1.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,defense
ITA-Serie A,2024,Como,Alberto Dossena,ITA,DF,26-180,1998,20.3,33,20,23,8,2,16,28,57.1,12,22,11,11,22,55,89,1,defense
ITA-Serie A,2024,Como,Alberto Moreno,ESP,DF,32-280,1992,15.7,23,10,15,8,0,11,19,57.9,8,10,2,8,12,35,28,2,defense
ITA-Serie A,2024,Como,Alessandro Gabrielloni,ITA,"FW,MF",30-275,1994,1.2,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Como,Alessio Iovine,ITA,"DF,FW",34-069,1991,4.2,5,2,2,3,0,4,10,40.0,6,7,1,6,3,8,21,1,defense
ITA-Serie A,2024,Como,Ali Jasim,IRQ,"FW,DF",21-081,2004,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,defense
ITA-Serie A,2024,Como,Alieu Fadera,GAM,"FW,DF",23-159,2001,17.7,60,45,24,24,12,20,44,45.5,24,17,1,16,10,70,9,0,defense
ITA-Serie A,2024,Como,Anastasios Douvikas,GRE,FW,25-252,1999,2.2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,defense
ITA-Serie A,2024,Como,Andrea Belotti,ITA,FW,31-112,1993,6.6,7,5,1,4,2,1,4,25.0,3,4,0,4,1,8,8,0,defense
ITA-Serie A,2024,Como,Assane Diao,SEN,"FW,MF",19-216,2005,12.0,19,13,7,7,5,10,24,41.7,14,8,1,7,3,22,12,0,defense
ITA-Serie A,2024,Como,Ben Lhassine Kone,CIV,MF,25-028,2000,0.6,2,2,1,0,1,2,3,66.7,1,0,0,0,1,3,1,0,defense
ITA-Serie A,2024,Como,Daniele Baselli,ITA,MF,33-030,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,defense
ITA-Serie A,2024,Como,Dele Alli,ENG,MF,29-000,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Como,Edoardo Goldaniga,ITA,DF,31-160,1993,22.1,26,16,16,5,5,11,14,78.6,3,15,7,8,23,49,76,3,defense
ITA-Serie A,2024,Como,Emil Audero,IDN,GK,28-083,1997,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1,defense
ITA-Serie A,2024,Como,Federico Barba,ITA,DF,31-222,1993,4.8,2,2,1,1,0,1,4,25.0,3,2,2,0,4,6,15,0,defense
ITA-Serie A,2024,Como,Fellipe Jack,BRA,DF,19-089,2006,1.9,9,4,8,1,0,3,5,60.0,2,2,2,0,4,13,5,0,defense
ITA-Serie A,2024,Como,Gabriel Strefezza,BRA,"FW,MF",27-358,1997,24.7,49,36,19,16,14,19,49,38.8,30,23,2,21,12,61,22,0,defense
ITA-Serie A,2024,Como,Ignace Van Der Brempt,BEL,DF,23-010,2002,11.8,38,30,26,10,2,22,30,73.3,8,11,5,6,12,50,30,0,defense
ITA-Serie A,2024,Como,Ivan Smolčić,CRO,DF,24-237,2000,6.0,15,9,8,6,1,9,12,75.0,3,8,2,6,9,24,21,0,defense
ITA-Serie A,2024,Como,Jean Butez,FRA,GK,29-307,1995,13.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,12,1,defense
ITA-Serie A,2024,Como,Jonathan Ikone,FRA,FW,26-344,1998,2.3,9,6,1,1,7,2,4,50.0,2,4,1,3,0,9,0,1,defense
ITA-Serie A,2024,Como,Luca Mazzitelli,ITA,MF,29-147,1995,3.7,9,6,4,5,0,5,7,71.4,2,5,2,3,3,12,10,0,defense
ITA-Serie A,2024,Como,Lucas Da Cunha,FRA,MF,23-306,2001,22.4,32,17,13,12,7,14,28,50.0,14,10,2,8,12,44,22,1,defense
ITA-Serie A,2024,Como,Marc-Oliver Kempf,GER,DF,30-073,1995,23.1,27,18,12,14,1,11,21,52.4,10,24,17,7,29,56,99,3,defense
ITA-Serie A,2024,Como,Marco Sala,ITA,DF,25-311,1999,2.9,9,6,5,3,1,5,8,62.5,3,2,0,2,1,10,9,0,defense
ITA-Serie A,2024,Como,Matthias Braunöder,AUT,MF,23-015,2002,3.0,10,4,6,3,1,7,11,63.6,4,3,0,3,2,12,4,1,defense
ITA-Serie A,2024,Como,Maxence Caqueret,FRA,MF,25-055,2000,7.5,23,12,13,9,1,11,25,44.0,14,10,1,9,2,25,4,0,defense
ITA-Serie A,2024,Como,Máximo Perrone,ARG,MF,22-094,2003,15.2,29,20,14,10,5,9,31,29.0,22,11,1,10,14,43,27,0,defense
ITA-Serie A,2024,Como,Mërgim Vojvoda,KVX,DF,30-069,1995,2.0,0,0,0,0,0,0,0,,0,2,2,0,1,1,6,0,defense
ITA-Serie A,2024,Como,Nicolás Paz,ARG,"MF,FW",20-215,2004,24.0,41,26,15,20,6,21,43,48.8,22,41,2,39,19,60,12,0,defense
ITA-Serie A,2024,Como,Oliver Abildgaard,DEN,MF,28-305,1996,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense
ITA-Serie A,2024,Como,Patrick Cutrone,ITA,FW,27-098,1998,20.3,14,10,0,9,5,5,10,50.0,5,11,0,11,3,17,7,0,defense
ITA-Serie A,2024,Como,Pepe Reina,ESP,GK,42-223,1982,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1,defense
ITA-Serie A,2024,Como,Sergi Roberto,ESP,MF,33-063,1992,7.6,14,8,5,5,4,5,7,71.4,2,7,1,6,9,23,13,0,defense
ITA-Serie A,2024,Como,Simone Verdi,ITA,"MF,FW",32-273,1992,1.3,2,2,0,1,1,0,2,0.0,2,2,0,2,0,2,2,0,defense
ITA-Serie A,2024,Como,Yannik Engelhardt,GER,"MF,DF",24-063,2001,12.0,27,10,11,13,3,15,25,60.0,10,10,5,5,10,37,25,0,defense
ITA-Serie A,2024,Como,Álex Valle,ESP,DF,20-351,2004,7.9,20,10,7,11,2,10,14,71.4,4,9,2,7,5,25,25,0,defense
ITA-Serie A,2024,Empoli,Alberto Grassi,ITA,MF,30-035,1995,18.9,32,16,11,17,4,11,15,73.3,4,22,12,10,27,59,37,1,defense
ITA-Serie A,2024,Empoli,Ardian Ismajli,ALB,DF,28-193,1996,22.9,23,19,16,7,0,12,15,80.0,3,29,22,7,46,69,205,3,defense
ITA-Serie A,2024,Empoli,Christian Kouamé,CIV,"FW,MF",27-126,1997,5.6,5,4,0,3,2,2,4,50.0,2,4,2,2,0,5,4,0,defense
ITA-Serie A,2024,Empoli,Devis Vásquez,COL,GK,26-334,1998,25.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18,3,defense
ITA-Serie A,2024,Empoli,Emmanuel Ekong,SWE,"MF,FW",22-290,2002,2.1,4,3,0,2,2,3,3,100.0,0,2,1,1,1,5,1,0,defense
ITA-Serie A,2024,Empoli,Emmanuel Gyasi,GHA,"DF,FW",31-090,1994,29.1,51,28,31,14,6,24,34,70.6,10,20,7,13,8,59,70,0,defense
ITA-Serie A,2024,Empoli,Faustino Anjorin,ENG,MF,23-139,2001,10.9,26,12,7,13,6,8,17,47.1,9,14,3,11,11,37,19,0,defense
ITA-Serie A,2024,Empoli,Francesco Caputo,ITA,FW,37-248,1987,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Empoli,Giuseppe Pezzella,ITA,"DF,FW",27-133,1997,26.0,48,27,25,16,7,27,52,51.9,25,26,7,19,13,61,91,1,defense
ITA-Serie A,2024,Empoli,Ismael Konate,CIV,"FW,MF",19-013,2006,0.7,3,1,3,0,0,2,2,100.0,0,2,1,1,0,3,1,0,defense
ITA-Serie A,2024,Empoli,Jacopo Bacci,ITA,MF,19-296,2005,0.3,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0,defense
ITA-Serie A,2024,Empoli,Jacopo Fazzini,ITA,"MF,FW",22-026,2003,8.9,21,11,9,10,2,10,17,58.8,7,8,1,7,5,26,18,0,defense
ITA-Serie A,2024,Empoli,Jacopo Seghetti,ITA,GK,20-053,2005,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Empoli,Junior Sambia,FRA,"DF,FW",28-216,1996,3.4,10,8,3,3,4,8,8,100.0,0,2,0,2,2,12,4,0,defense
ITA-Serie A,2024,Empoli,Liam Henderson,SCO,MF,28-351,1996,21.6,37,17,14,21,2,19,47,40.4,28,16,5,11,13,50,38,0,defense
ITA-Serie A,2024,Empoli,Liberato Cacace,NZL,"DF,MF",24-196,2000,19.4,29,21,17,11,1,17,26,65.4,9,22,7,15,18,47,54,0,defense
ITA-Serie A,2024,Empoli,Lorenzo Colombo,ITA,"FW,MF",23-034,2002,21.9,24,12,5,12,7,6,20,30.0,14,31,2,29,2,26,14,1,defense
ITA-Serie A,2024,Empoli,Lorenzo Tosto,ITA,DF,19-072,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Empoli,Luca Marianucci,ITA,DF,20-262,2004,7.4,20,8,13,7,0,8,14,57.1,6,10,4,6,10,30,44,1,defense
ITA-Serie A,2024,Empoli,Marco Silvestri,ITA,GK,34-040,1991,5.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,3,1,defense
ITA-Serie A,2024,Empoli,Mattia De Sciglio,ITA,DF,32-173,1992,8.5,18,13,10,8,0,14,17,82.4,3,10,3,7,8,26,35,1,defense
ITA-Serie A,2024,Empoli,Mattia Viti,ITA,DF,23-077,2002,21.8,52,37,36,14,2,30,43,69.8,13,32,15,17,40,92,95,3,defense
ITA-Serie A,2024,Empoli,Nicolas Haas,SUI,MF,29-078,1996,3.2,11,8,4,5,2,5,9,55.6,4,2,1,1,4,15,6,0,defense
ITA-Serie A,2024,Empoli,Ola Solbakken,NOR,"MF,FW",26-216,1998,6.9,5,3,0,5,0,2,4,50.0,2,0,0,0,2,7,8,0,defense
ITA-Serie A,2024,Empoli,Petar Stojanović,SVN,MF,29-186,1995,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Empoli,Pietro Pellegri,ITA,FW,24-025,2001,4.6,7,2,0,6,1,2,4,50.0,2,2,0,2,0,7,3,0,defense
ITA-Serie A,2024,Empoli,Saba Goglichidze,GEO,DF,20-290,2004,23.3,59,35,33,24,2,24,45,53.3,21,33,16,17,27,86,84,3,defense
ITA-Serie A,2024,Empoli,Sebastian Walukiewicz,POL,DF,25-006,2000,2.0,1,0,1,0,0,0,1,0.0,1,3,3,0,1,2,15,0,defense
ITA-Serie A,2024,Empoli,Sebastiano Esposito,ITA,"MF,FW",22-283,2002,20.3,43,24,12,23,8,13,27,48.1,14,17,2,15,11,54,12,0,defense
ITA-Serie A,2024,Empoli,Szymon Żurkowski,POL,MF,27-198,1997,1.2,6,4,2,4,0,4,4,100.0,0,3,0,3,1,7,2,0,defense
ITA-Serie A,2024,Empoli,Thomas Campaniello,ITA,FW,17-041,2008,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Empoli,Tyronne Ebuehi,NGA,DF,29-116,1995,0.3,1,1,0,1,0,0,0,,0,1,0,1,2,3,0,0,defense
ITA-Serie A,2024,Empoli,Viktor Kovalenko,UKR,"MF,DF",29-056,1996,0.6,2,1,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0,defense
ITA-Serie A,2024,Empoli,Youssef Maleh,MAR,MF,26-232,1998,16.8,45,23,17,23,5,17,34,50.0,17,25,6,19,16,61,25,0,defense
ITA-Serie A,2024,Fiorentina,Albert Guðmundsson,ISL,"MF,FW",27-300,1997,10.9,6,2,2,2,2,5,12,41.7,7,5,0,5,6,12,6,1,defense
ITA-Serie A,2024,Fiorentina,Alessandro Bianco,ITA,MF,22-192,2002,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Fiorentina,Amir Richardson,MAR,MF,23-077,2002,8.1,23,10,11,10,2,8,18,44.4,10,10,1,9,4,27,25,1,defense
ITA-Serie A,2024,Fiorentina,Andrea Colpani,ITA,"FW,MF",25-335,1999,15.7,15,9,5,7,3,4,12,33.3,8,6,0,6,9,24,10,0,defense
ITA-Serie A,2024,Fiorentina,Antonín Barák,CZE,MF,30-129,1994,0.6,2,0,0,2,0,0,2,0.0,2,1,1,0,0,2,0,0,defense
ITA-Serie A,2024,Fiorentina,Cher Ndour,ITA,MF,20-258,2004,2.8,3,0,2,1,0,1,6,16.7,5,4,1,3,2,5,4,1,defense
ITA-Serie A,2024,Fiorentina,Christian Kouamé,CIV,"FW,MF",27-126,1997,6.9,13,8,4,4,5,0,3,0.0,3,3,1,2,2,15,10,0,defense
