league,season,team,player,nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,stat_type
,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
GER-Bundesliga,2023,Eint Frankfurt,Hugo Larsson,SWE,MF,19,2004,21.0,1,0,0,16,2,1,8,29,18,0,0,0,116,9,19,32.1,misc
GER-Bundesliga,2023,Eint Frankfurt,Jean Mattéo Bahoya,FRA,"MF,FW",18,2005,2.0,0,0,0,1,1,1,6,1,1,0,0,0,15,1,4,20.0,misc
GER-Bundesliga,2023,Eint Frankfurt,Jens Grahl,GER,GK,34,1988,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,misc
GER-Bundesliga,2023,Eint Frankfurt,Jens Petter Hauge,NOR,"MF,FW",23,1999,1.6,0,0,0,1,2,1,2,0,1,0,0,0,10,1,3,25.0,misc
GER-Bundesliga,2023,Eint Frankfurt,Jesper Lindstrøm,DEN,FW,23,2000,0.9,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0.0,misc
GER-Bundesliga,2023,Eint Frankfurt,Jessic Ngankam,GER,FW,23,2000,3.1,2,0,0,11,7,2,0,0,2,0,0,0,11,3,14,17.6,misc
GER-Bundesliga,2023,Eint Frankfurt,Junior Dina Ebimbe,FRA,"MF,DF",22,2000,21.7,5,0,0,49,15,3,21,9,29,0,0,0,112,41,32,56.2,misc
GER-Bundesliga,2023,Eint Frankfurt,Kevin Trapp,GER,GK,33,1990,32.0,2,0,0,0,6,0,0,1,0,0,0,0,58,8,1,88.9,misc
GER-Bundesliga,2023,Eint Frankfurt,Kristijan Jakić,CRO,"MF,FW",26,1997,2.2,1,0,0,5,3,0,1,2,3,0,0,0,12,5,3,62.5,misc
GER-Bundesliga,2023,Eint Frankfurt,Makoto Hasebe,JPN,"DF,MF",39,1984,2.4,1,0,0,4,3,0,1,2,2,0,1,0,13,4,3,57.1,misc
GER-Bundesliga,2023,Eint Frankfurt,Mario Götze,GER,MF,31,1992,23.0,5,1,1,14,35,1,54,14,34,0,1,0,152,8,13,38.1,misc
GER-Bundesliga,2023,Eint Frankfurt,Marko Mladenović,SRB,MF,18,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,misc
GER-Bundesliga,2023,Eint Frankfurt,Nacho Ferri,ESP,"FW,MF",18,2004,0.8,0,0,0,1,2,0,0,0,3,0,0,0,2,9,9,50.0,misc
GER-Bundesliga,2023,Eint Frankfurt,Niels Nkounkou,FRA,"DF,MF",22,2000,14.5,5,1,1,27,2,0,53,16,30,0,1,0,102,17,27,38.6,misc
GER-Bundesliga,2023,Eint Frankfurt,Nnamdi Collins,GER,DF,19,2004,1.0,0,0,0,0,1,0,2,2,0,0,0,0,7,0,2,0.0,misc
GER-Bundesliga,2023,Eint Frankfurt,Omar Marmoush,EGY,"FW,MF",24,1999,25.6,7,0,0,28,74,12,33,11,11,2,1,0,90,27,29,48.2,misc
GER-Bundesliga,2023,Eint Frankfurt,Paxten Aaronson,USA,MF,19,2003,1.1,0,0,0,6,4,0,0,0,2,0,0,0,5,3,0,100.0,misc
GER-Bundesliga,2023,Eint Frankfurt,Philipp Max,GER,DF,29,1993,15.0,2,0,0,7,9,2,59,7,17,0,1,0,65,12,16,42.9,misc
GER-Bundesliga,2023,Eint Frankfurt,Randal Kolo Muani,FRA,FW,24,1998,1.7,0,0,0,4,5,0,0,0,0,0,0,0,3,4,5,44.4,misc
GER-Bundesliga,2023,Eint Frankfurt,Robin Koch,GER,DF,27,1996,30.4,10,0,0,20,13,0,4,32,23,0,2,0,138,80,50,61.5,misc
GER-Bundesliga,2023,Eint Frankfurt,Sasa Kalajdzic,AUT,FW,26,1997,3.6,0,0,0,3,10,1,1,2,2,0,0,0,10,9,11,45.0,misc
GER-Bundesliga,2023,Eint Frankfurt,Sebastian Rode,GER,MF,32,1990,0.7,0,0,0,0,1,0,1,1,4,0,0,0,10,2,3,40.0,misc
GER-Bundesliga,2023,Eint Frankfurt,Timothy Chandler,USA,"MF,DF",33,1990,0.2,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,66.7,misc
GER-Bundesliga,2023,Eint Frankfurt,Tuta,BRA,DF,24,1999,28.9,3,2,1,29,17,0,11,36,33,0,0,0,171,52,43,54.7,misc
GER-Bundesliga,2023,Eint Frankfurt,Willian Pacho,ECU,DF,21,2001,33.0,7,0,0,22,14,1,7,47,37,0,1,0,216,54,48,52.9,misc
GER-Bundesliga,2023,Freiburg,Attila Szalai,HUN,DF,25,1998,1.1,0,0,0,0,0,1,0,1,1,0,0,0,4,2,2,50.0,misc
GER-Bundesliga,2023,Freiburg,Christian Günter,GER,DF,30,1993,11.8,1,0,0,8,3,1,62,2,12,0,0,0,32,5,10,33.3,misc
GER-Bundesliga,2023,Freiburg,Fabian Rüdlin,GER,MF,26,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
GER-Bundesliga,2023,Freiburg,Florent Muslija,KVX,"MF,FW",25,1998,1.2,0,0,0,1,2,0,9,0,4,0,0,0,7,1,1,50.0,misc
GER-Bundesliga,2023,Freiburg,Jordy Makengo,FRA,DF,21,2001,11.4,1,0,0,14,11,1,23,11,11,0,2,0,46,17,15,53.1,misc
GER-Bundesliga,2023,Freiburg,Junior Adamu,AUT,"FW,MF",22,2001,1.2,0,0,0,7,4,2,1,0,1,0,0,0,10,5,6,45.5,misc
GER-Bundesliga,2023,Freiburg,Kenneth Schmidt,GER,DF,21,2002,0.8,0,0,0,1,0,0,2,1,2,0,0,0,11,1,1,50.0,misc
GER-Bundesliga,2023,Freiburg,Kiliann Sildillia,FRA,DF,21,2002,20.1,2,1,0,29,10,4,37,22,19,0,0,0,107,32,37,46.4,misc
GER-Bundesliga,2023,Freiburg,Lucas Höler,GER,"FW,MF",29,1994,25.6,7,0,0,25,48,7,12,15,24,2,0,0,104,80,102,44.0,misc
GER-Bundesliga,2023,Freiburg,Lukas Kübler,GER,DF,30,1992,20.5,7,0,0,19,24,3,21,37,24,0,0,0,113,35,25,58.3,misc
GER-Bundesliga,2023,Freiburg,Manuel Gulde,GER,DF,32,1991,22.7,5,1,1,17,15,1,3,25,23,0,0,0,78,49,33,59.8,misc
GER-Bundesliga,2023,Freiburg,Matthias Ginter,GER,DF,29,1994,21.3,3,0,0,8,15,0,16,16,15,0,0,1,100,50,29,63.3,misc
GER-Bundesliga,2023,Freiburg,Maximilian Breunig,GER,FW,22,2000,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,25.0,misc
GER-Bundesliga,2023,Freiburg,Maximilian Eggestein,GER,MF,26,1996,32.4,6,0,0,32,24,2,9,28,24,0,1,0,167,51,43,54.3,misc
GER-Bundesliga,2023,Freiburg,Maximilian Philipp,GER,"FW,MF",29,1994,3.6,2,0,0,10,3,0,4,1,5,0,0,0,11,7,14,33.3,misc
GER-Bundesliga,2023,Freiburg,Merlin Röhl,GER,"MF,FW",21,2002,16.4,3,1,0,35,28,2,16,9,13,0,0,0,103,21,31,40.4,misc
GER-Bundesliga,2023,Freiburg,Michael Gregoritsch,AUT,FW,29,1994,18.7,2,0,0,16,19,6,11,9,12,0,0,0,62,91,93,49.5,misc
GER-Bundesliga,2023,Freiburg,Nicolas Höfler,GER,MF,33,1990,25.9,10,1,0,29,31,0,2,31,40,0,0,0,152,49,48,50.5,misc
GER-Bundesliga,2023,Freiburg,Noah Atubolu,GER,GK,21,2002,34.0,0,0,0,0,3,0,0,0,0,0,0,0,62,7,0,100.0,misc
GER-Bundesliga,2023,Freiburg,Noah Weißhaupt,GER,"DF,FW",21,2001,8.4,1,0,0,8,31,2,52,8,4,2,0,0,37,3,10,23.1,misc
GER-Bundesliga,2023,Freiburg,Philipp Lienhart,AUT,DF,27,1996,14.1,3,0,0,12,6,1,4,14,13,0,1,0,77,33,14,70.2,misc
GER-Bundesliga,2023,Freiburg,Ritsu Doan,JPN,"DF,MF",25,1998,25.0,2,0,0,26,35,2,61,9,27,1,0,0,97,21,28,42.9,misc
GER-Bundesliga,2023,Freiburg,Roland Sallai,HUN,"MF,FW",26,1997,20.4,6,0,0,41,42,11,73,6,10,1,0,0,71,29,46,38.7,misc
GER-Bundesliga,2023,Freiburg,Vincenzo Grifo,ITA,"MF,FW",30,1993,25.8,3,0,0,13,16,6,173,15,20,1,1,0,130,12,20,37.5,misc
GER-Bundesliga,2023,Freiburg,Yannik Keitel,GER,"DF,MF",23,2000,10.2,0,0,0,12,6,0,2,12,15,0,0,0,52,23,17,57.5,misc
GER-Bundesliga,2023,Gladbach,Alassane Pléa,FRA,"FW,MF",30,1993,21.3,1,0,0,15,29,6,44,2,7,1,0,0,72,15,27,35.7,misc
GER-Bundesliga,2023,Gladbach,Christoph Kramer,GER,MF,32,1991,2.8,4,0,0,6,3,0,3,4,5,0,0,0,20,7,7,50.0,misc
GER-Bundesliga,2023,Gladbach,Fabio Chiarodia,ITA,DF,18,2005,1.7,0,0,0,1,0,0,1,3,5,0,1,0,4,5,3,62.5,misc
GER-Bundesliga,2023,Gladbach,Florian Neuhaus,GER,MF,26,1997,13.6,4,0,0,9,18,0,10,14,12,0,0,0,70,7,7,50.0,misc
GER-Bundesliga,2023,Gladbach,Franck Honorat,FRA,"DF,FW",26,1996,26.1,1,0,0,9,14,6,236,9,13,0,0,0,138,17,19,47.2,misc
GER-Bundesliga,2023,Gladbach,Grant Ranos,ARM,"MF,FW",20,2003,0.5,0,0,0,0,0,1,1,0,0,0,0,0,5,1,5,16.7,misc
GER-Bundesliga,2023,Gladbach,Joe Scally,USA,DF,20,2002,24.8,4,0,0,16,46,1,46,18,28,0,0,0,92,22,32,40.7,misc
GER-Bundesliga,2023,Gladbach,Jonas Omlin,SUI,GK,29,1994,7.0,1,0,0,0,2,0,0,0,0,0,0,0,16,3,0,100.0,misc
GER-Bundesliga,2023,Gladbach,Jordan Pefok,USA,FW,27,1996,15.8,2,0,0,35,30,7,0,5,4,1,0,0,35,47,45,51.1,misc
GER-Bundesliga,2023,Gladbach,Julian Weigl,GER,MF,27,1995,30.7,10,0,0,33,30,0,3,48,40,0,0,0,168,25,19,56.8,misc
GER-Bundesliga,2023,Gladbach,Ko Itakura,JPN,"DF,MF",26,1997,17.7,9,0,0,28,4,0,5,22,21,0,0,0,78,38,30,55.9,misc
GER-Bundesliga,2023,Gladbach,Luca Netz,GER,DF,20,2003,24.7,2,0,0,26,16,1,74,22,22,0,2,0,130,37,29,56.1,misc
GER-Bundesliga,2023,Gladbach,Lukas Ullrich,GER,"DF,FW",19,2004,0.5,0,0,0,0,1,0,5,0,0,0,0,0,3,0,2,0.0,misc
GER-Bundesliga,2023,Gladbach,Manu Koné,FRA,MF,22,2001,17.3,4,1,0,28,35,3,3,15,26,1,1,0,111,21,24,46.7,misc
GER-Bundesliga,2023,Gladbach,Marvin Friedrich,GER,DF,27,1995,17.4,1,0,0,10,10,0,2,17,15,0,0,0,68,37,19,66.1,misc
GER-Bundesliga,2023,Gladbach,Maximilian Wöber,AUT,DF,25,1998,23.0,4,1,1,27,3,5,21,38,31,0,0,0,147,47,32,59.5,misc
GER-Bundesliga,2023,Gladbach,Moritz Nicolas,GER,GK,25,1997,27.0,2,0,0,1,2,0,0,0,0,0,1,0,35,10,0,100.0,misc
GER-Bundesliga,2023,Gladbach,Nathan N'Goumou,CMR,"FW,MF",23,2000,15.4,1,0,0,13,18,6,28,5,22,0,1,0,62,9,34,20.9,misc
GER-Bundesliga,2023,Gladbach,Nico Elvedi,SUI,DF,26,1996,27.6,5,0,0,13,18,1,3,43,18,0,0,0,137,72,46,61.0,misc
GER-Bundesliga,2023,Gladbach,Patrick Herrmann,GER,"FW,DF",32,1991,1.0,1,0,0,3,2,0,5,1,4,0,0,0,6,1,1,50.0,misc
GER-Bundesliga,2023,Gladbach,Robin Hack,GER,"FW,MF",24,1998,15.0,2,0,0,17,22,9,44,14,8,0,0,0,79,16,22,42.1,misc
GER-Bundesliga,2023,Gladbach,Rocco Reitz,GER,MF,21,2002,23.7,2,0,0,26,45,2,15,44,36,0,0,0,171,13,26,33.3,misc
GER-Bundesliga,2023,Gladbach,Shiō Fukuda,JPN,"FW,MF",19,2004,0.4,0,0,0,1,0,0,0,1,0,0,0,0,2,3,4,42.9,misc
GER-Bundesliga,2023,Gladbach,Stefan Lainer,AUT,"DF,MF",30,1992,8.3,2,0,0,8,7,1,19,5,16,0,0,0,33,7,12,36.8,misc
GER-Bundesliga,2023,Gladbach,Tomáš Čvančara,CZE,FW,22,2000,10.0,4,0,0,9,13,4,3,2,3,0,0,0,16,23,30,43.4,misc
GER-Bundesliga,2023,Gladbach,Tony Jantschke,GER,"DF,MF",33,1990,0.3,0,0,0,1,2,0,0,1,1,0,0,0,1,2,2,50.0,misc
GER-Bundesliga,2023,Gladbach,Yvandro Borges Sanches,LUX,"MF,FW",19,2004,0.2,0,0,0,2,2,0,3,0,0,1,0,0,2,0,1,0.0,misc
GER-Bundesliga,2023,Heidenheim,Adrian Beck,GER,"MF,FW",26,1997,10.8,1,0,0,14,10,2,6,4,13,0,0,0,76,18,26,40.9,misc
GER-Bundesliga,2023,Heidenheim,Benedikt Gimber,GER,DF,26,1997,22.5,9,0,0,40,27,0,3,16,24,0,2,1,87,48,41,53.9,misc
GER-Bundesliga,2023,Heidenheim,Christian Kühlwetter,GER,MF,27,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,misc
GER-Bundesliga,2023,Heidenheim,Denis Thomalla,GER,"MF,FW",30,1992,5.0,0,0,0,6,2,0,2,4,6,0,0,0,29,18,16,52.9,misc
GER-Bundesliga,2023,Heidenheim,Eren Dinkçi,GER,"FW,MF",21,2001,29.4,8,0,0,28,22,2,79,12,18,0,0,0,155,11,24,31.4,misc
GER-Bundesliga,2023,Heidenheim,Florian Pick,GER,"MF,FW",27,1995,3.6,2,0,0,6,7,1,32,2,4,0,0,0,29,5,5,50.0,misc
GER-Bundesliga,2023,Heidenheim,Jan Schöppner,GER,MF,24,1999,22.2,3,0,0,14,12,1,7,26,26,0,0,0,108,39,39,50.0,misc
GER-Bundesliga,2023,Heidenheim,Jan-Niklas Beste,GER,"FW,MF",24,1999,28.9,4,0,0,28,51,4,279,18,49,1,0,0,133,8,20,28.6,misc
GER-Bundesliga,2023,Heidenheim,Jonas Föhrenbach,GER,DF,27,1996,31.0,2,0,0,15,17,2,73,31,24,0,0,1,148,37,22,62.7,misc
GER-Bundesliga,2023,Heidenheim,Kevin Müller,GER,GK,32,1991,34.0,1,0,0,1,2,0,0,0,0,0,1,0,33,4,1,80.0,misc
GER-Bundesliga,2023,Heidenheim,Kevin Sessa,GER,"MF,FW",23,2000,11.2,1,0,0,16,20,1,20,4,10,0,0,0,75,14,16,46.7,misc
GER-Bundesliga,2023,Heidenheim,Lennard Maloney,USA,MF,23,1999,25.4,1,0,0,44,15,0,4,25,26,0,2,1,132,67,49,57.8,misc
GER-Bundesliga,2023,Heidenheim,Marnon Busch,GER,DF,28,1994,6.6,1,0,0,9,4,0,26,10,9,0,0,0,33,8,15,34.8,misc
GER-Bundesliga,2023,Heidenheim,Marvin Pieringer,GER,"MF,FW",23,1999,16.8,5,0,0,38,30,6,7,12,12,0,0,0,80,60,56,51.7,misc
GER-Bundesliga,2023,Heidenheim,Nikola Dovedan,AUT,"MF,FW",29,1994,7.3,0,1,0,10,24,0,8,1,9,0,0,0,43,6,25,19.4,misc
GER-Bundesliga,2023,Heidenheim,Norman Theuerkauf,GER,"MF,DF",36,1987,14.0,3,0,0,13,16,0,22,14,16,0,1,0,77,12,10,54.5,misc
GER-Bundesliga,2023,Heidenheim,Omar Traoré,GER,DF,25,1998,27.5,5,0,0,30,31,1,73,40,33,0,1,0,155,15,19,44.1,misc
GER-Bundesliga,2023,Heidenheim,Patrick Mainka,GER,DF,28,1994,34.0,1,0,0,24,16,2,0,49,49,0,1,0,183,119,84,58.6,misc
GER-Bundesliga,2023,Heidenheim,Stefan Schimmer,GER,"MF,FW",29,1994,1.7,0,0,0,1,1,0,2,1,1,0,0,0,4,9,14,39.1,misc
GER-Bundesliga,2023,Heidenheim,Thomas Keller,GER,"MF,FW",23,1999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,misc
GER-Bundesliga,2023,Heidenheim,Tim Kleindienst,GER,FW,27,1995,31.9,6,0,0,88,13,16,19,12,12,0,0,0,100,179,117,60.5,misc
GER-Bundesliga,2023,Heidenheim,Tim Siersleben,GER,DF,23,2000,10.1,1,0,0,16,5,0,1,21,11,0,2,0,59,13,11,54.2,misc
GER-Bundesliga,2023,Hoffenheim,Andrej Kramarić,CRO,"MF,FW",32,1991,24.4,4,0,0,8,35,8,113,10,2,1,0,0,113,9,13,40.9,misc
GER-Bundesliga,2023,Hoffenheim,Angelo Stiller,GER,MF,22,2001,0.9,0,0,0,0,1,0,3,0,0,0,0,0,1,2,0,100.0,misc
GER-Bundesliga,2023,Hoffenheim,Anton Stach,GER,MF,24,1998,25.8,4,0,0,30,41,0,54,72,42,1,0,0,209,52,27,65.8,misc
GER-Bundesliga,2023,Hoffenheim,Attila Szalai,HUN,DF,25,1998,3.2,1,0,0,7,0,0,5,1,1,0,0,1,11,5,5,50.0,misc
GER-Bundesliga,2023,Hoffenheim,Bambasé Conté,GER,"MF,FW",20,2003,0.5,0,0,0,3,6,0,1,0,3,0,0,0,7,1,1,50.0,misc
GER-Bundesliga,2023,Hoffenheim,David Jurásek,CZE,DF,22,2000,5.5,1,0,0,3,1,0,24,3,11,0,0,0,29,5,3,62.5,misc
GER-Bundesliga,2023,Hoffenheim,Dennis Geiger,GER,MF,25,1998,0.7,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,50.0,misc
GER-Bundesliga,2023,Hoffenheim,Diadie Samassékou,MLI,MF,27,1996,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,misc
GER-Bundesliga,2023,Hoffenheim,Finn Ole Becker,GER,MF,23,2000,6.7,1,0,0,6,7,0,7,1,9,0,0,0,49,5,9,35.7,misc
GER-Bundesliga,2023,Hoffenheim,Florian Grillitsch,AUT,"DF,MF",27,1995,25.5,8,0,0,27,24,0,17,52,28,0,0,0,171,34,31,52.3,misc
GER-Bundesliga,2023,Hoffenheim,Grischa Prömel,GER,MF,28,1995,23.8,10,1,1,33,29,1,10,22,18,0,0,0,127,16,23,41.0,misc
GER-Bundesliga,2023,Hoffenheim,Ihlas Bebou,TOG,"FW,DF",29,1994,18.2,3,0,0,24,21,7,35,14,12,1,0,0,60,32,45,41.6,misc
GER-Bundesliga,2023,Hoffenheim,John Brooks,USA,DF,30,1993,17.1,6,1,0,16,13,1,3,27,15,0,0,0,95,45,21,68.2,misc
GER-Bundesliga,2023,Hoffenheim,Julian Justvan,GER,"FW,MF",25,1998,0.5,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,,misc
GER-Bundesliga,2023,Hoffenheim,Kasim Nuhu,GHA,DF,28,1995,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc
GER-Bundesliga,2023,Hoffenheim,Kevin Akpoguma,NGA,DF,28,1995,12.2,7,0,0,15,14,0,4,18,18,0,1,0,60,25,21,54.3,misc
GER-Bundesliga,2023,Hoffenheim,Kevin Vogt,GER,DF,31,1991,14.7,2,0,0,11,9,0,3,9,10,0,0,0,99,7,5,58.3,misc
GER-Bundesliga,2023,Hoffenheim,Marius Bülter,GER,"DF,FW",30,1993,15.0,3,1,1,13,17,4,73,10,11,0,1,0,85,24,31,43.6,misc
GER-Bundesliga,2023,Hoffenheim,Max Moerstedt,GER,"DF,FW",,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
GER-Bundesliga,2023,Hoffenheim,Maximilian Beier,GER,"FW,MF",20,2002,26.9,0,0,0,21,32,13,38,9,12,2,0,0,62,20,40,33.3,misc
GER-Bundesliga,2023,Hoffenheim,Mergim Berisha,GER,FW,25,1998,1.6,0,0,0,5,2,1,2,0,0,0,0,0,8,2,9,18.2,misc
GER-Bundesliga,2023,Hoffenheim,Oliver Baumann,GER,GK,33,1990,34.0,1,0,0,1,6,0,0,0,1,0,1,0,102,4,1,80.0,misc
GER-Bundesliga,2023,Hoffenheim,Ozan Kabak,TUR,DF,23,2000,25.4,11,1,1,31,9,0,3,46,35,0,1,0,96,68,47,59.1,misc
GER-Bundesliga,2023,Hoffenheim,Pavel Kadeřábek,CZE,"DF,FW",31,1992,26.8,7,0,0,17,12,1,101,23,19,0,0,0,65,62,64,49.2,misc
GER-Bundesliga,2023,Hoffenheim,Robert Skov,DEN,"DF,FW",27,1996,14.0,2,0,0,15,20,1,70,10,16,0,0,0,71,13,9,59.1,misc
GER-Bundesliga,2023,Hoffenheim,Stanley N'Soki,FRA,DF,24,1999,7.0,3,1,1,12,2,0,7,8,10,0,1,0,46,12,9,57.1,misc
GER-Bundesliga,2023,Hoffenheim,Tim Drexler,GER,DF,18,2005,6.4,1,0,0,4,5,0,0,8,9,0,0,0,24,3,14,17.6,misc
GER-Bundesliga,2023,Hoffenheim,Tom Bischof,GER,"MF,FW",18,2005,2.0,0,0,0,1,1,2,11,1,4,0,0,0,11,1,1,50.0,misc
GER-Bundesliga,2023,Hoffenheim,Umut Tohumcu,GER,MF,18,2004,11.2,5,0,0,10,24,0,6,6,12,0,0,0,62,2,10,16.7,misc
GER-Bundesliga,2023,Hoffenheim,Wout Weghorst,NED,FW,30,1992,22.0,4,0,0,23,34,13,4,6,6,0,0,0,47,65,75,46.4,misc
GER-Bundesliga,2023,Köln,Benno Schmitz,GER,DF,28,1994,12.8,5,0,0,9,10,0,40,7,15,0,0,0,59,14,22,38.9,misc
GER-Bundesliga,2023,Köln,Damion Downs,USA,"FW,MF",19,2004,2.0,0,0,0,1,0,0,1,0,1,0,0,0,4,1,6,14.3,misc
GER-Bundesliga,2023,Köln,Davie Selke,GER,FW,28,1995,14.1,3,0,0,24,18,10,4,0,2,0,0,0,9,67,55,54.9,misc
GER-Bundesliga,2023,Köln,Dejan Ljubicic,AUT,"MF,FW",25,1997,22.8,6,0,0,32,13,1,31,18,27,0,0,0,112,8,11,42.1,misc
GER-Bundesliga,2023,Köln,Denis Huseinbasic,BIH,MF,22,2001,18.1,5,0,0,28,14,0,15,13,18,0,0,0,114,8,8,50.0,misc
GER-Bundesliga,2023,Köln,Dominique Heintz,GER,DF,29,1993,6.3,0,0,0,7,4,1,23,3,5,0,0,0,30,11,11,50.0,misc
GER-Bundesliga,2023,Köln,Eric Martel,GER,MF,21,2002,27.3,6,0,0,52,41,2,19,43,43,1,1,0,152,70,54,56.5,misc
GER-Bundesliga,2023,Köln,Faride Alidou,GER,"FW,MF",22,2001,14.2,4,0,0,21,23,3,39,8,4,1,1,0,57,18,28,39.1,misc
GER-Bundesliga,2023,Köln,Florian Dietz,GER,"FW,MF",24,1998,0.8,0,0,0,1,0,0,0,0,0,0,0,0,2,2,8,20.0,misc
GER-Bundesliga,2023,Köln,Florian Kainz,AUT,"MF,FW",30,1992,24.4,4,0,0,19,33,1,167,13,20,0,0,0,126,12,25,32.4,misc
GER-Bundesliga,2023,Köln,Jacob Christensen,DEN,MF,22,2001,2.4,1,0,0,4,0,0,5,4,6,0,0,0,18,0,5,0.0,misc
GER-Bundesliga,2023,Köln,Jan Thielmann,GER,"FW,DF",21,2002,17.5,4,1,0,27,27,6,42,8,18,0,0,0,75,20,27,42.6,misc
GER-Bundesliga,2023,Köln,Julian Chabot,GER,DF,25,1998,30.0,9,1,1,28,42,4,4,45,42,0,0,0,149,101,38,72.7,misc
GER-Bundesliga,2023,Köln,Justin Diehl,GER,"FW,MF",18,2004,1.9,0,0,0,2,4,0,18,0,0,0,0,0,8,0,2,0.0,misc
GER-Bundesliga,2023,Köln,Leart Paqarada,KVX,DF,28,1994,11.9,0,0,0,7,8,1,92,10,11,0,0,0,56,9,21,30.0,misc
GER-Bundesliga,2023,Köln,Linton Maina,GER,"FW,MF",24,1999,21.1,4,0,0,10,17,5,74,6,15,0,0,0,92,0,14,0.0,misc
GER-Bundesliga,2023,Köln,Luca Kilian,GER,DF,23,1999,7.1,1,0,0,4,0,0,1,7,9,0,0,0,24,10,7,58.8,misc
GER-Bundesliga,2023,Köln,Luca Waldschmidt,GER,"MF,FW",27,1996,12.7,0,0,0,20,15,5,39,6,12,1,0,0,64,7,9,43.8,misc
GER-Bundesliga,2023,Köln,Mark Uth,GER,"MF,FW",31,1991,4.1,2,0,0,9,12,0,31,1,4,0,0,0,24,3,3,50.0,misc
GER-Bundesliga,2023,Köln,Marvin Schwäbe,GER,GK,28,1995,34.0,0,0,0,0,1,0,0,0,0,0,0,0,35,5,3,62.5,misc
GER-Bundesliga,2023,Köln,Mathias Olesen,LUX,"MF,FW",22,2001,1.2,2,1,1,3,2,0,1,2,0,0,0,0,14,1,3,25.0,misc
GER-Bundesliga,2023,Köln,Max Finkgräfe,GER,"DF,FW",19,2004,19.5,4,0,0,19,21,0,61,22,39,0,0,0,104,23,27,46.0,misc
GER-Bundesliga,2023,Köln,Rasmus Carstensen,DEN,"DF,FW",22,2000,18.4,2,1,1,22,13,3,58,20,22,0,1,0,95,16,19,45.7,misc
GER-Bundesliga,2023,Köln,Sargis Adamyan,ARM,"FW,MF",30,1993,8.9,2,0,0,18,13,8,4,5,9,1,0,0,30,14,37,27.5,misc
GER-Bundesliga,2023,Köln,Steffen Tigges,GER,FW,25,1998,8.1,0,0,0,7,8,2,7,1,6,0,0,0,25,38,41,48.1,misc
GER-Bundesliga,2023,Köln,Timo Hübers,GER,DF,27,1996,30.9,6,0,0,44,25,1,3,63,47,1,0,0,211,99,49,66.9,misc
GER-Bundesliga,2023,Leverkusen,Adam Hložek,CZE,"MF,FW",21,2002,5.1,1,0,0,8,7,1,0,2,4,0,0,0,20,8,10,44.4,misc
GER-Bundesliga,2023,Leverkusen,Amine Adli,MAR,"MF,FW",23,2000,10.0,5,0,0,14,28,7,23,6,7,0,0,0,36,21,22,48.8,misc
GER-Bundesliga,2023,Leverkusen,Arthur,BRA,DF,20,2003,2.0,0,0,0,2,0,0,7,0,3,0,0,0,10,2,3,40.0,misc
GER-Bundesliga,2023,Leverkusen,Borja Iglesias,ESP,FW,30,1993,2.8,0,0,0,2,3,1,1,1,0,0,0,0,5,4,6,40.0,misc
GER-Bundesliga,2023,Leverkusen,Edmond Tapsoba,BFA,DF,24,1999,23.2,4,0,0,25,4,1,5,24,25,0,0,0,175,40,38,51.3,misc
GER-Bundesliga,2023,Leverkusen,Exequiel Palacios,ARG,MF,24,1998,20.3,6,0,0,16,55,0,6,29,34,0,0,0,163,8,8,50.0,misc
GER-Bundesliga,2023,Leverkusen,Florian Wirtz,GER,MF,20,2003,26.4,3,0,0,23,27,6,36,9,18,0,0,0,143,9,15,37.5,misc
GER-Bundesliga,2023,Leverkusen,Granit Xhaka,SUI,MF,30,1992,31.3,5,0,0,30,43,0,10,19,21,0,0,0,226,26,22,54.2,misc
GER-Bundesliga,2023,Leverkusen,Gustavo Puerta,COL,"DF,MF",20,2003,0.5,0,0,0,2,1,0,1,0,3,0,0,0,4,1,1,50.0,misc
GER-Bundesliga,2023,Leverkusen,Jeremie Frimpong,NED,DF,22,2000,25.0,6,0,0,21,34,12,93,7,17,1,0,0,94,13,13,50.0,misc
GER-Bundesliga,2023,Leverkusen,Jonas Hofmann,GER,MF,31,1992,24.5,3,0,0,14,19,13,126,8,14,2,0,0,77,2,8,20.0,misc
