league,season,team,player,nation,pos,age,born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type
ITA-Serie A,2024,Como,Fellipe Jack,BRA,DF,19-089,2006,1.9,2,0,0,5,1,0,0,4,4,0,0,0,4,4,3,57.1,misc
ITA-Serie A,2024,Como,Gabriel Strefezza,BRA,"FW,MF",27-358,1997,24.7,4,0,0,44,63,1,99,12,36,0,0,0,97,8,20,28.6,misc
ITA-Serie A,2024,Como,Ignace Van Der Brempt,BEL,DF,23-010,2002,11.8,3,0,0,18,13,0,20,12,30,0,0,0,45,13,12,52.0,misc
ITA-Serie A,2024,Como,Ivan Smolčić,CRO,DF,24-237,2000,6.0,1,0,0,9,5,0,4,9,9,0,1,0,22,11,9,55.0,misc
ITA-Serie A,2024,Como,Jean Butez,FRA,GK,29-307,1995,13.0,0,0,0,1,1,0,0,0,0,0,1,0,35,5,0,100.0,misc
ITA-Serie A,2024,Como,Jonathan Ikone,FRA,FW,26-344,1998,2.3,0,0,0,1,4,1,0,0,6,0,0,0,9,1,1,50.0,misc
ITA-Serie A,2024,Como,Luca Mazzitelli,ITA,MF,29-147,1995,3.7,1,0,0,9,4,0,12,3,6,0,0,0,14,2,6,25.0,misc
ITA-Serie A,2024,Como,Lucas Da Cunha,FRA,MF,23-306,2001,22.4,3,0,0,18,21,1,87,12,17,0,0,0,117,12,16,42.9,misc
ITA-Serie A,2024,Como,Marc-Oliver Kempf,GER,DF,30-073,1995,23.1,5,1,1,17,14,0,4,29,18,0,0,0,83,79,32,71.2,misc
ITA-Serie A,2024,Como,Marco Sala,ITA,DF,25-311,1999,2.9,3,0,0,5,1,0,9,1,6,0,0,0,11,1,2,33.3,misc
ITA-Serie A,2024,Como,Matthias Braunöder,AUT,MF,23-015,2002,3.0,3,1,1,10,5,0,0,2,4,0,0,0,8,1,4,20.0,misc
ITA-Serie A,2024,Como,Maxence Caqueret,FRA,MF,25-055,2000,7.5,2,0,0,7,4,0,10,2,12,0,0,0,36,2,5,28.6,misc
ITA-Serie A,2024,Como,Máximo Perrone,ARG,MF,22-094,2003,15.2,4,0,0,19,11,0,3,14,20,0,0,0,73,8,9,47.1,misc
ITA-Serie A,2024,Como,Mërgim Vojvoda,KVX,DF,30-069,1995,2.0,2,0,0,5,0,0,7,1,0,0,0,0,8,4,1,80.0,misc
ITA-Serie A,2024,Como,Nicolás Paz,ARG,"MF,FW",20-215,2004,24.0,5,0,0,35,28,2,40,19,26,0,1,0,103,26,19,57.8,misc
ITA-Serie A,2024,Como,Oliver Abildgaard,DEN,MF,28-305,1996,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2024,Como,Patrick Cutrone,ITA,FW,27-098,1998,20.3,1,0,0,20,23,18,28,3,10,1,0,0,50,22,59,27.2,misc
ITA-Serie A,2024,Como,Pepe Reina,ESP,GK,42-223,1982,10.0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,100.0,misc
ITA-Serie A,2024,Como,Sergi Roberto,ESP,MF,33-063,1992,7.6,4,0,0,7,13,0,6,9,8,0,2,0,48,7,9,43.8,misc
ITA-Serie A,2024,Como,Simone Verdi,ITA,"MF,FW",32-273,1992,1.3,1,0,0,1,1,0,14,0,2,0,0,0,5,0,0,,misc
ITA-Serie A,2024,Como,Yannik Engelhardt,GER,"MF,DF",24-063,2001,12.0,3,0,0,20,19,1,1,10,10,0,0,0,58,10,9,52.6,misc
ITA-Serie A,2024,Como,Álex Valle,ESP,DF,20-351,2004,7.9,1,0,0,10,10,1,12,5,10,0,0,0,36,5,11,31.3,misc
ITA-Serie A,2024,Empoli,Alberto Grassi,ITA,MF,30-035,1995,18.9,7,0,0,19,27,1,6,27,16,1,0,0,104,18,15,54.5,misc
ITA-Serie A,2024,Empoli,Ardian Ismajli,ALB,DF,28-193,1996,22.9,1,0,0,15,20,0,0,46,19,0,0,0,65,69,46,60.0,misc
ITA-Serie A,2024,Empoli,Christian Kouamé,CIV,"FW,MF",27-126,1997,5.6,0,0,0,7,15,2,2,0,4,0,0,0,18,48,24,66.7,misc
ITA-Serie A,2024,Empoli,Devis Vásquez,COL,GK,26-334,1998,25.0,2,0,0,1,3,0,0,0,0,0,1,0,29,7,1,87.5,misc
ITA-Serie A,2024,Empoli,Emmanuel Ekong,SWE,"MF,FW",22-290,2002,2.1,1,0,0,3,5,1,0,1,3,0,0,0,10,2,7,22.2,misc
ITA-Serie A,2024,Empoli,Emmanuel Gyasi,GHA,"DF,FW",31-090,1994,29.1,5,0,0,37,15,12,27,8,28,0,0,1,121,33,55,37.5,misc
ITA-Serie A,2024,Empoli,Faustino Anjorin,ENG,MF,23-139,2001,10.9,2,0,0,20,16,0,13,11,12,0,1,0,58,9,10,47.4,misc
ITA-Serie A,2024,Empoli,Francesco Caputo,ITA,FW,37-248,1987,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2024,Empoli,Giuseppe Pezzella,ITA,"DF,FW",27-133,1997,26.0,6,0,0,40,29,4,143,13,27,0,1,0,75,27,16,62.8,misc
ITA-Serie A,2024,Empoli,Ismael Konate,CIV,"FW,MF",19-013,2006,0.7,0,0,0,3,0,0,1,0,1,0,0,0,1,3,4,42.9,misc
ITA-Serie A,2024,Empoli,Jacopo Bacci,ITA,MF,19-296,2005,0.3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,100.0,misc
ITA-Serie A,2024,Empoli,Jacopo Fazzini,ITA,"MF,FW",22-026,2003,8.9,1,1,0,19,20,2,21,5,11,0,0,0,42,9,11,45.0,misc
ITA-Serie A,2024,Empoli,Jacopo Seghetti,ITA,GK,20-053,2005,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2024,Empoli,Junior Sambia,FRA,"DF,FW",28-216,1996,3.4,0,0,0,3,2,0,21,2,8,0,0,0,14,5,4,55.6,misc
