league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
ITA-Serie A,2023,Inter,Lucien Agoume,FRA,MF,21,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,MF,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,MF,21,2002,0.1,5,5,100.0,75,7,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,MF,21,2002,0.1,6,0,1,4,1,0,6,1,0,0.0,1,100.0,2,7,5,0,1,0,0,0,4,0,possession,FRA,MF,21,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,MF,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,misc
ITA-Serie A,2023,Frosinone,Luigi Canotto,ITA,FW,29,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,FW,29,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,FW,29,1994,0.2,2,3,66.7,21,9,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,FW,29,1994,0.2,4,0,2,2,0,0,4,1,1,100.0,0,0.0,5,9,4,0,0,0,0,2,3,1,possession,ITA,FW,29,1994,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,FW,29,1994,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2023,Lazio,Luis Alberto,ESP,MF,30,1992,33,29,2311,25.7,5,7,12,5,0,0,7,0,4.7,4.7,4.7,9.4,83,212,124,0.19,0.27,0.47,0.19,0.47,0.18,0.18,0.37,0.18,0.37,standard,ESP,MF,30,1992,25.7,35,20,16,12,7,15,53,28.3,38,34,4,30,7,42,13,0,defense,ESP,MF,30,1992,25.7,1303,1679,77.6,20459,6568,711,797,89.2,442,538,82.2,104,239,43.5,7,4.7,4.8,2.3,64,172,48,4,212,passing,ESP,MF,30,1992,25.7,1904,23,231,1004,690,61,1904,45,25,55.6,16,35.6,1018,5303,3192,83,62,10,33,24,1383,124,possession,ESP,MF,30,1992,25.7,5,56,15,26.8,2.18,0.58,0.09,0.33,22.0,4,0,0,4.7,4.7,0.08,0.3,0.3,shooting,ESP,MF,30,1992,25.7,7,0,0,16,23,6,150,7,20,0,0,0,140,10,19,34.5,misc
ITA-Serie A,2023,Atalanta,Luis Muriel,COL,"FW,MF",32,1991,18,2,409,4.5,2,1,3,2,0,0,0,0,1.5,1.5,1.7,3.3,19,24,57,0.44,0.22,0.66,0.44,0.66,0.34,0.38,0.72,0.34,0.72,standard,COL,"FW,MF",32,1991,4.5,3,2,0,2,1,1,1,100.0,0,4,0,4,1,4,0,0,defense,COL,"FW,MF",32,1991,4.5,170,241,70.5,2821,831,93,117,79.5,56,75,74.7,18,34,52.9,1,1.7,1.4,-0.7,15,17,11,5,24,passing,COL,"FW,MF",32,1991,4.5,313,1,6,129,180,25,313,22,7,31.8,9,40.9,203,1292,645,19,16,5,14,18,254,57,possession,COL,"FW,MF",32,1991,4.5,2,23,9,39.1,5.06,1.98,0.09,0.22,23.6,4,0,0,1.5,1.5,0.07,0.5,0.5,shooting,COL,"FW,MF",32,1991,4.5,0,0,0,6,14,1,31,1,2,0,0,0,18,6,7,46.2,misc
ITA-Serie A,2023,Milan,Luka Jović,SRB,FW,25,1997,23,8,877,9.7,6,1,7,6,0,0,2,1,4.9,4.9,0.8,5.7,6,22,47,0.62,0.1,0.72,0.62,0.72,0.5,0.09,0.59,0.5,0.59,standard,SRB,FW,25,1997,9.7,6,4,0,3,3,4,6,66.7,2,3,0,3,1,7,9,0,defense,SRB,FW,25,1997,9.7,133,182,73.1,1960,364,68,90,75.6,53,65,81.5,6,11,54.5,1,0.8,0.7,0.2,11,12,4,0,22,passing,SRB,FW,25,1997,9.7,269,8,19,148,106,36,269,13,7,53.8,6,46.2,154,874,229,6,7,0,21,12,193,47,possession,SRB,FW,25,1997,9.7,6,22,12,54.5,2.26,1.23,0.27,0.5,11.3,0,0,0,4.9,4.9,0.23,1.1,1.1,shooting,SRB,FW,25,1997,9.7,2,1,0,8,12,2,1,1,4,0,0,0,20,17,15,53.1,misc
ITA-Serie A,2023,Milan,Luka Romero,ARG,"FW,MF",18,2004,4,0,88,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,3,7,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,standard,ARG,"FW,MF",18,2004,1.0,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,0,0,defense,ARG,"FW,MF",18,2004,1.0,33,39,84.6,434,58,20,22,90.9,11,13,84.6,0,0,,0,0.0,0.1,0.0,0,1,1,0,3,passing,ARG,"FW,MF",18,2004,1.0,48,1,8,23,19,2,48,3,1,33.3,2,66.7,37,261,103,4,2,0,3,2,35,7,possession,ARG,"FW,MF",18,2004,1.0,0,1,0,0.0,1.02,0.0,0.0,,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,shooting,ARG,"FW,MF",18,2004,1.0,1,0,0,3,2,0,2,0,0,0,0,0,5,1,1,50.0,misc
ITA-Serie A,2023,Fiorentina,M'Bala Nzola,ANG,FW,26,1996,33,15,1552,17.2,3,3,6,2,1,1,2,0,4.5,3.7,1.6,5.4,21,29,143,0.17,0.17,0.35,0.12,0.29,0.26,0.09,0.36,0.22,0.31,standard,ANG,FW,26,1996,17.2,11,8,1,4,6,6,7,85.7,1,10,1,9,0,11,22,0,defense,ANG,FW,26,1996,17.2,283,345,82.0,3818,590,185,213,86.9,64,79,81.0,15,17,88.2,3,1.6,1.6,1.4,21,16,13,0,29,passing,ANG,FW,26,1996,17.2,546,24,37,192,322,89,545,30,14,46.7,14,46.7,339,1744,490,21,15,10,65,38,419,143,possession,ANG,FW,26,1996,17.2,3,31,12,38.7,1.8,0.7,0.06,0.17,12.5,0,1,1,4.5,3.7,0.12,-1.5,-1.7,shooting,ANG,FW,26,1996,17.2,2,0,0,37,7,21,6,0,8,1,0,0,49,53,70,43.1,misc
ITA-Serie A,2023,Empoli,M'Baye Niang,SEN,FW,28,1994,14,5,708,7.9,6,1,7,2,4,4,1,0,5.4,2.3,0.9,3.2,13,11,43,0.76,0.13,0.89,0.25,0.38,0.68,0.12,0.8,0.29,0.41,standard,SEN,FW,28,1994,7.9,3,1,0,1,2,0,6,0.0,6,7,1,6,3,6,10,0,defense,SEN,FW,28,1994,7.9,90,140,64.3,1379,305,50,72,69.4,28,39,71.8,8,18,44.4,1,0.9,0.2,0.1,9,8,3,2,11,passing,SEN,FW,28,1994,7.9,253,15,27,110,118,36,249,16,5,31.3,9,56.3,146,748,292,13,8,10,34,12,204,43,possession,SEN,FW,28,1994,7.9,6,20,5,25.0,2.54,0.64,0.1,0.4,16.9,0,4,4,5.4,2.3,0.11,0.6,-0.3,shooting,SEN,FW,28,1994,7.9,1,0,0,15,24,9,4,3,1,0,0,0,14,24,38,38.7,misc
ITA-Serie A,2023,Udinese,Maduka Okoye,NGA,GK,23,1999,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,NGA,GK,23,1999,21.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,2,defense,NGA,GK,23,1999,21.0,275,451,61.0,9258,7764,68,68,100.0,90,90,100.0,116,285,40.7,0,0.0,0.0,0.0,0,10,0,0,0,passing,NGA,GK,23,1999,21.0,491,448,489,2,0,0,491,0,0,,0,,203,1318,754,0,0,0,1,0,134,0,possession,NGA,GK,23,1999,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,NGA,GK,23,1999,21.0,2,0,0,1,4,0,0,1,0,0,1,0,17,6,1,85.7,misc
ITA-Serie A,2023,Milan,Malick Thiaw,GER,DF,21,2001,21,19,1619,18.0,0,1,1,0,0,0,5,1,0.6,0.6,0.1,0.7,15,70,1,0.0,0.06,0.06,0.0,0.06,0.03,0.01,0.04,0.03,0.04,standard,GER,DF,21,2001,18.0,34,17,15,17,2,12,25,48.0,13,23,13,10,13,47,55,0,defense,GER,DF,21,2001,18.0,1084,1184,91.6,20626,6291,366,389,94.1,628,664,94.6,85,115,73.9,1,0.1,0.2,0.9,4,62,2,0,70,passing,GER,DF,21,2001,18.0,1347,107,608,698,45,11,1347,11,8,72.7,2,18.2,900,4823,2501,15,6,0,7,5,983,1,possession,GER,DF,21,2001,18.0,0,5,1,20.0,0.28,0.06,0.0,0.0,12.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6,shooting,GER,DF,21,2001,18.0,5,1,0,31,7,0,0,13,17,0,1,1,76,37,21,63.8,misc
ITA-Serie A,2023,Salernitana,Mamadou Coulibaly,SEN,DF,24,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SEN,DF,24,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,SEN,DF,24,1999,0.0,1,3,33.3,6,1,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,SEN,DF,24,1999,0.0,3,0,0,1,2,0,3,0,0,,0,,3,3,3,0,0,0,0,0,3,0,possession,SEN,DF,24,1999,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SEN,DF,24,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2023,Lazio,Manuel Lazzari,ITA,DF,29,1993,24,19,1671,18.6,0,2,2,0,0,0,4,1,1.0,1.0,1.3,2.3,73,62,104,0.0,0.11,0.11,0.0,0.11,0.06,0.07,0.13,0.06,0.13,standard,ITA,DF,29,1993,18.6,26,18,13,10,3,18,28,64.3,10,20,4,16,12,38,37,1,defense,ITA,DF,29,1993,18.6,826,975,84.7,12173,3791,456,490,93.1,316,370,85.4,30,60,50.0,2,1.3,1.3,0.7,9,57,12,8,62,passing,ITA,DF,29,1993,18.6,1138,30,325,541,283,18,1138,24,11,45.8,10,41.7,609,4072,2553,73,53,6,19,5,727,104,possession,ITA,DF,29,1993,18.6,0,8,2,25.0,0.43,0.11,0.0,0.0,22.1,0,0,0,1.0,1.0,0.13,-1.0,-1.0,shooting,ITA,DF,29,1993,18.6,4,1,0,16,20,1,56,12,18,0,0,0,72,5,16,23.8,misc
ITA-Serie A,2023,Juventus,Manuel Locatelli,ITA,MF,25,1998,36,34,3008,33.4,1,4,5,1,0,0,6,0,1.3,1.3,1.4,2.7,21,232,26,0.03,0.12,0.15,0.03,0.15,0.04,0.04,0.08,0.04,0.08,standard,ITA,MF,25,1998,33.4,69,43,24,35,10,31,58,53.4,27,43,17,26,25,94,65,0,defense,ITA,MF,25,1998,33.4,1703,1988,85.7,34595,11134,578,638,90.6,848,926,91.6,259,363,71.3,4,1.4,2.4,2.6,26,229,30,5,232,passing,ITA,MF,25,1998,33.4,2285,101,542,1418,341,22,2285,19,13,68.4,5,26.3,1262,5525,2702,21,37,2,19,17,1604,26,possession,ITA,MF,25,1998,33.4,1,24,3,12.5,0.72,0.09,0.04,0.33,22.3,0,0,0,1.3,1.3,0.06,-0.3,-0.3,shooting,ITA,MF,25,1998,33.4,6,0,0,41,24,2,10,25,43,0,0,0,171,26,15,63.4,misc
ITA-Serie A,2023,Sassuolo,Marash Kumbulla,ALB,DF,23,2000,7,3,362,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ALB,DF,23,2000,4.0,3,2,2,1,0,1,2,50.0,1,8,6,2,0,3,22,0,defense,ALB,DF,23,2000,4.0,83,106,78.3,1761,785,20,22,90.9,52,59,88.1,8,20,40.0,0,0.0,0.0,0.0,0,5,2,0,3,passing,ALB,DF,23,2000,4.0,144,38,95,49,0,0,144,0,0,,0,,63,348,224,2,0,0,0,0,74,0,possession,ALB,DF,23,2000,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ALB,DF,23,2000,4.0,1,0,0,3,1,0,0,0,2,0,1,1,6,4,4,50.0,misc
ITA-Serie A,2023,Lecce,Marcin Listkowski,POL,FW,25,1998,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47,standard,POL,FW,25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,POL,FW,25,1998,0.1,3,3,100.0,36,4,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,passing,POL,FW,25,1998,0.1,5,0,1,3,1,0,5,0,0,,0,,4,15,4,0,0,0,1,0,4,0,possession,POL,FW,25,1998,0.1,0,1,0,0.0,11.25,0.0,0.0,,24.5,0,0,0,0.0,0.0,0.04,0.0,0.0,shooting,POL,FW,25,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2023,Frosinone,Marco Brescianini,ITA,MF,23,2000,36,24,2321,25.8,4,2,6,4,0,0,1,0,2.3,2.3,1.6,3.9,46,70,100,0.16,0.08,0.23,0.16,0.23,0.09,0.06,0.15,0.09,0.15,standard,ITA,MF,23,2000,25.8,28,13,13,12,3,9,25,36.0,16,22,5,17,10,38,37,0,defense,ITA,MF,23,2000,25.8,632,804,78.6,8979,2644,371,430,86.3,201,245,82.0,27,56,48.2,2,1.6,1.9,0.4,22,50,15,4,70,passing,ITA,MF,23,2000,25.8,1056,46,239,533,294,57,1056,43,22,51.2,19,44.2,575,3132,1453,46,32,15,39,44,722,100,possession,ITA,MF,23,2000,25.8,4,31,10,32.3,1.2,0.39,0.13,0.4,19.9,2,0,0,2.3,2.3,0.07,1.7,1.7,shooting,ITA,MF,23,2000,25.8,1,0,0,35,24,5,20,10,13,0,0,0,107,20,30,40.0,misc
ITA-Serie A,2023,Atalanta,Marco Carnesecchi,ITA,GK,23,2000,27,27,2425,26.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,23,2000,26.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,22,3,defense,ITA,GK,23,2000,26.9,619,879,70.4,18321,13014,73,75,97.3,320,330,97.0,225,467,48.2,0,0.0,0.0,0.0,0,11,0,0,0,passing,ITA,GK,23,2000,26.9,955,861,954,1,0,0,955,0,0,,0,,484,2512,1389,0,0,0,1,0,424,0,possession,ITA,GK,23,2000,26.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,23,2000,26.9,0,0,0,1,2,0,0,0,0,0,1,0,39,7,1,87.5,misc
ITA-Serie A,2023,Cagliari,Marco Mancosu,ITA,"MF,FW",34,1988,6,3,156,1.7,0,0,0,0,0,1,0,0,1.2,0.5,0.2,0.7,4,8,11,0.0,0.0,0.0,0.0,0.0,0.71,0.13,0.85,0.29,0.42,standard,ITA,"MF,FW",34,1988,1.7,3,0,0,2,1,1,2,50.0,1,0,0,0,0,3,0,0,defense,ITA,"MF,FW",34,1988,1.7,39,62,62.9,615,177,21,25,84.0,11,20,55.0,5,12,41.7,0,0.2,0.4,-0.2,2,4,4,1,8,passing,ITA,"MF,FW",34,1988,1.7,84,0,9,44,31,4,83,6,3,50.0,3,50.0,51,221,99,4,2,0,3,3,58,11,possession,ITA,"MF,FW",34,1988,1.7,0,6,0,0.0,3.46,0.0,0.0,,29.7,1,0,1,1.2,0.5,0.08,-1.2,-0.5,shooting,ITA,"MF,FW",34,1988,1.7,0,0,0,3,1,2,4,0,0,0,0,0,8,0,4,0.0,misc
ITA-Serie A,2023,Milan,Marco Pellegrino,ARG,DF,21,2002,1,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,ARG,DF,21,2002,0.8,1,1,0,0,1,0,2,0.0,2,1,1,0,1,2,2,0,defense,ARG,DF,21,2002,0.8,43,48,89.6,753,211,19,20,95.0,23,23,100.0,1,4,25.0,0,0.0,0.0,0.0,0,2,0,0,3,passing,ARG,DF,21,2002,0.8,55,9,33,20,2,1,55,1,0,0.0,1,100.0,41,228,153,1,0,0,0,0,39,0,possession,ARG,DF,21,2002,0.8,0,1,1,100.0,1.32,1.32,0.0,0.0,12.9,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ARG,DF,21,2002,0.8,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,50.0,misc
ITA-Serie A,2023,Salernitana,Marco Pellegrino,ARG,DF,21,2002,10,5,545,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,7,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,standard,ARG,DF,21,2002,6.1,8,6,4,3,1,5,10,50.0,5,11,6,5,10,18,28,0,defense,ARG,DF,21,2002,6.1,211,256,82.4,3754,1365,83,94,88.3,112,126,88.9,16,33,48.5,0,0.0,0.0,0.0,1,6,0,0,7,passing,ARG,DF,21,2002,6.1,318,46,171,136,12,5,318,2,1,50.0,1,50.0,160,719,369,0,2,0,1,2,200,1,possession,ARG,DF,21,2002,6.1,0,2,0,0.0,0.33,0.0,0.0,,11.9,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ARG,DF,21,2002,6.1,1,0,0,3,1,0,1,10,6,0,1,0,15,9,18,33.3,misc
ITA-Serie A,2023,Udinese,Marco Silvestri,ITA,GK,32,1991,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,32,1991,17.0,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,5,3,defense,ITA,GK,32,1991,17.0,324,451,71.8,8621,6421,69,71,97.2,173,178,97.2,82,201,40.8,0,0.0,0.0,0.0,0,2,0,0,0,passing,ITA,GK,32,1991,17.0,488,442,488,0,0,0,488,0,0,,0,,250,1212,801,0,0,0,0,0,183,0,possession,ITA,GK,32,1991,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,32,1991,17.0,0,0,0,0,1,0,0,0,0,0,0,0,20,2,3,40.0,misc
ITA-Serie A,2023,Milan,Marco Sportiello,ITA,GK,31,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,31,1992,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense,ITA,GK,31,1992,7.0,213,247,86.2,4909,3500,56,56,100.0,116,118,98.3,41,73,56.2,0,0.0,0.0,0.0,0,5,0,0,0,passing,ITA,GK,31,1992,7.0,263,199,260,3,0,0,263,0,0,,0,,190,1070,685,0,0,0,0,0,157,0,possession,ITA,GK,31,1992,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,31,1992,7.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,,misc
ITA-Serie A,2023,Sassuolo,Marcus Pedersen,NOR,DF,23,2000,28,16,1613,17.9,0,2,2,0,0,0,4,0,0.1,0.1,1.1,1.2,43,31,90,0.0,0.11,0.11,0.0,0.11,0.01,0.06,0.06,0.01,0.06,standard,NOR,DF,23,2000,17.9,36,24,25,5,6,21,25,84.0,4,19,5,14,10,46,51,0,defense,NOR,DF,23,2000,17.9,563,735,76.6,9376,3043,289,327,88.4,224,281,79.7,43,87,49.4,2,1.1,0.7,0.9,10,35,9,7,31,passing,NOR,DF,23,2000,17.9,907,51,303,355,262,19,907,19,11,57.9,7,36.8,411,2975,1495,43,34,8,30,11,465,90,possession,NOR,DF,23,2000,17.9,0,3,0,0.0,0.17,0.0,0.0,,24.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,NOR,DF,23,2000,17.9,4,0,0,13,9,0,57,10,24,0,0,0,56,9,18,33.3,misc
ITA-Serie A,2023,Inter,Marcus Thuram,FRA,FW,25,1997,35,34,2687,29.9,13,7,20,13,0,0,3,0,14.3,14.3,3.7,18.0,68,47,192,0.44,0.23,0.67,0.44,0.67,0.48,0.12,0.6,0.48,0.6,standard,FRA,FW,25,1997,29.9,23,15,9,9,5,4,13,30.8,9,26,3,23,4,27,19,0,defense,FRA,FW,25,1997,29.9,476,656,72.6,5687,1049,313,396,79.0,100,144,69.4,16,24,66.7,7,3.7,3.6,3.3,29,20,19,4,47,passing,FRA,FW,25,1997,29.9,967,26,83,422,474,176,967,51,33,64.7,11,21.6,540,3480,1696,68,28,40,81,35,756,192,possession,FRA,FW,25,1997,29.9,13,77,29,37.7,2.58,0.97,0.17,0.45,11.8,0,0,0,14.3,14.3,0.19,-1.3,-1.3,shooting,FRA,FW,25,1997,29.9,3,0,0,35,45,20,21,4,15,5,0,0,66,70,42,62.5,misc
ITA-Serie A,2023,Lecce,Marin Pongračić,CRO,DF,25,1997,36,36,3219,35.8,0,0,0,0,0,0,10,1,1.2,1.2,0.4,1.5,45,134,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,CRO,DF,25,1997,35.8,43,30,22,20,1,19,25,76.0,6,37,26,11,51,94,130,1,defense,CRO,DF,25,1997,35.8,1583,1872,84.6,34979,12707,363,424,85.6,931,1012,92.0,272,395,68.9,0,0.4,0.6,-0.4,11,119,5,0,134,passing,CRO,DF,25,1997,35.8,2191,322,1143,1018,60,23,2191,23,15,65.2,4,17.4,1325,10043,5791,45,18,1,15,3,1325,7,possession,CRO,DF,25,1997,35.8,0,13,3,23.1,0.36,0.08,0.0,0.0,13.5,0,0,0,1.2,1.2,0.09,-1.2,-1.2,shooting,CRO,DF,25,1997,35.8,10,1,1,57,22,0,1,51,30,0,0,0,183,59,38,60.8,misc
ITA-Serie A,2023,Lazio,Mario Gila,ESP,DF,22,2000,21,21,1809,20.1,0,0,0,0,0,0,4,1,0.5,0.5,0.5,1.0,21,93,12,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,standard,ESP,DF,22,2000,20.1,32,14,23,8,1,19,34,55.9,15,27,14,13,20,52,69,0,defense,ESP,DF,22,2000,20.1,1161,1294,89.7,21517,7790,454,483,94.0,545,583,93.5,135,181,74.6,0,0.5,0.8,-0.5,7,70,10,3,93,passing,ESP,DF,22,2000,20.1,1486,149,602,797,103,10,1486,15,9,60.0,4,26.7,875,4688,2725,21,26,0,11,6,1035,12,possession,ESP,DF,22,2000,20.1,0,8,2,25.0,0.4,0.1,0.0,0.0,16.2,0,0,0,0.5,0.5,0.07,-0.5,-0.5,shooting,ESP,DF,22,2000,20.1,4,1,1,21,23,1,8,20,14,0,0,0,109,29,43,40.3,misc
ITA-Serie A,2023,Atalanta,Mario Pašalić,CRO,MF,28,1995,34,23,2051,22.8,6,6,12,4,2,2,3,0,7.1,5.5,4.1,9.6,48,129,74,0.26,0.26,0.53,0.18,0.44,0.31,0.18,0.49,0.24,0.42,standard,CRO,MF,28,1995,22.8,28,17,9,18,1,14,31,45.2,17,29,6,23,16,44,34,0,defense,CRO,MF,28,1995,22.8,988,1145,86.3,17661,5285,419,469,89.3,464,513,90.4,90,120,75.0,6,4.1,3.3,1.9,31,104,24,0,129,passing,CRO,MF,28,1995,22.8,1350,55,298,752,310,57,1348,25,12,48.0,12,48.0,746,4239,2048,48,34,4,34,13,978,74,possession,CRO,MF,28,1995,22.8,6,38,16,42.1,1.67,0.7,0.11,0.25,14.5,0,2,2,7.1,5.5,0.15,-1.1,-1.5,shooting,CRO,MF,28,1995,22.8,3,0,0,20,7,6,10,16,17,0,0,0,124,36,31,53.7,misc
