nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,league,season,stat_type
GUF,GK,32-159,1992,26,26,2340,26.0,0,2,2,0,0,0,2,0,0.0,0.0,0.4,0.4,0,1,0,0.0,0.08,0.08,0.0,0.08,0.0,0.01,0.01,0.0,0.01,FRA-Ligue 1,2024,standard
GHA,MF,27-155,1997,26,26,2183,24.3,1,3,4,1,0,0,7,0,0.3,0.3,1.0,1.3,8,74,31,0.04,0.12,0.16,0.04,0.16,0.01,0.04,0.05,0.01,0.05,FRA-Ligue 1,2024,standard
NED,DF,24-065,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
FRA,"FW,MF",28-082,1997,20,4,464,5.2,2,0,2,2,0,0,0,0,1.7,1.7,0.1,1.8,5,5,25,0.39,0.0,0.39,0.39,0.39,0.33,0.02,0.35,0.33,0.35,FRA-Ligue 1,2024,standard
NOR,DF,22-247,2002,6,1,154,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,6,6,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,FRA-Ligue 1,2024,standard
NGA,DF,26-240,1998,19,19,1564,17.4,1,0,1,1,0,0,1,1,1.0,1.0,0.1,1.1,12,43,2,0.06,0.0,0.06,0.06,0.06,0.06,0.01,0.06,0.06,0.06,FRA-Ligue 1,2024,standard
FRA,"MF,FW",28-308,1996,28,25,2164,24.0,8,8,16,8,0,0,1,0,4.6,4.6,6.9,11.4,62,112,102,0.33,0.33,0.67,0.33,0.67,0.19,0.29,0.47,0.19,0.47,FRA-Ligue 1,2024,standard
GHA,DF,26-267,1998,23,21,1851,20.6,0,1,1,0,0,0,2,0,0.2,0.2,2.1,2.3,41,76,79,0.0,0.05,0.05,0.0,0.05,0.01,0.1,0.11,0.01,0.11,FRA-Ligue 1,2024,standard
CIV,MF,25-054,2000,24,24,1953,21.7,10,2,12,10,0,0,5,0,7.7,7.7,2.7,10.4,64,89,137,0.46,0.09,0.55,0.46,0.55,0.35,0.12,0.48,0.35,0.48,FRA-Ligue 1,2024,standard
FRA,MF,23-278,2001,12,6,617,6.9,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.7,9,21,6,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,FRA-Ligue 1,2024,standard
BRA,DF,31-225,1993,25,25,2197,24.4,6,0,6,3,3,4,5,0,5.2,2.0,0.9,2.9,1,26,3,0.25,0.0,0.25,0.12,0.12,0.21,0.04,0.25,0.08,0.12,FRA-Ligue 1,2024,standard
NED,DF,23-083,2002,25,22,1785,19.8,0,2,2,0,0,0,3,1,0.3,0.3,2.4,2.6,48,68,102,0.0,0.1,0.1,0.0,0.1,0.01,0.12,0.13,0.01,0.13,FRA-Ligue 1,2024,standard
FRA,MF,20-287,2004,21,15,1379,15.3,0,0,0,0,0,0,1,0,1.4,1.4,2.2,3.5,17,90,48,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.23,0.09,0.23,FRA-Ligue 1,2024,standard
MLI,"FW,MF",25-124,1999,28,19,1786,19.8,2,4,6,1,1,1,4,0,5.3,4.5,3.6,8.1,42,50,156,0.1,0.2,0.3,0.05,0.25,0.27,0.18,0.45,0.23,0.41,FRA-Ligue 1,2024,standard
GHA,"FW,MF",22-174,2002,2,0,38,0.4,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,0,3,2.37,0.0,2.37,2.37,2.37,0.52,0.0,0.52,0.52,0.52,FRA-Ligue 1,2024,standard
FRA,DF,21-121,2003,2,0,13,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
FRA,DF,24-308,2000,20,8,796,8.8,0,1,1,0,0,0,3,1,0.4,0.4,1.1,1.5,24,40,54,0.0,0.11,0.11,0.0,0.11,0.04,0.13,0.17,0.04,0.17,FRA-Ligue 1,2024,standard
MAD,"MF,DF",28-085,1997,13,7,724,8.0,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,5,31,12,0.12,0.0,0.12,0.12,0.12,0.1,0.02,0.12,0.1,0.12,FRA-Ligue 1,2024,standard
FRA,MF,17-029,2008,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
CIV,DF,24-002,2001,17,16,1405,15.6,3,2,5,3,0,0,3,0,1.1,1.1,0.5,1.7,4,51,4,0.19,0.13,0.32,0.19,0.32,0.07,0.03,0.11,0.07,0.11,FRA-Ligue 1,2024,standard
CAN,FW,25-227,1999,24,10,827,9.2,2,1,3,2,0,0,1,0,2.7,2.7,1.2,3.9,14,15,39,0.22,0.11,0.33,0.22,0.33,0.29,0.13,0.42,0.29,0.42,FRA-Ligue 1,2024,standard
MTQ,GK,24-068,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
FRA,DF,31-038,1994,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
FRA,MF,20-119,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
SEN,"FW,MF",23-298,2001,21,11,976,10.8,5,2,7,5,0,0,2,0,4.5,4.5,0.9,5.4,35,22,77,0.46,0.18,0.65,0.46,0.65,0.42,0.08,0.5,0.42,0.5,FRA-Ligue 1,2024,standard
SEN,DF,23-001,2002,17,14,1303,14.5,1,0,1,1,0,0,3,0,0.8,0.8,0.0,0.8,5,34,3,0.07,0.0,0.07,0.07,0.07,0.06,0.0,0.06,0.06,0.06,FRA-Ligue 1,2024,standard
FRA,"MF,FW",21-224,2003,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,FRA-Ligue 1,2024,standard
FRA,DF,30-110,1994,23,23,2056,22.8,1,0,1,1,0,0,4,0,0.6,0.6,0.6,1.2,7,47,4,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.05,0.03,0.05,FRA-Ligue 1,2024,standard
SUI,MF,28-361,1996,16,9,835,9.3,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,4,30,1,0.0,0.11,0.11,0.0,0.11,0.04,0.06,0.1,0.04,0.1,FRA-Ligue 1,2024,standard
FRA,GK,26-008,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
MLI,FW,18-270,2006,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
FRA,MF,25-104,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,FRA-Ligue 1,2024,standard
FRA,MF,26-316,1998,26,22,1907,21.2,1,0,1,1,0,0,4,0,0.7,0.7,0.4,1.2,15,71,17,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.06,0.03,0.06,FRA-Ligue 1,2024,standard
MAR,FW,23-224,2001,12,4,358,4.0,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.1,15,7,40,0.25,0.25,0.5,0.25,0.5,0.15,0.14,0.29,0.15,0.29,FRA-Ligue 1,2024,standard
FRA,MF,35-002,1990,13,5,459,5.1,1,0,1,1,0,0,2,0,0.4,0.4,0.3,0.7,8,19,7,0.2,0.0,0.2,0.2,0.2,0.08,0.07,0.15,0.08,0.15,FRA-Ligue 1,2024,standard
FRA,DF,31-033,1994,11,8,790,8.8,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,22,36,21,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,FRA-Ligue 1,2024,standard
FRA,DF,27-251,1997,14,14,1243,13.8,0,1,1,0,0,0,2,0,0.4,0.4,0.3,0.7,7,38,1,0.0,0.07,0.07,0.0,0.07,0.03,0.02,0.05,0.03,0.05,FRA-Ligue 1,2024,standard
FRA,DF,19-209,2005,2,2,122,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,4,12,0.74,0.0,0.74,0.74,0.74,0.05,0.1,0.15,0.05,0.15,FRA-Ligue 1,2024,standard
FRA,FW,26-355,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,7,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,FRA-Ligue 1,2024,standard
MLI,MF,22-052,2003,24,10,1046,11.6,2,2,4,2,0,0,1,0,2.3,2.3,1.0,3.3,10,50,45,0.17,0.17,0.34,0.17,0.34,0.2,0.08,0.28,0.2,0.28,FRA-Ligue 1,2024,standard
MAD,DF,33-190,1991,25,24,2236,24.8,3,1,4,0,3,3,5,0,3.0,0.6,3.1,3.7,47,118,72,0.12,0.04,0.16,0.0,0.04,0.12,0.12,0.24,0.02,0.15,FRA-Ligue 1,2024,standard
CIV,DF,20-018,2005,13,7,638,7.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,4,19,19,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,FRA-Ligue 1,2024,standard
FRA,FW,31-045,1994,25,23,2023,22.5,10,1,11,10,0,1,4,0,8.4,7.6,2.4,10.0,9,37,105,0.44,0.04,0.49,0.44,0.49,0.37,0.11,0.48,0.34,0.44,FRA-Ligue 1,2024,standard
FRA,"MF,FW",26-285,1998,28,25,2149,23.9,5,2,7,5,0,0,5,0,3.2,3.2,1.8,5.0,44,88,84,0.21,0.08,0.29,0.21,0.29,0.13,0.07,0.21,0.13,0.21,FRA-Ligue 1,2024,standard
GNB,FW,29-156,1995,22,12,1066,11.8,2,3,5,2,0,0,2,0,2.6,2.6,2.1,4.7,32,20,95,0.17,0.25,0.42,0.17,0.42,0.22,0.18,0.39,0.22,0.39,FRA-Ligue 1,2024,standard
NED,GK,34-032,1991,27,27,2430,27.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
MLI,DF,32-130,1992,16,15,1235,13.7,0,0,0,0,0,0,3,2,0.2,0.2,0.3,0.5,30,60,58,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,FRA-Ligue 1,2024,standard
POR,"FW,MF",28-132,1996,23,12,1095,12.2,2,4,6,2,0,0,3,0,2.3,2.3,2.2,4.6,17,25,68,0.16,0.33,0.49,0.16,0.49,0.19,0.18,0.37,0.19,0.37,FRA-Ligue 1,2024,standard
FRA,MF,31-321,1993,15,12,1087,12.1,1,2,3,1,0,0,3,0,0.9,0.9,2.0,3.0,19,83,31,0.08,0.17,0.25,0.08,0.25,0.08,0.17,0.25,0.08,0.25,FRA-Ligue 1,2024,standard
FRA,FW,29-013,1996,20,12,1058,11.8,5,3,8,2,3,4,0,0,4.6,1.4,2.7,4.1,25,51,95,0.43,0.26,0.68,0.17,0.43,0.39,0.23,0.62,0.12,0.35,FRA-Ligue 1,2024,standard
FRA,"MF,FW",26-271,1998,19,10,894,9.9,3,2,5,2,1,1,2,0,2.5,1.7,1.9,3.6,24,44,48,0.3,0.2,0.5,0.2,0.4,0.25,0.19,0.45,0.18,0.37,FRA-Ligue 1,2024,standard
FRA,DF,21-179,2003,7,5,438,4.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,16,0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,FRA-Ligue 1,2024,standard
SEN,FW,19-334,2005,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
GUI,MF,31-039,1994,22,20,1785,19.8,8,1,9,2,6,7,5,0,7.6,1.9,0.1,2.1,9,81,20,0.4,0.05,0.45,0.1,0.15,0.38,0.01,0.39,0.1,0.1,FRA-Ligue 1,2024,standard
FRA,MF,28-216,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
GHA,FW,35-115,1989,21,12,1145,12.7,4,1,5,4,0,0,2,0,3.9,3.9,0.1,4.0,4,16,32,0.31,0.08,0.39,0.31,0.39,0.31,0.01,0.31,0.31,0.31,FRA-Ligue 1,2024,standard
FRA,"MF,FW",22-030,2003,22,9,925,10.3,0,2,2,0,0,0,1,0,0.6,0.6,2.9,3.6,42,18,82,0.0,0.19,0.19,0.0,0.19,0.06,0.29,0.35,0.06,0.35,FRA-Ligue 1,2024,standard
SEN,DF,22-364,2002,12,12,937,10.4,2,0,2,2,0,0,3,1,0.5,0.5,0.1,0.6,9,37,1,0.19,0.0,0.19,0.19,0.19,0.05,0.01,0.05,0.05,0.05,FRA-Ligue 1,2024,standard
FRA,GK,31-004,1994,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
CIV,"DF,FW",27-347,1997,13,13,1169,13.0,0,2,2,0,0,0,2,1,0.3,0.3,2.2,2.5,28,52,65,0.0,0.15,0.15,0.0,0.15,0.02,0.17,0.19,0.02,0.19,FRA-Ligue 1,2024,standard
RUS,MF,32-086,1993,12,6,567,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,4,32,9,0.16,0.0,0.16,0.16,0.16,0.03,0.09,0.12,0.03,0.12,FRA-Ligue 1,2024,standard
FRA,FW,20-340,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61,FRA-Ligue 1,2024,standard
USA,"FW,MF",27-108,1997,15,7,653,7.3,0,0,0,0,0,0,1,0,1.9,1.9,0.6,2.5,11,15,39,0.0,0.0,0.0,0.0,0.0,0.27,0.08,0.35,0.27,0.35,FRA-Ligue 1,2024,standard
FRA,DF,23-087,2002,23,21,1882,20.9,0,0,0,0,0,0,4,1,1.1,1.1,0.2,1.4,7,54,4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,FRA-Ligue 1,2024,standard
SEN,DF,28-098,1997,4,4,206,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
FRA,DF,29-267,1995,27,27,2429,27.0,2,1,3,2,0,0,5,0,1.2,1.2,0.9,2.0,13,92,7,0.07,0.04,0.11,0.07,0.11,0.04,0.03,0.08,0.04,0.08,FRA-Ligue 1,2024,standard
FRA,"FW,MF",19-332,2005,10,3,226,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,8,4,22,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.18,0.09,0.18,FRA-Ligue 1,2024,standard
SEN,"MF,FW",24-183,2000,23,15,1374,15.3,3,3,6,3,0,0,0,0,2.6,2.6,2.3,4.9,40,31,108,0.2,0.2,0.39,0.2,0.39,0.17,0.15,0.32,0.17,0.32,FRA-Ligue 1,2024,standard
FRA,"FW,MF",23-199,2001,21,17,1462,16.2,3,3,6,3,0,0,4,0,2.6,2.6,2.7,5.3,52,32,98,0.18,0.18,0.37,0.18,0.37,0.16,0.17,0.32,0.16,0.32,FRA-Ligue 1,2024,standard
FRA,MF,21-335,2003,6,6,502,5.6,0,0,0,0,0,0,1,1,0.8,0.8,0.1,1.0,7,19,5,0.0,0.0,0.0,0.0,0.0,0.15,0.02,0.17,0.15,0.17,FRA-Ligue 1,2024,standard
GUI,FW,25-060,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
EGY,FW,32-037,1993,11,7,627,7.0,2,0,2,1,1,1,1,0,4.4,3.6,0.6,4.2,0,9,11,0.29,0.0,0.29,0.14,0.14,0.63,0.08,0.71,0.52,0.6,FRA-Ligue 1,2024,standard
HUN,"DF,FW",34-086,1991,25,22,1921,21.3,0,0,0,0,0,0,3,0,0.6,0.6,0.4,1.1,51,74,108,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,FRA-Ligue 1,2024,standard
FRA,MF,20-053,2005,9,5,472,5.2,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.7,7,15,4,0.0,0.19,0.19,0.0,0.19,0.07,0.07,0.14,0.07,0.14,FRA-Ligue 1,2024,standard
FRA,GK,34-249,1990,10,10,900,10.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
FRA,MF,20-340,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2024,standard
MAR,MF,22-326,2002,14,12,990,11.0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.9,25,66,34,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08,FRA-Ligue 1,2024,standard
SEN,MF,23-121,2001,23,11,1025,11.4,1,0,1,1,0,0,2,0,1.6,1.6,0.5,2.2,6,43,26,0.09,0.0,0.09,0.09,0.09,0.14,0.05,0.19,0.14,0.19,FRA-Ligue 1,2024,standard
FRA,"MF,FW",28-240,1996,6,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,5,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67,FRA-Ligue 1,2024,standard
FRA,FW,20-048,2005,8,2,289,3.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.7,3,8,19,0.0,0.0,0.0,0.0,0.0,0.4,0.14,0.54,0.4,0.54,FRA-Ligue 1,2024,standard
FRA,DF,22-214,2002,15,11,967,10.7,1,0,1,1,0,0,2,0,1.1,1.1,0.1,1.2,23,32,40,0.09,0.0,0.09,0.09,0.09,0.1,0.01,0.11,0.1,0.11,FRA-Ligue 1,2024,standard
