nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,league,season,stat_type
ROU,DF,32,1989,10.9,35,20,27,7,1,16,24,66.7,8,36,23,13,22,57,44,0,ITA-Serie A,2022,defense
ITA,MF,27,1995,13.3,26,21,13,13,0,15,24,62.5,9,23,12,11,27,53,45,0,ITA-Serie A,2022,defense
ALB,DF,25,1996,23.3,40,32,25,15,0,18,24,75.0,6,47,31,16,27,67,120,0,ITA-Serie A,2022,defense
ITA,MF,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,ITA-Serie A,2022,defense
ITA,"MF,FW",21,2000,0.6,2,0,2,0,0,0,0,,0,0,0,0,0,2,1,0,ITA-Serie A,2022,defense
SWE,"FW,MF",20,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2022,defense
ITA,DF,21,2000,31.4,65,35,37,21,7,30,72,41.7,42,51,16,35,41,106,91,0,ITA-Serie A,2022,defense
ITA,MF,27,1995,25.1,55,34,19,26,10,17,45,37.8,28,20,7,13,18,73,40,0,ITA-Serie A,2022,defense
ITA,FW,34,1987,19.0,2,2,0,1,1,0,1,0.0,1,7,2,5,2,4,8,0,ITA-Serie A,2022,defense
ITA,GK,25,1996,30.9,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,15,2,ITA-Serie A,2022,defense
POR,MF,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2022,defense
ITA,MF,19,2003,9.2,31,17,20,8,3,18,34,52.9,16,15,3,12,7,38,19,0,ITA-Serie A,2022,defense
CIV,"MF,FW",29,1992,15.1,53,37,25,19,9,23,42,54.8,19,35,4,31,13,66,27,0,ITA-Serie A,2022,defense
BEL,DF,20,2002,11.4,14,9,11,3,0,5,13,38.5,8,14,12,2,6,20,65,0,ITA-Serie A,2022,defense
SCO,MF,26,1996,11.2,13,10,6,5,2,4,21,19.0,17,10,2,8,10,23,10,0,ITA-Serie A,2022,defense
NZL,DF,21,2000,6.5,25,10,12,8,5,9,15,60.0,6,15,7,8,4,29,16,0,ITA-Serie A,2022,defense
ITA,DF,32,1990,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ITA-Serie A,2022,defense
CRO,"MF,FW",27,1995,5.8,4,3,3,1,0,3,5,60.0,2,3,0,3,3,7,3,0,ITA-Serie A,2022,defense
URU,FW,21,2001,18.9,13,8,5,6,2,6,14,42.9,8,5,0,5,3,16,22,0,ITA-Serie A,2022,defense
ITA,"FW,MF",31,1991,6.4,1,1,0,1,0,0,0,,0,2,0,2,1,2,5,0,ITA-Serie A,2022,defense
ALB,"MF,FW",23,1999,10.4,8,4,3,3,2,4,6,66.7,2,5,0,5,7,15,4,0,ITA-Serie A,2022,defense
SUI,MF,26,1996,12.8,27,13,16,6,5,12,24,50.0,12,16,4,12,8,35,27,0,ITA-Serie A,2022,defense
ITA,"FW,MF",21,2000,14.3,30,22,11,12,7,8,27,29.6,19,19,1,18,9,39,8,0,ITA-Serie A,2022,defense
SVN,DF,26,1995,17.0,42,22,28,10,4,26,43,60.5,17,17,5,12,11,53,55,0,ITA-Serie A,2022,defense
ITA,FW,21,2001,5.7,1,1,1,0,0,0,3,0.0,3,4,1,3,1,2,9,0,ITA-Serie A,2022,defense
ROU,MF,26,1996,28.2,44,22,22,21,1,19,40,47.5,21,29,11,18,14,58,33,0,ITA-Serie A,2022,defense
NED,FW,25,1997,9.8,20,10,5,9,6,7,11,63.6,4,4,1,3,3,23,8,0,ITA-Serie A,2022,defense
KVX,GK,34,1988,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2022,defense
ITA,GK,24,1997,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,ITA-Serie A,2022,defense
POL,DF,22,2000,6.7,9,6,7,2,0,4,6,66.7,2,10,9,1,7,16,30,0,ITA-Serie A,2022,defense
ITA,DF,25,1996,34.8,33,18,24,8,1,9,20,45.0,11,54,42,12,43,76,163,1,ITA-Serie A,2022,defense
ITA,MF,19,2003,19.7,25,12,9,13,3,7,32,21.9,25,21,1,20,2,27,5,0,ITA-Serie A,2022,defense
NGA,DF,26,1995,21.4,22,14,11,7,4,9,13,69.2,4,23,12,11,12,34,79,1,ITA-Serie A,2022,defense
SRB,DF,22,1999,10.4,16,9,9,4,3,11,21,52.4,10,13,4,9,5,21,16,0,ITA-Serie A,2022,defense
ITA,MF,19,2002,1.7,5,2,2,3,0,2,3,66.7,1,1,0,1,0,5,0,0,ITA-Serie A,2022,defense
GHA,MF,29,1993,12.3,18,10,0,17,1,10,21,47.6,11,9,0,9,8,26,6,0,ITA-Serie A,2022,defense
CZE,MF,27,1994,20.0,21,9,5,7,9,6,16,37.5,10,16,2,14,3,24,13,0,ITA-Serie A,2022,defense
BRA,FW,24,1998,15.9,9,2,1,4,4,4,8,50.0,4,10,1,9,1,10,12,0,ITA-Serie A,2022,defense
CIV,FW,24,1997,20.7,27,18,8,10,9,7,14,50.0,7,15,3,12,12,39,8,0,ITA-Serie A,2022,defense
ITA,DF,29,1992,28.3,65,38,29,29,7,32,65,49.2,33,32,7,25,14,79,42,1,ITA-Serie A,2022,defense
BRA,DF,23,1998,25.9,40,22,20,14,6,22,46,47.8,24,26,2,24,25,65,37,0,ITA-Serie A,2022,defense
ITA,MF,25,1997,8.0,10,8,1,7,2,2,9,22.2,7,5,1,4,8,18,5,0,ITA-Serie A,2022,defense
ITA,MF,32,1989,21.2,35,23,14,15,6,24,37,64.9,13,14,0,14,16,51,5,1,ITA-Serie A,2022,defense
BRA,DF,24,1998,22.9,43,29,21,18,4,20,27,74.1,7,33,14,19,25,68,56,2,ITA-Serie A,2022,defense
FRA,FW,24,1998,22.3,16,8,5,6,5,5,14,35.7,9,18,1,17,4,20,3,0,ITA-Serie A,2022,defense
CRO,"FW,MF",24,1998,2.5,2,1,0,1,1,1,4,25.0,3,1,0,1,1,3,1,0,ITA-Serie A,2022,defense
ITA,DF,27,1995,10.3,18,7,6,11,1,11,18,61.1,7,7,2,5,5,23,17,2,ITA-Serie A,2022,defense
ITA,DF,23,1999,5.6,9,4,6,3,0,6,9,66.7,3,5,3,2,11,20,15,1,ITA-Serie A,2022,defense
ARG,DF,26,1996,24.1,80,48,44,32,4,42,61,68.9,19,41,19,22,48,128,78,1,ITA-Serie A,2022,defense
SRB,"FW,MF",24,1997,17.0,6,3,1,4,1,2,8,25.0,6,7,2,5,2,8,10,0,ITA-Serie A,2022,defense
ITA,DF,27,1994,1.0,3,3,2,0,1,3,4,75.0,1,0,0,0,1,4,1,0,ITA-Serie A,2022,defense
ITA,GK,23,1999,5.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,ITA-Serie A,2022,defense
ARG,"FW,MF",24,1998,15.0,17,10,3,10,4,5,16,31.3,11,14,0,14,4,21,6,0,ITA-Serie A,2022,defense
SRB,DF,24,1997,23.7,40,25,20,17,3,18,27,66.7,9,27,14,13,22,62,72,0,ITA-Serie A,2022,defense
ITA,GK,27,1995,3.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,ITA-Serie A,2022,defense
ITA,GK,32,1990,29.0,2,1,2,0,0,2,3,66.7,1,0,0,0,1,3,14,0,ITA-Serie A,2022,defense
ITA,FW,30,1991,13.4,10,5,3,6,1,5,9,55.6,4,7,1,6,5,15,9,1,ITA-Serie A,2022,defense
ITA,FW,23,1999,9.3,4,3,2,0,2,2,5,40.0,3,2,0,2,0,4,0,0,ITA-Serie A,2022,defense
ITA,MF,25,1997,21.7,42,24,12,22,8,23,52,44.2,29,25,3,22,16,58,21,0,ITA-Serie A,2022,defense
ITA,GK,35,1987,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ITA-Serie A,2022,defense
MAR,MF,25,1996,22.2,39,24,15,17,7,16,29,55.2,13,23,5,18,21,60,18,2,ITA-Serie A,2022,defense
POL,MF,24,1997,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2022,defense
MAR,MF,23,1998,3.3,3,1,0,3,0,0,4,0.0,4,5,0,5,1,4,3,0,ITA-Serie A,2022,defense
ARG,FW,23,1999,8.1,5,3,0,3,2,1,6,16.7,5,7,2,5,3,8,7,1,ITA-Serie A,2022,defense
CMR,MF,28,1994,33.7,51,30,21,26,4,28,63,44.4,35,51,14,37,37,88,55,2,ITA-Serie A,2022,defense
AUS,MF,26,1996,2.5,2,1,1,1,0,1,2,50.0,1,2,0,2,0,2,2,1,ITA-Serie A,2022,defense
ITA,MF,21,2001,0.1,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0,ITA-Serie A,2022,defense
CZE,MF,27,1994,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2022,defense
ARG,DF,20,2002,0.6,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,4,0,ITA-Serie A,2022,defense
BEL,"MF,FW",22,2000,8.3,7,3,2,2,3,3,11,27.3,8,7,0,7,6,13,4,0,ITA-Serie A,2022,defense
SRB,"MF,DF",31,1990,24.9,24,13,9,12,3,13,29,44.8,16,14,3,11,16,40,19,0,ITA-Serie A,2022,defense
ITA,DF,30,1991,16.5,34,24,19,13,2,16,41,39.0,25,30,11,19,15,49,37,0,ITA-Serie A,2022,defense
NED,DF,24,1998,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,ITA-Serie A,2022,defense
ITA,DF,18,2003,13.1,25,17,15,10,0,11,24,45.8,13,20,6,14,14,39,38,0,ITA-Serie A,2022,defense
ITA,DF,25,1997,24.1,48,28,25,16,7,25,44,56.8,19,32,6,26,18,66,33,3,ITA-Serie A,2022,defense
ITA,DF,30,1992,15.7,25,19,15,9,1,13,23,56.5,10,17,10,7,19,44,55,0,ITA-Serie A,2022,defense
ITA,"DF,MF",19,2003,9.1,20,13,11,7,2,15,20,75.0,5,7,4,3,10,30,14,0,ITA-Serie A,2022,defense
ITA,DF,26,1995,17.0,33,22,20,11,2,19,25,76.0,6,20,15,5,21,54,76,0,ITA-Serie A,2022,defense
GHA,MF,19,2003,7.2,19,13,10,7,2,6,12,50.0,6,8,2,6,14,33,15,0,ITA-Serie A,2022,defense
SWE,DF,23,1999,29.0,73,36,54,19,0,38,61,62.3,23,40,17,23,31,104,92,1,ITA-Serie A,2022,defense
SRB,MF,21,2001,9.5,16,10,9,7,0,6,11,54.5,5,10,1,9,8,24,14,0,ITA-Serie A,2022,defense
NED,"MF,FW",19,2002,3.2,5,3,2,3,0,0,0,,0,1,0,1,2,7,1,0,ITA-Serie A,2022,defense
SCO,DF,20,2002,15.0,19,8,6,7,6,6,16,37.5,10,25,6,19,11,30,13,1,ITA-Serie A,2022,defense
COL,DF,21,2001,4.9,10,6,7,3,0,7,12,58.3,5,8,5,3,13,23,12,0,ITA-Serie A,2022,defense
ITA,"FW,MF",29,1992,17.5,12,6,7,3,2,6,14,42.9,8,17,1,16,5,17,13,0,ITA-Serie A,2022,defense
GER,DF,27,1994,11.1,10,6,1,8,1,4,7,57.1,3,24,15,9,30,40,46,0,ITA-Serie A,2022,defense
ITA,GK,26,1996,37.0,1,0,1,0,0,0,3,0.0,3,1,0,1,0,1,26,3,ITA-Serie A,2022,defense
CMR,MF,24,1998,5.8,8,5,4,4,0,5,5,100.0,0,7,1,6,6,14,9,0,ITA-Serie A,2022,defense
POR,MF,36,1986,12.9,33,10,20,12,1,16,26,61.5,10,26,6,20,6,39,14,0,ITA-Serie A,2022,defense
BIH,FW,32,1990,15.2,2,1,1,0,1,1,3,33.3,2,7,4,3,1,3,24,0,ITA-Serie A,2022,defense
DEN,MF,26,1996,6.6,10,6,6,3,1,7,16,43.8,9,7,1,6,5,15,17,0,ITA-Serie A,2022,defense
SVK,MF,27,1994,11.8,22,14,7,12,3,9,16,56.3,7,11,0,11,13,35,8,0,ITA-Serie A,2022,defense
GRE,DF,23,1998,1.4,5,4,2,2,1,3,3,100.0,0,4,1,3,2,7,3,0,ITA-Serie A,2022,defense
POL,DF,27,1995,18.1,48,31,28,17,3,22,31,71.0,9,14,9,5,23,71,71,0,ITA-Serie A,2022,defense
ITA,FW,21,2001,2.1,1,0,1,0,0,0,2,0.0,2,2,0,2,0,1,2,0,ITA-Serie A,2022,defense
ITA,GK,27,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2022,defense
ITA,"MF,FW",30,1992,12.2,15,10,7,5,3,6,17,35.3,11,8,1,7,0,15,2,0,ITA-Serie A,2022,defense
FRA,FW,27,1994,11.4,5,3,1,1,3,1,5,20.0,4,6,2,4,0,5,14,0,ITA-Serie A,2022,defense
SLE,"MF,FW",21,2001,9.6,14,10,5,4,5,7,12,58.3,5,10,0,10,8,22,5,0,ITA-Serie A,2022,defense
ITA,DF,23,1999,24.0,41,20,20,14,7,11,27,40.7,16,27,13,14,24,65,45,0,ITA-Serie A,2022,defense
ITA,GK,39,1983,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2022,defense
CMR,GK,26,1996,24.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,0,ITA-Serie A,2022,defense
ITA,DF,33,1988,8.1,25,17,17,7,1,15,27,55.6,12,12,4,8,10,35,17,0,ITA-Serie A,2022,defense
NED,DF,26,1996,24.6,35,18,17,13,5,22,34,64.7,12,33,9,24,12,47,26,0,ITA-Serie A,2022,defense
BIH,FW,36,1986,19.2,3,2,0,3,0,0,4,0.0,4,15,1,14,3,6,25,0,ITA-Serie A,2022,defense
ITA,DF,24,1997,23.0,31,25,6,18,7,9,19,47.4,10,15,4,11,18,49,20,0,ITA-Serie A,2022,defense
ITA,DF,34,1988,26.9,33,19,22,7,4,20,27,74.1,7,25,18,7,41,74,85,2,ITA-Serie A,2022,defense
TUR,MF,28,1994,26.3,48,27,17,26,5,16,43,37.2,27,30,5,25,25,73,13,1,ITA-Serie A,2022,defense
ARM,MF,33,1989,22.1,41,26,13,22,6,14,41,34.1,27,27,4,23,21,62,18,0,ITA-Serie A,2022,defense
ARG,FW,27,1994,10.6,12,7,3,6,3,4,15,26.7,11,4,1,3,3,15,0,0,ITA-Serie A,2022,defense
ALB,MF,20,2002,6.6,11,5,1,8,2,7,10,70.0,3,3,1,2,6,17,4,0,ITA-Serie A,2022,defense
ARG,FW,24,1997,28.6,25,14,3,15,7,7,23,30.4,16,31,1,30,13,38,16,1,ITA-Serie A,2022,defense
CRO,MF,29,1992,19.7,37,22,13,22,2,11,37,29.7,26,23,7,16,22,59,28,0,ITA-Serie A,2022,defense
ITA,DF,32,1989,22.5,56,30,29,15,12,31,47,66.0,16,33,5,28,21,77,36,0,ITA-Serie A,2022,defense
ITA,DF,19,2003,0.3,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,ITA-Serie A,2022,defense
SVK,DF,27,1995,19.7,29,18,14,11,4,18,32,56.3,14,18,13,5,13,42,46,3,ITA-Serie A,2022,defense
ITA,MF,25,1997,29.0,49,25,17,26,6,28,53,52.8,25,29,5,24,12,61,12,0,ITA-Serie A,2022,defense
ITA,DF,22,2000,5.5,14,6,11,2,1,9,14,64.3,5,6,1,5,4,18,14,0,ITA-Serie A,2022,defense
ITA,MF,28,1994,8.7,16,6,9,6,1,10,21,47.6,11,14,5,9,4,20,15,0,ITA-Serie A,2022,defense
GER,DF,28,1994,13.2,34,18,15,10,9,15,25,60.0,10,16,2,14,23,57,15,0,ITA-Serie A,2022,defense
BEL,FW,29,1993,18.4,3,1,1,0,2,2,5,40.0,3,3,1,2,0,3,16,0,ITA-Serie A,2022,defense
SVN,GK,38,1984,13.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,ITA-Serie A,2022,defense
NED,DF,30,1992,21.6,28,18,19,9,0,8,14,57.1,6,18,10,8,40,68,80,0,ITA-Serie A,2022,defense
ARG,"MF,DF",17,2005,0.3,1,1,0,1,0,1,3,33.3,2,1,0,1,0,1,0,0,ITA-Serie A,2022,defense
