league,season,team,player,nation,pos,age,born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type
ITA-Serie A,2024,Roma,Tammy Abraham,ENG,FW,27-191,1997,0.0,4,0,0,2,2,1,4,0,0,,0,,3,2,1,0,0,0,1,0,4,2,possession
ITA-Serie A,2024,Roma,Tommaso Baldanzi,ITA,"MF,FW",22-019,2003,7.7,408,4,35,161,221,33,408,33,13,39.4,19,57.6,245,1728,877,35,28,9,13,4,285,50,possession
ITA-Serie A,2024,Roma,Victor Nelsson,DEN,DF,26-179,1998,2.1,141,6,61,73,8,2,141,1,1,100.0,0,0.0,66,269,149,0,0,0,4,0,99,0,possession
ITA-Serie A,2024,Roma,Zeki Çelik,TUR,DF,28-053,1997,18.2,1150,58,320,574,266,30,1150,9,7,77.8,1,11.1,554,2491,1192,19,16,1,14,6,705,68,possession
ITA-Serie A,2024,Torino,Aaron Ciammaglichella,ITA,MF,20-075,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession
ITA-Serie A,2024,Torino,Adam Masina,MAR,DF,31-099,1994,16.6,1173,134,513,595,69,10,1173,8,3,37.5,5,62.5,669,3055,1724,13,8,1,7,5,771,7,possession
ITA-Serie A,2024,Torino,Adrien Tameze,CMR,"MF,DF",31-066,1994,6.7,345,15,83,169,93,13,345,15,4,26.7,8,53.3,203,1236,587,14,8,0,9,3,244,20,possession
ITA-Serie A,2024,Torino,Alberto Paleari,ITA,GK,32-225,1992,1.0,37,29,37,0,0,0,37,0,0,,0,,23,111,65,0,0,0,0,0,15,0,possession
ITA-Serie A,2024,Torino,Ali Dembélé,FRA,DF,21-096,2004,1.4,79,5,27,37,16,1,79,2,1,50.0,1,50.0,35,167,92,3,2,0,3,3,42,1,possession
ITA-Serie A,2024,Torino,Antonio Sanabria,PAR,FW,29-038,1996,12.9,326,13,39,167,124,29,325,10,5,50.0,5,50.0,208,852,201,6,6,1,25,22,262,50,possession
ITA-Serie A,2024,Torino,Borna Sosa,CRO,DF,27-080,1998,13.1,781,29,222,372,193,14,781,7,3,42.9,2,28.6,417,2251,866,13,15,1,9,1,454,49,possession
ITA-Serie A,2024,Torino,Cesare Casadei,ITA,MF,22-091,2003,6.2,279,22,71,160,51,14,279,5,3,60.0,1,20.0,147,906,368,8,4,0,9,4,186,5,possession
ITA-Serie A,2024,Torino,Che Adams,SCO,FW,28-272,1996,23.0,637,14,46,315,285,72,636,32,10,31.3,18,56.3,403,1699,595,19,15,5,52,25,492,122,possession
ITA-Serie A,2024,Torino,Cristiano Biraghi,ITA,DF,32-222,1992,6.2,385,23,94,194,100,4,385,5,0,0.0,4,80.0,177,818,409,8,9,0,6,1,209,21,possession
ITA-Serie A,2024,Torino,Duván Zapata,COL,FW,34-010,1991,6.5,192,11,25,72,96,39,192,9,1,11.1,7,77.8,104,470,207,6,4,4,9,8,141,36,possession
ITA-Serie A,2024,Torino,Elif Elmas,MKD,FW,25-199,1999,5.6,202,2,19,88,95,18,202,16,3,18.8,11,68.8,131,859,409,18,12,7,9,3,151,28,possession
ITA-Serie A,2024,Torino,Eybi Nije,SWE,"FW,MF",19-332,2005,4.4,167,2,21,61,86,14,167,19,7,36.8,11,57.9,108,748,276,10,7,5,14,9,115,26,possession
ITA-Serie A,2024,Torino,Guillermo Maripán,CHI,DF,30-340,1994,19.0,1214,124,578,615,32,15,1214,6,1,16.7,5,83.3,712,3450,1837,9,6,2,14,3,782,5,possession
ITA-Serie A,2024,Torino,Gvidas Gineitis,LTU,MF,20-361,2004,11.3,542,26,111,235,199,17,542,9,4,44.4,3,33.3,287,1207,586,12,6,4,19,7,323,38,possession
ITA-Serie A,2024,Torino,Ivan Ilić,SRB,MF,24-025,2001,8.2,492,8,56,291,148,9,492,12,4,33.3,3,25.0,332,1871,857,23,18,1,16,9,384,35,possession
ITA-Serie A,2024,Torino,Karol Linetty,POL,MF,30-068,1995,14.3,622,40,155,372,104,9,622,17,4,23.5,11,64.7,343,1723,743,13,17,2,14,8,389,14,possession
ITA-Serie A,2024,Torino,Marcus Pedersen,NOR,DF,24-269,2000,13.2,553,27,129,212,219,27,553,21,6,28.6,15,71.4,302,2010,1034,41,21,9,20,12,331,70,possession
ITA-Serie A,2024,Torino,Mërgim Vojvoda,KVX,DF,30-069,1995,12.3,875,43,292,440,147,6,875,11,6,54.5,3,27.3,577,2761,1300,18,12,1,8,8,606,34,possession
ITA-Serie A,2024,Torino,Nikola Vlašić,CRO,"MF,FW",27-189,1997,19.4,820,12,95,398,346,49,819,44,22,50.0,20,45.5,500,2820,1424,46,33,10,36,29,587,94,possession
ITA-Serie A,2024,Torino,Raoul Bellanova,ITA,DF,24-329,2000,1.0,51,5,19,19,13,1,51,1,0,0.0,1,100.0,34,228,127,4,3,0,1,0,33,5,possession
ITA-Serie A,2024,Torino,Saba Sazonov,GEO,DF,23-069,2002,0.0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession
ITA-Serie A,2024,Torino,Samuele Ricci,ITA,MF,23-233,2001,28.3,1420,74,317,863,256,17,1420,22,6,27.3,13,59.1,848,4855,2289,39,35,5,30,16,943,27,possession
ITA-Serie A,2024,Torino,Saúl Coco,EQG,DF,26-061,1999,29.0,1736,215,789,896,59,16,1736,8,7,87.5,1,12.5,1054,5455,2899,17,8,0,12,2,1138,3,possession
ITA-Serie A,2024,Torino,Sebastian Walukiewicz,POL,DF,25-006,2000,16.5,990,61,315,525,158,8,990,20,6,30.0,12,60.0,500,2407,1323,23,11,0,8,4,632,29,possession
ITA-Serie A,2024,Torino,Valentino Lazaro,AUT,"DF,FW",29-018,1996,22.6,1216,50,222,544,461,23,1216,33,13,39.4,17,51.5,636,2738,1241,33,30,6,29,11,758,111,possession
ITA-Serie A,2024,Torino,Vanja Milinković-Savić,SRB,GK,28-050,1997,30.0,1428,983,1404,24,0,0,1428,0,0,,0,,911,4930,3205,0,0,0,0,1,720,0,possession
ITA-Serie A,2024,Torino,Yann Karamoh,FRA,"MF,FW",26-277,1998,10.8,383,8,47,146,193,48,383,35,11,31.4,20,57.1,273,1910,925,35,26,21,26,25,305,74,possession
ITA-Serie A,2024,Udinese,Alexis Sánchez,CHI,FW,36-113,1988,3.9,159,1,10,73,79,9,159,5,2,40.0,2,40.0,96,371,86,2,4,0,11,8,130,18,possession
ITA-Serie A,2024,Udinese,Arthur Atta,FRA,MF,22-087,2003,8.3,501,12,78,263,172,25,501,37,20,54.1,15,40.5,317,1881,710,18,15,5,20,12,357,48,possession
ITA-Serie A,2024,Udinese,Brenner,BRA,"MF,FW",25-085,2000,4.3,151,5,28,74,53,6,151,5,3,60.0,2,40.0,94,502,210,5,4,1,5,9,107,16,possession
ITA-Serie A,2024,Udinese,Christian Kabasele,BEL,DF,34-046,1991,10.2,610,73,260,301,50,22,610,1,1,100.0,0,0.0,358,1776,974,9,7,0,8,3,401,7,possession
ITA-Serie A,2024,Udinese,Daniele Padelli,ITA,GK,39-168,1985,1.0,22,17,22,0,0,0,22,0,0,,0,,10,35,19,0,0,0,0,0,13,0,possession
ITA-Serie A,2024,Udinese,Enzo Ebosse,CMR,DF,26-031,1999,1.0,61,8,18,38,5,0,61,1,1,100.0,0,0.0,34,136,48,0,0,0,1,0,37,0,possession
ITA-Serie A,2024,Udinese,Florian Thauvin,FRA,"FW,MF",32-075,1993,21.7,1062,8,105,432,537,82,1059,92,39,42.4,47,51.1,682,5087,2388,92,53,34,60,38,790,148,possession
ITA-Serie A,2024,Udinese,Hassane Kamara,CIV,DF,31-037,1994,17.2,960,54,303,379,290,16,960,36,13,36.1,17,47.2,482,2585,1265,39,30,0,22,6,545,76,possession
ITA-Serie A,2024,Udinese,Iker Bravo,ESP,"FW,MF",20-088,2005,6.0,231,3,24,106,105,20,231,24,10,41.7,14,58.3,122,635,221,3,3,4,26,11,149,30,possession
ITA-Serie A,2024,Udinese,Jaka Bijol,SVN,DF,26-065,1999,29.0,1808,241,927,827,70,46,1808,2,2,100.0,0,0.0,1033,5981,3552,16,10,1,15,1,1142,5,possession
ITA-Serie A,2024,Udinese,James Abankwah,IRL,"DF,MF",21-085,2004,1.0,65,8,37,22,7,2,65,0,0,,0,,29,219,165,3,1,1,1,3,34,1,possession
ITA-Serie A,2024,Udinese,Jesper Karlström,SWE,MF,29-294,1995,28.4,1519,87,444,923,168,17,1519,12,4,33.3,8,66.7,785,3688,1623,14,19,1,26,13,948,33,possession
ITA-Serie A,2024,Udinese,Jordan Zemura,ZIM,DF,25-148,1999,14.0,732,33,205,305,231,20,732,44,20,45.5,21,47.7,371,2010,1000,24,18,3,21,14,403,73,possession
ITA-Serie A,2024,Udinese,Jurgen Ekkelenkamp,NED,MF,25-006,2000,16.7,733,23,125,385,234,30,733,24,7,29.2,14,58.3,392,1995,1007,28,24,3,19,6,470,65,possession
ITA-Serie A,2024,Udinese,Keinan Davis,ENG,FW,27-057,1998,7.9,280,4,15,134,134,43,280,24,12,50.0,12,50.0,168,1126,424,16,8,9,26,17,231,46,possession
ITA-Serie A,2024,Udinese,Kingsley Ehizibue,NED,DF,29-321,1995,23.1,1087,64,325,441,334,32,1087,28,11,39.3,14,50.0,503,2597,1341,47,31,7,24,20,549,103,possession
ITA-Serie A,2024,Udinese,Lautaro Gianetti,ARG,DF,31-149,1993,9.3,479,101,277,187,17,8,479,2,0,0.0,2,100.0,200,834,258,0,1,1,2,0,247,3,possession
ITA-Serie A,2024,Udinese,Lorenzo Lucca,ITA,FW,24-213,2000,23.9,587,25,52,310,234,97,586,23,12,52.2,11,47.8,322,1422,452,15,16,9,65,27,439,88,possession
ITA-Serie A,2024,Udinese,Maduka Okoye,NGA,GK,25-226,1999,18.0,680,559,673,7,0,0,680,0,0,,0,,425,1916,973,0,0,0,0,0,409,0,possession
ITA-Serie A,2024,Udinese,Martín Payero,ARG,MF,26-212,1998,12.6,544,11,79,302,175,18,544,50,24,48.0,20,40.0,309,1867,885,25,27,5,25,12,328,37,possession
ITA-Serie A,2024,Udinese,Nehuén Pérez,ARG,DF,24-291,2000,2.0,74,13,41,31,4,1,74,1,1,100.0,0,0.0,28,151,78,2,1,1,0,0,34,2,possession
ITA-Serie A,2024,Udinese,Oier Zarraga,ESP,MF,26-097,1999,7.1,272,10,52,151,73,1,272,5,2,40.0,2,40.0,138,632,245,4,2,0,8,3,170,17,possession
ITA-Serie A,2024,Udinese,Oumar Solet,FRA,DF,25-063,2000,11.6,853,112,417,388,60,11,853,24,19,79.2,4,16.7,527,2430,1365,12,8,1,9,6,569,4,possession
ITA-Serie A,2024,Udinese,Razvan Sava,ROU,GK,22-294,2002,12.0,423,345,423,0,0,0,423,0,0,,0,,262,1182,698,0,0,0,1,0,236,0,possession
ITA-Serie A,2024,Udinese,Rui Modesto,ANG,"DF,MF",25-186,1999,3.3,208,7,50,88,73,8,208,5,1,20.0,4,80.0,78,335,192,6,2,2,5,1,100,18,possession
ITA-Serie A,2024,Udinese,Sandi Lovrić,SVN,MF,27-014,1998,22.0,1103,31,203,578,342,34,1103,47,20,42.6,25,53.2,591,3699,1676,53,42,6,43,27,686,63,possession
ITA-Serie A,2024,Udinese,Simone Pafundi,ITA,"MF,FW",19-056,2006,0.7,56,1,8,26,23,0,56,4,0,0.0,1,25.0,32,204,90,2,7,0,1,1,31,2,possession
ITA-Serie A,2024,Udinese,Souleymane Touré,FRA,DF,22-014,2003,8.1,585,57,260,282,45,10,585,10,5,50.0,4,40.0,378,1752,831,6,5,1,7,0,424,3,possession
ITA-Serie A,2024,Udinese,Thomas Kristensen,DEN,DF,23-084,2002,14.7,879,86,369,462,53,7,879,10,7,70.0,3,30.0,482,2412,1357,15,8,1,11,6,537,14,possession
ITA-Serie A,2024,Venezia,Alessandro Marcandalli,ITA,DF,22-198,2002,2.1,104,16,51,46,8,2,104,0,0,,0,,48,138,50,0,0,0,2,0,45,0,possession
ITA-Serie A,2024,Venezia,Alessio Zerbin,ITA,DF,26-039,1999,10.0,543,22,113,202,239,38,543,45,16,35.6,24,53.3,245,1450,738,34,18,16,21,14,237,42,possession
ITA-Serie A,2024,Venezia,Alfred Duncan,GHA,MF,32-032,1993,10.4,578,15,92,355,139,6,578,22,13,59.1,8,36.4,304,1430,661,11,14,0,14,12,373,12,possession
ITA-Serie A,2024,Venezia,Antonio Candela,ITA,DF,24-349,2000,11.2,505,38,198,201,112,13,505,12,6,50.0,5,41.7,250,1430,700,12,5,2,17,10,285,25,possession
ITA-Serie A,2024,Venezia,Antonio Raimondo,ITA,"FW,DF",21-024,2004,1.0,34,0,2,15,19,5,34,0,0,,0,,21,93,37,2,4,1,5,3,28,7,possession
ITA-Serie A,2024,Venezia,Bjarki Bjarkason,ISL,"DF,MF",24-335,2000,1.8,111,3,30,45,36,0,111,6,1,16.7,3,50.0,71,356,209,6,2,0,2,0,79,13,possession
ITA-Serie A,2024,Venezia,Cheick Oumar Conde,GUI,MF,24-259,2000,0.4,21,6,11,9,2,0,21,1,0,0.0,0,0.0,5,40,24,1,1,0,1,0,3,0,possession
ITA-Serie A,2024,Venezia,Christian Gytkjær,DEN,FW,34-340,1990,4.8,150,8,11,80,60,17,149,0,0,,0,,87,263,65,2,2,2,13,8,117,31,possession
ITA-Serie A,2024,Venezia,Daniel Fila,CZE,FW,22-233,2002,3.5,96,4,9,41,47,14,96,4,2,50.0,1,25.0,58,301,115,5,5,1,11,7,66,21,possession
ITA-Serie A,2024,Venezia,Domen Črnigoj,SVN,MF,29-144,1995,1.5,76,3,13,40,23,3,76,1,0,0.0,1,100.0,36,199,116,4,2,0,7,1,47,6,possession
ITA-Serie A,2024,Venezia,Fali Candé,GNB,DF,27-077,1998,10.0,667,112,385,267,23,4,667,7,6,85.7,0,0.0,335,1396,538,2,4,0,4,7,324,0,possession
ITA-Serie A,2024,Venezia,Filip Stankovic,SRB,GK,23-045,2002,15.2,566,486,561,5,0,0,566,0,0,,0,,341,1802,1156,0,0,0,0,0,304,0,possession
ITA-Serie A,2024,Venezia,Francesco Zampano,ITA,DF,31-193,1993,17.8,696,40,201,286,217,24,696,26,8,30.8,15,57.7,406,2721,1398,42,21,9,28,17,423,78,possession
ITA-Serie A,2024,Venezia,Franco Carboni,ITA,DF,22-007,2003,2.5,128,11,62,39,29,2,128,6,2,33.3,3,50.0,70,303,184,2,1,0,4,3,68,11,possession
ITA-Serie A,2024,Venezia,Gaetano Oristanio,ITA,"MF,FW",22-195,2002,23.2,689,5,64,280,368,76,688,108,50,46.3,53,49.1,487,3707,1796,63,39,26,72,66,514,119,possession
ITA-Serie A,2024,Venezia,Gianluca Busio,USA,MF,22-318,2002,22.4,1009,53,184,510,331,43,1009,40,13,32.5,23,57.5,616,3642,1887,52,43,5,41,25,678,113,possession
ITA-Serie A,2024,Venezia,Giorgio Altare,ITA,DF,26-245,1998,8.4,505,60,235,216,57,6,505,6,5,83.3,1,16.7,235,990,404,4,10,0,5,5,252,5,possession
ITA-Serie A,2024,Venezia,Hans Nicolussi Caviglia,ITA,MF,24-297,2000,24.8,1302,69,292,727,299,8,1302,41,13,31.7,25,61.0,679,3303,1257,17,17,0,35,33,756,21,possession
ITA-Serie A,2024,Venezia,Ionuț Radu,ROU,GK,27-318,1997,8.0,337,294,337,0,0,0,337,1,1,100.0,0,0.0,238,1174,714,0,0,0,1,0,182,0,possession
ITA-Serie A,2024,Venezia,Issa Doumbia,CIV,MF,21-177,2003,8.3,316,11,66,157,99,11,316,13,8,61.5,3,23.1,173,848,474,10,9,1,21,14,189,22,possession
ITA-Serie A,2024,Venezia,Jay Idzes,IDN,DF,24-313,2000,28.7,1753,235,913,732,114,23,1753,7,1,14.3,5,71.4,882,4325,2197,14,11,0,20,7,984,13,possession
ITA-Serie A,2024,Venezia,Jesse Joronen,FIN,GK,32-021,1993,7.8,327,290,327,0,0,0,327,0,0,,0,,196,1068,567,0,0,0,0,0,171,0,possession
ITA-Serie A,2024,Venezia,Joel Pohjanpalo,FIN,FW,30-210,1994,17.8,491,24,67,240,187,66,487,10,3,30.0,7,70.0,249,957,367,9,7,4,23,11,343,72,possession
ITA-Serie A,2024,Venezia,John Yeboah,ECU,"FW,MF",24-292,2000,8.6,329,0,21,115,197,31,329,36,13,36.1,16,44.4,230,1445,643,22,17,13,31,15,253,58,possession
ITA-Serie A,2024,Venezia,Joël Schingtienne,BEL,DF,22-242,2002,7.7,387,34,177,173,41,3,387,8,4,50.0,4,50.0,189,896,359,4,2,0,13,4,186,2,possession
ITA-Serie A,2024,Venezia,Kike Pérez,ESP,MF,28-056,1997,8.0,503,23,115,231,166,8,503,20,10,50.0,9,45.0,293,1463,632,6,9,1,16,14,293,19,possession
ITA-Serie A,2024,Venezia,Magnus Kofod Andersen,DEN,MF,25-336,1999,7.7,370,14,82,205,90,8,370,4,2,50.0,1,25.0,230,1014,496,7,6,0,8,6,238,18,possession
ITA-Serie A,2024,Venezia,Marin Šverko,CRO,DF,27-066,1998,11.6,682,85,318,323,49,3,682,10,6,60.0,2,20.0,345,1597,942,8,3,0,8,4,376,1,possession
ITA-Serie A,2024,Venezia,Michael Svoboda,AUT,DF,26-178,1998,14.6,984,147,476,454,59,15,984,3,2,66.7,1,33.3,509,3214,1984,13,15,2,12,11,563,5,possession
ITA-Serie A,2024,Venezia,Mikael Ellertsson,ISL,"DF,MF",23-031,2002,22.7,776,48,217,295,276,45,776,37,14,37.8,19,51.4,389,1997,1030,30,21,9,40,19,431,77,possession
ITA-Serie A,2024,Venezia,Mirko Marić,CRO,FW,29-330,1995,3.5,132,10,21,62,51,11,132,6,2,33.3,4,66.7,74,248,118,3,5,0,12,3,89,22,possession
ITA-Serie A,2024,Venezia,Nicholas Pierini,ITA,MF,26-248,1998,0.9,28,1,6,10,12,3,28,1,0,0.0,1,100.0,16,79,21,1,1,0,2,3,18,4,possession
ITA-Serie A,2024,Venezia,Nunzio Lella,ITA,MF,24-257,2000,0.1,1,0,0,1,0,0,1,0,0,,0,,2,2,0,0,0,0,0,0,3,0,possession
ITA-Serie A,2024,Venezia,Richie Sagrado,BEL,DF,21-071,2004,1.6,46,4,16,20,11,0,46,0,0,,0,,21,93,55,0,0,0,3,0,24,5,possession
ITA-Serie A,2024,Venezia,Ridgeciano Haps,SUR,DF,31-303,1993,12.1,598,49,215,276,116,20,598,11,5,45.5,2,18.2,307,1687,1028,20,10,5,5,4,351,35,possession
ITA-Serie A,2024,Venezia,Saad El Haddad,MAR,MF,19-261,2005,0.3,22,0,0,14,8,1,22,0,0,,0,,15,110,35,1,0,0,4,2,15,6,possession
