league,season,team,player,nation,pos,age,born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type
ESP-La Liga,2021,Alavés,Adrián Marín,ESP,"DF,MF",23,1997,1.0,0,0,0,3,0,0,1,2,1,0,0,0,8,3,1,75.0,misc
ESP-La Liga,2021,Alavés,Antonio Sivera,ESP,GK,23,1996,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,misc
ESP-La Liga,2021,Alavés,Borja Sainz,ESP,"MF,FW",19,2001,5.0,1,0,0,13,7,3,11,6,3,0,0,0,33,2,8,20.0,misc
ESP-La Liga,2021,Alavés,Burgui,ESP,MF,26,1993,0.2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,misc
ESP-La Liga,2021,Alavés,Deyverson,BRA,FW,29,1991,9.7,4,0,0,15,24,11,8,9,4,0,0,0,47,60,49,55.0,misc
ESP-La Liga,2021,Alavés,Facundo Pellistri,URU,"MF,FW",18,2001,6.0,0,0,0,6,9,1,13,4,5,0,0,0,23,8,12,40.0,misc
ESP-La Liga,2021,Alavés,Fernando Pacheco,ESP,GK,28,1992,37.2,1,0,0,0,3,0,0,2,0,0,0,0,34,7,1,87.5,misc
ESP-La Liga,2021,Alavés,Florian Lejeune,FRA,DF,29,1991,33.5,10,0,0,33,17,2,7,51,32,0,1,0,160,96,50,65.8,misc
ESP-La Liga,2021,Alavés,Iñigo Córdoba,ESP,MF,23,1997,2.4,0,0,0,7,4,2,12,3,4,0,0,0,19,6,7,46.2,misc
ESP-La Liga,2021,Alavés,Javi López,ESP,"DF,MF",18,2002,2.8,1,1,0,3,3,0,17,3,5,0,0,0,14,2,4,33.3,misc
ESP-La Liga,2021,Alavés,John Guidetti,SWE,FW,28,1992,2.3,1,0,0,7,2,1,6,1,2,0,0,0,7,4,4,50.0,misc
ESP-La Liga,2021,Alavés,Joselu,ESP,FW,30,1990,33.6,1,0,0,43,74,14,26,15,14,1,0,0,118,249,109,69.6,misc
ESP-La Liga,2021,Alavés,Jota,ESP,MF,29,1991,15.5,5,1,1,18,4,2,36,9,14,0,0,0,83,4,9,30.8,misc
ESP-La Liga,2021,Alavés,Lucas Pérez,ESP,FW,31,1988,19.5,1,0,0,11,29,15,143,2,2,1,0,0,75,2,11,15.4,misc
ESP-La Liga,2021,Alavés,Luis Rioja,ESP,"MF,FW",26,1993,23.2,4,0,0,19,28,7,90,20,14,1,0,0,107,18,23,43.9,misc
ESP-La Liga,2021,Alavés,Manu García,ESP,MF,34,1986,12.5,9,1,1,18,27,1,5,12,13,0,1,0,54,40,31,56.3,misc
ESP-La Liga,2021,Alavés,Martin Agirregabiria,ESP,"DF,MF",24,1996,17.3,1,0,0,23,23,1,32,27,18,0,0,0,81,19,22,46.3,misc
ESP-La Liga,2021,Alavés,Pere Pons,ESP,MF,27,1993,13.2,1,0,0,17,18,1,7,7,10,0,0,0,68,13,20,39.4,misc
ESP-La Liga,2021,Alavés,Rodrigo Battaglia,ARG,MF,29,1991,27.7,10,1,0,35,30,1,3,29,16,0,0,0,139,43,22,66.2,misc
ESP-La Liga,2021,Alavés,Rodrigo Ely,BRA,DF,26,1993,5.2,1,0,0,8,2,0,0,7,2,0,0,0,18,14,5,73.7,misc
ESP-La Liga,2021,Alavés,Rubén Duarte,ESP,DF,24,1995,28.3,5,1,1,41,39,0,110,66,30,0,1,0,120,45,27,62.5,misc
ESP-La Liga,2021,Alavés,Sergi García,ESP,MF,21,1999,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,misc
ESP-La Liga,2021,Alavés,Stephane Keller,CMR,DF,18,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0.0,misc
ESP-La Liga,2021,Alavés,Tachi,ESP,DF,22,1997,9.4,5,1,1,12,16,0,0,11,9,1,0,0,20,20,21,48.8,misc
ESP-La Liga,2021,Alavés,Tomás Pina Isla,ESP,MF,32,1987,28.6,12,0,0,69,30,2,6,37,18,0,0,0,156,44,41,51.8,misc
ESP-La Liga,2021,Alavés,Tomás Tavares,POR,"MF,DF",19,2001,0.7,0,0,0,1,0,0,2,0,1,0,0,0,3,1,1,50.0,misc
ESP-La Liga,2021,Alavés,Víctor Laguardia,ESP,DF,30,1989,29.2,5,1,0,25,11,1,5,37,12,0,0,0,107,52,36,59.1,misc
ESP-La Liga,2021,Alavés,Ximo Navarro,ESP,DF,30,1990,26.4,6,0,0,33,34,0,43,47,30,1,0,0,129,19,35,35.2,misc
ESP-La Liga,2021,Alavés,Édgar Méndez,ESP,"MF,FW",30,1990,23.2,12,1,1,52,51,8,62,19,29,0,0,0,107,58,50,53.7,misc
ESP-La Liga,2021,Athletic Club,Ander Capa,ESP,DF,28,1992,23.7,5,0,0,26,9,1,60,25,18,0,1,0,119,21,22,48.8,misc
ESP-La Liga,2021,Athletic Club,Asier Villalibre,ESP,FW,22,1997,17.7,1,0,0,19,32,7,15,2,2,0,0,0,27,56,50,52.8,misc
ESP-La Liga,2021,Athletic Club,Dani García,ESP,MF,30,1990,21.3,8,0,0,29,22,0,6,33,19,0,1,0,146,40,36,52.6,misc
ESP-La Liga,2021,Athletic Club,Ibai Gómez,ESP,MF,30,1989,4.7,0,0,0,2,1,1,25,2,4,0,0,0,19,6,7,46.2,misc
ESP-La Liga,2021,Athletic Club,Iker Muniain,ESP,"MF,FW",27,1992,21.6,1,0,0,17,69,2,64,11,7,1,0,0,91,11,14,44.0,misc
ESP-La Liga,2021,Athletic Club,Iñaki Williams,GHA,FW,26,1994,26.5,1,0,0,17,36,12,46,5,7,0,0,0,56,39,57,40.6,misc
ESP-La Liga,2021,Athletic Club,Iñigo Córdoba,ESP,"FW,MF",23,1997,1.1,0,0,0,3,3,1,2,2,0,0,0,0,8,2,0,100.0,misc
ESP-La Liga,2021,Athletic Club,Iñigo Lekue,ESP,DF,27,1993,7.2,1,0,0,17,3,2,34,4,7,0,0,0,41,4,9,30.8,misc
ESP-La Liga,2021,Athletic Club,Iñigo Martínez,ESP,DF,29,1991,28.0,9,1,0,30,35,4,10,28,15,0,0,0,159,69,46,60.0,misc
ESP-La Liga,2021,Athletic Club,Iñigo Vicente,ESP,"FW,MF",22,1998,0.6,0,0,0,0,0,0,9,0,1,0,0,0,6,0,0,,misc
ESP-La Liga,2021,Athletic Club,Jokin Ezkieta,ESP,GK,23,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,misc
ESP-La Liga,2021,Athletic Club,Jon Morcillo,ESP,"MF,FW",21,1998,15.1,3,0,0,21,16,3,138,15,9,0,0,0,58,12,20,37.5,misc
ESP-La Liga,2021,Athletic Club,Kenan Kodro,BIH,"FW,MF",26,1993,0.5,1,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0.0,misc
ESP-La Liga,2021,Athletic Club,Mikel Balenziaga,ESP,DF,32,1988,18.8,0,0,0,17,15,1,44,7,15,0,0,0,84,14,16,46.7,misc
ESP-La Liga,2021,Athletic Club,Mikel Vesga,ESP,MF,27,1993,19.1,7,0,0,41,13,0,4,27,14,0,0,0,116,46,37,55.4,misc
ESP-La Liga,2021,Athletic Club,Nico Williams,ESP,MF,18,2002,0.6,0,0,0,1,0,1,3,1,0,0,0,0,2,1,0,100.0,misc
ESP-La Liga,2021,Athletic Club,Oier Zarraga,ESP,MF,21,1999,1.1,0,0,0,0,2,0,1,0,1,0,0,0,7,0,1,0.0,misc
ESP-La Liga,2021,Athletic Club,Oihan Sancet,ESP,"FW,MF",20,2000,11.5,2,0,0,19,17,4,3,5,2,0,0,0,47,18,13,58.1,misc
ESP-La Liga,2021,Athletic Club,Raúl García,ESP,"FW,MF",34,1986,19.4,8,2,1,50,50,12,19,15,19,0,0,0,43,115,79,59.3,misc
ESP-La Liga,2021,Athletic Club,Unai López,ESP,MF,24,1995,15.8,7,0,0,21,20,1,33,18,17,0,0,1,97,7,17,29.2,misc
ESP-La Liga,2021,Athletic Club,Unai Núñez,ESP,DF,23,1997,23.4,6,0,0,22,11,1,1,32,12,0,3,0,122,61,43,58.7,misc
ESP-La Liga,2021,Athletic Club,Unai Simón,ESP,GK,23,1997,37.0,1,0,0,1,4,0,0,0,0,0,1,0,34,5,1,83.3,misc
ESP-La Liga,2021,Athletic Club,Unai Vencedor Paris,ESP,MF,19,2000,18.9,6,0,0,31,22,0,9,18,21,1,0,0,121,12,19,38.7,misc
ESP-La Liga,2021,Athletic Club,Yeray Álvarez,ESP,DF,25,1995,21.6,6,0,0,20,15,1,5,53,12,0,0,0,126,58,45,56.3,misc
ESP-La Liga,2021,Athletic Club,Yuri Berchiche,ESP,DF,30,1990,18.7,3,0,0,17,30,1,76,11,19,1,0,0,109,24,12,66.7,misc
ESP-La Liga,2021,Athletic Club,Álex Berenguer,ESP,"MF,FW",25,1995,25.3,4,0,0,48,46,18,147,18,31,1,0,0,110,23,42,35.4,misc
ESP-La Liga,2021,Athletic Club,Óscar de Marcos,ESP,"DF,MF",31,1989,16.9,2,0,0,13,5,2,58,12,17,0,0,0,86,12,14,46.2,misc
ESP-La Liga,2021,Atlético Madrid,Diego Costa,ESP,FW,31,1988,2.3,1,0,0,7,3,5,2,0,0,1,0,0,2,9,15,37.5,misc
ESP-La Liga,2021,Atlético Madrid,Felipe,BRA,DF,31,1989,22.9,8,0,0,29,14,0,1,36,17,0,0,1,126,75,26,74.3,misc
ESP-La Liga,2021,Atlético Madrid,Geoffrey Kondogbia,CTA,MF,27,1993,6.8,4,0,0,19,13,0,1,11,20,0,0,0,61,6,8,42.9,misc
ESP-La Liga,2021,Atlético Madrid,Héctor Herrera,MEX,MF,30,1990,7.6,2,0,0,9,6,1,5,14,7,0,0,0,59,15,14,51.7,misc
ESP-La Liga,2021,Atlético Madrid,Jan Oblak,SVN,GK,27,1993,38.0,0,0,0,0,5,0,0,0,0,0,0,1,49,6,1,85.7,misc
ESP-La Liga,2021,Atlético Madrid,José María Giménez,URU,DF,25,1995,19.6,5,0,0,19,17,2,1,21,7,0,0,0,82,45,29,60.8,misc
ESP-La Liga,2021,Atlético Madrid,João Félix,POR,"FW,MF",20,1999,17.5,6,0,0,16,48,5,11,5,4,1,0,0,63,21,31,40.4,misc
ESP-La Liga,2021,Atlético Madrid,Kieran Trippier,ENG,DF,29,1990,27.5,0,0,0,30,15,6,105,40,39,0,0,0,146,40,24,62.5,misc
ESP-La Liga,2021,Atlético Madrid,Koke,ESP,MF,28,1992,33.6,9,0,0,45,44,0,52,36,42,0,0,0,222,26,21,55.3,misc
ESP-La Liga,2021,Atlético Madrid,Lucas Torreira,URU,MF,24,1996,5.8,2,0,0,10,13,1,0,12,4,0,0,0,37,4,6,40.0,misc
ESP-La Liga,2021,Atlético Madrid,Luis Suárez,URU,FW,33,1987,27.9,6,0,0,21,40,33,8,5,7,2,0,0,38,26,26,50.0,misc
ESP-La Liga,2021,Atlético Madrid,Manu Sánchez,ESP,DF,19,2000,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,misc
ESP-La Liga,2021,Atlético Madrid,Marcos Llorente,ESP,"MF,FW",25,1995,32.8,6,0,0,58,38,6,61,29,42,0,1,0,182,19,32,37.3,misc
ESP-La Liga,2021,Atlético Madrid,Mario Hermoso,ESP,DF,25,1995,28.6,6,0,0,30,30,3,8,36,31,0,0,1,151,33,38,46.5,misc
ESP-La Liga,2021,Atlético Madrid,Moussa Dembélé,FRA,FW,24,1996,1.1,0,0,0,3,0,3,0,1,0,0,0,0,2,5,5,50.0,misc
