nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,league,season,stat_type
ESP,FW,35-137,1989,21.7,11,10,1,7,3,2,5,40.0,3,8,2,6,1,12,20,0,ESP-La Liga,2024,defense
ESP,FW,31-177,1993,0.3,2,1,0,1,1,1,2,50.0,1,2,0,2,0,2,0,0,ESP-La Liga,2024,defense
ARG,"FW,MF",20-144,2004,2.2,4,4,1,1,2,2,3,66.7,1,2,0,2,1,5,0,0,ESP-La Liga,2024,defense
ESP,DF,24-230,2000,22.7,63,43,34,20,9,32,53,60.4,21,43,9,34,25,88,58,1,ESP-La Liga,2024,defense
MLI,DF,24-152,2000,18.6,30,18,16,12,2,15,26,57.7,11,11,3,8,21,51,37,1,ESP-La Liga,2024,defense
ARG,DF,29-049,1996,25.3,77,45,50,22,5,42,67,62.7,25,24,6,18,35,112,99,1,ESP-La Liga,2024,defense
ESP,"MF,FW",20-053,2005,2.0,6,2,4,1,1,4,10,40.0,6,1,0,1,0,6,1,0,ESP-La Liga,2024,defense
ESP,DF,23-100,2002,5.4,9,7,7,2,0,4,9,44.4,5,7,6,1,8,17,23,0,ESP-La Liga,2024,defense
URU,DF,23-057,2002,14.5,29,20,21,8,0,13,25,52.0,12,20,8,12,21,50,83,0,ESP-La Liga,2024,defense
ESP,"MF,FW",31-157,1993,7.8,14,9,6,7,1,6,11,54.5,5,2,0,2,1,15,7,0,ESP-La Liga,2024,defense
ARG,"FW,MF",27-012,1998,8.0,10,7,3,5,2,6,19,31.6,13,13,2,11,5,15,8,0,ESP-La Liga,2024,defense
ESP,FW,27-285,1997,9.6,9,5,3,3,3,2,3,66.7,1,7,2,5,0,9,10,0,ESP-La Liga,2024,defense
ESP,DF,22-293,2002,9.1,15,7,8,5,2,7,11,63.6,4,8,3,5,9,24,25,1,ESP-La Liga,2024,defense
ESP,FW,23-181,2001,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ESP-La Liga,2024,defense
ESP,DF,24-347,2000,15.1,10,8,7,3,0,4,10,40.0,6,19,9,10,19,29,93,4,ESP-La Liga,2024,defense
ESP,GK,21-222,2003,3.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,ESP-La Liga,2024,defense
ESP,MF,35-240,1989,3.0,8,4,1,7,0,3,6,50.0,3,1,0,1,2,10,10,0,ESP-La Liga,2024,defense
ESP,DF,28-250,1996,12.6,31,16,19,7,5,17,28,60.7,11,14,1,13,13,44,40,0,ESP-La Liga,2024,defense
ESP,MF,24-062,2001,15.4,39,23,13,20,6,14,37,37.8,23,19,2,17,23,62,22,0,ESP-La Liga,2024,defense
ESP,DF,25-270,1999,22.6,36,22,21,13,2,19,28,67.9,9,20,8,12,32,68,103,1,ESP-La Liga,2024,defense
ESP,FW,22-085,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ESP-La Liga,2024,defense
ESP,FW,28-211,1996,16.2,13,6,1,10,2,6,25,24.0,19,24,3,21,6,19,17,0,ESP-La Liga,2024,defense
GHA,"FW,MF",30-300,1994,26.7,17,10,4,8,5,12,21,57.1,9,28,3,25,12,29,27,0,ESP-La Liga,2024,defense
ESP,DF,31-342,1993,6.3,11,8,9,2,0,5,10,50.0,5,6,1,5,5,16,18,2,ESP-La Liga,2024,defense
ESP,MF,31-248,1993,11.9,29,20,10,13,6,15,23,65.2,8,7,2,5,10,39,8,2,ESP-La Liga,2024,defense
ESP,"FW,MF",25-340,1999,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ESP-La Liga,2024,defense
ESP,GK,24-106,2000,13.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,ESP-La Liga,2024,defense
ESP,FW,24-069,2001,3.6,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0,ESP-La Liga,2024,defense
ESP,MF,21-150,2003,19.5,67,39,21,35,11,34,67,50.7,33,20,3,17,23,90,23,2,ESP-La Liga,2024,defense
ESP,MF,31-325,1993,8.6,18,12,6,11,1,9,23,39.1,14,8,0,8,11,29,14,0,ESP-La Liga,2024,defense
ESP,FW,22-273,2002,20.8,27,17,10,11,6,10,29,34.5,19,19,1,18,6,33,9,0,ESP-La Liga,2024,defense
ESP,FW,22-037,2003,1.2,1,1,0,1,0,1,3,33.3,2,4,0,4,1,2,1,0,ESP-La Liga,2024,defense
ESP,MF,24-351,2000,15.3,10,6,6,3,1,4,12,33.3,8,9,0,9,5,15,5,0,ESP-La Liga,2024,defense
ESP,"MF,FW",20-084,2005,1.4,2,2,0,0,2,1,1,100.0,0,0,0,0,2,4,1,0,ESP-La Liga,2024,defense
ESP,"MF,FW",21-321,2003,10.1,7,3,2,4,1,3,4,75.0,1,8,0,8,2,9,9,0,ESP-La Liga,2024,defense
ESP,DF,28-071,1997,5.5,7,3,4,3,0,2,4,50.0,2,2,2,0,17,24,34,1,ESP-La Liga,2024,defense
ESP,GK,27-304,1997,13.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,7,3,ESP-La Liga,2024,defense
ESP,DF,30-077,1995,16.8,24,13,13,9,2,14,20,70.0,6,9,5,4,32,56,96,1,ESP-La Liga,2024,defense
ESP,DF,35-060,1990,17.7,28,18,14,11,3,16,27,59.3,11,18,2,16,17,45,44,2,ESP-La Liga,2024,defense
ESP,"FW,MF",29-281,1995,19.8,24,11,2,13,9,11,20,55.0,9,17,2,15,8,32,13,0,ESP-La Liga,2024,defense
ESP,FW,25-238,1999,5.1,6,4,3,2,1,1,3,33.3,2,2,0,2,1,7,4,0,ESP-La Liga,2024,defense
ESP,DF,35-362,1989,14.3,28,13,13,11,4,19,32,59.4,13,15,1,14,14,42,28,0,ESP-La Liga,2024,defense
ESP,FW,20-296,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ESP-La Liga,2024,defense
NOR,FW,29-127,1995,12.6,6,2,1,3,2,2,4,50.0,2,4,1,3,1,7,21,0,ESP-La Liga,2024,defense
FRA,"FW,MF",34-021,1991,24.0,29,16,13,12,4,7,29,24.1,22,13,0,13,6,35,23,1,ESP-La Liga,2024,defense
BEL,DF,36-089,1989,8.5,13,12,4,8,1,10,12,83.3,2,15,8,7,9,22,32,1,ESP-La Liga,2024,defense
FRA,DF,29-298,1995,17.3,17,11,13,4,0,7,10,70.0,3,23,18,5,18,35,77,1,ESP-La Liga,2024,defense
ENG,MF,25-064,2000,14.2,38,28,14,15,9,18,39,46.2,21,20,4,16,15,53,19,0,ESP-La Liga,2024,defense
ESP,DF,35-226,1989,7.8,23,12,11,8,4,16,22,72.7,6,4,1,3,2,25,23,0,ESP-La Liga,2024,defense
ARG,"MF,DF",22-114,2002,15.8,20,9,5,7,8,12,22,54.5,10,16,2,14,10,30,18,0,ESP-La Liga,2024,defense
SVN,GK,32-094,1993,29.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,2,ESP-La Liga,2024,defense
ESP,DF,30-143,1994,13.7,39,23,25,11,3,19,38,50.0,19,11,3,8,7,46,32,0,ESP-La Liga,2024,defense
URU,DF,30-081,1995,18.2,20,13,13,7,0,14,24,58.3,10,23,16,7,22,42,96,1,ESP-La Liga,2024,defense
ARG,GK,30-340,1994,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ESP-La Liga,2024,defense
ARG,"FW,MF",25-070,2000,21.5,21,14,5,7,9,7,25,28.0,18,13,0,13,0,21,9,1,ESP-La Liga,2024,defense
ESP,MF,33-093,1992,16.3,38,21,14,18,6,20,38,52.6,18,17,1,16,17,55,23,1,ESP-La Liga,2024,defense
ESP,"DF,MF",30-071,1995,19.9,53,40,30,20,3,31,44,70.5,13,21,6,15,20,73,43,1,ESP-La Liga,2024,defense
ARG,DF,27-005,1998,15.3,36,16,15,20,1,26,49,53.1,23,16,3,13,11,47,42,0,ESP-La Liga,2024,defense
ESP,MF,21-300,2003,20.8,35,20,16,17,2,17,35,48.6,18,11,3,8,30,65,28,5,ESP-La Liga,2024,defense
MOZ,DF,31-080,1994,10.5,18,11,10,7,1,10,18,55.6,8,11,5,6,16,34,35,0,ESP-La Liga,2024,defense
ESP,DF,28-151,1996,17.6,21,13,18,3,0,9,16,56.3,7,14,7,7,8,29,84,1,ESP-La Liga,2024,defense
ARG,MF,30-322,1994,18.0,22,17,10,8,4,11,28,39.3,17,22,2,20,5,27,12,3,ESP-La Liga,2024,defense
ESP,"DF,MF",25-009,2000,5.0,9,4,4,5,0,5,10,50.0,5,2,0,2,1,10,3,0,ESP-La Liga,2024,defense
BRA,"MF,DF",25-109,1999,13.9,23,12,18,4,1,17,43,39.5,26,18,3,15,7,30,12,0,ESP-La Liga,2024,defense
FRA,MF,29-150,1995,0.5,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,ESP-La Liga,2024,defense
ARG,"FW,MF",30-033,1995,7.7,7,1,3,1,3,3,13,23.1,10,8,0,8,4,11,7,0,ESP-La Liga,2024,defense
ESP,DF,21-175,2003,22.7,16,10,9,4,3,9,14,64.3,5,23,4,19,5,21,24,0,ESP-La Liga,2024,defense
DEN,DF,29-001,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,ESP-La Liga,2024,defense
ESP,FW,22-162,2002,1.4,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,1,ESP-La Liga,2024,defense
ESP,"MF,FW",26-339,1998,10.1,14,9,8,4,2,3,11,27.3,8,5,3,2,2,16,10,1,ESP-La Liga,2024,defense
ESP,"MF,DF",24-092,2001,11.7,22,12,5,15,2,11,15,73.3,4,17,7,10,10,32,30,0,ESP-La Liga,2024,defense
ESP,"MF,FW",21-335,2003,8.8,15,13,3,6,6,6,22,27.3,16,7,0,7,4,19,3,0,ESP-La Liga,2024,defense
ESP,"FW,MF",25-041,2000,9.6,5,3,1,2,2,1,4,25.0,3,7,1,6,2,7,3,0,ESP-La Liga,2024,defense
NED,MF,27-334,1997,8.0,11,6,3,4,4,4,11,36.4,7,5,0,5,3,14,6,0,ESP-La Liga,2024,defense
ESP,"MF,FW",20-249,2004,7.7,14,10,3,9,2,8,12,66.7,4,11,1,10,8,22,5,0,ESP-La Liga,2024,defense
ESP,DF,23-100,2002,7.1,16,7,7,6,3,9,14,64.3,5,13,2,11,8,24,17,0,ESP-La Liga,2024,defense
ESP,DF,18-252,2006,4.2,9,6,4,3,2,8,11,72.7,3,9,0,9,6,15,10,0,ESP-La Liga,2024,defense
ESP,GK,26-040,1999,14.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,20,1,ESP-La Liga,2024,defense
ESP,DF,33-329,1991,22.7,21,12,17,4,0,14,17,82.4,3,15,6,9,18,39,86,1,ESP-La Liga,2024,defense
FRA,DF,26-150,1998,26.9,58,39,26,23,9,43,62,69.4,19,34,5,29,20,78,59,2,ESP-La Liga,2024,defense
ESP,FW,17-272,2007,24.8,34,23,5,14,15,14,27,51.9,13,12,0,12,13,47,3,0,ESP-La Liga,2024,defense
ESP,MF,17-320,2007,2.7,8,6,2,5,1,7,8,87.5,1,5,1,4,1,9,4,0,ESP-La Liga,2024,defense
ESP,MF,21-209,2003,17.9,44,25,7,30,7,20,41,48.8,21,20,5,15,22,66,22,1,ESP-La Liga,2024,defense
GER,GK,32-346,1992,5.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,2,ESP-La Liga,2024,defense
ESP,"MF,FW",22-008,2003,3.4,5,4,1,3,1,2,4,50.0,2,0,0,0,3,8,5,1,ESP-La Liga,2024,defense
ESP,DF,18-079,2007,24.9,25,17,18,4,3,14,22,63.6,8,10,8,2,12,37,73,0,ESP-La Liga,2024,defense
ESP,FW,23-136,2001,2.5,1,1,0,1,0,0,3,0.0,3,6,1,5,2,3,4,0,ESP-La Liga,2024,defense
ESP,MF,22-137,2002,25.1,47,26,12,28,7,18,55,32.7,37,38,2,36,23,70,17,1,ESP-La Liga,2024,defense
BRA,"FW,MF",28-118,1996,25.0,32,20,6,16,10,18,34,52.9,16,22,2,20,7,39,23,0,ESP-La Liga,2024,defense
POL,FW,36-233,1988,25.5,8,3,1,4,3,3,9,33.3,6,13,2,11,3,11,23,0,ESP-La Liga,2024,defense
URU,DF,26-035,1999,4.6,7,6,3,3,1,2,2,100.0,0,2,2,0,3,10,11,0,ESP-La Liga,2024,defense
ESP,DF,20-010,2005,1.9,1,1,1,0,0,0,0,,0,0,0,0,3,4,7,0,ESP-La Liga,2024,defense
POL,GK,34-358,1990,10.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,7,0,ESP-La Liga,2024,defense
MAR,"FW,MF",23-115,2001,17.9,32,22,14,15,3,12,21,57.1,9,18,3,15,5,37,11,0,ESP-La Liga,2024,defense
ESP,GK,38-098,1987,11.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,1,ESP-La Liga,2024,defense
ESP,"DF,FW",29-020,1996,9.1,18,13,12,3,3,14,23,60.9,9,11,3,8,9,27,22,0,ESP-La Liga,2024,defense
BRA,FW,25-046,2000,8.4,14,6,3,6,5,2,11,18.2,9,9,0,9,6,20,8,1,ESP-La Liga,2024,defense
SEN,FW,19-216,2005,3.1,5,3,1,3,1,4,9,44.4,5,3,0,3,0,5,3,0,ESP-La Liga,2024,defense
ESP,MF,21-349,2003,1.2,5,3,1,4,0,4,6,66.7,2,1,1,0,3,8,2,0,ESP-La Liga,2024,defense
COL,FW,25-356,1999,6.1,7,4,0,3,4,5,8,62.5,3,8,1,7,5,12,2,0,ESP-La Liga,2024,defense
COD,FW,34-000,1991,6.4,5,3,0,5,0,2,6,33.3,4,8,1,7,0,5,4,0,ESP-La Liga,2024,defense
ESP,DF,31-238,1993,27.5,36,20,23,12,1,25,38,65.8,13,29,20,9,43,79,154,1,ESP-La Liga,2024,defense
ARG,FW,31-064,1994,7.5,8,3,2,2,4,4,10,40.0,6,4,0,4,2,10,8,0,ESP-La Liga,2024,defense
ESP,GK,25-339,1999,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ESP-La Liga,2024,defense
ARG,"MF,FW",29-002,1996,12.4,30,19,6,15,9,16,23,69.6,7,12,1,11,5,35,3,1,ESP-La Liga,2024,defense
ESP,DF,30-023,1995,5.8,12,7,6,4,2,9,16,56.3,7,4,3,1,6,18,18,0,ESP-La Liga,2024,defense
ESP,"MF,FW",23-253,2001,3.7,10,7,2,4,4,5,10,50.0,5,2,0,2,3,13,2,0,ESP-La Liga,2024,defense
ESP,MF,32-355,1992,11.7,14,8,1,9,4,7,24,29.2,17,9,0,9,7,21,3,0,ESP-La Liga,2024,defense
ESP,FW,19-141,2005,8.7,15,13,6,5,4,5,11,45.5,6,12,0,12,6,21,2,0,ESP-La Liga,2024,defense
USA,MF,23-203,2001,18.9,44,24,12,24,8,17,45,37.8,28,23,10,13,43,87,52,1,ESP-La Liga,2024,defense
ESP,"FW,MF",31-326,1993,2.7,7,4,3,3,1,4,6,66.7,2,4,0,4,1,8,4,0,ESP-La Liga,2024,defense
ESP,DF,34-086,1991,16.5,22,14,16,6,0,10,17,58.8,7,26,17,9,27,49,118,0,ESP-La Liga,2024,defense
ESP,MF,28-136,1996,10.1,20,14,10,9,1,9,17,52.9,8,17,5,12,14,34,14,2,ESP-La Liga,2024,defense
ESP,MF,21-004,2004,1.7,3,1,3,0,0,1,1,100.0,0,1,0,1,2,5,3,0,ESP-La Liga,2024,defense
FRA,MF,31-267,1993,2.0,3,2,1,1,1,1,2,50.0,1,2,0,2,0,3,0,0,ESP-La Liga,2024,defense
BRA,DF,24-064,2001,16.7,27,18,19,6,2,19,21,90.5,2,18,10,8,18,45,84,1,ESP-La Liga,2024,defense
ESP,"MF,FW",29-048,1996,14.9,16,10,9,6,1,6,21,28.6,15,19,1,18,17,33,12,1,ESP-La Liga,2024,defense
ESP,FW,18-239,2006,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,ESP-La Liga,2024,defense
SUI,DF,32-229,1992,10.7,24,12,13,4,7,16,24,66.7,8,8,1,7,6,30,36,0,ESP-La Liga,2024,defense
ESP,FW,24-330,2000,1.3,2,1,1,1,0,1,2,50.0,1,2,1,1,1,3,1,1,ESP-La Liga,2024,defense
FRA,DF,27-201,1997,17.7,29,19,12,13,4,18,41,43.9,23,14,3,11,19,48,59,1,ESP-La Liga,2024,defense
POR,GK,31-063,1994,15.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,0,ESP-La Liga,2024,defense
ESP,MF,23-229,2001,18.3,53,32,14,33,6,31,52,59.6,21,26,1,25,17,70,34,1,ESP-La Liga,2024,defense
ESP,DF,22-060,2003,1.0,7,4,4,3,0,6,7,85.7,1,2,2,0,3,10,4,0,ESP-La Liga,2024,defense
BRA,FW,20-042,2005,13.7,11,6,1,6,4,1,5,20.0,4,5,0,5,7,18,4,0,ESP-La Liga,2024,defense
POR,MF,33-004,1992,3.2,4,3,1,3,0,3,5,60.0,2,4,1,3,3,7,4,0,ESP-La Liga,2024,defense
SEN,DF,32-037,1993,15.8,34,24,18,13,3,21,28,75.0,7,16,2,14,13,47,38,0,ESP-La Liga,2024,defense
ESP,DF,20-260,2004,3.8,10,7,7,3,0,6,15,40.0,9,6,0,6,5,15,7,0,ESP-La Liga,2024,defense
ESP,"FW,MF",25-342,1999,10.4,5,2,1,2,2,2,8,25.0,6,6,0,6,4,9,5,1,ESP-La Liga,2024,defense
GRE,FW,25-252,1999,7.8,9,4,2,6,1,3,6,50.0,3,5,2,3,3,12,6,0,ESP-La Liga,2024,defense
ESP,FW,32-084,1993,17.6,8,7,1,4,3,2,11,18.2,9,8,2,6,4,12,6,0,ESP-La Liga,2024,defense
SWE,DF,29-314,1995,25.1,37,17,23,13,1,15,24,62.5,9,29,21,8,31,68,129,3,ESP-La Liga,2024,defense
ESP,DF,24-059,2001,8.2,16,10,11,5,0,11,15,73.3,4,8,6,2,7,23,43,0,ESP-La Liga,2024,defense
ESP,MF,22-025,2003,8.8,13,8,3,9,1,6,15,40.0,9,6,1,5,6,19,11,0,ESP-La Liga,2024,defense
,"FW,MF",,,3.6,6,3,1,3,2,0,5,0.0,5,6,0,6,1,7,6,0,ESP-La Liga,2024,defense
ESP,MF,26-067,1999,20.3,36,26,18,13,5,17,42,40.5,25,22,5,17,19,55,27,3,ESP-La Liga,2024,defense
ARG,"FW,MF",30-320,1994,2.9,8,3,2,6,0,3,7,42.9,4,4,0,4,8,16,6,0,ESP-La Liga,2024,defense
ESP,MF,21-113,2003,12.6,25,15,8,9,8,11,25,44.0,14,8,1,7,4,29,8,1,ESP-La Liga,2024,defense
ESP,"MF,DF",21-283,2003,15.4,23,9,11,10,2,9,17,52.9,8,18,1,17,7,30,25,1,ESP-La Liga,2024,defense
ESP,"FW,MF",37-253,1987,16.4,13,8,4,5,4,8,18,44.4,10,16,1,15,6,19,4,0,ESP-La Liga,2024,defense
ESP,"FW,MF",23-253,2001,3.1,3,3,0,1,2,1,5,20.0,4,2,0,2,1,4,5,0,ESP-La Liga,2024,defense
GUI,MF,22-082,2003,17.3,46,29,15,23,8,22,40,55.0,18,21,4,17,10,56,26,0,ESP-La Liga,2024,defense
ESP,GK,27-276,1997,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,ESP-La Liga,2024,defense
BRA,"DF,MF",29-216,1995,6.5,13,11,9,3,1,9,11,81.8,2,6,4,2,9,22,27,1,ESP-La Liga,2024,defense
ESP,DF,21-289,2003,21.6,45,33,30,15,0,28,40,70.0,12,23,7,16,29,74,79,1,ESP-La Liga,2024,defense
ESP,DF,30-341,1994,5.7,7,5,4,3,0,2,10,20.0,8,5,3,2,7,14,14,0,ESP-La Liga,2024,defense
CIV,"FW,MF",29-016,1996,9.0,12,7,4,6,2,5,12,41.7,7,6,0,6,5,17,6,0,ESP-La Liga,2024,defense
GHA,DF,29-194,1995,0.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,ESP-La Liga,2024,defense
USA,MF,26-323,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ESP-La Liga,2024,defense
ESP,DF,34-104,1990,23.0,26,18,13,10,3,19,33,57.6,14,19,6,13,27,53,103,4,ESP-La Liga,2024,defense
SRB,"MF,DF",29-162,1995,2.7,3,3,2,1,0,1,3,33.3,2,0,0,0,1,4,6,0,ESP-La Liga,2024,defense
ESP,"FW,MF",23-321,2001,11.0,11,6,2,7,2,3,10,30.0,7,7,2,5,7,18,6,0,ESP-La Liga,2024,defense
ESP,"MF,DF",24-180,2000,13.6,27,16,15,6,6,14,21,66.7,7,18,2,16,11,38,27,0,ESP-La Liga,2024,defense
ARG,FW,26-050,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ESP-La Liga,2024,defense
ESP,GK,38-091,1987,26.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20,1,ESP-La Liga,2024,defense
SWE,"FW,MF",21-069,2004,11.8,16,12,5,7,4,10,13,76.9,3,10,1,9,3,19,8,1,ESP-La Liga,2024,defense
ESP,DF,21-017,2004,1.5,2,1,1,0,1,2,2,100.0,0,1,1,0,2,4,2,0,ESP-La Liga,2024,defense
ESP,"MF,DF",25-333,1999,23.1,30,18,15,10,5,21,53,39.6,32,22,4,18,16,46,33,3,ESP-La Liga,2024,defense
ARG,FW,21-204,2003,11.0,1,1,0,1,0,1,6,16.7,5,11,2,9,4,5,20,1,ESP-La Liga,2024,defense
CZE,MF,26-327,1998,27.3,51,33,25,23,3,14,27,51.9,13,27,12,15,23,74,39,0,ESP-La Liga,2024,defense
ESP,"MF,FW",22-218,2002,6.4,13,6,4,5,4,6,15,40.0,9,10,1,9,7,20,7,1,ESP-La Liga,2024,defense
ESP,DF,31-010,1994,11.3,13,10,7,6,0,4,13,30.8,9,6,2,4,10,23,23,0,ESP-La Liga,2024,defense
ESP,"DF,MF",23-164,2001,19.5,44,28,33,9,2,26,52,50.0,26,34,10,24,19,63,72,1,ESP-La Liga,2024,defense
ESP,"MF,FW",28-253,1996,3.7,8,4,4,4,0,4,11,36.4,7,1,0,1,5,13,5,1,ESP-La Liga,2024,defense
ESP,"DF,MF",29-209,1995,4.8,9,4,7,2,0,4,5,80.0,1,9,6,3,12,21,29,0,ESP-La Liga,2024,defense
FRA,"FW,MF",27-246,1997,6.7,8,5,2,4,2,6,16,37.5,10,5,1,4,4,12,10,0,ESP-La Liga,2024,defense
ESP,"FW,MF",26-321,1998,25.7,15,12,9,3,3,6,12,50.0,6,12,2,10,4,19,14,0,ESP-La Liga,2024,defense
ESP,GK,23-342,2001,29.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,15,4,ESP-La Liga,2024,defense
ESP,"MF,FW",23-298,2001,19.7,19,13,12,5,2,12,20,60.0,8,8,0,8,13,32,26,0,ESP-La Liga,2024,defense
ESP,MF,24-132,2000,6.3,25,16,11,14,0,9,17,52.9,8,9,1,8,5,30,13,0,ESP-La Liga,2024,defense
CAN,MF,22-066,2003,2.3,9,3,3,6,0,4,6,66.7,2,5,1,4,4,13,3,0,ESP-La Liga,2024,defense
URU,DF,33-298,1991,24.0,34,18,24,8,2,15,26,57.7,11,26,17,9,26,60,146,1,ESP-La Liga,2024,defense
ALB,DF,25-062,2000,25.2,39,18,26,11,2,16,30,53.3,14,37,28,9,25,64,175,2,ESP-La Liga,2024,defense
NED,"MF,DF",21-302,2003,0.3,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0,ESP-La Liga,2024,defense
MAR,DF,21-211,2003,27.4,97,68,70,22,5,55,82,67.1,27,38,9,29,38,135,114,2,ESP-La Liga,2024,defense
ESP,"MF,FW",32-200,1992,3.0,3,1,2,0,1,0,13,0.0,13,9,2,7,2,5,3,0,ESP-La Liga,2024,defense
ESP,MF,25-187,1999,16.9,43,27,17,22,4,20,45,44.4,25,23,4,19,20,63,25,0,ESP-La Liga,2024,defense
ESP,MF,20-071,2005,2.0,5,3,3,1,1,4,7,57.1,3,3,1,2,0,5,5,0,ESP-La Liga,2024,defense
ESP,FW,22-282,2002,8.2,4,4,2,1,1,0,1,0.0,1,4,1,3,3,7,13,0,ESP-La Liga,2024,defense
ESP,DF,33-014,1992,7.2,8,5,7,1,0,2,3,66.7,1,12,8,4,7,15,36,0,ESP-La Liga,2024,defense
ESP,MF,24-022,2001,6.6,23,12,12,10,1,12,19,63.2,7,15,7,8,5,28,17,0,ESP-La Liga,2024,defense
MAR,FW,27-079,1998,6.7,4,0,0,1,3,0,1,0.0,1,3,0,3,1,5,6,0,ESP-La Liga,2024,defense
ESP,MF,28-345,1996,4.6,4,2,2,2,0,2,8,25.0,6,6,1,5,3,7,5,1,ESP-La Liga,2024,defense
ESP,"MF,DF",28-265,1996,12.8,12,4,5,6,1,5,19,26.3,14,9,1,8,11,23,31,1,ESP-La Liga,2024,defense
ESP,"FW,MF",22-222,2002,1.1,2,2,0,1,1,2,4,50.0,2,1,0,1,0,2,3,0,ESP-La Liga,2024,defense
