nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,
FRA,"MF,FW",18,2005,2.0,104,0,5,58,44,9,104,11,6,54.5,5,45.5,57,360,204,6,6,3,7,1,62,22,GER-Bundesliga,2023,possession
GER,GK,34,1988,2.0,100,89,100,0,0,0,100,0,0,,0,,59,309,146,0,0,0,0,0,49,0,GER-Bundesliga,2023,possession
NOR,"MF,FW",23,1999,1.6,103,2,16,44,44,5,103,6,2,33.3,4,66.7,63,405,238,7,3,3,3,0,69,15,GER-Bundesliga,2023,possession
DEN,FW,23,2000,0.9,45,0,3,18,24,4,45,4,1,25.0,3,75.0,34,221,82,2,4,0,5,2,40,9,GER-Bundesliga,2023,possession
GER,FW,23,2000,3.1,84,1,4,41,40,11,83,8,3,37.5,5,62.5,59,232,54,2,2,1,8,8,63,17,GER-Bundesliga,2023,possession
FRA,"MF,DF",22,2000,21.7,1256,54,230,616,431,94,1256,90,42,46.7,44,48.9,687,3618,1760,57,32,25,59,30,831,157,GER-Bundesliga,2023,possession
GER,GK,33,1990,32.0,1228,1013,1218,12,0,0,1228,0,0,,0,,704,3122,1991,0,0,0,0,0,657,0,GER-Bundesliga,2023,possession
CRO,"MF,FW",26,1997,2.2,132,8,25,82,25,3,132,2,0,0.0,2,100.0,70,360,89,3,4,1,1,3,85,9,GER-Bundesliga,2023,possession
JPN,"DF,MF",39,1984,2.4,209,11,73,125,12,0,209,0,0,,0,,141,726,432,0,1,0,1,1,159,3,GER-Bundesliga,2023,possession
GER,MF,31,1992,23.0,1537,27,297,812,449,42,1537,39,18,46.2,19,48.7,938,3559,1465,22,34,2,34,26,1119,118,GER-Bundesliga,2023,possession
SRB,MF,18,2005,0.1,3,0,1,1,1,0,3,0,0,,0,,1,1,0,0,0,0,0,0,3,1,GER-Bundesliga,2023,possession
ESP,"FW,MF",18,2004,0.8,45,2,5,21,19,6,45,1,0,0.0,1,100.0,23,93,19,0,0,0,6,2,32,8,GER-Bundesliga,2023,possession
FRA,"DF,MF",22,2000,14.5,1108,49,328,537,270,26,1108,81,46,56.8,34,42.0,588,3658,2088,55,34,13,22,10,607,62,GER-Bundesliga,2023,possession
GER,DF,19,2004,1.0,86,3,20,54,12,1,86,2,1,50.0,1,50.0,48,184,89,1,0,1,0,1,59,5,GER-Bundesliga,2023,possession
EGY,"FW,MF",24,1999,25.6,940,5,60,403,503,155,938,112,39,34.8,64,57.1,647,4713,2153,88,52,40,99,58,700,165,GER-Bundesliga,2023,possession
USA,MF,19,2003,1.1,72,0,6,39,28,5,72,7,2,28.6,4,57.1,43,193,50,2,0,1,5,4,46,7,GER-Bundesliga,2023,possession
GER,DF,29,1993,15.0,1006,25,249,543,225,20,1006,11,6,54.5,5,45.5,523,2613,1344,25,15,2,11,3,634,56,GER-Bundesliga,2023,possession
FRA,FW,24,1998,1.7,56,1,1,30,27,10,56,15,4,26.7,10,66.7,42,336,180,6,4,2,3,8,46,9,GER-Bundesliga,2023,possession
GER,DF,27,1996,30.4,2469,353,1222,1189,68,32,2469,4,2,50.0,2,50.0,1520,7109,4101,14,15,0,9,2,1745,3,GER-Bundesliga,2023,possession
AUT,FW,26,1997,3.6,108,8,15,72,22,5,108,3,1,33.3,2,66.7,51,233,77,1,3,0,4,2,82,9,GER-Bundesliga,2023,possession
GER,MF,32,1990,0.7,65,1,6,43,18,1,65,0,0,,0,,31,139,85,3,2,0,2,0,40,4,GER-Bundesliga,2023,possession
USA,"MF,DF",33,1990,0.2,30,0,1,7,22,2,30,0,0,,0,,17,58,20,1,1,0,0,1,24,10,GER-Bundesliga,2023,possession
BRA,DF,24,1999,28.9,2224,192,947,1076,217,33,2224,29,11,37.9,14,48.3,1358,5827,2737,22,16,1,24,15,1501,46,GER-Bundesliga,2023,possession
ECU,DF,21,2001,33.0,2663,312,1324,1287,65,16,2663,14,12,85.7,2,14.3,1637,7792,3873,22,11,0,23,7,1762,4,GER-Bundesliga,2023,possession
HUN,DF,25,1998,1.1,92,24,53,36,3,1,92,0,0,,0,,55,229,137,1,1,1,0,2,58,0,GER-Bundesliga,2023,possession
GER,DF,30,1993,11.8,588,23,147,246,197,14,588,9,4,44.4,4,44.4,285,1216,579,15,20,5,11,7,367,63,GER-Bundesliga,2023,possession
GER,MF,26,1997,0.1,6,0,0,2,4,0,6,0,0,,0,,3,6,0,0,0,0,0,0,3,0,GER-Bundesliga,2023,possession
KVX,"MF,FW",25,1998,1.2,97,0,22,41,34,4,97,2,1,50.0,0,0.0,52,335,153,6,2,2,5,2,63,7,GER-Bundesliga,2023,possession
FRA,DF,21,2001,11.4,666,50,215,309,149,5,666,26,12,46.2,10,38.5,341,1998,975,27,20,3,14,5,384,34,GER-Bundesliga,2023,possession
AUT,"FW,MF",22,2001,1.2,54,2,7,32,18,6,54,3,0,0.0,2,66.7,29,141,48,1,1,0,5,5,33,5,GER-Bundesliga,2023,possession
GER,DF,21,2002,0.8,55,4,20,30,6,0,55,0,0,,0,,29,143,37,2,0,0,0,1,28,3,GER-Bundesliga,2023,possession
FRA,DF,21,2002,20.1,1412,113,470,709,250,22,1412,34,16,47.1,17,50.0,716,4057,1865,22,20,1,24,10,778,58,GER-Bundesliga,2023,possession
GER,"FW,MF",29,1994,25.6,1008,46,159,457,399,97,1006,29,13,44.8,15,51.7,546,2264,844,24,12,5,59,19,717,153,GER-Bundesliga,2023,possession
GER,DF,30,1992,20.5,1254,106,446,623,193,14,1254,10,3,30.0,3,30.0,554,2385,981,13,14,0,7,6,615,32,GER-Bundesliga,2023,possession
GER,DF,32,1991,22.7,1304,170,634,626,50,17,1304,4,2,50.0,2,50.0,616,2909,1606,10,13,0,13,2,818,3,GER-Bundesliga,2023,possession
GER,DF,29,1994,21.3,1458,148,563,826,77,17,1458,5,2,40.0,3,60.0,886,5290,3308,23,15,0,8,2,965,20,GER-Bundesliga,2023,possession
GER,FW,22,2000,0.1,6,0,0,4,2,0,6,0,0,,0,,1,0,0,0,0,0,2,0,3,0,GER-Bundesliga,2023,possession
GER,MF,26,1996,32.4,1635,71,371,958,324,35,1635,37,20,54.1,14,37.8,859,4467,2100,42,41,3,30,19,999,72,GER-Bundesliga,2023,possession
GER,"FW,MF",29,1994,3.6,155,4,22,76,57,14,155,1,0,0.0,1,100.0,94,341,105,3,4,2,8,7,105,28,GER-Bundesliga,2023,possession
GER,"MF,FW",21,2002,16.4,676,30,130,316,255,41,676,42,21,50.0,14,33.3,398,2785,1414,44,37,10,50,42,428,87,GER-Bundesliga,2023,possession
AUT,FW,29,1994,18.7,661,31,97,263,309,101,661,18,5,27.8,11,61.1,284,1198,458,12,18,4,36,13,449,89,GER-Bundesliga,2023,possession
GER,MF,33,1990,25.9,1386,112,417,805,175,20,1386,18,14,77.8,3,16.7,661,3259,1249,14,11,0,19,20,804,15,GER-Bundesliga,2023,possession
GER,GK,21,2002,34.0,1461,1103,1440,22,0,0,1461,0,0,,0,,835,4754,2508,0,0,0,2,0,729,0,GER-Bundesliga,2023,possession
GER,"DF,FW",21,2001,8.4,503,13,94,217,194,24,503,40,8,20.0,21,52.5,326,2513,1303,41,27,9,18,4,349,84,GER-Bundesliga,2023,possession
AUT,DF,27,1996,14.1,1114,110,564,520,39,9,1114,3,0,0.0,3,100.0,730,4866,2716,14,12,0,7,0,738,3,GER-Bundesliga,2023,possession
JPN,"DF,MF",25,1998,25.0,1038,39,183,455,417,64,1038,115,53,46.1,55,47.8,590,3301,1706,49,41,9,47,36,670,139,GER-Bundesliga,2023,possession
HUN,"MF,FW",26,1997,20.4,826,28,110,352,372,74,825,57,21,36.8,28,49.1,511,2882,1311,47,38,15,43,15,615,139,GER-Bundesliga,2023,possession
ITA,"MF,FW",30,1993,25.8,1574,43,226,789,572,64,1568,59,23,39.0,28,47.5,888,4546,2071,54,33,24,37,20,1023,148,GER-Bundesliga,2023,possession
GER,"DF,MF",23,2000,10.2,677,92,308,341,34,10,677,6,3,50.0,3,50.0,384,2069,1137,4,3,1,7,3,435,7,GER-Bundesliga,2023,possession
FRA,"FW,MF",30,1993,21.3,972,6,71,472,446,90,971,53,21,39.6,26,49.1,635,3074,1633,56,44,21,34,33,766,157,GER-Bundesliga,2023,possession
GER,MF,32,1991,2.8,227,6,58,109,60,8,227,10,4,40.0,5,50.0,128,575,280,10,3,4,3,4,140,8,GER-Bundesliga,2023,possession
ITA,DF,18,2005,1.7,108,18,73,31,5,0,108,0,0,,0,,64,330,148,0,0,0,0,1,70,1,GER-Bundesliga,2023,possession
GER,MF,26,1997,13.6,696,15,123,409,175,36,695,21,11,52.4,8,38.1,428,2227,1211,30,20,5,13,16,518,43,GER-Bundesliga,2023,possession
FRA,"DF,FW",26,1996,26.1,1413,28,249,501,680,66,1413,54,21,38.9,27,50.0,775,4677,2675,97,60,26,26,18,881,242,GER-Bundesliga,2023,possession
ARM,"MF,FW",20,2003,0.5,36,0,1,15,20,4,36,3,1,33.3,2,66.7,20,82,14,0,1,0,2,5,23,4,GER-Bundesliga,2023,possession
USA,DF,20,2002,24.8,1581,111,612,707,273,20,1581,33,11,33.3,20,60.6,911,4302,1921,39,33,6,22,21,997,75,GER-Bundesliga,2023,possession
SUI,GK,29,1994,7.0,300,239,299,1,0,0,300,2,2,100.0,0,0.0,196,983,536,0,0,0,0,0,155,0,GER-Bundesliga,2023,possession
USA,FW,27,1996,15.8,470,35,56,273,144,64,470,13,3,23.1,9,69.2,253,934,285,5,4,2,43,30,337,73,GER-Bundesliga,2023,possession
GER,MF,27,1995,30.7,1781,95,582,1038,180,11,1779,24,14,58.3,6,25.0,932,3694,1713,14,16,1,17,9,1102,14,GER-Bundesliga,2023,possession
JPN,"DF,MF",26,1997,17.7,1110,142,522,523,74,29,1110,7,5,71.4,2,28.6,628,3177,1766,14,11,1,7,5,715,7,GER-Bundesliga,2023,possession
GER,DF,20,2003,24.7,1498,86,486,611,416,41,1498,48,23,47.9,21,43.8,761,3141,1564,46,33,9,34,28,843,99,GER-Bundesliga,2023,possession
GER,"DF,FW",19,2004,0.5,29,1,7,9,13,0,29,1,0,0.0,1,100.0,20,79,17,0,1,0,2,3,21,6,GER-Bundesliga,2023,possession
FRA,MF,22,2001,17.3,925,23,181,525,238,31,925,69,37,53.6,26,37.7,579,3369,1764,42,33,6,41,41,643,56,GER-Bundesliga,2023,possession
GER,DF,27,1995,17.4,1089,158,670,375,47,17,1089,3,2,66.7,1,33.3,652,2780,1267,2,7,1,10,1,725,4,GER-Bundesliga,2023,possession
AUT,DF,25,1998,23.0,1798,232,906,757,146,25,1798,4,2,50.0,2,50.0,975,5004,2743,32,19,2,6,2,1066,23,GER-Bundesliga,2023,possession
GER,GK,25,1997,27.0,1119,939,1115,4,0,0,1119,0,0,,0,,739,3712,2118,0,0,0,0,0,591,0,GER-Bundesliga,2023,possession
CMR,"FW,MF",23,2000,15.4,652,19,102,253,306,68,652,58,20,34.5,32,55.2,403,2906,1385,52,38,25,32,14,460,150,GER-Bundesliga,2023,possession
SUI,DF,26,1996,27.6,1999,289,1047,881,79,25,1999,9,6,66.7,1,11.1,1184,6532,3837,37,19,0,7,4,1270,6,GER-Bundesliga,2023,possession
GER,"FW,DF",32,1991,1.0,58,2,5,22,32,9,58,1,0,0.0,0,0.0,27,148,92,3,4,1,1,1,34,8,GER-Bundesliga,2023,possession
GER,"FW,MF",24,1998,15.0,753,11,116,337,311,65,753,60,26,43.3,31,51.7,468,2855,1378,50,39,20,49,36,551,103,GER-Bundesliga,2023,possession
GER,MF,21,2002,23.7,1377,54,380,758,259,46,1377,52,20,38.5,25,48.1,788,3375,1648,41,29,12,40,30,870,58,GER-Bundesliga,2023,possession
JPN,"FW,MF",19,2004,0.4,15,0,2,4,9,5,15,1,1,100.0,0,0.0,8,41,4,0,0,0,1,3,9,2,GER-Bundesliga,2023,possession
AUT,"DF,MF",30,1992,8.3,581,36,195,263,127,13,581,8,2,25.0,6,75.0,295,1315,606,15,14,3,10,4,352,31,GER-Bundesliga,2023,possession
CZE,FW,22,2000,10.0,331,8,26,169,140,45,329,16,5,31.3,10,62.5,188,792,314,12,7,7,28,11,266,47,GER-Bundesliga,2023,possession
GER,"DF,MF",33,1990,0.3,22,5,15,7,0,0,22,0,0,,0,,8,17,4,0,0,0,0,0,9,0,GER-Bundesliga,2023,possession
LUX,"MF,FW",19,2004,0.2,14,1,1,4,9,2,14,0,0,,0,,12,36,17,1,0,1,1,0,13,0,GER-Bundesliga,2023,possession
GER,"MF,FW",26,1997,10.8,560,12,96,304,169,31,560,34,21,61.8,13,38.2,314,1759,702,17,12,0,25,18,341,43,GER-Bundesliga,2023,possession
GER,DF,26,1997,22.5,1095,146,712,353,42,26,1095,11,8,72.7,1,9.1,568,3261,1456,3,1,0,13,4,588,6,GER-Bundesliga,2023,possession
GER,MF,27,1996,0.1,3,0,1,0,2,2,3,0,0,,0,,3,33,28,1,0,1,1,0,2,0,GER-Bundesliga,2023,possession
GER,"MF,FW",30,1992,5.0,237,15,55,132,52,9,237,2,2,100.0,0,0.0,129,466,177,3,2,0,1,4,149,19,GER-Bundesliga,2023,possession
GER,"FW,MF",21,2001,29.4,1187,24,182,576,468,76,1187,95,41,43.2,46,48.4,675,4819,2416,85,59,22,98,46,773,143,GER-Bundesliga,2023,possession
GER,"MF,FW",27,1995,3.6,237,5,32,80,131,13,237,26,11,42.3,13,50.0,139,929,421,12,6,4,8,7,143,34,GER-Bundesliga,2023,possession
GER,MF,24,1999,22.2,944,79,302,468,180,36,944,23,11,47.8,11,47.8,351,1746,750,16,11,4,31,14,420,32,GER-Bundesliga,2023,possession
GER,"FW,MF",24,1999,28.9,1302,24,218,456,649,56,1301,81,30,37.0,45,55.6,653,4972,2149,80,57,12,52,32,684,136,GER-Bundesliga,2023,possession
GER,DF,27,1996,31.0,1714,114,642,733,355,21,1714,27,8,29.6,16,59.3,777,4085,2496,44,32,2,22,11,860,69,GER-Bundesliga,2023,possession
GER,GK,32,1991,34.0,1574,1241,1560,14,0,0,1574,0,0,,0,,883,4548,2524,0,0,0,2,0,716,0,GER-Bundesliga,2023,possession
GER,"MF,FW",23,2000,11.2,600,23,124,288,197,29,600,26,12,46.2,12,46.2,307,1981,1048,29,21,6,24,6,360,48,GER-Bundesliga,2023,possession
USA,MF,23,1999,25.4,1210,105,425,681,113,21,1210,8,6,75.0,2,25.0,514,2220,740,3,8,0,20,11,580,17,GER-Bundesliga,2023,possession
GER,DF,28,1994,6.6,469,19,152,201,119,0,469,5,3,60.0,1,20.0,225,1076,570,15,9,0,2,1,249,27,GER-Bundesliga,2023,possession
GER,"MF,FW",23,1999,16.8,644,28,99,325,231,64,644,28,10,35.7,13,46.4,309,1734,759,28,24,12,40,21,407,72,GER-Bundesliga,2023,possession
AUT,"MF,FW",29,1994,7.3,311,3,46,163,109,24,311,23,8,34.8,13,56.5,185,997,453,12,11,4,25,15,198,25,GER-Bundesliga,2023,possession
GER,"MF,DF",36,1987,14.0,709,48,257,347,111,16,709,6,3,50.0,3,50.0,336,2206,961,15,12,2,11,5,394,17,GER-Bundesliga,2023,possession
GER,DF,25,1998,27.5,1532,80,441,697,413,11,1532,49,20,40.8,26,53.1,674,4307,2303,61,40,5,37,17,754,91,GER-Bundesliga,2023,possession
GER,DF,28,1994,34.0,1997,267,1151,777,85,45,1997,20,10,50.0,7,35.0,1049,6518,3805,33,15,0,13,5,1098,6,GER-Bundesliga,2023,possession
GER,"MF,FW",29,1994,1.7,79,3,11,27,41,9,79,1,0,0.0,1,100.0,35,96,32,1,0,0,6,4,49,12,GER-Bundesliga,2023,possession
GER,"MF,FW",23,1999,0.0,8,0,2,7,0,0,8,0,0,,0,,3,10,3,0,0,0,1,0,3,0,GER-Bundesliga,2023,possession
GER,FW,27,1995,31.9,1325,66,130,632,577,142,1323,63,19,30.2,41,65.1,629,2725,1096,40,37,16,110,56,932,178,GER-Bundesliga,2023,possession
GER,DF,23,2000,10.1,668,59,349,309,14,6,668,2,0,0.0,2,100.0,362,2266,1424,12,4,0,7,2,452,1,GER-Bundesliga,2023,possession
CRO,"MF,FW",32,1991,24.4,1366,29,149,589,640,102,1361,51,25,49.0,22,43.1,812,4823,2426,71,49,24,47,27,956,175,GER-Bundesliga,2023,possession
GER,MF,22,2001,0.9,50,2,9,26,15,0,50,0,0,,0,,28,129,40,2,0,0,1,0,33,3,GER-Bundesliga,2023,possession
GER,MF,24,1998,25.8,1718,94,408,974,363,26,1718,60,25,41.7,30,50.0,885,5233,2621,49,43,4,40,14,978,46,GER-Bundesliga,2023,possession
HUN,DF,25,1998,3.2,202,12,83,100,19,0,202,1,0,0.0,1,100.0,123,397,218,2,2,0,1,0,135,3,GER-Bundesliga,2023,possession
GER,"MF,FW",20,2003,0.5,39,2,6,15,18,5,39,6,2,33.3,3,50.0,23,166,79,3,2,2,1,2,27,8,GER-Bundesliga,2023,possession
CZE,DF,22,2000,5.5,334,37,132,102,102,5,334,13,3,23.1,9,69.2,155,754,425,12,7,2,7,1,167,38,GER-Bundesliga,2023,possession
GER,MF,25,1998,0.7,17,2,8,6,3,1,17,0,0,,0,,9,49,19,1,0,0,1,0,10,2,GER-Bundesliga,2023,possession
MLI,MF,27,1996,0.0,4,1,2,2,0,0,4,0,0,,0,,3,10,3,0,0,0,0,0,2,0,GER-Bundesliga,2023,possession
GER,MF,23,2000,6.7,387,24,88,197,106,5,387,18,5,27.8,12,66.7,224,1295,708,16,13,0,14,12,245,23,GER-Bundesliga,2023,possession
AUT,"DF,MF",27,1995,25.5,2055,228,747,1137,184,8,2055,23,13,56.5,8,34.8,1186,6789,3813,32,17,3,12,12,1324,22,GER-Bundesliga,2023,possession
GER,MF,28,1995,23.8,1209,54,222,698,297,36,1209,31,12,38.7,15,48.4,672,3350,1408,35,36,1,32,25,841,60,GER-Bundesliga,2023,possession
TOG,"FW,DF",29,1994,18.2,755,18,101,272,393,76,755,63,26,41.3,32,50.8,430,2222,1052,42,36,22,63,25,516,145,GER-Bundesliga,2023,possession
USA,DF,30,1993,17.1,1115,180,588,509,28,14,1115,4,3,75.0,1,25.0,564,2964,1574,5,2,0,3,4,615,1,GER-Bundesliga,2023,possession
GER,"FW,MF",25,1998,0.5,57,1,11,19,28,3,57,0,0,,0,,32,307,222,8,4,1,1,1,47,12,GER-Bundesliga,2023,possession
GHA,DF,28,1995,0.1,3,0,2,0,1,0,3,0,0,,0,,3,7,6,0,0,0,0,0,3,0,GER-Bundesliga,2023,possession
NGA,DF,28,1995,12.2,861,72,360,449,59,5,861,13,9,69.2,4,30.8,483,2251,1054,10,11,2,10,1,564,9,GER-Bundesliga,2023,possession
GER,DF,31,1991,14.7,1051,89,474,539,43,1,1051,6,5,83.3,1,16.7,629,3294,1909,16,7,0,4,1,718,12,GER-Bundesliga,2023,possession
GER,"DF,FW",30,1993,15.0,859,33,189,350,329,49,859,48,18,37.5,21,43.8,475,2645,1295,37,31,13,24,19,548,107,GER-Bundesliga,2023,possession
GER,"DF,FW",,,0.1,4,1,1,0,3,0,4,0,0,,0,,2,9,8,0,0,0,0,0,2,1,GER-Bundesliga,2023,possession
GER,"FW,MF",20,2002,26.9,872,14,61,315,505,145,872,87,33,37.9,45,51.7,547,2949,1373,61,32,36,79,32,628,224,GER-Bundesliga,2023,possession
GER,FW,25,1998,1.6,55,1,5,18,33,9,55,2,2,100.0,0,0.0,42,189,96,2,1,1,8,8,44,13,GER-Bundesliga,2023,possession
GER,GK,33,1990,34.0,1521,1225,1492,31,0,0,1521,0,0,,0,,817,3787,2092,0,0,0,0,0,735,0,GER-Bundesliga,2023,possession
TUR,DF,23,2000,25.4,1665,175,659,895,116,28,1665,15,9,60.0,5,33.3,947,4383,2383,21,21,2,13,5,1093,11,GER-Bundesliga,2023,possession
CZE,"DF,FW",31,1992,26.8,1494,80,334,633,533,62,1494,15,3,20.0,11,73.3,681,3034,1483,38,24,9,11,11,905,153,GER-Bundesliga,2023,possession
DEN,"DF,FW",27,1996,14.0,918,42,185,412,325,44,918,28,9,32.1,13,46.4,480,2439,1197,28,19,13,27,6,551,92,GER-Bundesliga,2023,possession
FRA,DF,24,1999,7.0,500,53,210,237,58,2,500,15,9,60.0,6,40.0,261,1176,615,7,7,0,7,1,288,14,GER-Bundesliga,2023,possession
GER,DF,18,2005,6.4,417,35,197,208,13,4,417,5,1,20.0,3,60.0,263,1190,603,6,2,0,4,1,289,0,GER-Bundesliga,2023,possession
GER,"MF,FW",18,2005,2.0,141,3,19,65,58,5,141,3,2,66.7,1,33.3,87,464,242,2,7,0,5,3,99,18,GER-Bundesliga,2023,possession
GER,MF,18,2004,11.2,524,22,109,306,115,9,524,18,3,16.7,12,66.7,324,1528,788,18,13,2,10,11,373,27,GER-Bundesliga,2023,possession
NED,FW,30,1992,22.0,790,32,69,371,355,108,789,17,3,17.6,12,70.6,443,1499,532,14,15,7,52,19,589,132,GER-Bundesliga,2023,possession
GER,DF,28,1994,12.8,821,37,216,378,237,11,821,14,5,35.7,7,50.0,349,1573,847,27,22,2,6,0,433,47,GER-Bundesliga,2023,possession
USA,"FW,MF",19,2004,2.0,52,1,4,21,27,8,52,4,1,25.0,3,75.0,22,89,37,1,1,1,2,1,32,5,GER-Bundesliga,2023,possession
GER,FW,28,1995,14.1,341,24,35,166,140,63,341,12,6,50.0,6,50.0,171,653,232,9,3,5,20,12,257,46,GER-Bundesliga,2023,possession
AUT,"MF,FW",25,1997,22.8,1046,20,205,537,319,37,1046,33,15,45.5,16,48.5,634,3423,1746,41,47,5,37,18,734,73,GER-Bundesliga,2023,possession
BIH,MF,22,2001,18.1,949,36,214,550,203,13,949,23,10,43.5,12,52.2,547,3256,1553,35,30,3,19,19,633,29,GER-Bundesliga,2023,possession
GER,DF,29,1993,6.3,489,37,154,274,64,2,489,4,3,75.0,1,25.0,253,1278,699,10,12,1,6,3,307,16,GER-Bundesliga,2023,possession
GER,MF,21,2002,27.3,1515,116,491,817,220,35,1515,17,7,41.2,6,35.3,690,3155,1186,21,14,2,24,24,841,35,GER-Bundesliga,2023,possession
GER,"FW,MF",22,2001,14.2,522,14,77,210,243,51,522,70,24,34.3,38,54.3,312,2561,1191,51,23,18,39,27,344,95,GER-Bundesliga,2023,possession
GER,"FW,MF",24,1998,0.8,32,0,2,17,13,5,32,0,0,,0,,17,39,3,0,1,0,2,0,22,8,GER-Bundesliga,2023,possession
AUT,"MF,FW",30,1992,24.4,1321,35,204,645,489,34,1316,42,23,54.8,17,40.5,796,3853,1452,40,39,8,27,25,826,100,GER-Bundesliga,2023,possession
DEN,MF,22,2001,2.4,121,9,40,68,14,1,121,2,1,50.0,1,50.0,53,321,160,2,1,0,5,0,61,1,GER-Bundesliga,2023,possession
GER,"FW,DF",21,2002,17.5,760,35,177,324,272,34,760,27,18,66.7,6,22.2,406,2852,1357,46,34,11,40,24,438,69,GER-Bundesliga,2023,possession
GER,DF,25,1998,30.0,1985,361,1213,731,65,40,1985,19,9,47.4,8,42.1,1001,5034,2914,17,14,2,18,2,1076,8,GER-Bundesliga,2023,possession
GER,"FW,MF",18,2004,1.9,96,2,11,31,54,10,96,15,8,53.3,6,40.0,55,500,204,6,2,5,9,1,57,17,GER-Bundesliga,2023,possession
KVX,DF,28,1994,11.9,832,43,254,351,233,10,832,10,7,70.0,3,30.0,423,2003,1158,26,13,1,7,6,467,29,GER-Bundesliga,2023,possession
GER,"FW,MF",24,1999,21.1,846,14,110,334,429,82,846,57,22,38.6,31,54.4,599,5140,2671,109,64,47,38,27,607,169,GER-Bundesliga,2023,possession
GER,DF,23,1999,7.1,395,51,221,152,24,4,395,1,0,0.0,1,100.0,205,1203,582,7,3,0,5,0,232,1,GER-Bundesliga,2023,possession
GER,"MF,FW",27,1996,12.7,604,9,82,297,234,29,603,40,18,45.0,20,50.0,336,1835,822,30,20,6,23,14,387,61,GER-Bundesliga,2023,possession
GER,"MF,FW",31,1991,4.1,232,0,21,106,105,19,232,13,4,30.8,5,38.5,122,681,266,12,6,2,13,8,142,29,GER-Bundesliga,2023,possession
GER,GK,28,1995,34.0,1393,1004,1359,35,0,0,1393,0,0,,0,,833,4192,2745,0,0,0,0,0,821,0,GER-Bundesliga,2023,possession
LUX,"MF,FW",22,2001,1.2,61,3,16,28,18,2,61,1,1,100.0,0,0.0,37,178,89,2,1,0,1,2,35,2,GER-Bundesliga,2023,possession
GER,"DF,FW",19,2004,19.5,1121,53,333,510,308,24,1121,58,36,62.1,21,36.2,495,3461,1845,51,35,11,37,24,527,59,GER-Bundesliga,2023,possession
DEN,"DF,FW",22,2000,18.4,1072,81,326,459,304,36,1072,30,13,43.3,12,40.0,513,2976,1376,32,26,3,37,22,568,89,GER-Bundesliga,2023,possession
ARM,"FW,MF",30,1993,8.9,312,8,30,151,136,52,312,18,7,38.9,10,55.6,162,814,344,15,9,5,27,17,183,42,GER-Bundesliga,2023,possession
GER,FW,25,1998,8.1,295,14,33,163,102,35,295,8,4,50.0,4,50.0,146,661,235,9,5,2,19,9,211,48,GER-Bundesliga,2023,possession
GER,DF,27,1996,30.9,2143,267,1200,897,65,31,2143,6,4,66.7,2,33.3,1203,6033,3442,19,14,1,11,7,1280,3,GER-Bundesliga,2023,possession
CZE,"MF,FW",21,2002,5.1,222,4,21,99,105,29,222,14,4,28.6,9,64.3,135,812,386,14,9,5,10,13,177,33,GER-Bundesliga,2023,possession
MAR,"MF,FW",23,2000,10.0,575,7,52,231,299,66,575,27,13,48.1,10,37.0,339,1768,1021,32,25,16,17,10,460,131,GER-Bundesliga,2023,possession
BRA,DF,20,2003,2.0,131,7,35,42,56,8,131,5,2,40.0,3,60.0,79,485,307,8,6,2,2,3,88,28,GER-Bundesliga,2023,possession
ESP,FW,30,1993,2.8,96,1,2,28,66,19,96,1,0,0.0,1,100.0,62,314,74,3,2,3,5,6,82,19,GER-Bundesliga,2023,possession
BFA,DF,24,1999,23.2,2156,157,709,1290,177,23,2156,17,13,76.5,3,17.6,1495,8947,5271,49,45,1,13,7,1599,12,GER-Bundesliga,2023,possession
ARG,MF,24,1998,20.3,2222,36,341,1461,439,21,2220,26,23,88.5,3,11.5,1296,4722,2297,24,24,2,22,13,1802,45,GER-Bundesliga,2023,possession
GER,MF,20,2003,26.4,2252,7,146,906,1229,170,2251,162,79,48.8,74,45.7,1384,7896,4152,138,108,45,83,79,1815,306,GER-Bundesliga,2023,possession
SUI,MF,30,1992,31.3,3558,94,485,2291,797,17,3558,28,16,57.1,9,32.1,2164,9461,4933,60,67,4,31,30,2955,53,GER-Bundesliga,2023,possession
COL,"DF,MF",20,2003,0.5,53,2,5,38,10,0,53,1,1,100.0,0,0.0,37,186,44,1,1,0,1,0,39,1,GER-Bundesliga,2023,possession
NED,DF,22,2000,25.0,1329,19,158,406,784,205,1329,106,48,45.3,48,45.3,824,6275,3756,153,62,73,51,37,941,348,GER-Bundesliga,2023,possession
GER,MF,31,1992,24.5,1718,3,122,676,928,110,1718,35,18,51.4,17,48.6,895,4657,2294,63,50,13,34,17,1353,221,GER-Bundesliga,2023,possession
GER,DF,27,1996,29.2,2434,207,790,1517,140,34,2434,9,5,55.6,4,44.4,1557,8072,4568,17,26,1,11,5,1812,4,GER-Bundesliga,2023,possession
CRO,DF,23,2000,14.0,1205,55,307,628,282,21,1205,20,12,60.0,6,30.0,729,4356,2590,49,37,4,14,5,877,63,GER-Bundesliga,2023,possession
