nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,
FIN,GK,33,1989,33.0,939,777,925,14,0,0,939,0,0,,0,,543,2958,1580,0,1,1,1,0,456,0,GER-Bundesliga,2023,possession
CZE,GK,23,2000,1.0,19,17,19,0,0,0,19,0,0,,0,,8,45,38,0,0,0,0,0,9,0,GER-Bundesliga,2023,possession
GER,MF,26,1996,1.0,116,2,9,62,48,2,116,6,1,16.7,4,66.7,57,313,187,5,4,1,2,0,96,6,GER-Bundesliga,2023,possession
NGA,"DF,MF",24,1999,9.1,482,7,56,152,279,60,482,43,7,16.3,30,69.8,296,1791,970,35,15,16,18,15,340,114,GER-Bundesliga,2023,possession
BEL,MF,18,2005,0.2,27,0,0,11,16,0,27,3,1,33.3,2,66.7,19,77,24,1,2,1,1,2,24,1,GER-Bundesliga,2023,possession
CIV,DF,22,2001,20.1,1600,67,404,976,237,9,1600,40,23,57.5,17,42.5,953,5398,2880,48,35,4,12,15,1154,23,GER-Bundesliga,2023,possession
CZE,FW,27,1996,11.8,350,7,15,132,208,90,349,25,8,32.0,14,56.0,191,814,265,7,4,5,23,17,281,88,GER-Bundesliga,2023,possession
ECU,DF,21,2002,16.5,1597,100,472,895,237,25,1597,6,1,16.7,5,83.3,994,5078,3063,34,32,1,11,4,1237,50,GER-Bundesliga,2023,possession
GER,"MF,DF",28,1994,18.8,1638,53,319,1049,281,16,1638,12,7,58.3,4,33.3,885,4005,1978,20,34,1,13,7,1235,14,GER-Bundesliga,2023,possession
NGA,FW,22,2000,17.2,646,14,26,236,392,137,642,93,46,49.5,42,45.2,389,2221,1110,50,31,28,58,30,528,158,GER-Bundesliga,2023,possession
ESP,DF,27,1995,30.9,2465,60,429,940,1112,106,2465,48,20,41.7,23,47.9,1346,6006,3113,77,56,15,50,18,1681,261,GER-Bundesliga,2023,possession
NOR,DF,26,1997,11.0,539,60,303,226,14,5,539,0,0,,0,,253,1219,485,1,1,0,4,2,282,0,GER-Bundesliga,2023,possession
FRA,DF,26,1997,27.6,1791,89,587,865,358,41,1791,39,23,59.0,13,33.3,837,3889,2115,43,20,10,23,10,990,75,GER-Bundesliga,2023,possession
GER,MF,24,1998,1.9,92,5,13,50,31,5,92,5,3,60.0,2,40.0,42,214,100,3,3,1,0,1,53,10,GER-Bundesliga,2023,possession
NED,"MF,DF",28,1995,0.6,30,0,2,11,18,3,30,4,2,50.0,2,50.0,22,150,85,2,2,0,3,0,26,5,GER-Bundesliga,2023,possession
MAR,"MF,FW",25,1998,3.6,238,2,19,116,103,19,237,8,2,25.0,4,50.0,123,655,344,14,4,5,12,5,174,33,GER-Bundesliga,2023,possession
GER,"MF,FW",19,2004,18.2,937,9,72,362,541,93,937,148,69,46.6,63,42.6,577,4888,2497,100,55,44,70,49,623,167,GER-Bundesliga,2023,possession
GER,GK,32,1991,4.0,166,124,162,4,0,0,166,0,0,,0,,84,433,265,0,0,0,0,0,91,0,GER-Bundesliga,2023,possession
GER,DF,30,1993,9.2,589,32,163,254,175,11,589,13,7,53.8,5,38.5,227,1219,613,22,9,3,8,7,263,53,GER-Bundesliga,2023,possession
GER,"FW,DF",22,2000,0.1,12,0,2,7,3,0,12,0,0,,0,,7,19,5,0,0,0,0,0,9,0,GER-Bundesliga,2023,possession
GER,"DF,MF",29,1994,24.3,1414,81,541,726,156,28,1414,11,5,45.5,6,54.5,632,2818,1235,19,10,2,22,4,811,26,GER-Bundesliga,2023,possession
SUI,DF,27,1996,14.3,951,98,403,418,138,4,951,8,6,75.0,2,25.0,483,2609,1467,9,12,1,6,5,532,9,GER-Bundesliga,2023,possession
GER,"FW,MF",23,2000,2.0,58,1,3,26,30,10,58,7,5,71.4,1,14.3,42,233,84,3,3,4,4,8,41,11,GER-Bundesliga,2023,possession
GER,"FW,MF",23,2000,17.1,594,3,46,269,292,73,593,57,23,40.4,29,50.9,391,2340,924,36,25,10,52,37,449,101,GER-Bundesliga,2023,possession
FRA,DF,32,1990,4.5,244,39,157,83,7,4,244,0,0,,0,,104,420,138,1,1,0,7,1,113,1,GER-Bundesliga,2023,possession
AUT,"FW,MF",31,1992,16.6,538,12,45,211,285,77,538,45,19,42.2,17,37.8,323,1742,653,26,18,9,52,28,398,111,GER-Bundesliga,2023,possession
LUX,MF,23,2000,29.0,1303,74,337,709,268,68,1303,33,15,45.5,15,45.5,487,2084,922,22,20,6,42,14,672,46,GER-Bundesliga,2023,possession
KOR,"MF,FW",30,1992,23.5,1036,32,147,533,363,83,1036,38,15,39.5,17,44.7,506,2304,920,25,17,4,42,22,730,121,GER-Bundesliga,2023,possession
FRA,FW,29,1994,15.1,603,12,53,314,238,85,601,11,2,18.2,8,72.7,260,904,291,5,6,1,42,10,450,88,GER-Bundesliga,2023,possession
GER,"MF,FW",25,1997,8.0,426,3,42,175,214,37,426,37,16,43.2,18,48.6,239,1411,651,20,11,9,31,12,296,53,GER-Bundesliga,2023,possession
GER,MF,20,2002,0.2,8,0,0,1,7,3,8,0,0,,0,,0,0,0,0,0,0,0,0,5,0,GER-Bundesliga,2023,possession
GER,DF,25,1998,4.2,205,26,126,73,6,0,205,2,0,0.0,2,100.0,98,388,170,1,0,0,1,0,101,0,GER-Bundesliga,2023,possession
GER,"MF,DF",22,2001,2.9,119,4,23,67,31,7,119,3,3,100.0,0,0.0,63,308,126,6,4,3,6,10,68,10,GER-Bundesliga,2023,possession
GER,MF,26,1996,14.6,984,29,149,504,346,15,983,55,25,45.5,24,43.6,470,2454,1094,16,25,5,22,19,524,22,GER-Bundesliga,2023,possession
GER,"FW,MF",18,2005,1.4,64,0,5,20,39,10,64,7,2,28.6,5,71.4,37,196,107,6,2,2,7,1,45,20,GER-Bundesliga,2023,possession
AUT,DF,29,1994,22.2,1151,43,302,480,381,29,1151,32,15,46.9,13,40.6,508,3246,1571,50,32,6,26,14,587,93,GER-Bundesliga,2023,possession
GER,GK,28,1994,30.0,1123,877,1098,23,3,3,1123,1,1,100.0,0,0.0,610,3522,1858,0,0,0,1,0,503,0,GER-Bundesliga,2023,possession
NED,DF,21,2001,31.5,1872,229,964,845,74,34,1872,5,4,80.0,1,20.0,720,3108,1384,7,4,0,11,4,912,6,GER-Bundesliga,2023,possession
SUI,DF,30,1993,13.8,827,48,220,400,214,38,827,18,2,11.1,14,77.8,307,1425,786,31,16,6,14,8,418,63,GER-Bundesliga,2023,possession
GER,DF,31,1991,7.4,431,51,231,182,20,8,431,2,2,100.0,0,0.0,223,846,336,0,1,0,2,1,270,2,GER-Bundesliga,2023,possession
GER,MF,22,2001,15.0,867,40,202,496,181,14,867,12,3,25.0,8,66.7,348,1746,798,12,13,4,27,13,418,29,GER-Bundesliga,2023,possession
MLI,MF,25,1998,17.0,1007,52,219,632,161,12,1007,11,9,81.8,2,18.2,466,2024,1007,8,10,2,12,9,620,11,GER-Bundesliga,2023,possession
GER,DF,26,1997,28.1,1959,61,508,850,620,68,1959,54,33,61.1,15,27.8,1113,5443,2958,53,51,7,32,20,1244,161,GER-Bundesliga,2023,possession
SVN,FW,20,2003,17.0,528,31,67,215,253,87,528,35,17,48.6,16,45.7,273,1321,581,21,13,15,32,38,381,98,GER-Bundesliga,2023,possession
FRA,DF,20,2002,24.3,2114,191,955,1111,64,16,2114,31,17,54.8,6,19.4,1446,6629,3477,23,23,1,20,9,1617,9,GER-Bundesliga,2023,possession
AUT,"MF,FW",23,1999,12.9,662,17,94,305,275,67,662,37,18,48.6,15,40.5,390,2146,1252,36,31,13,38,28,479,86,GER-Bundesliga,2023,possession
GER,"DF,MF",28,1994,0.5,55,3,19,19,18,1,55,0,0,,0,,19,78,32,1,0,0,1,0,34,7,GER-Bundesliga,2023,possession
ESP,MF,25,1998,16.1,854,18,116,419,329,59,854,72,31,43.1,38,52.8,544,3571,1925,60,49,18,28,26,651,111,GER-Bundesliga,2023,possession
GER,DF,25,1998,30.4,2442,88,653,1002,807,45,2442,32,18,56.3,13,40.6,1223,5411,2900,77,44,15,33,15,1474,246,GER-Bundesliga,2023,possession
FRA,"DF,MF",18,2005,0.4,67,3,26,30,11,1,67,0,0,,0,,38,180,75,2,1,1,0,0,42,5,GER-Bundesliga,2023,possession
MKD,"MF,FW",23,1999,3.0,160,1,20,77,63,14,160,10,5,50.0,3,30.0,95,472,211,9,7,4,6,6,113,18,GER-Bundesliga,2023,possession
SWE,"MF,FW",31,1991,5.2,261,7,25,132,105,19,260,9,3,33.3,4,44.4,173,801,290,8,3,4,12,7,196,38,GER-Bundesliga,2023,possession
POR,MF,20,2002,1.8,118,0,13,45,61,7,118,7,3,42.9,3,42.9,72,438,231,8,6,1,7,2,90,13,GER-Bundesliga,2023,possession
GER,GK,32,1991,21.0,993,600,920,75,0,0,993,0,0,,0,,651,2387,1174,0,0,0,1,0,614,0,GER-Bundesliga,2023,possession
NOR,MF,16,2007,0.0,1,0,0,1,0,0,1,0,0,,0,,1,2,1,0,0,0,0,0,1,0,GER-Bundesliga,2023,possession
SVN,MF,32,1990,15.1,1132,27,183,763,200,11,1132,14,10,71.4,3,21.4,743,4144,1978,28,27,1,15,14,839,27,GER-Bundesliga,2023,possession
BEL,FW,23,2000,30.0,860,20,52,285,528,214,857,65,20,30.8,35,53.8,545,2923,1473,77,30,38,72,38,643,226,GER-Bundesliga,2023,possession
GER,DF,27,1996,16.0,1305,101,456,778,74,7,1305,1,0,0.0,1,100.0,822,3655,2038,14,9,0,4,0,936,13,GER-Bundesliga,2023,possession
FRA,DF,23,2000,23.8,1852,168,647,987,232,61,1852,22,12,54.5,8,36.4,1132,5202,2747,34,22,8,27,9,1253,76,GER-Bundesliga,2023,possession
AUT,MF,22,2001,8.0,477,25,162,280,40,2,477,6,4,66.7,2,33.3,240,950,435,3,6,0,2,8,280,4,GER-Bundesliga,2023,possession
GAM,FW,17,2006,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,GER-Bundesliga,2023,possession
HUN,GK,33,1990,13.0,497,349,481,16,0,0,497,0,0,,0,,283,1193,682,0,0,0,0,0,263,0,GER-Bundesliga,2023,possession
GER,"FW,MF",27,1996,2.3,112,0,8,48,57,15,111,10,5,50.0,4,40.0,74,517,241,10,9,5,3,5,90,32,GER-Bundesliga,2023,possession
HUN,DF,30,1992,17.6,1563,145,669,847,54,27,1563,3,2,66.7,0,0.0,1043,5338,2799,7,11,0,8,2,1147,10,GER-Bundesliga,2023,possession
AUT,MF,25,1997,27.5,2060,52,377,1390,313,17,2060,32,19,59.4,8,25.0,1302,7183,4443,73,48,2,32,27,1471,45,GER-Bundesliga,2023,possession
NED,MF,20,2003,29.5,1817,10,186,844,836,106,1815,160,84,52.5,55,34.4,1213,8332,4654,151,133,37,78,49,1375,216,GER-Bundesliga,2023,possession
DEN,FW,29,1994,13.5,424,16,44,214,175,62,424,22,12,54.5,7,31.8,257,950,369,11,10,5,25,20,317,78,GER-Bundesliga,2023,possession
GER,GK,26,1996,30.0,1278,1050,1265,13,0,0,1278,0,0,,0,,762,3696,2160,0,0,0,0,0,733,0,GER-Bundesliga,2023,possession
GER,MF,22,2001,29.9,2874,78,527,1844,525,29,2874,25,17,68.0,6,24.0,1523,5831,2774,37,46,4,39,27,2161,71,GER-Bundesliga,2023,possession
FRA,DF,22,2001,11.2,1030,75,385,571,76,5,1030,6,2,33.3,4,66.7,639,2713,1556,8,5,0,7,3,753,10,GER-Bundesliga,2023,possession
,MF,26,1996,29.1,2181,61,378,1434,382,15,2181,27,5,18.5,14,51.9,1149,4345,1991,24,42,0,23,19,1574,31,GER-Bundesliga,2023,possession
CRO,"FW,DF",25,1998,0.5,48,0,4,18,26,2,48,0,0,,0,,31,180,100,5,1,1,1,0,35,10,GER-Bundesliga,2023,possession
GER,"FW,MF",25,1998,28.5,1667,8,117,628,948,124,1666,153,73,47.7,68,44.4,1070,8503,4459,153,106,56,53,27,1267,259,GER-Bundesliga,2023,possession
FRA,DF,24,1999,16.1,1533,150,714,786,40,19,1533,4,3,75.0,1,25.0,968,4603,2263,2,5,0,5,1,1089,3,GER-Bundesliga,2023,possession
GER,"FW,MF",27,1996,23.2,1089,9,69,492,537,147,1088,50,27,54.0,20,40.0,674,3116,1459,45,36,20,58,51,889,182,GER-Bundesliga,2023,possession
FRA,"MF,FW",21,2002,24.9,1734,18,180,1008,569,70,1733,88,46,52.3,37,42.0,972,4825,1867,46,41,14,69,34,1373,167,GER-Bundesliga,2023,possession
GER,GK,28,1995,4.0,190,165,190,0,0,0,190,0,0,,0,,126,719,401,0,0,0,0,0,112,0,GER-Bundesliga,2023,possession
JPN,MF,32,1991,0.3,21,2,5,14,2,1,21,0,0,,0,,7,47,30,1,0,0,0,0,16,0,GER-Bundesliga,2023,possession
JPN,DF,24,1999,24.8,2274,175,873,1204,204,18,2274,11,7,63.6,3,27.3,1259,5476,2647,29,26,2,13,5,1674,32,GER-Bundesliga,2023,possession
GER,"FW,MF",22,2001,16.9,829,18,97,330,419,89,829,58,26,44.8,27,46.6,534,3571,1860,65,38,28,46,39,622,172,GER-Bundesliga,2023,possession
KOR,"MF,FW",23,1999,7.0,416,8,52,210,157,26,416,19,4,21.1,11,57.9,259,1536,789,23,11,6,17,7,317,54,GER-Bundesliga,2023,possession
GER,DF,22,2000,13.1,735,22,175,333,234,41,735,15,10,66.7,4,26.7,367,1596,798,19,15,7,22,10,480,67,GER-Bundesliga,2023,possession
SRB,"FW,MF",18,2005,0.3,17,0,1,9,7,1,17,2,2,100.0,0,0.0,13,67,29,1,2,0,3,0,13,3,GER-Bundesliga,2023,possession
SUI,DF,21,2002,6.6,420,20,132,205,83,3,420,2,1,50.0,1,50.0,186,808,335,6,5,0,6,2,272,22,GER-Bundesliga,2023,possession
GER,"MF,DF",20,2002,1.2,56,2,20,22,14,1,56,2,0,0.0,1,50.0,27,182,69,2,3,0,0,1,32,2,GER-Bundesliga,2023,possession
GER,"FW,MF",18,2005,0.3,34,0,5,10,20,3,34,0,0,,0,,18,67,27,0,0,0,2,2,21,2,GER-Bundesliga,2023,possession
GER,MF,27,1996,2.5,261,5,48,157,57,6,261,2,0,0.0,2,100.0,144,548,241,1,5,0,6,3,207,5,GER-Bundesliga,2023,possession
GER,DF,26,1997,23.4,2041,78,494,1098,470,35,2041,60,36,60.0,19,31.7,1056,5264,2712,70,58,6,30,21,1337,129,GER-Bundesliga,2023,possession
GER,DF,27,1996,11.8,947,45,217,498,237,4,947,8,6,75.0,2,25.0,491,2454,1346,34,31,1,16,6,595,46,GER-Bundesliga,2023,possession
GER,"FW,DF",22,2000,0.9,50,1,11,29,10,1,50,1,0,0.0,0,0.0,29,154,103,3,2,1,1,0,32,6,GER-Bundesliga,2023,possession
GER,MF,18,2005,0.1,13,0,3,8,2,1,13,1,0,0.0,0,0.0,9,32,28,0,0,0,0,1,13,1,GER-Bundesliga,2023,possession
GUI,FW,27,1996,24.5,1064,30,62,555,453,156,1060,41,16,39.0,21,51.2,626,2552,950,32,19,19,71,38,930,183,GER-Bundesliga,2023,possession
COD,"FW,MF",24,1998,10.0,425,6,29,163,248,67,424,76,38,50.0,31,40.8,327,2484,1176,49,29,21,45,20,336,130,GER-Bundesliga,2023,possession
GER,DF,27,1996,32.1,2977,296,1245,1612,138,34,2977,22,15,68.2,7,31.8,1847,10429,5711,38,19,5,28,12,2110,15,GER-Bundesliga,2023,possession
CZE,MF,25,1998,15.2,618,37,164,311,151,17,618,12,5,41.7,5,41.7,287,1688,837,15,16,1,15,12,338,41,GER-Bundesliga,2023,possession
GER,GK,31,1992,1.0,41,36,41,0,0,0,41,0,0,,0,,10,56,39,0,0,0,0,0,18,0,GER-Bundesliga,2023,possession
GER,MF,18,2004,0.3,13,0,5,6,2,0,13,1,1,100.0,0,0.0,7,41,31,0,0,0,1,0,6,1,GER-Bundesliga,2023,possession
HUN,MF,24,1999,13.5,776,24,187,333,269,36,776,50,21,42.0,26,52.0,378,2213,994,37,25,12,34,20,451,71,GER-Bundesliga,2023,possession
TUN,MF,26,1996,11.9,666,19,142,340,197,24,666,27,10,37.0,16,59.3,366,2025,895,24,17,5,16,20,438,41,GER-Bundesliga,2023,possession
GER,"FW,MF",22,2001,14.2,659,9,70,289,316,77,659,74,30,40.5,41,55.4,408,3029,1220,49,28,24,66,52,473,126,GER-Bundesliga,2023,possession
USA,"MF,FW",22,2000,14.1,675,11,108,301,293,47,675,77,34,44.2,41,53.2,406,2721,1387,37,29,9,41,38,457,91,GER-Bundesliga,2023,possession
CIV,"FW,MF",27,1996,1.6,40,2,2,17,23,8,40,2,2,100.0,0,0.0,23,80,31,1,1,1,6,1,30,6,GER-Bundesliga,2023,possession
AUT,DF,36,1987,18.3,1096,69,295,452,362,12,1096,10,6,60.0,3,30.0,438,1928,1069,23,20,0,11,5,531,65,GER-Bundesliga,2023,possession
NED,DF,25,1998,24.0,1225,154,634,537,58,25,1225,4,2,50.0,0,0.0,585,2763,1599,7,16,1,9,2,726,6,GER-Bundesliga,2023,possession
CIV,"FW,MF",20,2002,7.6,288,6,21,98,176,42,288,49,19,38.8,26,53.1,180,1265,523,20,16,13,31,26,207,66,GER-Bundesliga,2023,possession
POR,DF,24,1999,30.0,1979,243,981,886,126,22,1979,11,6,54.5,5,45.5,982,4458,2495,14,9,2,24,7,1128,4,GER-Bundesliga,2023,possession
DEN,GK,30,1992,33.0,1401,1071,1384,16,3,3,1401,0,0,,0,,806,4273,2894,0,1,1,1,0,705,0,GER-Bundesliga,2023,possession
GER,"MF,DF",29,1994,13.6,705,26,162,372,176,17,705,19,8,42.1,10,52.6,275,1136,456,10,9,0,17,5,389,36,GER-Bundesliga,2023,possession
USA,FW,27,1996,0.3,12,0,2,4,6,3,12,0,0,,0,,5,13,0,0,0,0,4,1,8,1,GER-Bundesliga,2023,possession
CRO,DF,27,1995,14.4,850,50,258,358,243,14,849,24,10,41.7,11,45.8,349,2086,1039,22,12,3,12,6,374,46,GER-Bundesliga,2023,possession
FRA,DF,30,1993,8.4,462,28,141,210,121,6,462,11,5,45.5,5,45.5,217,931,516,10,9,2,16,8,213,29,GER-Bundesliga,2023,possession
GER,FW,32,1991,14.0,499,21,43,226,235,69,499,7,4,57.1,3,42.9,244,985,342,11,13,4,39,12,372,93,GER-Bundesliga,2023,possession
GER,DF,31,1991,14.7,873,163,531,331,12,7,873,1,1,100.0,0,0.0,431,2363,1360,1,0,0,9,1,540,1,GER-Bundesliga,2023,possession
GER,"FW,MF",31,1992,14.9,575,9,77,250,252,51,572,18,6,33.3,12,66.7,284,1145,394,14,9,8,35,22,387,96,GER-Bundesliga,2023,possession
ITA,DF,36,1987,5.1,292,20,122,157,15,1,291,2,1,50.0,1,50.0,161,582,287,0,0,0,2,0,176,1,GER-Bundesliga,2023,possession
FRA,MF,26,1997,17.5,772,57,230,390,163,44,772,21,10,47.6,11,52.4,333,1707,762,15,13,5,34,13,389,33,GER-Bundesliga,2023,possession
DEN,FW,22,2001,5.4,215,4,21,102,92,26,215,10,3,30.0,7,70.0,89,412,129,6,1,4,27,10,141,34,GER-Bundesliga,2023,possession
SRB,MF,27,1996,0.2,10,0,4,4,2,1,10,1,1,100.0,0,0.0,7,28,18,1,0,1,1,0,7,1,GER-Bundesliga,2023,possession
GER,DF,25,1998,2.6,161,9,81,77,4,0,161,1,0,0.0,0,0.0,95,379,194,1,1,0,1,1,109,1,GER-Bundesliga,2023,possession
GER,MF,29,1994,14.9,600,43,198,337,70,6,600,8,4,50.0,3,37.5,196,994,296,6,5,0,12,9,265,15,GER-Bundesliga,2023,possession
GER,"DF,MF",29,1994,25.4,1496,89,379,677,444,58,1496,14,5,35.7,7,50.0,518,1978,1021,21,20,1,29,8,824,113,GER-Bundesliga,2023,possession
GER,DF,31,1992,21.3,1342,135,719,601,32,14,1341,5,3,60.0,1,20.0,713,3532,1931,2,4,0,16,0,787,2,GER-Bundesliga,2023,possession
SUR,"FW,MF",28,1995,7.2,347,6,33,112,208,24,347,14,6,42.9,8,57.1,198,1490,737,32,17,7,14,4,233,73,GER-Bundesliga,2023,possession
BEL,"FW,MF",22,2001,6.6,241,3,30,87,128,33,241,33,14,42.4,18,54.5,132,714,297,10,6,8,26,10,172,39,GER-Bundesliga,2023,possession
GER,DF,25,1998,6.6,395,45,195,177,27,10,395,0,0,,0,,194,983,474,3,3,0,5,0,220,3,GER-Bundesliga,2023,possession
GER,DF,31,1991,28.7,2031,285,1017,940,78,8,2031,6,5,83.3,0,0.0,1121,5721,2830,24,11,1,11,2,1306,21,GER-Bundesliga,2023,possession
GER,"DF,MF",34,1989,8.9,614,42,248,315,58,9,614,3,2,66.7,1,33.3,335,2089,1245,17,6,2,10,4,374,5,GER-Bundesliga,2023,possession
POL,FW,26,1997,4.2,159,2,10,66,83,31,159,3,2,66.7,1,33.3,77,346,88,5,1,3,18,5,125,26,GER-Bundesliga,2023,possession
GER,"DF,MF",23,1999,17.9,886,61,302,363,229,24,886,35,14,40.0,17,48.6,460,2297,1223,32,16,7,32,10,495,90,GER-Bundesliga,2023,possession
BUL,MF,23,2000,0.0,3,0,0,3,0,0,3,0,0,,0,,2,1,0,0,0,0,2,0,2,0,GER-Bundesliga,2023,possession
NOR,MF,18,2004,0.3,21,0,3,9,10,0,21,2,0,0.0,2,100.0,14,128,72,2,2,0,1,2,14,3,GER-Bundesliga,2023,possession
DEN,MF,26,1996,25.9,1306,70,357,729,238,61,1306,14,7,50.0,6,42.9,619,2659,1339,24,20,4,16,14,763,60,GER-Bundesliga,2023,possession
CZE,GK,31,1992,7.0,266,233,266,0,0,0,266,0,0,,0,,127,886,544,0,0,0,1,0,94,0,GER-Bundesliga,2023,possession
USA,FW,18,2004,0.0,1,0,0,0,1,0,1,0,0,,0,,1,2,1,0,0,0,0,0,1,0,GER-Bundesliga,2023,possession
ARG,DF,22,2001,6.7,450,40,198,216,37,6,450,7,6,85.7,1,14.3,254,1271,578,9,4,0,11,3,270,7,GER-Bundesliga,2023,possession
GER,FW,22,2000,11.3,378,5,39,145,206,57,378,67,26,38.8,32,47.8,248,1845,900,36,27,21,40,7,267,95,GER-Bundesliga,2023,possession
GER,"FW,DF",18,2005,0.2,17,0,7,6,4,1,17,2,1,50.0,1,50.0,10,51,28,1,1,1,2,0,9,2,GER-Bundesliga,2023,possession
GER,MF,29,1993,17.5,1024,19,197,547,296,32,1024,44,17,38.6,25,56.8,652,4019,1950,61,51,5,37,11,736,74,GER-Bundesliga,2023,possession
AUT,DF,25,1998,24.4,1379,234,824,541,34,4,1379,6,5,83.3,1,16.7,751,3710,1801,4,6,0,13,5,786,2,GER-Bundesliga,2023,possession
GER,FW,29,1994,30.0,1166,25,81,531,559,110,1160,28,12,42.9,16,57.1,586,2105,834,17,20,7,53,17,779,150,GER-Bundesliga,2023,possession
GER,GK,28,1995,27.0,1200,1008,1181,19,1,1,1200,0,0,,0,,794,5192,2693,0,0,0,3,0,650,0,GER-Bundesliga,2023,possession
SRB,DF,27,1995,21.3,1461,138,694,688,84,13,1461,4,3,75.0,1,25.0,869,4332,2610,16,12,1,10,2,1014,13,GER-Bundesliga,2023,possession
GER,"DF,MF",29,1994,29.3,1813,64,446,819,573,91,1813,107,50,46.7,50,46.7,928,4910,2602,81,49,13,54,34,1115,189,GER-Bundesliga,2023,possession
GUI,"MF,DF",28,1995,1.2,81,1,16,56,10,1,81,6,4,66.7,2,33.3,55,320,182,1,1,0,3,1,57,4,GER-Bundesliga,2023,possession
GER,"FW,MF",21,2002,13.2,623,12,74,310,255,55,623,47,29,61.7,15,31.9,390,2123,804,21,23,8,58,53,471,80,GER-Bundesliga,2023,possession
GER,FW,30,1993,2.0,85,2,7,44,34,5,85,1,0,0.0,1,100.0,45,154,71,2,1,0,4,1,70,12,GER-Bundesliga,2023,possession
GER,DF,26,1996,0.8,56,7,31,24,1,0,56,0,0,,0,,29,144,64,1,0,0,1,1,24,0,GER-Bundesliga,2023,possession
GER,DF,28,1995,12.1,731,94,422,301,10,3,731,1,1,100.0,0,0.0,375,1904,1062,5,3,0,4,1,433,1,GER-Bundesliga,2023,possession
SCO,FW,26,1997,0.4,13,0,1,10,2,0,13,1,1,100.0,0,0.0,7,51,24,2,1,0,0,0,6,1,GER-Bundesliga,2023,possession
BEL,DF,23,2000,15.2,921,65,318,412,201,28,921,17,10,58.8,6,35.3,447,2075,1023,26,11,6,24,6,505,53,GER-Bundesliga,2023,possession
COL,FW,27,1995,11.0,422,11,40,206,183,40,422,22,7,31.8,14,63.6,244,1319,487,16,14,5,30,16,304,73,GER-Bundesliga,2023,possession
AUT,"MF,FW",23,2000,28.9,1580,31,237,816,561,68,1580,111,41,36.9,60,54.1,1002,5514,2923,75,72,22,80,58,1118,165,GER-Bundesliga,2023,possession
BEL,MF,24,1999,20.0,1165,76,380,668,127,8,1165,20,8,40.0,10,50.0,544,1994,741,10,9,2,16,9,645,28,GER-Bundesliga,2023,possession
FRA,MF,21,2002,1.4,100,4,26,54,21,6,100,2,2,100.0,0,0.0,61,369,172,1,3,0,2,1,62,6,GER-Bundesliga,2023,possession
SWE,"FW,MF",22,2001,4.3,181,3,13,89,80,10,181,11,2,18.2,8,72.7,112,466,175,3,5,0,13,9,134,26,GER-Bundesliga,2023,possession
BEL,MF,20,2002,12.8,748,45,209,434,112,6,748,27,16,59.3,9,33.3,382,1706,569,3,6,1,15,11,472,9,GER-Bundesliga,2023,possession
GER,FW,17,2006,0.1,8,0,1,5,2,0,8,2,0,0.0,1,50.0,6,19,8,0,0,0,1,1,7,0,GER-Bundesliga,2023,possession
SUI,DF,25,1998,18.2,1314,141,629,634,58,10,1314,4,3,75.0,0,0.0,729,3666,2046,14,9,0,4,6,857,3,GER-Bundesliga,2023,possession
GER,FW,18,2005,0.4,16,0,0,7,9,4,16,0,0,,0,,8,23,19,1,0,0,1,0,11,2,GER-Bundesliga,2023,possession
POL,"FW,MF",21,2002,5.3,259,6,44,97,119,22,259,12,1,8.3,11,91.7,140,791,334,13,5,9,9,14,169,53,GER-Bundesliga,2023,possession
DEN,"DF,MF",26,1997,27.2,1851,85,521,814,536,56,1851,58,22,37.9,29,50.0,963,5547,3021,84,60,12,35,15,1051,137,GER-Bundesliga,2023,possession
DEN,FW,24,1999,29.5,920,24,72,449,403,107,919,30,13,43.3,16,53.3,487,1793,607,17,21,5,64,35,701,115,GER-Bundesliga,2023,possession
GER,FW,32,1991,6.8,239,5,12,97,132,30,239,8,3,37.5,5,62.5,110,391,143,7,3,3,15,10,175,41,GER-Bundesliga,2023,possession
USA,"FW,MF",20,2003,15.9,809,24,180,325,311,35,809,40,14,35.0,19,47.5,478,2330,1043,34,24,8,34,17,527,112,GER-Bundesliga,2023,possession
GER,"DF,MF",22,2000,3.2,185,9,60,71,55,8,185,2,1,50.0,1,50.0,72,399,179,6,3,1,5,1,93,9,GER-Bundesliga,2023,possession
BEL,GK,31,1992,25.0,1004,794,995,9,0,0,1004,0,0,,0,,605,3130,1910,0,0,0,1,0,528,0,GER-Bundesliga,2023,possession
GER,MF,18,2005,0.0,1,0,1,0,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,1,0,GER-Bundesliga,2023,possession
CRO,"MF,FW",25,1998,23.4,1288,14,179,598,531,65,1286,50,25,50.0,19,38.0,794,4884,2049,61,38,9,59,27,927,140,GER-Bundesliga,2023,possession
