nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,league,season,stat_type
,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,,,
SRB,"DF,MF",31,1988,24.8,6,0,0,28,25,0,4,37,15,0,2,0,156,54,45,54.5,ITA-Serie A,2020,misc
CMR,DF,22,1997,2.0,0,0,0,3,1,0,1,2,1,0,0,0,14,2,6,25.0,ITA-Serie A,2020,misc
NED,MF,30,1990,14.6,7,0,0,25,13,1,39,25,18,0,0,0,89,15,15,50.0,ITA-Serie A,2020,misc
GER,DF,21,1999,13.0,2,0,0,11,4,0,27,17,10,0,0,0,55,9,18,33.3,ITA-Serie A,2020,misc
ITA,"DF,MF",21,1999,7.1,2,0,0,10,16,0,29,8,6,0,0,1,50,4,13,23.5,ITA-Serie A,2020,misc
DEN,MF,27,1993,12.9,0,0,0,16,16,3,7,14,13,0,0,0,85,9,14,39.1,ITA-Serie A,2020,misc
ITA,"MF,FW",20,2000,0.7,0,0,0,3,6,0,0,1,3,0,0,0,5,0,4,0.0,ITA-Serie A,2020,misc
CRO,"FW,MF",25,1995,15.8,0,0,0,19,24,2,4,7,6,0,0,0,65,15,47,24.2,ITA-Serie A,2020,misc
ITA,DF,26,1993,10.2,4,0,0,13,7,1,2,27,5,0,0,0,39,32,29,52.5,ITA-Serie A,2020,misc
ITA,FW,29,1991,17.8,5,0,0,39,37,22,4,4,3,0,0,0,40,34,61,35.8,ITA-Serie A,2020,misc
ITA,GK,27,1992,32.0,1,1,0,2,4,0,0,1,0,0,1,0,38,9,1,90.0,ITA-Serie A,2020,misc
SVN,MF,26,1994,20.7,4,0,0,27,27,3,77,27,14,0,0,0,107,18,26,40.9,ITA-Serie A,2020,misc
CRO,MF,31,1989,26.8,7,0,0,34,32,1,15,87,27,1,0,0,228,16,12,57.1,ITA-Serie A,2020,misc
ITA,MF,18,2001,13.2,4,0,0,19,23,0,29,20,16,0,1,0,93,7,13,35.0,ITA-Serie A,2020,misc
ITA,"DF,MF",23,1997,15.1,4,0,0,18,13,3,85,13,15,0,0,0,60,15,18,45.5,ITA-Serie A,2020,misc
FRA,MF,19,2001,0.6,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,,ITA-Serie A,2020,misc
ITA,MF,27,1993,4.9,1,0,0,14,12,2,22,7,5,0,0,0,33,7,12,36.8,ITA-Serie A,2020,misc
SUI,MF,35,1985,9.9,3,1,1,28,21,0,3,9,9,1,0,0,41,12,18,40.0,ITA-Serie A,2020,misc
ITA,"MF,DF",24,1996,0.6,0,0,0,0,2,1,9,0,2,0,0,0,2,2,2,50.0,ITA-Serie A,2020,misc
SLE,FW,19,2001,0.5,0,0,0,0,0,2,1,0,0,0,0,0,1,2,1,66.7,ITA-Serie A,2020,misc
CMR,MF,26,1994,25.6,6,0,0,35,29,2,15,32,25,0,1,0,188,44,48,47.8,ITA-Serie A,2020,misc
BRA,DF,26,1994,2.4,1,0,0,3,1,0,0,6,0,0,0,0,7,2,3,40.0,ITA-Serie A,2020,misc
ITA,GK,29,1991,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ITA-Serie A,2020,misc
ITA,DF,21,1999,1.2,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,,ITA-Serie A,2020,misc
ITA,FW,23,1997,3.8,1,0,0,14,8,9,0,0,1,0,0,0,8,17,27,38.6,ITA-Serie A,2020,misc
CZE,MF,25,1994,30.7,5,1,0,60,17,4,14,12,19,0,1,0,216,65,81,44.5,ITA-Serie A,2020,misc
ITA,MF,27,1993,6.8,1,0,0,16,6,3,16,2,8,0,0,0,39,2,16,11.1,ITA-Serie A,2020,misc
SRB,"DF,MF",29,1990,27.8,3,0,0,10,2,10,125,20,17,0,0,0,157,17,18,48.6,ITA-Serie A,2020,misc
ITA,DF,28,1991,32.1,8,0,0,47,38,9,62,49,33,0,0,0,227,42,34,55.3,ITA-Serie A,2020,misc
ITA,"DF,MF",17,2002,1.9,1,0,0,5,3,1,1,2,4,0,0,0,13,3,5,37.5,ITA-Serie A,2020,misc
GAM,"MF,FW",20,2000,8.2,1,0,0,13,18,7,12,6,4,0,0,0,34,2,36,5.3,ITA-Serie A,2020,misc
ITA,"MF,FW",18,2001,8.4,3,0,0,14,15,3,18,6,2,1,0,0,34,36,57,38.7,ITA-Serie A,2020,misc
ITA,DF,28,1992,19.3,8,0,0,47,33,1,6,40,12,0,0,0,92,72,42,63.2,ITA-Serie A,2020,misc
ITA,DF,22,1997,29.0,6,0,0,32,50,6,262,47,19,0,1,0,192,15,27,35.7,ITA-Serie A,2020,misc
ITA,DF,24,1995,16.8,8,0,0,44,29,0,2,44,15,0,0,1,82,76,40,65.5,ITA-Serie A,2020,misc
SRB,MF,19,2001,20.4,2,0,0,23,29,0,40,27,14,0,0,0,125,35,25,58.3,ITA-Serie A,2020,misc
CRO,GK,20,2000,3.7,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,100.0,ITA-Serie A,2020,misc
ITA,FW,27,1992,14.1,0,0,0,32,21,23,4,1,3,0,0,0,30,26,48,35.1,ITA-Serie A,2020,misc
SUI,"DF,MF",21,1998,2.3,0,0,0,2,1,1,3,2,0,1,0,0,9,1,4,20.0,ITA-Serie A,2020,misc
GER,DF,25,1994,19.6,4,0,0,31,11,0,3,70,10,0,1,0,124,73,53,57.9,ITA-Serie A,2020,misc
ITA,GK,29,1991,34.0,1,0,0,2,3,0,0,0,0,0,2,1,61,7,3,70.0,ITA-Serie A,2020,misc
ITA,DF,20,2000,15.4,5,0,0,25,9,0,2,37,12,0,1,0,102,30,41,42.3,ITA-Serie A,2020,misc
ITA,MF,25,1995,29.0,6,0,0,36,109,11,83,27,13,1,0,0,148,47,57,45.2,ITA-Serie A,2020,misc
POR,MF,34,1986,14.6,1,0,0,19,10,0,37,12,17,0,0,0,98,24,22,52.2,ITA-Serie A,2020,misc
CRO,FW,32,1988,11.8,2,0,0,27,34,10,1,1,1,0,0,0,22,17,51,25.0,ITA-Serie A,2020,misc
POL,DF,25,1995,20.7,9,0,0,39,8,2,9,27,28,0,0,0,120,41,51,44.6,ITA-Serie A,2020,misc
GHA,MF,17,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,ITA-Serie A,2020,misc
ENG,"MF,DF",22,1998,2.5,1,0,0,6,4,0,0,0,3,0,0,0,23,8,4,66.7,ITA-Serie A,2020,misc
ITA,FW,31,1988,5.6,1,0,0,16,20,6,11,0,2,0,0,0,12,25,21,54.3,ITA-Serie A,2020,misc
ITA,MF,27,1993,4.7,5,0,0,17,6,0,5,5,3,0,0,0,16,7,8,46.7,ITA-Serie A,2020,misc
TUR,DF,23,1997,4.6,1,0,0,6,4,0,1,14,4,0,0,0,26,13,10,56.5,ITA-Serie A,2020,misc
SVK,FW,22,1998,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,ITA-Serie A,2020,misc
MAR,DF,21,1998,29.6,6,0,0,31,36,7,115,22,32,2,0,0,124,16,28,36.4,ITA-Serie A,2020,misc
SRB,DF,34,1985,4.3,0,0,0,3,4,0,18,7,4,0,1,0,30,11,6,64.7,ITA-Serie A,2020,misc
ITA,DF,21,1999,32.5,6,0,0,40,28,0,24,40,22,0,0,0,164,48,32,60.0,ITA-Serie A,2020,misc
CHI,FW,31,1988,12.7,0,0,0,19,33,10,28,7,8,0,0,0,53,9,10,47.4,ITA-Serie A,2020,misc
ITA,FW,21,1999,1.9,0,0,0,2,6,1,1,1,0,0,0,0,5,2,2,50.0,ITA-Serie A,2020,misc
ITA,DF,32,1988,7.8,2,0,0,13,7,1,0,12,10,0,0,0,40,20,10,66.7,ITA-Serie A,2020,misc
CHI,MF,33,1987,12.6,3,0,0,28,15,0,8,29,14,0,1,0,95,19,20,48.7,ITA-Serie A,2020,misc
ENG,DF,35,1985,15.8,4,0,0,13,15,3,44,6,7,0,1,0,55,3,10,23.1,ITA-Serie A,2020,misc
DEN,MF,28,1992,15.4,1,0,0,13,4,1,103,9,6,0,1,0,109,8,6,57.1,ITA-Serie A,2020,misc
ITA,GK,34,1985,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ITA-Serie A,2020,misc
ITA,DF,31,1988,7.8,2,0,0,11,11,0,8,4,9,0,0,0,35,10,10,50.0,ITA-Serie A,2020,misc
ROU,GK,23,1997,1.5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,ITA-Serie A,2020,misc
CRO,"DF,FW",31,1989,19.9,3,0,0,13,2,8,90,19,13,0,1,0,85,32,24,57.1,ITA-Serie A,2020,misc
ARG,FW,22,1997,28.5,5,0,0,64,61,11,12,27,12,3,0,0,97,25,48,34.2,ITA-Serie A,2020,misc
CRO,MF,27,1992,28.7,9,1,1,34,13,0,86,40,29,0,0,0,175,21,28,42.9,ITA-Serie A,2020,misc
ITA,DF,30,1989,12.9,4,0,0,21,16,2,30,17,16,1,1,0,42,13,9,59.1,ITA-Serie A,2020,misc
URU,MF,28,1991,3.1,0,0,0,3,2,0,2,4,1,0,0,0,7,3,4,42.9,ITA-Serie A,2020,misc
SVK,DF,25,1995,30.9,1,0,0,34,27,0,4,30,32,0,0,0,163,32,43,42.7,ITA-Serie A,2020,misc
ITA,MF,23,1997,32.2,5,0,0,43,53,2,64,26,31,0,1,0,193,30,28,51.7,ITA-Serie A,2020,misc
BEL,MF,32,1988,0.5,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,,ITA-Serie A,2020,misc
ITA,MF,26,1994,13.7,2,0,0,23,16,0,10,19,17,0,0,0,55,19,11,63.3,ITA-Serie A,2020,misc
BEL,FW,27,1993,32.0,4,0,0,34,48,19,19,3,1,0,0,0,51,45,57,44.1,ITA-Serie A,2020,misc
SVN,GK,36,1984,36.0,1,0,0,0,5,0,0,0,0,0,0,1,33,6,0,100.0,ITA-Serie A,2020,misc
NED,DF,28,1992,30.4,2,0,0,19,10,0,2,41,16,0,0,0,147,64,40,61.5,ITA-Serie A,2020,misc
ITA,MF,24,1995,6.7,1,1,0,10,14,0,34,7,6,0,0,0,49,2,2,50.0,ITA-Serie A,2020,misc
WAL,MF,29,1990,12.1,2,0,0,19,18,3,22,7,14,1,0,0,56,8,13,38.1,ITA-Serie A,2020,misc
FRA,MF,25,1995,25.7,7,1,1,44,21,0,20,43,42,0,2,0,147,37,20,64.9,ITA-Serie A,2020,misc
ITA,"FW,DF",21,1999,0.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,ITA-Serie A,2020,misc
BRA,DF,29,1991,20.6,2,0,0,26,28,0,60,31,23,0,0,1,123,38,23,62.3,ITA-Serie A,2020,misc
BRA,MF,23,1996,12.9,3,0,0,11,21,0,3,18,9,0,0,0,93,2,4,33.3,ITA-Serie A,2020,misc
ITA,GK,30,1990,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,ITA-Serie A,2020,misc
POR,FW,35,1985,31.1,3,0,0,17,43,31,64,5,3,1,0,0,71,21,23,47.7,ITA-Serie A,2020,misc
BRA,"DF,MF",29,1991,32.4,6,0,0,25,20,2,39,66,31,0,0,0,213,30,20,60.0,ITA-Serie A,2020,misc
SWE,"MF,FW",20,2000,21.4,7,0,0,41,29,5,59,9,19,0,0,0,97,11,29,27.5,ITA-Serie A,2020,misc
BRA,"MF,FW",29,1990,0.5,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0.0,ITA-Serie A,2020,misc
ITA,"MF,DF",26,1994,10.8,3,0,0,13,17,2,85,14,4,0,0,0,64,6,7,46.2,ITA-Serie A,2020,misc
ITA,"MF,DF",22,1997,24.6,3,1,0,30,36,11,70,12,26,2,0,0,104,6,28,17.6,ITA-Serie A,2020,misc
POR,MF,19,2001,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,ITA-Serie A,2020,misc
ALB,FW,21,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ITA-Serie A,2020,misc
ITA,"DF,MF",21,1999,7.7,5,0,0,12,2,0,32,14,4,0,0,0,43,12,14,46.2,ITA-Serie A,2020,misc
ITA,GK,42,1978,8.0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,,ITA-Serie A,2020,misc
ITA,DF,35,1984,15.4,4,0,0,19,15,1,3,27,9,1,3,1,66,26,21,55.3,ITA-Serie A,2020,misc
COL,"DF,MF",32,1988,24.2,9,1,0,33,65,3,162,43,25,2,0,0,125,12,21,36.4,ITA-Serie A,2020,misc
ITA,DF,33,1987,22.5,4,0,0,21,16,3,5,33,14,0,2,0,93,34,19,64.2,ITA-Serie A,2020,misc
ITA,MF,20,2000,0.8,1,0,0,2,3,0,0,0,0,0,0,0,3,1,0,100.0,ITA-Serie A,2020,misc
NED,DF,20,1999,24.7,4,0,0,40,23,2,5,31,19,0,1,0,140,58,31,65.2,ITA-Serie A,2020,misc
ITA,DF,27,1992,0.3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,ITA-Serie A,2020,misc
TUR,DF,22,1998,10.4,1,0,0,11,1,2,1,21,9,0,1,0,32,22,11,66.7,ITA-Serie A,2020,misc
ITA,MF,19,2001,0.2,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,50.0,ITA-Serie A,2020,misc
ARG,FW,26,1993,12.6,0,0,0,10,29,3,65,1,8,0,0,0,32,2,9,18.2,ITA-Serie A,2020,misc
ROU,DF,18,2002,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,ITA-Serie A,2020,misc
URU,MF,23,1997,25.8,8,1,1,45,27,2,25,47,33,0,0,0,205,30,21,58.8,ITA-Serie A,2020,misc
USA,MF,21,1998,18.9,5,0,0,44,7,4,9,28,19,0,0,0,100,29,28,50.9,ITA-Serie A,2020,misc
POL,GK,30,1990,29.7,0,0,0,0,1,0,0,3,0,0,0,0,59,7,0,100.0,ITA-Serie A,2020,misc
ESP,FW,27,1992,22.4,3,1,0,37,44,19,18,5,12,1,0,0,55,33,34,49.3,ITA-Serie A,2020,misc
MNE,DF,27,1992,33.0,3,0,0,19,16,4,64,40,22,0,1,1,185,28,27,50.9,ITA-Serie A,2020,misc
BRA,"FW,MF",24,1996,6.0,7,1,1,12,8,3,49,1,0,0,1,0,31,2,22,8.3,ITA-Serie A,2020,misc
ANG,DF,29,1991,0.7,0,0,0,1,4,0,0,0,1,0,0,0,8,1,0,100.0,ITA-Serie A,2020,misc
ITA,FW,30,1990,31.7,4,1,0,37,44,30,18,6,13,3,0,0,79,26,54,32.5,ITA-Serie A,2020,misc
ITA,MF,25,1994,6.3,4,0,0,9,4,0,30,9,2,0,1,0,64,1,5,16.7,ITA-Serie A,2020,misc
SVK,DF,24,1996,0.4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0,ITA-Serie A,2020,misc
NED,DF,25,1995,0.8,0,0,0,1,1,0,2,1,0,0,0,0,4,0,0,,ITA-Serie A,2020,misc
ECU,FW,31,1988,10.3,5,0,0,25,17,8,0,4,7,0,0,0,24,26,24,52.0,ITA-Serie A,2020,misc
ITA,DF,32,1988,31.3,9,1,1,31,24,2,32,76,32,0,0,0,227,62,25,71.3,ITA-Serie A,2020,misc
ARG,MF,27,1993,8.1,5,0,0,14,8,0,4,19,13,0,0,0,67,12,18,40.0,ITA-Serie A,2020,misc
CIV,MF,27,1992,11.7,9,0,0,31,12,0,4,18,25,0,0,0,70,9,9,50.0,ITA-Serie A,2020,misc
ARG,FW,25,1994,21.5,3,1,1,24,52,4,19,7,12,3,0,0,50,12,20,37.5,ITA-Serie A,2020,misc
BRA,MF,33,1987,23.7,10,0,0,47,24,1,16,57,32,0,0,0,175,47,42,52.8,ITA-Serie A,2020,misc
ESP,MF,27,1992,29.1,5,0,0,19,36,2,150,13,24,0,0,0,209,10,12,45.5,ITA-Serie A,2020,misc
ITA,DF,23,1997,10.1,5,0,0,14,8,1,2,21,20,0,0,0,58,14,16,46.7,ITA-Serie A,2020,misc
ITA,DF,26,1993,29.0,2,1,0,26,53,2,114,18,14,0,0,1,111,13,18,41.9,ITA-Serie A,2020,misc
ITA,MF,17,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ITA-Serie A,2020,misc
ITA,"DF,MF",35,1985,7.3,5,0,0,21,1,1,4,14,8,0,1,0,46,21,17,55.3,ITA-Serie A,2020,misc
ARG,DF,29,1990,2.5,2,0,0,3,4,0,1,2,1,0,0,0,8,2,7,22.2,ITA-Serie A,2020,misc
ALG,DF,24,1996,12.7,5,0,0,28,7,2,60,16,15,0,1,0,68,10,15,40.0,ITA-Serie A,2020,misc
ITA,DF,19,2001,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,ITA-Serie A,2020,misc
ESP,DF,27,1993,17.7,8,0,0,21,5,1,30,18,16,0,1,0,90,14,15,48.3,ITA-Serie A,2020,misc
ESP,GK,37,1982,29.0,1,0,0,0,1,0,0,1,0,0,0,0,23,4,0,100.0,ITA-Serie A,2020,misc
ESP,FW,17,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ITA-Serie A,2020,misc
BIH,DF,34,1986,8.0,1,0,0,13,3,2,23,4,7,0,0,0,53,9,4,69.2,ITA-Serie A,2020,misc
SRB,MF,25,1995,30.5,4,0,0,56,50,9,57,33,40,2,2,0,212,99,85,53.8,ITA-Serie A,2020,misc
ALB,GK,25,1995,9.0,1,0,0,0,2,0,0,1,1,0,0,0,14,3,0,100.0,ITA-Serie A,2020,misc
KVX,FW,26,1994,9.2,1,0,0,14,19,15,3,3,1,0,0,0,30,54,43,55.7,ITA-Serie A,2020,misc
NED,DF,26,1994,10.6,6,0,0,11,2,0,1,17,16,0,2,0,76,19,9,67.9,ITA-Serie A,2020,misc
ROU,DF,33,1986,27.3,2,0,0,20,22,0,61,45,24,0,0,0,146,41,21,66.1,ITA-Serie A,2020,misc
ITA,DF,25,1995,21.2,7,0,0,19,11,0,1,24,7,0,1,0,85,55,26,67.9,ITA-Serie A,2020,misc
BEL,FW,21,1999,22.4,7,1,1,29,34,6,47,25,26,1,0,0,113,7,16,30.4,ITA-Serie A,2020,misc
ITA,DF,26,1994,0.3,0,0,0,2,1,0,1,1,1,0,0,0,0,0,1,0.0,ITA-Serie A,2020,misc
CRO,FW,26,1993,19.7,4,1,0,33,14,11,61,7,9,3,0,0,48,23,35,39.7,ITA-Serie A,2020,misc
MAR,"MF,FW",20,1999,13.6,2,0,0,14,29,0,16,2,10,1,0,0,56,4,27,12.9,ITA-Serie A,2020,misc
ROU,GK,34,1986,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ITA-Serie A,2020,misc
ITA,"FW,DF",18,2001,0.3,0,0,0,3,1,0,2,0,0,0,0,0,4,0,0,,ITA-Serie A,2020,misc
ITA,DF,23,1996,29.4,7,0,0,31,36,3,69,37,64,1,0,1,191,27,28,49.1,ITA-Serie A,2020,misc
POR,DF,21,1999,12.1,5,0,0,25,4,2,34,25,17,0,0,0,65,21,8,72.4,ITA-Serie A,2020,misc
ENG,DF,22,1997,16.3,0,0,0,14,1,0,1,18,18,0,0,0,99,30,26,53.6,ITA-Serie A,2020,misc
CIV,MF,23,1996,35.8,8,0,0,65,40,1,13,46,30,1,1,0,269,56,45,55.4,ITA-Serie A,2020,misc
ITA,GK,21,1999,37.0,1,0,0,0,2,0,0,1,0,0,0,0,60,8,1,88.9,ITA-Serie A,2020,misc
TUR,"MF,FW",26,1994,29.0,4,0,0,29,43,4,221,15,7,1,0,0,141,17,32,34.7,ITA-Serie A,2020,misc
ALG,MF,22,1997,14.7,4,0,0,20,30,0,10,20,18,1,1,0,118,11,21,34.4,ITA-Serie A,2020,misc
NOR,FW,20,1999,5.9,0,0,0,11,1,1,3,1,4,0,0,0,22,5,10,33.3,ITA-Serie A,2020,misc
ITA,FW,18,2002,1.0,0,0,0,1,0,3,1,0,1,0,0,0,7,2,4,33.3,ITA-Serie A,2020,misc
BRA,DF,24,1996,0.2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.0,ITA-Serie A,2020,misc
CRO,FW,34,1986,2.4,1,0,0,9,2,2,1,2,6,0,0,0,7,9,13,40.9,ITA-Serie A,2020,misc
ARG,DF,29,1990,0.4,0,0,0,1,0,0,0,3,1,0,0,0,3,0,0,,ITA-Serie A,2020,misc
ITA,DF,20,1999,6.2,2,0,0,5,5,0,0,3,5,0,0,0,33,17,10,63.0,ITA-Serie A,2020,misc
FRA,DF,20,2000,8.1,1,0,0,9,2,0,17,19,14,0,1,0,51,11,13,45.8,ITA-Serie A,2020,misc
BIH,"MF,FW",26,1993,8.0,3,0,0,11,20,2,3,10,12,0,1,0,36,9,17,34.6,ITA-Serie A,2020,misc
POR,FW,21,1999,21.4,5,0,0,28,21,4,32,4,6,1,0,0,62,42,59,41.6,ITA-Serie A,2020,misc
ESP,FW,25,1995,13.1,5,0,0,25,30,4,34,6,12,1,0,0,78,8,20,28.6,ITA-Serie A,2020,misc
ITA,MF,20,2000,14.8,1,1,0,18,17,0,26,22,19,0,0,0,99,6,9,40.0,ITA-Serie A,2020,misc
DEN,DF,31,1989,26.6,3,0,0,26,10,1,3,42,26,0,0,0,126,54,43,55.7,ITA-Serie A,2020,misc
FRA,MF,26,1994,6.5,2,0,0,13,14,2,1,8,10,0,0,0,62,12,8,60.0,ITA-Serie A,2020,misc
FRA,DF,22,1997,32.6,9,0,0,39,81,6,76,34,29,2,0,0,211,50,25,66.7,ITA-Serie A,2020,misc
SWE,FW,38,1981,16.6,2,1,0,33,25,40,15,6,4,2,0,0,21,83,41,66.9,ITA-Serie A,2020,misc
ITA,GK,23,1997,22.0,0,0,0,0,1,0,0,0,0,0,0,0,35,5,1,83.3,ITA-Serie A,2020,misc
KVX,DF,26,1994,12.2,2,0,0,11,8,0,1,8,8,2,0,0,54,24,21,53.3,ITA-Serie A,2020,misc
ITA,FW,25,1995,10.7,0,0,0,19,17,7,1,1,0,0,0,0,30,27,28,49.1,ITA-Serie A,2020,misc
ITA,FW,17,2002,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,ITA-Serie A,2020,misc
COL,GK,31,1988,16.0,2,0,0,1,5,0,0,0,0,0,1,0,26,7,1,87.5,ITA-Serie A,2020,misc
GER,MF,28,1991,17.7,6,0,0,33,28,1,5,11,32,0,0,0,113,5,16,23.8,ITA-Serie A,2020,misc
BEL,"FW,MF",33,1987,16.2,2,0,0,15,9,5,64,9,14,0,0,0,40,2,11,15.4,ITA-Serie A,2020,misc
MKD,"MF,FW",20,1999,8.2,3,0,0,10,8,1,5,2,4,0,0,0,36,2,10,16.7,ITA-Serie A,2020,misc
ALB,DF,26,1994,19.6,2,0,0,16,20,0,18,30,17,0,1,0,116,18,13,58.1,ITA-Serie A,2020,misc
ESP,MF,24,1996,28.5,1,0,0,11,26,1,23,36,31,0,1,0,186,15,7,68.2,ITA-Serie A,2020,misc
ALG,"DF,FW",29,1991,3.2,1,0,0,2,7,1,29,3,5,0,0,0,17,7,1,87.5,ITA-Serie A,2020,misc
ESP,"FW,MF",35,1985,0.6,0,0,0,3,1,0,0,0,0,0,0,0,2,5,1,83.3,ITA-Serie A,2020,misc
ITA,DF,26,1993,36.0,11,0,0,49,60,3,72,35,50,1,1,0,177,55,40,57.9,ITA-Serie A,2020,misc
MEX,FW,25,1995,21.8,6,0,0,33,69,11,73,18,18,1,0,0,95,15,23,39.5,ITA-Serie A,2020,misc
SEN,DF,29,1991,24.5,10,1,1,29,9,0,5,29,24,0,0,0,172,40,37,51.9,ITA-Serie A,2020,misc
GRE,DF,29,1991,25.5,5,0,0,21,12,0,0,23,18,1,1,0,93,41,37,52.6,ITA-Serie A,2020,misc
MAR,"FW,MF",29,1991,0.4,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,50.0,ITA-Serie A,2020,misc
ITA,FW,29,1991,31.8,2,1,0,9,39,11,113,37,18,0,0,0,199,2,5,28.6,ITA-Serie A,2020,misc
ITA,"FW,MF",26,1993,21.2,3,0,0,15,47,0,90,14,16,0,0,0,68,4,18,18.2,ITA-Serie A,2020,misc
POR,DF,29,1991,18.5,4,0,0,17,41,3,83,28,13,0,0,0,106,9,13,40.9,ITA-Serie A,2020,misc
SRB,DF,28,1991,13.4,1,0,0,5,6,0,2,21,9,0,0,1,71,35,11,76.1,ITA-Serie A,2020,misc
POL,MF,26,1994,28.0,2,0,0,12,45,7,65,18,10,0,0,0,108,4,8,33.3,ITA-Serie A,2020,misc
SVK,MF,25,1994,1.7,2,0,0,5,2,0,0,0,1,0,0,0,10,2,4,33.3,ITA-Serie A,2020,misc
FRA,MF,25,1994,21.8,6,1,1,36,52,1,2,36,41,1,0,0,129,44,34,56.4,ITA-Serie A,2020,misc
NGA,FW,21,1998,17.5,4,0,0,34,36,20,14,7,15,1,0,0,37,45,63,41.7,ITA-Serie A,2020,misc
ITA,"MF,DF",25,1995,13.1,3,0,0,16,27,1,11,26,11,0,0,1,63,13,9,59.1,ITA-Serie A,2020,misc
ITA,FW,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,ITA-Serie A,2020,misc
ITA,DF,26,1994,9.0,3,0,0,15,8,0,24,16,10,0,0,0,36,7,8,46.7,ITA-Serie A,2020,misc
DEN,FW,27,1993,21.1,4,0,0,36,48,15,6,1,4,1,0,0,47,148,83,64.1,ITA-Serie A,2020,misc
HUN,DF,18,2002,1.8,1,0,0,1,0,0,0,2,7,0,0,0,5,2,3,40.0,ITA-Serie A,2020,misc
POR,DF,38,1981,18.1,3,0,0,20,9,1,8,26,10,0,0,0,74,43,5,89.6,ITA-Serie A,2020,misc
CIV,"FW,DF",15,2004,0.2,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,100.0,ITA-Serie A,2020,misc
BEL,DF,17,2003,5.2,1,0,0,5,0,1,0,13,4,0,0,0,16,4,9,30.8,ITA-Serie A,2020,misc
ROU,"FW,MF",21,1998,7.8,1,0,0,6,7,0,7,2,6,0,0,0,31,6,7,46.2,ITA-Serie A,2020,misc
CIV,MF,18,2002,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100.0,ITA-Serie A,2020,misc
URU,MF,27,1992,18.0,7,0,0,27,22,1,56,45,19,0,0,0,126,8,8,50.0,ITA-Serie A,2020,misc
CIV,FW,33,1987,22.5,0,0,0,8,11,20,12,10,1,0,0,0,70,0,2,0.0,ITA-Serie A,2020,misc
ITA,DF,23,1996,0.7,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,33.3,ITA-Serie A,2020,misc
ITA,DF,22,1997,20.3,7,0,0,24,25,0,92,12,19,0,0,0,121,20,10,66.7,ITA-Serie A,2020,misc
ITA,FW,35,1985,6.8,1,0,0,19,13,4,0,2,2,1,0,0,13,45,26,63.4,ITA-Serie A,2020,misc
BRA,MF,26,1994,24.3,11,0,0,50,23,1,85,31,25,0,0,0,108,29,21,58.0,ITA-Serie A,2020,misc
ITA,"FW,MF",28,1992,0.9,0,0,0,1,3,0,4,0,3,0,0,0,3,0,2,0.0,ITA-Serie A,2020,misc
SVN,MF,31,1989,30.4,5,0,0,45,37,3,90,33,28,0,0,0,156,36,28,56.3,ITA-Serie A,2020,misc
NED,"FW,MF",19,2001,1.3,0,0,0,4,1,0,0,0,2,0,0,0,7,1,9,10.0,ITA-Serie A,2020,misc
ARG,"FW,MF",23,1997,5.3,3,0,0,11,16,1,24,1,2,0,0,0,25,3,6,33.3,ITA-Serie A,2020,misc
