nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,league,season,stat_type
ITA,MF,18,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ITA,GK,28,1992,15,13,1261,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
CRO,MF,25,1995,25,10,1122,12.5,6,2,8,6,0,0,2,0,4.3,4.3,2.5,6.8,32,86,91,0.48,0.16,0.64,0.48,0.64,0.35,0.2,0.55,0.35,0.55,ITA-Serie A,2021,standard
NED,MF,29,1991,35,33,3021,33.6,1,1,2,1,0,0,8,1,0.6,0.6,0.9,1.6,37,245,34,0.03,0.03,0.06,0.03,0.06,0.02,0.03,0.05,0.02,0.05,ITA-Serie A,2021,standard
ITA,MF,23,1997,28,21,1645,18.3,2,2,4,2,0,0,2,0,2.4,2.4,2.5,4.9,27,118,104,0.11,0.11,0.22,0.11,0.22,0.13,0.14,0.27,0.13,0.27,ITA-Serie A,2021,standard
ITA,DF,18,2002,6,3,208,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,4,14,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,ITA-Serie A,2021,standard
ITA,DF,26,1994,6,1,111,1.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,4,1,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,ITA-Serie A,2021,standard
ARG,"MF,FW",32,1988,10,9,666,7.4,4,2,6,4,0,0,0,0,2.5,2.5,1.5,4.0,32,70,29,0.54,0.27,0.81,0.54,0.81,0.34,0.2,0.54,0.34,0.54,ITA-Serie A,2021,standard
ITA,GK,25,1995,25,25,2156,24.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ITA,DF,29,1990,31,29,2537,28.2,2,0,2,2,0,0,9,0,3.3,3.3,1.2,4.5,40,157,77,0.07,0.0,0.07,0.07,0.07,0.12,0.04,0.16,0.12,0.16,ITA-Serie A,2021,standard
SUI,MF,28,1992,34,32,2712,30.1,2,3,5,2,0,0,5,0,1.9,1.9,3.3,5.2,73,242,67,0.07,0.1,0.17,0.07,0.17,0.06,0.11,0.17,0.06,0.17,ITA-Serie A,2021,standard
GER,DF,26,1994,32,30,2523,28.0,11,6,17,11,0,0,9,1,8.4,8.4,3.6,12.0,71,134,204,0.39,0.21,0.61,0.39,0.61,0.3,0.13,0.43,0.3,0.43,ITA-Serie A,2021,standard
UKR,"MF,FW",27,1993,36,22,1876,20.8,8,12,20,7,1,1,3,0,5.6,4.9,10.2,15.0,90,151,178,0.38,0.58,0.96,0.34,0.91,0.27,0.49,0.76,0.23,0.72,ITA-Serie A,2021,standard
NED,"FW,MF",23,1997,15,1,291,3.2,2,0,2,2,0,0,0,0,1.3,1.3,0.4,1.7,9,8,44,0.62,0.0,0.62,0.62,0.62,0.4,0.12,0.52,0.4,0.52,ITA-Serie A,2021,standard
UKR,FW,24,1996,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ARG,FW,21,1999,15,9,768,8.5,2,0,2,2,0,0,1,0,2.8,2.8,0.4,3.1,10,4,54,0.23,0.0,0.23,0.23,0.23,0.33,0.04,0.37,0.33,0.37,ITA-Serie A,2021,standard
ITA,DF,30,1990,27,19,1765,19.6,1,0,1,1,0,0,6,0,0.8,0.8,0.3,1.1,4,44,2,0.05,0.0,0.05,0.05,0.05,0.04,0.01,0.05,0.04,0.05,ITA-Serie A,2021,standard
GHA,FW,19,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
COL,"DF,MF",23,1996,17,2,413,4.6,1,0,1,1,0,0,3,0,0.3,0.3,0.0,0.4,12,20,17,0.22,0.0,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08,ITA-Serie A,2021,standard
MDA,MF,29,1990,36,34,2835,31.5,2,0,2,2,0,0,6,0,1.7,1.7,0.9,2.6,30,64,54,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.08,0.05,0.08,ITA-Serie A,2021,standard
BFA,MF,28,1992,25,12,1117,12.4,0,0,0,0,0,0,5,0,0.7,0.7,0.3,1.1,25,60,44,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,ITA-Serie A,2021,standard
ITA,DF,38,1982,8,2,297,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,7,8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,ITA-Serie A,2021,standard
ITA,DF,19,2001,3,0,121,1.3,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,3,4,1,0.0,0.74,0.74,0.0,0.74,0.0,0.31,0.31,0.0,0.31,ITA-Serie A,2021,standard
BEL,DF,21,1999,23,11,1021,11.3,0,1,1,0,0,0,4,0,0.0,0.0,0.2,0.2,16,36,20,0.0,0.09,0.09,0.0,0.09,0.0,0.01,0.02,0.0,0.02,ITA-Serie A,2021,standard
ITA,DF,23,1997,15,14,1120,12.4,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,4,34,25,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,ITA-Serie A,2021,standard
ITA,DF,26,1993,32,31,2659,29.5,0,2,2,0,0,0,8,0,0.8,0.8,1.4,2.2,23,80,26,0.0,0.07,0.07,0.0,0.07,0.03,0.05,0.08,0.03,0.08,ITA-Serie A,2021,standard
ITA,"FW,MF",24,1996,10,4,357,4.0,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,3,5,21,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.22,0.18,0.22,ITA-Serie A,2021,standard
ITA,DF,30,1990,24,18,1570,17.4,3,1,4,3,0,0,2,0,0.4,0.4,1.2,1.6,49,59,65,0.17,0.06,0.23,0.17,0.23,0.02,0.07,0.09,0.02,0.09,ITA-Serie A,2021,standard
ITA,"MF,FW",27,1993,30,23,1865,20.7,5,6,11,5,0,1,4,1,4.0,3.2,3.0,6.2,65,65,130,0.24,0.29,0.53,0.24,0.53,0.19,0.14,0.34,0.15,0.3,ITA-Serie A,2021,standard
PER,FW,30,1990,37,29,2563,28.5,8,2,10,8,0,1,2,0,9.7,8.8,3.7,12.5,42,44,169,0.28,0.07,0.35,0.28,0.35,0.34,0.13,0.47,0.31,0.44,ITA-Serie A,2021,standard
ITA,"FW,MF",19,2001,16,1,292,3.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.7,9,10,15,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.21,0.2,0.21,ITA-Serie A,2021,standard
ESP,"MF,FW",30,1990,11,4,358,4.0,1,1,2,1,0,0,0,0,0.4,0.4,1.2,1.7,16,26,31,0.25,0.25,0.5,0.25,0.5,0.11,0.31,0.42,0.11,0.42,ITA-Serie A,2021,standard
POL,DF,32,1988,36,36,3206,35.6,2,1,3,2,0,0,10,1,3.4,3.4,0.7,4.2,3,67,7,0.06,0.03,0.08,0.06,0.08,0.1,0.02,0.12,0.1,0.12,ITA-Serie A,2021,standard
ITA,MF,30,1990,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ITA,GK,24,1996,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ITA,DF,29,1991,25,17,1572,17.5,2,0,2,2,0,0,6,1,0.9,0.9,0.2,1.1,18,48,6,0.11,0.0,0.11,0.11,0.11,0.05,0.01,0.06,0.05,0.06,ITA-Serie A,2021,standard
ITA,"MF,FW",32,1987,24,9,785,8.7,4,2,6,3,1,1,1,1,2.4,1.6,1.8,3.4,13,17,58,0.46,0.23,0.69,0.34,0.57,0.28,0.21,0.48,0.19,0.39,ITA-Serie A,2021,standard
ITA,GK,32,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ITA,MF,30,1989,17,12,1036,11.5,5,2,7,1,4,4,1,0,3.8,0.6,1.7,2.4,10,41,13,0.43,0.17,0.61,0.09,0.26,0.33,0.15,0.48,0.06,0.21,ITA-Serie A,2021,standard
ITA,MF,33,1987,29,26,2247,25.0,1,1,2,1,0,0,13,1,0.7,0.7,2.2,2.9,24,144,9,0.04,0.04,0.08,0.04,0.08,0.03,0.09,0.12,0.03,0.12,ITA-Serie A,2021,standard
FIN,MF,33,1986,31,27,2212,24.6,0,2,2,0,0,0,5,0,0.6,0.6,1.4,2.0,27,88,52,0.0,0.08,0.08,0.0,0.08,0.02,0.06,0.08,0.02,0.08,ITA-Serie A,2021,standard
ITA,"DF,MF",26,1993,34,23,2335,25.9,1,0,1,1,0,0,7,0,2.0,2.0,2.4,4.4,58,81,139,0.04,0.0,0.04,0.04,0.04,0.08,0.09,0.17,0.08,0.17,ITA-Serie A,2021,standard
ITA,"MF,FW",26,1994,30,17,1599,17.8,2,4,6,2,0,0,2,0,3.9,3.9,3.8,7.7,43,47,117,0.11,0.23,0.34,0.11,0.34,0.22,0.21,0.43,0.22,0.43,ITA-Serie A,2021,standard
CIV,MF,18,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
SCO,DF,18,2002,11,10,758,8.4,0,0,0,0,0,0,3,1,0.1,0.1,0.1,0.1,21,36,28,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,ITA-Serie A,2021,standard
FRA,DF,28,1992,20,19,1755,19.5,1,0,1,1,0,0,4,0,1.4,1.4,0.1,1.4,12,51,1,0.05,0.0,0.05,0.05,0.05,0.07,0.0,0.07,0.07,0.07,ITA-Serie A,2021,standard
ITA,MF,30,1989,18,4,383,4.3,1,0,1,1,0,0,1,0,1.0,1.0,0.6,1.6,4,25,4,0.23,0.0,0.23,0.23,0.23,0.24,0.14,0.38,0.24,0.38,ITA-Serie A,2021,standard
DEN,"FW,DF",20,1999,26,12,1179,13.1,2,3,5,2,0,0,1,0,4.1,4.1,2.0,6.1,61,29,119,0.15,0.23,0.38,0.15,0.38,0.31,0.16,0.47,0.31,0.47,ITA-Serie A,2021,standard
ISL,MF,18,2002,8,1,217,2.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,1,6,8,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,ITA-Serie A,2021,standard
BRA,GK,36,1983,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ITA,FW,16,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ITA,"DF,FW",24,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
BRA,DF,36,1984,35,34,3132,34.8,0,1,1,0,0,0,8,0,1.2,1.2,2.0,3.2,12,108,4,0.0,0.03,0.03,0.0,0.03,0.03,0.06,0.09,0.03,0.09,ITA-Serie A,2021,standard
ITA,FW,19,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ITA,"FW,MF",19,2000,31,11,1203,13.4,1,4,5,1,0,0,4,0,1.5,1.5,3.6,5.1,43,79,81,0.07,0.3,0.37,0.07,0.37,0.11,0.27,0.38,0.11,0.38,ITA-Serie A,2021,standard
ITA,GK,20,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
PAR,FW,29,1991,4,0,37,0.4,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.7,0,1,5,0.0,2.43,2.43,0.0,2.43,0.56,1.0,1.56,0.56,1.56,ITA-Serie A,2021,standard
CHI,"DF,MF",32,1987,11,6,511,5.7,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,2,26,2,0.0,0.18,0.18,0.0,0.18,0.0,0.02,0.02,0.0,0.02,ITA-Serie A,2021,standard
SEN,DF,25,1994,8,5,428,4.8,1,0,1,1,0,0,2,0,0.6,0.0,0.0,0.0,3,11,4,0.21,0.0,0.21,0.21,0.21,0.12,0.01,0.13,0.0,0.01,ITA-Serie A,2021,standard
NED,MF,23,1997,34,28,2512,27.9,1,1,2,1,0,0,8,1,0.2,0.2,1.9,2.1,14,148,23,0.04,0.04,0.07,0.04,0.07,0.01,0.07,0.08,0.01,0.08,ITA-Serie A,2021,standard
POL,FW,15,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ITA,DF,32,1988,29,25,2143,23.8,2,0,2,2,0,0,4,0,2.1,2.1,0.7,2.8,28,104,52,0.08,0.0,0.08,0.08,0.08,0.09,0.03,0.12,0.09,0.12,ITA-Serie A,2021,standard
ITA,MF,18,2002,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,ITA-Serie A,2021,standard
SWE,MF,21,1999,34,24,1852,20.6,5,2,7,5,0,0,8,1,4.6,4.6,2.5,7.1,32,88,35,0.24,0.1,0.34,0.24,0.34,0.22,0.12,0.35,0.22,0.35,ITA-Serie A,2021,standard
NED,DF,27,1993,20,18,1481,16.5,0,0,0,0,0,0,7,1,0.1,0.1,0.2,0.3,41,59,64,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,ITA-Serie A,2021,standard
GAM,"FW,MF",21,1998,38,34,2921,32.5,8,8,16,8,0,1,0,0,7.0,6.2,6.0,12.2,88,103,253,0.25,0.25,0.49,0.25,0.49,0.22,0.19,0.4,0.19,0.38,ITA-Serie A,2021,standard
GAM,"MF,DF",18,2001,5,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,8,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,ITA-Serie A,2021,standard
ARG,DF,27,1993,6,3,363,4.0,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,0,17,0,0.25,0.0,0.25,0.25,0.25,0.09,0.01,0.1,0.09,0.1,ITA-Serie A,2021,standard
ITA,"FW,MF",28,1991,26,11,1169,13.0,2,2,4,2,0,0,2,0,3.9,3.9,2.9,6.8,38,58,88,0.15,0.15,0.31,0.15,0.31,0.3,0.22,0.53,0.3,0.53,ITA-Serie A,2021,standard
ARG,MF,22,1998,28,15,1255,13.9,1,0,1,1,0,0,8,0,1.2,1.2,1.7,2.9,21,72,32,0.07,0.0,0.07,0.07,0.07,0.08,0.12,0.21,0.08,0.21,ITA-Serie A,2021,standard
ITA,DF,18,2001,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ITA,DF,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,ITA-Serie A,2021,standard
ITA,"FW,MF",23,1997,34,21,1755,19.5,7,3,10,4,3,3,0,0,9.3,7.1,2.4,9.5,49,45,155,0.36,0.15,0.51,0.21,0.36,0.48,0.12,0.6,0.36,0.49,ITA-Serie A,2021,standard
ITA,MF,29,1991,37,37,3250,36.1,9,6,15,9,0,0,5,0,6.9,6.9,7.8,14.7,80,199,157,0.25,0.17,0.42,0.25,0.42,0.19,0.22,0.41,0.19,0.41,ITA-Serie A,2021,standard
ARG,FW,38,1982,36,28,2502,27.8,5,5,10,5,0,0,5,0,9.3,9.3,4.3,13.6,95,81,316,0.18,0.18,0.36,0.18,0.36,0.34,0.16,0.49,0.34,0.49,ITA-Serie A,2021,standard
ITA,"FW,DF",18,2001,4,0,35,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,2.57,2.57,0.0,2.57,0.0,0.1,0.1,0.0,0.1,ITA-Serie A,2021,standard
SUR,DF,27,1993,5,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
JPN,DF,21,1998,31,31,2715,30.2,2,0,2,2,0,0,4,0,2.1,2.1,0.4,2.5,56,150,44,0.07,0.0,0.07,0.07,0.07,0.07,0.01,0.08,0.07,0.08,ITA-Serie A,2021,standard
BUL,DF,19,2000,5,2,232,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,ITA-Serie A,2021,standard
ITA,DF,14,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
POL,GK,29,1991,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ALG,"MF,FW",23,1996,7,3,308,3.4,0,0,0,0,0,0,0,0,0.9,0.9,0.9,1.8,10,15,27,0.0,0.0,0.0,0.0,0.0,0.25,0.27,0.52,0.25,0.52,ITA-Serie A,2021,standard
ITA,FW,24,1996,23,3,369,4.1,1,0,1,1,0,0,1,0,3.0,3.0,0.6,3.7,3,9,50,0.24,0.0,0.24,0.24,0.24,0.74,0.15,0.89,0.74,0.89,ITA-Serie A,2021,standard
ITA,MF,24,1995,12,7,615,6.8,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.0,5,14,9,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15,ITA-Serie A,2021,standard
ITA,DF,21,1999,10,3,300,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,10,13,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,ITA-Serie A,2021,standard
ITA,GK,26,1994,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
GHA,MF,27,1993,19,12,1068,11.9,0,1,1,0,0,0,2,0,0.2,0.2,1.5,1.7,16,73,24,0.0,0.08,0.08,0.0,0.08,0.02,0.13,0.14,0.02,0.14,ITA-Serie A,2021,standard
ITA,DF,19,2001,15,12,1085,12.1,0,1,1,0,0,0,2,0,0.4,0.4,1.1,1.4,19,40,18,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.12,0.03,0.12,ITA-Serie A,2021,standard
ITA,DF,24,1996,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
GRE,DF,26,1993,31,29,2418,26.9,4,2,6,4,0,0,10,2,2.1,2.1,1.8,3.9,39,79,92,0.15,0.07,0.22,0.15,0.22,0.08,0.07,0.14,0.08,0.14,ITA-Serie A,2021,standard
URU,MF,24,1996,10,3,388,4.3,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,8,18,2,0.0,0.23,0.23,0.0,0.23,0.0,0.02,0.02,0.0,0.02,ITA-Serie A,2021,standard
ITA,DF,26,1994,16,12,1001,11.1,1,1,2,1,0,0,2,0,0.4,0.4,0.5,1.0,4,36,5,0.09,0.09,0.18,0.09,0.18,0.04,0.05,0.09,0.04,0.09,ITA-Serie A,2021,standard
URU,DF,34,1986,28,28,2508,27.9,1,0,1,1,0,0,3,0,0.8,0.8,0.7,1.6,23,91,9,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06,ITA-Serie A,2021,standard
ITA,DF,34,1986,5,2,228,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ITA,"MF,FW",20,2000,10,2,183,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,ITA-Serie A,2021,standard
ITA,DF,20,1999,34,27,2395,26.6,0,4,4,0,0,0,3,0,0.6,0.6,4.3,4.8,49,108,141,0.0,0.15,0.15,0.0,0.15,0.02,0.16,0.18,0.02,0.18,ITA-Serie A,2021,standard
URU,"MF,DF",25,1995,15,2,272,3.0,2,2,4,2,0,0,0,0,2.3,2.3,1.2,3.5,14,25,20,0.66,0.66,1.32,0.66,1.32,0.76,0.39,1.15,0.76,1.15,ITA-Serie A,2021,standard
ARG,FW,25,1995,33,19,1740,19.3,6,2,8,6,0,0,1,0,7.7,7.7,1.3,9.1,25,13,81,0.31,0.1,0.41,0.31,0.41,0.4,0.07,0.47,0.4,0.47,ITA-Serie A,2021,standard
ITA,GK,23,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2021,standard
ITA,"FW,MF",28,1992,37,37,3253,36.1,16,3,19,12,4,5,4,0,12.5,8.7,5.5,14.2,45,94,193,0.44,0.08,0.53,0.33,0.42,0.35,0.15,0.5,0.24,0.39,ITA-Serie A,2021,standard
