league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,stat_type
,,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,
ESP-La Liga,2021,Alavés,Rodrigo Ely,BRA,DF,26,1993,5.2,127,165,77.0,2821,1085,30,39,76.9,73,81,90.1,22,39,56.4,0,0.3,0.1,-0.3,3,3,0,0,3,passing
ESP-La Liga,2021,Alavés,Rubén Duarte,ESP,DF,24,1995,28.3,938,1348,69.6,16839,8824,468,541,86.5,335,468,71.6,119,279,42.7,1,2.8,2.7,-1.8,29,85,27,11,111,passing
ESP-La Liga,2021,Alavés,Sergi García,ESP,MF,21,1999,0.2,4,7,57.1,75,0,1,2,50.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2021,Alavés,Stephane Keller,CMR,DF,18,2001,0.2,11,13,84.6,215,70,4,5,80.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,1,passing
ESP-La Liga,2021,Alavés,Tachi,ESP,DF,22,1997,9.4,269,368,73.1,6114,2856,72,87,82.8,139,158,88.0,55,112,49.1,0,0.2,0.2,-0.2,2,18,1,0,18,passing
ESP-La Liga,2021,Alavés,Tomás Pina Isla,ESP,MF,32,1987,28.6,752,918,81.9,11631,3990,417,485,86.0,284,324,87.7,33,62,53.2,1,1.0,0.7,0.0,7,88,4,1,94,passing
ESP-La Liga,2021,Alavés,Tomás Tavares,POR,"MF,DF",19,2001,0.7,17,21,81.0,216,78,12,13,92.3,3,5,60.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,3,passing
ESP-La Liga,2021,Alavés,Víctor Laguardia,ESP,DF,30,1989,29.2,823,1088,75.6,19166,9092,214,248,86.3,431,491,87.8,172,323,53.3,1,0.6,0.8,0.4,4,61,4,0,50,passing
ESP-La Liga,2021,Alavés,Ximo Navarro,ESP,DF,30,1990,26.4,802,1077,74.5,14278,5611,365,442,82.6,330,430,76.7,92,157,58.6,1,0.6,1.0,0.4,8,54,12,8,59,passing
ESP-La Liga,2021,Alavés,Édgar Méndez,ESP,"MF,FW",30,1990,23.2,259,475,54.5,4339,1237,136,201,67.7,89,156,57.1,28,72,38.9,1,1.6,0.8,-0.6,18,14,15,9,23,passing
ESP-La Liga,2021,Athletic Club,Ander Capa,ESP,DF,28,1992,23.7,900,1199,75.1,13915,4957,466,537,86.8,354,447,79.2,54,127,42.5,1,1.1,1.6,-0.1,16,55,14,5,80,passing
ESP-La Liga,2021,Athletic Club,Asier Villalibre,ESP,FW,22,1997,17.7,181,298,60.7,2357,381,115,172,66.9,46,74,62.2,8,14,57.1,2,2.3,1.5,-0.3,13,11,9,1,24,passing
ESP-La Liga,2021,Athletic Club,Dani García,ESP,MF,30,1990,21.3,865,1039,83.3,16578,4222,308,359,85.8,414,468,88.5,117,162,72.2,1,0.6,0.4,0.4,8,97,5,1,108,passing
ESP-La Liga,2021,Athletic Club,Ibai Gómez,ESP,MF,30,1989,4.7,109,159,68.6,1681,746,63,76,82.9,31,44,70.5,9,30,30.0,1,0.8,0.7,0.2,7,9,3,2,20,passing
ESP-La Liga,2021,Athletic Club,Iker Muniain,ESP,"MF,FW",27,1992,21.6,850,1042,81.6,13062,3809,455,498,91.4,277,331,83.7,67,119,56.3,3,3.4,3.3,-0.4,35,84,36,4,164,passing
ESP-La Liga,2021,Athletic Club,Iñaki Williams,GHA,FW,26,1994,26.5,375,575,65.2,5236,956,220,289,76.1,100,147,68.0,22,36,61.1,6,5.1,3.2,0.9,30,12,17,9,34,passing
ESP-La Liga,2021,Athletic Club,Iñigo Córdoba,ESP,"FW,MF",23,1997,1.1,15,33,45.5,165,68,10,17,58.8,4,10,40.0,0,3,0.0,0,0.0,0.0,0.0,0,1,1,0,2,passing
ESP-La Liga,2021,Athletic Club,Iñigo Lekue,ESP,DF,27,1993,7.2,327,417,78.4,4972,1785,192,211,91.0,99,130,76.2,30,56,53.6,0,0.4,0.7,-0.4,6,13,7,4,27,passing
