nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,league,season,stat_type
,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,
ESP,"MF,FW",19,2001,25.2,28,18,12,11,5,6,23,26.1,17,20,0,20,17,45,6,0,ESP-La Liga,2021,defense
POL,"FW,MF",28,1992,2.2,1,0,0,1,0,1,5,20.0,4,1,0,1,0,1,0,0,ESP-La Liga,2021,defense
ESP,MF,23,1996,27.3,51,30,16,31,4,20,66,30.3,46,25,4,21,22,73,17,0,ESP-La Liga,2021,defense
ARG,DF,28,1992,12.3,7,6,4,3,0,1,5,20.0,4,8,7,1,23,30,54,2,ESP-La Liga,2021,defense
ESP,FW,21,1999,0.7,2,1,2,0,0,1,2,50.0,1,1,1,0,0,2,0,0,ESP-La Liga,2021,defense
ESP,DF,30,1989,10.0,15,8,9,4,2,8,12,66.7,4,7,0,7,13,28,17,1,ESP-La Liga,2021,defense
ESP,FW,30,1989,34.3,24,18,5,7,12,6,22,27.3,16,24,1,23,7,31,29,0,ESP-La Liga,2021,defense
POR,"DF,MF",26,1994,12.2,16,8,8,5,3,7,23,30.4,16,10,1,9,20,36,15,1,ESP-La Liga,2021,defense
SRB,GK,28,1992,34.7,4,3,4,0,0,2,4,50.0,2,0,0,0,0,4,16,2,ESP-La Liga,2021,defense
ESP,MF,21,1999,9.3,20,9,5,15,0,8,23,34.8,15,14,1,13,9,29,12,0,ESP-La Liga,2021,defense
SEN,MF,34,1986,25.8,43,29,15,22,6,12,41,29.3,29,23,5,18,39,82,34,1,ESP-La Liga,2021,defense
POR,DF,28,1992,29.3,42,21,32,8,2,19,36,52.8,17,39,14,25,59,101,112,0,ESP-La Liga,2021,defense
ESP,DF,29,1990,17.0,11,9,7,4,0,7,14,50.0,7,12,6,6,23,34,54,0,ESP-La Liga,2021,defense
ESP,"MF,FW",33,1986,10.4,9,8,3,3,3,3,17,17.6,14,11,0,11,7,16,2,0,ESP-La Liga,2021,defense
ESP,"FW,MF",30,1990,1.9,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,ESP-La Liga,2021,defense
POR,DF,25,1995,12.6,28,17,16,8,4,15,21,71.4,6,14,4,10,20,48,32,0,ESP-La Liga,2021,defense
ESP,MF,29,1991,8.2,17,5,4,8,5,8,18,44.4,10,6,0,6,4,21,1,0,ESP-La Liga,2021,defense
ESP,DF,27,1992,12.6,16,9,8,6,2,8,12,66.7,4,9,1,8,20,36,31,0,ESP-La Liga,2021,defense
ESP,FW,30,1990,15.6,21,15,6,7,8,9,22,40.9,13,11,0,11,6,27,5,0,ESP-La Liga,2021,defense
ESP,MF,20,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ESP-La Liga,2021,defense
ESP,"MF,DF",28,1992,17.4,42,25,13,26,3,8,22,36.4,14,22,5,17,22,64,24,2,ESP-La Liga,2021,defense
JPN,"MF,FW",32,1988,20.2,13,8,6,3,4,3,12,25.0,9,19,0,19,12,25,7,0,ESP-La Liga,2021,defense
ESP,"FW,MF",21,1999,0.5,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,ESP-La Liga,2021,defense
ESP,DF,21,1999,0.7,2,2,2,0,0,2,4,50.0,2,0,0,0,1,3,0,0,ESP-La Liga,2021,defense
ESP,GK,31,1988,3.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,ESP-La Liga,2021,defense
JPN,"FW,MF",28,1992,12.5,12,7,1,4,7,3,8,37.5,5,5,0,5,3,15,2,0,ESP-La Liga,2021,defense
ESP,DF,24,1996,1.2,1,1,0,0,1,1,3,33.3,2,1,0,1,3,4,6,0,ESP-La Liga,2021,defense
ESP,DF,33,1987,24.8,28,14,21,5,2,12,21,57.1,9,22,8,14,33,61,67,1,ESP-La Liga,2021,defense
ESP,DF,29,1990,5.0,10,7,7,3,0,7,13,53.8,6,5,1,4,8,18,10,0,ESP-La Liga,2021,defense
ESP,DF,26,1994,19.8,20,13,13,7,0,7,10,70.0,3,18,12,6,11,31,71,0,ESP-La Liga,2021,defense
ESP,DF,25,1995,14.2,11,7,7,3,1,5,11,45.5,6,16,9,7,20,31,49,1,ESP-La Liga,2021,defense
ARG,MF,27,1993,12.7,12,7,3,8,1,3,15,20.0,12,16,1,15,6,18,9,0,ESP-La Liga,2021,defense
ESP,"MF,DF",30,1989,26.6,46,30,28,15,3,25,64,39.1,39,22,2,20,16,62,14,0,ESP-La Liga,2021,defense
ESP,DF,31,1988,32.7,34,19,26,8,0,16,28,57.1,12,40,30,10,52,86,113,0,ESP-La Liga,2021,defense
ARG,FW,29,1991,11.1,9,8,1,7,1,2,8,25.0,6,2,1,1,4,13,14,0,ESP-La Liga,2021,defense
COL,DF,27,1993,8.3,20,10,16,3,1,8,13,61.5,5,9,1,8,5,25,21,0,ESP-La Liga,2021,defense
ARG,MF,30,1990,29.4,64,41,42,17,5,35,84,41.7,49,27,8,19,36,100,33,3,ESP-La Liga,2021,defense
COL,MF,25,1995,0.5,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,ESP-La Liga,2021,defense
COL,DF,27,1992,13.4,21,10,15,5,1,8,18,44.4,10,15,4,11,15,36,27,0,ESP-La Liga,2021,defense
ESP,"DF,MF",19,2000,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ESP-La Liga,2021,defense
ESP,MF,18,2001,0.8,2,1,1,0,1,0,1,0.0,1,0,0,0,1,3,0,0,ESP-La Liga,2021,defense
ESP,"MF,DF",30,1989,21.4,34,18,23,11,0,13,39,33.3,26,24,1,23,21,55,26,1,ESP-La Liga,2021,defense
ESP,DF,24,1996,21.8,43,28,33,10,0,10,18,55.6,8,17,7,10,37,80,92,0,ESP-La Liga,2021,defense
ARG,"DF,MF",30,1990,5.5,8,5,5,3,0,6,14,42.9,8,4,0,4,4,12,7,0,ESP-La Liga,2021,defense
ARG,FW,24,1996,29.9,47,31,13,27,7,10,49,20.4,39,37,2,35,19,66,21,0,ESP-La Liga,2021,defense
ESP,"MF,DF",28,1992,1.9,4,2,1,3,0,1,2,50.0,1,2,0,2,4,8,0,0,ESP-La Liga,2021,defense
ESP,"FW,MF",40,1980,3.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,ESP-La Liga,2021,defense
COD,MF,26,1994,8.8,18,12,10,8,0,5,15,33.3,10,7,1,6,11,29,18,0,ESP-La Liga,2021,defense
ARG,"MF,FW",31,1989,4.0,8,6,3,3,2,3,12,25.0,9,5,0,5,2,10,1,0,ESP-La Liga,2021,defense
ARG,GK,28,1992,8.0,1,1,1,0,0,0,0,,0,0,0,0,1,2,4,0,ESP-La Liga,2021,defense
ESP,"FW,MF",27,1992,22.0,24,17,12,10,2,8,37,21.6,29,17,5,12,13,37,17,1,ESP-La Liga,2021,defense
ESP,MF,30,1989,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ESP-La Liga,2021,defense
ESP,MF,23,1996,31.8,48,28,21,22,5,16,52,30.8,36,25,3,22,49,97,25,0,ESP-La Liga,2021,defense
ESP,"MF,FW",23,1996,22.4,31,17,17,9,5,9,39,23.1,30,20,0,20,13,44,28,0,ESP-La Liga,2021,defense
ESP,MF,31,1989,4.7,4,3,3,1,0,0,9,0.0,9,5,1,4,5,9,4,0,ESP-La Liga,2021,defense
MLI,"DF,MF",25,1995,0.8,2,0,1,0,1,0,1,0.0,1,0,0,0,0,2,0,0,ESP-La Liga,2021,defense
ESP,GK,28,1992,30.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,17,3,ESP-La Liga,2021,defense
MLI,DF,29,1991,0.2,2,0,0,2,0,0,0,,0,2,0,2,0,2,0,0,ESP-La Liga,2021,defense
CMR,"MF,DF",32,1988,25.8,38,23,14,19,5,15,30,50.0,15,16,2,14,22,60,42,0,ESP-La Liga,2021,defense
CRO,MF,20,2000,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ESP-La Liga,2021,defense
ESP,"MF,FW",22,1998,15.2,15,10,3,9,3,7,25,28.0,18,14,1,13,2,17,2,0,ESP-La Liga,2021,defense
ESP,"DF,MF",28,1992,6.2,11,5,6,5,0,5,7,71.4,2,1,0,1,10,21,23,0,ESP-La Liga,2021,defense
COL,"FW,MF",21,1999,16.3,19,10,1,14,4,2,23,8.7,21,18,1,17,6,25,8,0,ESP-La Liga,2021,defense
URU,DF,32,1988,27.0,59,39,29,23,7,30,81,37.0,51,43,2,41,31,90,42,0,ESP-La Liga,2021,defense
ESP,FW,23,1997,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,ESP-La Liga,2021,defense
ESP,GK,27,1993,28.0,2,2,2,0,0,1,3,33.3,2,0,0,0,1,3,12,0,ESP-La Liga,2021,defense
ESP,"MF,DF",30,1989,15.5,13,9,5,6,2,9,21,42.9,12,5,1,4,19,32,32,1,ESP-La Liga,2021,defense
TOG,DF,28,1991,32.7,61,39,31,26,4,26,34,76.5,8,24,11,13,42,103,96,0,ESP-La Liga,2021,defense
GHA,DF,18,2001,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,1,0,ESP-La Liga,2021,defense
TUR,FW,23,1997,14.6,11,3,0,8,3,4,15,26.7,11,11,0,11,2,13,14,0,ESP-La Liga,2021,defense
URU,DF,25,1995,14.7,24,14,11,12,1,12,22,54.5,10,8,6,2,13,37,51,1,ESP-La Liga,2021,defense
ESP,"MF,FW",30,1990,4.6,5,3,1,4,0,2,14,14.3,12,3,0,3,5,10,1,0,ESP-La Liga,2021,defense
ESP,"DF,MF",22,1998,6.7,27,15,14,10,3,11,19,57.9,8,11,1,10,17,44,19,0,ESP-La Liga,2021,defense
ESP,FW,31,1988,22.6,12,7,1,3,8,3,18,16.7,15,13,2,11,6,18,16,0,ESP-La Liga,2021,defense
IRL,"MF,FW",16,2003,0.7,2,0,0,2,0,0,0,,0,0,0,0,0,2,0,0,ESP-La Liga,2021,defense
EQG,"MF,DF",22,1998,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,ESP-La Liga,2021,defense
ESP,"MF,FW",18,2002,0.2,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,ESP-La Liga,2021,defense
ESP,MF,22,1998,36.0,64,51,19,40,5,25,66,37.9,41,45,4,41,40,104,27,0,ESP-La Liga,2021,defense
URU,DF,22,1997,29.0,61,33,31,21,9,32,56,57.1,24,33,3,30,31,92,55,0,ESP-La Liga,2021,defense
URU,MF,24,1995,33.1,64,39,22,35,7,23,80,28.8,57,40,5,35,42,106,28,0,ESP-La Liga,2021,defense
SRB,MF,25,1995,30.3,50,28,22,24,4,19,46,41.3,27,40,9,31,57,107,46,1,ESP-La Liga,2021,defense
ESP,GK,26,1993,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,2,0,ESP-La Liga,2021,defense
GHA,MF,21,1999,0.7,2,0,1,1,0,1,3,33.3,2,0,0,0,0,2,0,0,ESP-La Liga,2021,defense
MAR,DF,26,1993,10.0,12,8,10,1,1,5,7,71.4,2,3,2,1,14,26,48,1,ESP-La Liga,2021,defense
JPN,"MF,FW",19,2001,8.9,7,4,2,3,2,1,14,7.1,13,14,0,14,14,21,4,0,ESP-La Liga,2021,defense
ESP,"MF,DF",19,2001,0.8,2,1,1,0,1,0,1,0.0,1,0,0,0,0,2,0,0,ESP-La Liga,2021,defense
ESP,DF,32,1987,9.8,8,4,5,3,0,7,14,50.0,7,6,3,3,13,21,38,0,ESP-La Liga,2021,defense
ESP,"FW,MF",33,1987,15.3,7,4,1,4,2,1,16,6.3,15,7,0,7,2,9,8,0,ESP-La Liga,2021,defense
ESP,GK,24,1995,5.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,6,0,ESP-La Liga,2021,defense
ESP,"DF,MF",23,1997,3.0,5,2,1,3,1,2,3,66.7,1,5,2,3,4,9,9,0,ESP-La Liga,2021,defense
ESP,"FW,MF",21,1999,4.4,7,2,2,4,1,4,10,40.0,6,7,0,7,1,8,2,0,ESP-La Liga,2021,defense
ESP,"FW,MF",28,1992,24.1,27,13,9,12,6,10,32,31.3,22,24,5,19,12,39,25,0,ESP-La Liga,2021,defense
ESP,DF,19,2000,1.0,1,1,1,0,0,0,0,,0,1,1,0,3,4,9,0,ESP-La Liga,2021,defense
ESP,DF,24,1996,20.0,12,6,6,6,0,6,11,54.5,5,16,4,12,27,39,58,0,ESP-La Liga,2021,defense
ESP,FW,21,1998,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,ESP-La Liga,2021,defense
VEN,"FW,MF",27,1993,22.5,30,17,12,10,8,6,19,31.6,13,21,2,19,22,52,13,0,ESP-La Liga,2021,defense
FRA,DF,27,1993,29.6,35,21,20,12,3,15,26,57.7,11,24,7,17,26,61,60,0,ESP-La Liga,2021,defense
POR,DF,25,1995,26.3,32,20,18,12,2,14,21,66.7,7,29,20,9,29,61,86,0,ESP-La Liga,2021,defense
POR,MF,20,1999,3.8,5,5,1,3,1,3,6,50.0,3,8,0,8,2,7,0,0,ESP-La Liga,2021,defense
ESP,"MF,FW",26,1994,8.5,10,6,5,5,0,3,10,30.0,7,15,1,14,12,22,5,0,ESP-La Liga,2021,defense
ESP,DF,33,1986,29.3,24,11,13,9,2,11,23,47.8,12,28,26,2,38,62,130,1,ESP-La Liga,2021,defense
ESP,MF,19,2001,0.7,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,3,0,ESP-La Liga,2021,defense
ESP,DF,23,1997,15.0,11,6,7,3,1,7,18,38.9,11,21,11,10,13,24,55,0,ESP-La Liga,2021,defense
ESP,FW,38,1982,17.9,11,4,3,5,3,8,22,36.4,14,5,1,4,3,14,19,0,ESP-La Liga,2021,defense
ARG,MF,22,1998,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ESP-La Liga,2021,defense
BRA,"FW,MF",24,1996,16.3,22,12,10,7,5,5,25,20.0,20,21,4,17,26,48,15,1,ESP-La Liga,2021,defense
GHA,DF,21,1998,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,ESP-La Liga,2021,defense
COL,"FW,MF",22,1997,18.5,19,11,5,7,7,6,17,35.3,11,10,1,9,8,27,11,0,ESP-La Liga,2021,defense
ESP,MF,25,1994,13.9,22,11,11,10,1,6,28,21.4,22,10,0,10,24,46,16,1,ESP-La Liga,2021,defense
FRA,MF,31,1989,16.4,53,37,18,33,2,15,37,40.5,22,17,0,17,25,78,21,1,ESP-La Liga,2021,defense
ARG,DF,20,2000,8.2,6,3,6,0,0,4,6,66.7,2,5,4,1,12,18,33,0,ESP-La Liga,2021,defense
ESP,DF,20,2000,2.8,4,2,2,2,0,3,4,75.0,1,5,2,3,4,8,9,0,ESP-La Liga,2021,defense
ESP,DF,30,1989,13.2,33,22,23,7,3,19,36,52.8,17,15,6,9,15,48,39,0,ESP-La Liga,2021,defense
NGA,MF,27,1992,1.1,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0,ESP-La Liga,2021,defense
ESP,FW,35,1985,16.0,7,4,1,4,2,2,11,18.2,9,8,0,8,4,11,13,1,ESP-La Liga,2021,defense
POR,GK,26,1994,32.0,1,0,1,0,0,1,3,33.3,2,0,0,0,2,3,14,0,ESP-La Liga,2021,defense
ESP,DF,32,1988,9.2,21,10,13,6,2,10,19,52.6,9,14,8,6,16,37,39,0,ESP-La Liga,2021,defense
CMR,MF,22,1997,14.7,23,15,10,12,1,8,19,42.1,11,13,3,10,13,36,16,1,ESP-La Liga,2021,defense
VEN,MF,22,1998,25.7,59,26,19,32,8,11,41,26.8,30,53,17,36,26,85,32,1,ESP-La Liga,2021,defense
ESP,MF,22,1998,0.2,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,0,0,ESP-La Liga,2021,defense
ESP,GK,18,2002,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ESP-La Liga,2021,defense
ESP,MF,32,1988,15.1,15,9,7,7,1,4,16,25.0,12,13,3,10,22,37,21,0,ESP-La Liga,2021,defense
ESP,GK,33,1986,16.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,ESP-La Liga,2021,defense
ESP,"MF,FW",29,1990,12.4,13,7,4,6,3,6,12,50.0,6,12,0,12,10,23,4,1,ESP-La Liga,2021,defense
ESP,"FW,MF",22,1998,9.5,9,7,5,2,2,3,10,30.0,7,11,0,11,8,17,5,0,ESP-La Liga,2021,defense
ESP,"MF,FW",32,1988,28.1,25,12,12,8,5,8,49,16.3,41,21,1,20,25,50,15,0,ESP-La Liga,2021,defense
SVK,DF,24,1996,6.8,7,4,2,4,1,2,5,40.0,3,2,0,2,11,18,21,0,ESP-La Liga,2021,defense
GRE,DF,31,1988,34.1,46,24,34,10,2,20,30,66.7,10,38,17,21,62,108,125,2,ESP-La Liga,2021,defense
ESP,"MF,FW",26,1994,1.3,2,2,1,0,1,0,1,0.0,1,0,0,0,5,7,3,0,ESP-La Liga,2021,defense
URU,DF,26,1994,6.7,16,12,11,5,0,8,14,57.1,6,10,4,6,11,27,16,0,ESP-La Liga,2021,defense
CIV,MF,22,1998,8.7,15,8,6,7,2,5,13,38.5,8,6,3,3,7,22,9,0,ESP-La Liga,2021,defense
ESP,MF,23,1997,22.9,50,30,20,23,7,24,65,36.9,41,27,6,21,17,67,14,0,ESP-La Liga,2021,defense
ESP,DF,25,1994,34.1,88,54,47,35,6,46,72,63.9,26,30,4,26,39,127,61,0,ESP-La Liga,2021,defense
ESP,"FW,MF",22,1997,10.2,21,14,10,10,1,9,26,34.6,17,12,0,12,9,30,6,0,ESP-La Liga,2021,defense
ESP,FW,21,1999,0.5,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,ESP-La Liga,2021,defense
ESP,DF,29,1991,32.1,39,24,31,8,0,17,29,58.6,12,32,18,14,52,91,98,0,ESP-La Liga,2021,defense
ESP,"MF,FW",29,1991,3.2,5,3,4,1,0,2,15,13.3,13,7,0,7,1,6,1,0,ESP-La Liga,2021,defense
NGA,"MF,FW",22,1998,1.6,4,3,1,2,1,0,4,0.0,4,1,0,1,1,5,1,0,ESP-La Liga,2021,defense
POR,DF,35,1985,2.0,3,3,2,1,0,1,3,33.3,2,3,0,3,4,7,7,0,ESP-La Liga,2021,defense
ESP,MF,35,1984,24.3,24,12,14,8,2,11,34,32.4,23,20,3,17,23,47,22,0,ESP-La Liga,2021,defense
ESP,DF,26,1993,17.6,37,18,26,9,2,14,31,45.2,17,14,8,6,24,61,68,0,ESP-La Liga,2021,defense
ESP,DF,23,1997,21.8,26,17,21,4,1,12,26,46.2,14,18,6,12,35,61,27,0,ESP-La Liga,2021,defense
ESP,DF,36,1983,11.9,23,15,10,8,5,15,22,68.2,7,10,4,6,16,39,23,1,ESP-La Liga,2021,defense
ESP,MF,32,1988,22.8,38,18,19,18,1,13,53,24.5,40,23,6,17,31,69,38,1,ESP-La Liga,2021,defense
ESP,FW,23,1997,32.0,15,9,4,4,7,7,22,31.8,15,14,2,12,15,30,25,0,ESP-La Liga,2021,defense
ESP,FW,25,1995,14.3,13,9,3,8,2,4,11,36.4,7,11,1,10,10,23,2,0,ESP-La Liga,2021,defense
ESP,"MF,FW",19,2000,8.8,29,10,17,9,3,11,22,50.0,11,15,0,15,14,43,9,0,ESP-La Liga,2021,defense
JPN,"FW,MF",34,1986,12.5,7,5,5,0,2,0,5,0.0,5,5,0,5,4,11,6,0,ESP-La Liga,2021,defense
ESP,GK,22,1998,22.0,1,1,0,1,0,1,3,33.3,2,0,0,0,2,3,7,0,ESP-La Liga,2021,defense
ESP,GK,29,1991,29.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,17,1,ESP-La Liga,2021,defense
ESP,MF,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ESP-La Liga,2021,defense
ESP,DF,28,1992,30.9,56,29,33,16,7,22,39,56.4,17,26,4,22,37,93,55,1,ESP-La Liga,2021,defense
CIV,"MF,FW",27,1992,1.1,5,4,2,1,2,3,4,75.0,1,2,0,2,3,8,0,0,ESP-La Liga,2021,defense
ESP,DF,33,1987,9.3,24,10,14,7,3,14,27,51.9,13,13,1,12,14,38,27,0,ESP-La Liga,2021,defense
ESP,GK,23,1997,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,5,1,ESP-La Liga,2021,defense
ESP,FW,22,1998,18.5,4,3,2,1,1,0,11,0.0,11,3,0,3,2,6,4,0,ESP-La Liga,2021,defense
ARM,MF,18,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ESP-La Liga,2021,defense
MKD,MF,25,1995,18.7,28,12,8,16,4,10,36,27.8,26,8,2,6,21,49,14,0,ESP-La Liga,2021,defense
GEO,MF,21,1999,0.3,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,ESP-La Liga,2021,defense
ESP,"MF,FW",26,1994,20.6,24,15,11,6,7,10,39,25.6,29,14,5,9,18,42,22,1,ESP-La Liga,2021,defense
ESP,DF,31,1989,19.2,32,22,26,6,0,21,35,60.0,14,22,2,20,27,59,54,0,ESP-La Liga,2021,defense
ESP,MF,23,1997,24.3,48,24,21,21,6,11,41,26.8,30,25,2,23,16,64,18,0,ESP-La Liga,2021,defense
ESP,MF,27,1993,8.3,14,6,3,6,5,5,14,35.7,9,2,0,2,13,27,4,0,ESP-La Liga,2021,defense
ESP,"MF,FW",33,1987,27.1,18,10,7,9,2,8,36,22.2,28,17,0,17,11,29,11,0,ESP-La Liga,2021,defense
ESP,GK,24,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,ESP-La Liga,2021,defense
MTQ,MF,24,1995,26.0,55,26,28,24,3,23,51,45.1,28,38,9,29,43,98,36,2,ESP-La Liga,2021,defense
SRB,MF,27,1993,12.5,23,15,12,10,1,5,19,26.3,14,9,3,6,19,42,12,1,ESP-La Liga,2021,defense
MNE,MF,28,1991,9.0,14,7,5,8,1,9,18,50.0,9,8,5,3,8,22,12,1,ESP-La Liga,2021,defense
ESP,"DF,MF",25,1995,15.8,14,7,8,3,3,8,18,44.4,10,24,16,8,35,49,52,1,ESP-La Liga,2021,defense
ESP,FW,29,1991,24.4,11,7,5,4,2,6,23,26.1,17,10,3,7,4,15,6,0,ESP-La Liga,2021,defense
ESP,MF,29,1991,15.6,38,28,12,23,3,12,35,34.3,23,22,2,20,22,60,7,0,ESP-La Liga,2021,defense
POR,DF,26,1994,25.7,34,19,26,7,1,12,29,41.4,17,22,11,11,46,80,106,3,ESP-La Liga,2021,defense
ESP,FW,31,1989,8.3,6,2,0,4,2,2,8,25.0,6,4,0,4,3,9,2,0,ESP-La Liga,2021,defense
ESP,DF,31,1988,18.0,16,12,12,3,1,7,18,38.9,11,21,10,11,33,49,84,1,ESP-La Liga,2021,defense
ESP,"DF,MF",26,1994,12.3,18,10,11,6,1,9,19,47.4,10,11,2,9,12,30,20,0,ESP-La Liga,2021,defense
ESP,"DF,FW",30,1989,8.1,4,0,4,0,0,0,2,0.0,2,10,1,9,7,11,12,0,ESP-La Liga,2021,defense
ESP,FW,20,2000,2.6,2,1,0,2,0,1,2,50.0,1,1,0,1,0,2,3,0,ESP-La Liga,2021,defense
CRC,DF,31,1989,22.9,22,13,17,5,0,10,18,55.6,8,23,15,8,36,58,97,1,ESP-La Liga,2021,defense
ESP,"FW,MF",32,1988,5.3,3,3,0,1,2,1,5,20.0,4,3,0,3,0,3,3,0,ESP-La Liga,2021,defense
CRO,FW,29,1991,18.1,20,12,2,11,7,4,15,26.7,11,17,4,13,2,22,17,1,ESP-La Liga,2021,defense
ESP,DF,31,1989,22.5,20,11,13,6,1,7,12,58.3,5,22,19,3,34,54,127,1,ESP-La Liga,2021,defense
SRB,MF,28,1992,10.1,10,6,6,4,0,5,16,31.3,11,8,1,7,7,17,10,0,ESP-La Liga,2021,defense
ESP,DF,26,1994,35.0,26,17,13,13,0,13,24,54.2,11,36,19,17,59,85,171,0,ESP-La Liga,2021,defense
ESP,FW,33,1986,9.0,6,3,2,2,2,2,14,14.3,12,5,1,4,1,7,9,0,ESP-La Liga,2021,defense
ARG,"FW,MF",26,1994,2.2,6,2,3,1,2,2,4,50.0,2,1,0,1,1,7,0,0,ESP-La Liga,2021,defense
ARG,DF,33,1987,13.7,25,14,14,11,0,11,20,55.0,9,11,6,5,25,50,26,0,ESP-La Liga,2021,defense
ESP,"MF,DF",32,1988,15.0,20,10,9,6,5,10,16,62.5,6,12,0,12,15,35,8,1,ESP-La Liga,2021,defense
ESP,"MF,FW",20,1999,5.1,9,4,1,6,2,5,12,41.7,7,9,0,9,5,14,4,0,ESP-La Liga,2021,defense
ESP,MF,22,1998,29.6,61,36,27,23,11,24,67,35.8,43,27,9,18,23,84,38,0,ESP-La Liga,2021,defense
ARG,FW,26,1993,17.2,15,6,2,4,9,3,17,17.6,14,18,2,16,1,16,10,1,ESP-La Liga,2021,defense
ESP,"MF,FW",29,1991,9.7,7,3,1,2,4,5,20,25.0,15,5,0,5,14,21,3,0,ESP-La Liga,2021,defense
ESP,DF,27,1993,3.4,5,4,4,0,1,1,3,33.3,2,3,0,3,2,7,7,0,ESP-La Liga,2021,defense
ESP,DF,28,1992,21.8,36,22,17,16,3,19,35,54.3,16,19,5,14,15,51,50,0,ESP-La Liga,2021,defense
ESP,GK,24,1996,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ESP-La Liga,2021,defense
ESP,"MF,FW",23,1997,15.9,10,5,6,1,3,5,24,20.8,19,10,1,9,16,26,8,0,ESP-La Liga,2021,defense
ESP,MF,26,1994,17.2,32,15,11,19,2,21,34,61.8,13,16,7,9,27,59,43,0,ESP-La Liga,2021,defense
ESP,DF,19,2000,10.8,27,15,10,10,7,11,25,44.0,14,8,0,8,8,35,14,0,ESP-La Liga,2021,defense
ESP,"FW,DF",25,1995,0.6,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,ESP-La Liga,2021,defense
ESP,DF,25,1995,26.1,56,28,27,22,7,22,31,71.0,9,39,10,29,43,99,68,0,ESP-La Liga,2021,defense
ESP,MF,34,1986,23.2,39,16,8,27,4,17,60,28.3,43,24,6,18,29,68,41,0,ESP-La Liga,2021,defense
ESP,DF,32,1988,1.9,6,3,5,1,0,4,6,66.7,2,0,0,0,3,9,13,0,ESP-La Liga,2021,defense
ESP,"MF,FW",31,1989,21.0,15,8,6,5,4,8,29,27.6,21,12,0,12,16,31,13,0,ESP-La Liga,2021,defense
ESP,GK,36,1984,2.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ESP-La Liga,2021,defense
ESP,"MF,FW",27,1993,30.2,50,29,21,22,7,14,45,31.1,31,28,2,26,29,79,20,0,ESP-La Liga,2021,defense
ESP,GK,27,1993,32.9,0,0,0,0,0,0,2,0.0,2,0,0,0,3,3,29,3,ESP-La Liga,2021,defense
ESP,DF,28,1992,13.8,19,9,14,4,1,9,15,60.0,6,16,8,8,14,33,40,0,ESP-La Liga,2021,defense
ESP,"MF,FW",20,2000,2.4,7,2,4,2,1,3,7,42.9,4,6,2,4,3,10,5,0,ESP-La Liga,2021,defense
ESP,FW,23,1997,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ESP-La Liga,2021,defense
BRA,MF,28,1992,32.2,84,49,50,30,4,33,73,45.2,40,50,17,33,70,154,62,0,ESP-La Liga,2021,defense
ESP,DF,28,1992,10.6,27,20,12,10,5,11,20,55.0,9,19,1,18,13,40,27,0,ESP-La Liga,2021,defense
