league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,stat_type
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,
ESP-La Liga,2024,Celta Vigo,Ilaix Moriba,GUI,MF,22-082,2003,17.3,46,29,15,23,8,22,40,55.0,18,21,4,17,10,56,26,0,defense
ESP-La Liga,2024,Celta Vigo,Iván Villar,ESP,GK,27-276,1997,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,defense
ESP-La Liga,2024,Celta Vigo,Jailson Siqueira,BRA,"DF,MF",29-216,1995,6.5,13,11,9,3,1,9,11,81.8,2,6,4,2,9,22,27,1,defense
ESP-La Liga,2024,Celta Vigo,Javi Rodríguez,ESP,DF,21-289,2003,21.6,45,33,30,15,0,28,40,70.0,12,23,7,16,29,74,79,1,defense
ESP-La Liga,2024,Celta Vigo,Javier Manquillo,ESP,DF,30-341,1994,5.7,7,5,4,3,0,2,10,20.0,8,5,3,2,7,14,14,0,defense
ESP-La Liga,2024,Celta Vigo,Jonathan Bamba,CIV,"FW,MF",29-016,1996,9.0,12,7,4,6,2,5,12,41.7,7,6,0,6,5,17,6,0,defense
ESP-La Liga,2024,Celta Vigo,Joseph Aidoo,GHA,DF,29-194,1995,0.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,defense
ESP-La Liga,2024,Celta Vigo,Luca de la Torre,USA,MF,26-323,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Celta Vigo,Marcos Alonso,ESP,DF,34-104,1990,23.0,26,18,13,10,3,19,33,57.6,14,19,6,13,27,53,103,4,defense
ESP-La Liga,2024,Celta Vigo,Mihailo Ristić,SRB,"MF,DF",29-162,1995,2.7,3,3,2,1,0,1,3,33.3,2,0,0,0,1,4,6,0,defense
ESP-La Liga,2024,Celta Vigo,Pablo Durán,ESP,"FW,MF",23-321,2001,11.0,11,6,2,7,2,3,10,30.0,7,7,2,5,7,18,6,0,defense
ESP-La Liga,2024,Celta Vigo,Sergio Carreira,ESP,"MF,DF",24-180,2000,13.6,27,16,15,6,6,14,21,66.7,7,18,2,16,11,38,27,0,defense
ESP-La Liga,2024,Celta Vigo,Tadeo Allende,ARG,FW,26-050,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Celta Vigo,Vicente Guaita,ESP,GK,38-091,1987,26.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20,1,defense
ESP-La Liga,2024,Celta Vigo,Williot Swedberg,SWE,"FW,MF",21-069,2004,11.8,16,12,5,7,4,10,13,76.9,3,10,1,9,3,19,8,1,defense
ESP-La Liga,2024,Celta Vigo,Yoel Lago,ESP,DF,21-017,2004,1.5,2,1,1,0,1,2,2,100.0,0,1,1,0,2,4,2,0,defense
ESP-La Liga,2024,Celta Vigo,Óscar Mingueza,ESP,"MF,DF",25-333,1999,23.1,30,18,15,10,5,21,53,39.6,32,22,4,18,16,46,33,3,defense
ESP-La Liga,2024,Espanyol,Alejo Véliz,ARG,FW,21-204,2003,11.0,1,1,0,1,0,1,6,16.7,5,11,2,9,4,5,20,1,defense
ESP-La Liga,2024,Espanyol,Alex Král,CZE,MF,26-327,1998,27.3,51,33,25,23,3,14,27,51.9,13,27,12,15,23,74,39,0,defense
ESP-La Liga,2024,Espanyol,Antoniu,ESP,"MF,FW",22-218,2002,6.4,13,6,4,5,4,6,15,40.0,9,10,1,9,7,20,7,1,defense
ESP-La Liga,2024,Espanyol,Brian Oliván,ESP,DF,31-010,1994,11.3,13,10,7,6,0,4,13,30.8,9,6,2,4,10,23,23,0,defense
ESP-La Liga,2024,Espanyol,Carlos Romero,ESP,"DF,MF",23-164,2001,19.5,44,28,33,9,2,26,52,50.0,26,34,10,24,19,63,72,1,defense
ESP-La Liga,2024,Espanyol,Edu Expósito,ESP,"MF,FW",28-253,1996,3.7,8,4,4,4,0,4,11,36.4,7,1,0,1,5,13,5,1,defense
ESP-La Liga,2024,Espanyol,Fernando Calero,ESP,"DF,MF",29-209,1995,4.8,9,4,7,2,0,4,5,80.0,1,9,6,3,12,21,29,0,defense
ESP-La Liga,2024,Espanyol,Irvin Cardona,FRA,"FW,MF",27-246,1997,6.7,8,5,2,4,2,6,16,37.5,10,5,1,4,4,12,10,0,defense
ESP-La Liga,2024,Espanyol,Javi Puado,ESP,"FW,MF",26-321,1998,25.7,15,12,9,3,3,6,12,50.0,6,12,2,10,4,19,14,0,defense
ESP-La Liga,2024,Espanyol,Joan García,ESP,GK,23-342,2001,29.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,15,4,defense
ESP-La Liga,2024,Espanyol,Jofre,ESP,"MF,FW",23-298,2001,19.7,19,13,12,5,2,12,20,60.0,8,8,0,8,13,32,26,0,defense
ESP-La Liga,2024,Espanyol,José Gragera,ESP,MF,24-132,2000,6.3,25,16,11,14,0,9,17,52.9,8,9,1,8,5,30,13,0,defense
ESP-La Liga,2024,Espanyol,Justin Smith,CAN,MF,22-066,2003,2.3,9,3,3,6,0,4,6,66.7,2,5,1,4,4,13,3,0,defense
ESP-La Liga,2024,Espanyol,Leandro Cabrera,URU,DF,33-298,1991,24.0,34,18,24,8,2,15,26,57.7,11,26,17,9,26,60,146,1,defense
ESP-La Liga,2024,Espanyol,Marash Kumbulla,ALB,DF,25-062,2000,25.2,39,18,26,11,2,16,30,53.3,14,37,28,9,25,64,175,2,defense
ESP-La Liga,2024,Espanyol,Naci Ünüvar,NED,"MF,DF",21-302,2003,0.3,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0,defense
ESP-La Liga,2024,Espanyol,Omar El Hilali,MAR,DF,21-211,2003,27.4,97,68,70,22,5,55,82,67.1,27,38,9,29,38,135,114,2,defense
ESP-La Liga,2024,Espanyol,Pere Milla,ESP,"MF,FW",32-200,1992,3.0,3,1,2,0,1,0,13,0.0,13,9,2,7,2,5,3,0,defense
ESP-La Liga,2024,Espanyol,Pol Lozano,ESP,MF,25-187,1999,16.9,43,27,17,22,4,20,45,44.4,25,23,4,19,20,63,25,0,defense
ESP-La Liga,2024,Espanyol,Rafael Bauza,ESP,MF,20-071,2005,2.0,5,3,3,1,1,4,7,57.1,3,3,1,2,0,5,5,0,defense
ESP-La Liga,2024,Espanyol,Roberto Férnandez,ESP,FW,22-282,2002,8.2,4,4,2,1,1,0,1,0.0,1,4,1,3,3,7,13,0,defense
ESP-La Liga,2024,Espanyol,Sergi Gómez,ESP,DF,33-014,1992,7.2,8,5,7,1,0,2,3,66.7,1,12,8,4,7,15,36,0,defense
ESP-La Liga,2024,Espanyol,Urko González,ESP,MF,24-022,2001,6.6,23,12,12,10,1,12,19,63.2,7,15,7,8,5,28,17,0,defense
ESP-La Liga,2024,Espanyol,Walid Cheddira,MAR,FW,27-079,1998,6.7,4,0,0,1,3,0,1,0.0,1,3,0,3,1,5,6,0,defense
ESP-La Liga,2024,Espanyol,Álvaro Aguado,ESP,MF,28-345,1996,4.6,4,2,2,2,0,2,8,25.0,6,6,1,5,3,7,5,1,defense
ESP-La Liga,2024,Espanyol,Álvaro Tejero,ESP,"MF,DF",28-265,1996,12.8,12,4,5,6,1,5,19,26.3,14,9,1,8,11,23,31,1,defense
ESP-La Liga,2024,Getafe,Abdoulaye Keita,ESP,"FW,MF",22-222,2002,1.1,2,2,0,1,1,2,4,50.0,2,1,0,1,0,2,3,0,defense
ESP-La Liga,2024,Getafe,Alberto Risco,ESP,"MF,FW",19-224,2005,0.8,4,4,2,0,2,1,6,16.7,5,2,0,2,0,4,0,0,defense
ESP-La Liga,2024,Getafe,Alex Sola,ESP,"MF,FW",25-306,1999,11.4,21,14,9,12,0,9,25,36.0,16,8,0,8,7,28,11,1,defense
ESP-La Liga,2024,Getafe,Allan Nyom,CMR,"DF,MF",36-336,1988,7.3,13,7,5,7,1,10,12,83.3,2,4,2,2,2,15,15,0,defense
ESP-La Liga,2024,Getafe,Bertuğ Yıldırım,TUR,FW,22-273,2002,10.3,6,3,0,5,1,1,6,16.7,5,9,2,7,1,7,12,0,defense
ESP-La Liga,2024,Getafe,Borja Mayoral,ESP,FW,28-006,1997,7.0,2,2,1,1,0,1,4,25.0,3,3,0,3,0,2,5,0,defense
ESP-La Liga,2024,Getafe,Carles Aleñá,ESP,"MF,FW",27-096,1998,5.0,6,3,2,3,1,4,13,30.8,9,9,1,8,0,6,7,0,defense
ESP-La Liga,2024,Getafe,Carles Pérez,ESP,"MF,FW",27-054,1998,15.3,33,23,11,14,8,21,48,43.8,27,16,1,15,6,39,21,0,defense
ESP-La Liga,2024,Getafe,Chrisantus Uche,NGA,"FW,MF",21-327,2003,23.4,27,17,5,16,6,6,14,42.9,8,16,2,14,8,35,15,0,defense
ESP-La Liga,2024,Getafe,Coba da Costa,ESP,"MF,FW",22-259,2002,8.3,24,11,8,14,2,10,21,47.6,11,17,0,17,5,29,5,0,defense
ESP-La Liga,2024,Getafe,David Argüelles,ESP,MF,23-100,2002,0.1,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,defense
ESP-La Liga,2024,Getafe,David Soria,ESP,GK,32-007,1993,30.0,4,4,4,0,0,4,5,80.0,1,0,0,0,1,5,16,2,defense
ESP-La Liga,2024,Getafe,Diego Rico,ESP,DF,32-047,1993,27.0,74,45,44,27,3,42,77,54.5,35,37,3,34,31,105,89,2,defense
ESP-La Liga,2024,Getafe,Djené,TOG,"DF,MF",33-101,1991,24.5,19,10,10,7,2,8,27,29.6,19,16,7,9,19,38,89,3,defense
ESP-La Liga,2024,Getafe,Domingos Duarte,POR,DF,30-032,1995,14.0,17,8,13,3,1,9,11,81.8,2,18,9,9,10,27,106,1,defense
ESP-La Liga,2024,Getafe,Gorka Rivera Alonso,ESP,"DF,MF",20-253,2004,0.2,2,0,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0,defense
ESP-La Liga,2024,Getafe,Iglesias,ESP,DF,26-282,1998,24.9,67,41,33,28,6,36,72,50.0,36,39,7,32,38,105,107,1,defense
ESP-La Liga,2024,Getafe,Ismael Bekhoucha,MAR,MF,20-142,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,defense
ESP-La Liga,2024,Getafe,Jesús Santiago,ESP,MF,20-321,2004,3.6,12,7,6,6,0,5,9,55.6,4,5,2,3,1,13,3,0,defense
ESP-La Liga,2024,Getafe,John Joe,IRL,"MF,FW",21-169,2003,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,defense
ESP-La Liga,2024,Getafe,Juan Bernat,ESP,"MF,FW",32-041,1993,4.5,12,8,5,4,3,4,7,57.1,3,4,2,2,1,13,8,0,defense
ESP-La Liga,2024,Getafe,Juan Berrocal,ESP,DF,25-342,1999,9.0,14,7,10,4,0,10,13,76.9,3,2,2,0,11,25,40,0,defense
ESP-La Liga,2024,Getafe,Juanmi,ESP,"FW,MF",31-326,1993,6.5,9,7,0,7,2,3,11,27.3,8,6,0,6,2,11,3,0,defense
ESP-La Liga,2024,Getafe,Luis Milla,ESP,MF,30-186,1994,24.9,45,28,23,18,4,24,51,47.1,27,23,0,23,17,62,24,2,defense
ESP-La Liga,2024,Getafe,Mauro Arambarri,URU,MF,29-193,1995,22.9,30,14,5,21,4,12,30,40.0,18,26,6,20,11,41,38,0,defense
ESP-La Liga,2024,Getafe,Nabil Aberdin,FRA,MF,22-231,2002,2.9,6,4,3,3,0,1,1,100.0,0,3,0,3,0,6,5,0,defense
ESP-La Liga,2024,Getafe,Omar Alderete,PAR,DF,28-106,1996,26.4,36,22,24,10,2,16,22,72.7,6,30,21,9,34,70,167,1,defense
ESP-La Liga,2024,Getafe,Peter González,DOM,"MF,FW",22-260,2002,4.0,7,4,1,3,3,4,7,57.1,3,6,0,6,1,8,4,0,defense
ESP-La Liga,2024,Getafe,Ramón Terrats,ESP,"MF,FW",24-175,2000,6.6,10,6,5,1,4,5,16,31.3,11,5,1,4,1,11,10,0,defense
ESP-La Liga,2024,Getafe,Álvaro Rodríguez,URU,FW,20-271,2004,7.0,8,5,0,6,2,3,7,42.9,4,20,0,20,3,11,12,0,defense
ESP-La Liga,2024,Girona,Abel Ruiz,ESP,FW,25-073,2000,13.0,6,2,2,2,2,2,5,40.0,3,5,2,3,4,10,7,0,defense
ESP-La Liga,2024,Girona,Alejandro Francés,ESP,DF,22-253,2002,9.9,26,18,13,12,1,21,28,75.0,7,11,4,7,14,40,36,0,defense
ESP-La Liga,2024,Girona,Arnau Martinez,ESP,"DF,MF",21-351,2003,22.7,36,18,22,9,5,24,48,50.0,24,12,5,7,23,59,59,2,defense
ESP-La Liga,2024,Girona,Arnaut Danjuma,NED,"FW,MF",28-070,1997,12.7,7,5,3,3,1,2,7,28.6,5,5,1,4,2,9,2,0,defense
ESP-La Liga,2024,Girona,Arthur Melo,BRA,MF,28-242,1996,3.5,13,6,5,8,0,8,15,53.3,7,2,0,2,3,16,3,1,defense
ESP-La Liga,2024,Girona,Bojan Miovski,MKD,FW,25-291,1999,9.4,7,5,2,2,3,2,7,28.6,5,4,0,4,2,9,7,0,defense
ESP-La Liga,2024,Girona,Bryan Gil,ESP,"FW,MF",24-059,2001,19.1,34,20,10,15,9,14,30,46.7,16,24,0,24,10,44,9,4,defense
ESP-La Liga,2024,Girona,Cristhian Stuani,URU,FW,38-181,1986,6.8,5,5,1,3,1,2,3,66.7,1,3,0,3,5,10,6,0,defense
ESP-La Liga,2024,Girona,Daley Blind,NED,DF,35-033,1990,22.9,35,19,19,12,4,22,34,64.7,12,28,8,20,22,57,73,1,defense
ESP-La Liga,2024,Girona,David López,ESP,DF,35-184,1989,21.8,26,18,18,5,3,16,29,55.2,13,20,10,10,12,38,88,1,defense
ESP-La Liga,2024,Girona,Donny van de Beek,NED,MF,27-358,1997,15.3,28,17,16,7,5,13,25,52.0,12,19,3,16,10,38,12,0,defense
ESP-La Liga,2024,Girona,Ferrán Ruiz,ESP,MF,21-350,2003,0.2,0,0,0,0,0,0,0,,0,2,1,1,1,1,0,0,defense
ESP-La Liga,2024,Girona,Gabriel Osei Misehouy,NED,"FW,MF",19-267,2005,2.9,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,defense
ESP-La Liga,2024,Girona,Iker Almena,ESP,"FW,DF",20-342,2004,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,defense
ESP-La Liga,2024,Girona,Iván Martín,ESP,MF,26-056,1999,18.5,26,15,13,11,2,12,29,41.4,17,15,3,12,10,36,14,1,defense
ESP-La Liga,2024,Girona,Jhon Solis,COL,MF,20-190,2004,4.9,9,4,2,6,1,5,12,41.7,7,12,1,11,4,13,6,1,defense
ESP-La Liga,2024,Girona,Juanpe,ESP,DF,33-346,1991,6.7,8,5,5,3,0,6,8,75.0,2,14,9,5,8,16,45,1,defense
ESP-La Liga,2024,Girona,Kim Minsu,KOR,"MF,FW",19-082,2006,0.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,defense
ESP-La Liga,2024,Girona,Ladislav Krejčí,CZE,DF,25-356,1999,20.1,19,14,17,2,0,11,22,50.0,11,21,16,5,30,49,69,4,defense
ESP-La Liga,2024,Girona,Miguel Gutiérrez,ESP,"DF,MF",23-258,2001,25.4,37,24,18,16,3,17,36,47.2,19,17,7,10,16,53,32,3,defense
ESP-La Liga,2024,Girona,Oriol Romeu,ESP,MF,33-199,1991,12.9,31,21,12,16,3,12,21,57.1,9,19,6,13,11,42,14,3,defense
ESP-La Liga,2024,Girona,Papa Ba,ESP,MF,20-211,2004,0.5,1,1,1,0,0,0,0,,0,1,0,1,0,1,1,0,defense
ESP-La Liga,2024,Girona,Pau López,ESP,GK,30-119,1994,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense
ESP-La Liga,2024,Girona,Paulo Gazzaniga,ARG,GK,33-099,1992,29.5,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,12,3,defense
ESP-La Liga,2024,Girona,Portu,ESP,"FW,MF",32-325,1992,3.9,9,4,3,3,3,5,7,71.4,2,5,0,5,0,9,1,0,defense
ESP-La Liga,2024,Girona,Silvi Clúa,ESP,MF,20-072,2005,1.8,8,7,4,3,1,4,6,66.7,2,1,0,1,2,10,6,0,defense
ESP-La Liga,2024,Girona,Viktor Tsyhankov,UKR,"FW,MF",27-147,1997,14.0,13,10,2,3,8,5,12,41.7,7,4,0,4,10,23,11,1,defense
ESP-La Liga,2024,Girona,Yangel Herrera,VEN,MF,27-087,1998,18.8,52,32,25,22,5,25,47,53.2,22,18,3,15,26,78,40,1,defense
ESP-La Liga,2024,Girona,Yaser Asprilla,COL,"FW,MF",21-143,2003,11.4,14,8,5,6,3,5,14,35.7,9,9,0,9,5,19,4,1,defense
ESP-La Liga,2024,Las Palmas,Aboubacar Bassinga,CIV,MF,19-272,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Las Palmas,Adnan Januzaj,BEL,"MF,FW",30-065,1995,4.1,7,5,1,5,1,5,7,71.4,2,4,0,4,0,7,2,0,defense
ESP-La Liga,2024,Las Palmas,Alberto Moleiro,ESP,"FW,MF",21-193,2003,24.0,25,11,10,14,1,18,46,39.1,28,21,0,21,13,38,8,0,defense
ESP-La Liga,2024,Las Palmas,Andy Pelmard,FRA,DF,25-030,2000,2.3,5,0,3,2,0,4,5,80.0,1,3,1,2,2,7,20,0,defense
ESP-La Liga,2024,Las Palmas,Benito Ramírez,ESP,"DF,MF",29-274,1995,4.3,10,5,4,6,0,9,16,56.3,7,6,3,3,1,11,14,1,defense
ESP-La Liga,2024,Las Palmas,Daley Sinkgraven,NED,DF,29-281,1995,1.0,5,1,3,2,0,1,3,33.3,2,1,0,1,1,6,2,0,defense
ESP-La Liga,2024,Las Palmas,Dario Essugo,POR,MF,20-028,2005,15.9,44,34,23,16,5,23,37,62.2,14,20,9,11,33,77,35,7,defense
ESP-La Liga,2024,Las Palmas,Dinko Horkaš,CRO,GK,26-032,1999,4.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,defense
ESP-La Liga,2024,Las Palmas,Enzo Loiodice,FRA,MF,24-135,2000,5.6,11,4,6,5,0,3,9,33.3,6,4,1,3,5,16,7,2,defense
ESP-La Liga,2024,Las Palmas,Fabio González,ESP,MF,28-058,1997,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Las Palmas,Fábio Silva,POR,FW,22-266,2002,18.9,11,6,4,4,3,4,12,33.3,8,11,0,11,4,15,23,0,defense
ESP-La Liga,2024,Las Palmas,Jaime Mata,ESP,FW,36-169,1988,5.2,6,1,1,5,0,3,9,33.3,6,4,1,3,3,9,8,0,defense
ESP-La Liga,2024,Las Palmas,Jasper Cillessen,NED,GK,35-354,1989,25.9,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,11,2,defense
ESP-La Liga,2024,Las Palmas,Javier Muñoz,ESP,"MF,DF",30-042,1995,24.9,41,32,18,15,8,14,41,34.1,27,22,4,18,27,68,35,3,defense
ESP-La Liga,2024,Las Palmas,José Campaña,ESP,MF,31-315,1993,11.9,17,14,7,8,2,9,16,56.3,7,8,0,8,18,35,19,1,defense
ESP-La Liga,2024,Las Palmas,Juan Herzog,ESP,DF,21-333,2003,10.7,11,11,11,0,0,9,14,64.3,5,13,8,5,14,25,54,0,defense
ESP-La Liga,2024,Las Palmas,Kirian Rodríguez,ESP,MF,29-037,1996,19.5,33,17,12,18,3,22,43,51.2,21,22,4,18,10,43,21,0,defense
ESP-La Liga,2024,Las Palmas,Manuel Fuster,ESP,"FW,MF",27-171,1997,7.8,13,7,2,7,4,12,22,54.5,10,10,1,9,2,15,11,0,defense
ESP-La Liga,2024,Las Palmas,Marc Cardona,ESP,"FW,DF",29-277,1995,1.2,2,1,1,1,0,0,1,0.0,1,0,0,0,0,2,0,0,defense
ESP-La Liga,2024,Las Palmas,Marvin,ESP,"DF,FW",24-282,2000,7.1,18,9,8,6,4,7,19,36.8,12,11,4,7,5,23,22,0,defense
ESP-La Liga,2024,Las Palmas,Mika Màrmol,ESP,DF,22-283,2002,19.7,44,17,26,16,2,26,40,65.0,14,35,13,22,30,74,84,1,defense
ESP-La Liga,2024,Las Palmas,Oliver McBurnie,SCO,FW,28-311,1996,14.1,10,5,4,5,1,4,10,40.0,6,10,3,7,4,14,16,0,defense
ESP-La Liga,2024,Las Palmas,Pejiño,ESP,FW,28-256,1996,0.2,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,defense
ESP-La Liga,2024,Las Palmas,Sandro Ramírez,ESP,"FW,MF",29-276,1995,19.2,24,15,9,11,4,13,29,44.8,16,15,0,15,15,39,20,2,defense
ESP-La Liga,2024,Las Palmas,Scott McKenna,SCO,DF,28-150,1996,22.4,14,9,10,4,0,7,9,77.8,2,33,25,8,8,22,126,2,defense
ESP-La Liga,2024,Las Palmas,Stefan Bajcetic,ESP,"MF,DF",20-171,2004,5.5,15,8,10,3,2,5,16,31.3,11,17,3,14,8,23,17,1,defense
ESP-La Liga,2024,Las Palmas,Valentín Pezzolesi,ESP,DF,17-360,2007,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,defense
ESP-La Liga,2024,Las Palmas,Viti,ESP,DF,27-207,1997,16.0,57,38,36,17,4,27,39,69.2,12,24,5,19,21,78,46,0,defense
ESP-La Liga,2024,Las Palmas,Álex Muñoz,ESP,DF,30-255,1994,14.4,37,29,22,14,1,20,37,54.1,17,26,11,15,16,53,65,0,defense
ESP-La Liga,2024,Las Palmas,Álex Suárez,ESP,DF,32-024,1993,21.9,33,17,25,7,1,15,22,68.2,7,34,21,13,7,40,84,1,defense
ESP-La Liga,2024,Leganés,Adrià Altimira,ESP,"DF,FW",24-014,2001,12.0,30,15,20,8,2,15,26,57.7,11,11,6,5,12,42,41,2,defense
ESP-La Liga,2024,Leganés,Aritz Arambarri,ESP,DF,27-070,1998,2.0,1,1,1,0,0,1,1,100.0,0,2,2,0,3,4,8,0,defense
ESP-La Liga,2024,Leganés,Borna Barišić,CRO,DF,32-152,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Leganés,Dani Raba,ESP,"MF,FW",29-164,1995,15.2,32,21,15,13,4,13,32,40.6,19,22,2,20,14,46,14,1,defense
ESP-La Liga,2024,Leganés,Darko Brašanac,SRB,MF,33-058,1992,15.5,23,10,4,13,6,8,15,53.3,7,19,9,10,13,36,31,0,defense
ESP-La Liga,2024,Leganés,Diego,ESP,"FW,MF",24-358,2000,9.0,0,0,0,0,0,0,4,0.0,4,2,1,1,1,1,10,0,defense
ESP-La Liga,2024,Leganés,Duk,CPV,"MF,FW",25-054,2000,0.6,4,3,1,2,1,1,1,100.0,0,2,0,2,0,4,0,0,defense
ESP-La Liga,2024,Leganés,Enric Franquesa,ESP,"DF,FW",28-044,1997,6.8,17,9,9,6,2,9,13,69.2,4,7,1,6,5,22,12,0,defense
ESP-La Liga,2024,Leganés,Javi Hernández,ESP,DF,26-344,1998,19.5,25,15,16,6,3,16,38,42.1,22,20,3,17,20,45,78,0,defense
ESP-La Liga,2024,Leganés,Jorge Sáenz,ESP,DF,28-145,1996,10.9,23,15,10,12,1,6,10,60.0,4,15,10,5,18,41,97,0,defense
ESP-La Liga,2024,Leganés,Juan Cruz,ESP,"FW,DF",24-351,2000,21.2,26,17,11,13,2,15,30,50.0,15,14,2,12,11,37,26,0,defense
ESP-La Liga,2024,Leganés,Juan Soriano,ESP,GK,27-231,1997,6.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,defense
ESP-La Liga,2024,Leganés,Julián Chicco,ARG,MF,27-088,1998,2.3,8,5,1,6,1,4,6,66.7,2,2,0,2,2,10,3,0,defense
ESP-La Liga,2024,Leganés,Marko Dmitrović,SRB,GK,33-077,1992,24.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,22,3,defense
ESP-La Liga,2024,Leganés,Matija Nastasić,SRB,DF,32-014,1993,22.6,24,11,21,3,0,16,24,66.7,8,39,30,9,19,43,155,0,defense
ESP-La Liga,2024,Leganés,Miguel,ESP,FW,25-220,1999,18.4,16,7,6,4,6,4,14,28.6,10,14,4,10,4,20,22,1,defense
ESP-La Liga,2024,Leganés,Munir El Haddadi,MAR,"FW,MF",29-222,1995,6.1,11,8,5,4,2,3,9,33.3,6,6,1,5,0,11,1,1,defense
ESP-La Liga,2024,Leganés,Renato Tapia,PER,"MF,DF",29-257,1995,19.2,44,24,20,21,3,15,34,44.1,19,47,19,28,19,63,65,1,defense
ESP-La Liga,2024,Leganés,Roberto López,ESP,MF,24-352,2000,4.4,7,5,4,3,0,4,14,28.6,10,4,0,4,1,8,7,2,defense
ESP-La Liga,2024,Leganés,Sergi,ESP,DF,32-356,1992,27.8,33,25,19,13,1,15,25,60.0,10,33,26,7,35,68,159,2,defense
ESP-La Liga,2024,Leganés,Seydouba Cissé,GUI,MF,24-060,2001,21.4,39,26,16,17,6,16,35,45.7,19,22,1,21,11,50,39,1,defense
ESP-La Liga,2024,Leganés,Sébastien Haller,CIV,FW,30-293,1994,4.5,2,0,1,0,1,1,2,50.0,1,1,0,1,0,2,7,0,defense
ESP-La Liga,2024,Leganés,Valentin Rosier,FRA,DF,28-235,1996,24.1,64,47,44,15,5,36,61,59.0,25,34,12,22,44,108,131,2,defense
ESP-La Liga,2024,Leganés,Yan Diomandé,CIV,"FW,MF",18-148,2006,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Leganés,Yvan Neyou,CMR,MF,28-098,1997,22.9,51,33,20,25,6,22,42,52.4,20,32,5,27,21,72,36,1,defense
ESP-La Liga,2024,Leganés,Óscar Rodríguez Arnaiz,ESP,"MF,FW",26-287,1998,12.2,28,14,9,13,6,12,25,48.0,13,8,1,7,17,45,17,0,defense
ESP-La Liga,2024,Mallorca,Abdón Prats,ESP,"FW,MF",32-125,1992,4.2,1,1,1,0,0,0,1,0.0,1,2,1,1,1,2,4,0,defense
ESP-La Liga,2024,Mallorca,Antonio Raillo,ESP,DF,33-185,1991,27.6,26,16,13,10,3,13,16,81.3,3,34,27,7,27,53,158,1,defense
ESP-La Liga,2024,Mallorca,Antonio Sánchez,ESP,"MF,DF",28-100,1997,10.8,22,13,14,4,4,13,25,52.0,12,12,2,10,14,36,27,0,defense
ESP-La Liga,2024,Mallorca,Chiquinho,POR,"MF,FW",25-065,2000,1.6,1,0,0,1,0,0,7,0.0,7,3,0,3,2,3,0,0,defense
ESP-La Liga,2024,Mallorca,Copete,ESP,DF,25-183,1999,12.3,18,10,12,5,1,7,7,100.0,0,13,9,4,13,31,80,1,defense
ESP-La Liga,2024,Mallorca,Cyle Larin,CAN,FW,29-359,1995,14.4,8,4,1,3,4,1,5,20.0,4,11,3,8,1,9,11,0,defense
ESP-La Liga,2024,Mallorca,Dani Rodríguez,ESP,"MF,FW",36-309,1988,19.6,40,24,12,18,10,13,24,54.2,11,18,2,16,11,51,22,0,defense
ESP-La Liga,2024,Mallorca,Daniel Luna,COL,MF,21-339,2003,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense
ESP-La Liga,2024,Mallorca,David López,ESP,DF,22-067,2003,0.9,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,3,0,defense
