league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,stat_type
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,
ESP-La Liga,2024,Mallorca,Dominik Greif,SVK,GK,28-005,1997,25.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,1,defense
ESP-La Liga,2024,Mallorca,Jan Salas,ESP,MF,19-244,2005,0.2,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,defense
ESP-La Liga,2024,Mallorca,Javier Llabrés,ESP,FW,22-212,2002,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense
ESP-La Liga,2024,Mallorca,Johan Mojica,COL,DF,32-233,1992,24.6,30,19,23,4,3,17,30,56.7,13,7,2,5,25,55,66,2,defense
ESP-La Liga,2024,Mallorca,Leo Román,ESP,GK,24-279,2000,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Mallorca,Manu Morlanes,ESP,MF,26-089,1999,14.4,43,27,18,20,5,18,30,60.0,12,18,7,11,24,67,16,0,defense
ESP-La Liga,2024,Mallorca,Marc Domenech,ESP,FW,19-100,2006,1.5,1,1,1,0,0,1,3,33.3,2,2,0,2,0,1,0,0,defense
ESP-La Liga,2024,Mallorca,Martin Valjent,SVK,DF,29-121,1995,23.7,23,16,18,4,1,11,14,78.6,3,20,11,9,15,38,143,1,defense
ESP-La Liga,2024,Mallorca,Mateu Morey,ESP,DF,25-040,2000,4.2,9,8,5,3,1,6,13,46.2,7,6,0,6,9,18,11,1,defense
ESP-La Liga,2024,Mallorca,Omar Mascarell,EQG,MF,32-068,1993,17.6,24,13,11,12,1,12,28,42.9,16,24,15,9,41,65,47,2,defense
ESP-La Liga,2024,Mallorca,Pablo Maffeo,ESP,DF,27-273,1997,21.6,54,35,40,11,3,30,41,73.2,11,30,11,19,22,76,78,1,defense
ESP-La Liga,2024,Mallorca,Roberto Navarro,ESP,"MF,FW",22-364,2002,14.2,29,22,14,11,4,9,19,47.4,10,18,0,18,19,48,12,0,defense
ESP-La Liga,2024,Mallorca,Samu Costa,POR,MF,24-135,2000,21.8,66,32,33,31,2,23,57,40.4,34,34,10,24,25,91,64,0,defense
ESP-La Liga,2024,Mallorca,Sergi Darder,ESP,"MF,FW",31-110,1993,22.7,33,21,12,14,7,12,34,35.3,22,17,1,16,11,44,17,1,defense
ESP-La Liga,2024,Mallorca,Siebe Van Der Heyden,BEL,"DF,MF",26-316,1998,1.1,1,1,0,1,0,0,0,,0,1,0,1,2,3,3,0,defense
ESP-La Liga,2024,Mallorca,Takuma Asano,JPN,"FW,MF",30-152,1994,10.6,13,9,5,7,1,6,11,54.5,5,6,0,6,5,18,8,0,defense
ESP-La Liga,2024,Mallorca,Toni Lato,ESP,DF,27-141,1997,4.9,12,7,4,4,4,5,8,62.5,3,4,0,4,3,15,21,0,defense
ESP-La Liga,2024,Mallorca,Valery Fernández,ESP,"MF,FW",25-139,1999,3.2,8,7,3,2,3,5,7,71.4,2,3,1,2,0,8,1,0,defense
ESP-La Liga,2024,Mallorca,Vedat Muriqi,KVX,FW,30-352,1994,19.4,6,4,3,2,1,3,6,50.0,3,5,1,4,7,13,33,0,defense
ESP-La Liga,2024,Osasuna,Abel,ESP,DF,24-233,2000,18.8,47,29,21,19,7,29,46,63.0,17,22,2,20,15,62,55,2,defense
ESP-La Liga,2024,Osasuna,Aimar Oroz,ESP,"MF,FW",23-135,2001,25.0,30,17,14,10,6,14,37,37.8,23,27,2,25,18,48,7,0,defense
ESP-La Liga,2024,Osasuna,Aitor Fernández,ESP,GK,33-343,1991,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense
ESP-La Liga,2024,Osasuna,Ante Budimir,CRO,FW,33-263,1991,25.4,16,7,3,9,4,2,10,20.0,8,17,4,13,1,17,15,0,defense
ESP-La Liga,2024,Osasuna,Bryan Zaragoza,ESP,"FW,MF",23-351,2001,15.9,13,9,8,4,1,6,19,31.6,13,9,0,9,1,14,8,0,defense
ESP-La Liga,2024,Osasuna,Catena,ESP,DF,30-165,1994,27.8,42,24,31,9,2,24,39,61.5,15,31,18,13,28,70,175,1,defense
ESP-La Liga,2024,Osasuna,Enzo Boyomo,CMR,DF,23-186,2001,25.2,53,34,36,14,3,21,27,77.8,6,30,17,13,32,85,96,3,defense
ESP-La Liga,2024,Osasuna,Iker Benito,ESP,"FW,MF",22-244,2002,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,defense
ESP-La Liga,2024,Osasuna,Iker Muñoz,ESP,MF,22-157,2002,4.6,5,2,3,2,0,3,5,60.0,2,6,1,5,3,8,7,1,defense
ESP-La Liga,2024,Osasuna,Javi Martínez,ESP,MF,25-110,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Osasuna,Jesús Areso,ESP,DF,25-283,1999,26.3,38,28,24,10,4,28,42,66.7,14,21,4,17,7,45,74,0,defense
ESP-La Liga,2024,Osasuna,Jon Moncayola,ESP,MF,26-333,1998,21.8,64,36,24,32,8,28,56,50.0,28,34,3,31,11,75,19,0,defense
ESP-La Liga,2024,Osasuna,Jorge Herrando,ESP,DF,24-042,2001,11.2,11,9,5,5,1,5,9,55.6,4,15,11,4,7,18,47,2,defense
ESP-La Liga,2024,Osasuna,José Arnaiz,ESP,"MF,FW",29-361,1995,1.3,6,4,3,2,1,4,7,57.1,3,2,0,2,3,9,1,0,defense
ESP-La Liga,2024,Osasuna,Juan Cruz Armada,ESP,DF,32-257,1992,12.7,19,10,9,9,1,11,19,57.9,8,13,3,10,8,27,43,0,defense
ESP-La Liga,2024,Osasuna,Kike Barja,ESP,"FW,MF",28-010,1997,2.7,3,3,1,2,0,0,1,0.0,1,5,0,5,3,6,4,0,defense
ESP-La Liga,2024,Osasuna,Lucas Torró,ESP,MF,30-266,1994,25.5,61,37,24,34,3,31,55,56.4,24,31,8,23,40,101,50,3,defense
ESP-La Liga,2024,Osasuna,Moi Gómez,ESP,"MF,FW",30-292,1994,8.1,12,8,4,6,2,3,7,42.9,4,5,2,3,5,17,7,1,defense
ESP-La Liga,2024,Osasuna,Nacho Vidal,ESP,DF,30-077,1995,1.4,2,0,0,1,1,1,4,25.0,3,1,0,1,0,2,6,0,defense
ESP-La Liga,2024,Osasuna,Pablo Ibáñez,ESP,MF,26-203,1998,9.7,14,7,5,8,1,8,27,29.6,19,16,5,11,13,27,15,0,defense
ESP-La Liga,2024,Osasuna,Raúl,ESP,"FW,MF",24-159,2000,7.5,11,6,3,5,3,4,9,44.4,5,4,0,4,0,11,5,0,defense
ESP-La Liga,2024,Osasuna,Rubén García,ESP,"FW,MF",31-271,1993,21.3,41,27,15,17,9,20,46,43.5,26,29,1,28,12,53,30,1,defense
ESP-La Liga,2024,Osasuna,Rubén Peña,ESP,"FW,DF",33-267,1991,7.4,8,2,2,2,4,2,17,11.8,15,9,0,9,5,13,11,0,defense
ESP-La Liga,2024,Osasuna,Sergio Herrera,ESP,GK,31-310,1993,29.0,2,1,2,0,0,2,5,40.0,3,1,0,1,0,2,23,1,defense
ESP-La Liga,2024,Rayo Vallecano,Abdul Mumin,GHA,DF,26-309,1998,22.4,37,25,30,7,0,17,27,63.0,10,40,29,11,23,60,125,0,defense
ESP-La Liga,2024,Rayo Vallecano,Adri Embarba,ESP,"FW,MF",32-339,1992,15.3,35,16,13,15,7,16,39,41.0,23,17,1,16,12,47,12,1,defense
ESP-La Liga,2024,Rayo Vallecano,Alfonso Espino,URU,DF,33-096,1992,6.4,30,16,23,5,2,19,35,54.3,16,11,4,7,10,40,19,0,defense
ESP-La Liga,2024,Rayo Vallecano,Andrei Ratiu,ROU,DF,26-295,1998,27.2,59,34,37,15,7,34,54,63.0,20,32,3,29,23,82,62,2,defense
ESP-La Liga,2024,Rayo Vallecano,Aridane Hernández,ESP,DF,36-019,1989,6.4,8,6,5,3,0,2,4,50.0,2,5,3,2,3,11,53,2,defense
ESP-La Liga,2024,Rayo Vallecano,Augusto Batalla,ARG,GK,28-346,1996,25.0,3,1,3,0,0,3,4,75.0,1,0,0,0,0,3,9,4,defense
ESP-La Liga,2024,Rayo Vallecano,Cárdenas,ESP,GK,28-014,1997,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,defense
ESP-La Liga,2024,Rayo Vallecano,Etienne Eto'o,CMR,FW,22-236,2002,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,defense
ESP-La Liga,2024,Rayo Vallecano,Florian Lejeune,FRA,DF,33-326,1991,28.9,37,24,23,12,2,16,33,48.5,17,32,26,6,27,64,137,0,defense
ESP-La Liga,2024,Rayo Vallecano,Gerard Gumbau,ESP,MF,30-114,1994,6.8,14,12,7,6,1,6,12,50.0,6,7,3,4,3,17,10,0,defense
ESP-La Liga,2024,Rayo Vallecano,Isaac Palazón Camacho,ESP,"MF,FW",30-105,1994,17.9,21,16,10,6,5,7,25,28.0,18,14,1,13,8,29,10,1,defense
ESP-La Liga,2024,Rayo Vallecano,Iván Balliu,ALB,DF,33-100,1992,9.0,10,8,2,5,3,3,11,27.3,8,9,2,7,7,17,22,0,defense
ESP-La Liga,2024,Rayo Vallecano,James Rodríguez,COL,"MF,FW",33-273,1991,1.6,3,2,1,2,0,0,2,0.0,2,2,0,2,1,4,0,0,defense
ESP-La Liga,2024,Rayo Vallecano,Jorge de Frutos,ESP,"FW,MF",28-050,1997,22.1,27,14,10,10,7,11,36,30.6,25,16,0,16,15,42,19,1,defense
ESP-La Liga,2024,Rayo Vallecano,Pathé Ciss,SEN,MF,31-026,1994,17.5,40,20,20,19,1,20,38,52.6,18,24,5,19,28,68,48,3,defense
ESP-La Liga,2024,Rayo Vallecano,Pedro Díaz,ESP,MF,26-310,1998,8.5,17,11,6,10,1,10,29,34.5,19,11,0,11,6,23,4,1,defense
ESP-La Liga,2024,Rayo Vallecano,Pelayo Fernandez,ESP,DF,21-347,2003,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,defense
ESP-La Liga,2024,Rayo Vallecano,Pep Chavarría,ESP,DF,27-001,1998,22.2,37,28,25,11,1,22,35,62.9,13,30,8,22,22,59,91,1,defense
ESP-La Liga,2024,Rayo Vallecano,Randy Nteka,ANG,FW,27-126,1997,10.8,12,5,3,7,2,4,11,36.4,7,12,2,10,4,16,16,0,defense
ESP-La Liga,2024,Rayo Vallecano,Raúl de Tomás,ESP,DF,30-176,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Rayo Vallecano,Sergi Guardiola,ESP,FW,33-317,1991,3.5,3,2,0,3,0,0,1,0.0,1,0,0,0,1,4,2,0,defense
ESP-La Liga,2024,Rayo Vallecano,Sergio Camello,ESP,FW,24-060,2001,12.6,9,3,2,5,2,4,6,66.7,2,8,1,7,4,13,16,0,defense
ESP-La Liga,2024,Rayo Vallecano,Unai López,ESP,MF,29-163,1995,14.6,20,13,9,6,5,10,23,43.5,13,13,3,10,19,39,14,0,defense
ESP-La Liga,2024,Rayo Vallecano,Álvaro García,ESP,"FW,MF",32-166,1992,21.3,30,21,18,8,4,11,25,44.0,14,28,0,28,28,58,37,1,defense
ESP-La Liga,2024,Rayo Vallecano,Óscar Trejo,ARG,MF,36-350,1988,5.4,7,5,1,4,2,3,9,33.3,6,8,0,8,4,11,5,0,defense
ESP-La Liga,2024,Rayo Vallecano,Óscar Valentín,ESP,MF,30-234,1994,16.3,46,36,20,17,9,27,58,46.6,31,31,5,26,21,67,44,1,defense
ESP-La Liga,2024,Real Madrid,Andriy Lunin,UKR,GK,26-059,1999,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense
ESP-La Liga,2024,Real Madrid,Antonio Rüdiger,GER,DF,32-039,1993,23.5,18,11,12,6,0,10,14,71.4,4,21,13,8,8,26,86,1,defense
ESP-La Liga,2024,Real Madrid,Arda Güler,TUR,"MF,FW",20-045,2005,7.9,19,8,7,5,7,7,15,46.7,8,13,0,13,4,23,7,0,defense
ESP-La Liga,2024,Real Madrid,Aurélien Tchouaméni,FRA,"DF,MF",25-074,2000,23.3,34,17,15,17,2,15,31,48.4,16,25,18,7,35,69,69,1,defense
ESP-La Liga,2024,Real Madrid,Brahim Díaz,MAR,"FW,MF",25-251,1999,12.9,21,16,7,11,3,6,16,37.5,10,13,0,13,4,25,1,1,defense
ESP-La Liga,2024,Real Madrid,Chema,ESP,MF,19-351,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense
ESP-La Liga,2024,Real Madrid,Dani Carvajal,ESP,DF,33-090,1992,6.8,12,8,7,3,2,9,12,75.0,3,8,3,5,10,22,19,1,defense
ESP-La Liga,2024,Real Madrid,Dani Ceballos,ESP,MF,28-247,1996,9.2,34,18,15,14,5,16,26,61.5,10,13,3,10,13,47,6,1,defense
ESP-La Liga,2024,Real Madrid,Daniel Yáñez,ESP,FW,18-014,2007,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Real Madrid,David Alaba,AUT,DF,32-291,1992,3.0,1,0,1,0,0,0,0,,0,5,5,0,6,7,5,0,defense
ESP-La Liga,2024,Real Madrid,Eduardo Camavinga,FRA,"MF,DF",22-152,2002,9.7,36,21,21,12,3,17,28,60.7,11,19,7,12,14,50,19,0,defense
ESP-La Liga,2024,Real Madrid,Endrick,BRA,FW,18-264,2006,1.4,1,1,1,0,0,1,3,33.3,2,0,0,0,3,4,1,0,defense
ESP-La Liga,2024,Real Madrid,Federico Valverde,URU,"MF,DF",26-263,1998,25.7,39,24,15,19,5,23,34,67.6,11,31,4,27,50,89,38,1,defense
ESP-La Liga,2024,Real Madrid,Ferland Mendy,FRA,DF,29-307,1995,11.2,17,14,7,6,4,9,12,75.0,3,11,4,7,9,26,8,1,defense
ESP-La Liga,2024,Real Madrid,Fran,ESP,GK,19-291,2005,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense
ESP-La Liga,2024,Real Madrid,Fran Garcia,ESP,DF,25-240,1999,17.4,33,22,20,9,4,16,30,53.3,14,19,4,15,23,56,47,1,defense
ESP-La Liga,2024,Real Madrid,Jesús Vallejo,ESP,DF,28-096,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense
ESP-La Liga,2024,Real Madrid,Jude Bellingham,ENG,MF,21-286,2003,22.0,49,28,16,21,12,22,34,64.7,12,28,2,26,23,72,18,1,defense
ESP-La Liga,2024,Real Madrid,Kylian Mbappé,FRA,FW,26-112,1998,26.9,8,5,1,3,4,1,5,20.0,4,3,0,3,0,8,1,0,defense
ESP-La Liga,2024,Real Madrid,Lorenzo Aguado,ESP,DF,22-204,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense
ESP-La Liga,2024,Real Madrid,Lucas Vázquez,ESP,DF,33-284,1991,19.3,44,26,27,12,5,22,42,52.4,20,14,2,12,16,60,24,0,defense
ESP-La Liga,2024,Real Madrid,Luka Modrić,CRO,MF,39-214,1985,15.8,26,16,16,9,1,13,29,44.8,16,12,5,7,22,48,14,0,defense
ESP-La Liga,2024,Real Madrid,Raúl Asencio,ESP,DF,22-057,2003,12.2,17,11,15,2,0,8,11,72.7,3,5,3,2,9,26,57,2,defense
ESP-La Liga,2024,Real Madrid,Rodrygo,BRA,"FW,MF",24-092,2001,19.7,18,13,11,5,2,5,18,27.8,13,16,1,15,10,28,8,0,defense
ESP-La Liga,2024,Real Madrid,Thibaut Courtois,BEL,GK,32-335,1992,24.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,1,defense
ESP-La Liga,2024,Real Madrid,Vinicius Júnior,BRA,FW,24-273,2000,20.5,18,8,6,3,9,4,16,25.0,12,5,0,5,3,21,1,2,defense
ESP-La Liga,2024,Real Madrid,Éder Militão,BRA,DF,27-083,1998,10.4,19,17,14,5,0,7,12,58.3,5,13,8,5,12,31,35,0,defense
ESP-La Liga,2024,Real Sociedad,Aihen Muñoz,ESP,DF,27-238,1997,7.6,16,10,10,6,0,11,21,52.4,10,9,6,3,11,27,40,0,defense
ESP-La Liga,2024,Real Sociedad,Ander Barrenetxea,ESP,"MF,FW",23-105,2001,11.4,21,15,7,10,4,5,18,27.8,13,14,0,14,10,31,14,0,defense
ESP-La Liga,2024,Real Sociedad,Aritz Elustondo,ESP,DF,31-014,1994,10.9,13,7,8,3,2,8,14,57.1,6,13,10,3,8,21,66,0,defense
ESP-La Liga,2024,Real Sociedad,Arkaitz Mariezkurrena,ESP,"MF,FW",20-006,2005,0.9,1,0,1,0,0,0,3,0.0,3,1,0,1,1,2,2,0,defense
ESP-La Liga,2024,Real Sociedad,Arsen Zakharyan,RUS,"MF,FW",21-320,2003,0.8,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,0,0,defense
ESP-La Liga,2024,Real Sociedad,Beñat Turrientes,ESP,MF,23-070,2002,8.3,13,5,4,8,1,4,10,40.0,6,14,2,12,4,17,11,0,defense
ESP-La Liga,2024,Real Sociedad,Brais Méndez,ESP,MF,28-094,1997,14.0,18,11,5,9,4,7,21,33.3,14,10,1,9,6,24,16,1,defense
ESP-La Liga,2024,Real Sociedad,Daniel Díaz,ESP,MF,18-293,2006,0.1,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,defense
ESP-La Liga,2024,Real Sociedad,Hamari Traoré,MLI,DF,33-074,1992,4.9,14,9,8,5,1,11,16,68.8,5,3,1,2,4,18,15,0,defense
ESP-La Liga,2024,Real Sociedad,Igor Zubeldia,ESP,DF,28-012,1997,22.7,32,21,21,9,2,14,25,56.0,11,31,18,13,25,57,91,2,defense
ESP-La Liga,2024,Real Sociedad,Javi López,ESP,DF,23-017,2002,18.2,34,20,19,11,4,20,33,60.6,13,19,6,13,5,39,50,1,defense
ESP-La Liga,2024,Real Sociedad,Jon Aramburu,VEN,DF,22-262,2002,22.5,81,60,46,26,9,54,81,66.7,27,30,7,23,27,108,84,0,defense
ESP-La Liga,2024,Real Sociedad,Jon Magunazelaia,ESP,MF,24-272,2000,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,defense
ESP-La Liga,2024,Real Sociedad,Jon Martin,ESP,DF,19-100,2006,4.0,3,2,2,0,1,2,3,66.7,1,6,5,1,5,8,26,0,defense
ESP-La Liga,2024,Real Sociedad,Jon Pacheco,ESP,DF,24-093,2001,7.0,10,6,7,3,0,6,8,75.0,2,7,6,1,6,16,36,1,defense
ESP-La Liga,2024,Real Sociedad,Luka Sučić,CRO,MF,22-215,2002,16.1,22,16,6,11,5,9,21,42.9,12,21,2,19,12,34,14,1,defense
ESP-La Liga,2024,Real Sociedad,Luken Beitia,ESP,DF,20-285,2004,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,defense
ESP-La Liga,2024,Real Sociedad,Martín Zubimendi,ESP,MF,26-068,1999,26.9,64,35,27,26,11,27,39,69.2,12,36,15,21,35,99,64,3,defense
ESP-La Liga,2024,Real Sociedad,Mikel Oyarzabal,ESP,FW,27-355,1997,18.3,17,10,6,7,4,8,16,50.0,8,11,1,10,4,21,14,0,defense
ESP-La Liga,2024,Real Sociedad,Nayef Aguerd,MAR,DF,29-012,1996,18.6,30,24,17,12,1,12,18,66.7,6,21,15,6,13,43,88,0,defense
ESP-La Liga,2024,Real Sociedad,Olasagasti,ESP,MF,24-238,2000,8.4,18,8,5,8,5,7,17,41.2,10,8,2,6,13,31,9,0,defense
ESP-La Liga,2024,Real Sociedad,Orri Steinn Óskarsson,ISL,FW,20-225,2004,9.8,6,6,2,1,3,2,8,25.0,6,10,1,9,2,8,10,0,defense
ESP-La Liga,2024,Real Sociedad,Pablo Marín,ESP,MF,21-282,2003,6.9,15,10,3,9,3,5,12,41.7,7,6,2,4,2,17,10,0,defense
ESP-La Liga,2024,Real Sociedad,Sergio Gómez,ESP,"MF,DF",24-219,2000,25.2,59,34,24,25,10,24,48,50.0,24,38,2,36,16,75,24,2,defense
ESP-La Liga,2024,Real Sociedad,Sheraldo Becker,SUR,"FW,MF",30-061,1995,10.8,2,2,0,2,0,0,2,0.0,2,4,0,4,1,3,10,0,defense
ESP-La Liga,2024,Real Sociedad,Takefusa Kubo,JPN,"MF,FW",23-311,2001,19.5,24,14,9,9,6,14,31,45.2,17,28,1,27,9,33,11,1,defense
ESP-La Liga,2024,Real Sociedad,Umar Sadiq,NGA,FW,28-068,1997,2.5,2,1,1,1,0,1,2,50.0,1,3,1,2,1,3,2,0,defense
ESP-La Liga,2024,Real Sociedad,Unai Marrero,ESP,GK,23-184,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense
ESP-La Liga,2024,Real Sociedad,Urko González,ESP,MF,24-022,2001,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,defense
ESP-La Liga,2024,Real Sociedad,Álex Remiro,ESP,GK,30-018,1995,29.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,13,4,defense
ESP-La Liga,2024,Real Sociedad,Álvaro Odriozola,ESP,DF,29-118,1995,0.5,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,defense
ESP-La Liga,2024,Sevilla,Adrià Pedrosa,ESP,DF,26-333,1998,20.4,50,31,31,13,6,27,48,56.3,21,36,8,28,16,66,71,0,defense
ESP-La Liga,2024,Sevilla,Akor Adams,NGA,FW,25-072,2000,1.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,defense
ESP-La Liga,2024,Sevilla,Albert Sambi Lokonga,BEL,MF,25-171,1999,14.8,20,14,10,9,1,10,13,76.9,3,10,1,9,8,28,21,3,defense
ESP-La Liga,2024,Sevilla,Carmona,ESP,DF,23-072,2002,26.9,68,47,40,21,7,32,60,53.3,28,31,10,21,60,128,81,3,defense
ESP-La Liga,2024,Sevilla,Chidera Ejuke,NGA,FW,27-099,1998,9.8,15,10,5,8,2,7,16,43.8,9,12,0,12,4,19,7,0,defense
ESP-La Liga,2024,Sevilla,Darío Fuentes,ESP,DF,22-089,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Sevilla,Djibril Sow,SUI,MF,28-064,1997,18.5,18,9,9,8,1,6,13,46.2,7,13,2,11,20,38,20,0,defense
ESP-La Liga,2024,Sevilla,Dodi Lukebakio,BEL,FW,27-199,1997,28.0,18,12,7,7,4,11,23,47.8,12,14,0,14,5,23,14,2,defense
ESP-La Liga,2024,Sevilla,Gonzalo Montiel,ARG,"DF,MF",28-100,1997,1.3,4,2,3,1,0,3,4,75.0,1,0,0,0,2,6,11,0,defense
ESP-La Liga,2024,Sevilla,Isaac Romero,ESP,FW,24-328,2000,21.7,10,5,3,3,4,1,14,7.1,13,13,1,12,6,16,24,0,defense
ESP-La Liga,2024,Sevilla,Israel Domínguez,ESP,FW,21-339,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Sevilla,Jesús Navas,ESP,"FW,MF",39-141,1985,4.7,5,2,3,0,2,0,3,0.0,3,1,0,1,4,9,6,0,defense
ESP-La Liga,2024,Sevilla,Juanlu Sánchez,ESP,"MF,DF",21-239,2003,13.7,31,23,17,11,3,22,34,64.7,12,14,0,14,8,39,15,0,defense
ESP-La Liga,2024,Sevilla,Kelechi Iheanacho,NGA,FW,28-190,1996,4.4,1,0,0,1,0,1,3,33.3,2,0,0,0,0,1,1,0,defense
ESP-La Liga,2024,Sevilla,Kike Salas,ESP,DF,22-353,2002,18.4,34,21,14,14,6,20,33,60.6,13,20,11,9,27,61,106,0,defense
ESP-La Liga,2024,Sevilla,Leandro Antonetti,PUR,FW,22-088,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Sevilla,Loïc Bade,FRA,DF,25-000,2000,24.2,41,25,32,9,0,20,27,74.1,7,19,11,8,26,67,121,2,defense
ESP-La Liga,2024,Sevilla,Lucas Ocampos,ARG,FW,30-274,1994,1.9,3,2,2,0,1,1,2,50.0,1,2,0,2,0,3,2,0,defense
ESP-La Liga,2024,Sevilla,Lucien Agoume,FRA,MF,23-061,2002,15.8,41,16,12,23,6,17,24,70.8,7,19,7,12,25,66,22,0,defense
ESP-La Liga,2024,Sevilla,Manu Bueno,ESP,MF,20-258,2004,1.2,4,3,0,1,3,1,2,50.0,1,0,0,0,0,4,2,0,defense
ESP-La Liga,2024,Sevilla,Marcão,BRA,DF,28-310,1996,5.1,9,6,6,3,0,2,3,66.7,1,9,6,3,6,15,27,1,defense
ESP-La Liga,2024,Sevilla,Mateo Mejía,ESP,FW,22-011,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Sevilla,Nemanja Gudelj,SRB,"DF,MF",33-146,1991,22.1,34,18,12,18,4,17,27,63.0,10,24,9,15,22,56,71,0,defense
ESP-La Liga,2024,Sevilla,Peque,ESP,"FW,MF",22-189,2002,9.0,10,3,4,5,1,4,12,33.3,8,11,0,11,7,17,4,0,defense
ESP-La Liga,2024,Sevilla,Ramón Martínez,ESP,DF,22-171,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Sevilla,Ruben Vargas,SUI,"FW,MF",26-249,1998,7.5,7,4,1,5,1,3,8,37.5,5,9,0,9,3,10,10,0,defense
ESP-La Liga,2024,Sevilla,Saúl Ñíguez,ESP,MF,30-141,1994,13.8,36,24,12,18,6,10,26,38.5,16,24,2,22,18,54,26,0,defense
ESP-La Liga,2024,Sevilla,Stanis Idumbo,BEL,"FW,MF",19-286,2005,2.9,8,5,3,3,2,2,4,50.0,2,3,1,2,4,12,2,0,defense
ESP-La Liga,2024,Sevilla,Suso,ESP,"FW,MF",31-143,1993,2.0,2,1,1,1,0,1,5,20.0,4,0,0,0,0,2,0,0,defense
ESP-La Liga,2024,Sevilla,Tanguy Nianzou,FRA,DF,22-308,2002,5.8,7,5,6,0,1,5,6,83.3,1,1,0,1,8,15,27,0,defense
ESP-La Liga,2024,Sevilla,Valentín Barco,ARG,"DF,FW",20-262,2004,3.2,15,9,8,3,4,12,15,80.0,3,0,0,0,2,17,5,0,defense
ESP-La Liga,2024,Sevilla,Álvaro Fernández,ESP,GK,26-363,1998,7.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0,defense
ESP-La Liga,2024,Sevilla,Álvaro Pascual,ESP,FW,23-100,2002,0.7,1,0,0,0,1,1,2,50.0,1,0,0,0,2,3,0,0,defense
ESP-La Liga,2024,Sevilla,Ørjan Nyland,NOR,GK,34-213,1990,22.7,3,2,3,0,0,3,4,75.0,1,0,0,0,0,3,10,3,defense
ESP-La Liga,2024,Valencia,Alberto Marí,ESP,FW,23-274,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2024,Valencia,Cristhian Mosquera,ESP,DF,20-288,2004,28.9,42,29,32,9,1,23,31,74.2,8,29,19,10,31,73,92,3,defense
ESP-La Liga,2024,Valencia,César Tárrega,ESP,DF,23-044,2002,26.6,38,27,25,11,2,16,26,61.5,10,28,14,14,17,55,177,1,defense
ESP-La Liga,2024,Valencia,Dani Gómez,ESP,FW,26-255,1998,5.9,3,2,0,0,3,0,0,,0,1,0,1,2,5,4,0,defense
