nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,league,season,stat_type
DEN,"MF,FW",26-011,1999,19.2,1,0,0,40,36,4,24,8,14,0,0,0,62,41,55,42.7,ITA-Serie A,2024,misc
SWE,FW,26-260,1998,3.3,1,0,0,6,4,1,4,0,0,0,0,0,8,2,4,33.3,ITA-Serie A,2024,misc
COL,DF,26-289,1998,22.9,5,1,0,18,9,0,3,19,20,0,1,0,141,34,31,52.3,ITA-Serie A,2024,misc
ESP,DF,25-082,2000,20.6,3,0,0,20,24,1,180,20,17,0,0,0,80,29,29,50.0,ITA-Serie A,2024,misc
POL,MF,20-216,2004,2.7,2,0,0,5,4,0,8,2,2,0,0,0,16,2,8,20.0,ITA-Serie A,2024,misc
SCO,MF,25-230,1999,7.9,0,0,0,24,12,1,9,3,9,0,0,0,22,8,11,42.1,ITA-Serie A,2024,misc
ITA,DF,36-323,1988,8.5,1,0,0,16,6,0,13,7,6,0,0,0,19,10,12,45.5,ITA-Serie A,2024,misc
CRO,DF,27-077,1998,3.2,0,0,0,5,7,0,0,2,0,1,0,0,9,9,8,52.9,ITA-Serie A,2024,misc
SUI,MF,28-095,1997,5.7,1,0,0,13,11,0,9,5,8,0,0,0,25,4,7,36.4,ITA-Serie A,2024,misc
ITA,FW,24-104,2000,3.6,0,0,0,6,16,0,23,2,4,1,0,0,14,3,5,37.5,ITA-Serie A,2024,misc
ITA,DF,27-056,1998,7.7,1,0,0,17,4,0,0,13,4,0,0,1,33,29,21,58.0,ITA-Serie A,2024,misc
CRO,MF,27-030,1998,12.3,1,0,0,20,9,0,32,13,26,0,0,0,70,12,15,44.4,ITA-Serie A,2024,misc
MAR,MF,23-317,2001,0.1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,,ITA-Serie A,2024,misc
SUI,MF,32-361,1992,29.0,6,0,0,38,15,1,16,30,33,0,0,0,128,25,24,51.0,ITA-Serie A,2024,misc
ITA,FW,28-077,1997,16.1,0,0,0,23,33,8,46,7,11,0,0,0,53,20,16,55.6,ITA-Serie A,2024,misc
NED,DF,26-145,1998,28.5,0,0,0,25,31,1,6,25,24,0,1,0,114,78,60,56.5,ITA-Serie A,2024,misc
ENG,"FW,MF",21-189,2003,1.3,0,0,0,2,1,0,9,2,2,0,0,0,8,0,3,0.0,ITA-Serie A,2024,misc
ARG,FW,20-194,2004,23.7,5,0,0,46,49,9,7,3,9,0,0,1,66,35,64,35.4,ITA-Serie A,2024,misc
AUT,DF,27-332,1997,7.9,1,0,0,16,17,1,18,5,15,0,0,0,43,13,8,61.9,ITA-Serie A,2024,misc
NED,"FW,MF",24-251,2000,7.9,1,0,0,19,12,4,2,1,5,1,0,0,34,27,21,56.3,ITA-Serie A,2024,misc
ITA,MF,25-270,1999,10.3,6,2,1,23,10,0,4,11,16,1,0,0,34,10,14,41.7,ITA-Serie A,2024,misc
POL,GK,33-341,1991,22.3,1,0,0,1,4,0,0,0,0,0,1,0,40,2,0,100.0,ITA-Serie A,2024,misc
SVK,DF,22-231,2002,10.4,4,0,0,18,7,0,9,18,17,0,0,0,52,24,19,55.8,ITA-Serie A,2024,misc
ALB,GK,27-117,1997,6.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,ITA-Serie A,2024,misc
ITA,MF,29-253,1995,12.6,4,0,0,25,10,0,14,11,16,0,0,0,51,29,26,52.7,ITA-Serie A,2024,misc
CGO,MF,26-267,1998,18.9,3,1,1,23,14,0,6,12,18,0,1,0,89,3,15,16.7,ITA-Serie A,2024,misc
ITA,GK,23-229,2001,12.0,0,0,0,0,6,0,0,0,0,0,0,0,13,1,0,100.0,ITA-Serie A,2024,misc
ROU,"FW,MF",27-001,1998,1.8,1,0,0,6,5,0,0,1,3,0,0,0,10,3,2,60.0,ITA-Serie A,2024,misc
ITA,DF,25-110,1999,27.5,3,0,0,21,15,0,56,19,19,0,0,0,101,21,21,50.0,ITA-Serie A,2024,misc
ITA,"MF,FW",24-341,2000,9.8,0,0,0,14,10,3,22,5,6,0,0,0,30,10,19,34.5,ITA-Serie A,2024,misc
PER,"FW,MF",35-063,1990,3.4,1,0,0,9,1,1,3,0,0,0,0,0,5,11,8,57.9,ITA-Serie A,2024,misc
ARG,DF,35-096,1990,7.1,2,0,0,4,1,0,0,12,7,0,1,0,31,6,9,40.0,ITA-Serie A,2024,misc
ZAM,"MF,FW",22-096,2003,0.9,0,0,0,4,1,0,1,0,0,0,0,0,4,1,2,33.3,ITA-Serie A,2024,misc
ITA,"FW,MF",36-136,1988,3.8,4,0,0,20,3,6,0,0,0,0,0,0,9,43,35,55.1,ITA-Serie A,2024,misc
POL,DF,28-059,1997,2.0,1,0,0,4,0,0,0,7,0,0,1,0,11,2,7,22.2,ITA-Serie A,2024,misc
ITA,MF,21-104,2003,5.4,1,0,0,7,6,0,5,5,4,0,0,0,17,0,5,0.0,ITA-Serie A,2024,misc
ITA,"MF,FW",23-359,2001,9.7,1,0,0,18,17,4,22,7,12,0,1,0,47,7,10,41.2,ITA-Serie A,2024,misc
FRA,MF,24-266,2000,20.3,4,1,1,24,12,0,7,20,27,0,0,0,100,24,18,57.1,ITA-Serie A,2024,misc
ITA,"DF,FW",25-296,1999,24.0,2,0,0,25,18,1,98,14,11,0,1,0,70,16,22,42.1,ITA-Serie A,2024,misc
ITA,"MF,FW",35-181,1989,12.1,2,0,0,18,28,7,68,2,7,0,0,0,47,21,21,50.0,ITA-Serie A,2024,misc
BRA,DF,30-270,1994,4.7,2,0,0,5,3,0,22,5,9,0,0,0,24,6,5,54.5,ITA-Serie A,2024,misc
ITA,FW,24-074,2001,28.8,4,0,0,49,48,19,5,2,9,2,0,0,44,91,125,42.1,ITA-Serie A,2024,misc
ROU,MF,28-323,1996,12.7,4,0,0,23,10,0,61,2,12,0,0,0,61,9,15,37.5,ITA-Serie A,2024,misc
ITA,DF,28-217,1996,31.0,4,0,0,21,15,1,7,27,22,0,1,0,118,52,49,51.5,ITA-Serie A,2024,misc
ITA,GK,28-315,1996,13.0,0,0,0,0,1,0,0,0,0,0,0,0,17,3,1,75.0,ITA-Serie A,2024,misc
ITA,"DF,FW",30-224,1994,23.5,3,0,0,12,9,2,174,15,25,0,0,0,109,39,20,66.1,ITA-Serie A,2024,misc
COL,DF,30-200,1994,25.1,6,1,1,36,46,2,1,30,25,0,0,0,139,92,43,68.1,ITA-Serie A,2024,misc
ANG,"FW,MF",23-033,2002,13.3,2,0,0,37,36,7,49,2,4,0,0,0,34,6,11,35.3,ITA-Serie A,2024,misc
ITA,FW,28-360,1996,1.0,0,0,0,3,1,2,0,0,0,0,0,0,3,4,4,50.0,ITA-Serie A,2024,misc
ITA,DF,26-180,1998,20.3,1,1,0,22,16,0,1,22,20,0,2,0,68,59,24,71.1,ITA-Serie A,2024,misc
ESP,DF,32-280,1992,15.7,4,0,0,14,12,1,43,12,10,0,0,0,58,8,18,30.8,ITA-Serie A,2024,misc
ITA,"FW,MF",30-275,1994,1.2,1,0,0,3,3,1,1,0,0,0,0,0,9,1,8,11.1,ITA-Serie A,2024,misc
ITA,"DF,FW",34-069,1991,4.2,2,0,0,5,6,0,15,3,2,0,0,0,16,2,7,22.2,ITA-Serie A,2024,misc
IRQ,"FW,DF",21-081,2004,0.1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,100.0,ITA-Serie A,2024,misc
GAM,"FW,DF",23-159,2001,17.7,2,1,0,38,47,14,39,10,45,0,0,0,92,11,14,44.0,ITA-Serie A,2024,misc
GRE,FW,25-252,1999,2.2,1,0,0,5,6,0,0,1,0,0,0,0,8,4,8,33.3,ITA-Serie A,2024,misc
ITA,FW,31-112,1993,6.6,1,0,0,9,19,5,5,1,5,0,0,0,17,18,26,40.9,ITA-Serie A,2024,misc
SEN,"FW,MF",19-216,2005,12.0,2,0,0,17,42,5,11,3,13,0,0,0,36,15,27,35.7,ITA-Serie A,2024,misc
CIV,MF,25-028,2000,0.6,1,0,0,1,1,0,0,1,2,0,0,0,7,0,1,0.0,ITA-Serie A,2024,misc
ITA,MF,33-030,1992,0.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,ITA-Serie A,2024,misc
ENG,MF,29-000,1996,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,ITA-Serie A,2024,misc
ITA,DF,31-160,1993,22.1,10,1,1,35,21,2,6,23,16,0,0,0,60,35,26,57.4,ITA-Serie A,2024,misc
IDN,GK,28-083,1997,8.0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,1,66.7,ITA-Serie A,2024,misc
ITA,DF,31-222,1993,4.8,0,0,0,3,1,0,3,4,2,0,0,0,19,5,8,38.5,ITA-Serie A,2024,misc
BRA,DF,19-089,2006,1.9,2,0,0,5,1,0,0,4,4,0,0,0,4,4,3,57.1,ITA-Serie A,2024,misc
BRA,"FW,MF",27-358,1997,24.7,4,0,0,44,63,1,99,12,36,0,0,0,97,8,20,28.6,ITA-Serie A,2024,misc
BEL,DF,23-010,2002,11.8,3,0,0,18,13,0,20,12,30,0,0,0,45,13,12,52.0,ITA-Serie A,2024,misc
CRO,DF,24-237,2000,6.0,1,0,0,9,5,0,4,9,9,0,1,0,22,11,9,55.0,ITA-Serie A,2024,misc
FRA,GK,29-307,1995,13.0,0,0,0,1,1,0,0,0,0,0,1,0,35,5,0,100.0,ITA-Serie A,2024,misc
FRA,FW,26-344,1998,2.3,0,0,0,1,4,1,0,0,6,0,0,0,9,1,1,50.0,ITA-Serie A,2024,misc
ITA,MF,29-147,1995,3.7,1,0,0,9,4,0,12,3,6,0,0,0,14,2,6,25.0,ITA-Serie A,2024,misc
FRA,MF,23-306,2001,22.4,3,0,0,18,21,1,87,12,17,0,0,0,117,12,16,42.9,ITA-Serie A,2024,misc
GER,DF,30-073,1995,23.1,5,1,1,17,14,0,4,29,18,0,0,0,83,79,32,71.2,ITA-Serie A,2024,misc
ITA,DF,25-311,1999,2.9,3,0,0,5,1,0,9,1,6,0,0,0,11,1,2,33.3,ITA-Serie A,2024,misc
AUT,MF,23-015,2002,3.0,3,1,1,10,5,0,0,2,4,0,0,0,8,1,4,20.0,ITA-Serie A,2024,misc
FRA,MF,25-055,2000,7.5,2,0,0,7,4,0,10,2,12,0,0,0,36,2,5,28.6,ITA-Serie A,2024,misc
ARG,MF,22-094,2003,15.2,4,0,0,19,11,0,3,14,20,0,0,0,73,8,9,47.1,ITA-Serie A,2024,misc
KVX,DF,30-069,1995,2.0,2,0,0,5,0,0,7,1,0,0,0,0,8,4,1,80.0,ITA-Serie A,2024,misc
ARG,"MF,FW",20-215,2004,24.0,5,0,0,35,28,2,40,19,26,0,1,0,103,26,19,57.8,ITA-Serie A,2024,misc
DEN,MF,28-305,1996,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,ITA-Serie A,2024,misc
ITA,FW,27-098,1998,20.3,1,0,0,20,23,18,28,3,10,1,0,0,50,22,59,27.2,ITA-Serie A,2024,misc
ESP,GK,42-223,1982,10.0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,100.0,ITA-Serie A,2024,misc
ESP,MF,33-063,1992,7.6,4,0,0,7,13,0,6,9,8,0,2,0,48,7,9,43.8,ITA-Serie A,2024,misc
ITA,"MF,FW",32-273,1992,1.3,1,0,0,1,1,0,14,0,2,0,0,0,5,0,0,,ITA-Serie A,2024,misc
GER,"MF,DF",24-063,2001,12.0,3,0,0,20,19,1,1,10,10,0,0,0,58,10,9,52.6,ITA-Serie A,2024,misc
ESP,DF,20-351,2004,7.9,1,0,0,10,10,1,12,5,10,0,0,0,36,5,11,31.3,ITA-Serie A,2024,misc
ITA,MF,30-035,1995,18.9,7,0,0,19,27,1,6,27,16,1,0,0,104,18,15,54.5,ITA-Serie A,2024,misc
ALB,DF,28-193,1996,22.9,1,0,0,15,20,0,0,46,19,0,0,0,65,69,46,60.0,ITA-Serie A,2024,misc
CIV,"FW,MF",27-126,1997,5.6,0,0,0,7,15,2,2,0,4,0,0,0,18,48,24,66.7,ITA-Serie A,2024,misc
COL,GK,26-334,1998,25.0,2,0,0,1,3,0,0,0,0,0,1,0,29,7,1,87.5,ITA-Serie A,2024,misc
SWE,"MF,FW",22-290,2002,2.1,1,0,0,3,5,1,0,1,3,0,0,0,10,2,7,22.2,ITA-Serie A,2024,misc
GHA,"DF,FW",31-090,1994,29.1,5,0,0,37,15,12,27,8,28,0,0,1,121,33,55,37.5,ITA-Serie A,2024,misc
ENG,MF,23-139,2001,10.9,2,0,0,20,16,0,13,11,12,0,1,0,58,9,10,47.4,ITA-Serie A,2024,misc
ITA,FW,37-248,1987,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ITA-Serie A,2024,misc
ITA,"DF,FW",27-133,1997,26.0,6,0,0,40,29,4,143,13,27,0,1,0,75,27,16,62.8,ITA-Serie A,2024,misc
CIV,"FW,MF",19-013,2006,0.7,0,0,0,3,0,0,1,0,1,0,0,0,1,3,4,42.9,ITA-Serie A,2024,misc
ITA,MF,19-296,2005,0.3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,100.0,ITA-Serie A,2024,misc
ITA,"MF,FW",22-026,2003,8.9,1,1,0,19,20,2,21,5,11,0,0,0,42,9,11,45.0,ITA-Serie A,2024,misc
ITA,GK,20-053,2005,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ITA-Serie A,2024,misc
FRA,"DF,FW",28-216,1996,3.4,0,0,0,3,2,0,21,2,8,0,0,0,14,5,4,55.6,ITA-Serie A,2024,misc
SCO,MF,28-351,1996,21.6,9,0,0,69,19,2,72,13,17,0,0,0,73,11,19,36.7,ITA-Serie A,2024,misc
NZL,"DF,MF",24-196,2000,19.4,4,0,0,20,14,4,73,18,21,0,0,0,75,34,39,46.6,ITA-Serie A,2024,misc
ITA,"FW,MF",23-034,2002,21.9,3,0,0,39,34,6,9,2,12,0,0,0,63,48,107,31.0,ITA-Serie A,2024,misc
ITA,DF,19-072,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ITA-Serie A,2024,misc
ITA,DF,20-262,2004,7.4,0,1,0,10,5,0,4,10,8,0,0,0,28,20,22,47.6,ITA-Serie A,2024,misc
ITA,GK,34-040,1991,5.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0,ITA-Serie A,2024,misc
ITA,DF,32-173,1992,8.5,0,0,0,8,5,0,7,8,13,0,0,0,27,6,2,75.0,ITA-Serie A,2024,misc
ITA,DF,23-077,2002,21.8,1,0,0,19,20,0,0,40,37,0,0,0,79,39,36,52.0,ITA-Serie A,2024,misc
SUI,MF,29-078,1996,3.2,1,0,0,11,3,0,0,4,8,0,0,0,19,3,5,37.5,ITA-Serie A,2024,misc
NOR,"MF,FW",26-216,1998,6.9,1,0,0,7,2,2,5,2,3,0,0,0,15,8,15,34.8,ITA-Serie A,2024,misc
SVN,MF,29-186,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ITA-Serie A,2024,misc
ITA,FW,24-025,2001,4.6,2,0,0,10,5,1,3,0,2,0,0,0,15,3,20,13.0,ITA-Serie A,2024,misc
GEO,DF,20-290,2004,23.3,1,1,0,21,24,1,2,27,35,0,0,0,90,23,43,34.8,ITA-Serie A,2024,misc
POL,DF,25-006,2000,2.0,0,0,0,4,0,0,2,1,0,0,0,0,6,5,3,62.5,ITA-Serie A,2024,misc
ITA,"MF,FW",22-283,2002,20.3,1,0,0,34,48,9,44,11,24,2,0,0,92,23,43,34.8,ITA-Serie A,2024,misc
POL,MF,27-198,1997,1.2,0,0,0,2,1,0,0,1,4,0,0,0,10,0,0,,ITA-Serie A,2024,misc
ITA,FW,17-041,2008,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,33.3,ITA-Serie A,2024,misc
NGA,DF,29-116,1995,0.3,0,0,0,0,1,0,1,2,1,0,0,0,3,1,0,100.0,ITA-Serie A,2024,misc
UKR,"MF,DF",29-056,1996,0.6,0,0,0,1,2,0,0,0,1,0,0,0,3,2,0,100.0,ITA-Serie A,2024,misc
MAR,MF,26-232,1998,16.8,5,1,1,32,29,1,16,16,23,0,0,0,96,9,18,33.3,ITA-Serie A,2024,misc
ISL,"MF,FW",27-300,1997,10.9,2,0,0,10,16,2,20,6,2,1,0,0,40,3,11,21.4,ITA-Serie A,2024,misc
ITA,MF,22-192,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,ITA-Serie A,2024,misc
MAR,MF,23-077,2002,8.1,5,0,0,24,11,0,2,4,10,0,0,0,30,15,15,50.0,ITA-Serie A,2024,misc
ITA,"FW,MF",25-335,1999,15.7,1,0,0,21,22,1,32,9,9,0,0,0,45,10,14,41.7,ITA-Serie A,2024,misc
CZE,MF,30-129,1994,0.6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,ITA-Serie A,2024,misc
ITA,MF,20-258,2004,2.8,0,0,0,3,6,0,3,2,0,0,0,0,15,10,12,45.5,ITA-Serie A,2024,misc
CIV,"FW,MF",27-126,1997,6.9,1,0,0,13,14,2,6,2,8,0,0,0,20,29,19,60.4,ITA-Serie A,2024,misc
ITA,DF,32-222,1992,4.8,1,0,0,4,7,0,30,4,4,0,0,0,10,2,3,40.0,ITA-Serie A,2024,misc
ITA,MF,30-248,1994,16.2,1,0,0,15,15,0,17,19,15,0,0,0,98,2,4,33.3,ITA-Serie A,2024,misc
ESP,GK,34-155,1990,28.0,1,0,0,0,2,0,0,0,0,0,0,0,17,6,0,100.0,ITA-Serie A,2024,misc
BRA,DF,26-145,1998,29.6,7,0,0,20,51,3,112,32,27,2,0,0,158,12,15,44.4,ITA-Serie A,2024,misc
ITA,"MF,FW",22-330,2002,9.5,3,0,0,16,21,0,2,6,17,1,0,0,45,11,15,42.3,ITA-Serie A,2024,misc
ITA,"DF,MF",24-153,2000,9.0,1,0,0,10,23,0,12,12,11,0,0,0,42,10,12,45.5,ITA-Serie A,2024,misc
FRA,"FW,MF",26-344,1998,3.7,0,0,0,3,7,0,1,1,2,0,0,0,19,0,6,0.0,ITA-Serie A,2024,misc
ITA,DF,25-353,1999,28.6,4,0,0,16,17,1,7,24,16,0,1,0,73,38,47,44.7,ITA-Serie A,2024,misc
ARG,"MF,FW",24-013,2001,17.7,3,0,0,21,35,3,7,4,10,1,0,0,52,20,47,29.9,ITA-Serie A,2024,misc
ARG,DF,28-336,1996,3.9,1,0,0,8,2,0,0,3,7,0,0,0,13,12,10,54.5,ITA-Serie A,2024,misc
ITA,FW,19-059,2006,0.1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0.0,ITA-Serie A,2024,misc
CRO,DF,27-212,1997,10.0,3,1,1,16,4,0,1,8,11,0,0,1,48,16,8,66.7,ITA-Serie A,2024,misc
ARG,DF,21-199,2003,1.6,0,0,0,4,0,0,2,1,8,0,1,0,5,3,4,42.9,ITA-Serie A,2024,misc
ITA,"FW,MF",27-063,1998,5.9,4,0,0,12,20,0,15,3,11,0,0,0,20,15,11,57.7,ITA-Serie A,2024,misc
ITA,"DF,FW",20-275,2004,1.4,0,0,0,1,2,0,6,2,1,0,0,0,6,2,0,100.0,ITA-Serie A,2024,misc
ITA,FW,25-042,2000,26.0,5,0,0,35,45,50,9,4,5,0,1,0,50,44,43,50.6,ITA-Serie A,2024,misc
ITA,MF,24-058,2001,5.6,0,0,0,5,10,0,16,3,7,0,0,0,26,0,0,,ITA-Serie A,2024,misc
ITA,FW,25-283,1999,2.9,1,0,0,9,11,3,4,0,1,0,0,0,6,2,8,20.0,ITA-Serie A,2024,misc
ESP,DF,31-223,1993,5.2,2,0,0,3,1,0,0,9,2,0,0,0,13,14,4,77.8,ITA-Serie A,2024,misc
ITA,DF,20-050,2005,21.6,5,0,0,22,11,0,1,25,17,0,0,0,72,59,41,59.0,ITA-Serie A,2024,misc
ITA,GK,35-034,1990,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,ITA-Serie A,2024,misc
ITA,"FW,MF",25-312,1999,9.3,1,0,0,7,33,1,41,4,4,1,0,0,44,4,9,30.8,ITA-Serie A,2024,misc
GER,DF,30-280,1994,22.9,5,0,0,19,19,5,48,15,29,0,0,0,57,59,30,66.3,ITA-Serie A,2024,misc
ITA,MF,27-286,1997,14.8,5,0,0,16,19,1,22,13,9,0,0,0,38,12,11,52.2,ITA-Serie A,2024,misc
MAR,MF,28-233,1996,2.0,0,0,0,4,1,0,3,0,2,0,0,0,7,1,1,50.0,ITA-Serie A,2024,misc
ITA,MF,18-152,2006,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,ITA-Serie A,2024,misc
FRA,MF,24-256,2000,12.5,3,1,1,9,18,0,56,6,18,0,0,0,71,5,15,25.0,ITA-Serie A,2024,misc
ESP,DF,27-354,1997,28.2,5,0,0,32,25,3,221,16,40,0,1,0,121,18,27,40.0,ITA-Serie A,2024,misc
URU,DF,20-182,2004,10.0,2,0,0,10,5,2,8,14,6,0,1,0,26,16,16,50.0,ITA-Serie A,2024,misc
ITA,DF,22-198,2002,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0,ITA-Serie A,2024,misc
ITA,DF,26-209,1998,7.9,3,0,0,12,2,0,11,9,3,0,1,0,20,11,8,57.9,ITA-Serie A,2024,misc
ITA,"FW,DF",24-190,2000,17.3,3,0,0,16,16,1,60,11,18,0,0,0,57,18,14,56.3,ITA-Serie A,2024,misc
ITA,FW,25-327,1999,26.8,3,0,0,16,35,16,15,1,5,0,0,0,48,73,96,43.2,ITA-Serie A,2024,misc
ENG,"DF,MF",21-089,2004,2.3,0,0,0,1,0,0,0,2,3,0,0,0,9,4,3,57.1,ITA-Serie A,2024,misc
GHA,FW,31-019,1994,5.4,1,0,0,11,8,5,3,1,3,0,0,0,17,10,15,40.0,ITA-Serie A,2024,misc
