league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,stat_type
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,
FRA-Ligue 1,2020,Nantes,Abdoulaye Sylla,GUI,DF,20,2000,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nantes,Abdoulaye Touré,GUI,MF,26,1994,29,20,1681,18.7,2,2,4,1,1,1,2,0,2.6,1.8,1.4,3.2,22,101,23,0.11,0.11,0.21,0.05,0.16,0.14,0.08,0.22,0.1,0.17,standard
FRA-Ligue 1,2020,Nantes,Alban Lafont,FRA,GK,21,1999,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nantes,Andrei Girotto,BRA,"DF,MF",28,1992,34,29,2668,29.6,1,1,2,1,0,0,3,1,1.5,1.5,1.6,3.1,18,118,6,0.03,0.03,0.07,0.03,0.07,0.05,0.05,0.1,0.05,0.1,standard
FRA-Ligue 1,2020,Nantes,Batista Mendy,FRA,MF,20,2000,2,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nantes,Bridge Ndilu,FRA,"FW,MF",20,2000,6,0,42,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,2,1,6,0.0,0.0,0.0,0.0,0.0,0.26,0.67,0.93,0.26,0.93,standard
FRA-Ligue 1,2020,Nantes,Charles Traore,MLI,DF,28,1992,22,19,1700,18.9,1,0,1,1,0,0,6,0,0.2,0.2,0.3,0.4,38,55,58,0.05,0.0,0.05,0.05,0.05,0.01,0.01,0.02,0.01,0.02,standard
FRA-Ligue 1,2020,Nantes,Dennis Appiah,FRA,DF,28,1992,22,16,1556,17.3,0,2,2,0,0,0,3,0,0.3,0.3,1.3,1.6,33,77,81,0.0,0.12,0.12,0.0,0.12,0.02,0.07,0.09,0.02,0.09,standard
FRA-Ligue 1,2020,Nantes,Fábio,BRA,DF,30,1990,22,19,1507,16.7,0,1,1,0,0,0,5,1,0.3,0.3,0.5,0.8,24,71,59,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.05,0.02,0.05,standard
FRA-Ligue 1,2020,Nantes,Imran Louza,MAR,MF,21,1999,33,28,2379,26.4,7,2,9,2,5,5,4,1,5.8,1.9,1.8,3.7,33,148,76,0.26,0.08,0.34,0.08,0.15,0.22,0.07,0.29,0.07,0.14,standard
FRA-Ligue 1,2020,Nantes,Jean-Charles Castelletto,CMR,DF,25,1995,24,22,1947,21.6,1,0,1,1,0,0,4,0,2.0,2.0,0.3,2.2,8,50,3,0.05,0.0,0.05,0.05,0.05,0.09,0.01,0.1,0.09,0.1,standard
FRA-Ligue 1,2020,Nantes,Jean-Kévin Augustin,FRA,FW,23,1997,3,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nantes,Kalifa Coulibaly,MLI,FW,28,1991,17,11,981,10.9,3,1,4,2,1,1,2,0,2.6,1.8,1.1,2.9,6,20,70,0.28,0.09,0.37,0.18,0.28,0.24,0.1,0.34,0.17,0.27,standard
FRA-Ligue 1,2020,Nantes,Ludovic Blas,FRA,"MF,FW",22,1997,36,32,2787,31.0,10,4,14,10,0,0,5,0,8.1,8.1,3.6,11.7,73,132,148,0.32,0.13,0.45,0.32,0.45,0.26,0.12,0.38,0.26,0.38,standard
FRA-Ligue 1,2020,Nantes,Marcus Coco,FRA,"MF,FW",24,1996,32,16,1474,16.4,0,2,2,0,0,0,5,0,0.8,0.8,0.8,1.6,36,40,97,0.0,0.12,0.12,0.0,0.12,0.05,0.05,0.1,0.05,0.1,standard
FRA-Ligue 1,2020,Nantes,Mehdi Abeid,ALG,MF,27,1992,18,15,1320,14.7,0,0,0,0,0,0,5,0,1.0,1.0,0.8,1.8,32,65,16,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,standard
FRA-Ligue 1,2020,Nantes,Moses Simon,NGA,"FW,MF",25,1995,33,28,2324,25.8,6,5,11,5,1,1,2,0,7.7,7.0,3.0,10.0,117,55,223,0.23,0.19,0.43,0.19,0.39,0.3,0.12,0.42,0.27,0.39,standard
FRA-Ligue 1,2020,Nantes,Nicolas Pallois,FRA,DF,32,1987,32,31,2776,30.8,2,0,2,2,0,0,8,1,1.9,1.9,0.2,2.1,20,104,5,0.06,0.0,0.06,0.06,0.06,0.06,0.01,0.07,0.06,0.07,standard
FRA-Ligue 1,2020,Nantes,Pedro Chirivella,ESP,MF,23,1997,32,26,2280,25.3,0,2,2,0,0,0,4,0,0.4,0.4,1.4,1.8,19,148,34,0.0,0.08,0.08,0.0,0.08,0.01,0.06,0.07,0.01,0.07,standard
FRA-Ligue 1,2020,Nantes,Randal Kolo Muani,FRA,FW,21,1998,37,35,3029,33.7,9,4,13,9,0,0,3,0,9.5,9.5,6.9,16.5,89,39,206,0.27,0.12,0.39,0.27,0.39,0.28,0.21,0.49,0.28,0.49,standard
FRA-Ligue 1,2020,Nantes,Renaud Emond,BEL,"FW,MF",28,1991,22,3,354,3.9,2,0,2,2,0,0,1,0,1.5,1.5,0.1,1.7,2,5,27,0.51,0.0,0.51,0.51,0.51,0.39,0.03,0.42,0.39,0.42,standard
FRA-Ligue 1,2020,Nantes,Roli Pereira de Sa,FRA,"FW,MF",23,1996,6,0,56,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,3,4,1,0.0,0.0,0.0,0.0,0.0,0.23,0.05,0.28,0.23,0.28,standard
FRA-Ligue 1,2020,Nantes,Samuel Moutoussamy,COD,FW,23,1996,1,1,82,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,7,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,standard
FRA-Ligue 1,2020,Nantes,Sébastien Corchia,FRA,DF,29,1990,25,23,2066,23.0,0,1,1,0,0,0,3,0,0.9,0.9,2.8,3.7,39,68,97,0.0,0.04,0.04,0.0,0.04,0.04,0.12,0.16,0.04,0.16,standard
FRA-Ligue 1,2020,Nice,Alexis Claude-Maurice,FRA,"MF,FW",22,1998,30,21,1910,21.2,4,5,9,4,0,0,2,0,3.8,3.8,3.8,7.6,61,76,116,0.19,0.24,0.42,0.19,0.42,0.18,0.18,0.36,0.18,0.36,standard
FRA-Ligue 1,2020,Nice,Alexis Trouillet,FRA,"MF,FW",19,2000,5,1,109,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,8,5,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.13,0.07,0.13,standard
FRA-Ligue 1,2020,Nice,Amine Gouiri,ALG,"FW,MF",20,2000,34,31,2747,30.5,12,7,19,8,4,4,5,0,14.4,11.5,7.1,18.6,87,78,269,0.39,0.23,0.62,0.26,0.49,0.47,0.23,0.7,0.38,0.61,standard
FRA-Ligue 1,2020,Nice,Andy Pelmard,FRA,DF,20,2000,19,12,1207,13.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,22,60,10,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard
FRA-Ligue 1,2020,Nice,Dan Ndoye,SUI,"FW,MF",19,2000,28,3,551,6.1,1,1,2,1,0,0,0,0,0.7,0.7,0.7,1.4,22,7,65,0.16,0.16,0.33,0.16,0.33,0.12,0.11,0.22,0.12,0.22,standard
FRA-Ligue 1,2020,Nice,Danilo Barbosa,BRA,DF,24,1996,4,3,250,2.8,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,3,11,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,standard
FRA-Ligue 1,2020,Nice,Dante,BRA,DF,36,1983,9,9,774,8.6,2,1,3,2,0,0,2,0,0.9,0.9,0.2,1.0,3,27,0,0.23,0.12,0.35,0.23,0.35,0.1,0.02,0.12,0.1,0.12,standard
FRA-Ligue 1,2020,Nice,Eddy Sylvestre,FRA,"FW,MF",20,1999,4,1,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nice,Evann Guessand,CIV,FW,19,2001,3,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,standard
FRA-Ligue 1,2020,Nice,Flavius Daniliuc,AUT,DF,19,2001,23,15,1477,16.4,1,0,1,1,0,0,0,0,0.6,0.6,0.4,1.0,25,102,7,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.06,0.04,0.06,standard
FRA-Ligue 1,2020,Nice,Hassane Kamara,CIV,"DF,FW",26,1994,36,34,2960,32.9,2,1,3,2,0,0,3,0,1.4,1.4,2.5,3.9,111,142,214,0.06,0.03,0.09,0.06,0.09,0.04,0.07,0.12,0.04,0.12,standard
FRA-Ligue 1,2020,Nice,Hicham Boudaoui,ALG,MF,20,1999,25,22,1736,19.3,3,2,5,3,0,0,9,0,2.2,2.2,1.9,4.1,33,64,70,0.16,0.1,0.26,0.16,0.26,0.11,0.1,0.21,0.11,0.21,standard
FRA-Ligue 1,2020,Nice,Hicham Mahou,FRA,FW,21,1999,2,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,standard
FRA-Ligue 1,2020,Nice,Jean-Clair Todibo,FRA,DF,20,1999,15,15,1330,14.8,1,0,1,1,0,0,5,0,0.7,0.7,0.1,0.8,13,77,2,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.05,0.05,0.05,standard
FRA-Ligue 1,2020,Nice,Jeff Reine-Adélaïde,FRA,"MF,FW",22,1998,14,12,1058,11.8,1,2,3,1,0,0,1,0,1.7,1.7,2.3,3.9,36,71,62,0.09,0.17,0.26,0.09,0.26,0.14,0.19,0.34,0.14,0.34,standard
FRA-Ligue 1,2020,Nice,Jordan Lotomba,SUI,"DF,MF",21,1998,30,24,2123,23.6,1,0,1,1,0,0,7,1,0.3,0.3,1.3,1.6,65,85,115,0.04,0.0,0.04,0.04,0.04,0.01,0.05,0.07,0.01,0.07,standard
FRA-Ligue 1,2020,Nice,Kasper Dolberg,DEN,FW,22,1997,25,21,1928,21.4,6,2,8,4,2,2,2,0,8.4,6.8,1.1,7.9,15,21,92,0.28,0.09,0.37,0.19,0.28,0.39,0.05,0.44,0.32,0.37,standard
FRA-Ligue 1,2020,Nice,Khéphren Thuram,FRA,MF,19,2001,29,17,1494,16.6,2,0,2,2,0,0,3,0,1.0,1.0,0.2,1.2,32,86,17,0.12,0.0,0.12,0.12,0.12,0.06,0.01,0.07,0.06,0.07,standard
FRA-Ligue 1,2020,Nice,Malik Sellouki,FRA,"FW,MF",20,2000,4,0,66,0.7,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,3,3,15,1.36,0.0,1.36,1.36,1.36,0.31,0.0,0.31,0.31,0.31,standard
FRA-Ligue 1,2020,Nice,Morgan Schneiderlin,FRA,MF,30,1989,28,24,2197,24.4,0,1,1,0,0,0,9,1,0.7,0.7,0.7,1.3,15,129,21,0.0,0.04,0.04,0.0,0.04,0.03,0.03,0.05,0.03,0.05,standard
FRA-Ligue 1,2020,Nice,Myziane Maolida,COM,"FW,MF",21,1999,19,11,1077,12.0,3,1,4,3,0,0,2,0,2.2,2.2,1.9,4.1,35,20,92,0.25,0.08,0.33,0.25,0.33,0.19,0.16,0.34,0.19,0.34,standard
FRA-Ligue 1,2020,Nice,Patrick Burner,MTQ,DF,24,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nice,Pierre Lees-Melou,FRA,MF,27,1993,29,23,2063,22.9,4,2,6,3,1,1,3,1,4.7,3.9,0.8,4.7,38,141,56,0.17,0.09,0.26,0.13,0.22,0.2,0.03,0.24,0.17,0.21,standard
FRA-Ligue 1,2020,Nice,Racine Coly,SEN,MF,24,1995,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nice,Robson Bambu,BRA,DF,22,1997,15,12,1046,11.6,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,10,21,5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard
FRA-Ligue 1,2020,Nice,Rony Lopes,POR,"FW,MF",24,1995,28,23,1783,19.8,3,1,4,3,0,0,1,0,2.9,2.9,3.9,6.8,55,68,159,0.15,0.05,0.2,0.15,0.2,0.15,0.2,0.35,0.15,0.35,standard
FRA-Ligue 1,2020,Nice,Salim Ben Seghir,FRA,DF,17,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nice,Stanley N'Soki,FRA,DF,21,1999,18,13,1246,13.8,0,0,0,0,0,0,4,0,0.7,0.7,0.2,0.9,15,75,14,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,standard
FRA-Ligue 1,2020,Nice,Walter Benítez,ARG,GK,27,1993,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nice,William Saliba,FRA,DF,19,2001,20,20,1800,20.0,1,0,1,1,0,0,2,0,0.8,0.8,0.0,0.9,36,106,3,0.05,0.0,0.05,0.05,0.05,0.04,0.0,0.04,0.04,0.04,standard
FRA-Ligue 1,2020,Nice,Youcef Atal,ALG,"DF,FW",24,1996,18,13,956,10.6,1,0,1,1,0,0,1,0,0.4,0.4,0.8,1.3,43,44,95,0.09,0.0,0.09,0.09,0.09,0.04,0.08,0.12,0.04,0.12,standard
FRA-Ligue 1,2020,Nîmes,Andrés Cubas,PAR,MF,24,1996,27,27,2242,24.9,1,0,1,1,0,0,6,1,0.4,0.4,0.6,1.0,6,76,10,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04,standard
FRA-Ligue 1,2020,Nîmes,Anthony Briançon,FRA,DF,25,1994,16,14,1225,13.6,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.6,9,57,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard
FRA-Ligue 1,2020,Nîmes,Antoine Valerio,FRA,MF,20,1999,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,standard
FRA-Ligue 1,2020,Nîmes,Baptiste Reynet,FRA,GK,29,1990,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.1,0.1,0.5,0.6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard
FRA-Ligue 1,2020,Nîmes,Birger Meling,NOR,DF,25,1994,26,26,2328,25.9,2,3,5,2,0,0,4,0,0.6,0.6,1.9,2.5,53,107,98,0.08,0.12,0.19,0.08,0.19,0.02,0.07,0.1,0.02,0.1,standard
FRA-Ligue 1,2020,Nîmes,Clément Depres,FRA,FW,25,1994,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nîmes,Florian Miguel,FRA,DF,23,1996,21,18,1538,17.1,0,0,0,0,0,0,4,2,0.8,0.8,0.1,0.9,10,59,10,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard
FRA-Ligue 1,2020,Nîmes,Gaëtan Paquiez,FRA,DF,26,1994,16,11,1046,11.6,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,22,49,18,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,standard
FRA-Ligue 1,2020,Nîmes,Haris Duljević,BIH,"MF,FW",26,1993,20,8,773,8.6,0,2,2,0,0,0,1,0,1.2,1.2,1.4,2.6,27,47,52,0.0,0.23,0.23,0.0,0.23,0.14,0.17,0.3,0.14,0.3,standard
FRA-Ligue 1,2020,Nîmes,Karim Aribi,ALG,FW,26,1994,13,2,294,3.3,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,4,2,19,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.27,0.24,0.27,standard
FRA-Ligue 1,2020,Nîmes,Kelyan Guessoum,FRA,DF,21,1999,15,11,1128,12.5,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.6,4,24,1,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,standard
FRA-Ligue 1,2020,Nîmes,Kévin Denkey,TOG,FW,19,2000,10,6,524,5.8,1,1,2,1,0,0,3,0,2.1,2.1,0.6,2.7,6,10,37,0.17,0.17,0.34,0.17,0.34,0.36,0.1,0.46,0.36,0.46,standard
FRA-Ligue 1,2020,Nîmes,Lamine Fomba,FRA,MF,22,1998,32,24,2175,24.2,1,1,2,1,0,0,8,0,2.6,2.6,1.2,3.8,19,48,23,0.04,0.04,0.08,0.04,0.08,0.11,0.05,0.16,0.11,0.16,standard
FRA-Ligue 1,2020,Nîmes,Loïck Landre,FRA,DF,28,1992,20,20,1626,18.1,1,0,1,1,0,0,2,1,2.1,2.1,0.0,2.1,11,43,1,0.06,0.0,0.06,0.06,0.06,0.12,0.0,0.12,0.12,0.12,standard
FRA-Ligue 1,2020,Nîmes,Lucas Buadés,FRA,MF,22,1997,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nîmes,Lucas Deaux,FRA,"MF,DF",31,1988,25,19,1754,19.5,1,2,3,1,0,0,4,1,1.2,1.2,1.5,2.7,23,76,47,0.05,0.1,0.15,0.05,0.15,0.06,0.08,0.14,0.06,0.14,standard
FRA-Ligue 1,2020,Nîmes,Mahamadou Doucouré,MLI,"FW,MF",20,2000,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nîmes,Marco Majouga,CTA,"FW,MF",19,2001,8,0,124,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.8,5,6,8,0.0,0.0,0.0,0.0,0.0,0.12,0.47,0.58,0.12,0.58,standard
FRA-Ligue 1,2020,Nîmes,Matteo Ahlinvi,BEN,MF,21,1999,20,10,899,10.0,2,0,2,2,0,0,0,0,1.4,1.4,0.2,1.5,31,25,17,0.2,0.0,0.2,0.2,0.2,0.14,0.02,0.16,0.14,0.16,standard
FRA-Ligue 1,2020,Nîmes,Moussa Koné,SEN,FW,23,1996,33,21,1755,19.5,9,0,9,9,0,0,2,0,6.4,6.4,1.0,7.4,22,26,85,0.46,0.0,0.46,0.46,0.46,0.33,0.05,0.38,0.33,0.38,standard
FRA-Ligue 1,2020,Nîmes,Naomichi Ueda,JPN,DF,25,1994,9,8,711,7.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,6,21,0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,standard
FRA-Ligue 1,2020,Nîmes,Nassim Chadli,FRA,"FW,MF",19,2001,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nîmes,Niclas Eliasson,SWE,"MF,FW",24,1995,30,19,1799,20.0,4,3,7,4,0,0,1,0,3.6,3.6,4.4,8.0,27,27,141,0.2,0.15,0.35,0.2,0.35,0.18,0.22,0.4,0.18,0.4,standard
FRA-Ligue 1,2020,Nîmes,Nolan Roux,FRA,FW,32,1988,19,6,651,7.2,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.9,4,10,36,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,standard
FRA-Ligue 1,2020,Nîmes,Pablo Martinez,FRA,DF,31,1989,7,6,540,6.0,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,6,21,0,0.0,0.17,0.17,0.0,0.17,0.0,0.01,0.01,0.0,0.01,standard
FRA-Ligue 1,2020,Nîmes,Patrick Burner,MTQ,DF,24,1996,22,14,1317,14.6,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,17,56,34,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,standard
FRA-Ligue 1,2020,Nîmes,Renaud Ripart,FRA,"MF,FW",27,1993,38,35,3054,33.9,11,0,11,5,6,7,3,0,10.7,5.2,2.2,7.5,40,124,152,0.32,0.0,0.32,0.15,0.15,0.32,0.07,0.38,0.15,0.22,standard
FRA-Ligue 1,2020,Nîmes,Romain Philippoteaux,FRA,"FW,MF",32,1988,3,3,214,2.4,1,1,2,1,0,0,0,0,0.4,0.4,0.6,1.0,7,11,15,0.42,0.42,0.84,0.42,0.84,0.17,0.27,0.44,0.17,0.44,standard
FRA-Ligue 1,2020,Nîmes,Sami Ben Amar,MAR,MF,22,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Nîmes,Sidy Sarr,SEN,MF,24,1996,9,6,463,5.1,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,2,20,5,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.19,0.09,0.19,standard
FRA-Ligue 1,2020,Nîmes,Sofiane Alakouch,MAR,DF,22,1998,22,17,1505,16.7,0,2,2,0,0,0,4,0,0.2,0.2,1.3,1.5,35,65,47,0.0,0.12,0.12,0.0,0.12,0.01,0.08,0.09,0.01,0.09,standard
FRA-Ligue 1,2020,Nîmes,Yassine Benrahou,FRA,MF,21,1999,23,15,1239,13.8,0,0,0,0,0,0,2,0,0.8,0.8,2.7,3.4,26,61,53,0.0,0.0,0.0,0.0,0.0,0.06,0.19,0.25,0.06,0.25,standard
FRA-Ligue 1,2020,Nîmes,Zinedine Ferhat,ALG,"FW,MF",27,1993,33,33,2957,32.9,6,10,16,5,1,1,2,0,5.9,5.1,6.5,11.6,92,121,266,0.18,0.3,0.49,0.15,0.46,0.18,0.2,0.38,0.15,0.35,standard
FRA-Ligue 1,2020,Paris S-G,Abdou Diallo,SEN,DF,24,1996,22,17,1490,16.6,0,1,1,0,0,0,3,2,0.2,0.2,0.5,0.7,28,76,34,0.0,0.06,0.06,0.0,0.06,0.01,0.03,0.04,0.01,0.04,standard
FRA-Ligue 1,2020,Paris S-G,Alessandro Florenzi,ITA,DF,29,1991,21,18,1538,17.1,2,1,3,2,0,0,1,0,2.2,2.2,2.4,4.6,27,63,148,0.12,0.06,0.18,0.12,0.18,0.13,0.14,0.27,0.13,0.27,standard
FRA-Ligue 1,2020,Paris S-G,Ander Herrera,ESP,MF,30,1989,31,18,1851,20.6,1,3,4,1,0,0,6,0,1.4,1.4,3.1,4.6,27,171,57,0.05,0.15,0.19,0.05,0.19,0.07,0.15,0.22,0.07,0.22,standard
FRA-Ligue 1,2020,Paris S-G,Arnaud Kalimuendo,FRA,FW,18,2002,1,1,73,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,11,0.0,0.0,0.0,0.0,0.0,0.23,0.05,0.29,0.23,0.29,standard
FRA-Ligue 1,2020,Paris S-G,Bandiougou Fadiga,FRA,"FW,MF",19,2001,6,0,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard
FRA-Ligue 1,2020,Paris S-G,Colin Dagba,FRA,DF,21,1998,25,15,1357,15.1,1,2,3,1,0,0,3,0,0.7,0.7,1.0,1.7,38,44,110,0.07,0.13,0.2,0.07,0.2,0.05,0.07,0.11,0.05,0.11,standard
FRA-Ligue 1,2020,Paris S-G,Danilo Pereira,POR,"MF,DF",28,1991,23,16,1430,15.9,2,1,3,2,0,0,3,0,1.5,1.5,0.6,2.1,10,82,4,0.13,0.06,0.19,0.13,0.19,0.09,0.04,0.13,0.09,0.13,standard
FRA-Ligue 1,2020,Paris S-G,Edouard Michut,FRA,MF,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Paris S-G,Idrissa Gana Gueye,SEN,MF,30,1989,28,20,1581,17.6,2,1,3,2,0,0,3,0,0.8,0.8,0.9,1.7,46,163,30,0.11,0.06,0.17,0.11,0.17,0.05,0.05,0.1,0.05,0.1,standard
FRA-Ligue 1,2020,Paris S-G,Jesé,ESP,FW,27,1993,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
FRA-Ligue 1,2020,Paris S-G,Juan Bernat,ESP,DF,27,1993,3,2,194,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,4,11,16,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,standard
FRA-Ligue 1,2020,Paris S-G,Julian Draxler,GER,"MF,FW",26,1993,24,12,1064,11.8,4,3,7,4,0,0,3,0,1.6,1.6,3.1,4.8,49,70,94,0.34,0.25,0.59,0.34,0.59,0.14,0.26,0.4,0.14,0.4,standard
FRA-Ligue 1,2020,Paris S-G,Kays Ruiz,FRA,"FW,MF",17,2002,7,1,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,12,14,12,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard
FRA-Ligue 1,2020,Paris S-G,Kenny Nagera,FRA,FW,18,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
