league,season,team,player,nation,pos,age,born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type
GER-Bundesliga,2021,Augsburg,Daniel Caligiuri,ITA,"MF,FW",32,1988,29.6,6,37,13,35.1,1.25,0.44,0.11,0.31,22.3,8,2,3,4.8,2.4,0.07,1.2,1.6,shooting
GER-Bundesliga,2021,Augsburg,Florian Niederlechner,GER,FW,29,1990,19.3,5,47,18,38.3,2.44,0.93,0.11,0.28,14.5,0,0,0,6.0,6.0,0.13,-1.0,-1.0,shooting
GER-Bundesliga,2021,Augsburg,Fredrik Jensen,FIN,"FW,MF",22,1997,4.2,0,5,1,20.0,1.19,0.24,0.0,0.0,17.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,shooting
GER-Bundesliga,2021,Augsburg,Iago,BRA,DF,23,1997,17.3,1,9,2,22.2,0.52,0.12,0.11,0.5,20.3,0,0,0,1.1,1.1,0.12,-0.1,-0.1,shooting
GER-Bundesliga,2021,Augsburg,Jan Morávek,CZE,MF,30,1989,3.0,0,1,0,0.0,0.34,0.0,0.0,,14.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,shooting
GER-Bundesliga,2021,Augsburg,Jeffrey Gouweleeuw,NED,DF,29,1991,31.5,1,7,3,42.9,0.22,0.1,0.14,0.33,22.2,0,0,0,0.3,0.3,0.05,0.7,0.7,shooting
GER-Bundesliga,2021,Augsburg,Lukas Petkov,BUL,MF,19,2000,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Augsburg,László Bénes,SVK,MF,22,1997,7.3,1,8,3,37.5,1.09,0.41,0.13,0.33,20.8,1,0,0,0.5,0.5,0.06,0.5,0.5,shooting
GER-Bundesliga,2021,Augsburg,Mads Pedersen,DEN,DF,23,1996,9.9,0,1,0,0.0,0.1,0.0,0.0,,25.2,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
GER-Bundesliga,2021,Augsburg,Marco Richter,GER,"FW,MF",22,1997,15.7,3,55,19,34.5,3.5,1.21,0.05,0.16,20.2,0,0,0,5.1,5.1,0.09,-2.1,-2.1,shooting
GER-Bundesliga,2021,Augsburg,Marek Suchý,CZE,DF,32,1988,3.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Augsburg,Michael Gregoritsch,AUT,"FW,MF",26,1994,9.3,1,12,3,25.0,1.29,0.32,0.08,0.33,19.8,0,0,0,1.5,1.5,0.12,-0.5,-0.5,shooting
GER-Bundesliga,2021,Augsburg,Noah Joel Sarenren Bazee,NGA,"FW,MF",23,1996,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Augsburg,Ohis Felix Uduokhai,GER,DF,22,1997,29.0,1,13,3,23.1,0.45,0.1,0.08,0.33,12.3,0,0,0,1.7,1.7,0.13,-0.7,-0.7,shooting
GER-Bundesliga,2021,Augsburg,Rafał Gikiewicz,POL,GK,32,1987,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Augsburg,Rani Khedira,GER,MF,26,1994,20.2,1,10,4,40.0,0.5,0.2,0.1,0.25,18.8,0,0,0,1.1,1.1,0.11,-0.1,-0.1,shooting
GER-Bundesliga,2021,Augsburg,Raphael Framberger,GER,DF,24,1995,17.1,0,1,1,100.0,0.06,0.06,0.0,0.0,26.0,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
GER-Bundesliga,2021,Augsburg,Reece Oxford,ENG,DF,21,1998,15.1,0,6,1,16.7,0.4,0.07,0.0,0.0,9.4,0,0,0,1.2,1.2,0.19,-1.2,-1.2,shooting
GER-Bundesliga,2021,Augsburg,Robert Gumny,POL,DF,22,1998,15.3,1,6,3,50.0,0.39,0.2,0.17,0.33,16.5,0,0,0,0.5,0.5,0.08,0.5,0.5,shooting
GER-Bundesliga,2021,Augsburg,Ruben Vargas,SUI,"MF,FW",21,1998,17.9,6,38,13,34.2,2.12,0.73,0.16,0.46,15.7,1,0,0,4.1,4.1,0.11,1.9,1.9,shooting
GER-Bundesliga,2021,Augsburg,Tim Civeja,ALB,MF,18,2002,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Augsburg,Tobias Strobl,GER,MF,30,1990,20.5,0,6,1,16.7,0.29,0.05,0.0,0.0,16.5,0,0,0,0.9,0.9,0.15,-0.9,-0.9,shooting
GER-Bundesliga,2021,Bayern Munich,Alexander Nübel,GER,GK,23,1996,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Bayern Munich,Alphonso Davies,CAN,DF,19,2000,19.6,1,4,3,75.0,0.2,0.15,0.25,0.33,23.2,0,0,0,0.2,0.2,0.04,0.8,0.8,shooting
GER-Bundesliga,2021,Bayern Munich,Benjamin Pavard,FRA,DF,24,1996,21.6,0,11,3,27.3,0.51,0.14,0.0,0.0,21.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting
GER-Bundesliga,2021,Bayern Munich,Bouna Sarr,SEN,DF,28,1992,5.0,0,3,0,0.0,0.6,0.0,0.0,,30.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting
GER-Bundesliga,2021,Bayern Munich,Chris Richards,USA,DF,20,2000,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Bayern Munich,Christopher Scott,GER,"MF,FW",18,2002,0.4,0,1,0,0.0,2.65,0.0,0.0,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
GER-Bundesliga,2021,Bayern Munich,Corentin Tolisso,FRA,MF,25,1994,8.7,1,12,7,58.3,1.38,0.81,0.08,0.14,14.5,0,0,0,2.2,2.2,0.18,-1.2,-1.2,shooting
GER-Bundesliga,2021,Bayern Munich,David Alaba,AUT,"DF,MF",28,1992,29.7,2,21,6,28.6,0.71,0.2,0.1,0.33,23.9,3,0,0,1.2,1.2,0.06,0.8,0.8,shooting
GER-Bundesliga,2021,Bayern Munich,Douglas Costa,BRA,"FW,MF",29,1990,3.6,1,4,2,50.0,1.13,0.56,0.25,0.5,21.7,0,0,0,0.2,0.2,0.04,0.8,0.8,shooting
GER-Bundesliga,2021,Bayern Munich,Eric Maxim Choupo-Moting,CMR,"FW,MF",31,1989,9.1,3,20,13,65.0,2.2,1.43,0.15,0.23,11.4,0,0,0,4.7,4.7,0.23,-1.7,-1.7,shooting
GER-Bundesliga,2021,Bayern Munich,Jamal Musiala,GER,"FW,MF",17,2003,9.8,6,26,10,38.5,2.66,1.02,0.23,0.6,15.4,0,0,0,2.9,2.9,0.11,3.1,3.1,shooting
GER-Bundesliga,2021,Bayern Munich,Javi Martínez,ESP,"DF,MF",31,1988,5.2,0,2,0,0.0,0.39,0.0,0.0,,11.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting
GER-Bundesliga,2021,Bayern Munich,Joshua Kimmich,GER,MF,25,1995,24.4,4,37,14,37.8,1.52,0.57,0.11,0.29,24.1,1,0,0,2.3,2.3,0.06,1.7,1.7,shooting
GER-Bundesliga,2021,Bayern Munich,Joshua Zirkzee,NED,FW,19,2001,1.0,0,4,1,25.0,3.91,0.98,0.0,0.0,12.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting
GER-Bundesliga,2021,Bayern Munich,Josip Stanišić,CRO,DF,20,2000,1.0,0,2,0,0.0,2.0,0.0,0.0,,9.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,shooting
GER-Bundesliga,2021,Bayern Munich,Jérôme Boateng,GER,DF,31,1988,26.3,1,9,3,33.3,0.34,0.11,0.11,0.33,18.1,0,0,0,0.4,0.4,0.04,0.6,0.6,shooting
GER-Bundesliga,2021,Bayern Munich,Kingsley Coman,FRA,"FW,MF",24,1996,19.5,5,52,19,36.5,2.67,0.98,0.1,0.26,17.5,0,0,0,4.2,4.2,0.08,0.8,0.8,shooting
GER-Bundesliga,2021,Bayern Munich,Leon Goretzka,GER,MF,25,1995,18.9,5,42,13,31.0,2.22,0.69,0.12,0.38,17.0,0,0,0,3.7,3.7,0.1,1.3,1.3,shooting
GER-Bundesliga,2021,Bayern Munich,Leroy Sané,GER,"FW,MF",24,1996,20.1,6,57,20,35.1,2.84,1.0,0.11,0.3,19.2,0,0,0,5.4,5.4,0.09,0.6,0.6,shooting
GER-Bundesliga,2021,Bayern Munich,Lucas Hernández,FRA,DF,24,1996,17.7,0,5,1,20.0,0.28,0.06,0.0,0.0,15.0,0,0,0,0.7,0.7,0.15,-0.7,-0.7,shooting
GER-Bundesliga,2021,Bayern Munich,Manuel Neuer,GER,GK,34,1986,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Bayern Munich,Marc Roca,ESP,MF,23,1996,2.0,0,3,0,0.0,1.53,0.0,0.0,,16.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,shooting
GER-Bundesliga,2021,Bayern Munich,Mickaël Cuisance,FRA,FW,20,1999,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Bayern Munich,Niklas Süle,GER,DF,24,1995,16.7,1,20,4,20.0,1.2,0.24,0.05,0.25,18.5,0,0,0,1.0,1.0,0.05,0.0,0.0,shooting
GER-Bundesliga,2021,Bayern Munich,Robert Lewandowski,POL,FW,31,1988,27.3,41,128,56,43.8,4.69,2.05,0.26,0.59,13.8,5,8,9,31.3,24.2,0.2,9.7,8.8,shooting
GER-Bundesliga,2021,Bayern Munich,Serge Gnabry,GER,"FW,MF",25,1995,18.3,10,59,27,45.8,3.23,1.48,0.17,0.37,16.8,0,0,0,8.0,8.0,0.14,2.0,2.0,shooting
GER-Bundesliga,2021,Bayern Munich,Tanguy Nianzou,FRA,"DF,FW",18,2002,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Bayern Munich,Thomas Müller,GER,MF,30,1989,29.7,11,50,17,34.0,1.68,0.57,0.2,0.59,13.9,0,1,1,8.2,7.4,0.15,2.8,2.6,shooting
GER-Bundesliga,2021,Bayern Munich,Tiago Dantas,POR,MF,19,2000,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Dortmund,Ansgar Knauff,GER,"MF,FW",18,2002,0.8,1,2,1,50.0,2.54,1.27,0.5,1.0,16.3,0,0,0,0.1,0.1,0.04,0.9,0.9,shooting
GER-Bundesliga,2021,Dortmund,Axel Witsel,BEL,MF,31,1989,12.6,0,12,2,16.7,0.96,0.16,0.0,0.0,21.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,shooting
GER-Bundesliga,2021,Dortmund,Dan-Axel Zagadou,FRA,DF,21,1999,3.1,0,1,1,100.0,0.33,0.33,0.0,0.0,12.5,0,0,0,0.0,0.0,0.05,0.0,0.0,shooting
GER-Bundesliga,2021,Dortmund,Emre Can,GER,"DF,MF",26,1994,23.7,1,17,4,23.5,0.72,0.17,0.06,0.25,18.8,0,0,0,1.0,1.0,0.06,0.0,0.0,shooting
GER-Bundesliga,2021,Dortmund,Erling Haaland,NOR,FW,20,2000,26.7,27,89,47,52.8,3.33,1.76,0.28,0.53,12.8,0,2,4,23.5,20.3,0.23,3.5,4.7,shooting
GER-Bundesliga,2021,Dortmund,Felix Passlack,GER,DF,22,1998,4.0,1,5,1,20.0,1.24,0.25,0.2,1.0,22.5,0,0,0,0.6,0.6,0.12,0.4,0.4,shooting
GER-Bundesliga,2021,Dortmund,Gio Reyna,USA,"MF,FW",17,2002,22.0,4,38,12,31.6,1.73,0.55,0.11,0.33,16.6,0,0,0,4.1,4.1,0.11,-0.1,-0.1,shooting
GER-Bundesliga,2021,Dortmund,Jadon Sancho,ENG,"FW,MF",20,2000,22.9,8,51,16,31.4,2.23,0.7,0.14,0.44,16.8,2,1,1,6.6,5.8,0.11,1.4,1.2,shooting
GER-Bundesliga,2021,Dortmund,Jude Bellingham,ENG,MF,17,2003,18.9,1,33,8,24.2,1.75,0.42,0.03,0.13,19.8,0,0,0,2.5,2.5,0.08,-1.5,-1.5,shooting
GER-Bundesliga,2021,Dortmund,Julian Brandt,GER,"FW,MF",24,1996,16.6,3,22,8,36.4,1.32,0.48,0.14,0.38,18.5,1,0,0,2.2,2.2,0.1,0.8,0.8,shooting
GER-Bundesliga,2021,Dortmund,Mahmoud Dahoud,GER,MF,24,1996,14.0,1,16,5,31.3,1.14,0.36,0.06,0.2,27.5,1,0,0,0.6,0.6,0.04,0.4,0.4,shooting
GER-Bundesliga,2021,Dortmund,Manuel Akanji,SUI,DF,25,1995,26.1,2,19,4,21.1,0.73,0.15,0.11,0.5,13.9,0,0,0,1.7,1.7,0.09,0.3,0.3,shooting
GER-Bundesliga,2021,Dortmund,Marco Reus,GER,"MF,FW",31,1989,25.3,8,54,24,44.4,2.13,0.95,0.15,0.33,16.7,6,0,2,10.2,7.5,0.14,-2.2,0.5,shooting
GER-Bundesliga,2021,Dortmund,Marwin Hitz,SUI,GK,32,1987,15.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Dortmund,Mateu Morey,ESP,DF,20,2000,9.2,0,2,0,0.0,0.22,0.0,0.0,,25.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting
GER-Bundesliga,2021,Dortmund,Mats Hummels,GER,DF,31,1988,31.3,5,30,16,53.3,0.96,0.51,0.17,0.31,10.6,0,0,0,4.6,4.6,0.16,0.4,0.4,shooting
GER-Bundesliga,2021,Dortmund,Nico Schulz,GER,DF,27,1993,6.8,0,2,0,0.0,0.3,0.0,0.0,,23.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
GER-Bundesliga,2021,Dortmund,Raphaël Guerreiro,POR,DF,26,1993,24.6,5,37,15,40.5,1.5,0.61,0.14,0.33,20.0,3,0,0,3.8,3.8,0.1,1.2,1.2,shooting
GER-Bundesliga,2021,Dortmund,Reinier,BRA,"MF,FW",18,2002,2.9,1,3,1,33.3,1.05,0.35,0.33,1.0,11.3,0,0,0,0.5,0.5,0.16,0.5,0.5,shooting
GER-Bundesliga,2021,Dortmund,Roman Bürki,SUI,GK,29,1990,18.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Dortmund,Steffen Tigges,GER,"FW,DF",22,1998,0.6,0,4,1,25.0,6.43,1.61,0.0,0.0,23.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
GER-Bundesliga,2021,Dortmund,Thomas Delaney,DEN,MF,28,1991,14.3,1,8,3,37.5,0.56,0.21,0.13,0.33,13.5,0,0,0,0.6,0.6,0.07,0.4,0.4,shooting
GER-Bundesliga,2021,Dortmund,Thomas Meunier,BEL,DF,28,1991,16.4,1,12,3,25.0,0.73,0.18,0.08,0.33,18.7,0,0,0,1.0,1.0,0.08,0.0,0.0,shooting
GER-Bundesliga,2021,Dortmund,Thorgan Hazard,BEL,"MF,FW",27,1993,7.3,1,10,4,40.0,1.38,0.55,0.1,0.25,18.2,1,0,0,0.8,0.8,0.08,0.2,0.2,shooting
GER-Bundesliga,2021,Dortmund,Youssoufa Moukoko,GER,"FW,MF",15,2004,4.7,3,20,8,40.0,4.27,1.71,0.15,0.38,15.5,0,0,0,2.2,2.2,0.11,0.8,0.8,shooting
GER-Bundesliga,2021,Dortmund,Łukasz Piszczek,POL,DF,35,1985,5.1,0,1,0,0.0,0.2,0.0,0.0,,20.1,0,0,0,0.0,0.0,0.04,0.0,0.0,shooting
GER-Bundesliga,2021,Eint Frankfurt,Ajdin Hrustic,AUS,"MF,DF",24,1996,3.0,1,7,4,57.1,2.32,1.32,0.14,0.25,24.8,0,0,0,0.3,0.3,0.05,0.7,0.7,shooting
GER-Bundesliga,2021,Eint Frankfurt,Almamy Touré,MLI,DF,24,1996,7.8,1,15,4,26.7,1.92,0.51,0.07,0.25,13.9,0,0,0,1.9,1.9,0.12,-0.9,-0.9,shooting
GER-Bundesliga,2021,Eint Frankfurt,Amin Younes,GER,MF,26,1993,15.5,3,33,13,39.4,2.14,0.84,0.09,0.23,18.2,0,0,0,2.8,2.8,0.09,0.2,0.2,shooting
GER-Bundesliga,2021,Eint Frankfurt,André Silva,POR,FW,24,1995,30.7,28,110,53,48.2,3.59,1.73,0.19,0.4,13.3,3,7,7,25.6,20.1,0.19,2.4,0.9,shooting
GER-Bundesliga,2021,Eint Frankfurt,Aymen Barkok,MAR,"MF,DF",22,1998,10.9,2,19,6,31.6,1.75,0.55,0.11,0.33,21.4,1,0,0,1.9,1.9,0.1,0.1,0.1,shooting
GER-Bundesliga,2021,Eint Frankfurt,Bas Dost,NED,FW,31,1989,9.1,4,14,8,57.1,1.54,0.88,0.21,0.38,10.5,0,1,1,4.0,3.2,0.23,0.0,-0.2,shooting
GER-Bundesliga,2021,Eint Frankfurt,Daichi Kamada,JPN,MF,23,1996,26.2,5,38,11,28.9,1.45,0.42,0.13,0.45,17.3,2,0,0,5.6,5.6,0.15,-0.6,-0.6,shooting
GER-Bundesliga,2021,Eint Frankfurt,Danny da Costa,GER,DF,27,1993,1.2,0,3,0,0.0,2.45,0.0,0.0,,20.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting
GER-Bundesliga,2021,Eint Frankfurt,David Abraham,ARG,DF,34,1986,13.6,1,10,2,20.0,0.74,0.15,0.1,0.5,15.9,0,0,0,0.6,0.6,0.06,0.4,0.4,shooting
GER-Bundesliga,2021,Eint Frankfurt,Djibril Sow,SUI,MF,23,1997,24.2,0,11,3,27.3,0.46,0.12,0.0,0.0,22.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5,shooting
GER-Bundesliga,2021,Eint Frankfurt,Dominik Kohr,GER,"MF,DF",26,1994,2.9,0,5,0,0.0,1.73,0.0,0.0,,19.5,1,0,0,1.0,1.0,0.2,-1.0,-1.0,shooting
GER-Bundesliga,2021,Eint Frankfurt,Elias Bördner,GER,GK,18,2002,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Eint Frankfurt,Erik Durm,GER,DF,28,1992,16.4,1,20,6,30.0,1.22,0.36,0.05,0.17,20.0,0,0,0,1.4,1.4,0.07,-0.4,-0.4,shooting
GER-Bundesliga,2021,Eint Frankfurt,Filip Kostić,SRB,DF,27,1992,28.2,4,52,21,40.4,1.85,0.75,0.08,0.19,20.4,5,0,0,4.4,4.4,0.08,-0.4,-0.4,shooting
GER-Bundesliga,2021,Eint Frankfurt,Kevin Trapp,GER,GK,30,1990,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Eint Frankfurt,Luka Jović,SRB,FW,22,1997,9.9,4,25,6,24.0,2.52,0.6,0.16,0.67,13.7,0,0,0,2.9,2.9,0.12,1.1,1.1,shooting
GER-Bundesliga,2021,Eint Frankfurt,Makoto Hasebe,JPN,"DF,MF",36,1984,25.4,0,2,1,50.0,0.08,0.04,0.0,0.0,21.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting
GER-Bundesliga,2021,Eint Frankfurt,Martin Hinteregger,AUT,DF,27,1992,28.1,2,23,7,30.4,0.82,0.25,0.09,0.29,13.2,0,0,0,2.4,2.4,0.1,-0.4,-0.4,shooting
GER-Bundesliga,2021,Eint Frankfurt,Obite N'Dicka,CIV,DF,20,1999,22.7,3,17,5,29.4,0.75,0.22,0.18,0.6,10.9,0,0,0,1.4,1.4,0.08,1.6,1.6,shooting
GER-Bundesliga,2021,Eint Frankfurt,Ragnar Ache,GER,"FW,DF",22,1998,1.1,1,2,1,50.0,1.8,0.9,0.5,1.0,13.7,0,0,0,0.1,0.1,0.07,0.9,0.9,shooting
GER-Bundesliga,2021,Eint Frankfurt,Sebastian Rode,GER,MF,29,1990,18.1,1,3,3,100.0,0.17,0.17,0.33,0.33,24.9,0,0,0,0.1,0.1,0.02,0.9,0.9,shooting
GER-Bundesliga,2021,Eint Frankfurt,Stefan Ilsanker,AUT,"MF,DF",31,1989,17.5,1,13,4,30.8,0.74,0.23,0.08,0.25,14.7,0,0,0,1.3,1.3,0.1,-0.3,-0.3,shooting
GER-Bundesliga,2021,Eint Frankfurt,Steven Zuber,SUI,"DF,MF",28,1991,6.5,0,10,2,20.0,1.54,0.31,0.0,0.0,18.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,shooting
GER-Bundesliga,2021,Eint Frankfurt,Timothy Chandler,USA,DF,30,1990,4.8,1,6,2,33.3,1.25,0.42,0.17,0.5,14.3,0,0,0,0.8,0.8,0.13,0.2,0.2,shooting
GER-Bundesliga,2021,Eint Frankfurt,Tuta,BRA,DF,21,1999,16.2,0,4,0,0.0,0.25,0.0,0.0,,14.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting
GER-Bundesliga,2021,Freiburg,Amir Abrashi,ALB,"MF,DF",30,1990,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
