league,season,team,player,nation,pos,age,born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type
GER-Bundesliga,2021,Arminia,Anderson Lucoqui,ANG,DF,23,1997,17.8,0,8,1,12.5,0.45,0.06,0.0,0.0,29.5,0,0,0,0.2,0.2,0.02,-0.2,-0.2,shooting
GER-Bundesliga,2021,Arminia,Andreas Voglsammer,GER,"FW,MF",28,1992,11.1,2,32,12,37.5,2.88,1.08,0.06,0.17,16.5,3,0,0,3.9,3.9,0.12,-1.9,-1.9,shooting
GER-Bundesliga,2021,Arminia,Arne Maier,GER,MF,21,1999,11.5,0,11,2,18.2,0.96,0.17,0.0,0.0,20.2,2,0,0,0.6,0.6,0.05,-0.6,-0.6,shooting
GER-Bundesliga,2021,Arminia,Brian Behrendt,GER,DF,28,1991,0.9,0,2,0,0.0,2.28,0.0,0.0,,30.9,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting
GER-Bundesliga,2021,Arminia,Cebio Soukou,BEN,"FW,MF",27,1992,5.1,1,9,1,11.1,1.77,0.2,0.11,1.0,21.3,0,0,0,0.7,0.7,0.07,0.3,0.3,shooting
GER-Bundesliga,2021,Arminia,Christian Gebauer,AUT,"MF,FW",26,1993,7.6,1,10,4,40.0,1.31,0.52,0.1,0.25,15.7,0,0,0,1.9,1.9,0.19,-0.9,-0.9,shooting
GER-Bundesliga,2021,Arminia,Cédric Brunner,SUI,DF,26,1994,29.5,0,6,1,16.7,0.2,0.03,0.0,0.0,15.7,0,0,0,0.5,0.5,0.09,-0.5,-0.5,shooting
GER-Bundesliga,2021,Arminia,Fabian Klos,GER,FW,32,1987,30.1,5,52,19,36.5,1.73,0.63,0.08,0.21,14.7,0,1,2,7.9,6.3,0.12,-2.9,-2.3,shooting
GER-Bundesliga,2021,Arminia,Fabian Kunze,GER,MF,22,1998,14.1,0,7,1,14.3,0.5,0.07,0.0,0.0,19.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting
GER-Bundesliga,2021,Arminia,Jacob Barrett Laursen,DEN,DF,25,1994,12.3,0,2,0,0.0,0.16,0.0,0.0,,23.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
GER-Bundesliga,2021,Arminia,Joakim Nilsson,SWE,DF,26,1994,24.0,0,6,2,33.3,0.25,0.08,0.0,0.0,9.8,0,0,0,0.9,0.9,0.14,-0.9,-0.9,shooting
GER-Bundesliga,2021,Arminia,Jóan Símun Edmundsson,FRO,"FW,MF",29,1991,0.6,1,3,2,66.7,4.66,3.1,0.33,0.5,12.9,0,0,0,0.4,0.4,0.14,0.6,0.6,shooting
GER-Bundesliga,2021,Arminia,Manuel Prietl,AUT,MF,28,1991,28.0,1,18,5,27.8,0.64,0.18,0.06,0.2,27.4,0,0,0,0.8,0.8,0.05,0.2,0.2,shooting
GER-Bundesliga,2021,Arminia,Marcel Hartel,GER,MF,24,1996,18.7,0,21,6,28.6,1.12,0.32,0.0,0.0,23.6,2,0,0,1.2,1.2,0.06,-1.2,-1.2,shooting
GER-Bundesliga,2021,Arminia,Masaya Okugawa,JPN,MF,24,1996,10.2,1,9,4,44.4,0.89,0.39,0.11,0.25,16.3,0,0,0,1.1,1.1,0.12,-0.1,-0.1,shooting
GER-Bundesliga,2021,Arminia,Michel Vlap,NED,"MF,FW",23,1997,4.1,1,3,2,66.7,0.73,0.49,0.33,0.5,29.6,0,0,0,0.5,0.5,0.18,0.5,0.5,shooting
GER-Bundesliga,2021,Arminia,Mike van der Hoorn,NED,DF,27,1992,15.1,0,5,2,40.0,0.33,0.13,0.0,0.0,11.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4,shooting
GER-Bundesliga,2021,Arminia,Nathan de Medina,BEL,DF,22,1997,7.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Arminia,Nils Seufert,GER,"MF,FW",23,1997,3.8,0,1,0,0.0,0.26,0.0,0.0,,18.2,0,0,0,0.0,0.0,0.04,0.0,0.0,shooting
GER-Bundesliga,2021,Arminia,Reinhold Yabo,GER,"MF,FW",28,1992,7.2,1,8,1,12.5,1.11,0.14,0.13,1.0,18.8,0,0,0,0.5,0.5,0.06,0.5,0.5,shooting
GER-Bundesliga,2021,Arminia,Ritsu Doan,JPN,"MF,FW",22,1998,30.8,5,69,21,30.4,2.24,0.68,0.07,0.24,19.9,7,0,0,5.2,5.1,0.07,-0.2,-0.1,shooting
GER-Bundesliga,2021,Arminia,Sebastian Müller,GER,"MF,DF",19,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Arminia,Sergio Córdova,VEN,"FW,MF",22,1997,12.1,2,20,4,20.0,1.65,0.33,0.1,0.5,14.9,0,0,0,3.5,3.5,0.17,-1.5,-1.5,shooting
GER-Bundesliga,2021,Arminia,Stefan Ortega,GER,GK,27,1992,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2021,Arminia,Sven Schipplock,GER,"FW,MF",31,1988,8.3,1,15,5,33.3,1.81,0.6,0.07,0.2,16.3,0,0,0,1.5,1.5,0.1,-0.5,-0.5,shooting
GER-Bundesliga,2021,Augsburg,Alfreð Finnbogason,ISL,FW,31,1989,6.0,0,11,6,54.5,1.82,0.99,0.0,0.0,15.8,0,0,2,3.1,1.5,0.14,-3.1,-1.5,shooting
GER-Bundesliga,2021,Augsburg,André Hahn,GER,"FW,MF",29,1990,22.6,8,43,14,32.6,1.9,0.62,0.19,0.57,15.2,0,0,0,5.0,5.0,0.12,3.0,3.0,shooting
GER-Bundesliga,2021,Augsburg,Carlos Gruezo,ECU,MF,25,1995,23.2,0,16,0,0.0,0.69,0.0,0.0,,28.7,0,0,0,0.4,0.4,0.02,-0.4,-0.4,shooting
