league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,stat_type
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,
GER-Bundesliga,2023,Eint Frankfurt,Hrvoje Smolčić,CRO,DF,22,2000,3.9,7,3,7,0,0,4,5,80.0,1,3,1,2,6,13,23,1,defense
GER-Bundesliga,2023,Eint Frankfurt,Hugo Ekitike,FRA,FW,21,2002,8.0,11,7,3,6,2,4,6,66.7,2,10,0,10,2,13,4,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Hugo Larsson,SWE,MF,19,2004,21.0,32,18,18,10,4,15,28,53.6,13,34,7,27,29,61,30,1,defense
GER-Bundesliga,2023,Eint Frankfurt,Jean Mattéo Bahoya,FRA,"MF,FW",18,2005,2.0,3,1,0,3,0,1,4,25.0,3,2,0,2,1,4,1,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Jens Grahl,GER,GK,34,1988,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Jens Petter Hauge,NOR,"MF,FW",23,1999,1.6,2,1,1,0,1,2,7,28.6,5,5,1,4,0,2,1,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Jesper Lindstrøm,DEN,FW,23,2000,0.9,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Jessic Ngankam,GER,FW,23,2000,3.1,3,2,1,1,1,0,0,,0,0,0,0,0,3,1,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Junior Dina Ebimbe,FRA,"MF,DF",22,2000,21.7,44,29,15,17,12,18,41,43.9,23,28,7,21,9,53,39,1,defense
GER-Bundesliga,2023,Eint Frankfurt,Kevin Trapp,GER,GK,33,1990,32.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,1,defense
GER-Bundesliga,2023,Eint Frankfurt,Kristijan Jakić,CRO,"MF,FW",26,1997,2.2,3,3,1,2,0,1,3,33.3,2,1,0,1,2,5,2,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Makoto Hasebe,JPN,"DF,MF",39,1984,2.4,4,2,2,2,0,3,6,50.0,3,2,1,1,2,6,5,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Mario Götze,GER,MF,31,1992,23.0,51,34,18,25,8,28,62,45.2,34,19,3,16,14,65,10,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Marko Mladenović,SRB,MF,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Nacho Ferri,ESP,"FW,MF",18,2004,0.8,3,3,1,2,0,2,3,66.7,1,0,0,0,0,3,2,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Niels Nkounkou,FRA,"DF,MF",22,2000,14.5,54,30,34,17,3,29,64,45.3,35,30,2,28,16,70,30,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Nnamdi Collins,GER,DF,19,2004,1.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,4,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Omar Marmoush,EGY,"FW,MF",24,1999,25.6,21,11,7,8,6,6,16,37.5,10,13,0,13,11,32,7,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Paxten Aaronson,USA,MF,19,2003,1.1,2,2,1,1,0,1,1,100.0,0,2,0,2,0,2,0,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Philipp Max,GER,DF,29,1993,15.0,26,17,6,18,2,19,26,73.1,7,18,1,17,7,33,18,2,defense
GER-Bundesliga,2023,Eint Frankfurt,Randal Kolo Muani,FRA,FW,24,1998,1.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Robin Koch,GER,DF,27,1996,30.4,38,23,26,12,0,17,27,63.0,10,33,24,9,32,70,136,2,defense
GER-Bundesliga,2023,Eint Frankfurt,Sasa Kalajdzic,AUT,FW,26,1997,3.6,2,2,0,2,0,0,0,,0,2,2,0,2,4,6,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Sebastian Rode,GER,MF,32,1990,0.7,6,4,0,5,1,4,6,66.7,2,0,0,0,1,7,1,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Timothy Chandler,USA,"MF,DF",33,1990,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Tuta,BRA,DF,24,1999,28.9,63,33,38,19,6,39,59,66.1,20,29,12,17,36,99,99,0,defense
GER-Bundesliga,2023,Eint Frankfurt,Willian Pacho,ECU,DF,21,2001,33.0,62,37,38,23,1,31,53,58.5,22,51,22,29,47,109,152,2,defense
GER-Bundesliga,2023,Freiburg,Attila Szalai,HUN,DF,25,1998,1.1,1,1,1,0,0,1,2,50.0,1,5,2,3,1,2,11,1,defense
GER-Bundesliga,2023,Freiburg,Christian Günter,GER,DF,30,1993,11.8,20,12,9,11,0,7,18,38.9,11,9,3,6,2,22,16,0,defense
GER-Bundesliga,2023,Freiburg,Fabian Rüdlin,GER,MF,26,1997,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,defense
GER-Bundesliga,2023,Freiburg,Florent Muslija,KVX,"MF,FW",25,1998,1.2,5,4,3,2,0,2,5,40.0,3,1,0,1,0,5,2,0,defense
GER-Bundesliga,2023,Freiburg,Jordy Makengo,FRA,DF,21,2001,11.4,17,11,11,5,1,6,10,60.0,4,16,4,12,11,28,37,0,defense
GER-Bundesliga,2023,Freiburg,Junior Adamu,AUT,"FW,MF",22,2001,1.2,5,1,1,2,2,1,2,50.0,1,1,0,1,0,5,2,0,defense
GER-Bundesliga,2023,Freiburg,Kenneth Schmidt,GER,DF,21,2002,0.8,2,2,2,0,0,2,4,50.0,2,1,0,1,1,3,2,0,defense
GER-Bundesliga,2023,Freiburg,Kiliann Sildillia,FRA,DF,21,2002,20.1,43,19,28,8,7,26,42,61.9,16,33,15,18,22,65,64,0,defense
GER-Bundesliga,2023,Freiburg,Lucas Höler,GER,"FW,MF",29,1994,25.6,32,24,14,10,8,4,23,17.4,19,19,4,15,15,47,35,0,defense
GER-Bundesliga,2023,Freiburg,Lukas Kübler,GER,DF,30,1992,20.5,50,24,35,13,2,26,42,61.9,16,36,14,22,37,87,57,1,defense
GER-Bundesliga,2023,Freiburg,Manuel Gulde,GER,DF,32,1991,22.7,37,23,23,13,1,17,23,73.9,6,24,14,10,25,62,82,0,defense
GER-Bundesliga,2023,Freiburg,Matthias Ginter,GER,DF,29,1994,21.3,29,15,19,9,1,16,29,55.2,13,40,26,14,16,45,93,0,defense
GER-Bundesliga,2023,Freiburg,Maximilian Breunig,GER,FW,22,2000,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense
GER-Bundesliga,2023,Freiburg,Maximilian Eggestein,GER,MF,26,1996,32.4,49,24,25,19,5,15,36,41.7,21,53,19,34,28,77,40,1,defense
GER-Bundesliga,2023,Freiburg,Maximilian Philipp,GER,"FW,MF",29,1994,3.6,8,5,4,4,0,1,6,16.7,5,7,0,7,1,9,3,0,defense
GER-Bundesliga,2023,Freiburg,Merlin Röhl,GER,"MF,FW",21,2002,16.4,21,13,10,9,2,8,21,38.1,13,27,3,24,9,30,22,0,defense
GER-Bundesliga,2023,Freiburg,Michael Gregoritsch,AUT,FW,29,1994,18.7,16,12,8,5,3,2,14,14.3,12,17,4,13,9,25,27,0,defense
GER-Bundesliga,2023,Freiburg,Nicolas Höfler,GER,MF,33,1990,25.9,63,40,36,20,7,22,49,44.9,27,30,16,14,31,94,45,0,defense
GER-Bundesliga,2023,Freiburg,Noah Atubolu,GER,GK,21,2002,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,1,defense
GER-Bundesliga,2023,Freiburg,Noah Weißhaupt,GER,"DF,FW",21,2001,8.4,9,4,6,0,3,5,11,45.5,6,8,1,7,8,17,12,0,defense
GER-Bundesliga,2023,Freiburg,Philipp Lienhart,AUT,DF,27,1996,14.1,20,13,14,5,1,13,23,56.5,10,18,11,7,14,34,51,0,defense
GER-Bundesliga,2023,Freiburg,Ritsu Doan,JPN,"DF,MF",25,1998,25.0,50,27,21,19,10,21,36,58.3,15,30,3,27,9,59,29,0,defense
GER-Bundesliga,2023,Freiburg,Roland Sallai,HUN,"MF,FW",26,1997,20.4,17,10,5,5,7,8,20,40.0,12,21,1,20,6,23,23,0,defense
GER-Bundesliga,2023,Freiburg,Vincenzo Grifo,ITA,"MF,FW",30,1993,25.8,31,20,14,11,6,14,31,45.2,17,22,1,21,15,46,20,0,defense
GER-Bundesliga,2023,Freiburg,Yannik Keitel,GER,"DF,MF",23,2000,10.2,20,15,14,5,1,10,15,66.7,5,17,8,9,12,32,44,3,defense
GER-Bundesliga,2023,Gladbach,Alassane Pléa,FRA,"FW,MF",30,1993,21.3,17,7,5,8,4,7,15,46.7,8,11,0,11,2,19,6,0,defense
GER-Bundesliga,2023,Gladbach,Christoph Kramer,GER,MF,32,1991,2.8,10,5,5,5,0,2,14,14.3,12,7,1,6,4,14,6,0,defense
GER-Bundesliga,2023,Gladbach,Fabio Chiarodia,ITA,DF,18,2005,1.7,8,5,5,1,2,5,7,71.4,2,2,1,1,3,11,9,0,defense
GER-Bundesliga,2023,Gladbach,Florian Neuhaus,GER,MF,26,1997,13.6,15,12,7,8,0,8,26,30.8,18,8,6,2,14,29,8,0,defense
GER-Bundesliga,2023,Gladbach,Franck Honorat,FRA,"DF,FW",26,1996,26.1,25,13,13,10,2,11,20,55.0,9,22,3,19,9,34,35,1,defense
GER-Bundesliga,2023,Gladbach,Grant Ranos,ARM,"MF,FW",20,2003,0.5,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,defense
GER-Bundesliga,2023,Gladbach,Joe Scally,USA,DF,20,2002,24.8,41,28,21,17,3,23,40,57.5,17,31,11,20,18,59,78,2,defense
GER-Bundesliga,2023,Gladbach,Jonas Omlin,SUI,GK,29,1994,7.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0,defense
GER-Bundesliga,2023,Gladbach,Jordan Pefok,USA,FW,27,1996,15.8,10,4,0,8,2,3,8,37.5,5,12,3,9,5,15,28,0,defense
GER-Bundesliga,2023,Gladbach,Julian Weigl,GER,MF,27,1995,30.7,66,40,28,32,6,41,67,61.2,26,47,14,33,48,114,61,1,defense
GER-Bundesliga,2023,Gladbach,Ko Itakura,JPN,"DF,MF",26,1997,17.7,34,21,17,15,2,16,26,61.5,10,32,18,14,22,56,62,0,defense
GER-Bundesliga,2023,Gladbach,Luca Netz,GER,DF,20,2003,24.7,38,22,19,16,3,23,43,53.5,20,36,10,26,22,60,76,1,defense
GER-Bundesliga,2023,Gladbach,Lukas Ullrich,GER,"DF,FW",19,2004,0.5,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,1,0,defense
GER-Bundesliga,2023,Gladbach,Manu Koné,FRA,MF,22,2001,17.3,45,26,20,20,5,17,25,68.0,8,22,1,21,15,60,16,1,defense
GER-Bundesliga,2023,Gladbach,Marvin Friedrich,GER,DF,27,1995,17.4,23,15,16,6,1,12,20,60.0,8,28,20,8,17,40,87,0,defense
GER-Bundesliga,2023,Gladbach,Maximilian Wöber,AUT,DF,25,1998,23.0,66,31,40,25,1,31,53,58.5,22,47,26,21,38,104,111,0,defense
GER-Bundesliga,2023,Gladbach,Moritz Nicolas,GER,GK,25,1997,27.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,12,5,defense
GER-Bundesliga,2023,Gladbach,Nathan N'Goumou,CMR,"FW,MF",23,2000,15.4,37,22,17,18,2,16,34,47.1,18,22,0,22,5,42,17,1,defense
GER-Bundesliga,2023,Gladbach,Nico Elvedi,SUI,DF,26,1996,27.6,33,18,22,10,1,18,24,75.0,6,40,25,15,43,76,150,2,defense
GER-Bundesliga,2023,Gladbach,Patrick Herrmann,GER,"FW,DF",32,1991,1.0,4,4,2,1,1,2,2,100.0,0,1,0,1,1,5,2,0,defense
GER-Bundesliga,2023,Gladbach,Robin Hack,GER,"FW,MF",24,1998,15.0,15,8,6,7,2,4,17,23.5,13,16,0,16,14,29,21,0,defense
GER-Bundesliga,2023,Gladbach,Rocco Reitz,GER,MF,21,2002,23.7,61,36,28,29,4,28,55,50.9,27,61,20,41,44,105,31,1,defense
GER-Bundesliga,2023,Gladbach,Shiō Fukuda,JPN,"FW,MF",19,2004,0.4,2,0,1,1,0,1,2,50.0,1,0,0,0,1,3,0,0,defense
GER-Bundesliga,2023,Gladbach,Stefan Lainer,AUT,"DF,MF",30,1992,8.3,23,16,15,8,0,14,24,58.3,10,13,6,7,5,28,28,0,defense
GER-Bundesliga,2023,Gladbach,Tomáš Čvančara,CZE,FW,22,2000,10.0,4,3,0,2,2,1,3,33.3,2,5,1,4,2,6,8,0,defense
GER-Bundesliga,2023,Gladbach,Tony Jantschke,GER,"DF,MF",33,1990,0.3,1,1,1,0,0,1,1,100.0,0,2,2,0,1,2,4,0,defense
GER-Bundesliga,2023,Gladbach,Yvandro Borges Sanches,LUX,"MF,FW",19,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
GER-Bundesliga,2023,Heidenheim,Adrian Beck,GER,"MF,FW",26,1997,10.8,22,13,8,12,2,9,24,37.5,15,17,0,17,4,26,15,0,defense
GER-Bundesliga,2023,Heidenheim,Benedikt Gimber,GER,DF,26,1997,22.5,40,24,25,14,1,19,35,54.3,16,27,17,10,16,56,101,1,defense
GER-Bundesliga,2023,Heidenheim,Christian Kühlwetter,GER,MF,27,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
GER-Bundesliga,2023,Heidenheim,Denis Thomalla,GER,"MF,FW",30,1992,5.0,9,6,4,4,1,5,11,45.5,6,3,2,1,4,13,13,0,defense
GER-Bundesliga,2023,Heidenheim,Eren Dinkçi,GER,"FW,MF",21,2001,29.4,32,18,16,13,3,19,48,39.6,29,40,4,36,12,44,21,0,defense
GER-Bundesliga,2023,Heidenheim,Florian Pick,GER,"MF,FW",27,1995,3.6,4,4,3,0,1,2,3,66.7,1,2,0,2,2,6,2,0,defense
GER-Bundesliga,2023,Heidenheim,Jan Schöppner,GER,MF,24,1999,22.2,48,26,26,20,2,21,42,50.0,21,37,7,30,26,74,57,0,defense
GER-Bundesliga,2023,Heidenheim,Jan-Niklas Beste,GER,"FW,MF",24,1999,28.9,77,49,35,24,18,28,55,50.9,27,48,1,47,18,95,31,0,defense
GER-Bundesliga,2023,Heidenheim,Jonas Föhrenbach,GER,DF,27,1996,31.0,44,24,24,14,6,19,36,52.8,17,34,19,15,31,75,70,0,defense
GER-Bundesliga,2023,Heidenheim,Kevin Müller,GER,GK,32,1991,34.0,3,0,3,0,0,3,5,60.0,2,0,0,0,0,3,6,1,defense
GER-Bundesliga,2023,Heidenheim,Kevin Sessa,GER,"MF,FW",23,2000,11.2,17,10,9,6,2,7,16,43.8,9,12,1,11,4,21,17,0,defense
GER-Bundesliga,2023,Heidenheim,Lennard Maloney,USA,MF,23,1999,25.4,43,26,14,24,5,25,59,42.4,34,33,9,24,25,68,88,0,defense
GER-Bundesliga,2023,Heidenheim,Marnon Busch,GER,DF,28,1994,6.6,11,9,6,3,2,7,12,58.3,5,9,2,7,10,21,12,0,defense
GER-Bundesliga,2023,Heidenheim,Marvin Pieringer,GER,"MF,FW",23,1999,16.8,19,12,5,11,3,8,20,40.0,12,28,4,24,12,31,21,0,defense
GER-Bundesliga,2023,Heidenheim,Nikola Dovedan,AUT,"MF,FW",29,1994,7.3,14,9,2,10,2,5,25,20.0,20,9,0,9,1,15,3,0,defense
GER-Bundesliga,2023,Heidenheim,Norman Theuerkauf,GER,"MF,DF",36,1987,14.0,24,16,13,7,4,13,22,59.1,9,16,6,10,14,38,21,0,defense
GER-Bundesliga,2023,Heidenheim,Omar Traoré,GER,DF,25,1998,27.5,60,33,33,21,6,32,56,57.1,24,32,7,25,40,100,54,1,defense
GER-Bundesliga,2023,Heidenheim,Patrick Mainka,GER,DF,28,1994,34.0,85,49,58,24,3,38,74,51.4,36,66,32,34,49,134,158,1,defense
GER-Bundesliga,2023,Heidenheim,Stefan Schimmer,GER,"MF,FW",29,1994,1.7,1,1,0,1,0,0,3,0.0,3,2,0,2,1,2,6,0,defense
GER-Bundesliga,2023,Heidenheim,Thomas Keller,GER,"MF,FW",23,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
GER-Bundesliga,2023,Heidenheim,Tim Kleindienst,GER,FW,27,1995,31.9,21,12,6,11,4,7,25,28.0,18,32,8,24,12,33,58,0,defense
GER-Bundesliga,2023,Heidenheim,Tim Siersleben,GER,DF,23,2000,10.1,27,11,21,6,0,8,20,40.0,12,16,10,6,21,48,29,1,defense
GER-Bundesliga,2023,Hoffenheim,Andrej Kramarić,CRO,"MF,FW",32,1991,24.4,11,2,5,4,2,6,13,46.2,7,14,2,12,10,21,12,2,defense
GER-Bundesliga,2023,Hoffenheim,Angelo Stiller,GER,MF,22,2001,0.9,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,3,0,defense
GER-Bundesliga,2023,Hoffenheim,Anton Stach,GER,MF,24,1998,25.8,73,42,40,27,6,33,63,52.4,30,38,12,26,72,145,67,1,defense
GER-Bundesliga,2023,Hoffenheim,Attila Szalai,HUN,DF,25,1998,3.2,3,1,3,0,0,1,4,25.0,3,6,2,4,1,4,7,0,defense
GER-Bundesliga,2023,Hoffenheim,Bambasé Conté,GER,"MF,FW",20,2003,0.5,3,3,2,0,1,1,1,100.0,0,0,0,0,0,3,0,0,defense
GER-Bundesliga,2023,Hoffenheim,David Jurásek,CZE,DF,22,2000,5.5,14,11,13,1,0,7,17,41.2,10,7,2,5,3,17,22,1,defense
GER-Bundesliga,2023,Hoffenheim,Dennis Geiger,GER,MF,25,1998,0.7,1,0,1,0,0,0,0,,0,1,1,0,0,1,0,0,defense
GER-Bundesliga,2023,Hoffenheim,Diadie Samassékou,MLI,MF,27,1996,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,defense
GER-Bundesliga,2023,Hoffenheim,Finn Ole Becker,GER,MF,23,2000,6.7,10,9,8,2,0,4,17,23.5,13,9,1,8,1,11,10,0,defense
GER-Bundesliga,2023,Hoffenheim,Florian Grillitsch,AUT,"DF,MF",27,1995,25.5,54,28,31,19,4,22,54,40.7,32,41,20,21,52,106,90,2,defense
GER-Bundesliga,2023,Hoffenheim,Grischa Prömel,GER,MF,28,1995,23.8,32,18,11,15,6,14,32,43.8,18,22,6,16,22,54,36,0,defense
GER-Bundesliga,2023,Hoffenheim,Ihlas Bebou,TOG,"FW,DF",29,1994,18.2,22,12,10,8,4,8,16,50.0,8,13,2,11,14,36,15,0,defense
GER-Bundesliga,2023,Hoffenheim,John Brooks,USA,DF,30,1993,17.1,28,15,17,10,1,15,30,50.0,15,29,17,12,27,55,109,1,defense
GER-Bundesliga,2023,Hoffenheim,Julian Justvan,GER,"FW,MF",25,1998,0.5,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,0,0,defense
GER-Bundesliga,2023,Hoffenheim,Kasim Nuhu,GHA,DF,28,1995,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
GER-Bundesliga,2023,Hoffenheim,Kevin Akpoguma,NGA,DF,28,1995,12.2,35,18,22,12,1,26,35,74.3,9,28,8,20,18,53,32,0,defense
GER-Bundesliga,2023,Hoffenheim,Kevin Vogt,GER,DF,31,1991,14.7,14,10,7,7,0,8,13,61.5,5,16,13,3,9,23,54,0,defense
GER-Bundesliga,2023,Hoffenheim,Marius Bülter,GER,"DF,FW",30,1993,15.0,18,11,9,5,4,12,23,52.2,11,17,3,14,10,28,20,0,defense
GER-Bundesliga,2023,Hoffenheim,Max Moerstedt,GER,"DF,FW",,,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense
GER-Bundesliga,2023,Hoffenheim,Maximilian Beier,GER,"FW,MF",20,2002,26.9,20,12,5,11,4,4,19,21.1,15,21,1,20,9,29,12,0,defense
GER-Bundesliga,2023,Hoffenheim,Mergim Berisha,GER,FW,25,1998,1.6,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,defense
GER-Bundesliga,2023,Hoffenheim,Oliver Baumann,GER,GK,33,1990,34.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,19,2,defense
GER-Bundesliga,2023,Hoffenheim,Ozan Kabak,TUR,DF,23,2000,25.4,48,35,32,14,2,19,33,57.6,14,43,21,22,46,94,106,2,defense
GER-Bundesliga,2023,Hoffenheim,Pavel Kadeřábek,CZE,"DF,FW",31,1992,26.8,31,19,10,15,6,18,40,45.0,22,22,8,14,23,54,68,0,defense
GER-Bundesliga,2023,Hoffenheim,Robert Skov,DEN,"DF,FW",27,1996,14.0,24,16,15,8,1,17,36,47.2,19,17,4,13,10,34,23,1,defense
GER-Bundesliga,2023,Hoffenheim,Stanley N'Soki,FRA,DF,24,1999,7.0,21,10,12,8,1,17,29,58.6,12,13,2,11,8,29,33,0,defense
GER-Bundesliga,2023,Hoffenheim,Tim Drexler,GER,DF,18,2005,6.4,16,9,12,4,0,8,17,47.1,9,12,8,4,8,24,14,0,defense
GER-Bundesliga,2023,Hoffenheim,Tom Bischof,GER,"MF,FW",18,2005,2.0,8,4,6,1,1,2,9,22.2,7,3,0,3,1,9,2,0,defense
GER-Bundesliga,2023,Hoffenheim,Umut Tohumcu,GER,MF,18,2004,11.2,16,12,9,7,0,6,19,31.6,13,11,1,10,6,22,12,0,defense
GER-Bundesliga,2023,Hoffenheim,Wout Weghorst,NED,FW,30,1992,22.0,13,6,4,7,2,9,15,60.0,6,25,8,17,6,19,24,0,defense
GER-Bundesliga,2023,Köln,Benno Schmitz,GER,DF,28,1994,12.8,27,15,20,7,0,17,34,50.0,17,19,4,15,7,34,29,0,defense
GER-Bundesliga,2023,Köln,Damion Downs,USA,"FW,MF",19,2004,2.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,1,0,defense
GER-Bundesliga,2023,Köln,Davie Selke,GER,FW,28,1995,14.1,4,2,1,3,0,0,2,0.0,2,5,3,2,0,4,20,0,defense
GER-Bundesliga,2023,Köln,Dejan Ljubicic,AUT,"MF,FW",25,1997,22.8,43,27,20,18,5,20,43,46.5,23,22,2,20,18,61,11,0,defense
GER-Bundesliga,2023,Köln,Denis Huseinbasic,BIH,MF,22,2001,18.1,38,18,17,15,6,20,31,64.5,11,26,1,25,13,51,14,0,defense
GER-Bundesliga,2023,Köln,Dominique Heintz,GER,DF,29,1993,6.3,12,5,6,6,0,8,12,66.7,4,6,1,5,3,15,28,0,defense
GER-Bundesliga,2023,Köln,Eric Martel,GER,MF,21,2002,27.3,70,43,32,34,4,37,67,55.2,30,65,19,46,43,113,80,0,defense
GER-Bundesliga,2023,Köln,Faride Alidou,GER,"FW,MF",22,2001,14.2,10,4,3,6,1,4,18,22.2,14,23,2,21,8,18,15,1,defense
GER-Bundesliga,2023,Köln,Florian Dietz,GER,"FW,MF",24,1998,0.8,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense
GER-Bundesliga,2023,Köln,Florian Kainz,AUT,"MF,FW",30,1992,24.4,28,20,8,13,7,17,39,43.6,22,20,6,14,13,41,23,1,defense
GER-Bundesliga,2023,Köln,Jacob Christensen,DEN,MF,22,2001,2.4,10,6,7,3,0,4,7,57.1,3,8,2,6,4,14,4,0,defense
GER-Bundesliga,2023,Köln,Jan Thielmann,GER,"FW,DF",21,2002,17.5,28,18,13,9,6,12,24,50.0,12,31,6,25,8,36,28,0,defense
GER-Bundesliga,2023,Köln,Julian Chabot,GER,DF,25,1998,30.0,59,42,40,17,2,35,59,59.3,24,66,43,23,45,104,145,0,defense
GER-Bundesliga,2023,Köln,Justin Diehl,GER,"FW,MF",18,2004,1.9,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,1,defense
GER-Bundesliga,2023,Köln,Leart Paqarada,KVX,DF,28,1994,11.9,21,11,9,9,3,11,22,50.0,11,17,5,12,10,31,30,1,defense
GER-Bundesliga,2023,Köln,Linton Maina,GER,"FW,MF",24,1999,21.1,18,15,11,5,2,9,28,32.1,19,12,1,11,6,24,12,0,defense
GER-Bundesliga,2023,Köln,Luca Kilian,GER,DF,23,1999,7.1,16,9,15,1,0,9,14,64.3,5,12,5,7,7,23,28,0,defense
GER-Bundesliga,2023,Köln,Luca Waldschmidt,GER,"MF,FW",27,1996,12.7,19,12,4,12,3,5,16,31.3,11,18,3,15,6,25,8,1,defense
GER-Bundesliga,2023,Köln,Mark Uth,GER,"MF,FW",31,1991,4.1,8,4,2,3,3,4,12,33.3,8,6,0,6,1,9,2,0,defense
GER-Bundesliga,2023,Köln,Marvin Schwäbe,GER,GK,28,1995,34.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10,1,defense
GER-Bundesliga,2023,Köln,Mathias Olesen,LUX,"MF,FW",22,2001,1.2,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,defense
GER-Bundesliga,2023,Köln,Max Finkgräfe,GER,"DF,FW",19,2004,19.5,65,39,40,25,0,39,74,52.7,35,35,10,25,22,87,39,0,defense
GER-Bundesliga,2023,Köln,Rasmus Carstensen,DEN,"DF,FW",22,2000,18.4,47,22,23,20,4,31,56,55.4,25,38,9,29,20,67,50,2,defense
GER-Bundesliga,2023,Köln,Sargis Adamyan,ARM,"FW,MF",30,1993,8.9,14,9,2,9,3,6,11,54.5,5,16,1,15,5,19,7,0,defense
GER-Bundesliga,2023,Köln,Steffen Tigges,GER,FW,25,1998,8.1,10,6,4,5,1,3,7,42.9,4,4,2,2,1,11,12,0,defense
GER-Bundesliga,2023,Köln,Timo Hübers,GER,DF,27,1996,30.9,68,47,51,14,3,49,80,61.3,31,54,28,26,63,131,168,1,defense
GER-Bundesliga,2023,Leverkusen,Adam Hložek,CZE,"MF,FW",21,2002,5.1,10,4,2,4,4,3,7,42.9,4,4,1,3,2,12,1,0,defense
GER-Bundesliga,2023,Leverkusen,Amine Adli,MAR,"MF,FW",23,2000,10.0,16,7,2,10,4,7,17,41.2,10,10,2,8,6,22,5,0,defense
GER-Bundesliga,2023,Leverkusen,Arthur,BRA,DF,20,2003,2.0,4,3,2,0,2,2,2,100.0,0,1,1,0,0,4,7,0,defense
GER-Bundesliga,2023,Leverkusen,Borja Iglesias,ESP,FW,30,1993,2.8,1,0,0,1,0,0,1,0.0,1,2,0,2,1,2,1,0,defense
GER-Bundesliga,2023,Leverkusen,Edmond Tapsoba,BFA,DF,24,1999,23.2,34,25,17,15,2,17,24,70.8,7,21,10,11,24,58,52,3,defense
GER-Bundesliga,2023,Leverkusen,Exequiel Palacios,ARG,MF,24,1998,20.3,60,34,28,26,6,26,53,49.1,27,24,0,24,29,89,20,2,defense
GER-Bundesliga,2023,Leverkusen,Florian Wirtz,GER,MF,20,2003,26.4,27,18,7,14,6,9,29,31.0,20,36,2,34,9,36,3,0,defense
GER-Bundesliga,2023,Leverkusen,Granit Xhaka,SUI,MF,30,1992,31.3,29,21,11,14,4,9,30,30.0,21,29,8,21,19,48,42,0,defense
GER-Bundesliga,2023,Leverkusen,Gustavo Puerta,COL,"DF,MF",20,2003,0.5,5,3,2,2,1,1,2,50.0,1,2,0,2,0,5,0,0,defense
