nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
BRA,FW,22,2001,6.8,319,4,33,135,156,34,319,47,26,55.3,13,27.7,205,1791,897,35,14,10,13,17,235,58,ESP-La Liga,2023,possession
ESP,DF,32,1991,2.5,141,22,86,49,7,4,141,2,2,100.0,0,0.0,91,406,215,2,3,0,1,2,90,0,ESP-La Liga,2023,possession
ESP,MF,26,1996,22.0,1403,53,333,858,229,23,1403,21,11,52.4,9,42.9,821,4146,2096,24,22,6,19,18,957,20,ESP-La Liga,2023,possession
FRA,"MF,FW",30,1993,11.7,749,4,48,361,351,54,749,34,21,61.8,6,17.6,449,2232,1113,32,28,7,43,23,584,77,ESP-La Liga,2023,possession
ESP,DF,17,2005,0.5,33,2,8,17,8,0,33,1,1,100.0,0,0.0,12,80,52,1,0,0,0,1,17,1,ESP-La Liga,2023,possession
ESP,"FW,MF",27,1996,12.8,811,10,103,423,295,40,811,26,11,42.3,14,53.8,420,2044,1160,37,23,13,25,13,571,82,ESP-La Liga,2023,possession
CIV,MF,25,1997,0.3,26,2,10,14,3,0,26,0,0,,0,,11,42,8,0,0,0,0,0,15,0,ESP-La Liga,2023,possession
ESP,DF,22,2001,1.8,81,15,51,30,0,0,81,0,0,,0,,43,170,86,0,0,0,0,0,49,0,ESP-La Liga,2023,possession
ESP,"FW,MF",23,2000,11.7,711,3,98,325,299,43,711,57,24,42.1,24,42.1,496,3253,1607,49,30,14,28,18,564,116,ESP-La Liga,2023,possession
POR,GK,29,1994,27.5,1017,841,1012,5,0,0,1017,1,1,100.0,0,0.0,558,3004,1563,0,0,0,0,0,435,1,ESP-La Liga,2023,possession
ESP,MF,21,2001,6.3,391,22,93,236,64,6,391,11,6,54.5,5,45.5,224,1089,465,10,4,0,8,9,278,8,ESP-La Liga,2023,possession
GRE,DF,35,1988,12.6,688,109,428,254,10,6,688,2,0,0.0,0,0.0,353,1426,726,1,0,0,3,0,442,1,ESP-La Liga,2023,possession
POR,MF,31,1992,7.6,707,13,105,495,111,7,707,13,4,30.8,8,61.5,437,1683,860,12,14,0,6,10,560,12,ESP-La Liga,2023,possession
BRA,FW,31,1991,21.9,683,18,50,333,304,73,683,12,6,50.0,6,50.0,377,1306,445,8,8,2,32,25,536,90,ESP-La Liga,2023,possession
SEN,DF,30,1993,11.6,761,37,250,340,178,14,761,23,12,52.2,8,34.8,437,2179,1089,31,22,2,18,13,488,43,ESP-La Liga,2023,possession
GRE,FW,23,1999,10.1,292,10,25,123,145,49,292,22,9,40.9,11,50.0,172,842,319,10,6,6,38,20,218,53,ESP-La Liga,2023,possession
SWE,DF,28,1995,24.6,1333,262,847,459,32,17,1333,1,0,0.0,1,100.0,614,2485,1142,5,2,1,6,1,698,1,ESP-La Liga,2023,possession
ESP,"MF,DF",25,1998,8.6,393,9,55,147,200,25,393,37,14,37.8,18,48.6,264,1791,882,34,20,8,20,17,287,66,ESP-La Liga,2023,possession
ESP,DF,22,2001,17.6,1068,110,498,515,63,10,1068,2,2,100.0,0,0.0,592,2792,1490,11,11,1,17,2,629,3,ESP-La Liga,2023,possession
ESP,MF,22,2001,7.9,414,14,89,237,93,8,414,3,3,100.0,0,0.0,203,883,348,3,6,0,13,9,282,12,ESP-La Liga,2023,possession
ESP,MF,20,2003,2.9,227,6,42,132,54,1,227,0,0,,0,,145,548,239,2,4,1,1,2,174,4,ESP-La Liga,2023,possession
ESP,MF,24,1999,27.0,1593,50,326,985,297,12,1593,24,12,50.0,12,50.0,937,4446,2041,28,33,2,28,20,1060,30,ESP-La Liga,2023,possession
ARG,"MF,DF",29,1994,6.1,366,5,94,160,116,14,366,6,0,0.0,5,83.3,195,1041,532,16,11,1,9,3,207,36,ESP-La Liga,2023,possession
ESP,FW,21,2002,0.2,7,0,0,4,3,0,7,1,0,0.0,1,100.0,6,23,4,0,0,0,1,1,7,1,ESP-La Liga,2023,possession
ESP,MF,19,2003,8.0,655,9,89,377,195,8,655,14,9,64.3,5,35.7,420,1832,826,16,15,2,11,12,492,13,ESP-La Liga,2023,possession
ESP,"MF,DF",20,2003,8.5,536,16,96,188,263,32,536,29,16,55.2,11,37.9,320,1875,1108,36,15,16,15,13,359,80,ESP-La Liga,2023,possession
ESP,FW,35,1987,30.1,1546,11,99,650,816,137,1541,47,29,61.7,12,25.5,995,5117,2527,84,61,25,52,36,1146,202,ESP-La Liga,2023,possession
ESP,GK,26,1997,11.3,348,314,348,0,0,0,348,0,0,,0,,173,844,550,0,0,0,0,0,118,0,ESP-La Liga,2023,possession
BRA,"DF,MF",27,1995,10.0,607,49,238,330,49,6,607,10,6,60.0,4,40.0,377,2080,1358,16,12,1,9,9,383,8,ESP-La Liga,2023,possession
ESP,"DF,MF",29,1994,8.3,510,29,177,244,93,8,510,8,4,50.0,4,50.0,256,977,459,5,6,2,16,4,294,16,ESP-La Liga,2023,possession
ESP,"MF,DF",21,2002,0.2,17,0,6,8,3,0,17,0,0,,0,,8,22,4,0,1,0,1,0,10,2,ESP-La Liga,2023,possession
CIV,"MF,FW",27,1996,22.0,1037,12,119,457,487,91,1037,106,42,39.6,53,50.0,754,4987,2946,107,48,31,49,24,805,169,ESP-La Liga,2023,possession
GHA,DF,27,1995,4.5,240,34,132,107,6,2,240,2,2,100.0,0,0.0,133,630,322,2,0,0,1,2,137,0,ESP-La Liga,2023,possession
NOR,FW,23,2000,31.8,997,19,69,472,471,165,997,74,29,39.2,39,52.7,620,2546,975,33,24,26,115,50,783,183,ESP-La Liga,2023,possession
ESP,DF,30,1993,7.8,461,27,140,253,70,3,461,9,3,33.3,4,44.4,212,906,358,6,6,0,6,1,245,20,ESP-La Liga,2023,possession
USA,MF,25,1998,21.7,971,21,141,465,381,63,971,32,11,34.4,19,59.4,606,3777,2012,58,40,12,38,28,679,88,ESP-La Liga,2023,possession
ESP,"DF,MF",22,2000,19.7,1104,63,332,473,310,23,1104,28,11,39.3,16,57.1,508,2954,1490,41,25,5,32,11,527,67,ESP-La Liga,2023,possession
ESP,MF,20,2003,3.3,170,1,16,61,97,6,170,17,3,17.6,11,64.7,115,803,430,14,12,3,4,4,117,35,ESP-La Liga,2023,possession
SRB,"DF,MF",27,1995,9.0,624,31,161,266,203,8,624,23,7,30.4,11,47.8,326,1911,1006,24,22,3,16,8,330,42,ESP-La Liga,2023,possession
PER,"MF,DF",28,1995,14.9,949,68,318,503,140,13,949,39,27,69.2,9,23.1,477,2342,1057,9,13,0,20,10,529,14,ESP-La Liga,2023,possession
ARG,"MF,FW",24,1999,3.7,143,3,19,66,60,11,143,8,3,37.5,4,50.0,85,558,223,9,4,1,8,8,101,25,ESP-La Liga,2023,possession
ESP,DF,26,1997,31.1,2025,278,1049,886,102,39,2025,12,10,83.3,2,16.7,1086,5296,2799,10,10,2,31,5,1131,2,ESP-La Liga,2023,possession
ESP,GK,36,1987,26.7,874,776,873,1,0,0,874,0,0,,0,,445,2241,1346,0,0,0,2,0,331,0,ESP-La Liga,2023,possession
SWE,"FW,MF",19,2004,4.9,175,1,22,68,87,23,175,14,7,50.0,5,35.7,107,561,273,7,6,4,10,10,119,26,ESP-La Liga,2023,possession
ESP,DF,19,2004,1.0,93,14,66,26,1,1,93,0,0,,0,,76,324,137,0,0,0,0,0,77,0,ESP-La Liga,2023,possession
ESP,"DF,MF",24,1999,33.3,2287,72,598,1012,701,43,2287,78,36,46.2,34,43.6,1313,6460,3490,74,76,9,31,26,1498,134,ESP-La Liga,2023,possession
SYR,DF,23,2000,4.8,215,19,114,93,12,2,215,1,1,100.0,0,0.0,124,741,376,2,6,0,3,0,111,0,ESP-La Liga,2023,possession
ESP,FW,18,2005,0.0,5,0,2,1,2,0,5,0,0,,0,,3,13,5,0,0,0,0,0,3,1,ESP-La Liga,2023,possession
URU,"MF,FW",24,1999,2.8,179,1,20,76,90,6,179,20,10,50.0,8,40.0,123,1011,548,18,15,1,17,10,130,25,ESP-La Liga,2023,possession
ESP,"FW,MF",26,1997,29.0,896,51,100,323,479,136,896,69,18,26.1,44,63.8,431,1951,701,31,24,21,95,53,645,102,ESP-La Liga,2023,possession
VEN,MF,30,1993,8.7,394,6,53,162,182,16,393,17,6,35.3,9,52.9,218,1393,558,20,20,5,20,11,225,54,ESP-La Liga,2023,possession
ESP,GK,29,1994,4.1,166,133,164,2,0,0,166,0,0,,0,,71,454,282,0,0,0,0,0,40,0,ESP-La Liga,2023,possession
MLI,MF,27,1996,1.0,60,1,16,37,9,0,60,2,2,100.0,0,0.0,33,215,110,2,4,0,2,0,32,1,ESP-La Liga,2023,possession
ESP,DF,29,1993,28.3,1307,191,647,615,52,18,1307,5,3,60.0,1,20.0,643,3354,2047,16,8,0,6,2,696,10,ESP-La Liga,2023,possession
ESP,MF,26,1997,1.7,67,5,20,41,6,1,67,1,0,0.0,0,0.0,28,108,68,0,0,0,1,0,37,0,ESP-La Liga,2023,possession
ARG,MF,30,1993,18.9,907,50,221,549,141,19,907,7,3,42.9,4,57.1,397,1557,679,4,9,0,17,12,511,14,ESP-La Liga,2023,possession
ESP,DF,30,1993,29.0,1425,98,432,647,351,11,1425,22,13,59.1,9,40.9,563,2560,1250,25,29,1,19,19,671,70,ESP-La Liga,2023,possession
ESP,MF,28,1995,18.8,701,27,139,241,335,21,701,61,24,39.3,31,50.8,401,2974,1399,48,41,1,54,28,418,104,ESP-La Liga,2023,possession
ESP,DF,25,1998,27.9,1571,112,509,669,412,29,1571,32,13,40.6,17,53.1,685,3932,2182,40,44,6,30,13,760,57,ESP-La Liga,2023,possession
ARG,GK,30,1993,33.9,1261,992,1248,17,0,0,1261,2,2,100.0,0,0.0,652,4356,3096,0,0,0,1,0,421,0,ESP-La Liga,2023,possession
ESP,DF,26,1997,7.5,298,42,148,143,9,3,298,1,1,100.0,0,0.0,115,423,237,2,2,0,0,1,137,0,ESP-La Liga,2023,possession
ESP,DF,31,1992,7.8,320,28,110,117,94,8,320,5,2,40.0,2,40.0,148,617,247,7,7,2,7,3,155,33,ESP-La Liga,2023,possession
ESP,"MF,FW",35,1987,0.2,23,0,0,19,4,0,23,0,0,,0,,10,55,23,0,0,0,0,0,16,1,ESP-La Liga,2023,possession
ESP,FW,30,1993,9.7,327,4,27,172,133,23,327,23,9,39.1,13,56.5,200,954,265,7,8,5,28,17,223,40,ESP-La Liga,2023,possession
CMR,FW,19,2003,0.2,4,0,0,3,1,0,4,0,0,,0,,2,4,0,0,0,0,1,0,2,1,ESP-La Liga,2023,possession
BRA,DF,22,2001,17.1,1020,54,306,447,275,14,1020,32,15,46.9,14,43.8,487,2549,1130,30,19,3,22,18,513,65,ESP-La Liga,2023,possession
ESP,DF,34,1989,8.0,411,34,178,167,69,1,411,0,0,,0,,172,830,559,2,3,0,0,0,217,1,ESP-La Liga,2023,possession
SEN,DF,25,1998,3.2,137,37,81,47,9,4,137,0,0,,0,,35,170,83,0,0,0,2,0,43,0,ESP-La Liga,2023,possession
URU,FW,26,1996,12.9,361,5,28,159,176,47,361,11,4,36.4,5,45.5,203,877,269,13,10,2,33,20,293,54,ESP-La Liga,2023,possession
MNE,MF,24,1999,0.1,5,0,0,0,5,2,5,0,0,,0,,2,10,1,0,0,0,0,0,5,0,ESP-La Liga,2023,possession
MLI,MF,19,2003,0.0,1,0,1,0,0,0,1,1,0,0.0,1,100.0,1,3,0,0,0,0,0,0,0,0,ESP-La Liga,2023,possession
ESP,"MF,FW",21,2002,21.0,1040,14,144,437,491,48,1040,116,54,46.6,55,47.4,659,4823,2530,81,69,15,60,37,673,119,ESP-La Liga,2023,possession
ESP,FW,32,1991,15.1,503,7,33,263,216,53,503,10,3,30.0,6,60.0,309,1260,390,7,15,2,47,20,354,64,ESP-La Liga,2023,possession
MLI,MF,26,1996,9.1,501,14,121,328,58,2,501,10,7,70.0,1,10.0,249,1684,703,16,7,1,8,1,286,5,ESP-La Liga,2023,possession
ESP,MF,32,1991,34.8,1970,91,470,1193,328,28,1968,23,10,43.5,11,47.8,997,4688,1909,27,27,3,28,27,1135,37,ESP-La Liga,2023,possession
ESP,"MF,FW",31,1992,18.3,780,24,162,346,279,38,780,41,16,39.0,23,56.1,416,2197,979,27,26,5,39,28,470,78,ESP-La Liga,2023,possession
ESP,"FW,MF",32,1991,5.5,281,3,19,143,123,14,281,14,7,50.0,6,42.9,193,860,272,10,7,2,12,10,216,32,ESP-La Liga,2023,possession
ESP,DF,23,2000,20.7,1223,147,647,552,28,13,1223,2,1,50.0,1,50.0,693,3929,1732,10,2,0,7,1,742,2,ESP-La Liga,2023,possession
ESP,MF,30,1992,14.3,775,52,212,405,163,8,775,7,4,57.1,2,28.6,384,1736,783,11,20,1,9,12,463,26,ESP-La Liga,2023,possession
ESP,"FW,MF",37,1985,0.6,32,0,3,11,19,5,32,2,2,100.0,0,0.0,17,57,15,0,0,0,3,0,19,0,ESP-La Liga,2023,possession
ESP,MF,17,2005,1.5,65,1,5,26,34,5,65,4,2,50.0,1,25.0,37,158,84,3,2,0,6,2,51,14,ESP-La Liga,2023,possession
HON,"MF,FW",30,1993,1.0,33,2,6,10,17,5,33,4,1,25.0,3,75.0,16,65,20,0,0,0,6,2,24,6,ESP-La Liga,2023,possession
ESP,FW,26,1997,23.9,775,16,51,377,352,71,771,43,18,41.9,22,51.2,481,2206,912,27,29,11,69,28,588,100,ESP-La Liga,2023,possession
ESP,MF,25,1998,11.3,546,14,74,251,223,22,546,28,6,21.4,20,71.4,308,1315,402,12,14,5,25,18,366,45,ESP-La Liga,2023,possession
ESP,"DF,MF",21,2002,14.6,748,28,197,345,216,27,748,28,9,32.1,17,60.7,343,1994,1012,29,19,6,29,14,377,55,ESP-La Liga,2023,possession
URU,DF,35,1988,14.4,771,27,197,387,195,12,771,21,9,42.9,10,47.6,310,1476,743,20,11,4,19,6,363,47,ESP-La Liga,2023,possession
BRA,GK,26,1997,0.1,11,10,11,0,0,0,11,0,0,,0,,4,20,19,0,0,0,0,0,4,0,ESP-La Liga,2023,possession
ESP,GK,30,1993,37.9,1393,1099,1386,7,0,0,1393,0,0,,0,,636,3979,2528,0,1,1,4,0,418,0,ESP-La Liga,2023,possession
ESP,DF,30,1993,28.2,1809,80,458,900,467,6,1809,33,11,33.3,20,60.6,758,3025,1419,28,36,1,33,20,840,79,ESP-La Liga,2023,possession
TOG,"DF,MF",31,1991,27.6,1363,112,510,704,169,12,1363,25,18,72.0,3,12.0,661,3334,1637,13,14,1,24,13,690,19,ESP-La Liga,2023,possession
POR,DF,28,1995,10.1,453,45,173,264,20,6,453,3,1,33.3,1,33.3,211,1150,728,7,1,0,5,2,236,0,ESP-La Liga,2023,possession
TUR,"FW,MF",26,1997,1.6,49,2,7,18,25,6,49,4,2,50.0,1,25.0,31,149,78,2,2,0,2,1,37,7,ESP-La Liga,2023,possession
ARG,"DF,MF",29,1994,1.8,121,7,34,52,37,1,121,4,2,50.0,1,25.0,59,237,92,2,2,0,1,0,62,6,ESP-La Liga,2023,possession
URU,DF,23,2000,28.2,1325,125,508,648,178,22,1325,21,9,42.9,11,52.4,558,2517,1283,11,12,0,27,10,624,40,ESP-La Liga,2023,possession
ESP,DF,18,2004,0.0,6,0,3,2,1,0,6,0,0,,0,,3,6,1,0,0,0,0,0,4,0,ESP-La Liga,2023,possession
ESP,"DF,FW",25,1998,15.7,830,60,262,353,223,8,830,14,6,42.9,8,57.1,329,1625,671,16,11,2,10,6,363,48,ESP-La Liga,2023,possession
GUI,"MF,FW",20,2003,6.7,289,9,30,176,87,14,289,14,4,28.6,8,57.1,158,817,302,8,8,2,14,6,181,19,ESP-La Liga,2023,possession
ESP,"FW,MF",34,1988,19.9,731,32,109,255,370,72,731,15,8,53.3,7,46.7,370,1456,479,16,16,7,47,20,527,138,ESP-La Liga,2023,possession
ESP,FW,20,2003,0.0,1,0,0,0,1,1,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,ESP-La Liga,2023,possession
ESP,MF,19,2004,7.3,244,10,47,148,51,8,244,8,3,37.5,5,62.5,131,727,311,5,4,1,9,4,141,12,ESP-La Liga,2023,possession
ESP,"MF,DF",22,2001,6.4,336,7,50,155,134,14,336,20,7,35.0,10,50.0,180,797,336,6,14,2,12,9,206,28,ESP-La Liga,2023,possession
ESP,FW,22,2001,17.3,578,21,32,255,295,104,578,13,6,46.2,5,38.5,278,968,262,7,10,3,66,21,447,82,ESP-La Liga,2023,possession
ESP,MF,28,1994,23.5,1484,30,196,981,330,10,1484,34,11,32.4,17,50.0,683,3575,1700,31,26,0,26,17,839,35,ESP-La Liga,2023,possession
ENG,"MF,FW",21,2001,29.6,1355,6,76,621,690,124,1352,139,72,51.8,52,37.4,949,7176,3899,127,80,70,63,50,1090,239,ESP-La Liga,2023,possession
URU,MF,27,1995,3.8,188,9,30,115,44,6,188,6,2,33.3,4,66.7,110,548,214,2,6,0,5,5,104,6,ESP-La Liga,2023,possession
FRA,DF,20,2002,2.0,87,4,37,49,1,1,87,0,0,,0,,47,326,183,0,0,0,1,1,54,0,ESP-La Liga,2023,possession
SRB,MF,28,1995,36.3,1380,86,321,762,309,59,1380,17,7,41.2,9,52.9,565,2540,1251,22,25,2,24,8,695,35,ESP-La Liga,2023,possession
PAR,DF,26,1996,24.4,1316,132,591,667,73,32,1316,13,9,69.2,3,23.1,655,4060,2701,23,13,0,8,5,684,9,ESP-La Liga,2023,possession
ESP,FW,31,1992,1.1,36,0,5,4,28,4,36,3,0,0.0,3,100.0,17,184,97,3,4,0,2,1,23,3,ESP-La Liga,2023,possession
ESP,FW,21,2001,0.3,16,0,1,4,12,0,16,3,0,0.0,3,100.0,11,55,29,1,1,0,1,0,6,1,ESP-La Liga,2023,possession
SRB,DF,33,1990,7.8,306,39,156,147,5,2,306,4,2,50.0,1,25.0,140,780,457,4,0,0,3,0,142,2,ESP-La Liga,2023,possession
ESP,FW,18,2005,0.0,3,0,0,1,2,0,3,0,0,,0,,1,18,11,1,0,0,0,0,2,1,ESP-La Liga,2023,possession
ESP,"MF,FW",25,1998,10.7,595,7,56,287,259,30,595,31,14,45.2,16,51.6,320,1818,757,13,24,4,35,12,415,48,ESP-La Liga,2023,possession
ESP,MF,26,1997,35.5,3220,149,780,1809,651,18,3220,24,15,62.5,6,25.0,1923,9334,4604,58,44,3,26,15,2403,52,ESP-La Liga,2023,possession
HUN,DF,19,2004,0.7,50,8,31,18,1,1,50,0,0,,0,,26,148,54,0,0,0,0,1,39,0,ESP-La Liga,2023,possession
ESP,DF,20,2003,13.8,958,79,347,483,131,9,958,7,3,42.9,4,57.1,541,2924,1608,29,14,1,16,9,655,16,ESP-La Liga,2023,possession
UKR,FW,26,1997,28.7,606,19,36,230,341,185,598,25,17,68.0,8,32.0,351,1294,449,18,7,16,50,39,487,118,ESP-La Liga,2023,possession
COL,DF,34,1989,0.0,11,4,8,3,0,0,11,0,0,,0,,5,11,5,0,0,0,0,0,6,0,ESP-La Liga,2023,possession
URU,FW,36,1986,8.9,218,16,34,90,94,47,218,5,1,20.0,4,80.0,101,386,119,3,1,3,17,3,137,24,ESP-La Liga,2023,possession
NED,DF,33,1990,33.0,2869,229,1192,1426,271,27,2869,26,17,65.4,9,34.6,1871,8942,4795,48,30,3,18,3,2186,22,ESP-La Liga,2023,possession
ESP,DF,33,1989,21.8,1770,286,946,785,48,22,1770,9,5,55.6,2,22.2,1083,5934,3308,15,9,0,12,2,1281,1,ESP-La Liga,2023,possession
ESP,DF,22,2001,29.3,2567,180,972,1378,227,23,2567,9,4,44.4,4,44.4,1604,7491,4670,45,34,1,17,9,1900,18,ESP-La Liga,2023,possession
MLI,MF,22,2000,0.1,13,0,6,6,2,1,13,1,0,0.0,0,0.0,6,38,1,0,0,0,0,2,4,1,ESP-La Liga,2023,possession
ESP,MF,24,1999,30.3,1895,48,327,1060,533,58,1895,59,39,66.1,20,33.9,1267,8252,3837,84,62,13,64,41,1525,109,ESP-La Liga,2023,possession
ESP,FW,19,2004,0.4,18,0,1,6,11,2,18,2,1,50.0,1,50.0,13,76,48,2,0,1,3,0,15,8,ESP-La Liga,2023,possession
COL,MF,18,2004,4.3,293,15,59,178,58,5,293,12,6,50.0,6,50.0,166,1090,509,9,8,0,10,11,196,13,ESP-La Liga,2023,possession
ESP,DF,32,1991,8.3,649,110,389,251,12,6,649,2,1,50.0,1,50.0,402,2210,1141,3,2,0,4,1,455,0,ESP-La Liga,2023,possession
ESP,DF,22,2001,33.7,2182,116,630,933,640,61,2182,63,25,39.7,30,47.6,1278,6954,3076,74,69,15,57,32,1427,184,ESP-La Liga,2023,possession
ESP,"MF,FW",20,2003,7.8,518,10,68,260,195,24,518,19,6,31.6,10,52.6,359,1713,909,25,18,4,17,13,424,40,ESP-La Liga,2023,possession
ARG,GK,31,1992,38.0,1473,1247,1463,10,0,0,1473,6,6,100.0,0,0.0,897,3989,2406,0,0,0,2,1,794,0,ESP-La Liga,2023,possession
ESP,"MF,FW",31,1992,13.2,426,4,43,183,207,55,426,19,4,21.1,14,73.7,270,1533,809,32,30,10,23,15,314,96,ESP-La Liga,2023,possession
ESP,MF,18,2005,0.0,10,0,4,6,0,0,10,0,0,,0,,3,10,8,0,0,0,2,0,5,0,ESP-La Liga,2023,possession
BRA,"FW,MF",19,2004,33.1,1490,17,169,486,878,158,1490,236,104,44.1,90,38.1,1096,9821,5124,181,93,80,98,49,1136,372,ESP-La Liga,2023,possession
ESP,FW,28,1995,0.1,12,0,0,5,8,1,12,1,0,0.0,1,100.0,8,62,36,1,0,1,1,0,7,3,ESP-La Liga,2023,possession
ESP,"MF,FW",23,1999,5.6,285,12,60,108,120,23,285,19,7,36.8,6,31.6,182,1299,590,20,10,7,15,8,204,54,ESP-La Liga,2023,possession
UKR,"MF,FW",25,1997,22.8,1162,29,161,443,567,104,1162,53,22,41.5,24,45.3,764,4554,2078,65,50,31,45,35,897,226,ESP-La Liga,2023,possession
BRA,"DF,FW",21,2002,24.9,1633,50,375,633,651,79,1633,117,48,41.0,50,42.7,1035,8513,4769,151,86,41,39,37,1086,240,ESP-La Liga,2023,possession
VEN,MF,25,1998,23.4,1452,67,331,793,339,68,1452,31,22,71.0,7,22.6,804,3745,1673,31,32,4,48,50,1027,76,ESP-La Liga,2023,possession
ESP,DF,22,2001,0.3,17,2,10,8,0,0,17,0,0,,0,,8,86,43,1,0,0,0,0,9,1,ESP-La Liga,2023,possession
ESP,"MF,FW",32,1990,0.0,8,0,1,3,4,0,8,1,0,0.0,0,0.0,7,24,10,0,0,0,0,0,6,1,ESP-La Liga,2023,possession
ESP,MF,24,1999,0.1,5,0,0,1,4,1,5,0,0,,0,,3,9,0,0,0,0,1,0,4,0,ESP-La Liga,2023,possession
POR,GK,27,1996,14.9,542,473,541,1,0,0,542,0,0,,0,,271,1478,829,0,0,0,2,1,192,0,ESP-La Liga,2023,possession
ESP,"MF,FW",31,1992,8.1,321,3,43,137,148,33,319,31,15,48.4,15,48.4,210,1179,476,18,18,7,24,11,218,46,ESP-La Liga,2023,possession
ARG,GK,27,1996,17.0,734,581,719,14,2,2,734,3,3,100.0,0,0.0,408,2194,1348,0,0,0,1,0,301,1,ESP-La Liga,2023,possession
ESP,DF,21,2001,0.3,14,2,4,4,6,1,14,1,1,100.0,0,0.0,8,66,45,2,2,0,1,0,9,0,ESP-La Liga,2023,possession
URU,DF,23,1999,14.8,797,67,341,376,88,13,797,7,6,85.7,1,14.3,351,1434,767,8,4,0,9,4,394,14,ESP-La Liga,2023,possession
ESP,"MF,FW",22,2001,18.2,680,1,67,242,386,74,679,129,53,41.1,65,50.4,482,4318,2393,100,61,37,53,11,501,127,ESP-La Liga,2023,possession
ESP,DF,27,1996,35.0,2001,112,795,912,310,9,2001,19,7,36.8,10,52.6,915,3728,1984,43,29,0,31,12,1022,98,ESP-La Liga,2023,possession
URU,"MF,FW",21,2001,13.7,460,9,66,150,260,50,460,28,12,42.9,14,50.0,271,2127,1015,33,14,13,42,20,281,96,ESP-La Liga,2023,possession
FRA,"DF,MF",25,1998,2.5,126,6,35,41,53,5,126,4,1,25.0,2,50.0,58,341,190,8,5,2,6,1,63,15,ESP-La Liga,2023,possession
SEN,"FW,MF",30,1992,1.0,68,5,7,20,41,10,68,5,4,80.0,1,20.0,40,241,99,5,3,2,12,2,53,19,ESP-La Liga,2023,possession
ESP,MF,28,1994,29.7,1745,44,396,1016,351,13,1745,18,10,55.6,5,27.8,878,3456,1609,20,13,2,18,15,1100,29,ESP-La Liga,2023,possession
ESP,MF,25,1998,20.0,1152,46,294,674,215,24,1152,44,23,52.3,15,34.1,704,3776,1965,27,32,2,22,28,778,27,ESP-La Liga,2023,possession
ESP,DF,30,1992,33.2,1889,262,1133,703,67,37,1889,16,8,50.0,7,43.8,1027,4460,2198,8,6,1,21,4,1146,8,ESP-La Liga,2023,possession
ESP,DF,26,1997,1.2,98,7,44,51,3,0,98,1,1,100.0,0,0.0,54,257,157,1,0,0,2,0,71,0,ESP-La Liga,2023,possession
ESP,"MF,FW",36,1987,8.9,446,19,101,199,150,20,446,9,3,33.3,4,44.4,235,1030,426,10,10,1,10,6,284,50,ESP-La Liga,2023,possession
POL,MF,25,1998,6.3,238,10,42,108,93,14,238,16,8,50.0,6,37.5,141,988,516,15,10,2,15,10,162,31,ESP-La Liga,2023,possession
POL,DF,23,2000,5.6,301,43,185,102,15,5,301,1,1,100.0,0,0.0,181,766,406,2,1,0,7,1,191,0,ESP-La Liga,2023,possession
ARG,FW,27,1996,28.2,1132,56,133,560,454,119,1132,130,53,40.8,75,57.7,634,3083,1036,36,42,16,114,86,747,131,ESP-La Liga,2023,possession
ESP,GK,33,1990,3.0,112,90,107,5,0,0,112,0,0,,0,,55,263,176,0,0,0,0,0,38,0,ESP-La Liga,2023,possession
CMR,"MF,DF",25,1998,6.2,327,18,113,191,27,1,327,3,0,0.0,3,100.0,197,898,397,3,3,0,8,0,214,5,ESP-La Liga,2023,possession
URU,FW,20,2002,4.1,126,5,14,70,45,11,126,1,1,100.0,0,0.0,56,312,182,6,3,4,6,4,78,17,ESP-La Liga,2023,possession
ESP,DF,25,1998,17.3,975,128,567,381,30,17,975,7,5,71.4,1,14.3,491,2583,1586,7,5,0,10,2,559,1,ESP-La Liga,2023,possession
ALB,FW,28,1995,27.2,518,14,64,219,244,91,513,27,13,48.1,13,48.1,295,1496,592,21,13,10,46,34,316,90,ESP-La Liga,2023,possession
SRB,"MF,FW",24,1999,1.7,108,6,20,59,31,1,108,5,3,60.0,2,40.0,67,340,163,3,1,0,5,0,69,3,ESP-La Liga,2023,possession
ESP,MF,22,2001,0.2,8,1,3,2,3,1,8,0,0,,0,,3,12,11,0,0,0,0,0,2,0,ESP-La Liga,2023,possession
ESP,GK,35,1988,3.1,115,90,115,0,0,0,115,0,0,,0,,58,357,205,0,0,0,0,0,47,0,ESP-La Liga,2023,possession
ESP,DF,21,2001,13.9,915,121,580,321,15,9,915,1,0,0.0,1,100.0,534,2789,1422,4,1,1,1,1,595,2,ESP-La Liga,2023,possession
ESP,DF,23,2000,25.5,1338,78,395,534,417,39,1338,34,19,55.9,13,38.2,641,3601,1929,49,35,4,37,15,703,103,ESP-La Liga,2023,possession
ESP,FW,19,2004,0.9,24,0,0,14,10,5,24,0,0,,0,,14,50,7,0,0,0,2,0,17,3,ESP-La Liga,2023,possession
ESP,"FW,DF",18,2004,1.4,53,0,10,19,24,6,53,6,2,33.3,3,50.0,25,201,74,3,3,1,8,1,28,5,ESP-La Liga,2023,possession
