league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
GER-Bundesliga,2020,Arminia,Fabian Kunze,GER,MF,22,1998,26,12,1270,14.1,0,0,0,0,0,0,6,0,0.3,0.3,0.5,0.9,13,57,17,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,standard,GER,MF,22,1998,14.1,437,579,75.5,7147,1950,211,264,79.9,177,221,80.1,32,60,53.3,0,0.5,0.3,-0.5,6,42,4,0,57,passing,GER,MF,22,1998,14.1,732,32,208,430,105,11,732,17,7,41.2,10,58.8,323,1439,767,13,14,3,14,8,390,17,possession,GER,MF,22,1998,14.1,0,7,1,14.3,0.5,0.07,0.0,0.0,19.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting,GER,MF,22,1998,14.1,38,26,19,15,4,19,42,45.2,23,19,3,16,18,56,22,1,defense,GER,MF,22,1998,14.1,6,0,0,36,25,0,2,18,26,0,0,0,81,39,19,67.2,misc
GER-Bundesliga,2020,Werder Bremen,Felix Agu,GER,DF,20,1999,15,8,701,7.8,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,7,9,33,0.13,0.0,0.13,0.13,0.13,0.08,0.06,0.14,0.08,0.14,standard,GER,DF,20,1999,7.8,210,299,70.2,3068,1068,125,150,83.3,66,101,65.3,11,24,45.8,0,0.5,0.4,-0.5,3,10,3,2,9,passing,GER,DF,20,1999,7.8,409,21,152,180,80,7,409,11,5,45.5,6,54.5,160,841,345,7,4,1,21,7,191,33,possession,GER,DF,20,1999,7.8,1,4,1,25.0,0.51,0.13,0.25,1.0,19.3,0,0,0,0.6,0.6,0.15,0.4,0.4,shooting,GER,DF,20,1999,7.8,20,9,10,9,1,10,18,55.6,8,14,3,11,12,32,18,0,defense,GER,DF,20,1999,7.8,0,0,0,5,26,1,12,12,9,0,0,0,45,13,11,54.2,misc
GER-Bundesliga,2020,Wolfsburg,Felix Klaus,GER,"DF,MF",27,1992,6,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,GER,"DF,MF",27,1992,1.5,60,72,83.3,1017,290,27,31,87.1,27,29,93.1,5,8,62.5,0,0.0,0.0,0.0,0,5,0,0,3,passing,GER,"DF,MF",27,1992,1.5,95,6,23,46,28,1,95,1,0,0.0,1,100.0,45,245,114,2,1,1,2,0,52,5,possession,GER,"DF,MF",27,1992,1.5,0,1,0,0.0,0.66,0.0,0.0,,32.1,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,GER,"DF,MF",27,1992,1.5,7,4,3,4,0,4,5,80.0,1,4,0,4,2,9,4,0,defense,GER,"DF,MF",27,1992,1.5,0,0,0,2,0,0,3,2,4,0,0,0,4,4,6,40.0,misc
GER-Bundesliga,2020,Dortmund,Felix Passlack,GER,DF,22,1998,7,3,362,4.0,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.9,15,14,22,0.25,0.0,0.25,0.25,0.25,0.16,0.06,0.21,0.16,0.21,standard,GER,DF,22,1998,4.0,253,305,83.0,4011,825,131,143,91.6,99,111,89.2,13,26,50.0,0,0.2,0.5,-0.2,3,14,6,2,14,passing,GER,DF,22,1998,4.0,351,5,73,203,77,9,351,6,4,66.7,2,33.3,173,1091,644,15,6,1,7,4,234,22,possession,GER,DF,22,1998,4.0,1,5,1,20.0,1.24,0.25,0.2,1.0,22.5,0,0,0,0.6,0.6,0.12,0.4,0.4,shooting,GER,DF,22,1998,4.0,9,6,4,2,3,4,8,50.0,4,11,1,10,3,12,2,0,defense,GER,DF,22,1998,4.0,0,0,0,4,6,1,7,3,6,0,0,0,31,0,4,0.0,misc
GER-Bundesliga,2020,Eint Frankfurt,Filip Kostić,SRB,DF,27,1992,30,29,2534,28.2,4,14,18,4,0,0,4,0,4.4,4.4,12.8,17.2,124,108,288,0.14,0.5,0.64,0.14,0.64,0.16,0.45,0.61,0.16,0.61,standard,SRB,DF,27,1992,28.2,971,1592,61.0,17444,6513,440,575,76.5,378,571,66.2,126,298,42.3,14,12.8,11.5,1.2,89,59,64,45,108,passing,SRB,DF,27,1992,28.2,1931,36,287,793,878,105,1931,60,24,40.0,36,60.0,1001,6485,3297,124,81,33,61,36,1153,288,possession,SRB,DF,27,1992,28.2,4,52,21,40.4,1.85,0.75,0.08,0.19,20.4,5,0,0,4.4,4.4,0.08,-0.4,-0.4,shooting,SRB,DF,27,1992,28.2,54,31,22,23,9,22,54,40.7,32,43,6,37,26,80,28,2,defense,SRB,DF,27,1992,28.2,4,0,0,20,20,4,327,26,31,0,0,0,163,13,17,43.3,misc
GER-Bundesliga,2020,Mainz 05,Finn Dahmen,GER,GK,22,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,22,1998,3.0,68,86,79.1,1428,737,22,22,100.0,34,35,97.1,11,28,39.3,0,0.0,0.0,0.0,0,1,0,0,0,passing,GER,GK,22,1998,3.0,95,87,95,0,0,0,95,0,0,,0,,45,240,148,0,0,0,0,0,32,0,possession,GER,GK,22,1998,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,22,1998,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,defense,GER,GK,22,1998,3.0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,100.0,misc
GER-Bundesliga,2020,Schalke 04,Florian Flick,GER,MF,20,2000,4,4,360,4.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,1,6,1,0.25,0.0,0.25,0.25,0.25,0.12,0.0,0.12,0.12,0.12,standard,GER,MF,20,2000,4.0,73,95,76.8,1315,402,33,37,89.2,26,35,74.3,11,15,73.3,0,0.0,0.0,0.0,0,6,0,0,6,passing,GER,MF,20,2000,4.0,135,13,55,73,8,1,135,3,0,0.0,3,100.0,63,235,88,1,0,0,2,1,59,1,possession,GER,MF,20,2000,4.0,1,1,1,100.0,0.25,0.25,1.0,1.0,12.3,0,0,0,0.5,0.5,0.47,0.5,0.5,shooting,GER,MF,20,2000,4.0,10,7,4,6,0,7,16,43.8,9,4,3,1,7,17,5,1,defense,GER,MF,20,2000,4.0,1,0,0,4,2,0,1,7,7,0,0,0,26,2,7,22.2,misc
GER-Bundesliga,2020,Hoffenheim,Florian Grillitsch,AUT,"MF,DF",24,1995,26,22,1879,20.9,2,1,3,2,0,0,6,1,2.5,2.5,1.6,4.2,29,160,43,0.1,0.05,0.14,0.1,0.14,0.12,0.08,0.2,0.12,0.2,standard,AUT,"MF,DF",24,1995,20.9,1228,1427,86.1,24525,8411,432,484,89.3,579,634,91.3,188,241,78.0,1,1.6,2.9,-0.6,16,121,29,3,160,passing,AUT,"MF,DF",24,1995,20.9,1662,106,511,927,245,23,1662,21,17,81.0,4,19.0,994,5491,2913,29,33,5,19,15,1081,43,possession,AUT,"MF,DF",24,1995,20.9,2,20,9,45.0,0.96,0.43,0.1,0.22,19.8,0,0,0,2.5,2.5,0.13,-0.5,-0.5,shooting,AUT,"MF,DF",24,1995,20.9,37,21,21,13,3,19,52,36.5,33,38,7,31,51,88,47,1,defense,AUT,"MF,DF",24,1995,20.9,6,1,1,30,30,0,12,51,21,1,1,0,181,30,30,50.0,misc
GER-Bundesliga,2020,Union Berlin,Florian Hübner,GER,DF,29,1991,6,6,525,5.8,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,2,17,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,standard,GER,DF,29,1991,5.8,187,251,74.5,3178,1434,81,98,82.7,92,112,82.1,10,32,31.3,0,0.0,0.1,0.0,1,14,2,1,17,passing,GER,DF,29,1991,5.8,324,39,171,135,19,4,324,1,1,100.0,0,0.0,139,483,274,2,2,0,6,1,165,2,possession,GER,DF,29,1991,5.8,0,3,1,33.3,0.51,0.17,0.0,0.0,16.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,GER,DF,29,1991,5.8,10,5,7,3,0,7,15,46.7,8,7,3,4,13,23,21,0,defense,GER,DF,29,1991,5.8,3,0,0,10,8,0,1,13,5,0,0,0,26,19,11,63.3,misc
GER-Bundesliga,2020,Köln,Florian Kainz,AUT,"MF,FW",27,1992,8,6,447,5.0,1,0,1,1,0,0,0,0,0.5,0.5,1.5,2.0,10,27,27,0.2,0.0,0.2,0.2,0.2,0.09,0.31,0.4,0.09,0.4,standard,AUT,"MF,FW",27,1992,5.0,131,196,66.8,2345,867,62,69,89.9,48,79,60.8,17,36,47.2,0,1.5,1.0,-1.5,10,25,8,4,27,passing,AUT,"MF,FW",27,1992,5.0,245,3,24,133,91,8,245,12,5,41.7,7,58.3,150,839,377,10,7,0,10,6,172,27,possession,AUT,"MF,FW",27,1992,5.0,1,9,3,33.3,1.81,0.6,0.11,0.33,18.8,0,0,0,0.5,0.5,0.05,0.5,0.5,shooting,AUT,"MF,FW",27,1992,5.0,4,2,0,4,0,2,8,25.0,6,7,0,7,3,7,3,0,defense,AUT,"MF,FW",27,1992,5.0,0,0,0,6,14,0,23,3,2,0,0,0,33,3,5,37.5,misc
GER-Bundesliga,2020,Freiburg,Florian Müller,GER,GK,22,1997,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,22,1997,31.0,912,1333,68.4,25817,18738,142,143,99.3,509,517,98.5,259,668,38.8,0,0.0,0.1,0.0,0,21,1,0,0,passing,GER,GK,22,1997,31.0,1420,1209,1412,8,0,0,1420,1,1,100.0,0,0.0,798,3468,1836,0,0,0,3,0,731,0,possession,GER,GK,22,1997,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,22,1997,31.0,0,0,0,0,0,0,3,0.0,3,1,0,1,2,2,10,1,defense,GER,GK,22,1997,31.0,0,0,0,0,1,0,0,2,0,0,0,0,55,4,0,100.0,misc
GER-Bundesliga,2020,Gladbach,Florian Neuhaus,GER,MF,23,1997,33,30,2622,29.1,6,5,11,6,0,0,9,0,2.7,2.7,2.9,5.6,63,201,57,0.21,0.17,0.38,0.21,0.38,0.09,0.1,0.19,0.09,0.19,standard,GER,MF,23,1997,29.1,1476,1774,83.2,25833,8907,700,771,90.8,584,676,86.4,158,238,66.4,5,2.9,2.6,2.1,24,133,34,0,201,passing,GER,MF,23,1997,29.1,2069,82,459,1316,321,34,2069,63,44,69.8,19,30.2,1270,6876,3889,63,52,8,47,30,1537,57,possession,GER,MF,23,1997,29.1,6,49,17,34.7,1.68,0.58,0.12,0.35,24.7,2,0,0,2.7,2.7,0.06,3.3,3.3,shooting,GER,MF,23,1997,29.1,48,28,19,26,3,19,63,30.2,44,35,7,28,50,98,20,1,defense,GER,MF,23,1997,29.1,9,0,0,23,38,1,15,50,28,0,2,0,201,14,15,48.3,misc
GER-Bundesliga,2020,Augsburg,Florian Niederlechner,GER,FW,29,1990,28,21,1737,19.3,5,4,9,5,0,0,3,1,6.0,6.0,2.2,8.3,18,31,87,0.26,0.21,0.47,0.26,0.47,0.31,0.12,0.43,0.31,0.43,standard,GER,FW,29,1990,19.3,214,324,66.0,3385,666,104,150,69.3,78,104,75.0,18,25,72.0,4,2.2,1.7,1.8,13,15,9,1,31,passing,GER,FW,29,1990,19.3,508,24,64,258,192,70,508,24,16,66.7,8,33.3,279,1216,529,18,19,10,34,19,333,87,possession,GER,FW,29,1990,19.3,5,47,18,38.3,2.44,0.93,0.11,0.28,14.5,0,0,0,6.0,6.0,0.13,-1.0,-1.0,shooting,GER,FW,29,1990,19.3,7,5,1,4,2,0,10,0.0,10,8,3,5,10,17,18,0,defense,GER,FW,29,1990,19.3,3,1,1,24,43,22,13,10,5,1,1,0,63,27,63,30.0,misc
GER-Bundesliga,2020,Leverkusen,Florian Wirtz,GER,MF,17,2003,29,25,2224,24.7,5,6,11,5,0,0,1,0,4.0,4.0,3.4,7.4,54,114,154,0.2,0.24,0.45,0.2,0.45,0.16,0.14,0.3,0.16,0.3,standard,GER,MF,17,2003,24.7,799,1036,77.1,11493,3189,456,530,86.0,243,315,77.1,50,82,61.0,6,3.4,3.7,2.6,46,88,24,3,114,passing,GER,MF,17,2003,24.7,1302,16,127,698,507,77,1302,89,60,67.4,29,32.6,679,4374,2072,54,41,15,63,44,934,154,possession,GER,MF,17,2003,24.7,5,31,14,45.2,1.25,0.57,0.16,0.36,17.6,0,0,0,4.0,4.0,0.13,1.0,1.0,shooting,GER,MF,17,2003,24.7,35,18,8,22,5,11,37,29.7,26,27,1,26,9,44,8,0,defense,GER,MF,17,2003,24.7,1,0,0,25,14,7,18,9,18,0,0,0,143,7,36,16.3,misc
GER-Bundesliga,2020,Schalke 04,Frederik Rønnow,DEN,GK,27,1992,11,10,945,10.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,DEN,GK,27,1992,10.5,287,380,75.5,7393,4984,64,64,100.0,145,147,98.6,75,161,46.6,0,0.0,0.0,0.0,0,1,0,0,0,passing,DEN,GK,27,1992,10.5,425,382,424,1,0,0,425,0,0,,0,,208,877,527,0,0,0,0,0,172,0,possession,DEN,GK,27,1992,10.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,DEN,GK,27,1992,10.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,1,defense,DEN,GK,27,1992,10.5,0,0,0,0,1,0,0,1,0,0,0,1,14,3,0,100.0,misc
GER-Bundesliga,2020,Köln,Frederik Sørensen,DEN,DF,28,1992,3,1,99,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,standard,DEN,DF,28,1992,1.1,38,53,71.7,816,438,12,15,80.0,18,21,85.7,8,15,53.3,0,0.1,0.1,-0.1,1,4,1,0,6,passing,DEN,DF,28,1992,1.1,59,4,22,32,5,1,59,1,1,100.0,0,0.0,26,141,58,1,0,0,0,1,34,2,possession,DEN,DF,28,1992,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,DEN,DF,28,1992,1.1,2,1,0,2,0,1,1,100.0,0,2,0,2,0,2,0,0,defense,DEN,DF,28,1992,1.1,2,0,0,5,1,0,0,0,1,0,0,0,4,5,3,62.5,misc
GER-Bundesliga,2020,Augsburg,Fredrik Jensen,FIN,"FW,MF",22,1997,13,1,377,4.2,0,1,1,0,0,0,0,0,0.3,0.3,1.2,1.5,4,11,26,0.0,0.24,0.24,0.0,0.24,0.07,0.28,0.35,0.07,0.35,standard,FIN,"FW,MF",22,1997,4.2,67,103,65.0,978,339,39,48,81.3,20,28,71.4,4,13,30.8,1,1.2,1.1,-0.2,6,3,4,1,11,passing,FIN,"FW,MF",22,1997,4.2,150,8,31,58,64,13,150,11,6,54.5,5,45.5,91,396,137,4,7,0,13,10,98,26,possession,FIN,"FW,MF",22,1997,4.2,0,5,1,20.0,1.19,0.24,0.0,0.0,17.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,shooting,FIN,"FW,MF",22,1997,4.2,3,2,1,2,0,3,6,50.0,3,4,1,3,2,5,6,0,defense,FIN,"FW,MF",22,1997,4.2,0,0,0,7,2,1,4,2,2,0,0,0,23,3,14,17.6,misc
GER-Bundesliga,2020,Hoffenheim,Georginio Rutter,FRA,FW,18,2002,9,2,241,2.7,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,4,6,29,0.37,0.0,0.37,0.37,0.37,0.25,0.04,0.28,0.25,0.28,standard,FRA,FW,18,2002,2.7,45,61,73.8,674,157,28,32,87.5,13,17,76.5,3,4,75.0,0,0.1,0.2,-0.1,2,2,2,1,6,passing,FRA,FW,18,2002,2.7,105,1,6,41,58,15,105,12,5,41.7,7,58.3,64,301,108,4,2,0,12,4,77,29,possession,FRA,FW,18,2002,2.7,1,6,3,50.0,2.24,1.12,0.17,0.33,15.7,0,0,0,0.7,0.7,0.11,0.3,0.3,shooting,FRA,FW,18,2002,2.7,4,4,2,2,0,1,2,50.0,1,2,0,2,0,4,2,0,defense,FRA,FW,18,2002,2.7,0,0,0,3,8,2,3,0,4,0,0,0,7,10,11,47.6,misc
GER-Bundesliga,2020,Dortmund,Gio Reyna,USA,"MF,FW",17,2002,32,23,1976,22.0,4,5,9,4,0,0,1,0,4.1,4.1,5.2,9.2,65,64,215,0.18,0.23,0.41,0.18,0.41,0.18,0.24,0.42,0.18,0.42,standard,USA,"MF,FW",17,2002,22.0,754,957,78.8,10611,2195,456,533,85.6,227,274,82.8,33,68,48.5,5,5.2,3.8,-0.2,35,48,27,1,64,passing,USA,"MF,FW",17,2002,22.0,1193,13,103,532,568,96,1193,74,44,59.5,30,40.5,725,4684,2298,65,51,33,54,44,946,215,possession,USA,"MF,FW",17,2002,22.0,4,38,12,31.6,1.73,0.55,0.11,0.33,16.6,0,0,0,4.1,4.1,0.11,-0.1,-0.1,shooting,USA,"MF,FW",17,2002,22.0,24,13,9,8,7,9,25,36.0,16,14,1,13,10,34,11,0,defense,USA,"MF,FW",17,2002,22.0,1,0,0,26,48,4,60,10,13,1,0,0,87,17,39,30.4,misc
GER-Bundesliga,2020,Stuttgart,Gonzalo Castro,GER,MF,33,1987,26,23,1729,19.2,4,2,6,4,0,0,9,0,3.3,3.3,2.8,6.2,55,119,108,0.21,0.1,0.31,0.21,0.31,0.17,0.15,0.32,0.17,0.32,standard,GER,MF,33,1987,19.2,661,905,73.0,10794,3675,334,388,86.1,224,293,76.5,70,133,52.6,2,2.8,3.0,-0.8,42,68,26,0,119,passing,GER,MF,33,1987,19.2,1074,22,121,537,429,43,1074,34,20,58.8,14,41.2,541,2992,1757,55,41,9,31,17,679,108,possession,GER,MF,33,1987,19.2,4,30,11,36.7,1.56,0.57,0.13,0.36,19.3,2,0,0,3.3,3.3,0.11,0.7,0.7,shooting,GER,MF,33,1987,19.2,21,7,6,9,6,8,23,34.8,15,16,3,13,8,29,12,0,defense,GER,MF,33,1987,19.2,9,0,0,15,15,1,81,8,7,0,0,0,88,10,14,41.7,misc
GER-Bundesliga,2020,Schalke 04,Gonçalo Paciência,POR,FW,25,1994,15,9,749,8.3,1,1,2,1,0,0,2,0,1.6,1.6,1.1,2.7,12,11,44,0.12,0.12,0.24,0.12,0.24,0.19,0.13,0.32,0.19,0.32,standard,POR,FW,25,1994,8.3,98,170,57.6,1449,308,49,75,65.3,26,45,57.8,9,16,56.3,1,1.1,1.2,-0.1,3,8,5,2,11,passing,POR,FW,25,1994,8.3,285,8,29,145,119,32,285,24,11,45.8,13,54.2,183,812,350,12,13,6,33,16,212,44,possession,POR,FW,25,1994,8.3,1,22,8,36.4,2.64,0.96,0.05,0.13,16.6,1,0,0,1.6,1.6,0.07,-0.6,-0.6,shooting,POR,FW,25,1994,8.3,8,3,4,1,3,4,16,25.0,12,4,1,3,1,9,3,0,defense,POR,FW,25,1994,8.3,2,0,0,17,14,10,9,1,3,0,0,0,30,19,41,31.7,misc
GER-Bundesliga,2020,Stuttgart,Gregor Kobel,SUI,GK,22,1997,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SUI,GK,22,1997,33.0,1009,1222,82.6,22272,16279,364,364,100.0,419,425,98.6,198,401,49.4,0,0.1,0.1,-0.1,1,11,1,0,0,passing,SUI,GK,22,1997,33.0,1301,1110,1298,3,0,0,1301,1,1,100.0,0,0.0,710,3637,1941,0,0,0,0,0,600,0,possession,SUI,GK,22,1997,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SUI,GK,22,1997,33.0,2,2,2,0,0,2,2,100.0,0,0,0,0,2,4,8,1,defense,SUI,GK,22,1997,33.0,0,0,0,0,5,0,0,2,2,0,0,0,65,4,2,66.7,misc
GER-Bundesliga,2020,Union Berlin,Grischa Prömel,GER,MF,25,1995,24,21,1816,20.2,3,1,4,3,0,0,7,0,1.8,1.8,1.0,2.7,18,66,33,0.15,0.05,0.2,0.15,0.2,0.09,0.05,0.14,0.09,0.14,standard,GER,MF,25,1995,20.2,557,718,77.6,9344,2188,238,301,79.1,255,303,84.2,38,57,66.7,1,1.0,0.7,0.0,9,56,5,2,66,passing,GER,MF,25,1995,20.2,938,29,206,586,160,30,938,32,17,53.1,15,46.9,425,2144,877,18,21,8,26,17,525,33,possession,GER,MF,25,1995,20.2,3,20,5,25.0,0.99,0.25,0.15,0.6,14.9,0,0,0,1.8,1.8,0.09,1.2,1.2,shooting,GER,MF,25,1995,20.2,39,23,14,23,2,18,34,52.9,16,20,2,18,24,63,22,0,defense,GER,MF,25,1995,20.2,7,0,0,30,52,5,10,24,23,1,0,0,117,17,23,42.5,misc
GER-Bundesliga,2020,Freiburg,Guus Til,NED,FW,22,1997,7,1,125,1.4,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,3,0,15,0.0,0.0,0.0,0.0,0.0,0.48,0.03,0.51,0.48,0.51,standard,NED,FW,22,1997,1.4,20,35,57.1,246,43,13,17,76.5,5,11,45.5,0,0,,0,0.0,0.0,0.0,1,1,0,0,0,passing,NED,FW,22,1997,1.4,55,3,11,24,21,4,55,1,0,0.0,1,100.0,30,135,46,3,1,0,6,1,34,15,possession,NED,FW,22,1997,1.4,0,2,1,50.0,1.44,0.72,0.0,0.0,9.8,0,0,0,0.7,0.7,0.34,-0.7,-0.7,shooting,NED,FW,22,1997,1.4,4,3,2,1,1,2,3,66.7,1,2,0,2,2,6,2,0,defense,NED,FW,22,1997,1.4,1,0,0,5,1,0,4,2,3,0,0,0,7,2,7,22.2,misc
GER-Bundesliga,2020,Stuttgart,Hamadi Al Ghaddioui,MAR,FW,29,1990,6,0,46,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,1,2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,standard,MAR,FW,29,1990,0.5,10,15,66.7,127,52,6,7,85.7,2,5,40.0,1,2,50.0,0,0.0,0.2,0.0,0,2,0,0,1,passing,MAR,FW,29,1990,0.5,23,0,2,9,13,2,23,0,0,,0,,14,51,18,1,1,0,3,0,17,2,possession,MAR,FW,29,1990,0.5,0,1,0,0.0,1.96,0.0,0.0,,11.0,0,0,0,0.3,0.3,0.25,-0.3,-0.3,shooting,MAR,FW,29,1990,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense,MAR,FW,29,1990,0.5,0,0,0,1,3,0,0,0,0,0,0,0,5,1,1,50.0,misc
GER-Bundesliga,2020,Schalke 04,Hamza Mendyl,MAR,"FW,DF",22,1997,3,1,95,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,4,8,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,standard,MAR,"FW,DF",22,1997,1.1,21,27,77.8,275,105,12,14,85.7,6,8,75.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,4,passing,MAR,"FW,DF",22,1997,1.1,41,1,6,21,14,2,41,4,2,50.0,2,50.0,21,164,82,4,2,1,2,0,26,8,possession,MAR,"FW,DF",22,1997,1.1,0,2,0,0.0,1.89,0.0,0.0,,17.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,MAR,"FW,DF",22,1997,1.1,2,2,2,0,0,0,2,0.0,2,2,0,2,0,2,2,0,defense,MAR,"FW,DF",22,1997,1.1,1,0,0,2,0,0,1,0,2,0,0,0,3,1,4,20.0,misc
GER-Bundesliga,2020,Gladbach,Hannes Wolf,AUT,"MF,FW",21,1999,32,14,1378,15.3,3,2,5,3,0,0,2,0,1.8,1.8,2.5,4.3,34,56,102,0.2,0.13,0.33,0.2,0.33,0.12,0.16,0.28,0.12,0.28,standard,AUT,"MF,FW",21,1999,15.3,417,556,75.0,5178,1334,255,306,83.3,116,144,80.6,9,22,40.9,2,2.5,1.7,-0.5,16,35,14,1,56,passing,AUT,"MF,FW",21,1999,15.3,725,7,83,389,259,48,725,38,17,44.7,21,55.3,411,2186,1163,34,24,13,43,36,513,102,possession,AUT,"MF,FW",21,1999,15.3,3,16,7,43.8,1.04,0.46,0.19,0.43,14.6,0,0,0,1.8,1.8,0.11,1.2,1.2,shooting,AUT,"MF,FW",21,1999,15.3,26,13,8,10,8,8,36,22.2,28,18,1,17,9,35,4,0,defense,AUT,"MF,FW",21,1999,15.3,2,0,0,35,26,2,6,9,13,0,0,0,84,13,23,36.1,misc
