nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,league,season,stat_type
GHA,FW,25,1998,3.1,0,14,3,21.4,4.48,0.96,0.0,0.0,17.5,1,0,0,1.0,1.0,0.07,-1.0,-1.0,GER-Bundesliga,2023,shooting
SUI,DF,26,1997,3.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,MF,23,2000,20.7,2,22,3,13.6,1.06,0.15,0.09,0.67,19.5,0,0,0,1.4,1.4,0.06,0.6,0.6,GER-Bundesliga,2023,shooting
GER,"MF,FW",28,1995,4.3,0,6,1,16.7,1.4,0.23,0.0,0.0,19.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,GER-Bundesliga,2023,shooting
GER,FW,30,1993,17.5,4,39,15,38.5,2.23,0.86,0.1,0.27,11.7,0,0,0,4.8,4.8,0.12,-0.8,-0.8,GER-Bundesliga,2023,shooting
GER,"FW,MF",32,1991,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
JPN,"FW,MF",28,1994,22.1,6,65,23,35.4,2.95,1.04,0.09,0.26,14.9,0,0,0,7.9,7.9,0.12,-1.9,-1.9,GER-Bundesliga,2023,shooting
GER,DF,19,2003,7.9,0,5,0,0.0,0.63,0.0,0.0,,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,GER-Bundesliga,2023,shooting
GER,FW,27,1996,6.9,1,14,6,42.9,2.04,0.87,0.07,0.17,16.8,0,0,0,1.0,1.0,0.07,0.0,0.0,GER-Bundesliga,2023,shooting
GER,GK,28,1995,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,MF,23,2000,3.9,0,3,1,33.3,0.77,0.26,0.0,0.0,30.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,GER-Bundesliga,2023,shooting
ISR,MF,17,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
CRO,MF,23,2000,13.7,0,4,0,0.0,0.29,0.0,0.0,,18.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,GER-Bundesliga,2023,shooting
GHA,MF,26,1997,1.9,0,5,1,20.0,2.63,0.53,0.0,0.0,14.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,GER-Bundesliga,2023,shooting
AUT,DF,23,2000,26.2,2,9,2,22.2,0.34,0.08,0.22,1.0,9.3,0,0,0,1.2,1.2,0.13,0.8,0.8,GER-Bundesliga,2023,shooting
GER,DF,30,1993,13.6,0,4,1,25.0,0.3,0.07,0.0,0.0,13.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,GER-Bundesliga,2023,shooting
GER,DF,20,2003,8.4,0,8,3,37.5,0.95,0.36,0.0,0.0,21.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3,GER-Bundesliga,2023,shooting
AUT,DF,26,1997,19.8,0,12,3,25.0,0.61,0.15,0.0,0.0,23.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,GER-Bundesliga,2023,shooting
GER,"MF,DF",33,1990,20.4,0,11,3,27.3,0.54,0.15,0.0,0.0,24.7,1,0,0,0.6,0.6,0.06,-0.6,-0.6,GER-Bundesliga,2023,shooting
BUL,"DF,MF",24,1999,16.8,1,19,6,31.6,1.13,0.36,0.05,0.17,22.0,4,0,0,0.9,0.9,0.05,0.1,0.1,GER-Bundesliga,2023,shooting
GER,MF,29,1994,2.6,0,5,2,40.0,1.91,0.77,0.0,0.0,27.1,1,0,0,0.2,0.2,0.04,-0.2,-0.2,GER-Bundesliga,2023,shooting
ITA,"FW,DF",18,2005,1.7,0,4,0,0.0,2.31,0.0,0.0,,16.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,GER-Bundesliga,2023,shooting
SUI,"FW,MF",23,2000,1.7,0,4,1,25.0,2.34,0.58,0.0,0.0,20.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,GER-Bundesliga,2023,shooting
GER,"DF,MF",26,1997,0.8,0,3,0,0.0,3.55,0.0,0.0,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,GER-Bundesliga,2023,shooting
SCO,"FW,MF",23,1999,2.4,0,10,2,20.0,4.15,0.83,0.0,0.0,13.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,GER-Bundesliga,2023,shooting
PHI,"MF,FW",28,1995,4.4,0,14,5,35.7,3.21,1.15,0.0,0.0,23.6,0,0,0,0.6,0.6,0.04,-0.6,-0.6,GER-Bundesliga,2023,shooting
GER,"DF,MF",29,1994,12.6,0,3,0,0.0,0.24,0.0,0.0,,13.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,GER-Bundesliga,2023,shooting
GER,"MF,FW",25,1998,11.4,2,17,4,23.5,1.5,0.35,0.12,0.5,21.4,0,0,0,0.9,0.9,0.05,1.1,1.1,GER-Bundesliga,2023,shooting
ALB,"DF,MF",33,1989,15.1,0,9,1,11.1,0.59,0.07,0.0,0.0,14.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,GER-Bundesliga,2023,shooting
GER,"FW,MF",26,1996,18.0,1,48,18,37.5,2.67,1.0,0.02,0.06,15.7,0,0,0,4.6,4.6,0.1,-3.6,-3.6,GER-Bundesliga,2023,shooting
GER,GK,30,1993,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,MF,25,1997,16.5,3,23,8,34.8,1.4,0.49,0.13,0.38,17.5,0,0,0,3.8,3.8,0.17,-0.8,-0.8,GER-Bundesliga,2023,shooting
CRO,DF,24,1998,18.9,1,10,2,20.0,0.53,0.11,0.1,0.5,20.8,1,0,0,0.6,0.6,0.06,0.4,0.4,GER-Bundesliga,2023,shooting
AUT,"FW,MF",26,1996,11.3,1,23,6,26.1,2.03,0.53,0.04,0.17,17.4,0,0,0,1.8,1.8,0.08,-0.8,-0.8,GER-Bundesliga,2023,shooting
GER,"DF,MF",26,1997,20.0,1,17,1,5.9,0.85,0.05,0.06,1.0,22.3,0,0,0,0.7,0.7,0.04,0.3,0.3,GER-Bundesliga,2023,shooting
SWE,"FW,MF",19,2003,15.3,4,28,10,35.7,1.83,0.66,0.14,0.4,14.7,0,0,0,4.1,4.1,0.15,-0.1,-0.1,GER-Bundesliga,2023,shooting
GER,FW,32,1991,5.0,0,10,3,30.0,2.02,0.61,0.0,0.0,11.9,0,0,0,1.0,1.0,0.1,-1.0,-1.0,GER-Bundesliga,2023,shooting
SWE,DF,25,1998,7.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,"FW,DF",26,1996,26.7,8,69,20,29.0,2.58,0.75,0.12,0.4,21.9,1,0,0,3.6,3.6,0.05,4.4,4.4,GER-Bundesliga,2023,shooting
GER,MF,34,1989,15.0,3,18,1,5.6,1.2,0.07,0.0,0.0,23.0,3,3,3,3.6,1.2,0.07,-0.6,-1.2,GER-Bundesliga,2023,shooting
GER,GK,32,1991,7.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,DF,23,1999,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
NED,"FW,MF",24,1999,19.8,13,72,36,50.0,3.64,1.82,0.18,0.36,16.5,2,0,0,9.5,9.5,0.14,3.5,3.5,GER-Bundesliga,2023,shooting
GER,"MF,DF",29,1994,21.7,2,15,1,6.7,0.69,0.05,0.0,0.0,27.4,0,2,2,2.2,0.6,0.04,-0.2,-0.6,GER-Bundesliga,2023,shooting
GER,MF,22,2000,11.3,1,23,3,13.0,2.03,0.26,0.04,0.33,17.8,0,0,0,1.7,1.7,0.07,-0.7,-0.7,GER-Bundesliga,2023,shooting
USA,"MF,FW",20,2002,3.1,0,8,2,25.0,2.57,0.64,0.0,0.0,17.4,0,0,0,0.8,0.8,0.1,-0.8,-0.8,GER-Bundesliga,2023,shooting
SUI,GK,25,1997,26.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,DF,18,2004,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
NED,DF,21,2002,14.0,2,11,4,36.4,0.78,0.28,0.18,0.5,19.5,0,0,0,0.9,0.9,0.08,1.1,1.1,GER-Bundesliga,2023,shooting
ENG,"FW,MF",23,2000,10.5,2,9,4,44.4,0.86,0.38,0.22,0.5,13.3,0,0,0,0.7,0.7,0.08,1.3,1.3,GER-Bundesliga,2023,shooting
ENG,"FW,MF",18,2004,11.8,1,43,11,25.6,3.66,0.94,0.02,0.09,19.3,0,0,0,2.2,2.2,0.05,-1.2,-1.2,GER-Bundesliga,2023,shooting
GER,"MF,FW",27,1996,24.7,7,33,16,48.5,1.34,0.65,0.21,0.44,19.1,2,0,0,4.4,4.4,0.13,2.6,2.6,GER-Bundesliga,2023,shooting
NOR,DF,25,1997,19.6,4,18,8,44.4,0.92,0.41,0.22,0.5,19.5,0,0,0,1.8,1.8,0.1,2.2,2.2,GER-Bundesliga,2023,shooting
BEL,"FW,MF",17,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,"FW,MF",21,2002,10.1,3,23,10,43.5,2.27,0.99,0.13,0.3,14.6,0,0,0,3.5,3.5,0.15,-0.5,-0.5,GER-Bundesliga,2023,shooting
GER,"MF,FW",17,2006,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
AUT,MF,29,1994,21.8,4,46,19,41.3,2.11,0.87,0.07,0.16,22.6,5,1,1,3.6,2.8,0.06,0.4,0.2,GER-Bundesliga,2023,shooting
GER,"MF,FW",34,1989,17.8,6,42,20,47.6,2.36,1.12,0.14,0.3,14.2,8,0,0,6.5,6.5,0.16,-0.5,-0.5,GER-Bundesliga,2023,shooting
GER,DF,28,1995,13.0,0,9,1,11.1,0.69,0.08,0.0,0.0,17.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6,GER-Bundesliga,2023,shooting
ESP,DF,23,2000,1.2,0,1,1,100.0,0.82,0.82,0.0,0.0,26.2,0,0,0,0.0,0.0,0.03,0.0,0.0,GER-Bundesliga,2023,shooting
GER,DF,34,1988,17.6,3,16,6,37.5,0.91,0.34,0.19,0.5,11.7,0,0,0,3.2,3.2,0.23,-0.2,-0.2,GER-Bundesliga,2023,shooting
GER,FW,30,1993,24.6,12,50,23,46.0,2.03,0.94,0.18,0.39,12.2,0,3,3,12.4,10.0,0.2,-0.4,-1.0,GER-Bundesliga,2023,shooting
GER,DF,23,1999,31.8,2,27,6,22.2,0.85,0.19,0.07,0.33,13.4,0,0,0,3.0,3.0,0.11,-1.0,-1.0,GER-Bundesliga,2023,shooting
GER,DF,27,1995,16.8,1,7,1,14.3,0.42,0.06,0.14,1.0,16.0,0,0,0,0.4,0.4,0.06,0.6,0.6,GER-Bundesliga,2023,shooting
GER,MF,22,2001,0.6,0,1,0,0.0,1.67,0.0,0.0,,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,GER-Bundesliga,2023,shooting
ALG,DF,28,1995,11.5,0,16,0,0.0,1.39,0.0,0.0,,17.1,0,0,0,1.7,1.7,0.11,-1.7,-1.7,GER-Bundesliga,2023,shooting
TUR,MF,25,1998,13.2,0,5,2,40.0,0.38,0.15,0.0,0.0,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,GER-Bundesliga,2023,shooting
GER,FW,19,2004,0.5,0,2,0,0.0,3.83,0.0,0.0,,12.6,0,0,0,0.3,0.3,0.13,-0.3,-0.3,GER-Bundesliga,2023,shooting
CIV,FW,29,1994,4.4,0,7,2,28.6,1.59,0.45,0.0,0.0,10.7,0,0,0,0.9,0.9,0.13,-0.9,-0.9,GER-Bundesliga,2023,shooting
BEL,DF,31,1991,6.5,0,8,1,12.5,1.23,0.15,0.0,0.0,18.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,GER-Bundesliga,2023,shooting
BEL,DF,30,1993,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,FW,18,2004,6.9,5,14,7,50.0,2.02,1.01,0.36,0.71,13.0,0,0,0,3.9,3.9,0.28,1.1,1.1,GER-Bundesliga,2023,shooting
GER,"MF,DF",21,2002,23.4,7,37,13,35.1,1.58,0.55,0.19,0.54,14.4,0,0,0,5.7,5.7,0.15,1.3,1.3,GER-Bundesliga,2023,shooting
POR,"DF,MF",26,1997,19.4,1,13,4,30.8,0.67,0.21,0.08,0.25,21.3,0,0,0,0.5,0.5,0.04,0.5,0.5,GER-Bundesliga,2023,shooting
GER,DF,28,1994,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
NED,"MF,FW",26,1997,4.0,0,1,0,0.0,0.25,0.0,0.0,,11.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1,GER-Bundesliga,2023,shooting
GER,"DF,MF",17,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
TUN,MF,28,1995,24.1,2,18,8,44.4,0.75,0.33,0.11,0.25,16.7,0,0,0,2.3,2.3,0.13,-0.3,-0.3,GER-Bundesliga,2023,shooting
ALG,"MF,FW",20,2002,21.2,2,40,14,35.0,1.88,0.66,0.05,0.14,19.1,6,0,0,3.1,3.1,0.08,-1.1,-1.1,GER-Bundesliga,2023,shooting
