league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ITA-Serie A,2021,Sassuolo,Lukáš Haraslín,SVK,"FW,MF",24,1996,14,2,333,3.7,0,0,0,0,0,0,1,1,0.7,0.7,0.7,1.4,11,13,47,0.0,0.0,0.0,0.0,0.0,0.18,0.19,0.37,0.18,0.37,standard,SVK,"FW,MF",24,1996,3.7,195,5,22,63,110,19,195,13,5,38.5,8,61.5,130,822,438,11,8,4,11,3,138,47,possession,SVK,"FW,MF",24,1996,3.7,8,4,2,5,1,2,5,40.0,3,1,0,1,0,8,2,0,defense,SVK,"FW,MF",24,1996,3.7,97,142,68.3,1397,342,59,75,78.7,29,37,78.4,5,20,25.0,0,0.7,0.5,-0.7,9,1,7,0,13,passing,SVK,"FW,MF",24,1996,3.7,1,1,0,7,18,2,19,0,4,1,1,0,21,2,1,66.7,misc,SVK,"FW,MF",24,1996,3.7,0,12,5,41.7,3.24,1.35,0.0,0.0,18.1,1,0,0,0.7,0.7,0.06,-0.7,-0.7,shooting
ITA-Serie A,2021,Torino,Lyanco,BRA,DF,23,1997,23,21,1959,21.8,0,0,0,0,0,0,8,0,1.0,1.0,0.5,1.5,16,69,4,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,standard,BRA,DF,23,1997,21.8,1484,227,798,652,56,15,1484,20,18,90.0,2,10.0,912,4818,2716,16,18,2,9,4,931,4,possession,BRA,DF,23,1997,21.8,21,14,13,6,2,8,14,57.1,6,36,26,10,46,67,76,0,defense,BRA,DF,23,1997,21.8,1079,1263,85.4,22353,8180,325,358,90.8,569,621,91.6,175,261,67.0,0,0.5,0.4,-0.5,6,61,4,0,69,passing,BRA,DF,23,1997,21.8,8,0,0,24,13,0,6,46,14,0,1,0,178,36,24,60.0,misc,BRA,DF,23,1997,21.8,0,12,3,25.0,0.55,0.14,0.0,0.0,19.7,0,0,0,1.0,1.0,0.08,-1.0,-1.0,shooting
ITA-Serie A,2021,Milan,Léo Duarte,BRA,DF,24,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BRA,DF,24,1996,0.2,14,1,12,2,0,0,14,0,0,,0,,8,31,11,0,1,0,0,0,11,0,possession,BRA,DF,24,1996,0.2,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,defense,BRA,DF,24,1996,0.2,12,12,100.0,237,54,2,2,100.0,10,10,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,BRA,DF,24,1996,0.2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.0,misc,BRA,DF,24,1996,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Spezia,Léo Sena,BRA,MF,24,1995,16,8,885,9.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,30,92,12,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard,BRA,MF,24,1995,9.8,722,12,114,486,140,2,722,43,36,83.7,7,16.3,512,3957,2322,30,34,2,10,11,536,12,possession,BRA,MF,24,1995,9.8,22,12,7,10,5,12,26,46.2,14,19,4,15,11,33,5,0,defense,BRA,MF,24,1995,9.8,543,624,87.0,11724,3219,174,193,90.2,236,261,90.4,121,144,84.0,0,0.1,0.5,-0.1,2,113,5,1,92,passing,BRA,MF,24,1995,9.8,0,0,0,7,61,0,12,11,12,0,0,0,77,4,11,26.7,misc,BRA,MF,24,1995,9.8,0,2,0,0.0,0.2,0.0,0.0,,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ITA-Serie A,2021,Spezia,M'Bala Nzola,ANG,FW,23,1996,25,21,1896,21.1,11,3,14,7,4,4,5,0,9.3,6.2,2.1,8.3,26,25,119,0.52,0.14,0.66,0.33,0.47,0.44,0.1,0.54,0.29,0.39,standard,ANG,FW,23,1996,21.1,728,21,41,337,359,95,724,43,27,62.8,16,37.2,415,2208,780,26,23,13,83,41,536,119,possession,ANG,FW,23,1996,21.1,12,5,2,6,4,4,7,57.1,3,15,1,14,3,15,20,0,defense,ANG,FW,23,1996,21.1,388,464,83.6,5607,516,225,262,85.9,112,125,89.6,24,26,92.3,3,2.1,1.4,0.9,22,15,5,0,25,passing,ANG,FW,23,1996,21.1,5,0,0,55,27,26,2,3,5,0,1,0,54,41,84,32.8,misc,ANG,FW,23,1996,21.1,11,41,14,34.1,1.95,0.66,0.17,0.5,14.2,0,4,4,9.3,6.2,0.15,1.7,0.8,shooting
ITA-Serie A,2021,Udinese,Mamadou Coulibaly,SEN,MF,21,1999,3,2,184,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,12,22,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,standard,SEN,MF,21,1999,2.0,110,1,11,63,36,2,110,3,2,66.7,1,33.3,51,237,68,1,0,0,6,4,63,22,possession,SEN,MF,21,1999,2.0,10,8,5,5,0,0,0,,0,2,0,2,1,11,0,0,defense,SEN,MF,21,1999,2.0,59,80,73.8,943,252,28,37,75.7,19,23,82.6,7,8,87.5,0,0.1,0.2,-0.1,2,9,3,1,12,passing,SEN,MF,21,1999,2.0,0,0,0,3,1,1,3,1,8,0,0,0,13,0,7,0.0,misc,SEN,MF,21,1999,2.0,0,2,0,0.0,0.98,0.0,0.0,,22.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ITA-Serie A,2021,Sampdoria,Manolo Gabbiadini,ITA,FW,28,1991,16,10,870,9.7,3,2,5,2,1,1,1,0,2.8,2.0,1.8,3.9,11,27,38,0.31,0.21,0.52,0.21,0.41,0.29,0.19,0.48,0.21,0.4,standard,ITA,FW,28,1991,9.7,296,6,33,138,125,27,295,7,3,42.9,4,57.1,173,804,308,11,11,4,18,5,233,38,possession,ITA,FW,28,1991,9.7,2,2,0,2,0,0,1,0.0,1,3,1,2,3,5,5,0,defense,ITA,FW,28,1991,9.7,161,220,73.2,2312,712,94,120,78.3,43,58,74.1,11,16,68.8,2,1.8,0.8,0.2,11,19,9,0,27,passing,ITA,FW,28,1991,9.7,1,0,0,12,18,3,6,3,2,0,0,0,23,12,22,35.3,misc,ITA,FW,28,1991,9.7,3,28,12,42.9,2.9,1.24,0.07,0.17,19.3,2,1,1,2.8,2.0,0.07,0.2,0.0,shooting
ITA-Serie A,2021,Genoa,Manolo Portanova,ITA,"MF,FW",20,2000,3,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,7,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,ITA,"MF,FW",20,2000,0.7,37,4,13,20,4,0,37,3,2,66.7,1,33.3,28,138,39,0,1,0,1,4,27,7,possession,ITA,"MF,FW",20,2000,0.7,3,3,1,1,1,0,2,0.0,2,3,1,2,1,4,2,0,defense,ITA,"MF,FW",20,2000,0.7,18,24,75.0,287,123,10,10,100.0,5,7,71.4,2,2,100.0,0,0.0,0.0,0.0,0,3,1,0,3,passing,ITA,"MF,FW",20,2000,0.7,0,0,0,3,6,0,0,1,3,0,0,0,5,0,4,0.0,misc,ITA,"MF,FW",20,2000,0.7,0,1,1,100.0,1.36,1.36,0.0,0.0,61.7,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting
ITA-Serie A,2021,Juventus,Manolo Portanova,ITA,MF,20,2000,2,1,70,0.8,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,0,4,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.78,0.78,0.78,standard,ITA,MF,20,2000,0.8,36,1,10,14,12,2,36,0,0,,0,,18,97,61,1,1,0,2,2,27,4,possession,ITA,MF,20,2000,0.8,2,0,2,0,0,0,2,0.0,2,4,1,3,0,2,1,0,defense,ITA,MF,20,2000,0.8,18,20,90.0,252,36,11,12,91.7,5,5,100.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,MF,20,2000,0.8,1,0,0,2,3,0,0,0,0,0,0,0,3,1,0,100.0,misc,ITA,MF,20,2000,0.8,0,5,2,40.0,6.43,2.57,0.0,0.0,21.2,1,0,0,0.6,0.6,0.12,-0.6,-0.6,shooting
ITA-Serie A,2021,Atalanta,Manu Gyabuaa,ITA,MF,18,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,MF,18,2001,0.0,2,0,1,1,0,0,2,0,0,,0,,1,5,5,0,0,0,0,0,1,0,possession,ITA,MF,18,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,MF,18,2001,0.0,1,1,100.0,14,10,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing,ITA,MF,18,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,ITA,MF,18,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Udinese,Manuel Gasparini,ITA,GK,18,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,18,2002,0.0,2,1,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession,ITA,GK,18,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,GK,18,2002,0.0,2,2,100.0,59,53,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,18,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,ITA,GK,18,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Lazio,Manuel Lazzari,ITA,DF,26,1993,32,30,2613,29.0,2,5,7,2,0,0,2,1,2.1,2.1,3.4,5.6,130,37,202,0.07,0.17,0.24,0.07,0.24,0.07,0.12,0.19,0.07,0.19,standard,ITA,DF,26,1993,29.0,1398,43,295,546,576,65,1398,58,31,53.4,27,46.6,810,6712,4060,130,80,29,41,22,890,202,possession,ITA,DF,26,1993,29.0,24,14,15,4,5,14,39,35.9,25,22,3,19,18,42,28,0,defense,ITA,DF,26,1993,29.0,924,1153,80.1,13975,3090,473,536,88.2,347,432,80.3,48,84,57.1,5,3.4,2.9,1.6,28,28,31,19,37,passing,ITA,DF,26,1993,29.0,2,1,0,26,53,2,114,18,14,0,0,1,111,13,18,41.9,misc,ITA,DF,26,1993,29.0,2,24,6,25.0,0.83,0.21,0.08,0.33,19.3,0,0,0,2.1,2.1,0.09,-0.1,-0.1,shooting
ITA-Serie A,2021,Sassuolo,Manuel Locatelli,ITA,MF,22,1998,34,32,2883,32.0,4,2,6,2,2,2,9,0,3.7,2.1,2.8,4.9,48,315,77,0.12,0.06,0.19,0.06,0.12,0.11,0.09,0.2,0.07,0.15,standard,ITA,MF,22,1998,32.0,3164,150,697,1972,519,49,3162,36,27,75.0,9,25.0,1795,7719,3982,48,52,7,45,33,2467,77,possession,ITA,MF,22,1998,32.0,81,47,43,28,10,29,56,51.8,27,35,15,20,51,132,65,1,defense,ITA,MF,22,1998,32.0,2440,2802,87.1,41731,14137,1213,1295,93.7,931,1035,90.0,249,365,68.2,2,2.8,3.4,-0.8,38,325,35,5,315,passing,ITA,MF,22,1998,32.0,9,0,0,52,48,1,41,51,47,1,1,0,239,48,45,51.6,misc,ITA,MF,22,1998,32.0,4,39,7,17.9,1.22,0.22,0.05,0.29,23.2,6,2,2,3.7,2.1,0.05,0.3,-0.1,shooting
ITA-Serie A,2021,Roma,Marash Kumbulla,ALB,DF,20,2000,21,14,1363,15.1,1,0,1,1,0,0,8,0,0.9,0.9,0.5,1.4,9,43,3,0.07,0.0,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,standard,ALB,DF,20,2000,15.1,907,68,373,500,37,9,907,4,4,100.0,0,0.0,537,2447,1328,9,8,0,7,3,664,3,possession,ALB,DF,20,2000,15.1,16,11,8,7,1,5,17,29.4,12,12,5,7,24,40,38,1,defense,ALB,DF,20,2000,15.1,701,791,88.6,12503,3644,295,323,91.3,353,371,95.1,48,77,62.3,0,0.5,0.2,-0.5,4,26,0,0,43,passing,ALB,DF,20,2000,15.1,8,0,0,26,14,0,1,24,11,0,0,0,52,26,19,57.8,misc,ALB,DF,20,2000,15.1,1,6,2,33.3,0.4,0.13,0.17,0.5,8.8,0,0,0,0.9,0.9,0.14,0.1,0.1,shooting
ITA-Serie A,2021,Inter,Marcelo Brozović,CRO,MF,27,1992,33,29,2581,28.7,2,6,8,2,0,0,9,1,1.0,1.0,4.4,5.4,35,240,32,0.07,0.21,0.28,0.07,0.28,0.04,0.15,0.19,0.04,0.19,standard,CRO,MF,27,1992,28.7,2549,121,605,1473,491,8,2549,12,10,83.3,2,16.7,1448,7360,3308,35,48,1,26,17,1887,32,possession,CRO,MF,27,1992,28.7,54,29,23,24,7,20,61,32.8,41,43,17,26,40,94,38,0,defense,CRO,MF,27,1992,28.7,2012,2297,87.6,37385,11289,802,865,92.7,927,1015,91.3,249,337,73.9,6,4.4,4.3,1.6,45,243,43,11,240,passing,CRO,MF,27,1992,28.7,9,1,1,34,13,0,86,40,29,0,0,0,175,21,28,42.9,misc,CRO,MF,27,1992,28.7,2,25,4,16.0,0.87,0.14,0.08,0.5,23.7,1,0,0,1.0,1.0,0.04,1.0,1.0,shooting
ITA-Serie A,2021,Lazio,Marco Bertini,ITA,MF,17,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,MF,17,2002,0.1,4,0,2,2,0,0,4,1,1,100.0,0,0.0,1,13,4,0,0,0,0,0,1,0,possession,ITA,MF,17,2002,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,defense,ITA,MF,17,2002,0.1,2,2,100.0,37,24,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,MF,17,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc,ITA,MF,17,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Crotone,Marco Festa,ITA,GK,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,28,1992,1.0,39,35,39,0,0,0,39,0,0,,0,,21,123,103,0,0,0,0,0,10,0,possession,ITA,GK,28,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,GK,28,1992,1.0,31,36,86.1,883,725,10,10,100.0,8,8,100.0,13,18,72.2,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,28,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,misc,ITA,GK,28,1992,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Lazio,Marco Parolo,ITA,"DF,MF",35,1985,18,7,653,7.3,0,2,2,0,0,0,5,0,0.5,0.5,0.9,1.4,8,31,12,0.0,0.28,0.28,0.0,0.28,0.07,0.12,0.2,0.07,0.2,standard,ITA,"DF,MF",35,1985,7.3,470,48,190,227,56,8,470,1,0,0.0,1,100.0,240,1230,691,8,8,0,5,1,271,12,possession,ITA,"DF,MF",35,1985,7.3,21,8,8,11,2,8,20,40.0,12,20,6,14,14,35,31,0,defense,ITA,"DF,MF",35,1985,7.3,299,363,82.4,5721,2011,123,145,84.8,135,151,89.4,36,54,66.7,2,0.9,0.5,1.1,4,17,5,2,31,passing,ITA,"DF,MF",35,1985,7.3,5,0,0,21,1,1,4,14,8,0,1,0,46,21,17,55.3,misc,ITA,"DF,MF",35,1985,7.3,0,6,1,16.7,0.83,0.14,0.0,0.0,15.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,shooting
ITA-Serie A,2021,Benevento,Marco Sau,ITA,"MF,FW",32,1987,24,9,785,8.7,4,2,6,3,1,1,1,1,2.4,1.6,1.8,3.4,13,17,58,0.46,0.23,0.69,0.34,0.57,0.28,0.21,0.48,0.19,0.39,standard,ITA,"MF,FW",32,1987,8.7,357,4,43,160,158,39,356,18,11,61.1,7,38.9,209,1171,396,13,11,6,29,12,227,58,possession,ITA,"MF,FW",32,1987,8.7,6,2,0,6,0,1,16,6.3,15,7,0,7,5,11,3,0,defense,ITA,"MF,FW",32,1987,8.7,182,268,67.9,2719,611,94,121,77.7,65,90,72.2,14,36,38.9,2,1.8,1.3,0.2,19,9,6,1,17,passing,ITA,"MF,FW",32,1987,8.7,1,1,0,8,19,1,40,5,2,1,0,0,37,1,16,5.9,misc,ITA,"MF,FW",32,1987,8.7,4,10,5,50.0,1.15,0.57,0.3,0.6,17.3,1,1,1,2.4,1.6,0.16,1.6,1.4,shooting
ITA-Serie A,2021,Hellas Verona,Marco Silvestri,ITA,GK,29,1991,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,29,1991,34.0,1045,899,1043,2,0,0,1045,0,0,,0,,482,2964,2033,0,0,0,0,0,382,0,possession,ITA,GK,29,1991,34.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1,defense,ITA,GK,29,1991,34.0,440,963,45.7,16170,14614,60,60,100.0,141,144,97.9,239,753,31.7,0,0.0,0.1,0.0,0,19,0,0,0,passing,ITA,GK,29,1991,34.0,1,0,0,2,3,0,0,0,0,0,2,1,61,7,3,70.0,misc,ITA,GK,29,1991,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Atalanta,Marco Sportiello,ITA,GK,28,1992,15,13,1261,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,28,1992,14.0,403,319,402,1,0,0,403,0,0,,0,,248,883,520,0,0,0,0,0,190,0,possession,ITA,GK,28,1992,14.0,2,2,2,0,0,1,3,33.3,2,0,0,0,2,4,5,1,defense,ITA,GK,28,1992,14.0,315,376,83.8,8191,5344,64,64,100.0,160,160,100.0,89,149,59.7,0,0.0,0.0,0.0,0,2,0,0,0,passing,ITA,GK,28,1992,14.0,0,0,0,0,1,0,0,2,2,0,0,0,29,5,1,83.3,misc,ITA,GK,28,1992,14.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Milan,Mario Mandžukić,CRO,FW,34,1986,10,1,212,2.4,0,0,0,0,0,0,1,0,1.0,1.0,0.1,1.1,0,5,5,0.0,0.0,0.0,0.0,0.0,0.42,0.05,0.47,0.42,0.47,standard,CRO,FW,34,1986,2.4,71,4,10,35,28,8,71,0,0,,0,,22,70,38,0,1,0,1,1,47,5,possession,CRO,FW,34,1986,2.4,7,6,2,4,1,2,3,66.7,1,0,0,0,2,9,3,0,defense,CRO,FW,34,1986,2.4,35,50,70.0,451,161,22,33,66.7,8,9,88.9,2,3,66.7,0,0.1,0.1,-0.1,2,2,0,0,5,passing,CRO,FW,34,1986,2.4,1,0,0,9,2,2,1,2,6,0,0,0,7,9,13,40.9,misc,CRO,FW,34,1986,2.4,0,5,3,60.0,2.12,1.27,0.0,0.0,9.4,0,0,0,1.0,1.0,0.2,-1.0,-1.0,shooting
ITA-Serie A,2021,Atalanta,Mario Pašalić,CRO,MF,25,1995,25,10,1122,12.5,6,2,8,6,0,0,2,0,4.3,4.3,2.5,6.8,32,86,91,0.48,0.16,0.64,0.48,0.64,0.35,0.2,0.55,0.35,0.55,standard,CRO,MF,25,1995,12.5,794,10,89,445,273,44,794,28,11,39.3,16,57.1,511,2474,1246,32,21,12,25,18,608,91,possession,CRO,MF,25,1995,12.5,26,15,5,17,4,12,19,63.2,7,12,1,11,8,34,6,0,defense,CRO,MF,25,1995,12.5,576,674,85.5,9756,2378,283,319,88.7,227,257,88.3,49,62,79.0,2,2.5,1.4,-0.5,17,66,26,1,86,passing,CRO,MF,25,1995,12.5,2,0,0,19,10,1,6,8,15,0,0,0,85,16,16,50.0,misc,CRO,MF,25,1995,12.5,6,20,12,60.0,1.6,0.96,0.3,0.5,13.2,0,0,0,4.3,4.3,0.22,1.7,1.7,shooting
ITA-Serie A,2021,Genoa,Marko Pjaca,CRO,"FW,MF",25,1995,35,15,1418,15.8,3,2,5,3,0,0,0,0,2.6,2.6,1.9,4.5,38,50,102,0.19,0.13,0.32,0.19,0.32,0.17,0.12,0.29,0.17,0.29,standard,CRO,"FW,MF",25,1995,15.8,672,11,89,337,262,43,672,46,23,50.0,23,50.0,440,2324,1048,38,26,15,45,30,539,102,possession,CRO,"FW,MF",25,1995,15.8,13,6,6,3,4,4,16,25.0,12,7,2,5,7,20,12,0,defense,CRO,"FW,MF",25,1995,15.8,416,498,83.5,5448,959,251,287,87.5,111,125,88.8,17,22,77.3,2,1.9,0.9,0.1,14,26,13,1,50,passing,CRO,"FW,MF",25,1995,15.8,0,0,0,19,24,2,4,7,6,0,0,0,65,15,47,24.2,misc,CRO,"FW,MF",25,1995,15.8,3,29,11,37.9,1.84,0.7,0.1,0.27,17.2,0,0,0,2.6,2.6,0.09,0.4,0.4,shooting
ITA-Serie A,2021,Cagliari,Marko Rog,CRO,MF,25,1995,14,14,1165,12.9,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,30,53,14,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,CRO,MF,25,1995,12.9,760,29,177,461,138,8,760,31,20,64.5,11,35.5,410,2396,1409,30,26,6,20,12,493,14,possession,CRO,MF,25,1995,12.9,40,24,15,22,3,16,37,43.2,21,17,6,11,19,59,15,0,defense,CRO,MF,25,1995,12.9,541,619,87.4,8565,2501,296,323,91.6,186,210,88.6,42,56,75.0,0,0.3,0.6,-0.3,8,55,7,2,53,passing,CRO,MF,25,1995,12.9,2,0,0,34,23,0,6,19,24,0,0,0,95,5,13,27.8,misc,CRO,MF,25,1995,12.9,0,8,2,25.0,0.62,0.15,0.0,0.0,27.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting
ITA-Serie A,2021,Sassuolo,Marlon,BRA,DF,24,1995,24,19,1742,19.4,0,0,0,0,0,0,6,1,0.3,0.3,0.1,0.3,12,79,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,standard,BRA,DF,24,1995,19.4,1763,152,648,1068,55,7,1763,8,8,100.0,0,0.0,1127,6321,3997,12,10,0,5,4,1375,1,possession,BRA,DF,24,1995,19.4,19,13,13,6,0,13,18,72.2,5,23,17,6,27,46,44,2,defense,BRA,DF,24,1995,19.4,1545,1627,95.0,26683,9056,626,653,95.9,784,806,97.3,102,120,85.0,0,0.1,0.3,-0.1,1,101,1,0,79,passing,BRA,DF,24,1995,19.4,6,1,1,26,8,0,0,27,13,0,2,0,112,38,30,55.9,misc,BRA,DF,24,1995,19.4,0,4,2,50.0,0.21,0.1,0.0,0.0,10.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,shooting
ITA-Serie A,2021,Atalanta,Marten de Roon,NED,MF,29,1991,35,33,3021,33.6,1,1,2,1,0,0,8,1,0.6,0.6,0.9,1.6,37,245,34,0.03,0.03,0.06,0.03,0.06,0.02,0.03,0.05,0.02,0.05,standard,NED,MF,29,1991,33.6,2491,74,540,1527,439,13,2491,16,12,75.0,4,25.0,1412,5755,3080,37,42,5,17,10,1627,34,possession,NED,MF,29,1991,33.6,80,48,30,36,14,36,84,42.9,48,44,9,35,69,149,40,0,defense,NED,MF,29,1991,33.6,1865,2205,84.6,34012,11402,783,873,89.7,872,964,90.5,191,286,66.8,1,0.9,1.8,0.1,19,264,21,2,245,passing,NED,MF,29,1991,33.6,8,1,0,65,23,0,16,69,48,0,0,0,258,65,44,59.6,misc,NED,MF,29,1991,33.6,1,17,3,17.6,0.51,0.09,0.06,0.33,26.2,0,0,0,0.6,0.6,0.04,0.4,0.4,shooting
