nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,league,season,stat_type
,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,
FRA,DF,30,1989,1.4,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,3,0,ENG-Premier League,2021,defense
JAM,DF,28,1992,2.9,3,2,1,2,0,1,6,16.7,5,4,2,2,0,3,6,0,ENG-Premier League,2021,defense
COD,"FW,MF",28,1992,1.3,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,0,0,ENG-Premier League,2021,defense
NGA,DF,23,1996,29.6,37,20,22,7,8,21,43,48.8,22,22,6,16,45,82,94,2,ENG-Premier League,2021,defense
ENG,"MF,FW",24,1996,21.2,25,14,7,15,3,7,23,30.4,16,20,2,18,7,32,18,0,ENG-Premier League,2021,defense
NED,DF,26,1994,1.0,3,2,1,2,0,1,1,100.0,0,0,0,0,2,5,3,0,ENG-Premier League,2021,defense
USA,DF,32,1987,7.0,12,5,9,3,0,8,11,72.7,3,8,5,3,6,18,26,1,ENG-Premier League,2021,defense
SCO,MF,29,1991,8.4,9,3,1,4,4,1,4,25.0,3,6,0,6,0,9,3,0,ENG-Premier League,2021,defense
ENG,DF,22,1997,32.8,37,19,30,6,1,19,40,47.5,21,26,20,6,42,79,197,2,ENG-Premier League,2021,defense
AUS,DF,20,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
ESP,DF,26,1993,13.4,34,21,21,13,0,19,32,59.4,13,18,13,5,20,54,40,2,ENG-Premier League,2021,defense
MKD,"DF,MF",28,1992,27.3,74,31,38,28,8,32,74,43.2,42,17,2,15,23,97,50,2,ENG-Premier League,2021,defense
SUI,DF,31,1988,1.3,2,2,1,0,1,0,0,,0,2,1,1,1,3,2,0,ENG-Premier League,2021,defense
ANG,"MF,FW",26,1994,12.8,25,11,12,5,8,11,32,34.4,21,11,0,11,3,28,5,1,ENG-Premier League,2021,defense
ENG,MF,20,2000,3.9,5,4,3,0,2,1,7,14.3,6,5,1,4,1,6,2,0,ENG-Premier League,2021,defense
FRA,GK,20,2000,35.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,17,8,ENG-Premier League,2021,defense
ENG,"MF,FW",23,1996,31.6,63,38,20,30,13,26,59,44.1,33,30,2,28,15,78,21,0,ENG-Premier League,2021,defense
ENG,"MF,DF",20,1999,5.1,10,6,6,4,0,4,11,36.4,7,3,1,2,9,19,3,0,ENG-Premier League,2021,defense
ENG,MF,24,1995,27.0,74,38,38,29,7,26,62,41.9,36,49,14,35,45,119,53,3,ENG-Premier League,2021,defense
ESP,GK,33,1986,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
ENG,DF,20,2000,0.4,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,0,0,ENG-Premier League,2021,defense
SCO,DF,28,1991,24.3,68,45,39,27,2,37,59,62.7,22,39,32,7,61,129,70,1,ENG-Premier League,2021,defense
ENG,DF,28,1991,37.8,108,61,69,30,9,49,87,56.3,38,53,36,17,36,144,96,5,ENG-Premier League,2021,defense
POL,MF,30,1990,26.6,38,20,14,20,4,14,61,23.0,47,13,4,9,11,49,16,0,ENG-Premier League,2021,defense
WAL,DF,19,2000,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,ENG-Premier League,2021,defense
ESP,MF,35,1985,4.7,5,3,2,1,2,5,16,31.3,11,2,0,2,0,5,0,1,ENG-Premier League,2021,defense
NED,"DF,MF",20,1999,23.1,49,30,28,19,2,17,28,60.7,11,35,21,14,47,96,92,0,ENG-Premier League,2021,defense
ENG,FW,26,1993,33.9,21,9,2,11,8,8,27,29.6,19,14,4,10,10,31,37,0,ENG-Premier League,2021,defense
BRA,"MF,FW",23,1996,26.2,34,17,13,16,5,12,58,20.7,46,31,1,30,29,63,27,0,ENG-Premier League,2021,defense
GER,"DF,MF",24,1996,12.6,27,16,17,10,0,10,19,52.6,9,18,12,6,27,54,34,2,ENG-Premier League,2021,defense
ESP,"MF,FW",29,1991,14.3,14,7,8,3,3,4,22,18.2,18,7,0,7,5,19,16,0,ENG-Premier League,2021,defense
NIR,"MF,DF",29,1991,37.9,74,45,46,22,6,30,88,34.1,58,41,3,38,44,118,52,1,ENG-Premier League,2021,defense
WAL,"MF,FW",21,1999,14.9,15,13,1,11,3,5,22,22.7,17,17,2,15,9,24,12,0,ENG-Premier League,2021,defense
ESP,"MF,FW",27,1993,14.8,32,15,6,20,6,13,48,27.1,35,28,0,28,10,42,7,0,ENG-Premier League,2021,defense
TUR,"FW,MF",23,1997,3.1,4,1,0,3,1,3,5,60.0,2,3,0,3,2,6,0,0,ENG-Premier League,2021,defense
AUT,DF,34,1986,7.8,18,7,15,2,1,8,15,53.3,7,6,4,2,16,34,34,1,ENG-Premier League,2021,defense
GHA,DF,25,1994,8.0,11,7,6,4,1,8,12,66.7,4,8,4,4,12,23,26,0,ENG-Premier League,2021,defense
JAM,FW,24,1996,0.2,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,ENG-Premier League,2021,defense
BEL,MF,26,1994,8.0,14,7,4,7,3,6,15,40.0,9,12,2,10,7,21,3,0,ENG-Premier League,2021,defense
BAN,MF,22,1997,3.5,8,7,3,5,0,4,10,40.0,6,4,1,3,4,12,9,1,ENG-Premier League,2021,defense
ENG,"FW,MF",22,1997,21.6,19,9,11,3,5,5,22,22.7,17,16,3,13,8,27,11,0,ENG-Premier League,2021,defense
ALG,FW,32,1988,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
ENG,DF,22,1998,23.0,61,37,38,18,5,20,41,48.8,21,36,10,26,30,91,58,1,ENG-Premier League,2021,defense
ENG,MF,23,1996,23.3,32,16,5,16,11,14,41,34.1,27,14,1,13,9,41,5,0,ENG-Premier League,2021,defense
ENG,FW,33,1987,31.6,18,12,1,8,9,2,15,13.3,13,14,5,9,4,22,32,0,ENG-Premier League,2021,defense
NIR,DF,32,1988,27.5,25,12,22,2,1,14,20,70.0,6,8,3,5,46,71,98,1,ENG-Premier League,2021,defense
DEN,GK,33,1986,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,0,ENG-Premier League,2021,defense
NGA,FW,23,1996,16.2,12,5,2,4,6,4,17,23.5,13,14,0,14,2,14,1,1,ENG-Premier League,2021,defense
RSA,MF,20,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
ENG,DF,19,2001,10.8,23,14,11,5,7,14,21,66.7,7,15,2,13,17,40,21,0,ENG-Premier League,2021,defense
ENG,"DF,FW",30,1989,19.4,33,19,14,15,4,16,45,35.6,29,29,3,26,17,50,27,1,ENG-Premier League,2021,defense
SEN,MF,28,1992,16.2,26,17,18,6,2,7,20,35.0,13,12,1,11,14,40,8,0,ENG-Premier League,2021,defense
POR,"DF,FW",26,1993,10.7,31,22,16,8,7,14,35,40.0,21,24,1,23,15,46,23,0,ENG-Premier League,2021,defense
POR,MF,18,2001,0.9,1,1,0,1,0,0,0,,0,1,1,0,0,1,0,0,ENG-Premier League,2021,defense
BEL,DF,24,1995,26.1,52,32,29,18,5,24,44,54.5,20,29,5,24,29,81,62,1,ENG-Premier League,2021,defense
JAM,DF,36,1984,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ENG-Premier League,2021,defense
FRA,DF,19,2000,25.1,51,37,27,22,2,31,46,67.4,15,28,16,12,61,112,94,0,ENG-Premier League,2021,defense
NGA,"MF,DF",23,1996,24.2,96,63,45,44,7,26,66,39.4,40,38,11,27,61,157,55,0,ENG-Premier League,2021,defense
BEL,MF,23,1997,37.3,86,45,32,38,16,45,108,41.7,63,35,8,27,46,132,20,1,ENG-Premier League,2021,defense
TUR,DF,24,1996,20.2,27,17,13,14,0,17,30,56.7,13,12,9,3,28,55,80,1,ENG-Premier League,2021,defense
ESP,GK,33,1987,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,ENG-Premier League,2021,defense
ENG,"MF,FW",26,1993,2.8,4,0,0,3,1,0,2,0.0,2,1,0,1,2,6,0,0,ENG-Premier League,2021,defense
BRA,GK,27,1992,33.0,3,2,3,0,0,3,4,75.0,1,0,0,0,2,5,26,7,ENG-Premier League,2021,defense
SCO,DF,26,1994,37.6,46,34,23,18,5,28,57,49.1,29,39,9,30,21,67,79,1,ENG-Premier League,2021,defense
IRL,GK,21,1998,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,ENG-Premier League,2021,defense
ENG,MF,19,2001,13.1,16,6,6,7,3,12,25,48.0,13,13,0,13,19,35,11,1,ENG-Premier League,2021,defense
POR,FW,23,1996,12.4,12,6,4,7,1,2,29,6.9,27,9,0,9,5,17,3,0,ENG-Premier League,2021,defense
BEL,FW,25,1995,2.1,3,2,0,2,1,1,3,33.3,2,5,1,4,1,4,2,0,ENG-Premier League,2021,defense
BRA,"DF,MF",26,1993,28.5,58,31,21,29,8,27,54,50.0,27,28,10,18,44,102,66,1,ENG-Premier League,2021,defense
NED,MF,29,1990,32.7,23,7,6,14,3,7,31,22.6,24,18,3,15,26,49,18,1,ENG-Premier League,2021,defense
ENG,"MF,DF",34,1986,11.9,26,19,9,14,3,11,33,33.3,22,30,3,27,14,40,16,1,ENG-Premier League,2021,defense
ENG,DF,23,1997,6.6,3,2,1,1,1,0,4,0.0,4,3,2,1,4,7,29,0,ENG-Premier League,2021,defense
ENG,"MF,DF",30,1990,18.9,24,15,12,9,3,10,26,38.5,16,12,1,11,34,58,30,0,ENG-Premier League,2021,defense
CMR,DF,28,1991,7.7,14,9,7,7,0,7,8,87.5,1,6,0,6,7,21,22,0,ENG-Premier League,2021,defense
GRE,"DF,FW",24,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
EGY,FW,28,1992,34.2,18,9,4,4,10,7,16,43.8,9,10,0,10,1,19,10,1,ENG-Premier League,2021,defense
GUI,MF,25,1995,5.8,11,5,1,8,2,7,17,41.2,10,10,0,10,9,20,6,0,ENG-Premier League,2021,defense
ENG,DF,23,1997,16.2,22,14,15,7,0,11,24,45.8,13,17,14,3,20,42,81,0,ENG-Premier League,2021,defense
WAL,DF,19,2001,2.8,6,5,4,2,0,5,9,55.6,4,3,1,2,6,12,6,0,ENG-Premier League,2021,defense
TUR,DF,20,2000,8.9,19,10,11,4,4,6,9,66.7,3,2,2,0,12,31,28,1,ENG-Premier League,2021,defense
ENG,DF,19,2001,7.3,6,4,3,3,0,3,3,100.0,0,4,3,1,6,12,27,1,ENG-Premier League,2021,defense
BRA,FW,28,1991,31.5,33,15,3,17,13,6,32,18.8,26,42,5,37,11,44,12,0,ENG-Premier League,2021,defense
SEN,FW,28,1992,31.2,48,30,6,22,20,12,33,36.4,21,30,0,30,15,63,11,0,ENG-Premier League,2021,defense
JPN,"MF,FW",25,1995,3.3,4,3,1,2,1,0,12,0.0,12,1,0,1,2,6,3,0,ENG-Premier League,2021,defense
ESP,MF,29,1991,20.6,61,36,20,30,11,17,49,34.7,32,26,0,26,30,91,14,0,ENG-Premier League,2021,defense
ENG,DF,21,1998,33.7,56,33,31,18,7,36,56,64.3,20,24,3,21,49,105,50,3,ENG-Premier League,2021,defense
NED,DF,29,1991,4.1,3,2,1,2,0,0,0,,0,1,1,0,5,8,8,1,ENG-Premier League,2021,defense
SUI,"MF,FW",28,1991,6.2,7,4,3,1,3,2,7,28.6,5,4,0,4,2,9,0,0,ENG-Premier League,2021,defense
ESP,DF,26,1994,14.9,13,6,10,3,0,7,11,63.6,4,12,7,5,11,24,28,0,ENG-Premier League,2021,defense
FRA,DF,26,1994,10.6,13,9,1,8,4,5,21,23.8,16,12,5,7,5,18,14,1,ENG-Premier League,2021,defense
POR,"MF,FW",25,1994,22.9,26,14,7,12,7,11,52,21.2,41,17,1,16,17,43,8,0,ENG-Premier League,2021,defense
BRA,GK,26,1993,36.0,3,1,3,0,0,3,4,75.0,1,0,0,0,0,3,11,4,ENG-Premier League,2021,defense
ESP,DF,19,2001,4.3,8,7,5,3,0,5,7,71.4,2,4,1,3,4,12,10,0,ENG-Premier League,2021,defense
BRA,MF,35,1985,13.2,31,17,8,14,9,20,43,46.5,23,11,2,9,23,54,17,0,ENG-Premier League,2021,defense
ESP,"FW,MF",20,2000,14.5,12,5,4,6,2,5,16,31.3,11,16,0,16,3,15,8,0,ENG-Premier League,2021,defense
BRA,FW,23,1997,22.9,17,6,5,5,7,11,28,39.3,17,16,0,16,15,32,5,0,ENG-Premier League,2021,defense
ENG,DF,26,1994,21.5,21,10,13,5,3,9,14,64.3,5,23,15,8,18,39,56,1,ENG-Premier League,2021,defense
POR,"DF,MF",26,1994,25.5,68,41,42,19,7,43,83,51.8,40,23,2,21,41,109,33,2,ENG-Premier League,2021,defense
BEL,MF,29,1991,22.2,34,21,6,18,10,13,48,27.1,35,26,1,25,9,43,10,0,ENG-Premier League,2021,defense
ENG,DF,30,1990,21.6,29,19,15,12,2,16,24,66.7,8,19,7,12,14,43,28,0,ENG-Premier League,2021,defense
ENG,FW,17,2003,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
NED,DF,25,1995,8.9,10,5,3,6,1,3,4,75.0,1,2,1,1,9,19,23,0,ENG-Premier League,2021,defense
UKR,DF,23,1996,16.4,25,15,12,9,4,14,24,58.3,10,17,4,13,23,48,28,0,ENG-Premier League,2021,defense
ENG,"FW,MF",20,2000,18.0,22,11,12,8,2,9,23,39.1,14,9,0,9,11,33,11,0,ENG-Premier League,2021,defense
ENG,FW,25,1994,28.2,21,10,5,12,4,5,12,41.7,7,15,0,15,15,36,4,0,ENG-Premier League,2021,defense
ALG,FW,29,1991,21.7,20,5,2,10,8,6,30,20.0,24,19,0,19,8,28,4,0,ENG-Premier League,2021,defense
ESP,MF,24,1996,30.5,72,40,24,40,8,33,66,50.0,33,23,9,14,36,108,54,3,ENG-Premier League,2021,defense
POR,DF,23,1997,31.6,24,13,13,8,3,4,16,25.0,12,31,23,8,35,59,92,0,ENG-Premier League,2021,defense
ENG,GK,34,1985,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
ARG,FW,32,1988,6.2,4,1,0,2,2,2,11,18.2,9,2,0,2,2,6,0,0,ENG-Premier League,2021,defense
USA,GK,25,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
GER,MF,29,1990,22.5,25,15,8,12,5,10,39,25.6,29,13,4,9,20,45,9,0,ENG-Premier League,2021,defense
ENG,DF,22,1997,34.0,88,54,53,29,6,32,45,71.1,13,65,17,48,62,150,84,2,ENG-Premier League,2021,defense
BRA,DF,27,1992,7.7,14,7,10,3,1,8,17,47.1,9,7,2,5,16,30,20,0,ENG-Premier League,2021,defense
CIV,FW,18,2002,1.8,3,3,1,2,0,0,0,,0,2,1,1,0,3,1,0,ENG-Premier League,2021,defense
SWE,FW,18,2002,1.7,4,2,3,1,0,4,5,80.0,1,1,1,0,1,5,1,0,ENG-Premier League,2021,defense
FRA,FW,24,1995,16.4,2,1,1,1,0,0,10,0.0,10,17,3,14,1,3,8,0,ENG-Premier League,2021,defense
COD,DF,22,1997,4.5,13,7,5,7,1,8,9,88.9,1,7,5,2,3,16,18,0,ENG-Premier League,2021,defense
ENG,DF,19,2000,2.1,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,7,0,ENG-Premier League,2021,defense
POR,MF,25,1994,34.4,57,30,16,29,12,26,100,26.0,74,38,0,38,26,83,29,0,ENG-Premier League,2021,defense
WAL,FW,22,1997,10.1,15,9,4,7,4,3,18,16.7,15,10,1,9,0,15,6,0,ENG-Premier League,2021,defense
ESP,GK,29,1990,25.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,3,ENG-Premier League,2021,defense
ENG,GK,23,1997,12.5,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,3,2,ENG-Premier League,2021,defense
NED,"MF,FW",23,1997,5.8,15,10,2,11,2,7,15,46.7,8,10,1,9,6,21,7,0,ENG-Premier League,2021,defense
URU,FW,33,1987,15.3,12,8,1,8,3,2,13,15.4,11,2,0,2,6,18,11,0,ENG-Premier League,2021,defense
CIV,DF,26,1994,10.2,5,5,3,1,1,0,1,0.0,1,13,11,2,13,18,36,2,ENG-Premier League,2021,defense
BRA,MF,27,1993,26.6,81,39,39,38,4,29,89,32.6,60,49,9,40,45,126,26,1,ENG-Premier League,2021,defense
TUN,MF,17,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
ENG,DF,27,1993,33.9,29,17,19,10,0,18,29,62.1,11,28,23,5,60,89,122,4,ENG-Premier League,2021,defense
ESP,"FW,MF",32,1988,5.7,1,0,1,0,0,0,7,0.0,7,3,0,3,3,4,3,0,ENG-Premier League,2021,defense
ENG,DF,25,1995,29.5,44,28,21,16,7,21,36,58.3,15,34,9,25,20,64,44,2,ENG-Premier League,2021,defense
ENG,FW,22,1997,32.4,18,9,2,8,8,7,27,25.9,20,22,2,20,8,26,10,0,ENG-Premier League,2021,defense
ENG,FW,18,2001,20.2,13,10,6,4,3,5,22,22.7,17,9,0,9,5,18,1,0,ENG-Premier League,2021,defense
SRB,MF,31,1988,12.3,25,11,13,12,0,13,31,41.9,18,19,5,14,22,47,10,3,ENG-Premier League,2021,defense
NGA,FW,31,1989,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
FRA,"MF,FW",27,1993,21.1,36,26,15,16,5,11,33,33.3,22,24,2,22,26,62,37,0,ENG-Premier League,2021,defense
SCO,MF,23,1996,23.7,51,24,23,25,3,23,36,63.9,13,35,10,25,29,80,46,0,ENG-Premier League,2021,defense
ENG,FW,16,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
NED,DF,22,1998,0.9,2,0,1,1,0,1,1,100.0,0,0,0,0,3,5,1,0,ENG-Premier League,2021,defense
SWE,DF,26,1994,28.7,22,10,12,10,0,12,24,50.0,12,22,14,8,30,52,95,1,ENG-Premier League,2021,defense
ENG,FW,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
FRA,"FW,MF",23,1997,17.3,16,9,6,9,1,4,9,44.4,5,10,0,10,4,20,2,0,ENG-Premier League,2021,defense
ENG,FW,31,1989,4.4,3,1,1,1,1,1,8,12.5,7,1,0,1,0,3,14,0,ENG-Premier League,2021,defense
ENG,FW,28,1992,23.2,12,5,1,6,5,2,12,16.7,10,10,3,7,7,19,14,0,ENG-Premier League,2021,defense
IRL,DF,30,1989,21.0,24,14,15,6,3,6,13,46.2,7,27,20,7,29,53,104,1,ENG-Premier League,2021,defense
USA,DF,27,1993,4.8,9,4,8,1,0,4,10,40.0,6,5,1,4,7,16,17,0,ENG-Premier League,2021,defense
ENG,"FW,MF",29,1990,5.7,2,0,1,1,0,0,7,0.0,7,3,1,2,1,3,2,0,ENG-Premier League,2021,defense
ENG,MF,17,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
SWE,DF,25,1994,14.3,19,8,9,9,1,12,25,48.0,13,15,9,6,15,34,52,2,ENG-Premier League,2021,defense
SUI,DF,28,1991,13.8,13,4,8,5,0,7,19,36.8,12,19,12,7,27,40,52,1,ENG-Premier League,2021,defense
ARG,DF,31,1989,23.1,29,22,23,5,1,17,21,81.0,4,41,31,10,17,46,147,0,ENG-Premier League,2021,defense
ENG,"MF,DF",25,1995,21.6,52,29,23,22,7,14,35,40.0,21,32,9,23,43,95,47,0,ENG-Premier League,2021,defense
ENG,"DF,MF",25,1995,18.1,39,24,25,12,2,24,49,49.0,25,27,3,24,14,53,29,0,ENG-Premier League,2021,defense
ENG,DF,26,1993,18.1,14,7,5,9,0,3,6,50.0,3,27,17,10,12,26,86,0,ENG-Premier League,2021,defense
NIR,DF,22,1998,20.4,37,20,23,13,1,16,38,42.1,22,21,7,14,11,48,44,1,ENG-Premier League,2021,defense
ESP,DF,26,1994,9.2,24,14,8,14,2,11,17,64.7,6,8,1,7,9,33,15,1,ENG-Premier League,2021,defense
IRL,MF,28,1992,15.8,8,3,5,3,0,1,13,7.7,12,14,9,5,19,27,18,0,ENG-Premier League,2021,defense
ENG,MF,20,1999,10.9,26,13,16,7,3,9,42,21.4,33,21,3,18,17,43,15,1,ENG-Premier League,2021,defense
BRA,"FW,MF",23,1996,22.0,33,21,7,21,5,14,37,37.8,23,30,2,28,9,42,24,0,ENG-Premier League,2021,defense
ENG,MF,28,1992,29.1,39,14,18,19,2,10,37,27.0,27,26,14,12,36,75,42,0,ENG-Premier League,2021,defense
WAL,GK,29,1990,25.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,0,ENG-Premier League,2021,defense
SVK,GK,31,1989,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,ENG-Premier League,2021,defense
SCO,"DF,MF",30,1989,15.0,10,3,5,3,2,3,17,17.6,14,17,2,15,12,22,47,0,ENG-Premier League,2021,defense
ENG,MF,20,2000,4.2,3,2,2,1,0,2,8,25.0,6,7,0,7,7,10,2,0,ENG-Premier League,2021,defense
PAR,"MF,FW",26,1994,27.0,49,29,21,25,3,14,56,25.0,42,23,4,19,25,74,20,1,ENG-Premier League,2021,defense
WAL,DF,28,1991,13.9,16,7,11,5,0,13,21,61.9,8,12,7,5,16,32,74,0,ENG-Premier League,2021,defense
SCO,"FW,MF",26,1994,10.3,4,1,3,1,0,2,5,40.0,3,1,0,1,6,10,7,0,ENG-Premier League,2021,defense
ENG,MF,22,1997,15.7,31,14,13,15,3,18,42,42.9,24,26,5,21,19,50,14,2,ENG-Premier League,2021,defense
ENG,GK,22,1998,38.0,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,22,6,ENG-Premier League,2021,defense
ENG,DF,16,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
ENG,"MF,DF",25,1994,17.8,33,18,15,10,8,13,40,32.5,27,20,3,17,12,45,17,0,ENG-Premier League,2021,defense
ENG,FW,34,1986,8.2,5,1,0,3,2,2,9,22.2,7,2,0,2,0,5,2,0,ENG-Premier League,2021,defense
ENG,"DF,MF",32,1988,28.6,69,42,41,23,5,41,67,61.2,26,36,15,21,49,118,105,1,ENG-Premier League,2021,defense
ENG,FW,16,2003,3.2,6,2,1,3,2,3,7,42.9,4,6,1,5,1,7,0,0,ENG-Premier League,2021,defense
IRL,"FW,MF",32,1987,26.6,33,21,8,15,10,13,31,41.9,18,19,3,16,2,35,25,0,ENG-Premier League,2021,defense
IRL,DF,30,1990,30.0,59,26,32,19,8,33,58,56.9,25,41,12,29,22,81,81,1,ENG-Premier League,2021,defense
WAL,"DF,MF",19,2000,23.2,57,36,31,24,2,20,46,43.5,26,40,19,21,49,106,87,3,ENG-Premier League,2021,defense
ENG,MF,18,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
GRE,DF,27,1993,31.0,47,34,28,14,5,21,50,42.0,29,26,7,19,25,72,70,1,ENG-Premier League,2021,defense
SEN,MF,20,2000,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,ENG-Premier League,2021,defense
ENG,DF,26,1994,2.0,3,1,1,1,1,0,1,0.0,1,4,3,1,2,5,7,0,ENG-Premier League,2021,defense
ENG,DF,26,1993,9.7,14,6,8,5,1,6,11,54.5,5,10,4,6,9,23,42,0,ENG-Premier League,2021,defense
ENG,"DF,MF",20,2000,12.3,33,23,21,10,2,20,39,51.3,19,14,4,10,14,47,22,0,ENG-Premier League,2021,defense
IRL,DF,27,1992,29.2,41,21,29,12,0,22,39,56.4,17,43,31,12,41,82,131,0,ENG-Premier League,2021,defense
SCO,MF,28,1991,28.6,51,33,28,18,5,26,83,31.3,57,26,4,22,28,79,12,1,ENG-Premier League,2021,defense
ENG,MF,26,1994,22.6,25,16,12,11,2,13,47,27.7,34,26,8,18,14,39,29,1,ENG-Premier League,2021,defense
ENG,DF,23,1996,11.2,20,10,9,11,0,9,19,47.4,10,16,10,6,13,33,39,1,ENG-Premier League,2021,defense
FRA,"FW,MF",24,1996,3.3,1,0,0,0,1,0,2,0.0,2,1,0,1,0,1,1,1,ENG-Premier League,2021,defense
ENG,DF,23,1997,6.1,26,11,18,6,2,9,21,42.9,12,12,4,8,5,31,11,0,ENG-Premier League,2021,defense
SCO,FW,23,1997,14.1,16,8,6,9,1,5,24,20.8,19,24,0,24,2,18,6,0,ENG-Premier League,2021,defense
SCO,FW,24,1996,14.7,15,7,7,7,1,5,17,29.4,12,10,3,7,6,21,30,0,ENG-Premier League,2021,defense
NIR,MF,29,1991,24.7,49,22,16,28,5,21,72,29.2,51,29,12,17,36,85,51,1,ENG-Premier League,2021,defense
ENG,DF,37,1982,5.8,5,4,4,0,1,2,7,28.6,5,11,5,6,10,15,26,2,ENG-Premier League,2021,defense
ENG,"FW,MF",20,2000,12.5,8,5,1,4,3,1,13,7.7,12,15,2,13,5,13,5,0,ENG-Premier League,2021,defense
NOR,MF,22,1998,12.4,16,7,8,5,3,7,15,46.7,8,11,2,9,4,20,18,0,ENG-Premier League,2021,defense
ENG,GK,30,1989,30.0,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,11,1,ENG-Premier League,2021,defense
SUI,MF,18,2001,0.0,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0,ENG-Premier League,2021,defense
FRA,DF,18,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
AUS,MF,18,2002,0.4,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,0,0,ENG-Premier League,2021,defense
SCO,FW,24,1996,29.6,25,16,4,15,6,6,17,35.3,11,20,2,18,4,29,19,1,ENG-Premier League,2021,defense
ENG,"FW,MF",21,1999,1.2,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,2,0,ENG-Premier League,2021,defense
ENG,FW,28,1992,24.1,22,13,3,16,3,12,28,42.9,16,39,2,37,3,25,27,1,ENG-Premier League,2021,defense
ENG,GK,32,1988,8.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,9,0,ENG-Premier League,2021,defense
FRA,MF,21,1999,11.3,29,16,11,17,1,9,16,56.3,7,10,1,9,10,39,12,2,ENG-Premier League,2021,defense
ENG,DF,26,1994,17.1,34,19,19,15,0,17,38,44.7,21,25,14,11,28,62,64,2,ENG-Premier League,2021,defense
ENG,DF,20,2000,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ENG-Premier League,2021,defense
ENG,MF,25,1994,38.0,75,49,30,41,4,29,70,41.4,41,36,4,32,42,117,60,0,ENG-Premier League,2021,defense
POL,DF,24,1996,34.4,37,19,25,11,1,25,49,51.0,24,44,27,17,84,121,132,0,ENG-Premier League,2021,defense
DEN,DF,27,1992,28.6,50,31,31,15,4,35,52,67.3,17,29,16,13,42,92,122,0,ENG-Premier League,2021,defense
ENG,DF,19,2000,1.0,5,2,4,1,0,3,3,100.0,0,0,0,0,0,5,3,0,ENG-Premier League,2021,defense
ENG,DF,23,1997,29.4,83,53,56,25,2,34,57,59.6,23,41,10,31,38,121,66,2,ENG-Premier League,2021,defense
