nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,
FRA,MF,30,1991,28.3,2067,41,289,1138,677,34,2061,138,72,52.2,42,30.4,1493,8500,3547,48,63,4,71,50,1379,117,FRA-Ligue 1,2022,possession
FRA,"FW,MF",32,1990,7.6,313,11,33,147,135,35,313,2,1,50.0,1,50.0,183,745,196,6,7,2,21,9,202,46,FRA-Ligue 1,2022,possession
TUN,"FW,MF",31,1991,18.2,713,23,101,361,271,64,713,61,28,45.9,24,39.3,516,3522,1530,40,17,22,49,30,472,91,FRA-Ligue 1,2022,possession
FRA,"FW,MF",28,1994,0.9,54,0,8,23,23,2,54,1,0,0.0,0,0.0,42,236,79,1,1,1,1,4,40,12,FRA-Ligue 1,2022,possession
FRA,GK,23,1999,37.0,1312,1112,1309,4,0,0,1312,3,1,33.3,2,66.7,864,4528,2496,1,0,0,2,0,547,0,FRA-Ligue 1,2022,possession
BRA,"DF,MF",30,1992,35.0,2260,303,982,1157,131,31,2260,10,3,30.0,6,60.0,1474,7367,3598,14,13,0,11,6,1341,7,FRA-Ligue 1,2022,possession
ALG,FW,30,1991,5.2,193,2,10,78,105,32,193,9,6,66.7,2,22.2,125,532,138,2,2,1,14,8,131,44,FRA-Ligue 1,2022,possession
MLI,DF,30,1992,5.4,288,30,123,129,38,2,288,2,0,0.0,0,0.0,159,729,332,2,3,0,3,0,134,8,FRA-Ligue 1,2022,possession
FRA,"DF,MF",30,1992,8.8,554,37,158,292,113,4,554,18,6,33.3,10,55.6,372,2193,1173,15,13,0,12,10,339,51,FRA-Ligue 1,2022,possession
CIV,"FW,MF",21,2001,14.0,510,10,73,233,219,48,510,77,37,48.1,33,42.9,381,3091,1313,46,24,8,49,31,354,97,FRA-Ligue 1,2022,possession
FRA,DF,26,1996,18.8,1217,87,331,564,332,13,1217,66,38,57.6,22,33.3,757,4676,2055,42,39,5,25,11,671,125,FRA-Ligue 1,2022,possession
FRA,MF,30,1991,12.1,690,14,100,345,251,20,690,27,10,37.0,13,48.1,484,2836,1151,25,11,2,19,13,449,67,FRA-Ligue 1,2022,possession
BRA,"DF,MF",32,1990,2.5,149,10,32,64,53,4,149,4,1,25.0,3,75.0,87,409,191,4,6,0,4,1,80,18,FRA-Ligue 1,2022,possession
CMR,"FW,MF",23,1999,16.9,507,13,53,227,237,80,507,30,10,33.3,18,60.0,342,2040,670,27,9,10,40,19,359,101,FRA-Ligue 1,2022,possession
ALG,DF,19,2003,8.9,593,30,161,303,141,13,593,44,29,65.9,12,27.3,380,2697,1302,22,20,6,15,14,329,39,FRA-Ligue 1,2022,possession
CMR,DF,27,1995,28.5,1650,164,691,876,89,24,1650,18,11,61.1,5,27.8,1112,5790,3067,19,22,0,20,7,959,20,FRA-Ligue 1,2022,possession
BRA,DF,24,1998,9.4,539,41,188,281,80,6,539,11,6,54.5,3,27.3,338,2231,1227,17,22,1,10,8,293,14,FRA-Ligue 1,2022,possession
FRA,"MF,FW",19,2002,1.0,92,5,20,59,14,1,92,2,1,50.0,1,50.0,63,355,201,2,3,0,0,0,54,1,FRA-Ligue 1,2022,possession
FRA,"MF,FW",24,1997,31.3,1627,10,154,785,723,103,1623,172,82,47.7,74,43.0,1235,8989,3850,122,69,39,90,76,1128,248,FRA-Ligue 1,2022,possession
FRA,"FW,MF",26,1996,7.1,347,13,74,152,131,22,347,15,7,46.7,8,53.3,232,1445,733,23,9,4,17,11,210,56,FRA-Ligue 1,2022,possession
FRA,FW,20,2002,0.4,25,0,4,11,10,0,25,1,0,0.0,1,100.0,21,134,75,2,2,0,0,1,19,1,FRA-Ligue 1,2022,possession
NGA,"FW,MF",27,1995,26.1,967,5,103,321,567,104,966,95,34,35.8,50,52.6,729,6355,3150,138,61,43,49,36,669,218,FRA-Ligue 1,2022,possession
EGY,FW,24,1997,21.5,607,37,64,259,288,107,607,39,21,53.8,15,38.5,355,1972,552,13,13,11,53,23,408,109,FRA-Ligue 1,2022,possession
FRA,MF,32,1989,21.3,963,32,189,562,240,25,963,36,15,41.7,19,52.8,700,4357,2141,33,30,4,29,18,618,70,FRA-Ligue 1,2022,possession
FRA,DF,17,2005,0.7,30,1,15,15,0,0,30,0,0,,0,,20,103,49,0,0,0,0,0,18,0,FRA-Ligue 1,2022,possession
FRA,DF,34,1987,24.6,1475,182,688,771,35,14,1475,9,7,77.8,2,22.2,1005,5025,2486,8,8,1,18,9,847,3,FRA-Ligue 1,2022,possession
ESP,MF,25,1997,22.5,1494,22,225,1071,206,10,1494,15,8,53.3,6,40.0,1196,5875,2375,15,18,1,5,6,1103,22,FRA-Ligue 1,2022,possession
FRA,DF,20,2002,19.9,1356,54,326,664,387,16,1356,39,22,56.4,14,35.9,886,5051,2457,43,40,7,25,10,793,96,FRA-Ligue 1,2022,possession
FRA,GK,26,1996,1.0,28,26,28,0,0,0,28,0,0,,0,,18,149,124,0,0,0,0,0,5,0,FRA-Ligue 1,2022,possession
COD,MF,25,1996,26.7,1459,43,275,950,254,33,1459,29,16,55.2,11,37.9,1079,5649,2735,41,29,4,24,19,967,45,FRA-Ligue 1,2022,possession
FRA,"DF,MF",18,2004,0.7,43,0,4,21,20,2,43,5,4,80.0,1,20.0,27,361,197,7,6,2,4,2,26,10,FRA-Ligue 1,2022,possession
FRA,DF,31,1990,8.7,468,27,116,200,162,10,468,11,3,27.3,2,18.2,288,1550,639,21,10,4,14,7,251,65,FRA-Ligue 1,2022,possession
WAL,MF,31,1990,17.6,1279,43,208,723,361,50,1279,24,14,58.3,5,20.8,980,4866,1934,29,34,8,24,32,902,84,FRA-Ligue 1,2022,possession
FRA,"MF,DF",21,2001,6.1,387,14,82,219,93,5,387,17,8,47.1,8,47.1,295,1911,864,13,12,3,12,8,262,23,FRA-Ligue 1,2022,possession
FRA,FW,24,1998,0.7,39,4,9,18,12,0,39,0,0,,0,,24,129,34,0,1,0,3,2,25,1,FRA-Ligue 1,2022,possession
ALG,"FW,MF",22,2000,2.5,99,3,12,35,52,7,99,3,0,0.0,2,66.7,75,470,179,8,3,2,7,5,79,18,FRA-Ligue 1,2022,possession
FRA,MF,17,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,FRA-Ligue 1,2022,possession
ALG,FW,30,1991,8.7,309,7,21,150,141,37,306,12,4,33.3,7,58.3,224,1093,372,7,7,1,23,9,246,48,FRA-Ligue 1,2022,possession
SEN,DF,18,2004,5.8,394,22,122,186,88,9,394,4,3,75.0,1,25.0,266,1269,580,2,5,0,11,5,235,37,FRA-Ligue 1,2022,possession
MAR,"DF,FW",18,2004,3.3,210,10,69,93,50,1,210,4,2,50.0,1,25.0,165,761,396,6,5,0,3,1,156,18,FRA-Ligue 1,2022,possession
ALG,"FW,MF",17,2004,9.6,498,1,61,203,243,35,498,51,27,52.9,20,39.2,406,3033,1541,47,25,16,23,13,389,98,FRA-Ligue 1,2022,possession
ALG,"FW,MF",22,2000,8.9,487,1,45,198,250,27,487,34,18,52.9,13,38.2,385,2906,1354,41,23,9,27,12,383,100,FRA-Ligue 1,2022,possession
NED,FW,23,1998,2.4,119,0,14,47,61,6,119,10,6,60.0,3,30.0,105,727,332,10,11,1,6,3,100,16,FRA-Ligue 1,2022,possession
BRA,DF,38,1983,36.7,2991,346,1427,1505,75,31,2991,13,8,61.5,5,38.5,2374,11876,6155,12,11,0,15,9,2177,3,FRA-Ligue 1,2022,possession
AUT,DF,21,2001,1.0,71,3,23,28,20,1,71,0,0,,0,,45,234,129,2,2,0,1,0,43,3,FRA-Ligue 1,2022,possession
FRA,FW,28,1994,27.8,1031,21,109,423,507,153,1030,55,26,47.3,27,49.1,700,4021,1723,54,40,21,69,29,696,196,FRA-Ligue 1,2022,possession
ALG,MF,22,1999,20.8,1511,48,352,880,297,25,1511,67,29,43.3,32,47.8,1166,7025,3098,39,54,7,27,17,1070,55,FRA-Ligue 1,2022,possession
FRA,DF,22,1999,31.9,2514,304,1267,1222,57,24,2514,28,20,71.4,6,21.4,1980,11039,5931,21,13,0,23,10,1760,6,FRA-Ligue 1,2022,possession
ENG,"MF,DF",28,1993,2.0,119,4,27,58,36,5,119,2,0,0.0,2,100.0,82,438,182,2,6,0,3,0,73,16,FRA-Ligue 1,2022,possession
SUI,DF,23,1998,27.3,1720,93,506,857,385,20,1720,73,38,52.1,26,35.6,1131,7852,4210,82,72,6,40,24,1034,99,FRA-Ligue 1,2022,possession
DEN,GK,35,1986,36.0,1258,1119,1253,5,0,0,1258,0,0,,0,,860,3975,2015,0,0,0,2,0,604,0,FRA-Ligue 1,2022,possession
FRA,MF,21,2001,28.3,1667,64,365,946,396,61,1667,77,46,59.7,24,31.2,1322,8692,4400,92,78,18,31,35,1223,77,FRA-Ligue 1,2022,possession
POL,GK,22,1999,2.0,70,64,70,0,0,0,70,0,0,,0,,46,210,72,0,0,0,0,0,29,0,FRA-Ligue 1,2022,possession
GAB,"MF,DF",28,1993,9.3,724,39,204,451,73,6,724,16,11,68.8,5,31.3,579,2983,1278,14,14,0,4,1,549,10,FRA-Ligue 1,2022,possession
ITA,DF,20,2002,7.0,424,57,222,189,15,2,424,12,5,41.7,5,41.7,320,1547,749,1,5,0,2,2,296,1,FRA-Ligue 1,2022,possession
FRA,DF,21,2000,27.3,1820,93,603,837,409,26,1820,54,23,42.6,25,46.3,1191,6786,3208,61,60,8,23,16,1050,126,FRA-Ligue 1,2022,possession
CIV,"FW,MF",27,1995,16.6,918,3,88,392,455,90,915,76,34,44.7,33,43.4,752,4476,1872,48,29,26,45,52,724,151,FRA-Ligue 1,2022,possession
NED,"MF,DF",25,1997,19.6,1227,71,357,693,184,16,1227,19,7,36.8,10,52.6,940,4523,2232,18,19,0,22,11,885,42,FRA-Ligue 1,2022,possession
ROU,"MF,FW",19,2003,1.6,75,1,13,28,36,5,75,6,5,83.3,1,16.7,58,378,165,7,11,1,3,10,54,6,FRA-Ligue 1,2022,possession
MAR,MF,18,2004,2.0,135,3,41,92,9,1,135,5,5,100.0,0,0.0,113,643,318,3,4,1,3,5,97,1,FRA-Ligue 1,2022,possession
ENG,"MF,FW",28,1993,10.7,606,10,91,296,228,26,606,21,12,57.1,8,38.1,457,2573,1229,30,30,7,12,24,434,46,FRA-Ligue 1,2022,possession
FRA,"MF,FW",22,2000,13.6,876,14,133,431,324,34,876,49,22,44.9,24,49.0,695,4490,1888,55,35,10,39,21,638,91,FRA-Ligue 1,2022,possession
NGA,FW,23,1999,14.8,355,5,16,147,204,73,355,42,25,59.5,14,33.3,234,1552,632,25,15,14,25,20,240,77,FRA-Ligue 1,2022,possession
FRA,MF,21,2001,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,FRA-Ligue 1,2022,possession
ALG,"DF,MF",26,1996,8.7,632,22,149,295,202,18,632,43,19,44.2,22,51.2,443,2882,1605,38,29,8,10,5,402,63,FRA-Ligue 1,2022,possession
BDI,"MF,DF",23,1998,6.3,446,31,159,250,43,7,446,5,3,60.0,1,20.0,351,1768,937,7,10,1,9,3,320,5,FRA-Ligue 1,2022,possession
MAR,"DF,MF",23,1998,22.8,1772,49,361,716,713,82,1772,74,29,39.2,32,43.2,1414,7700,4281,85,66,22,29,23,1326,229,FRA-Ligue 1,2022,possession
FRA,GK,31,1990,0.1,4,4,4,0,0,0,4,0,0,,0,,3,13,1,0,0,0,0,0,3,0,FRA-Ligue 1,2022,possession
ESP,MF,25,1997,13.2,749,14,105,359,290,25,749,12,5,41.7,4,33.3,626,2884,1120,18,28,2,20,13,594,67,FRA-Ligue 1,2022,possession
POR,"DF,MF",30,1991,26.8,2277,193,695,1442,162,29,2277,15,10,66.7,5,33.3,1888,9953,5205,26,35,2,14,10,1748,11,FRA-Ligue 1,2022,possession
FRA,DF,17,2005,6.5,515,56,214,283,21,2,515,2,1,50.0,1,50.0,428,1642,610,1,3,0,2,2,396,8,FRA-Ligue 1,2022,possession
ESP,MF,26,1996,21.0,1971,53,411,1161,410,41,1971,30,18,60.0,12,40.0,1681,7230,3162,32,35,4,23,16,1580,86,FRA-Ligue 1,2022,possession
ITA,GK,23,1999,37.9,1021,909,1016,6,0,0,1021,1,1,100.0,0,0.0,695,3076,1895,0,0,0,0,0,447,0,FRA-Ligue 1,2022,possession
FRA,FW,20,2002,12.8,473,5,32,202,250,63,473,39,16,41.0,18,46.2,353,2225,764,23,19,7,28,18,337,84,FRA-Ligue 1,2022,possession
FRA,FW,17,2005,0.1,5,0,1,2,2,0,5,0,0,,0,,6,25,13,0,0,0,1,2,6,1,FRA-Ligue 1,2022,possession
ESP,"MF,FW",18,2004,0.6,47,1,3,25,20,2,47,6,5,83.3,1,16.7,42,298,160,3,1,0,1,1,39,8,FRA-Ligue 1,2022,possession
ESP,"DF,MF",29,1993,18.3,1170,43,286,543,348,64,1170,40,21,52.5,17,42.5,912,4433,1916,24,21,14,7,9,849,143,FRA-Ligue 1,2022,possession
FRA,FW,23,1998,31.3,1771,10,46,594,1149,302,1766,201,74,36.8,109,54.2,1583,9810,4725,165,126,86,63,42,1575,468,FRA-Ligue 1,2022,possession
ARG,MF,28,1994,0.6,75,2,10,57,8,0,75,0,0,,0,,64,320,203,1,3,0,0,0,62,0,FRA-Ligue 1,2022,possession
ARG,"FW,MF",35,1987,31.5,2401,5,98,1201,1132,159,2401,184,102,55.4,71,38.6,2053,11482,5063,114,126,42,52,77,2042,220,FRA-Ligue 1,2022,possession
ITA,MF,29,1992,24.4,2783,69,527,1743,538,26,2783,53,29,54.7,14,26.4,2376,11182,5529,40,79,5,17,33,2274,52,FRA-Ligue 1,2022,possession
BRA,DF,28,1994,30.2,2411,294,946,1359,117,39,2411,2,0,0.0,2,100.0,1974,9280,4747,4,18,2,12,6,1869,15,FRA-Ligue 1,2022,possession
BRA,"MF,FW",30,1992,17.2,1470,3,124,774,591,73,1468,96,38,39.6,46,47.9,1289,7565,3392,69,77,12,50,37,1260,127,FRA-Ligue 1,2022,possession
FRA,DF,24,1997,12.6,801,50,236,387,189,29,801,24,6,25.0,12,50.0,588,3067,1363,19,10,3,12,12,548,57,FRA-Ligue 1,2022,possession
POR,DF,20,2002,17.2,1139,47,242,417,495,58,1139,66,27,40.9,34,51.5,876,4893,2466,51,35,19,30,17,794,195,FRA-Ligue 1,2022,possession
ESP,"FW,MF",30,1992,4.1,225,1,40,91,94,15,225,5,1,20.0,3,60.0,181,953,406,9,8,0,11,7,178,37,FRA-Ligue 1,2022,possession
FRA,DF,26,1995,8.1,567,59,203,327,39,7,567,3,2,66.7,0,0.0,430,2001,1090,4,8,0,4,5,407,4,FRA-Ligue 1,2022,possession
POR,MF,24,1997,8.0,753,17,106,479,179,18,753,22,13,59.1,7,31.8,648,3751,2154,30,26,4,13,8,625,25,FRA-Ligue 1,2022,possession
ESP,DF,36,1986,30.0,2774,310,1061,1566,159,30,2774,14,5,35.7,6,42.9,2313,11550,5696,15,20,3,8,6,2186,10,FRA-Ligue 1,2022,possession
FRA,DF,19,2002,2.9,113,4,30,43,41,7,113,5,4,80.0,1,20.0,72,397,227,4,2,2,4,1,68,20,FRA-Ligue 1,2022,possession
POR,MF,22,2000,27.2,2189,41,325,1299,584,38,2189,53,31,58.5,17,32.1,1872,9931,4552,50,74,5,33,33,1786,94,FRA-Ligue 1,2022,possession
FRA,"MF,DF",16,2006,10.3,726,26,123,426,192,21,726,29,16,55.2,11,37.9,584,3412,1522,23,22,4,11,14,545,54,FRA-Ligue 1,2022,possession
FRA,"FW,MF",22,2000,22.0,1331,32,233,590,525,54,1331,42,12,28.6,24,57.1,906,4374,1784,23,44,3,58,23,803,162,FRA-Ligue 1,2022,possession
GLP,DF,24,1998,11.5,566,58,236,260,80,6,566,12,7,58.3,3,25.0,370,2213,1183,18,12,1,11,4,307,14,FRA-Ligue 1,2022,possession
KVX,"FW,MF",27,1995,11.1,602,7,55,220,339,56,602,60,17,28.3,38,63.3,430,3137,1348,45,28,29,47,23,398,118,FRA-Ligue 1,2022,possession
NED,MF,24,1998,27.6,1915,100,541,1138,260,2,1915,23,16,69.6,5,21.7,1383,6842,3122,15,26,0,24,12,1203,18,FRA-Ligue 1,2022,possession
FRA,DF,20,2002,11.8,629,44,216,290,138,8,629,36,15,41.7,18,50.0,374,2771,1537,31,15,3,27,15,304,39,FRA-Ligue 1,2022,possession
FRA,DF,19,2003,7.6,372,32,171,190,14,5,372,3,2,66.7,0,0.0,268,1881,994,8,5,0,4,1,237,0,FRA-Ligue 1,2022,possession
SEN,MF,20,2002,15.3,935,41,209,533,211,12,935,36,16,44.4,15,41.7,696,4238,1717,17,22,1,30,17,612,38,FRA-Ligue 1,2022,possession
MLI,FW,20,2001,1.0,29,1,3,13,13,3,29,2,1,50.0,1,50.0,13,61,15,0,0,0,1,2,17,1,FRA-Ligue 1,2022,possession
CIV,DF,25,1997,26.5,1798,213,851,877,87,21,1798,14,8,57.1,6,42.9,1287,7671,3866,15,19,2,23,13,1087,8,FRA-Ligue 1,2022,possession
SEN,DF,18,2004,0.4,20,6,18,2,0,0,20,0,0,,0,,12,126,19,0,1,0,0,0,11,0,FRA-Ligue 1,2022,possession
USA,FW,21,2001,33.3,970,16,72,385,525,198,963,87,35,40.2,44,50.6,742,4561,1697,56,27,45,94,74,743,283,FRA-Ligue 1,2022,possession
GUI,DF,18,2003,1.5,83,4,30,32,23,1,83,3,1,33.3,1,33.3,46,264,96,0,1,0,1,1,37,6,FRA-Ligue 1,2022,possession
SWE,MF,22,1999,17.0,969,41,223,533,231,40,969,79,39,49.4,30,38.0,728,4226,2387,46,36,10,28,23,663,40,FRA-Ligue 1,2022,possession
JPN,FW,29,1993,32.4,1471,8,130,538,832,112,1471,141,62,44.0,62,44.0,1123,8281,4060,133,89,43,89,44,1076,338,FRA-Ligue 1,2022,possession
NED,"FW,MF",24,1998,2.4,91,3,10,28,54,15,91,5,2,40.0,2,40.0,71,352,130,5,4,1,5,5,70,29,FRA-Ligue 1,2022,possession
MLI,MF,19,2003,12.8,708,14,93,368,254,37,707,36,18,50.0,16,44.4,536,3098,1318,29,21,3,34,20,486,82,FRA-Ligue 1,2022,possession
FRA,FW,16,2005,0.2,10,0,2,4,4,1,10,2,1,50.0,1,50.0,6,35,24,1,0,0,2,0,4,1,FRA-Ligue 1,2022,possession
ZIM,MF,26,1996,30.0,1243,73,256,642,364,94,1243,44,20,45.5,18,40.9,818,4165,1792,33,17,9,53,16,732,87,FRA-Ligue 1,2022,possession
FRA,"MF,FW",18,2003,1.2,59,4,22,22,16,1,59,3,1,33.3,2,66.7,31,173,83,1,0,0,4,2,27,1,FRA-Ligue 1,2022,possession
BEL,DF,22,1999,11.6,728,41,185,369,180,10,728,25,7,28.0,14,56.0,462,2885,1442,25,21,3,16,5,407,44,FRA-Ligue 1,2022,possession
NED,"FW,DF",22,1999,10.1,437,10,57,158,239,37,437,38,14,36.8,23,60.5,314,2931,1489,51,44,15,24,11,275,89,FRA-Ligue 1,2022,possession
AUS,"FW,MF",18,2004,0.3,13,0,1,2,10,7,13,4,2,50.0,2,50.0,9,70,23,1,0,3,2,0,9,5,FRA-Ligue 1,2022,possession
COM,"MF,FW",23,1999,2.6,138,0,17,56,68,8,138,11,8,72.7,2,18.2,105,732,375,13,4,3,9,4,94,26,FRA-Ligue 1,2022,possession
COD,"FW,MF",20,2002,0.7,37,2,7,17,14,2,37,2,1,50.0,1,50.0,30,206,123,4,2,2,2,1,26,6,FRA-Ligue 1,2022,possession
NOR,"FW,MF",21,2001,2.2,86,6,17,49,21,5,86,9,3,33.3,6,66.7,60,325,109,1,2,0,5,6,58,8,FRA-Ligue 1,2022,possession
AUT,GK,25,1997,7.0,221,191,221,0,0,0,221,0,0,,0,,144,845,503,0,1,1,0,0,91,0,FRA-Ligue 1,2022,possession
FRA,FW,23,1999,0.0,3,1,2,1,0,0,3,0,0,,0,,1,7,0,0,0,0,0,1,0,0,FRA-Ligue 1,2022,possession
FRA,MF,17,2004,0.0,9,0,8,0,1,0,9,2,1,50.0,1,50.0,7,12,3,0,0,0,1,0,3,1,FRA-Ligue 1,2022,possession
BEL,DF,24,1998,19.5,1280,68,358,660,276,5,1280,14,5,35.7,8,57.1,813,4432,2019,39,32,1,19,8,723,89,FRA-Ligue 1,2022,possession
BEL,DF,27,1994,22.0,1442,61,368,657,429,35,1442,21,9,42.9,9,42.9,965,5402,2400,56,38,4,29,20,858,154,FRA-Ligue 1,2022,possession
FRA,MF,16,2005,1.9,76,5,21,32,24,8,76,5,0,0.0,3,60.0,50,319,135,5,3,2,3,4,45,6,FRA-Ligue 1,2022,possession
BEL,DF,24,1998,3.0,150,38,85,64,2,1,150,2,1,50.0,1,50.0,91,402,210,1,0,0,1,1,76,1,FRA-Ligue 1,2022,possession
FRA,GK,22,1999,31.0,1138,914,1131,7,0,0,1138,2,2,100.0,0,0.0,843,4099,2346,0,0,0,2,0,543,0,FRA-Ligue 1,2022,possession
MAR,DF,34,1987,37.0,2459,241,1088,1275,123,39,2459,37,21,56.8,14,37.8,1723,10871,6123,40,21,3,27,23,1499,10,FRA-Ligue 1,2022,possession
FRA,DF,20,2001,21.7,1656,65,410,790,467,30,1656,46,21,45.7,19,41.3,1071,5984,2659,55,53,9,27,14,979,166,FRA-Ligue 1,2022,possession
GAB,FW,20,2002,0.2,3,1,1,2,0,0,3,0,0,,0,,4,15,2,0,0,0,0,1,4,0,FRA-Ligue 1,2022,possession
ALG,"FW,MF",22,2000,28.0,1071,12,74,439,576,145,1071,80,33,41.3,44,55.0,805,4749,1815,63,40,26,72,36,784,205,FRA-Ligue 1,2022,possession
FRA,FW,20,2002,20.5,659,12,48,278,343,104,659,55,25,45.5,26,47.3,490,2803,825,36,21,25,58,37,490,193,FRA-Ligue 1,2022,possession
BEL,DF,22,2000,34.7,2856,222,1081,1644,141,40,2856,14,7,50.0,7,50.0,2313,14175,8082,37,35,0,15,5,2163,4,FRA-Ligue 1,2022,possession
FRA,MF,27,1995,20.1,1499,41,271,1023,218,16,1499,17,9,52.9,7,41.2,1122,5728,2726,17,37,1,30,11,1024,21,FRA-Ligue 1,2022,possession
FRA,"MF,FW",28,1994,34.1,2305,53,274,1149,904,80,2303,33,14,42.4,17,51.5,1716,8088,3068,40,72,4,32,18,1602,250,FRA-Ligue 1,2022,possession
NOR,DF,27,1994,13.4,925,37,196,480,253,20,925,22,5,22.7,15,68.2,629,4173,2046,37,27,4,11,9,566,74,FRA-Ligue 1,2022,possession
CMR,DF,20,2001,11.2,722,70,290,419,15,8,722,2,2,100.0,0,0.0,572,3208,1774,6,2,0,7,1,541,0,FRA-Ligue 1,2022,possession
ENG,DF,21,2000,6.4,394,23,102,204,98,8,394,27,15,55.6,9,33.3,268,1767,909,21,16,5,14,4,240,18,FRA-Ligue 1,2022,possession
TUR,GK,19,2002,4.5,154,117,154,0,0,0,154,0,0,,0,,102,490,229,0,0,0,1,0,67,0,FRA-Ligue 1,2022,possession
FRA,"MF,FW",17,2005,12.4,651,10,61,351,254,34,651,79,48,60.8,23,29.1,502,3396,1508,39,33,9,33,32,463,83,FRA-Ligue 1,2022,possession
FRA,MF,29,1993,18.7,1268,29,143,803,336,44,1268,45,22,48.9,17,37.8,1056,6119,2800,52,46,13,25,29,962,56,FRA-Ligue 1,2022,possession
FRA,FW,28,1994,2.8,92,2,3,41,51,24,92,2,2,100.0,0,0.0,61,349,150,8,4,4,11,4,59,20,FRA-Ligue 1,2022,possession
CIV,"FW,MF",19,2002,0.1,11,0,2,6,3,0,11,0,0,,0,,8,36,9,0,0,0,0,0,8,0,FRA-Ligue 1,2022,possession
MLI,DF,30,1992,28.1,2083,90,426,1130,537,64,2083,18,9,50.0,9,50.0,1512,7652,3415,55,63,8,26,9,1399,162,FRA-Ligue 1,2022,possession
MAR,"FW,MF",20,2001,2.5,154,2,24,59,75,5,154,18,13,72.2,5,27.8,121,1086,469,13,11,1,5,4,109,27,FRA-Ligue 1,2022,possession
FRA,DF,17,2005,5.6,353,24,123,191,41,4,353,4,2,50.0,1,25.0,248,1242,543,8,5,1,4,2,223,21,FRA-Ligue 1,2022,possession
BEL,"MF,FW",20,2002,14.3,744,5,71,292,419,89,744,159,96,60.4,49,30.8,643,5774,3010,101,70,47,44,24,576,156,FRA-Ligue 1,2022,possession
WAL,DF,24,1997,15.7,1175,96,487,667,25,13,1175,3,3,100.0,0,0.0,920,4658,2308,5,3,0,5,2,863,0,FRA-Ligue 1,2022,possession
GHA,"FW,MF",20,2002,3.6,230,2,19,82,133,25,230,32,15,46.9,14,43.8,189,1486,540,17,10,10,13,12,170,57,FRA-Ligue 1,2022,possession
CMR,"FW,MF",29,1992,10.8,378,5,23,183,176,51,378,19,12,63.2,7,36.8,295,1905,764,30,23,16,18,15,295,87,FRA-Ligue 1,2022,possession
FRA,MF,18,2004,14.8,790,36,172,546,80,7,790,22,14,63.6,6,27.3,611,3424,1453,11,16,4,6,11,557,11,FRA-Ligue 1,2022,possession
TOG,DF,22,2000,2.9,200,15,51,110,42,6,200,5,1,20.0,3,60.0,122,727,411,10,7,2,4,2,105,13,FRA-Ligue 1,2022,possession
CRO,"MF,FW",24,1998,18.5,1187,18,142,572,493,62,1186,45,28,62.2,13,28.9,929,6297,3028,66,64,8,46,31,842,115,FRA-Ligue 1,2022,possession
FRA,DF,22,2000,1.0,67,7,35,31,2,2,67,0,0,,0,,51,277,100,0,0,0,0,0,51,0,FRA-Ligue 1,2022,possession
FRA,"FW,MF",25,1997,14.7,782,12,65,361,362,85,782,26,9,34.6,14,53.8,580,3282,1254,34,33,9,26,15,591,137,FRA-Ligue 1,2022,possession
FRA,"FW,MF",19,2003,1.2,37,1,1,15,22,15,37,0,0,,0,,27,174,105,4,1,2,10,1,27,11,FRA-Ligue 1,2022,possession
GUI,MF,26,1996,0.3,13,1,1,3,9,5,13,0,0,,0,,9,43,0,0,0,0,0,1,8,6,FRA-Ligue 1,2022,possession
FRA,GK,37,1985,33.5,1267,922,1251,17,0,0,1267,1,1,100.0,0,0.0,916,4101,2479,0,0,0,2,0,649,0,FRA-Ligue 1,2022,possession
COM,DF,22,2000,15.1,1106,88,475,613,27,8,1106,4,3,75.0,0,0.0,867,5133,2601,4,9,0,7,4,820,0,FRA-Ligue 1,2022,possession
POR,MF,27,1994,6.1,380,12,74,248,61,6,380,6,1,16.7,3,50.0,276,1285,559,5,8,0,13,3,242,13,FRA-Ligue 1,2022,possession
FRA,MF,28,1993,10.4,640,9,88,305,249,50,640,16,8,50.0,6,37.5,481,2357,930,15,17,3,21,18,453,73,FRA-Ligue 1,2022,possession
GHA,DF,27,1994,29.7,1873,241,878,932,74,26,1873,6,4,66.7,2,33.3,1173,6156,2955,4,9,1,8,7,1035,4,FRA-Ligue 1,2022,possession
FRA,"DF,MF",23,1998,10.6,617,22,148,258,220,20,617,25,11,44.0,12,48.0,402,2384,1286,26,21,5,9,10,361,48,FRA-Ligue 1,2022,possession
HAI,"DF,MF",19,2002,0.1,13,0,1,4,8,0,13,1,0,0.0,1,100.0,9,74,21,1,1,0,1,1,8,2,FRA-Ligue 1,2022,possession
FRA,"DF,MF",34,1988,17.1,1169,35,291,514,379,9,1169,27,10,37.0,15,55.6,733,3725,1516,24,39,2,28,10,664,111,FRA-Ligue 1,2022,possession
