nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,league,season,stat_type
,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,
FRA,MF,20-053,2005,0.2,1,0,0,1,0,1,3,33.3,2,2,0,2,0,1,0,0,FRA-Ligue 1,2024,defense
BEL,FW,20-011,2005,13.4,16,8,7,8,1,7,14,50.0,7,10,0,10,8,24,6,0,FRA-Ligue 1,2024,defense
GNB,FW,29-156,1995,0.4,2,2,0,2,0,0,0,,0,0,0,0,1,3,1,0,FRA-Ligue 1,2024,defense
FRA,MF,25-055,2000,6.4,21,11,5,11,5,4,22,18.2,18,12,2,10,7,28,2,0,FRA-Ligue 1,2024,defense
SEN,DF,29-034,1996,24.3,40,22,34,5,1,19,26,73.1,7,19,11,8,17,57,120,3,FRA-Ligue 1,2024,defense
SRB,MF,36-253,1988,18.8,33,27,9,19,5,17,33,51.5,16,18,7,11,12,45,26,1,FRA-Ligue 1,2024,defense
ARG,DF,32-223,1992,17.1,51,33,22,19,10,25,41,61.0,16,22,7,15,31,82,43,0,FRA-Ligue 1,2024,defense
BEL,MF,27-024,1998,0.7,1,0,0,0,1,0,1,0.0,1,2,0,2,0,1,1,0,FRA-Ligue 1,2024,defense
CIV,MF,27-112,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,FRA-Ligue 1,2024,defense
FRA,"FW,MF",21-237,2003,17.5,14,11,3,7,4,5,24,20.8,19,6,0,6,6,20,6,0,FRA-Ligue 1,2024,defense
FRA,DF,20-016,2005,8.8,23,12,10,9,4,11,14,78.6,3,10,3,7,8,31,31,0,FRA-Ligue 1,2024,defense
ALG,"FW,MF",29-244,1995,8.2,9,5,4,4,1,3,10,30.0,7,6,0,6,3,12,2,0,FRA-Ligue 1,2024,defense
USA,MF,23-199,2001,10.6,19,11,6,9,4,8,19,42.1,11,10,6,4,15,34,24,1,FRA-Ligue 1,2024,defense
ARG,"MF,FW",23-350,2001,5.3,4,2,2,2,0,2,10,20.0,8,1,0,1,3,7,2,0,FRA-Ligue 1,2024,defense
COM,DF,24-353,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,FRA-Ligue 1,2024,defense
CIV,FW,32-152,1992,0.8,1,1,1,0,0,1,2,50.0,1,3,0,3,1,2,0,0,FRA-Ligue 1,2024,defense
FRA,MF,30-008,1995,21.6,40,24,14,17,9,19,30,63.3,11,15,1,14,19,59,27,0,FRA-Ligue 1,2024,defense
BIH,DF,22-236,2002,2.8,3,2,2,0,1,1,8,12.5,7,0,0,0,3,6,8,1,FRA-Ligue 1,2024,defense
ALG,"FW,MF",25-054,2000,6.9,5,5,0,1,4,2,2,100.0,0,5,0,5,0,5,1,0,FRA-Ligue 1,2024,defense
MAR,MF,27-297,1997,5.2,7,6,0,5,2,1,2,50.0,1,6,0,6,3,10,1,1,FRA-Ligue 1,2024,defense
CIV,DF,23-129,2001,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,FRA-Ligue 1,2024,defense
MAR,MF,21-134,2003,4.0,10,3,4,6,0,4,6,66.7,2,6,1,5,2,12,7,0,FRA-Ligue 1,2024,defense
FRA,"DF,MF",17-132,2007,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,FRA-Ligue 1,2024,defense
CAN,DF,27-137,1997,14.6,23,16,14,8,1,16,21,76.2,5,14,8,6,13,36,47,0,FRA-Ligue 1,2024,defense
FRA,FW,22-099,2003,6.4,0,0,0,0,0,0,4,0.0,4,1,0,1,1,1,0,0,FRA-Ligue 1,2024,defense
FRA,DF,19-065,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FRA-Ligue 1,2024,defense
FRA,"FW,MF",17-318,2007,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FRA-Ligue 1,2024,defense
CMR,FW,24-284,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FRA-Ligue 1,2024,defense
CTA,"DF,MF",32-055,1993,18.4,50,31,25,22,3,24,31,77.4,7,19,3,16,17,67,48,4,FRA-Ligue 1,2024,defense
ARG,GK,32-326,1992,28.0,3,2,3,0,0,3,7,42.9,4,1,0,1,0,3,21,2,FRA-Ligue 1,2024,defense
ALG,MF,27-131,1997,5.1,19,10,7,11,1,11,16,68.8,5,4,0,4,8,27,1,0,FRA-Ligue 1,2024,defense
CAN,"MF,FW",22-309,2002,4.0,8,4,3,3,2,3,4,75.0,1,4,1,3,4,12,2,1,FRA-Ligue 1,2024,defense
ENG,"FW,MF",21-346,2003,6.3,10,9,1,3,6,4,8,50.0,4,2,1,1,1,11,1,0,FRA-Ligue 1,2024,defense
FRA,FW,19-006,2006,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,FRA-Ligue 1,2024,defense
ARG,DF,26-075,1999,21.4,47,34,26,16,5,24,42,57.1,18,24,14,10,30,77,58,4,FRA-Ligue 1,2024,defense
FRA,DF,25-160,1999,8.7,8,6,8,0,0,5,6,83.3,1,8,3,5,9,17,28,2,FRA-Ligue 1,2024,defense
BRA,"DF,FW",23-118,2001,24.8,15,9,6,6,3,8,9,88.9,1,12,2,10,8,23,27,0,FRA-Ligue 1,2024,defense
ITA,DF,28-020,1997,0.8,2,1,2,0,0,0,1,0.0,1,2,2,0,1,3,1,0,FRA-Ligue 1,2024,defense
ENG,"FW,MF",23-192,2001,25.3,32,16,10,13,9,15,34,44.1,19,5,0,5,9,41,5,2,FRA-Ligue 1,2024,defense
PAN,DF,29-059,1996,21.1,38,23,23,9,6,23,36,63.9,13,14,5,9,13,51,52,3,FRA-Ligue 1,2024,defense
FRA,FW,28-240,1996,11.5,9,4,1,6,2,3,6,50.0,3,5,0,5,2,11,0,0,FRA-Ligue 1,2024,defense
DEN,MF,29-249,1995,23.9,48,31,20,23,5,29,59,49.2,30,26,4,22,37,85,29,1,FRA-Ligue 1,2024,defense
ESP,DF,27-241,1997,6.8,12,8,5,7,0,4,12,33.3,8,6,2,4,4,16,10,0,FRA-Ligue 1,2024,defense
FRA,DF,22-330,2002,15.0,17,13,10,3,4,5,11,45.5,6,18,4,14,13,30,14,1,FRA-Ligue 1,2024,defense
FRA,FW,18-053,2007,0.8,1,1,0,0,1,0,2,0.0,2,0,0,0,0,1,2,0,FRA-Ligue 1,2024,defense
SUI,DF,29-090,1996,5.9,10,8,4,4,2,3,10,30.0,7,3,0,3,5,15,11,0,FRA-Ligue 1,2024,defense
ARG,"MF,FW",20-037,2005,1.1,2,2,0,1,1,0,1,0.0,1,1,0,1,1,3,1,0,FRA-Ligue 1,2024,defense
FRA,"MF,DF",30-125,1994,13.4,36,20,10,23,3,17,30,56.7,13,25,7,18,26,62,24,4,FRA-Ligue 1,2024,defense
RUS,"MF,FW",28-316,1996,12.8,38,24,9,20,9,17,39,43.6,22,16,4,12,12,50,7,0,FRA-Ligue 1,2024,defense
LBY,MF,29-005,1996,3.5,10,7,3,6,1,5,9,55.6,4,3,1,2,4,14,7,0,FRA-Ligue 1,2024,defense
SUI,"FW,MF",28-056,1997,15.9,17,12,6,3,8,4,14,28.6,10,5,0,5,3,20,5,1,FRA-Ligue 1,2024,defense
BRA,DF,27-254,1997,15.8,28,20,12,14,2,16,31,51.6,15,18,3,15,15,43,37,0,FRA-Ligue 1,2024,defense
FRA,DF,19-358,2005,13.6,37,26,24,11,2,25,42,59.5,17,21,5,16,24,61,37,1,FRA-Ligue 1,2024,defense
SUI,MF,28-142,1996,18.8,33,19,10,17,6,21,30,70.0,9,23,7,16,25,58,31,1,FRA-Ligue 1,2024,defense
MAR,"MF,FW",20-054,2005,17.3,25,20,8,11,6,15,27,55.6,12,17,0,17,10,35,3,0,FRA-Ligue 1,2024,defense
BEL,MF,23-055,2002,0.8,3,2,0,3,0,0,0,,0,0,0,0,1,4,2,0,FRA-Ligue 1,2024,defense
USA,FW,23-282,2001,5.4,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,FRA-Ligue 1,2024,defense
FRA,FW,18-238,2006,7.1,1,1,0,1,0,0,1,0.0,1,0,0,0,2,3,0,0,FRA-Ligue 1,2024,defense
SEN,DF,25-237,1999,2.0,5,5,3,0,2,3,5,60.0,2,0,0,0,2,7,6,0,FRA-Ligue 1,2024,defense
NED,DF,25-193,1999,4.2,15,7,6,8,1,4,11,36.4,7,11,1,10,3,18,8,0,FRA-Ligue 1,2024,defense
FRA,"DF,FW",20-179,2004,4.3,9,7,5,4,0,4,14,28.6,10,6,0,6,5,14,2,1,FRA-Ligue 1,2024,defense
SEN,DF,26-045,1999,4.4,17,11,12,2,3,13,20,65.0,7,5,1,4,7,24,11,2,FRA-Ligue 1,2024,defense
SEN,MF,21-100,2004,18.6,54,32,17,29,8,23,39,59.0,16,26,4,22,24,78,25,1,FRA-Ligue 1,2024,defense
FRA,"FW,MF",19-294,2005,1.1,5,3,3,2,0,2,4,50.0,2,2,0,2,1,6,2,0,FRA-Ligue 1,2024,defense
FRA,"FW,MF",23-045,2002,21.7,44,27,12,19,13,16,36,44.4,20,16,0,16,12,56,12,0,FRA-Ligue 1,2024,defense
FRA,MF,20-355,2004,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,FRA-Ligue 1,2024,defense
DEN,FW,22-062,2003,9.9,3,3,0,1,2,2,5,40.0,3,9,0,9,3,6,5,0,FRA-Ligue 1,2024,defense
GHA,DF,25-359,1999,11.3,28,18,16,11,1,13,16,81.3,3,10,8,2,16,44,54,2,FRA-Ligue 1,2024,defense
SUI,GK,27-009,1998,13.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,1,FRA-Ligue 1,2024,defense
POL,GK,25-146,1999,15.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,8,1,FRA-Ligue 1,2024,defense
FRA,"MF,FW",18-314,2006,0.8,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,0,0,FRA-Ligue 1,2024,defense
FRA,MF,21-185,2003,9.8,40,23,12,24,4,22,38,57.9,16,12,3,9,21,61,18,1,FRA-Ligue 1,2024,defense
JPN,"MF,FW",30-085,1995,19.9,28,15,7,14,7,13,35,37.1,22,20,1,19,9,37,16,0,FRA-Ligue 1,2024,defense
GER,DF,28-202,1996,23.5,35,22,24,11,0,20,34,58.8,14,16,9,7,31,66,101,1,FRA-Ligue 1,2024,defense
BRA,DF,23-294,2001,19.1,61,35,30,25,6,38,53,71.7,15,36,6,30,32,93,53,1,FRA-Ligue 1,2024,defense
CIV,DF,24-107,2000,17.3,31,19,20,8,3,15,22,68.2,7,9,4,5,35,66,80,2,FRA-Ligue 1,2024,defense
NGA,FW,25-072,2000,11.9,4,3,1,2,1,3,4,75.0,1,2,1,1,1,5,5,1,FRA-Ligue 1,2024,defense
ALG,FW,33-184,1991,5.7,4,3,1,2,1,1,2,50.0,1,3,1,2,0,4,3,0,FRA-Ligue 1,2024,defense
FRA,FW,26-298,1998,13.0,24,15,6,16,2,11,21,52.4,10,12,0,12,5,29,7,0,FRA-Ligue 1,2024,defense
FRA,FW,20-018,2005,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,FRA-Ligue 1,2024,defense
CIV,DF,23-129,2001,4.5,4,2,1,1,2,1,2,50.0,1,3,3,0,3,7,13,2,FRA-Ligue 1,2024,defense
SUI,"DF,MF",23-081,2002,14.0,19,8,13,5,1,10,15,66.7,5,24,15,9,9,28,48,0,FRA-Ligue 1,2024,defense
FRA,GK,33-350,1991,24.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,FRA-Ligue 1,2024,defense
MLI,"MF,DF",32-309,1992,3.3,8,5,5,2,1,4,6,66.7,2,3,2,1,6,14,7,0,FRA-Ligue 1,2024,defense
MLI,DF,27-361,1997,6.4,16,10,11,5,0,9,17,52.9,8,15,10,5,11,27,52,0,FRA-Ligue 1,2024,defense
COD,GK,26-309,1998,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,FRA-Ligue 1,2024,defense
CMR,DF,22-139,2002,19.6,45,23,25,16,4,25,42,59.5,17,29,9,20,22,67,53,0,FRA-Ligue 1,2024,defense
MLI,DF,29-345,1995,12.2,14,8,9,4,1,9,19,47.4,10,17,7,10,12,26,21,0,FRA-Ligue 1,2024,defense
SUI,"MF,DF",24-225,2000,0.6,2,2,2,0,0,1,2,50.0,1,0,0,0,1,3,3,0,FRA-Ligue 1,2024,defense
GUI,DF,31-100,1994,12.1,25,9,17,7,1,15,29,51.7,14,13,4,9,9,34,33,1,FRA-Ligue 1,2024,defense
FRA,MF,33-030,1992,14.5,32,16,14,17,1,13,34,38.2,21,13,2,11,8,40,15,0,FRA-Ligue 1,2024,defense
FRA,MF,23-199,2001,16.7,32,21,16,15,1,17,39,43.6,22,26,8,18,16,48,48,0,FRA-Ligue 1,2024,defense
FRA,FW,20-013,2005,1.2,1,0,1,0,0,0,0,,0,1,1,0,0,1,1,0,FRA-Ligue 1,2024,defense
FRA,"MF,FW",20-306,2004,7.8,26,13,11,14,1,12,21,57.1,9,12,1,11,7,33,14,1,FRA-Ligue 1,2024,defense
FRA,DF,21-096,2004,2.8,4,4,1,2,1,1,5,20.0,4,1,1,0,1,5,8,0,FRA-Ligue 1,2024,defense
MLI,DF,25-362,1999,21.7,54,32,37,14,3,24,42,57.1,18,23,13,10,26,80,108,5,FRA-Ligue 1,2024,defense
JOR,"FW,MF",27-305,1997,12.4,14,10,4,5,5,8,15,53.3,7,2,0,2,3,17,3,2,FRA-Ligue 1,2024,defense
FRA,"FW,MF",21-247,2003,3.1,7,3,2,2,3,3,7,42.9,4,1,0,1,3,10,1,0,FRA-Ligue 1,2024,defense
SRB,DF,33-137,1991,6.5,9,5,6,3,0,6,7,85.7,1,5,4,1,6,15,30,1,FRA-Ligue 1,2024,defense
MAR,"FW,MF",19-187,2005,3.0,3,1,2,1,0,1,4,25.0,3,4,0,4,1,4,2,1,FRA-Ligue 1,2024,defense
CGO,MF,19-137,2005,14.2,45,28,18,21,6,20,46,43.5,26,20,4,16,25,70,20,0,FRA-Ligue 1,2024,defense
FRA,"MF,FW",19-315,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FRA-Ligue 1,2024,defense
SRB,"DF,MF",20-027,2005,2.1,6,3,3,3,0,4,6,66.7,2,5,4,1,4,10,8,0,FRA-Ligue 1,2024,defense
FRA,"FW,MF",24-052,2001,9.8,16,11,3,10,3,5,15,33.3,10,13,1,12,6,22,1,0,FRA-Ligue 1,2024,defense
FRA,"MF,DF",20-064,2005,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,FRA-Ligue 1,2024,defense
FRA,DF,26-173,1998,7.2,15,8,12,1,2,11,24,45.8,13,12,4,8,4,19,22,0,FRA-Ligue 1,2024,defense
FRA,MF,33-110,1991,23.9,28,23,7,16,5,17,39,43.6,22,15,1,14,12,40,20,4,FRA-Ligue 1,2024,defense
TUN,"FW,MF",34-062,1991,11.3,23,16,5,14,4,7,19,36.8,12,11,1,10,5,28,7,0,FRA-Ligue 1,2024,defense
CMR,DF,19-272,2005,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,FRA-Ligue 1,2024,defense
FRA,DF,19-262,2005,5.7,6,3,4,1,1,3,5,60.0,2,9,6,3,4,10,32,0,FRA-Ligue 1,2024,defense
FRA,"MF,FW",18-165,2006,0.9,6,4,4,1,1,3,5,60.0,2,1,0,1,0,6,1,0,FRA-Ligue 1,2024,defense
FRA,GK,26-078,1999,12.0,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,8,1,FRA-Ligue 1,2024,defense
POR,GK,34-192,1990,13.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,6,1,FRA-Ligue 1,2024,defense
FRA,"FW,MF",18-225,2006,3.5,9,5,4,2,3,4,10,40.0,6,10,0,10,1,10,4,0,FRA-Ligue 1,2024,defense
FRA,"MF,FW",19-359,2005,0.9,6,3,0,4,2,4,5,80.0,1,1,0,1,1,7,4,0,FRA-Ligue 1,2024,defense
BRA,MF,28-088,1997,21.1,56,32,24,26,6,20,36,55.6,16,44,9,35,25,81,35,0,FRA-Ligue 1,2024,defense
FRA,DF,29-085,1996,0.9,3,1,1,1,1,1,3,33.3,2,1,0,1,1,4,7,0,FRA-Ligue 1,2024,defense
FRA,"MF,FW",33-143,1991,2.7,2,2,1,1,0,1,1,100.0,0,2,0,2,1,3,4,0,FRA-Ligue 1,2024,defense
FRA,"MF,FW",33-333,1991,0.7,3,1,1,2,0,0,1,0.0,1,1,1,0,3,6,2,0,FRA-Ligue 1,2024,defense
CMR,"FW,MF",26-054,1999,2.7,1,1,0,1,0,1,2,50.0,1,3,1,2,4,5,2,0,FRA-Ligue 1,2024,defense
CMR,"DF,MF",30-075,1995,23.1,29,13,14,13,2,15,23,65.2,8,22,15,7,23,52,123,0,FRA-Ligue 1,2024,defense
HAI,DF,27-273,1997,6.0,21,12,13,4,4,15,27,55.6,12,10,3,7,8,29,23,0,FRA-Ligue 1,2024,defense
CIV,MF,29-198,1995,2.4,2,1,0,2,0,1,4,25.0,3,5,2,3,3,5,2,0,FRA-Ligue 1,2024,defense
FRA,MF,22-171,2002,19.6,60,29,25,24,11,27,60,45.0,33,27,2,25,14,74,18,0,FRA-Ligue 1,2024,defense
FRA,DF,27-062,1998,19.4,46,25,35,10,1,23,26,88.5,3,14,8,6,9,55,67,0,FRA-Ligue 1,2024,defense
FRA,"MF,DF",19-078,2006,5.8,20,14,9,8,3,11,14,78.6,3,14,0,14,5,25,14,1,FRA-Ligue 1,2024,defense
FRA,DF,28-291,1996,10.3,27,21,15,9,3,16,31,51.6,15,16,5,11,10,37,45,0,FRA-Ligue 1,2024,defense
FRA,FW,22-014,2003,25.0,11,5,2,4,5,3,9,33.3,6,11,1,10,3,14,30,1,FRA-Ligue 1,2024,defense
COD,FW,27-248,1997,1.7,6,5,3,2,1,1,1,100.0,0,2,0,2,0,6,2,0,FRA-Ligue 1,2024,defense
NGA,"FW,MF",29-273,1995,23.3,13,9,2,5,6,6,19,31.6,13,11,0,11,10,23,13,0,FRA-Ligue 1,2024,defense
EGY,FW,27-134,1997,11.1,17,9,5,8,4,4,12,33.3,8,8,2,6,8,25,23,0,FRA-Ligue 1,2024,defense
FRA,DF,19-297,2005,11.6,26,15,13,13,0,16,23,69.6,7,18,8,10,17,43,87,0,FRA-Ligue 1,2024,defense
FRA,"DF,MF",26-093,1999,19.5,48,34,28,15,5,24,37,64.9,13,22,9,13,24,72,61,0,FRA-Ligue 1,2024,defense
FRA,DF,37-204,1987,19.2,55,22,39,12,4,35,57,61.4,22,44,15,29,25,80,152,3,FRA-Ligue 1,2024,defense
SWE,GK,33-093,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FRA-Ligue 1,2024,defense
ESP,MF,27-323,1997,21.3,32,23,14,15,3,14,32,43.8,18,20,3,17,15,47,40,0,FRA-Ligue 1,2024,defense
,MF,24-115,2000,0.2,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,FRA-Ligue 1,2024,defense
GUI,DF,22-281,2002,8.9,17,11,13,4,0,6,10,60.0,4,19,12,7,13,30,46,1,FRA-Ligue 1,2024,defense
WAL,"FW,MF",25-232,1999,12.5,12,6,6,4,2,8,14,57.1,6,10,1,9,5,17,22,1,FRA-Ligue 1,2024,defense
FRA,DF,19-350,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,FRA-Ligue 1,2024,defense
ZIM,"MF,FW",29-096,1996,5.3,13,7,4,3,6,6,12,50.0,6,3,0,3,5,18,8,0,FRA-Ligue 1,2024,defense
TUN,"DF,MF",31-112,1993,12.2,34,21,13,12,9,24,38,63.2,14,18,4,14,15,49,30,0,FRA-Ligue 1,2024,defense
FRA,DF,17-249,2007,0.5,1,1,0,0,1,1,1,100.0,0,3,1,2,1,2,1,0,FRA-Ligue 1,2024,defense
SEN,DF,20-319,2004,6.1,24,17,12,12,0,16,23,69.6,7,7,3,4,5,29,22,0,FRA-Ligue 1,2024,defense
ALG,"MF,FW",20-124,2004,7.9,7,3,2,3,2,2,10,20.0,8,12,3,9,6,13,4,0,FRA-Ligue 1,2024,defense
FRA,MF,30-033,1995,8.3,18,8,9,7,2,12,19,63.2,7,12,2,10,15,33,18,1,FRA-Ligue 1,2024,defense
CMR,FW,18-250,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FRA-Ligue 1,2024,defense
ALG,MF,25-028,2000,0.8,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,FRA-Ligue 1,2024,defense
BRA,DF,41-175,1983,19.2,29,12,16,11,2,14,27,51.9,13,25,11,14,30,59,65,1,FRA-Ligue 1,2024,defense
CIV,"FW,MF",23-284,2001,26.0,39,25,12,15,12,6,13,46.2,7,24,3,21,14,53,15,0,FRA-Ligue 1,2024,defense
FRA,FW,30-343,1994,15.1,16,10,8,7,1,7,18,38.9,11,16,4,12,5,21,14,0,FRA-Ligue 1,2024,defense
ALG,MF,25-200,1999,21.3,62,40,22,30,10,24,44,54.5,20,32,6,26,19,81,38,0,FRA-Ligue 1,2024,defense
GUI,MF,20-068,2005,0.2,2,1,0,2,0,0,1,0.0,1,0,0,0,3,5,0,0,FRA-Ligue 1,2024,defense
CIV,"MF,FW",28-098,1997,9.6,8,5,2,5,1,3,5,60.0,2,12,0,12,3,11,2,1,FRA-Ligue 1,2024,defense
FRA,"DF,MF",32-198,1992,19.7,44,33,24,15,5,25,46,54.3,21,18,2,16,39,83,62,2,FRA-Ligue 1,2024,defense
SUI,"MF,DF",26-194,1998,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,FRA-Ligue 1,2024,defense
POL,GK,25-189,1999,28.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,13,6,FRA-Ligue 1,2024,defense
FRA,"DF,MF",24-156,2000,15.5,42,28,26,12,4,18,34,52.9,16,25,8,17,20,62,40,2,FRA-Ligue 1,2024,defense
EGY,DF,26-069,1999,7.8,20,13,11,6,3,13,20,65.0,7,7,3,4,13,33,46,1,FRA-Ligue 1,2024,defense
FRA,"FW,MF",21-082,2004,17.5,12,8,4,4,4,4,11,36.4,7,17,1,16,4,16,8,0,FRA-Ligue 1,2024,defense
FRA,MF,30-236,1994,0.3,3,2,1,2,0,0,0,,0,0,0,0,0,3,0,0,FRA-Ligue 1,2024,defense
CAN,DF,25-012,2000,20.7,32,21,18,11,3,23,34,67.6,11,32,17,15,17,49,104,5,FRA-Ligue 1,2024,defense
NED,"MF,DF",28-094,1997,16.0,23,15,4,16,3,8,16,50.0,8,15,8,7,25,48,37,2,FRA-Ligue 1,2024,defense
ROU,MF,21-357,2003,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,FRA-Ligue 1,2024,defense
FRA,"MF,FW",24-306,2000,10.6,22,15,15,3,4,9,22,40.9,13,19,2,17,16,38,7,1,FRA-Ligue 1,2024,defense
FRA,MF,28-104,1996,12.6,35,23,10,21,4,12,20,60.0,8,9,0,9,14,49,9,0,FRA-Ligue 1,2024,defense
NGA,FW,25-321,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FRA-Ligue 1,2024,defense
FRA,"DF,MF",21-342,2003,8.0,25,15,16,4,5,17,20,85.0,3,12,4,8,16,41,17,0,FRA-Ligue 1,2024,defense
NGA,FW,18-301,2006,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FRA-Ligue 1,2024,defense
FRA,DF,19-279,2005,1.7,4,1,2,1,1,4,8,50.0,4,4,1,3,4,8,7,0,FRA-Ligue 1,2024,defense
BDI,DF,26-166,1998,18.5,40,21,25,14,1,16,25,64.0,9,30,15,15,19,59,104,2,FRA-Ligue 1,2024,defense
GER,"FW,MF",20-142,2004,2.3,3,2,2,1,0,1,2,50.0,1,2,0,2,0,3,0,0,FRA-Ligue 1,2024,defense
MAR,DF,26-158,1998,20.3,45,34,17,18,10,25,49,51.0,24,23,2,21,29,74,15,3,FRA-Ligue 1,2024,defense
FRA,FW,22-221,2002,20.4,24,14,8,7,9,6,28,21.4,22,22,2,20,16,40,9,0,FRA-Ligue 1,2024,defense
FRA,"FW,MF",19-312,2005,15.9,34,21,12,15,7,17,35,48.6,18,16,0,16,12,46,7,0,FRA-Ligue 1,2024,defense
ESP,MF,29-008,1996,18.5,35,22,13,15,7,19,44,43.2,25,21,2,19,14,49,26,1,FRA-Ligue 1,2024,defense
ITA,GK,26-045,1999,20.2,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,10,0,FRA-Ligue 1,2024,defense
POR,FW,23-295,2001,8.1,11,6,5,5,1,3,6,50.0,3,4,1,3,0,11,4,0,FRA-Ligue 1,2024,defense
FRA,"FW,MF",17-077,2008,1.1,1,1,0,1,0,1,4,25.0,3,0,0,0,0,1,1,0,FRA-Ligue 1,2024,defense
POR,"MF,DF",20-196,2004,17.3,55,29,17,24,14,24,40,60.0,16,25,8,17,20,75,19,1,FRA-Ligue 1,2024,defense
GEO,FW,24-058,2001,7.2,14,8,2,10,2,9,15,60.0,6,5,0,5,2,16,3,0,FRA-Ligue 1,2024,defense
KOR,"FW,MF",24-051,2001,15.5,20,13,6,8,6,17,31,54.8,14,8,1,7,2,22,3,1,FRA-Ligue 1,2024,defense
BRA,DF,21-138,2003,17.9,31,24,25,6,0,19,31,61.3,12,12,6,6,19,50,45,2,FRA-Ligue 1,2024,defense
FRA,DF,29-056,1996,7.2,20,15,10,8,2,12,18,66.7,6,9,4,5,5,25,30,1,FRA-Ligue 1,2024,defense
ESP,"FW,MF",29-080,1996,6.9,4,3,1,3,0,0,6,0.0,6,1,0,1,0,4,1,0,FRA-Ligue 1,2024,defense
BRA,DF,30-332,1994,16.6,26,15,7,14,5,22,28,78.6,6,23,11,12,9,35,58,0,FRA-Ligue 1,2024,defense
RUS,GK,26-045,1999,7.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,0,FRA-Ligue 1,2024,defense
SVK,DF,30-059,1995,4.2,7,5,3,4,0,3,3,100.0,0,7,6,1,3,10,16,0,FRA-Ligue 1,2024,defense
POR,DF,22-296,2002,15.6,27,17,13,12,2,21,33,63.6,12,21,8,13,16,43,30,1,FRA-Ligue 1,2024,defense
FRA,FW,27-331,1997,17.0,11,5,0,7,4,4,11,36.4,7,3,0,3,9,20,2,1,FRA-Ligue 1,2024,defense
FRA,DF,29-241,1995,0.1,1,0,1,0,0,0,0,,0,2,2,0,0,1,1,0,FRA-Ligue 1,2024,defense
FRA,FW,26-127,1998,4.0,4,4,1,1,2,0,2,0.0,2,1,0,1,0,4,5,0,FRA-Ligue 1,2024,defense
FRA,MF,18-329,2006,5.3,18,11,7,10,1,5,9,55.6,4,7,3,4,3,21,5,0,FRA-Ligue 1,2024,defense
POR,MF,25-057,2000,19.4,36,19,11,23,2,21,41,51.2,20,24,6,18,13,49,16,2,FRA-Ligue 1,2024,defense
FRA,"MF,DF",19-034,2006,18.4,43,21,16,17,10,19,37,51.4,18,29,5,24,17,60,18,2,FRA-Ligue 1,2024,defense
ECU,DF,23-177,2001,21.4,52,31,31,21,0,23,31,74.2,8,35,22,13,36,88,83,1,FRA-Ligue 1,2024,defense
FRA,DF,18-331,2006,1.8,4,3,2,1,1,2,3,66.7,1,2,0,2,2,6,2,0,FRA-Ligue 1,2024,defense
FRA,DF,19-354,2005,1.3,5,3,4,1,0,3,5,60.0,2,2,1,1,1,6,4,0,FRA-Ligue 1,2024,defense
