league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,stat_type
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,
ITA-Serie A,2023,Roma,Rick Karsdorp,NED,DF,28,1995,13.2,772,33,201,336,241,24,772,7,3,42.9,3,42.9,394,1648,685,12,11,3,5,1,476,71,possession
ITA-Serie A,2023,Roma,Romelu Lukaku,BEL,FW,30,1993,29.3,843,22,59,346,448,141,842,24,11,45.8,13,54.2,500,2060,1019,37,24,22,52,32,667,234,possession
ITA-Serie A,2023,Roma,Rui Patrício,POR,GK,35,1988,23.0,657,612,656,1,0,0,657,0,0,,0,,349,1704,1021,0,0,0,0,0,302,0,possession
ITA-Serie A,2023,Roma,Sardar Azmoun,IRN,"FW,MF",28,1995,6.5,232,6,24,110,101,29,232,13,4,30.8,7,53.8,138,607,206,5,9,1,17,10,171,35,possession
ITA-Serie A,2023,Roma,Stephan El Shaarawy,ITA,"FW,DF",30,1992,19.3,843,28,159,368,328,60,843,54,22,40.7,27,50.0,545,3423,1574,46,29,22,27,17,604,131,possession
ITA-Serie A,2023,Roma,Tammy Abraham,ENG,FW,25,1997,2.7,69,4,4,31,34,9,69,6,2,33.3,4,66.7,37,208,111,6,2,2,9,2,53,15,possession
ITA-Serie A,2023,Roma,Tommaso Baldanzi,ITA,"FW,MF",20,2003,5.8,261,1,26,122,116,19,261,22,8,36.4,10,45.5,176,1068,499,18,16,5,5,7,214,54,possession
ITA-Serie A,2023,Roma,Zeki Çelik,TUR,DF,26,1997,7.5,429,26,136,180,117,14,429,10,6,60.0,4,40.0,230,1305,565,14,15,5,10,6,236,38,possession
ITA-Serie A,2023,Salernitana,Agustín Martegani,ARG,MF,23,2000,8.1,371,14,65,201,113,9,371,21,12,57.1,5,23.8,215,1328,678,14,15,3,10,9,239,22,possession
ITA-Serie A,2023,Salernitana,Alessandro Zanoli,ITA,DF,22,2000,10.2,528,21,125,236,173,19,528,24,6,25.0,17,70.8,254,1553,743,27,13,6,8,4,325,45,possession
ITA-Serie A,2023,Salernitana,Andres Sfait,ROU,"DF,MF",18,2004,0.3,9,0,3,2,4,0,9,1,0,0.0,1,100.0,4,27,19,1,0,0,0,0,4,2,possession
ITA-Serie A,2023,Salernitana,Antonio Candreva,ITA,"MF,FW",36,1987,30.6,1611,39,187,733,705,59,1610,40,15,37.5,21,52.5,940,4962,2127,67,48,18,31,18,1167,182,possession
ITA-Serie A,2023,Salernitana,Benoît Costil,FRA,GK,36,1987,13.0,463,394,454,9,0,0,463,0,0,,0,,223,1219,676,0,0,0,1,0,182,0,possession
ITA-Serie A,2023,Salernitana,Boulaye Dia,SEN,"FW,MF",26,1996,12.7,382,14,44,185,162,35,381,43,14,32.6,27,62.8,276,1722,648,18,17,6,37,28,296,57,possession
ITA-Serie A,2023,Salernitana,Chukwubuikem Ikwuemesi,NGA,FW,21,2001,11.8,311,10,19,159,137,48,311,31,15,48.4,15,48.4,202,928,325,11,11,6,52,23,248,70,possession
ITA-Serie A,2023,Salernitana,Domagoj Bradarić,CRO,DF,23,1999,30.5,1792,85,529,817,461,23,1792,49,20,40.8,24,49.0,926,5177,2622,57,38,8,32,17,1046,120,possession
ITA-Serie A,2023,Salernitana,Dylan Bronn,TUN,"DF,MF",28,1995,0.6,20,4,9,9,2,2,20,0,0,,0,,9,36,20,1,0,0,0,0,10,0,possession
ITA-Serie A,2023,Salernitana,Emanuel Vignato,ITA,"MF,FW",22,2000,3.5,155,5,31,86,38,5,155,2,1,50.0,0,0.0,87,497,193,5,5,1,8,1,98,15,possession
ITA-Serie A,2023,Salernitana,Emil Bohinen,NOR,MF,24,1999,5.9,406,13,101,237,74,4,406,12,5,41.7,7,58.3,208,1122,500,7,8,0,10,5,262,10,possession
ITA-Serie A,2023,Salernitana,Erik Botheim,NOR,"FW,MF",23,2000,3.5,86,2,11,49,27,7,86,4,1,25.0,2,50.0,47,189,52,3,1,2,3,0,57,9,possession
ITA-Serie A,2023,Salernitana,Federico Fazio,ARG,DF,36,1987,15.1,773,134,403,346,27,17,773,2,2,100.0,0,0.0,325,1521,825,2,0,0,8,3,370,2,possession
ITA-Serie A,2023,Salernitana,Flavius Daniliuc,AUT,DF,22,2001,8.3,486,44,208,218,63,7,486,5,1,20.0,4,80.0,235,1145,561,8,7,0,7,4,282,2,possession
ITA-Serie A,2023,Salernitana,Gerardo Fusco,ITA,FW,18,2005,0.2,9,0,0,6,3,1,9,1,0,0.0,1,100.0,3,18,0,0,0,0,0,0,7,1,possession
ITA-Serie A,2023,Salernitana,Giulio Maggiore,ITA,MF,25,1998,20.0,1013,63,293,592,139,31,1013,16,6,37.5,7,43.8,470,2152,825,8,3,2,19,8,585,25,possession
ITA-Serie A,2023,Salernitana,Grigoris Kastanos,CYP,"MF,DF",25,1998,16.4,819,15,119,389,325,31,819,26,13,50.0,11,42.3,445,2451,1086,28,24,5,30,28,534,69,possession
ITA-Serie A,2023,Salernitana,Guillermo Ochoa,MEX,GK,38,1985,21.0,718,602,714,4,0,0,718,0,0,,0,,311,1876,1194,0,0,0,1,0,248,0,possession
ITA-Serie A,2023,Salernitana,Iron Gomis,FRA,MF,23,1999,1.5,93,3,15,41,37,5,93,3,0,0.0,3,100.0,59,294,87,3,1,0,3,5,68,16,possession
ITA-Serie A,2023,Salernitana,Jovane Cabral,CPV,"MF,FW",25,1998,7.5,346,4,43,163,147,24,346,36,21,58.3,13,36.1,229,1569,731,22,10,7,23,14,251,39,possession
ITA-Serie A,2023,Salernitana,Junior Sambia,FRA,"DF,MF",26,1996,11.5,634,40,183,287,170,18,634,24,5,20.8,12,50.0,308,1573,868,23,20,9,16,12,393,37,possession
ITA-Serie A,2023,Salernitana,Jérôme Boateng,GER,DF,34,1988,2.6,161,31,83,73,6,0,161,0,0,,0,,85,411,234,0,1,0,1,0,101,1,possession
ITA-Serie A,2023,Salernitana,Kostas Manolas,GRE,DF,32,1991,5.4,354,46,195,154,6,4,354,1,1,100.0,0,0.0,212,1028,470,0,2,0,1,1,246,2,possession
ITA-Serie A,2023,Salernitana,Lassana Coulibaly,MLI,MF,27,1996,23.1,1092,48,215,694,201,23,1092,36,15,41.7,18,50.0,650,4062,1750,29,35,1,38,33,711,38,possession
ITA-Serie A,2023,Salernitana,Lorenzo Pirola,ITA,DF,21,2002,22.1,1280,198,664,567,53,21,1280,6,0,0.0,4,66.7,644,2936,1499,13,7,0,5,5,786,7,possession
ITA-Serie A,2023,Salernitana,Loum Tchaouna,FRA,"FW,MF",19,2003,23.3,1026,12,120,474,448,72,1026,55,16,29.1,31,56.4,619,3635,1648,72,48,26,63,27,760,151,possession
ITA-Serie A,2023,Salernitana,Mamadou Coulibaly,SEN,DF,24,1999,0.0,3,0,0,1,2,0,3,0,0,,0,,3,3,3,0,0,0,0,0,3,0,possession
ITA-Serie A,2023,Salernitana,Marco Pellegrino,ARG,DF,21,2002,6.1,318,46,171,136,12,5,318,2,1,50.0,1,50.0,160,719,369,0,2,0,1,2,200,1,possession
ITA-Serie A,2023,Salernitana,Mateusz Łęgowski,POL,MF,20,2003,12.7,504,31,120,283,111,11,504,21,6,28.6,12,57.1,265,1526,757,16,13,3,20,12,294,17,possession
ITA-Serie A,2023,Salernitana,Matteo Lovato,ITA,DF,23,2000,10.5,523,69,247,255,25,4,523,1,0,0.0,1,100.0,222,772,383,1,2,0,6,3,258,1,possession
ITA-Serie A,2023,Salernitana,Niccolò Pierozzi,ITA,DF,21,2001,9.7,463,46,192,220,53,9,463,2,1,50.0,1,50.0,188,922,401,3,5,0,8,0,217,20,possession
ITA-Serie A,2023,Salernitana,Norbert Gyömbér,SVK,DF,31,1992,19.6,961,137,491,442,34,8,961,9,5,55.6,3,33.3,427,2249,799,4,3,0,16,2,460,2,possession
ITA-Serie A,2023,Salernitana,Pasquale Mazzocchi,ITA,DF,28,1995,14.1,780,47,253,327,210,12,780,40,17,42.5,19,47.5,384,2438,1358,36,29,5,31,13,440,62,possession
ITA-Serie A,2023,Salernitana,Shon Weissman,ISR,"FW,DF",27,1996,5.5,118,7,22,51,45,10,118,2,0,0.0,1,50.0,61,178,43,0,1,0,10,5,78,22,possession
ITA-Serie A,2023,Salernitana,Simeon Nwankwo,NGA,FW,31,1992,7.6,219,4,11,115,94,34,219,2,1,50.0,1,50.0,122,411,89,6,3,6,31,19,167,39,possession
ITA-Serie A,2023,Salernitana,Toma Bašić,CRO,MF,26,1996,12.9,679,43,175,394,121,6,679,15,10,66.7,5,33.3,366,1843,758,11,15,0,23,3,439,16,possession
ITA-Serie A,2023,Salernitana,Triantafyllos Pasaridīs,GRE,DF,27,1996,5.0,219,36,112,101,7,2,219,1,0,0.0,1,100.0,96,411,212,1,2,0,4,0,128,0,possession
ITA-Serie A,2023,Salernitana,Trivante Stewart,JAM,"FW,MF",23,2000,1.1,39,0,2,17,22,6,39,3,2,66.7,1,33.3,13,83,45,2,2,1,3,0,19,6,possession
ITA-Serie A,2023,Salernitana,Vincenzo Fiorillo,ITA,GK,33,1990,4.0,141,131,139,2,0,0,141,0,0,,0,,57,290,176,0,0,0,0,0,39,0,possession
ITA-Serie A,2023,Sassuolo,Alessio Cragno,ITA,GK,29,1994,3.0,110,91,110,0,0,0,110,0,0,,0,,54,270,193,0,0,0,0,0,49,0,possession
ITA-Serie A,2023,Sassuolo,Andrea Consigli,ITA,GK,36,1987,35.0,1327,1035,1316,12,0,0,1327,0,0,,0,,717,3821,2357,0,0,0,0,1,593,0,possession
ITA-Serie A,2023,Sassuolo,Andrea Pinamonti,ITA,FW,24,1999,34.2,939,44,76,447,420,144,936,31,12,38.7,16,51.6,455,1591,475,17,11,15,63,37,656,165,possession
ITA-Serie A,2023,Sassuolo,Armand Lauriente,FRA,FW,24,1998,32.3,1292,9,130,453,740,118,1292,135,63,46.7,54,40.0,817,6280,3470,125,84,48,80,55,880,268,possession
ITA-Serie A,2023,Sassuolo,Cristian Volpato,ITA,"MF,FW",19,2003,7.2,404,8,57,145,207,23,404,49,25,51.0,21,42.9,248,1798,927,34,24,13,20,12,276,49,possession
ITA-Serie A,2023,Sassuolo,Daniel Boloca,ROU,MF,24,1998,22.5,1252,75,313,747,211,8,1252,35,28,80.0,7,20.0,705,4318,2034,27,33,0,21,17,834,17,possession
ITA-Serie A,2023,Sassuolo,Domenico Berardi,ITA,FW,28,1994,15.9,829,9,67,340,430,63,824,28,11,39.3,14,50.0,496,2734,1220,38,26,14,31,24,607,123,possession
ITA-Serie A,2023,Sassuolo,Emil Ceide,NOR,"FW,MF",21,2001,2.0,85,1,13,31,45,9,85,21,13,61.9,7,33.3,55,581,319,12,6,5,4,5,62,16,possession
ITA-Serie A,2023,Sassuolo,Filippo Missori,ITA,DF,19,2004,3.0,146,10,50,68,30,3,146,2,1,50.0,1,50.0,65,330,198,5,2,2,1,2,73,7,possession
ITA-Serie A,2023,Sassuolo,Gian Marco Ferrari,ITA,DF,31,1992,25.2,1499,164,649,766,88,27,1499,5,3,60.0,1,20.0,881,4954,3171,32,16,0,14,1,976,7,possession
ITA-Serie A,2023,Sassuolo,Grégoire Defrel,MTQ,"FW,MF",32,1991,8.4,310,7,47,141,125,19,310,13,4,30.8,8,61.5,181,1001,348,7,7,2,15,15,219,42,possession
ITA-Serie A,2023,Sassuolo,Jeremy Toljan,GER,DF,28,1994,23.1,1167,67,363,518,296,32,1167,14,6,42.9,7,50.0,556,2821,1293,35,24,6,21,9,664,85,possession
ITA-Serie A,2023,Sassuolo,Josh Doig,SCO,DF,21,2002,14.9,758,44,241,320,203,10,758,23,4,17.4,18,78.3,294,2111,934,30,17,2,20,10,323,45,possession
ITA-Serie A,2023,Sassuolo,Justin Kumi,ITA,FW,19,2004,0.0,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,2,0,possession
ITA-Serie A,2023,Sassuolo,Kevin Miranda,ITA,DF,20,2003,0.2,11,1,7,5,0,0,11,1,1,100.0,0,0.0,8,49,31,0,0,0,0,0,8,0,possession
ITA-Serie A,2023,Sassuolo,Kristian Thorstvedt,NOR,MF,24,1999,26.6,1273,59,224,693,370,73,1273,38,15,39.5,19,50.0,680,3586,1729,30,36,5,55,38,859,94,possession
ITA-Serie A,2023,Sassuolo,Luca Lipani,ITA,MF,18,2005,4.3,202,11,55,106,42,7,202,4,2,50.0,2,50.0,89,365,163,6,1,1,2,4,103,3,possession
ITA-Serie A,2023,Sassuolo,Marash Kumbulla,ALB,DF,23,2000,4.0,144,38,95,49,0,0,144,0,0,,0,,63,348,224,2,0,0,0,0,74,0,possession
ITA-Serie A,2023,Sassuolo,Marcus Pedersen,NOR,DF,23,2000,17.9,907,51,303,355,262,19,907,19,11,57.9,7,36.8,411,2975,1495,43,34,8,30,11,465,90,possession
ITA-Serie A,2023,Sassuolo,Martin Erlic,CRO,DF,25,1998,29.1,1476,196,700,729,53,15,1476,6,4,66.7,2,33.3,690,3537,2051,19,8,1,10,0,824,11,possession
ITA-Serie A,2023,Sassuolo,Matheus Henrique,BRA,MF,25,1997,27.8,1234,67,263,686,302,23,1234,39,20,51.3,14,35.9,753,5115,2575,43,34,5,40,20,852,44,possession
ITA-Serie A,2023,Sassuolo,Mattia Viti,ITA,DF,21,2002,10.9,603,91,276,281,50,7,603,6,2,33.3,3,50.0,275,1196,519,2,2,0,6,13,306,13,possession
ITA-Serie A,2023,Sassuolo,Matías Viña,URU,DF,25,1997,11.3,673,34,237,270,172,13,673,29,12,41.4,16,55.2,330,1776,1038,24,16,5,18,7,366,37,possession
ITA-Serie A,2023,Sassuolo,Maxime Lopez,FRA,MF,25,1997,1.6,144,10,38,89,19,0,144,2,0,0.0,2,100.0,107,542,267,2,4,0,1,0,125,4,possession
ITA-Serie A,2023,Sassuolo,Nedim Bajrami,ALB,"MF,FW",24,1999,14.6,583,9,69,213,318,43,583,31,17,54.8,13,41.9,310,2647,1390,51,25,11,27,11,355,70,possession
ITA-Serie A,2023,Sassuolo,Pedro Obiang,EQG,MF,31,1992,5.0,229,19,66,127,41,1,229,3,2,66.7,1,33.3,118,462,183,4,3,0,1,1,131,2,possession
ITA-Serie A,2023,Sassuolo,Ruan,BRA,DF,24,1999,16.8,853,128,460,359,43,16,853,4,2,50.0,2,50.0,418,2099,978,8,4,0,6,2,457,6,possession
ITA-Serie A,2023,Sassuolo,Samu Castillejo,ESP,"FW,MF",28,1995,6.0,371,5,38,150,190,14,371,19,9,47.4,8,42.1,248,1714,839,27,24,7,23,18,278,45,possession
ITA-Serie A,2023,Sassuolo,Samuele Mulattieri,ITA,"FW,MF",22,2000,5.1,188,4,11,102,77,21,188,16,4,25.0,8,50.0,101,552,240,8,8,7,20,13,130,38,possession
ITA-Serie A,2023,Sassuolo,Uroš Račić,SRB,MF,25,1998,9.1,481,30,117,284,83,5,481,7,6,85.7,1,14.3,240,1134,493,5,6,0,9,6,310,11,possession
ITA-Serie A,2023,Torino,Adam Masina,MAR,DF,29,1994,11.4,741,94,395,309,42,8,741,1,1,100.0,0,0.0,432,1798,830,3,4,0,4,6,504,6,possession
ITA-Serie A,2023,Torino,Adrien Tameze,CMR,"DF,MF",29,1994,23.8,1492,91,536,777,196,21,1492,19,12,63.2,5,26.3,866,4076,1818,22,25,2,20,17,981,39,possession
ITA-Serie A,2023,Torino,Alessandro Buongiorno,ITA,DF,24,1999,28.1,1539,153,739,748,64,19,1539,4,0,0.0,4,100.0,740,3702,1363,14,10,2,26,4,809,10,possession
ITA-Serie A,2023,Torino,Alessandro Dellavalle,ITA,DF,19,2004,0.2,8,1,4,4,0,0,8,0,0,,0,,4,29,2,0,0,0,0,0,3,0,possession
ITA-Serie A,2023,Torino,Antonio Sanabria,PAR,"FW,MF",27,1996,23.7,856,14,78,467,322,82,854,32,14,43.8,17,53.1,504,2382,721,19,16,4,55,23,665,109,possession
ITA-Serie A,2023,Torino,Brandon Soppy,FRA,DF,21,2002,2.0,110,4,25,50,37,3,110,6,3,50.0,1,16.7,56,368,180,9,3,2,2,1,56,3,possession
ITA-Serie A,2023,Torino,David Okereke,NGA,"FW,MF",25,1997,2.8,122,0,6,48,68,12,122,6,1,16.7,3,50.0,77,439,225,8,1,7,8,3,101,23,possession
ITA-Serie A,2023,Torino,David Zima,CZE,DF,22,2000,1.0,58,7,32,26,0,0,58,0,0,,0,,22,102,59,1,0,0,1,1,29,0,possession
ITA-Serie A,2023,Torino,Demba Seck,SEN,MF,22,2001,4.7,160,1,11,65,88,16,160,20,7,35.0,8,40.0,119,1109,542,23,20,10,14,10,126,25,possession
ITA-Serie A,2023,Torino,Duván Zapata,COL,FW,32,1991,32.0,1218,36,85,509,642,196,1218,111,36,32.4,62,55.9,769,4516,1845,74,54,27,119,58,960,242,possession
ITA-Serie A,2023,Torino,Gvidas Gineitis,LTU,MF,19,2004,6.0,344,14,63,193,91,5,344,7,3,42.9,4,57.1,177,909,394,9,5,0,4,1,187,12,possession
ITA-Serie A,2023,Torino,Ivan Ilić,SRB,MF,22,2001,23.3,1548,52,259,933,366,22,1548,34,18,52.9,15,44.1,849,5039,2311,49,32,1,31,15,1039,52,possession
ITA-Serie A,2023,Torino,Karol Linetty,POL,MF,28,1995,20.6,1068,42,192,703,182,13,1068,17,8,47.1,7,41.2,580,2736,1441,31,24,5,22,11,686,25,possession
ITA-Serie A,2023,Torino,Koffi Djidji,CIV,DF,30,1992,8.4,502,43,239,237,29,1,502,6,3,50.0,3,50.0,309,1128,436,4,4,1,5,2,326,3,possession
ITA-Serie A,2023,Torino,Luca Gemello,ITA,GK,23,2000,2.0,122,78,120,2,0,0,122,0,0,,0,,87,509,405,0,0,0,0,0,87,0,possession
ITA-Serie A,2023,Torino,Matteo Lovato,ITA,DF,23,2000,6.0,324,22,179,137,8,3,324,0,0,,0,,150,550,140,0,0,0,0,1,190,0,possession
ITA-Serie A,2023,Torino,Mërgim Vojvoda,KVX,DF,28,1995,15.3,1062,48,307,468,294,11,1062,12,7,58.3,4,33.3,618,3248,1753,30,28,2,7,8,710,72,possession
ITA-Serie A,2023,Torino,Nemanja Radonjić,SRB,"MF,FW",27,1996,4.2,140,0,9,50,81,15,140,23,10,43.5,11,47.8,92,617,251,11,3,6,15,3,111,24,possession
ITA-Serie A,2023,Torino,Nikola Vlašić,CRO,"MF,FW",25,1997,29.0,1252,14,141,588,544,80,1252,48,28,58.3,16,33.3,804,4506,2262,67,49,11,57,35,915,174,possession
ITA-Serie A,2023,Torino,Perr Schuurs,NED,DF,23,1999,8.6,500,42,239,233,34,7,500,2,2,100.0,0,0.0,285,1289,562,9,6,0,9,5,296,4,possession
ITA-Serie A,2023,Torino,Pietro Pellegri,ITA,FW,22,2001,8.4,231,5,18,99,123,25,231,15,5,33.3,7,46.7,129,835,366,14,15,2,25,15,162,52,possession
ITA-Serie A,2023,Torino,Raoul Bellanova,ITA,DF,23,2000,33.8,1871,57,403,812,678,60,1871,98,43,43.9,35,35.7,1106,7714,3913,141,57,17,45,23,1217,202,possession
ITA-Serie A,2023,Torino,Ricardo Rodríguez,SUI,DF,30,1992,30.8,1894,135,673,989,243,9,1894,11,8,72.7,3,27.3,1134,6330,3677,61,36,4,10,4,1291,40,possession
ITA-Serie A,2023,Torino,Saba Sazonov,GEO,DF,21,2002,4.0,242,27,147,91,5,1,242,0,0,,0,,136,710,290,0,0,0,3,0,143,0,possession
ITA-Serie A,2023,Torino,Samuele Ricci,ITA,MF,21,2001,26.6,1516,41,235,929,363,28,1516,29,9,31.0,18,62.1,944,5327,2405,47,35,7,20,12,1050,73,possession
ITA-Serie A,2023,Torino,Simone Verdi,ITA,FW,31,1992,0.0,2,0,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession
ITA-Serie A,2023,Torino,Valentino Lazaro,AUT,"DF,MF",27,1996,22.2,1268,39,250,552,487,33,1268,43,20,46.5,12,27.9,713,3505,1736,53,29,10,35,8,792,106,possession
ITA-Serie A,2023,Torino,Vanja Milinković-Savić,SRB,GK,26,1997,36.0,1620,1290,1610,11,0,0,1620,1,0,0.0,1,100.0,1003,5562,3199,0,0,0,0,0,859,0,possession
ITA-Serie A,2023,Torino,Yann Karamoh,FRA,"MF,FW",25,1998,1.8,96,2,8,44,48,7,96,18,6,33.3,11,61.1,65,521,286,11,7,3,10,5,68,12,possession
ITA-Serie A,2023,Torino,Zanos Savva,CYP,"DF,MF",17,2005,0.3,15,0,7,4,4,1,15,0,0,,0,,9,30,5,0,0,0,0,1,10,1,possession
ITA-Serie A,2023,Udinese,Adam Masina,MAR,DF,29,1994,0.7,48,7,27,14,7,0,48,0,0,,0,,20,55,8,0,0,0,2,1,20,3,possession
ITA-Serie A,2023,Udinese,Antonio Tikvić,CRO,DF,19,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession
ITA-Serie A,2023,Udinese,Axel Guessand,FRA,DF,18,2004,0.5,33,1,10,22,1,1,33,0,0,,0,,21,108,63,1,0,0,3,0,25,1,possession
ITA-Serie A,2023,Udinese,Beto,GNB,FW,25,1998,0.8,17,0,0,7,10,1,17,3,2,66.7,1,33.3,15,51,18,0,0,0,3,0,14,5,possession
ITA-Serie A,2023,Udinese,Brenner,BRA,"MF,FW",23,2000,2.1,88,0,10,34,47,7,88,6,2,33.3,3,50.0,47,290,158,6,4,1,9,2,53,10,possession
ITA-Serie A,2023,Udinese,Christian Kabasele,BEL,DF,32,1991,9.6,427,92,225,181,22,9,427,1,0,0.0,1,100.0,198,1097,558,7,3,0,5,0,216,1,possession
ITA-Serie A,2023,Udinese,Domingos Quina,POR,MF,23,1999,0.1,2,0,1,1,0,0,2,0,0,,0,,1,2,0,0,0,0,0,0,0,0,possession
ITA-Serie A,2023,Udinese,Enzo Ebosse,CMR,DF,24,1999,0.1,17,5,9,8,0,0,17,0,0,,0,,12,38,21,0,0,0,0,0,12,0,possession
ITA-Serie A,2023,Udinese,Festy Ebosele,IRL,DF,20,2002,18.9,707,35,166,246,314,46,707,108,49,45.4,37,34.3,406,3692,1887,67,45,30,56,34,405,98,possession
ITA-Serie A,2023,Udinese,Florian Thauvin,FRA,FW,30,1993,19.0,774,4,70,343,385,82,773,90,35,38.9,46,51.1,490,3761,1941,72,53,30,57,36,541,97,possession
ITA-Serie A,2023,Udinese,Hassane Kamara,CIV,DF,29,1994,24.7,1114,57,339,410,384,30,1114,54,30,55.6,22,40.7,557,3435,1732,61,36,9,34,19,580,94,possession
ITA-Serie A,2023,Udinese,Isaac Success,NGA,"FW,MF",27,1996,9.8,332,14,28,159,151,28,331,40,20,50.0,14,35.0,237,1296,409,15,12,5,36,27,288,51,possession
ITA-Serie A,2023,Udinese,Jaka Bijol,SVN,DF,24,1999,23.2,1099,212,669,395,38,29,1099,0,0,,0,,529,2642,1564,5,2,0,3,4,561,1,possession
ITA-Serie A,2023,Udinese,Jordan Zemura,ZIM,DF,23,1999,11.5,473,19,112,197,172,25,473,22,13,59.1,8,36.4,264,1678,810,23,16,9,27,14,273,52,possession
ITA-Serie A,2023,Udinese,João Ferreira,POR,DF,22,2001,20.2,1107,122,501,475,146,11,1107,33,18,54.5,12,36.4,515,2764,1488,19,21,4,22,8,533,45,possession
ITA-Serie A,2023,Udinese,Keinan Davis,ENG,"FW,MF",25,1998,2.1,76,3,8,20,50,9,76,5,3,60.0,1,20.0,41,334,74,2,1,3,9,3,61,15,possession
ITA-Serie A,2023,Udinese,Kingsley Ehizibue,NED,DF,28,1995,10.6,414,44,133,146,139,28,414,21,11,52.4,6,28.6,200,1268,596,18,10,7,17,10,198,44,possession
ITA-Serie A,2023,Udinese,Lautaro Gianetti,ARG,DF,29,1993,7.0,383,72,227,147,9,5,383,1,1,100.0,0,0.0,195,720,262,2,1,0,2,0,215,0,possession
ITA-Serie A,2023,Udinese,Lazar Samardzic,SRB,MF,21,2002,26.4,1284,39,216,616,487,32,1283,101,47,46.5,49,48.5,657,4112,2253,65,39,8,53,20,735,91,possession
ITA-Serie A,2023,Udinese,Lorenzo Lucca,ITA,FW,22,2000,28.8,772,41,91,377,313,93,772,33,12,36.4,20,60.6,436,1829,459,10,16,5,85,48,598,118,possession
ITA-Serie A,2023,Udinese,Maduka Okoye,NGA,GK,23,1999,21.0,491,448,489,2,0,0,491,0,0,,0,,203,1318,754,0,0,0,1,0,134,0,possession
ITA-Serie A,2023,Udinese,Marco Silvestri,ITA,GK,32,1991,17.0,488,442,488,0,0,0,488,0,0,,0,,250,1212,801,0,0,0,0,0,183,0,possession
ITA-Serie A,2023,Udinese,Marley Aké,FRA,FW,22,2001,0.1,1,0,1,0,0,0,1,0,0,,0,,1,0,0,0,0,0,1,0,1,0,possession
ITA-Serie A,2023,Udinese,Martín Payero,ARG,MF,24,1998,20.0,829,29,173,434,255,24,829,65,24,36.9,33,50.8,447,3190,1783,47,35,3,45,19,463,64,possession
ITA-Serie A,2023,Udinese,Nehuén Pérez,ARG,DF,23,2000,36.0,1991,249,947,939,133,29,1991,15,9,60.0,5,33.3,998,4824,2854,28,21,1,18,6,1061,24,possession
ITA-Serie A,2023,Udinese,Oier Zarraga,ESP,MF,24,1999,4.5,166,15,57,75,34,5,166,2,1,50.0,1,50.0,70,339,197,5,4,2,7,3,90,10,possession
ITA-Serie A,2023,Udinese,Roberto Pereyra,ARG,"FW,MF",32,1991,20.6,807,36,182,387,254,41,806,40,16,40.0,22,55.0,486,3084,1350,39,21,8,46,27,531,82,possession
ITA-Serie A,2023,Udinese,Sandi Lovrić,SVN,MF,25,1998,22.1,939,31,169,444,347,35,939,32,17,53.1,14,43.8,521,3157,1735,52,35,10,30,20,546,80,possession
ITA-Serie A,2023,Udinese,Simone Pafundi,ITA,MF,17,2006,0.1,9,0,3,4,2,0,9,0,0,,0,,4,19,2,0,0,0,0,0,4,1,possession
ITA-Serie A,2023,Udinese,Thomas Kristensen,DEN,DF,21,2002,23.3,1124,164,583,499,57,22,1124,10,10,100.0,0,0.0,474,2640,1233,20,10,1,17,5,536,3,possession
ITA-Serie A,2023,Udinese,Vivaldo Semedo,POR,FW,18,2005,0.1,3,0,0,2,1,1,3,0,0,,0,,3,6,2,1,0,1,1,2,3,0,possession
ITA-Serie A,2023,Udinese,Walace,BRA,MF,28,1995,36.0,1823,131,591,1051,206,9,1823,39,16,41.0,19,48.7,968,5273,2521,37,30,1,56,27,994,22,possession
