league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,stat_type
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,
ESP-La Liga,2022,Sevilla,Jesús Corona,MEX,FW,29,1993,1.2,58,1,10,22,27,7,58,7,3,42.9,4,57.1,44,219,109,3,3,1,5,2,47,9,possession
ESP-La Liga,2022,Sevilla,Jesús Navas,ESP,"DF,FW",36,1985,22.0,1506,59,359,537,621,29,1506,22,11,50.0,6,27.3,867,4515,2101,46,33,9,17,10,976,207,possession
ESP-La Liga,2022,Sevilla,Joan Jordán,ESP,MF,28,1994,17.7,1221,30,248,734,243,8,1221,10,5,50.0,4,40.0,690,2675,1112,9,19,0,16,5,903,22,possession
ESP-La Liga,2022,Sevilla,Karim Rekik,NED,DF,27,1994,13.1,799,56,323,429,52,11,799,6,3,50.0,3,50.0,524,2405,1309,13,10,1,7,5,569,7,possession
ESP-La Liga,2022,Sevilla,Kasper Dolberg,DEN,FW,24,1997,2.2,46,5,7,23,17,5,46,3,1,33.3,0,0.0,28,202,75,2,2,0,3,2,31,9,possession
ESP-La Liga,2022,Sevilla,Kike Salas,ESP,DF,20,2002,4.1,255,39,133,112,10,3,255,0,0,,0,,149,530,227,3,1,0,2,1,177,0,possession
ESP-La Liga,2022,Sevilla,Loïc Bade,FRA,DF,22,2000,16.1,1030,117,572,431,34,10,1030,9,6,66.7,2,22.2,609,2716,1276,7,5,0,6,2,648,2,possession
ESP-La Liga,2022,Sevilla,Lucas Ocampos,ARG,"FW,MF",28,1994,12.9,632,13,64,265,314,64,629,61,25,41.0,34,55.7,421,2416,1095,33,27,16,40,17,461,113,possession
ESP-La Liga,2022,Sevilla,Manu Bueno,ESP,MF,18,2004,1.7,86,3,25,52,10,0,86,3,1,33.3,2,66.7,48,261,69,0,2,0,1,0,49,1,possession
ESP-La Liga,2022,Sevilla,Marcos Acuña,ARG,DF,30,1991,21.2,1523,69,406,670,467,26,1523,54,26,48.1,23,42.6,823,4070,2178,49,43,5,29,20,903,94,possession
ESP-La Liga,2022,Sevilla,Marcão,BRA,DF,26,1996,4.2,255,26,120,130,5,0,255,1,1,100.0,0,0.0,150,824,422,1,0,0,8,0,186,0,possession
ESP-La Liga,2022,Sevilla,Marko Dmitrović,SRB,GK,30,1992,14.1,540,455,539,1,0,0,540,0,0,,0,,268,1454,792,0,1,0,1,0,209,0,possession
ESP-La Liga,2022,Sevilla,Nemanja Gudelj,SRB,"DF,MF",30,1991,30.9,1911,206,837,910,169,18,1911,5,3,60.0,2,40.0,1103,5878,3393,29,37,0,14,2,1278,6,possession
ESP-La Liga,2022,Sevilla,Pape Gueye,SEN,MF,23,1999,13.0,699,24,144,422,141,21,699,23,14,60.9,6,26.1,403,1927,818,9,13,2,19,11,438,27,possession
ESP-La Liga,2022,Sevilla,Papu Gómez,ARG,"FW,MF",34,1988,11.8,637,8,69,313,264,27,637,36,15,41.7,14,38.9,470,2985,1354,34,36,6,21,13,513,67,possession
ESP-La Liga,2022,Sevilla,Pedro Ortiz,ESP,MF,21,2000,0.0,2,0,1,1,0,0,2,0,0,,0,,2,1,0,0,0,0,1,0,1,0,possession
ESP-La Liga,2022,Sevilla,Rafa Mir,ESP,FW,25,1997,14.4,396,12,36,170,192,71,396,14,0,0.0,13,92.9,188,859,332,12,5,8,24,12,277,54,possession
ESP-La Liga,2022,Sevilla,Suso,ESP,"MF,FW",28,1993,11.8,675,6,59,235,392,23,675,42,25,59.5,13,31.0,461,2714,1238,27,27,7,17,19,521,96,possession
ESP-La Liga,2022,Sevilla,Tanguy Nianzou,FRA,DF,20,2002,15.2,894,73,368,498,35,11,894,12,10,83.3,2,16.7,547,2428,1383,4,6,0,4,3,627,0,possession
ESP-La Liga,2022,Sevilla,Thomas Delaney,DEN,MF,30,1991,3.4,188,8,52,108,28,7,188,0,0,,0,,113,361,110,1,0,1,4,3,138,3,possession
ESP-La Liga,2022,Sevilla,Yassine Bounou,MAR,GK,31,1991,23.9,1011,766,995,17,0,0,1011,1,1,100.0,0,0.0,596,2682,1374,0,0,0,4,0,566,0,possession
ESP-La Liga,2022,Sevilla,Youssef En-Nesyri,MAR,FW,25,1997,18.5,439,19,44,186,211,103,439,23,4,17.4,16,69.6,190,927,369,16,5,14,46,9,286,71,possession
ESP-La Liga,2022,Sevilla,Érik Lamela,ARG,"FW,MF",30,1992,20.5,1038,3,105,397,550,108,1038,75,33,44.0,34,45.3,657,4074,1907,66,51,28,55,50,751,162,possession
ESP-La Liga,2022,Sevilla,Óliver Torres,ESP,"MF,FW",27,1994,23.7,1314,10,156,629,550,55,1314,42,15,35.7,17,40.5,886,4102,1805,38,47,6,34,47,980,156,possession
ESP-La Liga,2022,Valencia,Alberto Marí,ESP,"FW,MF",21,2001,1.0,30,0,3,12,15,7,30,4,1,25.0,3,75.0,21,71,27,1,0,1,2,1,26,6,possession
ESP-La Liga,2022,Valencia,Carlos Soler,ESP,MF,25,1997,2.7,143,2,13,62,68,4,142,2,1,50.0,0,0.0,83,508,223,3,4,0,2,1,98,7,possession
ESP-La Liga,2022,Valencia,Cenk Özkacar,TUR,DF,21,2000,15.2,908,85,409,462,45,16,908,10,10,100.0,0,0.0,522,3193,2132,23,18,0,8,4,549,2,possession
ESP-La Liga,2022,Valencia,Cristhian Mosquera,ESP,DF,18,2004,1.6,81,11,46,26,9,2,81,0,0,,0,,38,180,61,0,1,0,2,0,38,1,possession
ESP-La Liga,2022,Valencia,Diego López,ESP,"FW,MF",20,2002,5.0,215,4,37,78,104,27,215,19,9,47.4,8,42.1,135,1113,598,21,9,5,13,6,146,46,possession
ESP-La Liga,2022,Valencia,Dimitri Foulquier,FRA,DF,29,1993,19.3,1116,59,306,491,332,20,1116,42,19,45.2,22,52.4,557,3479,2048,51,34,7,33,9,591,84,possession
ESP-La Liga,2022,Valencia,Domingos André Ribeiro Almeida,POR,MF,22,2000,28.2,1686,33,244,820,652,24,1686,90,46,51.1,31,34.4,1049,6244,3196,74,71,3,42,49,1114,71,possession
ESP-La Liga,2022,Valencia,Edinson Cavani,URU,FW,35,1987,16.1,476,13,54,217,208,54,473,10,4,40.0,5,50.0,230,904,316,8,7,3,30,9,356,53,possession
ESP-La Liga,2022,Valencia,Eray Cömert,SUI,DF,24,1998,18.6,1129,162,598,510,33,10,1129,2,2,100.0,0,0.0,680,3720,2119,6,9,1,1,0,691,1,possession
ESP-La Liga,2022,Valencia,Francisco Perez,ESP,"FW,MF",19,2002,1.6,100,1,15,36,50,3,100,9,5,55.6,3,33.3,76,633,209,7,5,3,5,8,75,15,possession
ESP-La Liga,2022,Valencia,Gabriel Paulista,BRA,DF,31,1990,16.7,959,162,475,446,42,20,959,0,0,,0,,454,2724,1916,12,10,0,5,1,516,1,possession
ESP-La Liga,2022,Valencia,Giorgi Mamardashvili,GEO,GK,21,2000,38.0,1180,973,1153,30,0,0,1180,0,0,,0,,604,3176,1830,0,0,0,2,1,470,0,possession
ESP-La Liga,2022,Valencia,Hugo Duro,ESP,FW,22,1999,15.4,431,11,29,187,217,73,430,13,2,15.4,8,61.5,229,704,357,9,6,6,31,19,319,67,possession
ESP-La Liga,2022,Valencia,Hugo Guillamón,ESP,MF,22,2000,18.1,1168,60,270,651,257,6,1167,5,1,20.0,3,60.0,603,2516,1107,11,15,0,9,15,781,20,possession
ESP-La Liga,2022,Valencia,Ilaix Moriba,GUI,MF,19,2003,11.2,654,18,123,339,197,15,654,30,12,40.0,10,33.3,383,1895,883,16,13,2,21,13,445,30,possession
ESP-La Liga,2022,Valencia,Javier Guerra,ESP,MF,19,2003,6.7,340,12,57,186,103,15,340,28,14,50.0,13,46.4,211,1406,717,17,10,5,8,20,218,16,possession
ESP-La Liga,2022,Valencia,Jesus Vazquez,ESP,"DF,MF",19,2003,3.4,231,7,58,94,80,7,231,16,6,37.5,9,56.3,131,667,291,4,9,1,9,4,125,17,possession
ESP-La Liga,2022,Valencia,José Luis Gayà,ESP,DF,27,1995,30.1,1986,77,570,734,703,49,1985,36,25,69.4,11,30.6,1006,5028,2991,74,69,8,19,12,1132,200,possession
ESP-La Liga,2022,Valencia,Justin Kluivert,NED,"FW,MF",23,1999,16.1,583,7,48,153,401,65,582,63,30,47.6,30,47.6,358,3045,1553,58,33,22,39,22,392,126,possession
ESP-La Liga,2022,Valencia,Marcos André,BRA,"FW,MF",25,1996,5.0,125,1,8,50,69,23,125,17,9,52.9,4,23.5,78,353,124,2,3,0,21,5,94,20,possession
ESP-La Liga,2022,Valencia,Maxi Gómez,URU,FW,25,1996,1.2,27,2,2,9,16,8,27,2,0,0.0,2,100.0,19,93,64,1,0,3,3,1,21,1,possession
ESP-La Liga,2022,Valencia,Mouctar Diakhaby,GUI,DF,25,1996,27.2,1452,188,711,659,90,52,1452,10,5,50.0,4,40.0,823,4136,2149,19,14,1,14,3,868,11,possession
ESP-La Liga,2022,Valencia,Nicolás González,ESP,MF,20,2002,15.6,921,30,164,555,209,19,921,39,28,71.8,6,15.4,528,2629,1277,21,26,1,12,15,606,17,possession
ESP-La Liga,2022,Valencia,Samu Castillejo,ESP,"FW,MF",27,1995,15.1,840,2,81,345,422,49,840,65,23,35.4,33,50.8,561,3278,1701,54,41,11,43,28,604,115,possession
ESP-La Liga,2022,Valencia,Samuel Lino,BRA,"FW,MF",22,1999,32.1,1611,15,178,582,881,162,1611,121,53,43.8,50,41.3,1073,7128,4026,144,100,60,85,57,1165,260,possession
ESP-La Liga,2022,Valencia,Thierry Correia,POR,DF,23,1999,22.3,1615,77,491,687,456,23,1615,34,13,38.2,15,44.1,862,4437,2539,60,46,9,36,11,954,122,possession
ESP-La Liga,2022,Valencia,Toni Lato,ESP,"DF,MF",24,1997,10.2,583,22,149,247,191,18,583,10,7,70.0,2,20.0,280,1402,794,18,15,2,8,2,346,47,possession
ESP-La Liga,2022,Valencia,Yunus Musah,USA,MF,19,2002,23.4,1030,27,154,487,405,51,1030,70,27,38.6,35,50.0,646,4812,2417,72,62,11,52,22,729,101,possession
ESP-La Liga,2022,Valladolid,Anuar,MAR,"MF,FW",27,1995,2.3,70,8,20,30,20,8,70,4,2,50.0,0,0.0,37,261,127,6,2,3,7,4,41,4,possession
ESP-La Liga,2022,Valladolid,Babatunde Akinsola,NGA,FW,19,2003,0.1,4,0,1,2,1,0,4,0,0,,0,,4,29,14,1,1,0,2,1,5,3,possession
ESP-La Liga,2022,Valladolid,Cyle Larin,CAN,FW,27,1995,16.3,472,21,48,189,242,89,470,26,10,38.5,15,57.7,304,1538,607,25,15,11,65,36,370,72,possession
ESP-La Liga,2022,Valladolid,Darwin Machís,VEN,FW,29,1993,6.7,295,7,41,110,148,32,295,30,11,36.7,16,53.3,199,1326,588,29,17,11,21,6,204,53,possession
ESP-La Liga,2022,Valladolid,David Torres,ESP,DF,19,2003,4.3,254,19,105,137,14,1,254,1,1,100.0,0,0.0,152,599,338,2,3,0,4,0,176,2,possession
ESP-La Liga,2022,Valladolid,Gonzalo Plata,ECU,FW,21,2000,25.6,1203,13,183,462,578,102,1203,172,66,38.4,86,50.0,703,5277,2466,97,64,45,68,39,763,213,possession
ESP-La Liga,2022,Valladolid,Iván Fresneda,ESP,DF,17,2004,19.4,1163,87,390,497,284,16,1163,42,15,35.7,19,45.2,563,3218,1672,48,26,7,22,18,625,101,possession
ESP-La Liga,2022,Valladolid,Iván Sánchez,ESP,"MF,FW",29,1992,12.8,616,9,99,292,241,26,616,63,36,57.1,16,25.4,449,3611,1974,58,31,12,21,15,472,61,possession
ESP-La Liga,2022,Valladolid,Javi Sánchez,ESP,DF,25,1997,26.6,1444,219,838,577,41,15,1444,7,7,100.0,0,0.0,800,4466,2820,21,9,1,7,4,906,5,possession
ESP-La Liga,2022,Valladolid,Jawad El Yamiq,MAR,DF,30,1992,17.9,1163,177,613,519,45,19,1163,14,10,71.4,3,21.4,606,3424,1777,21,9,3,14,5,660,3,possession
ESP-La Liga,2022,Valladolid,Joaquín Fernández,ESP,DF,26,1996,24.0,1228,167,672,517,41,17,1228,2,1,50.0,1,50.0,672,3137,1642,6,7,1,9,1,759,3,possession
ESP-La Liga,2022,Valladolid,Jordi Masip,ESP,GK,33,1989,27.9,1025,947,1025,0,0,0,1025,0,0,,0,,539,2791,1785,0,0,0,0,0,427,0,possession
ESP-La Liga,2022,Valladolid,Juanjo Narváez,COL,"MF,FW",27,1995,1.6,51,1,9,17,25,6,51,3,1,33.3,1,33.3,29,110,27,0,2,0,2,5,38,9,possession
ESP-La Liga,2022,Valladolid,Kenedy,BRA,"FW,DF",26,1996,3.1,131,0,18,59,58,13,131,13,4,30.8,9,69.2,85,367,142,4,1,3,14,7,94,21,possession
ESP-La Liga,2022,Valladolid,Kike Pérez,ESP,MF,25,1997,25.6,1546,52,337,836,413,45,1546,69,30,43.5,28,40.6,911,5542,2827,54,46,8,49,34,1028,82,possession
ESP-La Liga,2022,Valladolid,Lucas Olaza,URU,DF,28,1994,16.6,929,55,263,404,268,11,929,11,4,36.4,7,63.6,413,1428,707,12,15,1,14,7,480,90,possession
ESP-La Liga,2022,Valladolid,Lucas Oliveira Rosa,BRA,DF,22,2000,10.3,572,25,168,218,191,10,572,21,9,42.9,10,47.6,263,1627,761,24,17,7,13,7,270,61,possession
ESP-La Liga,2022,Valladolid,Luis Pérez,ESP,DF,27,1995,13.5,724,38,206,330,196,4,724,20,8,40.0,10,50.0,375,1920,933,24,16,1,16,5,397,84,possession
ESP-La Liga,2022,Valladolid,Manuel Pozo,ESP,FW,20,2001,0.2,14,0,2,8,4,0,14,3,1,33.3,2,66.7,10,42,17,0,0,0,0,1,7,1,possession
ESP-La Liga,2022,Valladolid,Martin Hongla,CMR,"DF,MF",24,1998,14.5,745,84,333,371,46,1,745,11,9,81.8,2,18.2,455,2458,1302,6,7,1,14,1,463,5,possession
ESP-La Liga,2022,Valladolid,Mickael Malsa,MTQ,MF,26,1995,0.8,31,4,12,18,1,0,31,1,1,100.0,0,0.0,17,77,9,0,0,0,2,2,15,0,possession
ESP-La Liga,2022,Valladolid,Monchu,ESP,MF,22,1999,22.6,1276,48,319,693,270,24,1276,20,10,50.0,7,35.0,636,2794,1252,17,18,3,34,15,749,25,possession
ESP-La Liga,2022,Valladolid,Roberto Arroyo,ESP,MF,18,2003,0.2,7,0,1,3,3,1,7,1,1,100.0,0,0.0,8,38,25,1,0,1,1,2,8,4,possession
ESP-La Liga,2022,Valladolid,Roque Mesa,ESP,MF,33,1989,18.0,1134,62,286,683,181,9,1134,31,15,48.4,14,45.2,748,4717,2201,29,23,3,21,21,772,24,possession
ESP-La Liga,2022,Valladolid,Selim Amallah,MAR,"MF,FW",25,1996,3.0,138,2,21,77,44,11,138,25,11,44.0,12,48.0,80,507,254,11,7,3,6,10,84,9,possession
ESP-La Liga,2022,Valladolid,Sergi Guardiola,ESP,FW,31,1991,5.6,191,7,27,91,74,17,191,7,0,0.0,6,85.7,99,373,144,7,6,2,18,4,125,20,possession
ESP-La Liga,2022,Valladolid,Sergio Asenjo,ESP,GK,33,1989,10.0,384,327,384,0,0,0,384,0,0,,0,,198,910,556,0,0,0,2,0,153,0,possession
ESP-La Liga,2022,Valladolid,Sergio Escudero,ESP,DF,32,1989,16.0,937,61,320,371,255,16,937,17,7,41.2,9,52.9,363,1672,814,17,16,3,13,8,435,37,possession
ESP-La Liga,2022,Valladolid,Sergio León,ESP,FW,33,1989,14.8,345,5,26,159,170,49,343,30,10,33.3,17,56.7,210,1122,563,21,16,6,45,17,242,75,possession
ESP-La Liga,2022,Valladolid,Shon Weissman,ISR,FW,26,1996,8.3,160,6,19,86,57,25,160,5,2,40.0,2,40.0,76,283,104,7,2,3,22,7,91,15,possession
ESP-La Liga,2022,Valladolid,Sékou Gassama,SEN,FW,27,1995,0.4,12,1,1,4,7,4,12,0,0,,0,,7,25,16,1,0,1,1,0,8,1,possession
ESP-La Liga,2022,Valladolid,Toni Villa,ESP,MF,27,1995,1.0,45,0,7,17,22,1,45,5,1,20.0,3,60.0,27,126,56,2,2,0,1,1,27,5,possession
ESP-La Liga,2022,Valladolid,Zouhair Feddal,MAR,DF,33,1989,4.2,249,48,162,85,3,2,249,0,0,,0,,124,595,278,0,0,0,0,1,147,0,possession
ESP-La Liga,2022,Valladolid,Álvaro Aceves,ESP,GK,19,2003,0.1,8,6,8,0,0,0,8,0,0,,0,,8,42,34,0,0,0,0,0,2,0,possession
ESP-La Liga,2022,Valladolid,Álvaro Aguado,ESP,MF,26,1996,21.0,1292,36,255,742,315,18,1292,31,13,41.9,9,29.0,833,5476,2508,29,43,3,24,9,908,50,possession
ESP-La Liga,2022,Valladolid,Óscar Plano,ESP,"FW,MF",31,1991,22.6,890,29,151,423,325,46,890,33,13,39.4,14,42.4,496,2410,979,30,30,4,37,23,570,95,possession
ESP-La Liga,2022,Villarreal,Alberto Del Moral,ESP,MF,22,2000,0.1,1,0,0,1,0,0,1,0,0,,0,,1,2,1,0,0,0,0,0,1,0,possession
ESP-La Liga,2022,Villarreal,Alberto Moreno,ESP,DF,30,1992,14.4,872,27,247,298,331,28,872,16,6,37.5,8,50.0,490,2569,1333,41,32,7,17,6,549,97,possession
ESP-La Liga,2022,Villarreal,Alex Baena,ESP,"MF,FW",21,2001,21.6,1103,28,152,512,454,66,1103,62,27,43.5,25,40.3,752,3962,1847,50,42,14,41,34,873,110,possession
ESP-La Liga,2022,Villarreal,Alfonso Pedraza,ESP,DF,26,1996,18.1,1049,44,287,353,423,47,1049,59,21,35.6,32,54.2,555,4093,2265,68,46,14,30,14,607,145,possession
ESP-La Liga,2022,Villarreal,Arnaut Danjuma,NED,FW,25,1997,5.3,135,2,11,39,86,23,134,8,3,37.5,4,50.0,88,490,260,12,3,8,11,6,103,35,possession
ESP-La Liga,2022,Villarreal,Aïssa Mandi,ALG,DF,30,1991,16.2,1051,143,573,429,51,6,1051,3,1,33.3,1,33.3,614,2874,1516,7,7,0,3,2,726,9,possession
ESP-La Liga,2022,Villarreal,Daniel Parejo,ESP,MF,33,1989,36.5,2855,106,633,1565,683,14,2851,41,29,70.7,9,22.0,1600,6448,2988,26,47,0,31,35,1977,32,possession
ESP-La Liga,2022,Villarreal,Diego Collado,ESP,FW,21,2001,0.1,8,0,0,2,6,1,8,0,0,,0,,3,9,4,0,0,0,0,0,6,3,possession
ESP-La Liga,2022,Villarreal,Fernando Niño,ESP,"MF,FW",21,2000,0.2,9,0,0,3,6,1,9,1,0,0.0,1,100.0,8,28,1,0,0,0,2,0,9,4,possession
ESP-La Liga,2022,Villarreal,Filip Jørgensen,DEN,GK,20,2002,2.0,56,49,56,0,0,0,56,0,0,,0,,35,131,79,0,0,0,0,0,30,0,possession
ESP-La Liga,2022,Villarreal,Francis Coquelin,FRA,MF,31,1991,8.3,391,17,63,224,107,18,391,6,2,33.3,2,33.3,200,885,399,11,11,1,18,14,286,27,possession
ESP-La Liga,2022,Villarreal,Gerard Moreno,ESP,FW,30,1992,13.7,634,16,57,282,309,67,632,56,29,51.8,20,35.7,401,1986,828,21,20,11,32,19,508,108,possession
ESP-La Liga,2022,Villarreal,Gerónimo Rulli,ARG,GK,30,1992,14.0,579,476,577,3,0,0,579,0,0,,0,,335,1591,1061,0,0,0,0,0,283,0,possession
ESP-La Liga,2022,Villarreal,Giovani Lo Celso,ARG,"MF,FW",26,1996,12.5,854,10,113,367,388,42,854,47,22,46.8,15,31.9,555,3286,1600,35,28,10,31,23,651,70,possession
ESP-La Liga,2022,Villarreal,Haissem Hassan,FRA,"FW,MF",20,2002,0.6,25,1,6,10,11,1,25,4,2,50.0,1,25.0,21,224,60,3,1,1,2,0,21,3,possession
ESP-La Liga,2022,Villarreal,Johan Mojica,COL,DF,29,1992,7.1,458,17,137,174,151,9,458,14,6,42.9,6,42.9,286,1820,884,27,15,5,10,5,276,38,possession
ESP-La Liga,2022,Villarreal,Jorge Cuenca,ESP,DF,22,1999,5.6,461,65,232,219,10,5,461,0,0,,0,,280,1455,1030,7,1,0,2,0,308,1,possession
ESP-La Liga,2022,Villarreal,José Luis Morales,ESP,"FW,MF",35,1987,13.5,402,2,35,142,233,79,402,51,18,35.3,27,52.9,233,1565,769,40,22,26,24,11,283,92,possession
ESP-La Liga,2022,Villarreal,Juan Foyth,ARG,DF,24,1998,21.8,1545,109,516,783,264,21,1545,48,27,56.3,18,37.5,778,4537,2657,47,36,1,21,15,895,18,possession
ESP-La Liga,2022,Villarreal,Kiko Femenía,ESP,DF,31,1991,12.6,877,41,299,377,211,8,877,13,6,46.2,4,30.8,508,2763,1461,36,27,1,8,9,570,47,possession
ESP-La Liga,2022,Villarreal,Mamadou Fall,SEN,DF,19,2002,0.3,22,2,8,10,4,0,22,1,0,0.0,1,100.0,10,39,16,0,0,0,1,0,8,0,possession
ESP-La Liga,2022,Villarreal,Manu Morlanes,ESP,MF,23,1999,1.8,60,5,15,34,11,0,60,0,0,,0,,31,127,49,1,1,0,0,1,36,1,possession
ESP-La Liga,2022,Villarreal,Manu Trigueros,ESP,MF,30,1991,9.2,599,14,76,354,173,7,599,5,2,40.0,3,60.0,368,1430,637,12,10,0,7,9,487,22,possession
ESP-La Liga,2022,Villarreal,Nicolas Jackson,SEN,FW,21,2001,17.8,524,9,35,210,290,93,524,37,23,62.2,11,29.7,347,2501,1231,49,26,19,55,39,376,117,possession
ESP-La Liga,2022,Villarreal,Pascu,ESP,"DF,FW",19,2003,0.1,12,0,0,7,5,2,12,2,0,0.0,2,100.0,8,51,31,1,1,0,1,0,8,2,possession
ESP-La Liga,2022,Villarreal,Pau Torres,ESP,DF,25,1997,33.9,2495,361,1186,1174,154,32,2495,35,26,74.3,7,20.0,1573,10882,7623,76,48,0,22,4,1708,12,possession
ESP-La Liga,2022,Villarreal,Pepe Reina,ESP,GK,39,1982,22.0,900,744,892,8,0,0,900,1,1,100.0,0,0.0,541,2919,1834,0,0,0,0,0,455,0,possession
ESP-La Liga,2022,Villarreal,Ramón Terrats,ESP,MF,21,2000,9.1,528,18,95,284,151,16,528,29,15,51.7,13,44.8,330,1561,826,21,12,2,23,11,399,32,possession
ESP-La Liga,2022,Villarreal,Raúl Albiol,ESP,DF,36,1985,23.5,1687,223,856,796,44,9,1687,7,4,57.1,3,42.9,1047,6910,4616,12,10,0,11,5,1152,3,possession
ESP-La Liga,2022,Villarreal,Samuel Chukwueze,NGA,"FW,MF",23,1999,26.0,1241,15,131,437,696,143,1241,178,86,48.3,76,42.7,876,6197,3639,133,63,71,66,29,974,261,possession
ESP-La Liga,2022,Villarreal,Yeremi Pino,ESP,"FW,MF",19,2002,27.2,1173,37,172,392,627,149,1173,94,48,51.1,34,36.2,736,3905,1877,65,34,38,57,39,850,256,possession
ESP-La Liga,2022,Villarreal,Étienne Capoue,FRA,MF,34,1988,21.7,1212,40,199,726,302,24,1212,62,31,50.0,22,35.5,783,4143,2031,45,27,10,26,13,948,72,possession
