league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
FRA-Ligue 1,2021,Rennes,Romain Del Castillo,FRA,"MF,FW",24,1996,26,5,652,7.2,0,5,5,0,0,0,2,0,1.1,1.1,2.7,3.8,24,41,104,0.0,0.69,0.69,0.0,0.69,0.15,0.38,0.53,0.15,0.53,standard,FRA,"MF,FW",24,1996,7.2,486,3,39,172,279,29,486,33,19,57.6,14,42.4,282,1521,787,24,11,10,28,12,347,104,possession,FRA,"MF,FW",24,1996,7.2,30,11,5,14,11,5,25,20.0,20,6,0,6,3,33,4,1,defense,FRA,"MF,FW",24,1996,7.2,0,16,5,31.3,2.21,0.69,0.0,0.0,19.7,1,0,0,1.1,1.1,0.07,-1.1,-1.1,shooting,FRA,"MF,FW",24,1996,7.2,267,374,71.4,4225,1157,137,171,80.1,102,132,77.3,19,41,46.3,5,2.7,2.5,2.3,19,19,12,6,41,passing,FRA,"MF,FW",24,1996,7.2,2,0,0,12,13,2,35,3,11,0,0,0,48,11,12,47.8,misc
FRA-Ligue 1,2021,Brest,Romain Faivre,FRA,"MF,FW",22,1998,36,33,2891,32.1,6,5,11,5,1,1,0,0,6.2,5.4,7.2,12.7,141,171,166,0.19,0.16,0.34,0.16,0.31,0.19,0.23,0.42,0.17,0.39,standard,FRA,"MF,FW",22,1998,32.1,1869,33,299,830,796,77,1868,132,89,67.4,43,32.6,1188,8828,4590,141,115,26,74,34,1239,166,possession,FRA,"MF,FW",22,1998,32.1,54,27,26,23,5,21,54,38.9,33,30,0,30,30,84,18,0,defense,FRA,"MF,FW",22,1998,32.1,6,62,22,35.5,1.93,0.68,0.08,0.23,20.6,8,1,1,6.2,5.4,0.09,-0.2,-0.4,shooting,FRA,"MF,FW",22,1998,32.1,1172,1476,79.4,19225,5413,617,704,87.6,407,491,82.9,113,197,57.4,5,7.2,6.5,-2.2,63,100,40,5,171,passing,FRA,"MF,FW",22,1998,32.1,0,0,0,35,72,0,138,30,27,0,1,1,230,15,27,35.7,misc
FRA-Ligue 1,2021,Saint-Étienne,Romain Hamouma,FRA,"FW,MF",33,1987,29,19,1769,19.7,6,1,7,6,0,0,5,0,4.8,4.7,3.5,8.1,62,59,165,0.31,0.05,0.36,0.31,0.36,0.24,0.18,0.42,0.24,0.41,standard,FRA,"FW,MF",33,1987,19.7,911,7,81,383,458,80,911,84,36,42.9,48,57.1,548,3686,1638,62,36,21,85,37,637,165,possession,FRA,"FW,MF",33,1987,19.7,12,7,5,6,1,4,24,16.7,20,17,1,16,7,19,11,0,defense,FRA,"FW,MF",33,1987,19.7,6,33,17,51.5,1.68,0.86,0.18,0.35,15.7,2,0,0,4.8,4.7,0.14,1.2,1.3,shooting,FRA,"FW,MF",33,1987,19.7,429,640,67.0,6466,1687,218,277,78.7,120,172,69.8,45,104,43.3,1,3.5,2.5,-2.5,33,30,16,2,59,passing,FRA,"FW,MF",33,1987,19.7,5,0,0,31,36,9,96,7,7,1,0,0,69,18,47,27.7,misc
FRA-Ligue 1,2021,Brest,Romain Perraud,FRA,DF,22,1997,36,35,3140,34.9,3,7,10,3,0,0,4,0,2.7,2.7,3.6,6.3,107,132,213,0.09,0.2,0.29,0.09,0.29,0.08,0.1,0.18,0.08,0.18,standard,FRA,DF,22,1997,34.9,2393,108,802,956,665,40,2393,48,31,64.6,17,35.4,1341,7162,3961,107,64,13,32,18,1442,213,possession,FRA,DF,22,1997,34.9,60,34,42,16,2,24,45,53.3,21,36,3,33,45,105,76,0,defense,FRA,DF,22,1997,34.9,3,45,12,26.7,1.29,0.34,0.07,0.25,21.9,6,0,0,2.7,2.7,0.06,0.3,0.3,shooting,FRA,DF,22,1997,34.9,1588,2040,77.8,26270,9434,823,906,90.8,596,726,82.1,137,284,48.2,7,3.6,3.9,3.4,37,108,44,32,132,passing,FRA,DF,22,1997,34.9,4,0,0,47,53,2,131,45,34,0,1,0,203,24,42,36.4,misc
FRA-Ligue 1,2021,Brest,Romain Philippoteaux,FRA,"MF,FW",32,1988,17,8,581,6.5,1,0,1,1,0,0,0,0,0.7,0.7,0.3,0.9,9,14,51,0.15,0.0,0.15,0.15,0.15,0.1,0.04,0.14,0.1,0.14,standard,FRA,"MF,FW",32,1988,6.5,250,6,37,96,118,13,250,18,9,50.0,9,50.0,166,857,394,9,6,4,12,3,175,51,possession,FRA,"MF,FW",32,1988,6.5,11,6,6,3,2,6,9,66.7,3,4,0,4,10,21,2,0,defense,FRA,"MF,FW",32,1988,6.5,1,10,2,20.0,1.55,0.31,0.1,0.5,19.9,0,0,0,0.7,0.7,0.07,0.3,0.3,shooting,FRA,"MF,FW",32,1988,6.5,135,180,75.0,2124,517,81,95,85.3,34,44,77.3,14,22,63.6,0,0.3,0.3,-0.3,5,9,3,1,14,passing,FRA,"MF,FW",32,1988,6.5,0,0,0,3,7,2,9,10,6,0,0,0,33,0,0,,misc
FRA-Ligue 1,2021,Nîmes,Romain Philippoteaux,FRA,"FW,MF",32,1988,3,3,214,2.4,1,1,2,1,0,0,0,0,0.4,0.4,0.6,1.0,7,11,15,0.42,0.42,0.84,0.42,0.84,0.17,0.27,0.44,0.17,0.44,standard,FRA,"FW,MF",32,1988,2.4,97,0,11,38,49,8,97,9,3,33.3,6,66.7,58,288,130,7,6,1,4,2,62,15,possession,FRA,"FW,MF",32,1988,2.4,1,1,1,0,0,1,5,20.0,4,2,0,2,2,3,1,0,defense,FRA,"FW,MF",32,1988,2.4,1,2,2,100.0,0.84,0.84,0.5,0.5,13.1,0,0,0,0.4,0.4,0.2,0.6,0.6,shooting,FRA,"FW,MF",32,1988,2.4,51,77,66.2,865,295,26,36,72.2,15,20,75.0,8,15,53.3,1,0.6,0.8,0.4,6,4,5,1,11,passing,FRA,"FW,MF",32,1988,2.4,0,0,0,1,0,0,9,2,1,0,0,0,14,0,0,,misc
FRA-Ligue 1,2021,Rennes,Romain Salin,FRA,GK,36,1984,15,15,1350,15.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,36,1984,15.0,569,426,563,7,0,0,569,1,1,100.0,0,0.0,317,1509,923,0,0,0,0,0,243,0,possession,FRA,GK,36,1984,15.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,3,defense,FRA,GK,36,1984,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,36,1984,15.0,405,547,74.0,11081,8528,69,69,100.0,210,212,99.1,124,264,47.0,0,0.0,0.0,0.0,0,6,0,0,1,passing,FRA,GK,36,1984,15.0,2,0,0,0,2,0,0,1,0,0,0,0,32,0,3,0.0,misc
FRA-Ligue 1,2021,Angers,Romain Thomas,FRA,DF,32,1988,34,34,3024,33.6,4,0,4,4,0,0,5,1,2.6,2.6,0.2,2.8,4,61,5,0.12,0.0,0.12,0.12,0.12,0.08,0.0,0.08,0.08,0.08,standard,FRA,DF,32,1988,33.6,1993,242,1101,877,30,22,1993,3,2,66.7,1,33.3,1132,4758,1971,4,1,0,13,5,1209,5,possession,FRA,DF,32,1988,33.6,47,25,34,11,2,20,35,57.1,15,35,20,15,50,97,138,0,defense,FRA,DF,32,1988,33.6,4,14,6,42.9,0.42,0.18,0.29,0.67,9.3,0,0,0,2.6,2.6,0.19,1.4,1.4,shooting,FRA,DF,32,1988,33.6,1420,1678,84.6,30297,12233,397,436,91.1,770,842,91.4,236,362,65.2,0,0.2,0.6,-0.2,3,50,2,0,61,passing,FRA,DF,32,1988,33.6,5,1,1,35,20,3,0,50,25,0,1,0,186,97,53,64.7,misc
FRA-Ligue 1,2021,Brest,Ronaël Pierre-Gabriel,FRA,DF,22,1998,29,28,2305,25.6,1,0,1,1,0,0,4,0,0.5,0.5,1.0,1.5,34,124,78,0.04,0.0,0.04,0.04,0.04,0.02,0.04,0.06,0.02,0.06,standard,FRA,DF,22,1998,25.6,1655,99,534,799,338,16,1655,57,35,61.4,22,38.6,896,4280,2068,34,30,3,14,13,974,78,possession,FRA,DF,22,1998,25.6,60,40,42,16,2,35,52,67.3,17,17,7,10,30,90,57,0,defense,FRA,DF,22,1998,25.6,1,8,2,25.0,0.31,0.08,0.13,0.5,17.8,0,0,0,0.5,0.5,0.06,0.5,0.5,shooting,FRA,DF,22,1998,25.6,1158,1416,81.8,19227,7571,557,629,88.6,496,577,86.0,79,144,54.9,0,1.0,1.4,-1.0,16,115,23,9,124,passing,FRA,DF,22,1998,25.6,4,0,0,27,28,2,41,30,40,1,0,0,120,21,26,44.7,misc
FRA-Ligue 1,2021,Nice,Rony Lopes,POR,"FW,MF",24,1995,28,23,1783,19.8,3,1,4,3,0,0,1,0,2.9,2.9,3.9,6.8,55,68,159,0.15,0.05,0.2,0.15,0.2,0.15,0.2,0.35,0.15,0.35,standard,POR,"FW,MF",24,1995,19.8,990,11,89,427,481,64,990,61,30,49.2,31,50.8,585,3685,1752,55,43,20,52,23,705,159,possession,POR,"FW,MF",24,1995,19.8,20,14,4,13,3,6,27,22.2,21,14,3,11,8,28,6,0,defense,POR,"FW,MF",24,1995,19.8,3,41,16,39.0,2.07,0.81,0.07,0.19,19.1,3,0,0,2.9,2.9,0.07,0.1,0.1,shooting,POR,"FW,MF",24,1995,19.8,588,788,74.6,8757,2230,351,403,87.1,168,229,73.4,46,99,46.5,1,3.9,4.0,-2.9,41,40,23,8,68,passing,POR,"FW,MF",24,1995,19.8,1,0,0,15,24,1,92,8,14,0,0,0,80,9,17,34.6,misc
FRA-Ligue 1,2021,Monaco,Ruben Aguilar,FRA,"DF,MF",27,1993,33,27,2225,24.7,1,3,4,1,0,0,6,0,0.9,0.9,4.7,5.6,74,101,231,0.04,0.12,0.16,0.04,0.16,0.03,0.19,0.23,0.03,0.23,standard,FRA,"DF,MF",27,1993,24.7,1876,53,371,890,633,58,1876,29,12,41.4,17,58.6,944,5100,2717,74,52,4,40,14,1171,231,possession,FRA,"DF,MF",27,1993,24.7,63,37,32,21,10,32,52,61.5,20,30,3,27,47,110,43,1,defense,FRA,"DF,MF",27,1993,24.7,1,8,3,37.5,0.32,0.12,0.13,0.33,11.0,0,0,0,0.9,0.9,0.11,0.1,0.1,shooting,FRA,"DF,MF",27,1993,24.7,1265,1568,80.7,19271,5384,721,779,92.6,420,535,78.5,87,166,52.4,3,4.7,5.8,-1.7,41,77,39,21,101,passing,FRA,"DF,MF",27,1993,24.7,6,0,0,39,36,1,118,47,37,1,0,0,139,46,38,54.8,misc
FRA-Ligue 1,2021,Bordeaux,Rubén Pardo,ESP,MF,27,1992,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,27,1992,0.3,14,0,1,8,5,0,14,0,0,,0,,5,32,1,0,0,0,1,0,10,2,possession,ESP,MF,27,1992,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,defense,ESP,MF,27,1992,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,MF,27,1992,0.3,9,12,75.0,116,31,5,6,83.3,3,4,75.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2,passing,ESP,MF,27,1992,0.3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,misc
FRA-Ligue 1,2021,Saint-Étienne,Ryad Boudebouz,ALG,"MF,FW",30,1990,14,7,651,7.2,0,1,1,0,0,2,2,0,2.1,0.5,2.8,3.3,20,49,36,0.0,0.14,0.14,0.0,0.14,0.29,0.39,0.68,0.07,0.46,standard,ALG,"MF,FW",30,1990,7.2,533,1,64,264,216,14,531,24,14,58.3,10,41.7,312,1971,991,20,25,1,16,9,381,36,possession,ALG,"MF,FW",30,1990,7.2,9,4,1,7,1,4,8,50.0,4,3,0,3,5,14,5,0,defense,ALG,"MF,FW",30,1990,7.2,0,11,3,27.3,1.52,0.41,0.0,0.0,24.9,2,0,2,2.1,0.5,0.05,-2.1,-0.5,shooting,ALG,"MF,FW",30,1990,7.2,344,467,73.7,6230,1864,160,185,86.5,120,154,77.9,50,89,56.2,1,2.8,2.0,-1.8,22,32,12,5,49,passing,ALG,"MF,FW",30,1990,7.2,2,0,0,7,9,0,51,5,4,0,0,0,47,4,13,23.5,misc
FRA-Ligue 1,2021,Dijon,Sacha Boey,FRA,DF,19,2000,24,21,1863,20.7,0,1,1,0,0,0,1,0,0.3,0.3,1.5,1.9,32,65,91,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09,standard,FRA,DF,19,2000,20.7,1312,76,420,596,305,19,1312,42,22,52.4,20,47.6,579,2513,1136,32,22,2,34,13,632,91,possession,FRA,DF,19,2000,20.7,54,40,30,23,1,27,55,49.1,28,25,5,20,41,95,62,0,defense,FRA,DF,19,2000,20.7,0,10,1,10.0,0.48,0.05,0.0,0.0,25.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,shooting,FRA,DF,19,2000,20.7,801,1054,76.0,13195,5417,408,463,88.1,306,400,76.5,67,144,46.5,1,1.5,1.3,-0.5,18,48,17,12,65,passing,FRA,DF,19,2000,20.7,1,0,0,36,13,2,51,41,40,0,1,0,127,23,25,47.9,misc
FRA-Ligue 1,2021,Rennes,Sacha Boey,FRA,DF,19,2000,2,2,124,1.4,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.1,1,5,7,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.1,0.06,0.1,standard,FRA,DF,19,2000,1.4,104,1,30,47,27,1,104,3,0,0.0,3,100.0,35,113,43,1,1,0,3,0,58,7,possession,FRA,DF,19,2000,1.4,3,3,2,1,0,3,4,75.0,1,0,0,0,2,5,2,0,defense,FRA,DF,19,2000,1.4,0,1,0,0.0,0.73,0.0,0.0,,11.9,0,0,0,0.1,0.1,0.08,-0.1,-0.1,shooting,FRA,DF,19,2000,1.4,75,88,85.2,1226,361,38,44,86.4,26,30,86.7,8,9,88.9,0,0.1,0.2,-0.1,1,1,1,1,5,passing,FRA,DF,19,2000,1.4,0,1,0,2,0,0,3,2,3,0,0,0,6,2,1,66.7,misc
FRA-Ligue 1,2021,Montpellier,Sacha Delaye,FRA,MF,18,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,MF,18,2002,0.1,4,1,3,1,0,0,4,0,0,,0,,2,4,2,0,0,0,0,0,1,0,possession,FRA,MF,18,2002,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,defense,FRA,MF,18,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,MF,18,2002,0.1,2,3,66.7,27,23,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,MF,18,2002,0.1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,100.0,misc
FRA-Ligue 1,2021,Angers,Sada Thioub,SEN,"FW,MF",25,1995,27,12,1256,14.0,1,1,2,1,0,0,0,0,1.1,1.1,1.9,3.0,52,63,115,0.07,0.07,0.14,0.07,0.14,0.08,0.14,0.22,0.08,0.22,standard,SEN,"FW,MF",25,1995,14.0,780,12,123,348,322,47,780,65,35,53.8,30,46.2,555,3778,1884,52,42,12,43,40,626,115,possession,SEN,"FW,MF",25,1995,14.0,17,14,7,6,4,7,23,30.4,16,10,0,10,9,26,3,0,defense,SEN,"FW,MF",25,1995,14.0,1,23,6,26.1,1.65,0.43,0.04,0.17,19.0,0,0,0,1.1,1.1,0.05,-0.1,-0.1,shooting,SEN,"FW,MF",25,1995,14.0,497,608,81.7,7272,1886,297,341,87.1,149,166,89.8,30,47,63.8,1,1.9,1.7,-0.9,23,39,18,3,63,passing,SEN,"FW,MF",25,1995,14.0,0,0,0,18,25,1,25,9,14,0,0,0,67,13,16,44.8,misc
FRA-Ligue 1,2021,Saint-Étienne,Saidou Sow,GUI,DF,18,2002,15,10,1000,11.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,22,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,standard,GUI,DF,18,2002,11.1,700,62,388,302,12,4,700,4,3,75.0,1,25.0,380,1600,775,2,2,0,5,3,424,1,possession,GUI,DF,18,2002,11.1,23,12,17,6,0,13,19,68.4,6,12,8,4,14,37,39,1,defense,GUI,DF,18,2002,11.1,0,2,1,50.0,0.18,0.09,0.0,0.0,9.0,0,0,0,0.2,0.2,0.1,-0.2,-0.2,shooting,GUI,DF,18,2002,11.1,483,589,82.0,9399,3650,161,172,93.6,262,292,89.7,56,101,55.4,0,0.1,0.1,-0.1,2,19,1,0,22,passing,GUI,DF,18,2002,11.1,0,0,0,7,5,0,0,14,12,0,0,0,75,24,22,52.2,misc
FRA-Ligue 1,2021,Nice,Salim Ben Seghir,FRA,DF,17,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,DF,17,2003,0.1,9,0,1,4,4,0,9,1,0,0.0,1,100.0,5,19,6,0,0,0,0,0,6,1,possession,FRA,DF,17,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,DF,17,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,DF,17,2003,0.1,7,7,100.0,111,54,3,3,100.0,1,1,100.0,2,2,100.0,0,0.0,0.0,0.0,0,1,1,0,2,passing,FRA,DF,17,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
FRA-Ligue 1,2021,Nîmes,Sami Ben Amar,MAR,MF,22,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MAR,MF,22,1998,0.1,6,0,0,3,3,0,6,0,0,,0,,3,11,6,0,0,0,1,0,4,1,possession,MAR,MF,22,1998,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense,MAR,MF,22,1998,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MAR,MF,22,1998,0.1,2,4,50.0,28,24,1,1,100.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,passing,MAR,MF,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,misc
FRA-Ligue 1,2021,Bordeaux,Samuel Kalu,NGA,"FW,MF",22,1997,20,14,964,10.7,4,1,5,4,0,0,3,0,1.8,1.8,0.6,2.4,34,26,80,0.37,0.09,0.47,0.37,0.47,0.16,0.06,0.22,0.16,0.22,standard,NGA,"FW,MF",22,1997,10.7,497,3,61,216,230,43,497,76,36,47.4,40,52.6,330,2521,969,34,19,16,49,26,370,80,possession,NGA,"FW,MF",22,1997,10.7,21,12,11,8,2,4,13,30.8,9,14,0,14,9,30,2,0,defense,NGA,"FW,MF",22,1997,10.7,4,25,8,32.0,2.33,0.75,0.16,0.5,17.4,1,0,0,1.8,1.8,0.07,2.2,2.2,shooting,NGA,"FW,MF",22,1997,10.7,216,301,71.8,3261,659,130,156,83.3,63,84,75.0,18,35,51.4,1,0.6,0.5,0.4,10,17,6,1,26,passing,NGA,"FW,MF",22,1997,10.7,3,0,0,16,36,5,28,9,12,0,0,0,61,14,12,53.8,misc
FRA-Ligue 1,2021,Nantes,Samuel Moutoussamy,COD,FW,23,1996,1,1,82,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,7,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,standard,COD,FW,23,1996,0.9,35,0,1,18,16,0,35,0,0,,0,,21,91,58,1,0,0,2,0,32,7,possession,COD,FW,23,1996,0.9,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,defense,COD,FW,23,1996,0.9,0,2,0,0.0,2.2,0.0,0.0,,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,COD,FW,23,1996,0.9,26,29,89.7,398,50,15,15,100.0,11,14,78.6,0,0,,0,0.0,0.0,0.0,0,4,0,0,3,passing,COD,FW,23,1996,0.9,0,0,0,2,1,0,2,0,0,0,0,0,2,0,2,0.0,misc
FRA-Ligue 1,2021,Montpellier,Samy Benchamma,FRA,"DF,MF",20,2000,5,0,42,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,"DF,MF",20,2000,0.5,27,1,8,14,5,0,27,1,0,0.0,1,100.0,13,57,25,0,0,0,0,0,15,0,possession,FRA,"DF,MF",20,2000,0.5,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,defense,FRA,"DF,MF",20,2000,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,"DF,MF",20,2000,0.5,20,23,87.0,343,63,10,11,90.9,7,8,87.5,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,FRA,"DF,MF",20,2000,0.5,1,0,0,3,1,0,0,0,1,0,0,0,2,0,0,,misc
FRA-Ligue 1,2021,Strasbourg,Sanjin Prcić,BIH,MF,26,1993,14,3,353,3.9,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,4,34,5,0.0,0.25,0.25,0.0,0.25,0.06,0.12,0.18,0.06,0.18,standard,BIH,MF,26,1993,3.9,271,3,55,171,47,1,271,1,1,100.0,0,0.0,150,768,393,4,2,0,2,1,188,5,possession,BIH,MF,26,1993,3.9,3,2,0,3,0,2,5,40.0,3,4,3,1,4,7,2,1,defense,BIH,MF,26,1993,3.9,0,7,2,28.6,1.78,0.51,0.0,0.0,27.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,BIH,MF,26,1993,3.9,200,244,82.0,4073,1260,74,82,90.2,84,94,89.4,36,54,66.7,1,0.5,0.6,0.5,7,22,6,4,34,passing,BIH,MF,26,1993,3.9,1,0,0,8,3,0,12,4,2,0,0,0,25,4,0,100.0,misc
FRA-Ligue 1,2021,Dijon,Saturnin Allagbé,BEN,GK,26,1993,12,12,1080,12.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BEN,GK,26,1993,12.0,443,395,443,0,0,0,443,1,1,100.0,0,0.0,228,866,497,0,0,0,1,0,170,0,possession,BEN,GK,26,1993,12.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,3,defense,BEN,GK,26,1993,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,BEN,GK,26,1993,12.0,269,403,66.7,7971,6167,48,48,100.0,115,116,99.1,106,237,44.7,0,0.0,0.0,0.0,0,2,0,0,0,passing,BEN,GK,26,1993,12.0,2,0,0,2,1,0,0,0,0,0,1,0,14,3,1,75.0,misc
FRA-Ligue 1,2021,Marseille,Saîf-Eddine Khaoui,TUN,"FW,DF",25,1995,17,5,606,6.7,2,1,3,2,0,0,4,0,0.9,0.9,0.5,1.4,7,31,39,0.3,0.15,0.45,0.3,0.45,0.13,0.07,0.2,0.13,0.2,standard,TUN,"FW,DF",25,1995,6.7,358,6,79,163,118,12,358,16,9,56.3,7,43.8,182,747,317,7,9,0,15,7,191,39,possession,TUN,"FW,DF",25,1995,6.7,19,11,7,6,6,7,16,43.8,9,8,0,8,12,31,1,0,defense,TUN,"FW,DF",25,1995,6.7,2,11,6,54.5,1.63,0.89,0.18,0.33,18.4,0,0,0,0.9,0.9,0.08,1.1,1.1,shooting,TUN,"FW,DF",25,1995,6.7,179,261,68.6,2686,1116,103,126,81.7,56,86,65.1,13,27,48.1,1,0.5,0.4,0.5,5,17,5,1,31,passing,TUN,"FW,DF",25,1995,6.7,4,0,0,16,8,1,15,12,11,0,0,0,42,1,12,7.7,misc
FRA-Ligue 1,2021,Lens,Seko Fofana,CIV,MF,25,1995,30,25,2309,25.7,2,3,5,2,0,0,2,0,2.9,2.9,2.3,5.3,75,120,126,0.08,0.12,0.19,0.08,0.19,0.11,0.09,0.2,0.11,0.2,standard,CIV,MF,25,1995,25.7,1497,32,217,929,372,54,1497,74,41,55.4,33,44.6,956,5893,2850,75,58,15,50,32,1122,126,possession,CIV,MF,25,1995,25.7,16,8,3,10,3,4,26,15.4,22,16,5,11,34,50,23,1,defense,CIV,MF,25,1995,25.7,2,40,12,30.0,1.56,0.47,0.05,0.17,20.3,0,0,0,2.9,2.9,0.07,-0.9,-0.9,shooting,CIV,MF,25,1995,25.7,1049,1218,86.1,16279,3068,556,611,91.0,387,435,89.0,66,89,74.2,3,2.3,1.5,0.7,24,75,15,1,120,passing,CIV,MF,25,1995,25.7,2,0,0,21,21,1,19,34,8,1,1,0,155,22,10,68.8,misc
