league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
FRA-Ligue 1,2021,Metz,Aaron Leya Iseka,BEL,FW,22,1997,21,12,1008,11.2,4,0,4,2,2,3,4,0,4.8,2.5,0.6,3.0,13,12,51,0.36,0.0,0.36,0.18,0.18,0.43,0.05,0.48,0.22,0.27,standard,BEL,FW,22,1997,11.2,293,10,25,152,119,32,290,19,11,57.9,8,42.1,177,923,361,13,12,10,35,19,245,51,possession,BEL,FW,22,1997,11.2,6,4,2,3,1,0,4,0.0,4,4,2,2,0,6,6,0,defense,BEL,FW,22,1997,11.2,4,17,6,35.3,1.52,0.54,0.12,0.33,15.5,0,2,3,4.8,2.5,0.14,-0.8,-0.5,shooting,BEL,FW,22,1997,11.2,141,192,73.4,1753,277,89,106,84.0,29,46,63.0,6,9,66.7,0,0.6,0.4,-0.6,12,12,1,0,12,passing,BEL,FW,22,1997,11.2,4,0,0,26,12,3,2,0,4,0,0,0,21,29,41,41.4,misc
FRA-Ligue 1,2021,Paris S-G,Abdou Diallo,SEN,DF,24,1996,22,17,1490,16.6,0,1,1,0,0,0,3,2,0.2,0.2,0.5,0.7,28,76,34,0.0,0.06,0.06,0.0,0.06,0.01,0.03,0.04,0.01,0.04,standard,SEN,DF,24,1996,16.6,1324,100,497,718,117,9,1324,26,17,65.4,9,34.6,855,4192,2571,28,18,1,15,1,996,34,possession,SEN,DF,24,1996,16.6,16,11,9,5,2,8,13,61.5,5,15,8,7,25,41,36,0,defense,SEN,DF,24,1996,16.6,0,4,0,0.0,0.24,0.0,0.0,,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting,SEN,DF,24,1996,16.6,1099,1187,92.6,18311,7321,526,542,97.0,467,498,93.8,79,106,74.5,1,0.5,0.5,0.5,1,69,5,2,76,passing,SEN,DF,24,1996,16.6,3,2,1,17,9,1,12,25,11,0,1,0,96,23,13,63.9,misc
FRA-Ligue 1,2021,Nantes,Abdoul Kader Bamba,FRA,"FW,MF",26,1994,29,6,917,10.2,3,1,4,3,0,1,2,0,2.4,1.6,1.3,2.8,41,43,96,0.29,0.1,0.39,0.29,0.39,0.23,0.12,0.36,0.15,0.28,standard,FRA,"FW,MF",26,1994,10.2,617,3,70,284,274,32,616,47,27,57.4,20,42.6,390,2495,1174,41,21,20,26,18,450,96,possession,FRA,"FW,MF",26,1994,10.2,18,3,7,8,3,11,18,61.1,7,10,0,10,7,25,4,1,defense,FRA,"FW,MF",26,1994,10.2,3,14,6,42.9,1.37,0.59,0.21,0.5,19.9,1,0,1,2.4,1.6,0.11,0.6,1.4,shooting,FRA,"FW,MF",26,1994,10.2,368,490,75.1,5544,1482,216,253,85.4,115,150,76.7,26,55,47.3,1,1.3,1.4,-0.3,23,25,10,0,43,passing,FRA,"FW,MF",26,1994,10.2,2,0,0,8,41,0,39,7,3,0,0,0,71,4,10,28.6,misc
FRA-Ligue 1,2021,Saint-Étienne,Abdoulaye Sidibé,FRA,MF,18,2002,1,0,11,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,MF,18,2002,0.1,3,0,2,0,1,0,3,0,0,,0,,1,0,0,0,0,0,1,0,1,0,possession,FRA,MF,18,2002,0.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,defense,FRA,MF,18,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,MF,18,2002,0.1,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,MF,18,2002,0.1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,33.3,misc
FRA-Ligue 1,2021,Nantes,Abdoulaye Sylla,GUI,DF,20,2000,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GUI,DF,20,2000,0.1,8,1,3,3,2,0,8,0,0,,0,,1,4,3,0,0,0,0,0,1,1,possession,GUI,DF,20,2000,0.1,2,1,2,0,0,1,1,100.0,0,1,0,1,0,2,1,0,defense,GUI,DF,20,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GUI,DF,20,2000,0.1,1,5,20.0,28,0,0,1,0.0,1,2,50.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,GUI,DF,20,2000,0.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,misc
FRA-Ligue 1,2021,Nantes,Abdoulaye Touré,GUI,MF,26,1994,29,20,1681,18.7,2,2,4,1,1,1,2,0,2.6,1.8,1.4,3.2,22,101,23,0.11,0.11,0.21,0.05,0.16,0.14,0.08,0.22,0.1,0.17,standard,GUI,MF,26,1994,18.7,1136,34,168,775,205,19,1135,30,21,70.0,9,30.0,652,2891,1303,22,22,0,28,18,801,23,possession,GUI,MF,26,1994,18.7,28,12,10,16,2,14,31,45.2,17,17,2,15,22,50,19,0,defense,GUI,MF,26,1994,18.7,2,26,4,15.4,1.39,0.21,0.04,0.25,24.2,0,1,1,2.6,1.8,0.07,-0.6,-0.8,shooting,GUI,MF,26,1994,18.7,799,946,84.5,13244,3477,358,418,85.6,351,396,88.6,60,83,72.3,2,1.4,1.2,0.6,14,92,7,0,101,passing,GUI,MF,26,1994,18.7,2,0,0,20,30,0,9,22,12,0,2,0,106,33,22,60.0,misc
FRA-Ligue 1,2021,Strasbourg,Abdul Majeed Waris,GHA,"FW,MF",28,1991,15,5,552,6.1,1,0,1,0,1,1,0,0,1.9,1.1,0.1,1.2,18,9,43,0.16,0.0,0.16,0.0,0.0,0.32,0.01,0.32,0.19,0.2,standard,GHA,"FW,MF",28,1991,6.1,205,6,24,84,100,19,204,13,6,46.2,7,53.8,148,928,442,18,10,6,19,12,176,43,possession,GHA,"FW,MF",28,1991,6.1,1,1,1,0,0,1,6,16.7,5,0,0,0,2,3,2,0,defense,GHA,"FW,MF",28,1991,6.1,1,9,2,22.2,1.47,0.33,0.0,0.0,18.9,0,1,1,1.9,1.1,0.13,-0.9,-1.1,shooting,GHA,"FW,MF",28,1991,6.1,105,138,76.1,1346,205,66,77,85.7,29,35,82.9,3,10,30.0,0,0.1,0.3,-0.1,1,2,2,1,9,passing,GHA,"FW,MF",28,1991,6.1,0,0,0,8,19,2,10,2,1,0,0,0,20,3,7,30.0,misc
FRA-Ligue 1,2021,Dijon,Aboubakar Kamara,MTN,"FW,MF",25,1995,10,7,557,6.2,1,0,1,1,0,0,1,1,1.2,1.2,0.8,2.0,10,7,37,0.16,0.0,0.16,0.16,0.16,0.19,0.13,0.32,0.19,0.32,standard,MTN,"FW,MF",25,1995,6.2,212,2,15,100,100,15,212,15,8,53.3,7,46.7,141,694,234,10,8,3,18,16,180,37,possession,MTN,"FW,MF",25,1995,6.2,3,1,0,2,1,1,7,14.3,6,1,0,1,0,3,2,0,defense,MTN,"FW,MF",25,1995,6.2,1,11,3,27.3,1.78,0.48,0.09,0.33,18.9,0,0,0,1.2,1.2,0.11,-0.2,-0.2,shooting,MTN,"FW,MF",25,1995,6.2,104,146,71.2,1507,255,67,77,87.0,24,33,72.7,9,15,60.0,0,0.8,0.7,-0.8,7,6,3,3,7,passing,MTN,"FW,MF",25,1995,6.2,1,1,0,14,17,1,10,0,1,0,0,0,12,15,21,41.7,misc
FRA-Ligue 1,2021,Lille,Adama Soumaoro,FRA,DF,28,1992,3,1,145,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,3,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,standard,FRA,DF,28,1992,1.6,126,4,54,67,5,1,126,0,0,,0,,89,407,150,2,0,0,0,0,100,0,possession,FRA,DF,28,1992,1.6,1,0,0,0,1,0,0,,0,1,1,0,2,3,2,0,defense,FRA,DF,28,1992,1.6,0,2,0,0.0,1.24,0.0,0.0,,17.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,FRA,DF,28,1992,1.6,110,116,94.8,2218,864,30,32,93.8,65,67,97.0,13,14,92.9,0,0.0,0.0,0.0,0,3,0,0,3,passing,FRA,DF,28,1992,1.6,1,0,0,2,1,0,0,2,0,0,0,0,9,5,0,100.0,misc
FRA-Ligue 1,2021,Saint-Étienne,Adil Aouchiche,FRA,"MF,FW",18,2002,34,21,1731,19.2,2,5,7,2,0,0,2,0,3.4,3.4,5.8,9.2,56,87,92,0.1,0.26,0.36,0.1,0.36,0.17,0.3,0.48,0.17,0.48,standard,FRA,"MF,FW",18,2002,19.2,1046,11,126,530,406,48,1046,61,34,55.7,27,44.3,620,3832,1947,56,29,14,61,27,701,92,possession,FRA,"MF,FW",18,2002,19.2,38,20,12,17,9,13,49,26.5,36,15,1,14,10,48,6,0,defense,FRA,"MF,FW",18,2002,19.2,2,26,12,46.2,1.35,0.62,0.08,0.17,20.8,2,0,0,3.4,3.4,0.13,-1.4,-1.4,shooting,FRA,"MF,FW",18,2002,19.2,571,818,69.8,10069,3336,307,364,84.3,152,213,71.4,85,181,47.0,5,5.8,4.0,-0.8,59,57,25,7,87,passing,FRA,"MF,FW",18,2002,19.2,2,0,0,20,31,0,130,10,20,0,0,0,100,13,28,31.7,misc
FRA-Ligue 1,2021,Lorient,Adrian Grbić,AUT,FW,23,1996,33,9,961,10.7,4,0,4,1,3,3,2,0,6.5,4.1,0.5,4.7,13,10,53,0.37,0.0,0.37,0.09,0.09,0.61,0.05,0.66,0.39,0.44,standard,AUT,FW,23,1996,10.7,320,8,28,143,155,40,317,11,2,18.2,9,81.8,180,750,356,13,8,6,25,10,214,53,possession,AUT,FW,23,1996,10.7,6,4,2,2,2,1,7,14.3,6,6,0,6,5,11,7,0,defense,AUT,FW,23,1996,10.7,4,31,11,35.5,2.9,1.03,0.03,0.09,19.2,4,3,3,6.5,4.1,0.13,-2.5,-3.1,shooting,AUT,FW,23,1996,10.7,126,211,59.7,1459,236,77,114,67.5,28,42,66.7,2,11,18.2,0,0.5,0.2,-0.5,4,9,2,0,10,passing,AUT,FW,23,1996,10.7,2,0,0,23,18,1,5,5,4,2,0,0,32,28,41,40.6,misc
FRA-Ligue 1,2021,Rennes,Adrien Hunou,FRA,"FW,MF",26,1994,20,5,589,6.5,4,0,4,4,0,0,1,0,4.6,4.6,1.0,5.6,8,14,60,0.61,0.0,0.61,0.61,0.61,0.71,0.15,0.85,0.71,0.85,standard,FRA,"FW,MF",26,1994,6.5,260,3,14,95,152,37,260,3,1,33.3,2,66.7,131,650,191,8,5,5,17,4,201,60,possession,FRA,"FW,MF",26,1994,6.5,6,3,2,2,2,2,8,25.0,6,7,0,7,1,7,2,0,defense,FRA,"FW,MF",26,1994,6.5,4,21,10,47.6,3.21,1.53,0.19,0.4,12.8,0,0,0,4.6,4.6,0.22,-0.6,-0.6,shooting,FRA,"FW,MF",26,1994,6.5,151,192,78.6,2020,169,88,106,83.0,49,54,90.7,3,8,37.5,0,1.0,0.6,-1.0,6,5,4,0,14,passing,FRA,"FW,MF",26,1994,6.5,1,0,0,7,8,1,1,1,3,0,0,0,14,9,13,40.9,misc
FRA-Ligue 1,2021,Lens,Adrien Louveau,FRA,MF,20,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,MF,20,2000,0.1,5,1,2,3,0,0,5,0,0,,0,,3,4,1,0,0,0,0,0,3,0,possession,FRA,MF,20,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense,FRA,MF,20,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,MF,20,2000,0.1,4,4,100.0,69,11,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,MF,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,misc
FRA-Ligue 1,2021,Strasbourg,Adrien Thomasson,FRA,"MF,FW",26,1993,37,31,2624,29.2,5,1,6,5,0,0,8,1,6.2,6.2,4.0,10.2,37,99,159,0.17,0.03,0.21,0.17,0.21,0.21,0.14,0.35,0.21,0.35,standard,FRA,"MF,FW",26,1993,29.2,1441,5,134,723,598,116,1441,47,24,51.1,23,48.9,785,3653,1315,37,24,9,73,47,991,159,possession,FRA,"MF,FW",26,1993,29.2,36,17,8,16,12,12,58,20.7,46,44,5,39,22,58,2,0,defense,FRA,"MF,FW",26,1993,29.2,5,47,15,31.9,1.61,0.51,0.11,0.33,16.6,0,0,0,6.2,6.2,0.13,-1.2,-1.2,shooting,FRA,"MF,FW",26,1993,29.2,861,1132,76.1,13438,2933,451,550,82.0,296,374,79.1,68,97,70.1,1,4.0,4.1,-3.0,36,70,23,5,99,passing,FRA,"MF,FW",26,1993,29.2,8,1,1,52,43,6,38,22,17,1,0,0,150,24,65,27.0,misc
FRA-Ligue 1,2021,Rennes,Adrien Truffert,FRA,"DF,MF",18,2001,29,23,1951,21.7,1,3,4,1,0,0,3,0,1.1,1.1,2.7,3.8,46,77,157,0.05,0.14,0.18,0.05,0.18,0.05,0.12,0.18,0.05,0.18,standard,FRA,"DF,MF",18,2001,21.7,1512,46,317,698,501,43,1512,35,18,51.4,17,48.6,841,4061,2015,46,38,9,31,14,979,157,possession,FRA,"DF,MF",18,2001,21.7,38,18,18,12,8,13,24,54.2,11,26,5,21,18,56,38,1,defense,FRA,"DF,MF",18,2001,21.7,1,24,3,12.5,1.11,0.14,0.04,0.33,20.5,0,0,0,1.1,1.1,0.05,-0.1,-0.1,shooting,FRA,"DF,MF",18,2001,21.7,1064,1279,83.2,15992,4042,603,664,90.8,403,484,83.3,41,81,50.6,3,2.7,2.4,0.3,21,55,18,11,77,passing,FRA,"DF,MF",18,2001,21.7,3,0,0,23,25,0,66,18,18,1,0,0,89,18,24,42.9,misc
FRA-Ligue 1,2021,Dijon,Ahmad Ngouyamsa,CHA,DF,19,2000,3,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CHA,DF,19,2000,1.7,123,10,61,50,12,0,123,1,1,100.0,0,0.0,61,212,100,2,2,0,4,0,53,0,possession,CHA,DF,19,2000,1.7,6,4,5,1,0,4,8,50.0,4,2,1,1,2,8,8,0,defense,CHA,DF,19,2000,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CHA,DF,19,2000,1.7,67,96,69.8,1248,371,27,29,93.1,31,42,73.8,8,20,40.0,0,0.0,0.0,0.0,0,3,0,0,2,passing,CHA,DF,19,2000,1.7,1,0,0,4,1,0,2,2,4,0,1,0,12,3,4,42.9,misc
FRA-Ligue 1,2021,Saint-Étienne,Aimen Moueffek,FRA,"DF,MF",19,2001,19,6,743,8.3,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.4,17,33,12,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.05,0.01,0.05,standard,FRA,"DF,MF",19,2001,8.3,501,32,170,269,69,5,501,33,20,60.6,13,39.4,240,1537,809,17,11,1,17,10,237,12,possession,FRA,"DF,MF",19,2001,8.3,25,15,16,6,3,13,32,40.6,19,17,2,15,9,34,18,0,defense,FRA,"DF,MF",19,2001,8.3,0,1,0,0.0,0.12,0.0,0.0,,15.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,FRA,"DF,MF",19,2001,8.3,270,370,73.0,4426,1548,136,167,81.4,108,134,80.6,19,38,50.0,0,0.4,0.1,-0.4,8,18,6,0,33,passing,FRA,"DF,MF",19,2001,8.3,3,0,0,20,15,0,6,9,15,1,0,0,63,16,8,66.7,misc
FRA-Ligue 1,2021,Nantes,Alban Lafont,FRA,GK,21,1999,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,21,1999,38.0,1243,1009,1232,11,0,0,1243,0,0,,0,,614,2834,1703,0,0,0,1,0,465,0,possession,FRA,GK,21,1999,38.0,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,14,0,defense,FRA,GK,21,1999,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,21,1999,38.0,653,1124,58.1,21091,17506,94,95,98.9,287,293,98.0,271,731,37.1,0,0.0,0.1,0.0,0,23,1,0,0,passing,FRA,GK,21,1999,38.0,2,0,0,1,8,0,0,0,0,0,1,0,58,12,1,92.3,misc
FRA-Ligue 1,2021,Lens,Aleksandar Radovanović,SRB,DF,26,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SRB,DF,26,1993,1.0,53,3,29,24,0,0,53,0,0,,0,,29,104,43,0,0,0,0,0,34,0,possession,SRB,DF,26,1993,1.0,1,1,0,1,0,0,0,,0,2,1,1,0,1,2,0,defense,SRB,DF,26,1993,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SRB,DF,26,1993,1.0,31,45,68.9,632,191,9,14,64.3,17,22,77.3,5,8,62.5,0,0.0,0.0,0.0,0,2,0,0,1,passing,SRB,DF,26,1993,1.0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,0,100.0,misc
FRA-Ligue 1,2021,Monaco,Aleksandr Golovin,RUS,"MF,FW",24,1996,21,12,1069,11.9,5,9,14,5,0,0,2,0,2.9,2.9,5.4,8.3,45,36,93,0.42,0.76,1.18,0.42,1.18,0.25,0.45,0.7,0.25,0.7,standard,RUS,"MF,FW",24,1996,11.9,736,5,58,319,370,50,736,33,18,54.5,15,45.5,403,2574,1341,45,29,11,29,12,459,93,possession,RUS,"MF,FW",24,1996,11.9,28,16,6,18,4,8,39,20.5,31,21,0,21,11,39,3,0,defense,RUS,"MF,FW",24,1996,11.9,5,27,12,44.4,2.27,1.01,0.19,0.42,19.2,1,0,0,2.9,2.9,0.11,2.1,2.1,shooting,RUS,"MF,FW",24,1996,11.9,396,585,67.7,6199,1654,215,253,85.0,120,177,67.8,35,90,38.9,9,5.4,4.2,3.6,35,25,16,4,36,passing,RUS,"MF,FW",24,1996,11.9,2,0,0,19,13,3,102,11,16,0,0,0,89,11,16,40.7,misc
FRA-Ligue 1,2021,Paris S-G,Alessandro Florenzi,ITA,DF,29,1991,21,18,1538,17.1,2,1,3,2,0,0,1,0,2.2,2.2,2.4,4.6,27,63,148,0.12,0.06,0.18,0.12,0.18,0.13,0.14,0.27,0.13,0.27,standard,ITA,DF,29,1991,17.1,1128,46,251,515,367,51,1128,11,5,45.5,6,54.5,623,2635,1388,27,20,9,9,2,780,148,possession,ITA,DF,29,1991,17.1,24,16,9,9,6,12,29,41.4,17,7,1,6,17,41,25,0,defense,ITA,DF,29,1991,17.1,2,21,8,38.1,1.23,0.47,0.1,0.25,18.9,0,0,0,2.2,2.2,0.1,-0.2,-0.2,shooting,ITA,DF,29,1991,17.1,815,1009,80.8,12776,3224,436,474,92.0,286,351,81.5,58,120,48.3,1,2.4,2.9,-1.4,18,45,25,16,63,passing,ITA,DF,29,1991,17.1,1,0,0,10,7,2,80,17,16,0,0,0,86,13,20,39.4,misc
FRA-Ligue 1,2021,Strasbourg,Alexander Djiku,GHA,"DF,MF",25,1994,30,29,2552,28.4,0,0,0,0,0,0,8,0,2.0,2.0,0.6,2.7,11,83,7,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,standard,GHA,"DF,MF",25,1994,28.4,1670,159,885,722,75,22,1670,6,5,83.3,1,16.7,918,4598,2139,11,11,0,9,7,1022,7,possession,GHA,"DF,MF",25,1994,28.4,60,41,45,13,2,32,52,61.5,20,28,10,18,91,151,104,0,defense,GHA,"DF,MF",25,1994,28.4,0,16,3,18.8,0.56,0.11,0.0,0.0,17.1,1,0,0,2.0,2.0,0.14,-2.0,-2.0,shooting,GHA,"DF,MF",25,1994,28.4,1134,1351,83.9,24532,9351,264,296,89.2,671,741,90.6,182,269,67.7,0,0.6,0.6,-0.6,4,70,1,0,83,passing,GHA,"DF,MF",25,1994,28.4,8,0,0,50,36,2,8,91,41,0,2,0,152,53,36,59.6,misc
FRA-Ligue 1,2021,Metz,Alexandre Oukidja,ALG,GK,32,1988,34,34,3058,34.0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ALG,GK,32,1988,34.0,1119,954,1105,14,0,0,1119,3,3,100.0,0,0.0,537,3261,2172,0,0,0,1,0,337,1,possession,ALG,GK,32,1988,34.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,17,3,defense,ALG,GK,32,1988,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ALG,GK,32,1988,34.0,679,1042,65.2,22897,18004,73,75,97.3,274,280,97.9,329,677,48.6,0,0.0,0.1,0.0,1,18,1,0,3,passing,ALG,GK,32,1988,34.0,3,1,0,1,11,0,0,0,0,0,1,0,43,16,4,80.0,misc
FRA-Ligue 1,2021,Nice,Alexis Claude-Maurice,FRA,"MF,FW",22,1998,30,21,1910,21.2,4,5,9,4,0,0,2,0,3.8,3.8,3.8,7.6,61,76,116,0.19,0.24,0.42,0.19,0.42,0.18,0.18,0.36,0.18,0.36,standard,FRA,"MF,FW",22,1998,21.2,996,12,139,465,414,55,996,73,48,65.8,25,34.2,681,3938,2119,61,45,20,62,43,751,116,possession,FRA,"MF,FW",22,1998,21.2,40,19,17,14,9,14,48,29.2,34,16,2,14,14,54,3,0,defense,FRA,"MF,FW",22,1998,21.2,4,34,15,44.1,1.6,0.71,0.12,0.27,18.9,3,0,0,3.8,3.8,0.12,0.2,0.2,shooting,FRA,"MF,FW",22,1998,21.2,604,753,80.2,8863,1843,336,378,88.9,190,238,79.8,42,73,57.5,5,3.8,2.5,1.2,35,46,11,1,76,passing,FRA,"MF,FW",22,1998,21.2,2,0,0,24,54,1,57,14,19,0,0,0,95,8,19,29.6,misc
FRA-Ligue 1,2021,Reims,Alexis Flips,FRA,"MF,FW",20,2000,2,0,43,0.5,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,2.09,0.0,2.09,2.09,2.09,0.1,0.0,0.1,0.1,0.1,standard,FRA,"MF,FW",20,2000,0.5,28,0,5,12,13,2,28,2,0,0.0,2,100.0,20,92,33,0,1,0,5,0,21,4,possession,FRA,"MF,FW",20,2000,0.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,defense,FRA,"MF,FW",20,2000,0.5,1,2,1,50.0,4.19,2.09,0.5,1.0,33.1,0,0,0,0.0,0.0,0.02,1.0,1.0,shooting,FRA,"MF,FW",20,2000,0.5,9,17,52.9,180,65,4,4,100.0,4,8,50.0,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,FRA,"MF,FW",20,2000,0.5,0,0,0,1,1,0,5,0,0,0,0,0,3,0,0,,misc
FRA-Ligue 1,2021,Nice,Alexis Trouillet,FRA,"MF,FW",19,2000,5,1,109,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,8,5,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.13,0.07,0.13,standard,FRA,"MF,FW",19,2000,1.2,89,2,11,60,20,1,89,5,4,80.0,1,20.0,58,255,130,2,4,0,3,3,63,5,possession,FRA,"MF,FW",19,2000,1.2,5,4,1,4,0,4,5,80.0,1,0,0,0,3,8,0,0,defense,FRA,"MF,FW",19,2000,1.2,0,2,0,0.0,1.65,0.0,0.0,,22.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,FRA,"MF,FW",19,2000,1.2,57,68,83.8,1054,277,25,27,92.6,26,30,86.7,6,9,66.7,0,0.1,0.1,-0.1,2,9,1,0,8,passing,FRA,"MF,FW",19,2000,1.2,0,0,0,2,4,0,2,3,4,0,0,0,13,0,1,0.0,misc
FRA-Ligue 1,2021,Dijon,Alfred Gomis,SEN,GK,26,1993,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SEN,GK,26,1993,5.0,212,195,212,0,0,0,212,0,0,,0,,85,300,206,0,1,1,0,0,61,0,possession,SEN,GK,26,1993,5.0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,7,0,defense,SEN,GK,26,1993,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SEN,GK,26,1993,5.0,124,188,66.0,3822,2896,17,17,100.0,54,55,98.2,52,114,45.6,0,0.0,0.0,0.0,0,1,0,0,0,passing,SEN,GK,26,1993,5.0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,,misc
