league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession
ESP-La Liga,2020,Granada,Domingos Duarte,POR,DF,25,1995,29,27,2363,26.3,1,0,1,1,0,0,5,1,1.4,1.4,0.5,1.9,17,79,3,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,standard,POR,DF,25,1995,26.3,1,6,2,33.3,0.23,0.08,0.17,0.5,8.4,0,0,0,1.4,1.4,0.23,-0.4,-0.4,shooting,POR,DF,25,1995,26.3,5,1,0,22,20,0,1,29,20,0,1,0,126,46,34,57.5,misc,POR,DF,25,1995,26.3,32,20,18,12,2,14,21,66.7,7,29,20,9,29,61,86,0,defense,POR,DF,25,1995,26.3,742,964,77.0,15218,5887,231,263,87.8,385,443,86.9,115,226,50.9,0,0.5,0.2,-0.5,6,58,4,1,79,passing,POR,DF,25,1995,26.3,1165,144,570,564,36,10,1165,2,2,100.0,0,0.0,577,3269,1960,17,10,0,6,4,619,3,possession
ESP-La Liga,2020,Granada,Domingos Quina,POR,MF,20,1999,8,5,341,3.8,2,0,2,2,0,0,1,0,0.3,0.3,0.2,0.5,5,10,14,0.53,0.0,0.53,0.53,0.53,0.08,0.05,0.13,0.08,0.13,standard,POR,MF,20,1999,3.8,2,8,3,37.5,2.11,0.79,0.25,0.67,21.7,0,0,0,0.3,0.3,0.04,1.7,1.7,shooting,POR,MF,20,1999,3.8,1,0,0,5,10,1,2,2,5,0,0,0,20,4,3,57.1,misc,POR,MF,20,1999,3.8,5,5,1,3,1,3,6,50.0,3,8,0,8,2,7,0,0,defense,POR,MF,20,1999,3.8,68,91,74.7,1052,210,38,46,82.6,19,27,70.4,6,6,100.0,0,0.2,0.3,-0.2,5,6,4,0,10,passing,POR,MF,20,1999,3.8,138,2,12,67,61,7,138,7,6,85.7,1,14.3,90,436,136,5,3,4,8,11,92,14,possession
ESP-La Liga,2020,Real Madrid,Eden Hazard,BEL,"FW,MF",29,1991,14,7,532,5.9,3,2,5,3,0,0,0,0,1.2,1.2,0.8,2.0,25,20,71,0.51,0.34,0.85,0.51,0.85,0.21,0.14,0.34,0.21,0.34,standard,BEL,"FW,MF",29,1991,5.9,3,10,5,50.0,1.69,0.85,0.3,0.6,16.0,0,0,0,1.2,1.2,0.12,1.8,1.8,shooting,BEL,"FW,MF",29,1991,5.9,0,0,0,2,19,3,3,3,2,0,0,0,18,2,7,22.2,misc,BEL,"FW,MF",29,1991,5.9,3,2,1,2,0,0,3,0.0,3,3,0,3,3,6,0,0,defense,BEL,"FW,MF",29,1991,5.9,298,340,87.6,3763,670,203,224,90.6,61,66,92.4,13,14,92.9,2,0.8,0.9,1.2,6,16,6,0,20,passing,BEL,"FW,MF",29,1991,5.9,393,2,35,161,204,25,393,22,14,63.6,8,36.4,278,1991,966,25,16,3,13,10,355,71,possession
ESP-La Liga,2020,Levante,Edgar Sevikyan,ARM,MF,18,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ARM,MF,18,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ARM,MF,18,2001,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,,misc,ARM,MF,18,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ARM,MF,18,2001,0.1,3,5,60.0,29,0,3,4,75.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ARM,MF,18,2001,0.1,6,0,3,3,1,0,6,1,1,100.0,0,0.0,5,19,16,0,0,0,0,0,4,1,possession
ESP-La Liga,2020,Eibar,Edu Expósito,ESP,MF,23,1996,31,27,2455,27.3,0,3,3,0,0,2,4,0,3.3,1.7,3.6,5.3,45,169,81,0.0,0.11,0.11,0.0,0.11,0.12,0.13,0.25,0.06,0.19,standard,ESP,MF,23,1996,27.3,0,41,8,19.5,1.5,0.29,0.0,0.0,23.8,0,0,2,3.3,1.7,0.04,-3.3,-1.7,shooting,ESP,MF,23,1996,27.3,4,0,0,29,27,0,84,22,30,0,0,0,206,33,34,49.3,misc,ESP,MF,23,1996,27.3,51,30,16,31,4,20,66,30.3,46,25,4,21,22,73,17,0,defense,ESP,MF,23,1996,27.3,853,1162,73.4,15309,4661,347,436,79.6,349,430,81.2,112,203,55.2,3,3.6,2.9,-0.6,43,109,22,3,169,passing,ESP,MF,23,1996,27.3,1440,24,183,779,496,45,1438,56,41,73.2,15,26.8,758,3650,1684,45,36,8,46,34,866,81,possession
ESP-La Liga,2020,Valencia,Eliaquim Mangala,FRA,DF,29,1991,7,4,321,3.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,3,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard,FRA,DF,29,1991,3.6,0,2,0,0.0,0.56,0.0,0.0,,9.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2,shooting,FRA,DF,29,1991,3.6,1,0,0,5,2,2,0,6,0,0,0,0,23,19,9,67.9,misc,FRA,DF,29,1991,3.6,0,0,0,0,0,0,1,0.0,1,8,6,2,6,6,12,0,defense,FRA,DF,29,1991,3.6,75,108,69.4,1358,533,27,33,81.8,43,57,75.4,4,11,36.4,0,0.0,0.0,0.0,0,3,0,0,3,passing,FRA,DF,29,1991,3.6,142,25,85,54,4,2,142,1,1,100.0,0,0.0,47,216,114,0,0,0,0,1,54,0,possession
ESP-La Liga,2020,Betis,Emerson,BRA,DF,21,1999,34,34,2991,33.2,1,4,5,1,0,0,9,1,1.5,1.5,2.7,4.3,91,132,186,0.03,0.12,0.15,0.03,0.15,0.05,0.08,0.13,0.05,0.13,standard,BRA,DF,21,1999,33.2,1,11,3,27.3,0.33,0.09,0.09,0.33,16.6,0,0,0,1.5,1.5,0.14,-0.5,-0.5,shooting,BRA,DF,21,1999,33.2,9,1,0,57,73,3,90,61,52,1,1,1,165,58,35,62.4,misc,BRA,DF,21,1999,33.2,91,52,62,25,4,43,78,55.1,35,33,6,27,61,152,102,2,defense,BRA,DF,21,1999,33.2,1533,1936,79.2,22046,8020,886,998,88.8,490,588,83.3,83,180,46.1,4,2.7,2.8,1.3,33,90,38,18,132,passing,BRA,DF,21,1999,33.2,2362,115,636,1018,721,80,2362,47,24,51.1,23,48.9,1184,5814,3265,91,63,19,54,34,1384,186,possession
ESP-La Liga,2020,Elche,Emiliano Rigoni,ARG,MF,27,1993,23,12,1139,12.7,1,1,2,1,0,0,5,0,2.4,2.4,1.7,4.1,25,22,64,0.08,0.08,0.16,0.08,0.16,0.19,0.14,0.32,0.19,0.32,standard,ARG,MF,27,1993,12.7,1,16,7,43.8,1.26,0.55,0.06,0.14,20.6,4,0,0,2.4,2.4,0.15,-1.4,-1.4,shooting,ARG,MF,27,1993,12.7,5,0,0,21,7,7,66,6,7,0,0,0,50,5,13,27.8,misc,ARG,MF,27,1993,12.7,12,7,3,8,1,3,15,20.0,12,16,1,15,6,18,9,0,defense,ARG,MF,27,1993,12.7,298,414,72.0,4138,762,178,205,86.8,80,105,76.2,17,67,25.4,1,1.7,2.1,-0.7,11,14,5,3,22,passing,ARG,MF,27,1993,12.7,542,9,86,243,223,20,542,31,14,45.2,17,54.8,310,1879,844,25,17,6,36,14,354,64,possession
ESP-La Liga,2020,Getafe,Emmanuel Amankwaa Akurugu,GHA,DF,18,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GHA,DF,18,2001,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GHA,DF,18,2001,0.5,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,,misc,GHA,DF,18,2001,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,1,0,defense,GHA,DF,18,2001,0.5,9,14,64.3,130,36,5,6,83.3,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,0,passing,GHA,DF,18,2001,0.5,18,0,4,11,3,0,18,0,0,,0,,12,113,64,2,0,0,1,0,10,1,possession
ESP-La Liga,2020,Celta Vigo,Emre Mor,TUR,"FW,MF",23,1997,11,6,500,5.6,0,0,0,0,0,0,2,0,0.4,0.4,0.3,0.7,9,7,21,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,standard,TUR,"FW,MF",23,1997,5.6,0,8,2,25.0,1.44,0.36,0.0,0.0,18.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,shooting,TUR,"FW,MF",23,1997,5.6,2,0,0,7,13,6,5,5,4,0,0,0,20,4,8,33.3,misc,TUR,"FW,MF",23,1997,5.6,8,4,1,3,4,0,3,0.0,3,5,0,5,5,13,0,0,defense,TUR,"FW,MF",23,1997,5.6,85,116,73.3,1128,221,47,60,78.3,22,27,81.5,6,10,60.0,0,0.3,0.2,-0.3,3,4,2,0,7,passing,TUR,"FW,MF",23,1997,5.6,183,1,18,81,90,11,183,25,16,64.0,9,36.0,111,747,306,9,6,2,18,13,123,21,possession
ESP-La Liga,2020,Getafe,Enes Ünal,TUR,FW,23,1997,28,15,1318,14.6,4,2,6,3,1,1,4,0,4.8,4.0,1.5,5.5,14,28,70,0.27,0.14,0.41,0.2,0.34,0.32,0.1,0.43,0.27,0.37,standard,TUR,FW,23,1997,14.6,4,37,8,21.6,2.53,0.55,0.08,0.38,13.9,2,1,1,4.8,4.0,0.11,-0.8,-1.0,shooting,TUR,FW,23,1997,14.6,4,0,0,40,35,5,4,2,3,1,0,0,39,102,99,50.7,misc,TUR,FW,23,1997,14.6,11,3,0,8,3,4,15,26.7,11,11,0,11,2,13,14,0,defense,TUR,FW,23,1997,14.6,204,348,58.6,2508,633,131,197,66.5,40,77,51.9,9,13,69.2,2,1.5,0.9,0.5,14,24,4,0,28,passing,TUR,FW,23,1997,14.6,562,16,25,245,304,79,561,36,17,47.2,19,52.8,283,1227,443,14,15,6,62,35,436,70,possession
ESP-La Liga,2020,Levante,Enis Bardhi,MKD,MF,25,1995,26,19,1682,18.7,1,2,3,1,0,0,4,0,2.7,2.7,1.1,3.9,44,117,117,0.05,0.11,0.16,0.05,0.16,0.15,0.06,0.21,0.15,0.21,standard,MKD,MF,25,1995,18.7,1,36,13,36.1,1.93,0.7,0.03,0.08,20.9,5,0,0,2.7,2.7,0.08,-1.7,-1.7,shooting,MKD,MF,25,1995,18.7,4,0,0,27,24,4,65,21,12,0,0,0,120,5,19,20.8,misc,MKD,MF,25,1995,18.7,28,12,8,16,4,10,36,27.8,26,8,2,6,21,49,14,0,defense,MKD,MF,25,1995,18.7,656,888,73.9,11539,3260,303,342,88.6,236,306,77.1,83,155,53.5,2,1.1,1.5,0.9,21,63,27,10,117,passing,MKD,MF,25,1995,18.7,1098,26,206,504,405,35,1098,57,35,61.4,22,38.6,703,3605,1903,44,41,5,42,36,772,117,possession
ESP-La Liga,2020,Osasuna,Enric Gallego,ESP,FW,33,1986,22,8,806,9.0,0,2,2,0,0,0,2,0,1.8,1.8,0.6,2.4,5,31,46,0.0,0.22,0.22,0.0,0.22,0.2,0.06,0.27,0.2,0.27,standard,ESP,FW,33,1986,9.0,0,14,4,28.6,1.56,0.45,0.0,0.0,12.2,0,0,0,1.8,1.8,0.13,-1.8,-1.8,shooting,ESP,FW,33,1986,9.0,2,0,0,30,11,4,10,1,3,0,0,0,26,73,71,50.7,misc,ESP,FW,33,1986,9.0,6,3,2,2,2,2,14,14.3,12,5,1,4,1,7,9,0,defense,ESP,FW,33,1986,9.0,146,258,56.6,1939,542,97,147,66.0,36,64,56.3,5,16,31.3,2,0.6,0.7,1.4,7,24,5,0,31,passing,ESP,FW,33,1986,9.0,370,10,32,174,165,31,370,13,6,46.2,7,53.8,163,547,211,5,4,1,36,8,273,46,possession
ESP-La Liga,2020,Getafe,Erick Cabaco,URU,DF,25,1995,20,15,1326,14.7,0,0,0,0,0,0,9,0,0.5,0.5,0.0,0.5,6,44,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,URU,DF,25,1995,14.7,0,5,0,0.0,0.34,0.0,0.0,,10.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,shooting,URU,DF,25,1995,14.7,9,0,0,24,20,1,3,13,14,0,0,0,70,40,20,66.7,misc,URU,DF,25,1995,14.7,24,14,11,12,1,12,22,54.5,10,8,6,2,13,37,51,1,defense,URU,DF,25,1995,14.7,301,489,61.6,7727,3411,72,102,70.6,139,185,75.1,86,178,48.3,0,0.0,0.3,0.0,0,43,1,0,44,passing,URU,DF,25,1995,14.7,609,47,262,316,35,12,609,2,0,0.0,2,100.0,248,1298,697,6,3,0,8,0,241,1,possession
ESP-La Liga,2020,Eibar,Esteban Burgos,ARG,DF,28,1992,14,12,1111,12.3,3,1,4,1,2,3,5,0,3.3,1.0,0.8,1.8,4,25,0,0.24,0.08,0.32,0.08,0.16,0.27,0.07,0.34,0.08,0.15,standard,ARG,DF,28,1992,12.3,3,3,2,66.7,0.24,0.16,0.33,0.5,20.3,0,2,3,3.3,1.0,0.33,-0.3,0.0,shooting,ARG,DF,28,1992,12.3,5,0,0,14,3,1,0,23,6,0,0,0,66,30,38,44.1,misc,ARG,DF,28,1992,12.3,7,6,4,3,0,1,5,20.0,4,8,7,1,23,30,54,2,defense,ARG,DF,28,1992,12.3,417,558,74.7,10219,3093,93,116,80.2,194,242,80.2,126,184,68.5,1,0.8,0.2,0.2,2,22,0,0,25,passing,ARG,DF,28,1992,12.3,677,73,317,347,17,12,674,1,1,100.0,0,0.0,308,1668,767,4,0,0,4,2,340,0,possession
ESP-La Liga,2020,Huesca,Eugeni Valderrama,ESP,"MF,FW",26,1994,3,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,standard,ESP,"MF,FW",26,1994,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,"MF,FW",26,1994,1.3,0,0,0,0,3,0,4,5,2,0,0,0,7,1,0,100.0,misc,ESP,"MF,FW",26,1994,1.3,2,2,1,0,1,0,1,0.0,1,0,0,0,5,7,3,0,defense,ESP,"MF,FW",26,1994,1.3,67,81,82.7,1130,341,33,34,97.1,27,32,84.4,7,12,58.3,0,0.2,0.1,-0.2,2,3,0,0,4,passing,ESP,"MF,FW",26,1994,1.3,91,5,19,60,13,0,91,0,0,,0,,56,282,128,0,1,0,0,2,66,1,possession
ESP-La Liga,2020,Osasuna,Ezequiel Ávila,ARG,"FW,MF",26,1994,8,2,202,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,6,9,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,standard,ARG,"FW,MF",26,1994,2.2,0,8,2,25.0,3.56,0.89,0.0,0.0,22.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,shooting,ARG,"FW,MF",26,1994,2.2,0,0,0,4,5,2,2,1,2,0,0,0,9,3,6,33.3,misc,ARG,"FW,MF",26,1994,2.2,6,2,3,1,2,2,4,50.0,2,1,0,1,1,7,0,0,defense,ARG,"FW,MF",26,1994,2.2,31,54,57.4,576,162,12,20,60.0,13,19,68.4,4,8,50.0,0,0.0,0.1,0.0,0,3,3,0,6,passing,ARG,"FW,MF",26,1994,2.2,76,0,9,35,32,5,76,2,0,0.0,2,100.0,37,179,79,1,1,0,1,7,59,9,possession
ESP-La Liga,2020,Eibar,Eñaut Mendía,ESP,FW,21,1999,1,1,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard,ESP,FW,21,1999,0.7,0,1,0,0.0,1.48,0.0,0.0,,27.0,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,ESP,FW,21,1999,0.7,1,0,0,3,0,1,2,0,1,0,1,0,3,0,0,,misc,ESP,FW,21,1999,0.7,2,1,2,0,0,1,2,50.0,1,1,1,0,0,2,0,0,defense,ESP,FW,21,1999,0.7,4,11,36.4,62,15,3,5,60.0,1,4,25.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing,ESP,FW,21,1999,0.7,17,0,6,6,6,1,17,0,0,,0,,8,38,27,0,0,0,1,3,11,5,possession
ESP-La Liga,2020,Valladolid,Fabián Orellana,CHI,"MF,FW",34,1986,30,27,2138,23.8,6,2,8,2,4,4,5,0,6.0,2.8,3.5,6.3,67,77,148,0.25,0.08,0.34,0.08,0.17,0.25,0.15,0.4,0.12,0.27,standard,CHI,"MF,FW",34,1986,23.8,6,26,12,46.2,1.09,0.51,0.08,0.17,20.0,1,4,4,6.0,2.8,0.11,0.0,-0.8,shooting,CHI,"MF,FW",34,1986,23.8,5,0,0,26,57,5,95,15,19,0,0,0,139,8,48,14.3,misc,CHI,"MF,FW",34,1986,23.8,33,19,12,14,7,12,55,21.8,43,18,0,18,15,48,9,0,defense,CHI,"MF,FW",34,1986,23.8,572,796,71.9,9604,2228,294,351,83.8,186,247,75.3,65,125,52.0,2,3.5,3.8,-1.5,32,38,31,12,77,passing,CHI,"MF,FW",34,1986,23.8,1064,12,136,431,515,67,1060,70,29,41.4,41,58.6,615,3763,1894,67,54,18,50,59,698,148,possession
ESP-La Liga,2020,Celta Vigo,Facundo Ferreyra,ARG,FW,29,1991,13,2,300,3.3,1,0,1,1,0,0,5,1,1.5,1.5,0.0,1.5,1,2,10,0.3,0.0,0.3,0.3,0.3,0.46,0.0,0.46,0.46,0.46,standard,ARG,FW,29,1991,3.3,1,7,2,28.6,2.1,0.6,0.14,0.5,12.5,0,0,0,1.5,1.5,0.22,-0.5,-0.5,shooting,ARG,FW,29,1991,3.3,5,1,1,22,6,1,1,2,3,0,0,0,5,10,13,43.5,misc,ARG,FW,29,1991,3.3,4,3,1,2,1,0,2,0.0,2,5,0,5,2,6,2,0,defense,ARG,FW,29,1991,3.3,33,50,66.0,410,65,22,30,73.3,4,7,57.1,3,3,100.0,0,0.0,0.0,0.0,0,1,0,0,2,passing,ARG,FW,29,1991,3.3,86,2,9,39,39,12,86,1,0,0.0,1,100.0,33,89,33,1,1,1,5,7,54,10,possession
ESP-La Liga,2020,Alavés,Facundo Pellistri,URU,"MF,FW",18,2001,12,5,542,6.0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.6,21,8,32,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,standard,URU,"MF,FW",18,2001,6.0,0,5,2,40.0,0.83,0.33,0.0,0.0,21.5,0,0,0,0.6,0.6,0.11,-0.6,-0.6,shooting,URU,"MF,FW",18,2001,6.0,0,0,0,6,9,1,13,4,5,0,0,0,23,8,12,40.0,misc,URU,"MF,FW",18,2001,6.0,8,5,2,4,2,3,13,23.1,10,0,0,0,4,12,3,0,defense,URU,"MF,FW",18,2001,6.0,73,120,60.8,915,216,54,75,72.0,14,29,48.3,1,1,100.0,0,0.1,0.1,-0.1,2,3,3,1,8,passing,URU,"MF,FW",18,2001,6.0,176,2,31,79,72,11,176,23,15,65.2,8,34.8,120,1079,526,21,11,7,18,17,120,32,possession
ESP-La Liga,2020,Osasuna,Facundo Roncaglia,ARG,DF,33,1987,17,14,1232,13.7,1,1,2,1,0,0,3,1,0.5,0.5,0.5,1.0,12,33,24,0.07,0.07,0.15,0.07,0.15,0.04,0.04,0.07,0.04,0.07,standard,ARG,DF,33,1987,13.7,1,13,2,15.4,0.95,0.15,0.08,0.5,25.0,0,0,0,0.5,0.5,0.04,0.5,0.5,shooting,ARG,DF,33,1987,13.7,3,1,1,15,6,0,21,25,14,0,1,0,95,31,19,62.0,misc,ARG,DF,33,1987,13.7,25,14,14,11,0,11,20,55.0,9,11,6,5,25,50,26,0,defense,ARG,DF,33,1987,13.7,385,561,68.6,7451,3179,160,192,83.3,161,224,71.9,60,120,50.0,1,0.5,0.3,0.5,5,34,5,3,33,passing,ARG,DF,33,1987,13.7,681,45,275,314,102,8,681,8,6,75.0,2,25.0,280,1432,656,12,11,0,13,5,267,24,possession
ESP-La Liga,2020,Cádiz,Fali,ESP,"DF,MF",26,1993,34,29,2637,29.3,0,0,0,0,0,0,11,0,0.7,0.7,0.6,1.3,10,68,12,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,ESP,"DF,MF",26,1993,29.3,0,10,2,20.0,0.34,0.07,0.0,0.0,13.0,1,0,0,0.7,0.7,0.07,-0.7,-0.7,shooting,ESP,"DF,MF",26,1993,29.3,11,0,0,20,23,0,19,32,25,0,1,0,109,36,37,49.3,misc,ESP,"DF,MF",26,1993,29.3,42,25,24,15,3,16,37,43.2,21,28,15,13,32,74,119,0,defense,ESP,"DF,MF",26,1993,29.3,505,731,69.1,10976,3814,157,192,81.8,232,289,80.3,105,228,46.1,0,0.6,1.3,-0.6,8,54,9,3,68,passing,ESP,"DF,MF",26,1993,29.3,995,161,424,484,96,19,995,5,4,80.0,1,20.0,418,1764,859,10,12,2,11,4,470,12,possession
ESP-La Liga,2020,Valladolid,Fede San Emeterio,ESP,MF,23,1997,24,17,1460,16.2,0,0,0,0,0,0,7,0,0.1,0.1,0.1,0.2,0,34,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,standard,ESP,MF,23,1997,16.2,0,3,0,0.0,0.18,0.0,0.0,,22.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,ESP,MF,23,1997,16.2,7,0,0,39,17,0,2,28,14,0,1,0,75,26,39,40.0,misc,ESP,MF,23,1997,16.2,25,14,15,7,3,11,31,35.5,20,23,8,15,28,53,33,0,defense,ESP,MF,23,1997,16.2,426,544,78.3,6696,1863,217,259,83.8,147,173,85.0,37,69,53.6,0,0.1,0.2,-0.1,4,38,2,1,34,passing,ESP,MF,23,1997,16.2,690,53,224,401,67,3,690,3,3,100.0,0,0.0,263,852,245,0,4,1,5,4,375,0,possession
ESP-La Liga,2020,Granada,Fede Vico,ESP,"MF,FW",26,1994,20,9,767,8.5,0,0,0,0,0,0,1,0,0.7,0.7,1.0,1.8,28,29,46,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,standard,ESP,"MF,FW",26,1994,8.5,0,10,4,40.0,1.17,0.47,0.0,0.0,20.8,2,0,0,0.7,0.7,0.07,-0.7,-0.7,shooting,ESP,"MF,FW",26,1994,8.5,1,0,0,3,15,2,39,12,6,0,0,0,43,4,8,33.3,misc,ESP,"MF,FW",26,1994,8.5,10,6,5,5,0,3,10,30.0,7,15,1,14,12,22,5,0,defense,ESP,"MF,FW",26,1994,8.5,213,323,65.9,3093,916,128,159,80.5,54,82,65.9,18,59,30.5,0,1.0,1.0,-1.0,8,22,8,2,29,passing,ESP,"MF,FW",26,1994,8.5,419,6,69,196,161,13,419,21,12,57.1,9,42.9,237,1569,783,28,17,8,21,18,265,46,possession
ESP-La Liga,2020,Real Madrid,Federico Valverde,URU,MF,22,1998,24,15,1330,14.8,3,1,4,3,0,0,0,0,2.3,2.3,3.1,5.4,41,96,54,0.2,0.07,0.27,0.2,0.27,0.15,0.21,0.36,0.15,0.36,standard,URU,MF,22,1998,14.8,3,22,8,36.4,1.49,0.54,0.14,0.38,22.0,0,0,0,2.3,2.3,0.1,0.7,0.7,shooting,URU,MF,22,1998,14.8,0,0,0,12,9,2,20,22,16,0,0,0,80,10,8,55.6,misc,URU,MF,22,1998,14.8,25,16,9,8,8,10,26,38.5,16,16,2,14,22,47,4,0,defense,URU,MF,22,1998,14.8,673,777,86.6,10927,2743,347,375,92.5,211,244,86.5,70,87,80.5,1,3.1,2.9,-2.1,22,69,11,2,96,passing,URU,MF,22,1998,14.8,904,6,104,472,341,31,904,28,23,82.1,5,17.9,564,3531,1877,41,34,5,19,7,682,54,possession
ESP-La Liga,2020,Atlético Madrid,Felipe,BRA,DF,31,1989,31,23,2057,22.9,0,0,0,0,0,0,8,0,1.5,1.5,0.3,1.8,5,36,3,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,standard,BRA,DF,31,1989,22.9,0,12,2,16.7,0.53,0.09,0.0,0.0,9.8,0,0,0,1.5,1.5,0.12,-1.5,-1.5,shooting,BRA,DF,31,1989,22.9,8,0,0,29,14,0,1,36,17,0,0,1,126,75,26,74.3,misc,BRA,DF,31,1989,22.9,29,17,19,10,0,18,23,78.3,5,30,15,15,36,65,128,2,defense,BRA,DF,31,1989,22.9,889,1054,84.3,16048,5921,336,377,89.1,438,498,88.0,87,138,63.0,0,0.3,0.5,-0.3,4,26,0,0,36,passing,BRA,DF,31,1989,22.9,1301,185,669,603,39,24,1301,3,3,100.0,0,0.0,701,3635,1638,5,2,0,3,1,753,3,possession
