league,season,team,player,nation,pos,age,born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type
FRA-Ligue 1,2021,Rennes,Brandon Soppy,FRA,DF,18,2002,6.2,321,407,78.9,5010,1775,177,198,89.4,126,160,78.8,17,37,45.9,0,0.2,0.8,-0.2,2,20,6,4,24,passing
FRA-Ligue 1,2021,Rennes,Clément Grenier,FRA,"MF,FW",29,1991,12.0,717,905,79.2,11958,2984,387,440,88.0,226,272,83.1,82,138,59.4,3,2.2,2.0,0.8,25,73,8,1,90,passing
FRA-Ligue 1,2021,Rennes,Dalbert Henrique,BRA,DF,26,1993,4.1,237,279,84.9,4166,1535,117,132,88.6,96,107,89.7,24,35,68.6,1,0.4,0.2,0.6,4,17,3,1,15,passing
FRA-Ligue 1,2021,Rennes,Damien Da Silva,FRA,DF,32,1988,29.6,1784,2037,87.6,37006,13770,534,573,93.2,1006,1078,93.3,235,355,66.2,0,0.3,0.6,-0.3,5,142,5,1,145,passing
FRA-Ligue 1,2021,Rennes,Daniele Rugani,ITA,DF,26,1994,1.0,57,65,87.7,1093,450,14,15,93.3,41,43,95.3,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,2,passing
FRA-Ligue 1,2021,Rennes,Edouard Mendy,SEN,GK,28,1992,1.0,24,29,82.8,659,488,5,5,100.0,10,10,100.0,9,14,64.3,0,0.0,0.0,0.0,1,1,0,0,0,passing
FRA-Ligue 1,2021,Rennes,Eduardo Camavinga,FRA,MF,17,2002,26.7,1425,1604,88.8,23116,5441,702,763,92.0,595,652,91.3,92,113,81.4,2,1.8,1.4,0.2,21,150,12,1,185,passing
FRA-Ligue 1,2021,Rennes,Faitout Maouassa,FRA,DF,22,1998,13.0,640,813,78.7,10524,3238,354,404,87.6,230,285,80.7,51,96,53.1,1,0.9,1.2,0.1,10,44,15,9,58,passing
FRA-Ligue 1,2021,Rennes,Flavien Tait,FRA,"MF,FW",27,1993,15.2,673,813,82.8,11609,2779,325,373,87.1,248,286,86.7,77,103,74.8,3,2.2,2.6,0.8,21,78,16,0,104,passing
FRA-Ligue 1,2021,Rennes,Georginio Rutter,FRA,"FW,MF",18,2002,0.5,9,14,64.3,125,1,5,8,62.5,3,3,100.0,1,1,100.0,0,0.0,0.1,0.0,0,1,0,0,0,passing
FRA-Ligue 1,2021,Rennes,Gerzino Nyamsi,FRA,DF,23,1997,9.7,574,657,87.4,11193,4127,192,207,92.8,322,347,92.8,57,93,61.3,0,0.1,0.2,-0.1,1,32,1,0,38,passing
FRA-Ligue 1,2021,Rennes,Hamari Traoré,MLI,DF,28,1992,33.3,2016,2452,82.2,34780,10980,916,1032,88.8,925,1063,87.0,159,271,58.7,1,3.1,4.2,-2.1,35,183,52,21,204,passing
FRA-Ligue 1,2021,Rennes,James Lea Siliki,CMR,MF,24,1996,2.8,118,151,78.1,2033,482,66,77,85.7,38,49,77.6,14,21,66.7,0,0.0,0.2,0.0,1,16,3,0,20,passing
FRA-Ligue 1,2021,Rennes,Jeremy Doku,BEL,"MF,FW",18,2002,25.7,773,969,79.8,11217,2548,474,549,86.3,246,294,83.7,35,56,62.5,3,2.9,4.7,0.1,41,42,49,12,106,passing
FRA-Ligue 1,2021,Rennes,Jonas Martin,FRA,MF,30,1990,5.4,340,383,88.8,5079,1305,183,197,92.9,132,143,92.3,15,21,71.4,0,0.1,0.2,-0.1,3,29,3,1,26,passing
FRA-Ligue 1,2021,Rennes,Lesley Ugochukwu,FRA,MF,16,2004,0.7,36,38,94.7,652,144,11,12,91.7,21,21,100.0,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,1,passing
FRA-Ligue 1,2021,Rennes,M'Baye Niang,SEN,FW,25,1994,4.7,52,80,65.0,574,39,37,53,69.8,9,15,60.0,0,0,,0,0.1,0.1,-0.1,2,0,0,0,0,passing
FRA-Ligue 1,2021,Rennes,Martin Terrier,FRA,"FW,MF",23,1997,27.1,626,796,78.6,8597,1521,379,453,83.7,180,222,81.1,29,36,80.6,7,3.6,4.2,3.4,40,36,19,3,64,passing
FRA-Ligue 1,2021,Rennes,Matthis Abline,FRA,FW,17,2003,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Rennes,Nayef Aguerd,MAR,DF,24,1996,35.0,2449,2712,90.3,45688,18953,976,1021,95.6,1198,1282,93.4,251,365,68.8,1,0.7,0.7,0.3,5,126,1,0,136,passing
FRA-Ligue 1,2021,Rennes,Raphinha,BRA,"FW,MF",23,1996,4.5,89,139,64.0,1576,500,39,49,79.6,39,51,76.5,9,27,33.3,2,0.9,0.8,1.1,9,12,5,1,12,passing
FRA-Ligue 1,2021,Rennes,Romain Del Castillo,FRA,"MF,FW",24,1996,7.2,267,374,71.4,4225,1157,137,171,80.1,102,132,77.3,19,41,46.3,5,2.7,2.5,2.3,19,19,12,6,41,passing
FRA-Ligue 1,2021,Rennes,Romain Salin,FRA,GK,36,1984,15.0,405,547,74.0,11081,8528,69,69,100.0,210,212,99.1,124,264,47.0,0,0.0,0.0,0.0,0,6,0,0,1,passing
FRA-Ligue 1,2021,Rennes,Sacha Boey,FRA,DF,19,2000,1.4,75,88,85.2,1226,361,38,44,86.4,26,30,86.7,8,9,88.9,0,0.1,0.2,-0.1,1,1,1,1,5,passing
FRA-Ligue 1,2021,Rennes,Serhou Guirassy,GUI,FW,24,1996,19.6,371,492,75.4,5291,744,219,271,80.8,98,134,73.1,26,33,78.8,1,2.7,2.0,-1.7,27,24,7,0,36,passing
FRA-Ligue 1,2021,Rennes,Steven Nzonzi,FRA,MF,31,1988,32.3,2662,2909,91.5,44183,13955,1299,1382,94.0,1098,1178,93.2,198,249,79.5,1,0.9,1.6,0.1,12,292,6,1,274,passing
FRA-Ligue 1,2021,Rennes,Yann Gboho,FRA,"MF,FW",19,2001,3.4,89,117,76.1,1148,245,59,67,88.1,25,33,75.8,1,2,50.0,0,0.2,0.3,-0.2,5,4,6,0,13,passing
FRA-Ligue 1,2021,Saint-Étienne,Abdoulaye Sidibé,FRA,MF,18,2002,0.1,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Saint-Étienne,Adil Aouchiche,FRA,"MF,FW",18,2002,19.2,571,818,69.8,10069,3336,307,364,84.3,152,213,71.4,85,181,47.0,5,5.8,4.0,-0.8,59,57,25,7,87,passing
FRA-Ligue 1,2021,Saint-Étienne,Aimen Moueffek,FRA,"DF,MF",19,2001,8.3,270,370,73.0,4426,1548,136,167,81.4,108,134,80.6,19,38,50.0,0,0.4,0.1,-0.4,8,18,6,0,33,passing
FRA-Ligue 1,2021,Saint-Étienne,Anthony Modeste,FRA,"FW,MF",32,1988,3.3,32,55,58.2,392,54,19,30,63.3,9,16,56.3,1,2,50.0,0,0.2,0.0,-0.2,3,4,0,0,4,passing
FRA-Ligue 1,2021,Saint-Étienne,Arnaud Nordin,FRA,"MF,FW",22,1998,19.7,382,513,74.5,6395,1397,181,224,80.8,141,176,80.1,39,70,55.7,4,2.9,2.3,1.1,23,24,17,6,46,passing
FRA-Ligue 1,2021,Saint-Étienne,Assane Dioussé,SEN,DF,22,1997,0.0,1,1,100.0,9,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Saint-Étienne,Baptiste Gabard,FRA,MF,20,2000,1.5,44,57,77.2,599,197,24,28,85.7,15,18,83.3,1,1,100.0,0,0.1,0.0,-0.1,1,4,1,0,3,passing
FRA-Ligue 1,2021,Saint-Étienne,Bilal Benkhedim,FRA,FW,19,2001,0.8,32,48,66.7,524,66,19,23,82.6,9,15,60.0,3,8,37.5,0,0.1,0.0,-0.1,1,0,0,0,1,passing
FRA-Ligue 1,2021,Saint-Étienne,Charles Abi,FRA,"FW,MF",20,2000,10.1,128,202,63.4,1703,317,81,111,73.0,27,44,61.4,9,17,52.9,2,0.3,0.3,1.7,6,11,6,0,21,passing
FRA-Ligue 1,2021,Saint-Étienne,Denis Bouanga,GAB,"MF,FW",25,1994,30.2,506,794,63.7,7494,1972,300,398,75.4,136,209,65.1,43,112,38.4,4,3.1,3.1,0.9,24,28,16,5,51,passing
FRA-Ligue 1,2021,Saint-Étienne,Etienne Green,ENG,GK,20,2000,8.0,135,219,61.6,4516,3632,22,22,100.0,54,54,100.0,59,142,41.5,0,0.0,0.0,0.0,0,2,0,0,0,passing
FRA-Ligue 1,2021,Saint-Étienne,Gabriel Silva,BRA,DF,29,1991,3.9,185,227,81.5,3146,960,91,99,91.9,75,91,82.4,14,24,58.3,0,0.2,0.3,-0.2,3,16,5,5,9,passing
FRA-Ligue 1,2021,Saint-Étienne,Harold Moukoudi,CMR,DF,22,1997,25.3,1033,1166,88.6,20533,6961,309,335,92.2,595,645,92.2,117,162,72.2,1,0.9,0.3,0.1,6,45,0,0,63,passing
FRA-Ligue 1,2021,Saint-Étienne,Jean-Philippe Krasso,CIV,FW,23,1997,2.5,26,42,61.9,311,69,13,20,65.0,9,13,69.2,0,1,0.0,0,0.1,0.0,-0.1,2,3,2,0,6,passing
FRA-Ligue 1,2021,Saint-Étienne,Jessy Moulin,FRA,GK,34,1986,29.0,632,879,71.9,17957,12833,76,76,100.0,336,346,97.1,217,450,48.2,0,0.0,0.0,0.0,0,8,0,0,0,passing
FRA-Ligue 1,2021,Saint-Étienne,Kévin Monnet-Paquet,FRA,"MF,FW",31,1988,6.3,148,226,65.5,1858,461,99,125,79.2,39,53,73.6,3,10,30.0,0,0.3,0.3,-0.3,4,9,2,1,11,passing
FRA-Ligue 1,2021,Saint-Étienne,Lucas Gourna-Douath,FRA,MF,16,2003,14.7,532,611,87.1,8793,2129,248,277,89.5,221,243,90.9,42,56,75.0,0,0.1,0.2,-0.1,2,41,1,0,50,passing
FRA-Ligue 1,2021,Saint-Étienne,Mahdi Camara,FRA,"MF,DF",22,1998,36.6,1422,1669,85.2,22984,6506,710,794,89.4,539,595,90.6,117,166,70.5,2,1.3,1.7,0.7,24,105,24,12,141,passing
FRA-Ligue 1,2021,Saint-Étienne,Marvin Tshibuabua,FRA,DF,18,2002,0.5,13,18,72.2,297,125,2,2,100.0,9,11,81.8,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Saint-Étienne,Mathieu Debuchy,FRA,DF,35,1985,23.4,909,1267,71.7,14644,6942,509,588,86.6,292,404,72.3,86,197,43.7,1,1.5,1.0,-0.5,18,71,28,17,80,passing
FRA-Ligue 1,2021,Saint-Étienne,Mathys Saban,FRA,FW,18,2002,0.1,3,3,100.0,36,4,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,passing
FRA-Ligue 1,2021,Saint-Étienne,Maxence Rivera,FRA,"MF,FW",18,2002,2.7,79,108,73.1,1293,317,40,48,83.3,31,41,75.6,6,13,46.2,0,0.1,0.1,-0.1,2,6,2,2,9,passing
FRA-Ligue 1,2021,Saint-Étienne,Miguel Trauco,PER,DF,27,1992,22.6,1083,1432,75.6,18014,8760,558,621,89.9,410,525,78.1,91,205,44.4,2,3.1,2.8,-1.1,30,86,30,14,90,passing
FRA-Ligue 1,2021,Saint-Étienne,Nelson Sissoko,FRA,DF,23,1997,5.3,201,282,71.3,3647,1322,93,110,84.5,79,105,75.2,27,51,52.9,0,0.1,0.1,-0.1,2,18,0,0,19,passing
FRA-Ligue 1,2021,Saint-Étienne,Panagiotis Retsos,GRE,DF,21,1998,3.0,156,185,84.3,2733,966,69,78,88.5,67,82,81.7,17,21,81.0,0,0.1,0.0,-0.1,2,10,0,0,6,passing
FRA-Ligue 1,2021,Saint-Étienne,Pape Abou Cissé,SEN,DF,24,1995,14.0,521,681,76.5,11246,4984,159,187,85.0,262,307,85.3,93,169,55.0,0,0.1,0.1,-0.1,3,31,1,0,31,passing
FRA-Ligue 1,2021,Saint-Étienne,Rayan Souici,FRA,DF,22,1998,0.1,8,9,88.9,162,96,3,3,100.0,5,6,83.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Saint-Étienne,Romain Hamouma,FRA,"FW,MF",33,1987,19.7,429,640,67.0,6466,1687,218,277,78.7,120,172,69.8,45,104,43.3,1,3.5,2.5,-2.5,33,30,16,2,59,passing
FRA-Ligue 1,2021,Saint-Étienne,Ryad Boudebouz,ALG,"MF,FW",30,1990,7.2,344,467,73.7,6230,1864,160,185,86.5,120,154,77.9,50,89,56.2,1,2.8,2.0,-1.8,22,32,12,5,49,passing
FRA-Ligue 1,2021,Saint-Étienne,Saidou Sow,GUI,DF,18,2002,11.1,483,589,82.0,9399,3650,161,172,93.6,262,292,89.7,56,101,55.4,0,0.1,0.1,-0.1,2,19,1,0,22,passing
FRA-Ligue 1,2021,Saint-Étienne,Stefan Bajic,FRA,GK,18,2001,1.0,23,37,62.2,650,391,4,4,100.0,12,12,100.0,7,21,33.3,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Saint-Étienne,Timothée Kolodziejczak,FRA,DF,28,1991,22.6,1116,1354,82.4,21251,9199,412,465,88.6,569,639,89.0,124,209,59.3,0,0.4,0.8,-0.4,3,65,2,2,89,passing
FRA-Ligue 1,2021,Saint-Étienne,Tyron Tormin,FRA,"FW,MF",19,2001,0.2,8,9,88.9,105,16,7,7,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Saint-Étienne,Wahbi Khazri,TUN,FW,29,1991,13.1,252,373,67.6,4310,1322,120,159,75.5,84,116,72.4,31,57,54.4,1,1.5,0.9,-0.5,20,38,12,3,56,passing
FRA-Ligue 1,2021,Saint-Étienne,Wesley Fofana,FRA,DF,19,2000,3.5,149,184,81.0,2863,1144,49,59,83.1,84,89,94.4,16,30,53.3,0,0.0,0.0,0.0,1,6,0,0,8,passing
FRA-Ligue 1,2021,Saint-Étienne,Yanis Lhery,FRA,MF,17,2003,0.3,1,4,25.0,15,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Saint-Étienne,Yann M'Vila,FRA,MF,30,1990,0.2,13,15,86.7,232,68,7,7,100.0,5,7,71.4,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2,passing
FRA-Ligue 1,2021,Saint-Étienne,Yvan Neyou,CMR,MF,23,1997,27.1,1118,1301,85.9,18166,4640,545,608,89.6,442,502,88.0,83,124,66.9,2,2.2,1.8,-0.2,15,106,7,2,118,passing
FRA-Ligue 1,2021,Saint-Étienne,Yvann Macon,FRA,DF,21,1998,6.0,233,317,73.5,3461,1498,145,163,89.0,68,95,71.6,16,42,38.1,1,0.1,0.1,0.9,1,13,1,1,17,passing
FRA-Ligue 1,2021,Saint-Étienne,Zaydou Youssouf,COM,MF,21,1999,13.7,389,494,78.7,7335,1895,172,186,92.5,144,180,80.0,59,108,54.6,1,0.6,0.6,0.4,10,27,11,3,48,passing
FRA-Ligue 1,2021,Strasbourg,Abdul Majeed Waris,GHA,"FW,MF",28,1991,6.1,105,138,76.1,1346,205,66,77,85.7,29,35,82.9,3,10,30.0,0,0.1,0.3,-0.1,1,2,2,1,9,passing
FRA-Ligue 1,2021,Strasbourg,Adrien Thomasson,FRA,"MF,FW",26,1993,29.2,861,1132,76.1,13438,2933,451,550,82.0,296,374,79.1,68,97,70.1,1,4.0,4.1,-3.0,36,70,23,5,99,passing
FRA-Ligue 1,2021,Strasbourg,Alexander Djiku,GHA,"DF,MF",25,1994,28.4,1134,1351,83.9,24532,9351,264,296,89.2,671,741,90.6,182,269,67.7,0,0.6,0.6,-0.6,4,70,1,0,83,passing
FRA-Ligue 1,2021,Strasbourg,Anthony Caci,FRA,DF,23,1997,31.1,1464,1921,76.2,28156,11238,624,714,87.4,591,727,81.3,220,383,57.4,2,2.5,2.7,-0.5,19,131,30,17,159,passing
FRA-Ligue 1,2021,Strasbourg,Bingourou Kamara,SEN,GK,23,1996,8.0,164,245,66.9,5283,4490,25,25,100.0,63,63,100.0,75,156,48.1,0,0.0,0.0,0.0,0,3,0,0,0,passing
FRA-Ligue 1,2021,Strasbourg,Dimitri Liénard,FRA,MF,32,1988,20.3,860,1151,74.7,17566,5273,362,393,92.1,301,376,80.1,174,323,53.9,4,4.8,4.8,-0.8,40,92,32,17,111,passing
FRA-Ligue 1,2021,Strasbourg,Dion Moise Sahi,CIV,"FW,MF",18,2001,1.0,23,32,71.9,286,53,15,22,68.2,7,7,100.0,0,0,,0,0.1,0.0,-0.1,2,2,1,0,2,passing
FRA-Ligue 1,2021,Strasbourg,Eiji Kawashima,JPN,GK,37,1983,24.0,487,712,68.4,17583,14857,48,48,100.0,187,188,99.5,249,471,52.9,0,0.0,0.0,0.0,0,10,0,0,0,passing
FRA-Ligue 1,2021,Strasbourg,Frederic Guilbert,FRA,DF,25,1994,12.4,444,657,67.6,8872,3707,169,203,83.3,191,253,75.5,73,155,47.1,4,1.7,2.3,2.3,13,34,16,13,51,passing
FRA-Ligue 1,2021,Strasbourg,Habib Diallo,SEN,FW,25,1995,25.8,371,563,65.9,5893,1220,204,278,73.4,114,165,69.1,35,52,67.3,3,2.4,2.6,0.6,20,21,18,3,39,passing
FRA-Ligue 1,2021,Strasbourg,Ibrahima Sissoko,MLI,MF,22,1997,28.7,885,1111,79.7,16727,5069,361,421,85.7,389,442,88.0,116,186,62.4,0,0.3,0.9,-0.3,6,108,13,4,128,passing
FRA-Ligue 1,2021,Strasbourg,Idriss Saadi,ALG,"MF,FW",28,1992,1.4,17,26,65.4,223,14,9,11,81.8,7,11,63.6,0,2,0.0,0,0.3,0.3,-0.3,2,0,0,0,0,passing
FRA-Ligue 1,2021,Strasbourg,Ismael Aaneba,FRA,DF,21,1999,0.1,1,1,100.0,38,8,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Strasbourg,Jean-Eudes Aholou,CIV,MF,26,1994,23.8,701,851,82.4,11805,2947,324,367,88.3,283,341,83.0,68,93,73.1,2,1.3,0.8,0.7,7,59,9,1,92,passing
FRA-Ligue 1,2021,Strasbourg,Jean-Ricner Bellegarde,FRA,"MF,FW",22,1998,23.2,618,806,76.7,11359,2057,267,318,84.0,263,315,83.5,72,110,65.5,1,2.5,3.1,-1.5,19,41,16,7,68,passing
FRA-Ligue 1,2021,Strasbourg,Kenny Lala,MAD,DF,28,1991,20.4,806,1132,71.2,16309,5964,313,358,87.4,326,432,75.5,150,277,54.2,2,4.0,3.8,-2.0,28,63,27,12,88,passing
FRA-Ligue 1,2021,Strasbourg,Kévin Zohi,MLI,"FW,MF",23,1996,4.8,139,185,75.1,2075,464,83,96,86.5,42,53,79.2,9,21,42.9,0,0.6,0.3,-0.6,3,12,3,1,20,passing
FRA-Ligue 1,2021,Strasbourg,Lamine Koné,CIV,DF,31,1989,11.6,385,479,80.4,8666,3639,94,108,87.0,209,235,88.9,78,120,65.0,0,0.0,0.1,0.0,1,36,1,0,30,passing
FRA-Ligue 1,2021,Strasbourg,Lionel Carole,FRA,DF,29,1991,14.9,710,931,76.3,14068,5828,269,308,87.3,323,396,81.6,106,189,56.1,1,1.1,1.1,-0.1,11,64,15,9,69,passing
FRA-Ligue 1,2021,Strasbourg,Ludovic Ajorque,FRA,FW,26,1994,33.0,620,927,66.9,9736,1641,350,484,72.3,192,262,73.3,51,78,65.4,4,3.9,3.8,0.1,36,43,19,3,61,passing
FRA-Ligue 1,2021,Strasbourg,Mahame Siby,MLI,MF,24,1996,0.2,9,11,81.8,159,85,4,4,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,passing
FRA-Ligue 1,2021,Strasbourg,Matz Sels,BEL,GK,28,1992,6.0,108,174,62.1,3738,3078,15,15,100.0,38,38,100.0,55,121,45.5,0,0.0,0.0,0.0,0,1,1,0,0,passing
FRA-Ligue 1,2021,Strasbourg,Mehdi Chahiri,MAR,"FW,MF",24,1996,8.9,197,269,73.2,3013,934,97,119,81.5,75,94,79.8,13,29,44.8,0,1.0,1.0,-1.0,8,19,7,0,37,passing
FRA-Ligue 1,2021,Strasbourg,Mohamed Simakan,FRA,DF,20,2000,17.9,699,851,82.1,14910,5172,223,254,87.8,343,385,89.1,127,190,66.8,1,0.9,0.9,0.1,4,66,10,1,73,passing
FRA-Ligue 1,2021,Strasbourg,Sanjin Prcić,BIH,MF,26,1993,3.9,200,244,82.0,4073,1260,74,82,90.2,84,94,89.4,36,54,66.7,1,0.5,0.6,0.5,7,22,6,4,34,passing
FRA-Ligue 1,2021,Strasbourg,Stefan Mitrović,SRB,DF,30,1990,30.9,1112,1275,87.2,24066,9066,274,300,91.3,652,701,93.0,175,250,70.0,0,0.3,0.4,-0.3,5,42,3,0,48,passing
