league,season,team,player,nation,pos,age,born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type
ENG-Premier League,2021,Burnley,Dwight McNeil,ENG,MF,20,1999,34.1,1,0,0,11,40,2,242,32,24,0,0,0,216,18,26,40.9,misc
ENG-Premier League,2021,Burnley,Erik Pieters,NED,"DF,MF",31,1988,14.1,1,0,0,26,21,1,19,12,21,1,0,1,74,13,9,59.1,misc
ENG-Premier League,2021,Burnley,Jack Cork,ENG,MF,31,1989,15.0,2,0,0,21,12,0,5,16,10,0,0,0,89,32,28,53.3,misc
ENG-Premier League,2021,Burnley,James Tarkowski,ENG,DF,27,1992,36.0,6,0,0,27,29,3,6,44,39,0,0,0,160,165,71,69.9,misc
ENG-Premier League,2021,Burnley,Jay Rodriguez,ENG,FW,31,1989,14.1,3,0,0,31,18,14,4,2,16,0,0,0,56,42,73,36.5,misc
ENG-Premier League,2021,Burnley,Jimmy Dunne,IRL,DF,22,1997,3.0,1,0,0,2,3,0,0,6,3,0,0,0,23,23,6,79.3,misc
ENG-Premier League,2021,Burnley,Joel Mumbongo,SWE,FW,21,1999,0.4,1,0,0,1,2,1,0,0,0,0,0,0,2,0,2,0.0,misc
ENG-Premier League,2021,Burnley,Josh Benson,ENG,MF,20,1999,2.9,0,0,0,4,1,0,5,3,1,0,1,0,18,2,4,33.3,misc
ENG-Premier League,2021,Burnley,Josh Brownhill,ENG,MF,24,1995,31.3,2,0,0,36,32,2,17,69,27,0,0,0,195,63,53,54.3,misc
ENG-Premier League,2021,Burnley,Jóhann Berg Guðmundsson,ISL,MF,29,1990,15.1,2,0,0,11,16,1,31,17,11,0,0,0,81,19,27,41.3,misc
ENG-Premier League,2021,Burnley,Kevin Long,IRL,DF,29,1990,7.1,2,0,0,7,2,0,1,6,6,0,0,0,40,18,21,46.2,misc
ENG-Premier League,2021,Burnley,Lewis Richardson,ENG,"FW,MF",17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,misc
ENG-Premier League,2021,Burnley,Matthew Lowton,ENG,DF,31,1989,34.0,5,0,0,19,13,0,84,56,32,0,0,0,196,33,23,58.9,misc
ENG-Premier League,2021,Burnley,Matěj Vydra,CZE,FW,28,1992,15.2,0,0,0,6,13,12,3,6,5,0,0,0,41,35,89,28.2,misc
ENG-Premier League,2021,Burnley,Nick Pope,ENG,GK,28,1992,32.0,1,0,0,2,5,0,0,2,1,0,2,0,40,7,4,63.6,misc
ENG-Premier League,2021,Burnley,Phil Bardsley,SCO,DF,35,1985,3.0,2,0,0,8,4,0,10,6,5,0,0,0,14,6,2,75.0,misc
ENG-Premier League,2021,Burnley,Robbie Brady,IRL,MF,28,1992,11.7,3,0,0,21,9,1,43,9,15,0,0,0,80,19,21,47.5,misc
ENG-Premier League,2021,Burnley,Will Norris,ENG,GK,26,1993,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,misc
ENG-Premier League,2021,Chelsea,Andreas Christensen,DEN,DF,24,1996,15.2,2,1,0,9,7,0,0,20,6,0,0,0,85,38,18,67.9,misc
ENG-Premier League,2021,Chelsea,Antonio Rüdiger,GER,DF,27,1993,19.0,0,0,0,16,11,1,3,18,23,0,0,1,119,42,20,67.7,misc
ENG-Premier League,2021,Chelsea,Ben Chilwell,ENG,DF,23,1996,25.4,3,0,0,23,41,8,136,24,22,0,0,0,122,38,33,53.5,misc
ENG-Premier League,2021,Chelsea,Billy Gilmour,SCO,MF,19,2001,2.9,0,0,0,2,2,0,2,3,2,0,1,0,11,2,2,50.0,misc
ENG-Premier League,2021,Chelsea,Callum Hudson-Odoi,ENG,"FW,DF",19,2000,11.8,0,0,0,11,8,5,58,6,15,0,0,0,47,1,9,10.0,misc
ENG-Premier League,2021,Chelsea,Christian Pulisic,USA,"FW,MF",21,1998,19.3,2,0,0,13,33,4,35,12,11,0,0,0,60,19,42,31.1,misc
ENG-Premier League,2021,Chelsea,César Azpilicueta,ESP,DF,30,1989,24.3,5,1,0,32,14,5,37,28,28,0,0,0,131,55,44,55.6,misc
ENG-Premier League,2021,Chelsea,Edouard Mendy,SEN,GK,28,1992,30.5,2,0,0,1,3,0,0,1,0,0,1,0,44,4,2,66.7,misc
ENG-Premier League,2021,Chelsea,Emerson Palmieri,ITA,DF,25,1994,1.0,0,0,0,3,0,0,2,1,3,0,0,0,7,3,0,100.0,misc
ENG-Premier League,2021,Chelsea,Fikayo Tomori,ENG,DF,22,1997,0.5,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,,misc
ENG-Premier League,2021,Chelsea,Hakim Ziyech,MAR,"MF,FW",27,1993,13.0,3,0,0,19,15,4,64,10,10,0,0,0,68,5,18,21.7,misc
ENG-Premier League,2021,Chelsea,Jorginho,ITA,MF,28,1991,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,misc
ENG-Premier League,2021,Chelsea,Kai Havertz,GER,"MF,FW",21,1999,16.9,2,0,0,27,15,7,11,4,9,2,0,0,71,28,32,46.7,misc
ENG-Premier League,2021,Chelsea,Kepa Arrizabalaga,ESP,GK,25,1994,6.5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,misc
ENG-Premier League,2021,Chelsea,Kurt Zouma,FRA,DF,25,1994,22.5,3,0,0,17,6,0,0,28,10,0,0,0,97,84,38,68.9,misc
ENG-Premier League,2021,Chelsea,Marcos Alonso,ESP,DF,29,1990,10.7,2,0,0,13,12,2,24,12,3,0,0,0,59,23,15,60.5,misc
ENG-Premier League,2021,Chelsea,Mason Mount,ENG,MF,21,1999,32.1,2,0,0,50,44,4,170,31,35,2,0,0,157,21,36,36.8,misc
ENG-Premier League,2021,Chelsea,Mateo Kovačić,CRO,MF,26,1994,20.2,4,0,0,16,30,0,6,15,28,0,0,0,121,11,12,47.8,misc
ENG-Premier League,2021,Chelsea,N'Golo Kanté,FRA,MF,29,1991,23.8,7,0,0,36,7,0,8,59,42,0,0,0,194,17,28,37.8,misc
ENG-Premier League,2021,Chelsea,Olivier Giroud,FRA,FW,33,1986,8.3,1,0,0,15,6,6,2,5,2,0,0,0,22,23,33,41.1,misc
ENG-Premier League,2021,Chelsea,Reece James,ENG,DF,20,1999,26.4,3,0,0,31,17,1,144,17,35,0,1,0,153,40,24,62.5,misc
ENG-Premier League,2021,Chelsea,Ross Barkley,ENG,"FW,MF",26,1993,0.5,0,0,0,2,2,1,0,0,0,0,0,0,6,2,1,66.7,misc
ENG-Premier League,2021,Chelsea,Ruben Loftus-Cheek,ENG,FW,24,1996,0.7,0,0,0,1,2,0,0,0,0,0,0,0,4,1,5,16.7,misc
ENG-Premier League,2021,Chelsea,Tammy Abraham,ENG,FW,22,1997,11.6,0,0,0,22,12,4,6,5,5,1,0,0,28,38,28,57.6,misc
ENG-Premier League,2021,Chelsea,Thiago Silva,BRA,DF,35,1984,21.5,5,1,1,13,16,0,3,33,12,0,0,0,133,47,27,63.5,misc
ENG-Premier League,2021,Chelsea,Timo Werner,GER,"FW,MF",24,1996,28.9,2,0,0,28,32,27,35,8,9,5,0,0,79,10,35,22.2,misc
ENG-Premier League,2021,Chelsea,Willy Caballero,ARG,GK,38,1981,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,misc
ENG-Premier League,2021,Crystal Palace,Andros Townsend,ENG,"MF,FW",29,1991,25.1,0,0,0,28,54,2,155,41,41,0,0,0,177,2,19,9.5,misc
ENG-Premier League,2021,Crystal Palace,Cheikhou Kouyaté,SEN,DF,30,1989,34.7,4,0,0,36,15,0,3,32,37,0,0,0,177,82,54,60.3,misc
ENG-Premier League,2021,Crystal Palace,Christian Benteke,BEL,FW,29,1990,20.2,3,1,1,35,20,14,3,4,7,0,0,0,45,204,154,57.0,misc
ENG-Premier League,2021,Crystal Palace,Eberechi Eze,ENG,MF,22,1998,28.4,3,0,0,18,72,1,86,24,14,0,0,0,178,12,29,29.3,misc
ENG-Premier League,2021,Crystal Palace,Gary Cahill,ENG,DF,34,1985,20.0,3,0,0,12,3,3,0,13,9,0,0,0,64,69,36,65.7,misc
ENG-Premier League,2021,Crystal Palace,Jack Butland,ENG,GK,27,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,misc
ENG-Premier League,2021,Crystal Palace,James McArthur,SCO,MF,32,1987,16.3,3,0,0,32,14,0,10,23,32,0,0,0,114,21,13,61.8,misc
ENG-Premier League,2021,Crystal Palace,James McCarthy,IRL,MF,29,1990,9.1,1,0,0,6,4,0,11,8,12,0,0,0,59,9,6,60.0,misc
ENG-Premier League,2021,Crystal Palace,James Tomkins,ENG,DF,31,1989,6.1,1,0,0,3,1,0,0,4,2,0,1,0,22,11,10,52.4,misc
ENG-Premier League,2021,Crystal Palace,Jaïro Riedewald,NED,MF,23,1996,20.2,4,0,0,21,6,0,2,29,15,0,0,0,98,12,9,57.1,misc
ENG-Premier League,2021,Crystal Palace,Jean-Philippe Mateta,FRA,FW,23,1997,2.5,0,0,0,3,1,5,1,0,1,0,0,0,5,13,13,50.0,misc
ENG-Premier League,2021,Crystal Palace,Jeffrey Schlupp,GHA,MF,27,1992,15.9,3,0,0,25,17,0,30,22,16,0,0,0,65,30,45,40.0,misc
ENG-Premier League,2021,Crystal Palace,Joel Ward,ENG,DF,30,1989,25.1,5,0,0,32,12,1,27,41,25,0,1,0,134,48,42,53.3,misc
ENG-Premier League,2021,Crystal Palace,Jordan Ayew,GHA,"FW,MF",28,1991,23.3,4,0,0,45,63,5,31,16,26,0,0,0,108,29,94,23.6,misc
ENG-Premier League,2021,Crystal Palace,Luka Milivojević,SRB,MF,29,1991,26.2,8,1,0,38,33,0,38,35,34,0,0,0,157,33,19,63.5,misc
ENG-Premier League,2021,Crystal Palace,Mamadou Sakho,FRA,DF,30,1990,3.1,0,0,0,2,1,0,0,3,2,0,1,0,14,5,6,45.5,misc
ENG-Premier League,2021,Crystal Palace,Martin Kelly,ENG,DF,30,1990,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
ENG-Premier League,2021,Crystal Palace,Michy Batshuayi,BEL,FW,26,1993,8.1,0,0,0,12,5,11,5,4,3,1,0,0,15,10,15,40.0,misc
ENG-Premier League,2021,Crystal Palace,Nathaniel Clyne,ENG,DF,29,1991,12.7,2,0,0,4,2,0,23,18,10,0,0,0,56,4,10,28.6,misc
ENG-Premier League,2021,Crystal Palace,Patrick van Aanholt,NED,DF,29,1990,19.7,2,0,0,11,3,3,40,30,22,0,0,0,136,11,13,45.8,misc
ENG-Premier League,2021,Crystal Palace,Scott Dann,ENG,DF,33,1987,15.0,1,0,0,6,5,0,0,18,4,0,0,0,73,51,29,63.8,misc
ENG-Premier League,2021,Crystal Palace,Tyrick Mitchell,ENG,DF,20,1999,19.0,1,0,0,8,11,0,27,21,35,0,1,0,95,11,15,42.3,misc
ENG-Premier League,2021,Crystal Palace,Vicente Guaita,ESP,GK,33,1987,37.0,2,0,0,0,6,0,0,1,1,0,0,0,26,9,1,90.0,misc
ENG-Premier League,2021,Crystal Palace,Wilfried Zaha,CIV,FW,27,1992,29.0,6,0,0,32,88,22,41,9,18,1,0,0,102,9,26,25.7,misc
ENG-Premier League,2021,Everton,Abdoulaye Doucouré,MLI,MF,27,1993,27.1,6,0,0,23,12,0,9,39,32,0,0,0,186,38,19,66.7,misc
ENG-Premier League,2021,Everton,Alex Iwobi,NGA,"FW,MF",24,1996,17.1,0,0,0,13,12,0,69,16,10,0,0,0,93,3,8,27.3,misc
ENG-Premier League,2021,Everton,Allan,BRA,MF,29,1991,22.8,6,0,0,37,30,0,4,19,45,0,0,0,187,4,11,26.7,misc
ENG-Premier League,2021,Everton,André Gomes,POR,MF,27,1993,17.4,3,0,0,35,14,2,23,10,23,0,1,0,126,19,14,57.6,misc
ENG-Premier League,2021,Everton,Anthony Gordon,ENG,"FW,MF",19,2001,1.0,0,0,0,0,2,1,1,1,3,0,0,0,6,1,1,50.0,misc
ENG-Premier League,2021,Everton,Ben Godfrey,ENG,DF,22,1998,29.8,4,0,0,15,17,4,6,33,33,0,1,1,136,57,32,64.0,misc
ENG-Premier League,2021,Everton,Bernard,BRA,"MF,FW",27,1992,5.1,2,0,0,6,7,0,14,8,3,0,0,0,31,0,1,0.0,misc
ENG-Premier League,2021,Everton,Cenk Tosun,TUR,FW,29,1991,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0.0,misc
ENG-Premier League,2021,Everton,Dominic Calvert-Lewin,ENG,FW,23,1997,31.9,3,0,0,37,41,18,9,6,8,2,0,0,61,153,132,53.7,misc
